university	usnews	website
0849	1	http://www.wheelock.edu
0850	1	http://www.cabrini.edu
0851	1	http://www.caldwell.edu
0852	1	http://www.calbaptist.edu
0853	1	http://www.caltech.edu
0854	1	http://www.clunet.edu
0855	1	http://www.csum.edu
0856	1	http://www.calpoly.edu
0857	1	http://www.csupomona.edu
0858	1	http://www.csuchico.edu
0859	1	http://www.csufresno.edu
0860	1	http://www.fullerton.edu
0861	1	http://www.csulb.edu
0862	1	http://www.csun.edu
0863	1	http://www.csus.edu
0864	1	http://www.csusb.edu
0865	1	http://www.csusm.edu
0866	1	http://www.csustan.edu
0867	1	http://www.calvin.edu
0868	1	http://www.campbellsville.edu
0869	1	http://www.campbell.edu
0870	1	http://www.canisius.edu
0871	1	http://www.capital.edu
0872	1	http://www.stritch.edu
0873	1	http://www.carleton.edu
0874	1	http://www.cmu.edu
0875	1	http://www.whitman.edu
0876	1	http://www.whittier.edu
0877	1	http://www.whitworth.edu
0878	1	http://www.widener.edu
0879	1	http://www.wilkes.edu
0880	1	http://www.willamette.edu
0881	1	http://www.jewell.edu
0882	1	http://www.wpunj.edu/
0883	1	http://www.williamsbaptistcollege.com
0884	1	http://www.williams.edu
0885	1	http://www.williamwoods.edu
0886	1	http://www.wilmington.edu
0887	1	http://www.wilson.edu
0888	1	http://www.winona.edu
0889	1	http://www.wssu.edu
0890	1	http://www.winthrop.edu
0891	1	http://www.wlc.edu
0892	1	http://www.wittenberg.edu
0893	1	http://www.wofford.edu
0894	1	http://www.woodbury.edu
0895	1	http://www.wpi.edu
0896	1	http://www.xavier.edu
0897	1	http://www.xula.edu
0898	1	http://www.yale.edu/
0899	1	http://www.yu.edu
0900	1	http://www.york.edu
0901	1	http://www.ycp.edu
0902	1	http://www.carroll.edu
0903	1	http://www.carrollu.edu/
0904	1	http://www.cn.edu
0905	1	http://www.carthage.edu
0906	1	http://www.case.edu
0907	1	http://www.catawba.edu
0908	1	http://www.cua.edu
0909	1	http://www.cazenovia.edu
0910	1	http://www.cedarville.edu
0911	1	http://www.central.edu
0912	1	http://www.ccsu.edu
0913	1	http://www.centralmethodist.edu
0914	1	http://www.cwu.edu
0915	1	http://www.centre.edu
0916	1	http://www.csc.edu
0917	1	http://www.chaminade.edu
0918	1	http://www.champlain.edu
0919	1	http://www.chapman.edu
0920	1	http://www.csuniv.edu
0921	1	http://www.chatham.edu
0922	1	http://www.chc.edu
0923	1	http://www.cbu.edu
0924	1	http://www.citadel.edu
0925	1	http://www.claflin.edu
0926	1	http://www.claremontmckenna.edu
0927	1	http://www.clarion.edu
0928	1	http://www.clarke.edu
0929	1	http://www.clarkson.edu
0930	1	http://www.clarku.edu
0931	1	http://www.clayton.edu
0932	1	http://www.clearwater.edu
0933	1	http://www.clemson.edu
0934	1	http://www.coe.edu
0935	1	http://www.coker.edu
0936	1	http://www.colby.edu
0937	1	http://www.colby-sawyer.edu
0938	1	http://www.colgate.edu
0939	1	http://www.brockport.edu
0940	1	http://www.cofc.edu
0941	1	http://www.collegeofidaho.edu
0942	1	http://www.msj.edu
0943	1	http://www.mountsaintvincent.edu
0944	1	http://www.tcnj.edu
0945	1	http://www.ndm.edu
0946	1	http://www.elms.edu
0947	1	http://www.csbsju.edu
0948	1	http://www.cse.edu
0949	1	http://www.csm.edu
0950	1	http://www.strose.edu
0951	1	http://www.css.edu
0952	1	http://www.coa.edu/
0953	1	http://www.holycross.edu
0954	1	http://www.cofo.edu
0955	1	http://www.wm.edu
0956	1	http://www.wooster.edu/
0957	1	http://www.ccu.edu
0958	1	http://www.ColoradoCollege.edu
0959	1	http://www.mines.edu
0960	1	http://www.colostate.edu
0961	1	http://www.ccis.edu
0962	1	http://www.columbiacollegesc.edu
0963	1	http://www.columbia.edu
0964	1	http://www.concordiaselma.edu/
0965	1	http://www.cord.edu
0966	1	http://www.cuaa.edu
0967	1	http://www.cune.edu
0968	1	http://www.cui.edu
0969	1	http://www.cuchicago.edu/index.asp
0970	1	http://www.csp.edu
0971	1	http://www.concordia.edu
0972	1	http://www.cuw.edu
0973	1	http://www.concord.edu
0974	1	http://www.conncoll.edu
0975	1	http://www.converse.edu
0976	1	http://www.cooper.edu
0977	1	http://www.corban.edu
0978	1	http://www.cornellcollege.edu
0979	1	http://www.cornell.edu
0980	1	http://www.covenant.edu
0981	1	http://www.creighton.edu
0982	1	http://www.crown.edu
0983	1	http://www.culver.edu
0984	1	http://www.baruch.cuny.edu
0985	1	http://www.brooklyn.cuny.edu
0986	1	http://www.ccny.cuny.edu
0987	1	http://www.hunter.cuny.edu
0988	1	http://www.jjay.cuny.edu/
0989	1	http://www.lehman.cuny.edu
0990	1	http://www.qc.edu/
0991	1	http://www.curry.edu
0992	1	http://www.dsu.edu
0993	1	http://www.dwu.edu
0994	1	http://www.dbu.edu
0995	1	http://www.dartmouth.edu
0996	1	http://www.davidson.edu
0997	1	http://www.davisandelkins.edu
0998	1	http://www.defiance.edu
0999	1	http://www.delval.edu
1000	1	http://www.deltastate.edu
1001	1	http://www.denison.edu
1002	1	http://www.depaul.edu
1003	1	http://www.depauw.edu
1004	1	http://www.desales.edu
1005	1	http://www.dickinson.edu
1006	1	http://www.dickinsonstate.com
1007	1	http://www.doane.edu
1008	1	http://www.dom.edu
1009	1	http://www.dominican.edu
1010	1	http://www.dordt.edu
1011	1	http://www.drake.edu
1012	1	http://www.drew.edu
1013	1	http://www.drexel.edu
1014	1	http://www.drury.edu
1015	1	http://www.duke.edu/
1016	1	http://www.duq.edu
1017	1	http://www.dyc.edu
1018	1	http://www.earlham.edu
1019	1	http://www.easternct.edu
1020	1	http://www.eiu.edu
1021	1	http://www.eku.edu
1022	1	http://www.emu.edu
1023	1	http://www.emich.edu/
1024	1	http://www.enc.edu
1025	1	http://www.eastern.edu
1026	1	http://www.ewu.edu
