university	ecampustours	website
0955	1	www.bethanywv.edu
0956	1	www.concord.edu
0957	1	www.fairmontstate.edu
0958	1	www.glenville.edu
0959	1	www.mountainstate.edu
0960	1	www.ovu.edu
0961	1	WWW.SALEMU.EDU
0962	1	www.ucwv.edu
0963	1	www.wvstateu.edu
0964	1	www.wvwc.edu
0965	1	www.wju.edu
0966	1	www.alverno.edu
0967	1	www.beloit.edu
0968	1	www.stritch.edu
0969	1	www.carrollu.edu
0970	1	www.carthage.edu
0971	1	www.cuw.edu
0972	1	www.edgewood.edu
0973	1	www.lakeland.edu
0974	1	www.lawrence.edu
0975	1	www.marianuniversity.edu
0976	1	www.marquette.edu
0977	1	www.miad.edu
0978	1	www.msoe.edu
0979	1	www.mtmary.edu
0980	1	www.northland.edu
0981	1	www.ripon.edu
0982	1	www.sl.edu
0983	1	www.snc.edu
0984	1	www.uwlax.edu
0985	1	www.uwp.edu
0986	1	www.uwrf.edu
0987	1	www.uwsuper.edu
0988	1	www.uww.edu
0989	1	www.uwec.edu
0990	1	www.uwm.edu
0991	1	www.viterbo.edu
0992	1	www.adams.edu
0993	1	www.aims.edu
0994	1	www.coloradocollege.edu
0995	1	www.coloradomtn.edu
0996	1	www.mines.edu
0997	1	www.colostate-pueblo.edu
0998	1	www.colostate.edu
0999	1	www.fortlewis.edu
1000	1	www.jwu.edu
1001	1	www.mesastate.edu
1002	1	www.naropa.edu
1003	1	www.rrcc.edu
1004	1	www.colorado.edu
1005	1	www.du.edu
1006	1	www.unco.edu
1007	1	www.western.edu
1008	1	www.caspercollege.edu
1009	1	www.uwyo.edu
1010	1	www.briarwood.edu
1011	1	www.mitchell.edu
1012	1	www.quinnipiac.edu
1013	1	www.sacredheart.edu
1014	1	www.sjc.edu
1015	1	www.Trincoll.edu
1016	1	www.bridgeport.edu
1017	1	www.uconn.edu
1018	1	www.hartford.edu
1019	1	www.wesleyan.edu
1020	1	www.yale.edu
1021	1	WWW.AMERICAN.EDU
1022	1	www.cua.edu
1023	1	www.gmu.edu
1024	1	www.howard.edu
1025	1	www.trinitydc.edu
1026	1	www.udel.edu
1027	1	www.wilmu.edu
1028	1	www.argosy.edu sarasota
1029	1	www.argosy.edu tampa
1030	1	www.barry.edu
1031	1	www.cookman.edu
1032	1	www.clearwater.edu
1033	1	www.GoCFCC.com
1034	1	www.eckerd.edu
1035	1	www.flagler.edu
1036	1	www.fau.edu
1037	1	www.floridacollege.edu
1038	1	www.fgcu.edu
1039	1	www.fit.edu
1040	1	www.fiu.edu
1041	1	www.flsouthern.edu
1042	1	www.fsu.edu
1043	1	www.fsu.edu
1044	1	www.fullsail.com
1045	1	www.jacksonville.edu
1046	1	www.lynn.edu
1047	1	www.ncf.edu
1048	1	www.nova.edu
1049	1	www.ringling.edu
1050	1	www.rollins.edu
1051	1	www.saintleo.edu
1052	1	www.stu.edu
1053	1	www.seuniversity.edu
1054	1	www.spcollege.edu
1055	1	www.stetson.edu
1056	1	www.tbc.edu
1057	1	www.ucf.edu
1058	1	www.ufl.edu
1059	1	www.miami.edu
1060	1	www.unf.edu
1061	1	www.ut.edu
1062	1	www.webber.edu
