university	collegetoolkit	website
0895	1	www.apexsot.edu
0896	1	www.belmontabbeycollege.edu
0897	1	www.brevard.edu
0898	1	www.cabarruscollege.edu
0899	1	www.campbell.edu
0900	1	www.chowan.edu/
0901	1	www.duke.edu
0902	1	www.ecsu.edu
0903	1	www.greensborocollege.edu
0904	1	www.guilford.edu
0905	1	www.hoodseminary.edu
0906	1	www.itt-tech.edu
0907	1	www.itt-tech.edu
0908	1	www.jwu.edu/
0909	1	www.lr.edu
0910	1	www.livingstone.edu
0911	1	www.methodist.edu
0912	1	www.montreat.edu
0913	1	www.peace.edu
0914	1	www.pbc.edu/
0915	1	www.queens.edu
0916	1	www.salem.edu/
0917	1	www.southcollegenc.edu
0918	1	www.artinstitutes.edu/charlotte
0919	1	www.uncp.edu
0920	1	www.uncsa.edu/
0921	1	www.phoenix.edu/campus-locations/nc/charlotte/charlotte.aspx
0922	1	www.phoenix.edu
0923	1	www.warren-wilson.edu
0924	1	www.wssu.edu
0925	1	www.abtech.edu
0926	1	www.brunswickcc.edu
0927	1	www.carolinascollege.edu
0928	1	www.cvcc.edu
0929	1	www.cpcc.edu
0930	1	www.clevelandcommunitycollege.edu
0931	1	www.coastalcarolina.edu
0932	1	www.albemarle.edu
0933	1	www.durhamtech.edu
0934	1	www.faytechcc.edu
0935	1	www.haywood.edu
0936	1	www.isothermal.edu
0937	1	www.johnstoncc.edu
0938	1	www.lenoircc.edu
0939	1	www.louisburg.edu
0940	1	www.martincc.edu
0941	1	www.mcdowelltech.edu
0942	1	www.mitchellcc.edu
0943	1	www.montgomery.edu
0944	1	www.pamlicocc.edu
0945	1	www.piedmontcc.edu
0946	1	www.pittcc.edu
0947	1	www.robeson.edu
0948	1	www.rockinghamcc.edu
0949	1	www.sampsoncc.edu
0950	1	higherdigitaleducation.com
0951	1	www.spcc.edu
0952	1	www.sccnc.edu
0953	1	www.stanly.edu
0954	1	www.waketech.edu/
0955	1	www.wilkescc.edu
0956	1	www.bismarckstate.edu
0957	1	www.dickinsonstate.com
0958	1	www.rasmussen.edu
0959	1	www.rasmussen.edu
0960	1	www.vcsu.edu
0961	1	www.dakotacollege.edu
0962	1	awc.edu
0963	1	www.mcgregor.edu
0964	1	www.phd.antioch.edu
0965	1	www.bw.edu
0966	1	www.bluffton.edu
0967	1	www.cedarville.edu
0968	1	www.chancelloru.edu
0969	1	www.cia.edu
0970	1	www.cim.edu
0971	1	www.ccad.edu
0972	1	www.denison.edu
0973	1	www.devry.edu
0974	1	www.franklin.edu
0975	1	www.kcma.edu
0976	1	www.lec.edu
0977	1	www.lourdes.edu
0978	1	www.marietta.edu
0979	1	www.mercycollege.edu
0980	1	www.muc.edu
0981	1	www.muskingum.edu/
0982	1	www.neoucom.edu
0983	1	www.ohiochristian.edu
0984	1	www.ocpm.edu
0985	1	www.lima.ohio-state.edu
0986	1	www.chillicothe.ohiou.edu
0987	1	www.lancaster.ohiou.edu
0988	1	www.payne.edu
0989	1	www.shawnee.edu
0990	1	www.trinitylutheranseminary.edu
0991	1	www.clc.uc.edu
0992	1	www.unoh.edu
0993	1	www.phoenix.edu
0994	1	www.rio.edu
0995	1	www.walsh.edu
0996	1	www.wilberforce.edu
0997	1	www.wilmington.edu
0998	1	www.winebrenner.edu
0999	1	www.ysu.edu
1000	1	www.akroninstitute.com
1001	1	www.aultmancollege.org
1002	1	www.btc.edu
1003	1	www.boheckercollege.edu
1004	1	www.boheckercollege.edu
1005	1	www.firelands.bgsu.edu
1006	1	www.edmc.edu
1007	1	www.brownmackie.edu
1008	1	www.cotc.edu
1009	1	www.cincinnatistate.edu
1010	1	www.clarkstate.edu
1011	1	www.cscc.edu
1012	1	www.daymarcollege.edu
1013	1	www.jcc.edu
1014	1	www.gallipoliscareercollege.edu
1015	1	www.hocking.edu
1016	1	www.hondros.edu
1017	1	www.itt-tech.edu
1018	1	www.itt-tech.edu
1019	1	www.itt-tech.edu
1020	1	www.itt-tech.edu
1021	1	www.rhodesstate.edu
1022	1	www.kc_dayton.com
1023	1	kc-columbus.com
1024	1	www.lakelandcc.edu
1025	1	www.lorainccc.edu
1026	1	www.mtc.edu
1027	1	www.miamijacobs.edu
1028	1	www.miamijacobs.edu
1029	1	nationalinstituteoftechnology.edu
1030	1	www.ncstatecollege.edu
1031	1	www.northweststate.edu
1032	1	www.ohiobusinesscollege.edu
1033	1	ohiobusinesscollege.edu
1034	1	www.proskills.com
1035	1	www.remingtoncollege.edu
1036	1	www.remingtoncollege.edu
1037	1	www.sinclair.edu
1038	1	www.sscc.edu
1039	1	www.swcollege.net
1040	1	www.swcollege.net
1041	1	www.learnwhatyoulove.com
1042	1	www.terra.edu
1043	1	www.aioc.artinstitutes.edu
1044	1	www.tbc-trumbullbusiness.com
1045	1	www.wayne.uakron.edu
1046	1	www.devry.edu
1047	1	www.ecok.edu
1048	1	www.itt-tech.edu
1049	1	www.itt-tech.edu
1050	1	www.lunet.edu
1051	1	www.nsuok.edu
1052	1	www.nwosu.edu
1053	1	www.oc.edu
1054	1	www.okcu.edu
1055	1	www.opsu.edu
1056	1	www.healthsciences.okstate.edu
1057	1	www.osuit.edu/
1058	1	www.osuokc.edu
1059	1	www.okwu.edu
1060	1	oru.edu
1061	1	www.ptstulsa.edu/home.aspx
1062	1	snu.edu
1063	1	www.swosu.edu
1064	1	www.spartan.edu
1065	1	www.uco.edu
1066	1	www.ouhsc.edu
1067	1	www.carlalbert.edu
1068	1	www.communitycarecollege.edu
1069	1	heritage-education.com
1070	1	www.north-ok.edu
1071	1	www.occc.edu
1072	1	www.plattcollege.org
1073	1	www.rose.edu
1074	1	www.tulsacc.edu
1075	1	vatterott-college.edu
1076	1	www.cu-portland.edu
1077	1	www.corban.edu
1078	1	www.devry.edu
1079	1	www.itt-tech.edu
1080	1	www.linfield.edu/dce/
1081	1	www.linfield.edu/portland/
1082	1	www.ocom.edu
1083	1	www.pioneerpacific.edu
1084	1	www.pdx.edu
1085	1	www.up.edu
1086	1	www.wou.edu
1087	1	www.wschiro.edu
1088	1	www.willamette.edu
1089	1	www.bluecc.edu
1090	1	www.clatsopcc.edu
1091	1	www.cgcc.cc.or.us
1092	1	www.lanecc.edu
1093	1	www.linnbenton.edu
1094	1	www.pcc.edu
1095	1	www.socc.edu
1096	1	www.tbcc.cc.or.us/
1097	1	wci.edu
1098	1	www.allegheny.edu
1099	1	www.arcadia.edu
1100	1	www.bethel.edu
1101	1	www.bloomu.edu
1102	1	www.carlow.edu
1103	1	www.cedarcrest.edu
1104	1	www.chatham.edu
1105	1	www.delval.edu
1106	1	www.desales.edu
1107	1	www.esu.edu
1108	1	www.eastern.edu
1109	1	webs.edinboro.edu/welcome/
1110	1	www.etown.edu
1111	1	www.fandm.edu
1112	1	www.gannon.edu
1113	1	www.geneva.edu
1114	1	www.gettysburg.edu
1115	1	www.gmc.edu
1116	1	www.harrisburgu.edu
1117	1	www.holyfamily.edu
1118	1	www.keystone.edu
1119	1	www.laroche.edu
1120	1	www.lasalle.edu
1121	1	www.lafayette.edu
1122	1	www.lecom.edu
1123	1	www.lbc.edu
1124	1	www.lvc.edu
1125	1	www.lincoln.edu
1126	1	www.ltsg.edu
1127	1	www.marywood.edu/
1128	1	www.misericordia.edu
1129	1	www.moore.edu
1130	1	www.peirce.edu
1131	1	www.pafa.org
1132	1	www.pct.edu
1133	1	www.hmc.psu.edu/college/
1134	1	www.pcom.edu
1135	1	www.philau.edu
1136	1	www.rrc.edu
1137	1	www.rosemont.edu
1138	1	www.francis.edu
1139	1	www.sju.edu
1140	1	www.stvincent.edu
1141	1	www.saintvincentseminary.edu
1142	1	www.salus.edu
1143	1	www.susqu.edu
1144	1	www.artinstitutes.edu/philadelphia/
1145	1	artinstitutes.edu/pittsburgh/
1146	1	www.dsl.psu.edu/
1147	1	www.walnuthillcollege.edu
1148	1	www.jefferson.edu
1149	1	www.upenn.edu
1150	1	www.vfcc.edu
1151	1	www.waynesburg.edu
1152	1	www.wts.edu
1153	1	www.widener.edu
1154	1	www.wilson.edu
1155	1	www.woninstitute.edu
1156	1	www.alliedteched.edu
1157	1	alliedteched.edu
1158	1	www.antonelli.edu
1159	1	www.berks.edu
1160	1	www.bidwell-training.org
1161	1	www.bcsbc.com
1162	1	www.bc3.edu
1163	1	www.crbc.net
1164	1	careerta.edu
1165	1	www.chitraining.com/
1166	1	www.ccp.edu
1167	1	www.deantech.edu
1168	1	www.dbcollege.com
1169	1	www.eriebc.edu
1170	1	www.eriebc.edu/newcastle
1171	1	www.everest.edu/campus/pittsburgh
1172	1	www.harcum.edu
1173	1	www.hacc.edu
1174	1	www.hussianart.edu
1175	1	www.itt-tech.edu
1176	1	www.itt-tech.edu
1177	1	www.itt-tech.edu
1178	1	www.johnson.edu
1179	1	www.pagibbs.com
1180	1	www.lackawanna.edu
1181	1	www.lincolntech.com
1182	1	www.mccann.edu
1183	1	www.careersinit.org
1184	1	www.mc3.edu
1185	1	www.ncstrades.com
1186	1	oaa.edu
1187	1	www.paculinary.com
1188	1	www.pennhighlands.edu
1189	1	www.pit.edu
1190	1	www.psb.edu
1191	1	www.pia.edu
1192	1	www.pti.edu
1193	1	www.racc.edu
1194	1	www.monroeville.sanfordbrown.edu/
1195	1	www.southhills.edu
1196	1	www.triangle-tech.edu
1197	1	www.triangle-tech.edu
1198	1	www.triangle-tech.edu
1199	1	www.triangle-tech.edu
1200	1	www.vettechinstitute.edu
1201	1	www.wyotech.edu/campus/blairsville
1202	1	www.ybi.edu
1203	1	www.yti.edu
1204	1	www.jwu.edu
1205	1	www.neit.edu
1206	1	www.rwu.edu
1207	1	law.rwu.edu/
1208	1	www.salve.edu
1209	1	www.ccri.edu
1210	1	www.gibbsri.edu
1211	1	www.acchs.edu
1212	1	www.aimc.edu
1213	1	www.alliant.edu
1214	1	www.act-sf.org
1215	1	www.afi.com
1216	1	www.la.aiuniv.edu
1217	1	www.antiochsb.edu
1218	1	www.argosy.edu/inlandempire
1219	1	www.argosy.edu/orangecounty
1220	1	www.argosy.edu/sandiego
1221	1	www.artcenter.edu
1222	1	www.cca.edu
1223	1	www.ciis.edu
1224	1	www.csuci.edu
1225	1	www.csuchico.edu
1226	1	www.csudh.edu
1227	1	www.csueastbay.edu
1228	1	www.csufresno.edu
1229	1	www.calstatela.edu
1230	1	www.csus.edu
1231	1	www.csusm.edu
1232	1	www.csustan.edu
1233	1	www.cwsl.edu
1234	1	www.cdsp.edu
1235	1	www.cgu.edu
1236	1	www.cst.edu
1237	1	www.cleveland.edu
1238	1	www.cogswell.edu
1239	1	www.cui.edu
1240	1	www.dellarte.com/school
1241	1	www.disd.edu
1242	1	www.devry.edu
1243	1	www.expression.edu
1244	1	www.fst.edu
1245	1	www.fresno.edu
1246	1	www.fuller.edu
1247	1	www.ggu.edu
1248	1	www.gtu.edu
1249	1	www.hnu.edu
1250	1	www.humphreys.edu
1251	1	www.iadtsacramento.com
1252	1	www.itt-tech.edu
1253	1	www.itt-tech.edu
1254	1	www.itt-tech.edu
1255	1	www.itt-tech.edu
1256	1	www.itt-tech.edu
1257	1	www.itt-tech.edu
1258	1	www.scu.edu/jst/
1259	1	www.kgi.edu
1260	1	www.kingsseminary.edu
1261	1	www.lac.edu
1262	1	www.lincolnuca.edu
1263	1	www.llu.edu
1264	1	www.lmu.edu
1265	1	www.mbseminary.edu
1266	1	www.msmc.la.edu
1267	1	www.mtsierra.edu
1268	1	www.nu.edu
1269	1	www.newschoolarch.edu
1270	1	www.ndnu.edu
1271	1	www.plts.edu
1272	1	www.psr.edu
1273	1	www.psuca.edu
1274	1	www.pacifica.edu
1275	1	www.prgs.edu
1276	1	www.patten.edu
1277	1	www.plattcollege.edu
1278	1	samra.edu
1279	1	www.samuelmerritt.edu
1280	1	www.sdcc.edu
1281	1	www.sdsu.edu
1282	1	www.ivcampus.sdsu.edu
1283	1	www.sfsu.edu
1284	1	www.sjcl.edu
1285	1	www.sjsu.edu
1286	1	www.saybrook.edu
1287	1	www.sum.edu
1288	1	www.southbaylo.edu
1289	1	www.sciarc.edu
1290	1	www.socalsem.edu
1291	1	www.swlaw.edu
1292	1	www.sksm.edu
1293	1	www.aicdc.artinstitutes.edu
1294	1	www.artinstitutes.edu/sandiego/
1295	1	www.artinstitutes.edu/sanfrancisco/
1296	1	www.wi.edu
1297	1	www.thomasaquinas.edu
1298	1	www.tiu.edu/law
1299	1	www.tuiu.edu
1300	1	www.uav.edu
1301	1	www.uchastings.edu
1302	1	www.ucr.edu
1303	1	www.ucsd.edu
1304	1	www.uewm.edu
1305	1	www.phoenix.edu
1306	1	www.phoenix.edu
1307	1	www.redlands.edu
1308	1	www.usc.edu/
1309	1	www.westcoastuniversity.edu
1310	1	www.wscal.edu
1311	1	www.westwood.edu
1312	1	www.westwood.edu
1313	1	www.westwood.edu
1314	1	www.jessup.edu
1315	1	www.woodbury.edu
1316	1	www.wmu.edu
1317	1	www.advancedcollege.edu
1318	1	www.americancareer.com
1319	1	www.americancareer.com
1320	1	www.bryancollege.edu
1321	1	www.cabrillo.edu
1322	1	www.cerrocoso.edu
1323	1	www.chabotcollege.edu
1324	1	www.chaffey.edu
1325	1	www.citruscollege.edu
1326	1	www.ccsf.edu
1327	1	www.coastline.edu
1328	1	www.canyons.edu
1329	1	www.redwoods.edu
1330	1	cos.edu
1331	1	www.gocolumbia.edu/
1332	1	www.cbd.edu
1333	1	www.concorde.edu
1334	1	www.crc.losrios.edu/
1335	1	www.craftonhills.edu
1336	1	www.cuyamaca.edu
1337	1	www.deanza.edu/
1338	1	www.dvc.edu
1339	1	www.compton.edu
1340	1	www.empcol.edu
1341	1	everest.edu/campus/san_bernardino
1342	1	www.everest.edu/campus/west_los_angeles
1343	1	www.fashioncollege.com
1344	1	www.foothill.edu
1345	1	www.fresnocitycollege.edu
1346	1	www.gavilan.edu
1347	1	www.goldenwestcollege.edu
1348	1	www.golfacademy.edu
1349	1	www.hartnell.edu
1350	1	www.heald.edu
1351	1	www.heald.edu
1352	1	www.heald.edu
1353	1	www.imperial.edu
1354	1	www.it-colleges.edu
1355	1	www.ivc.edu
1356	1	www.kc-panoramacity.com
1357	1	getinfo.kaplancollege.com/kaplancollegeportal/kaplancollegecampuses/califor
1358	1	www.mariccollege.edu
1359	1	getinfo.kaplancollege.com/kaplancollegeportal/kaplancollegecampuses/califor
1360	1	getinfo.kaplancollege.com/kaplancollegeportal/kaplancollegecampuses/califor
1361	1	www.laspositascollege.edu
1362	1	www.chefs.edu/los-angeles/
1363	1	www.lacitycollege.edu/
1364	1	www.lafilm.com
1365	1	www.lahc.edu
1366	1	www.lamission.edu
1367	1	www.lamusicacademy.edu
1368	1	www.laort.edu
1369	1	www.lavc.edu
1370	1	www.losmedanos.edu
1371	1	www.mendocino.edu
1372	1	www.merritt.edu
1373	1	www.moorparkcollege.edu/index.shtml
1374	1	www.mtsac.edu
1375	1	www.msjc.edu
1376	1	www.mticollege.edu
1377	1	www.napavalley.edu
1378	1	www.natpoly.edu
1379	1	www.orangecoastcollege.edu/
1380	1	www.oxnardcollege.edu
1381	1	pacific-college.com
1382	1	www.paloverde.edu
1383	1	www.pmi.edu
1384	1	www.pinnaclecollege.edu
1385	1	www.portervillecollege.edu
1386	1	www.reedleycollege.edu
1387	1	www.rcc.edu/
1388	1	www.scc.losrios.edu/
1389	1	www.sdmesa.edu/
1390	1	www.sdmiramar.edu/
1391	1	www.sjvc.edu
1392	1	www.sjvc.edu
1393	1	www.sjvc.edu
1394	1	www.sjvc.edu
1395	1	www.sjvconline.edu
1396	1	www.sjvc.edu
1397	1	www.sjvc.edu
1398	1	www.sjcc.edu
1399	1	www.sac.edu
1400	1	www.sbbcollege.edu
1401	1	www.smc.edu
1402	1	www.santarosa.edu
1403	1	www.sccollege.edu/pages/default.aspx
1404	1	www.solano.edu
1405	1	southcoastcollege.com
1406	1	www.swccd.edu
1407	1	www.stanbridge.edu
1408	1	fidm.edu
1409	1	www.fidm.edu
1410	1	www.westhillscollege.com
1411	1	www.westvalley.edu
1412	1	www.westerncollege.com
1413	1	www.westerncollege.com
1414	1	www.westerncollege.com
1415	1	www.westerncollege.com
1416	1	www.westerncollege.edu
1417	1	www.wyotech.edu/campus/fremont
1418	1	www.wyotech.edu/campus/sacramento
1419	1	www.yccd.edu
1420	1	www.allenuniversity.edu
1421	1	www.andersonuniversity.edu
1422	1	www.benedict.edu
1423	1	www.bju.edu
1424	1	www.charlestonlaw.edu/
1425	1	www.csuniv.edu
1426	1	www.coker.edu
1427	1	www.ciu.edu
1428	1	www.converse.edu
1429	1	www.itt-tech.edu
1430	1	www.musc.edu/
1431	1	www.morris.edu
1432	1	www.newberry.edu
1433	1	www.ngu.edu
1434	1	www.presby.edu
1435	1	www.swu.edu.
1436	1	www.artinstitutes.edu/charleston
1437	1	www.clintonjuniorcollege.edu
1438	1	www.denmarktech.edu
1439	1	www.fdtc.edu
1440	1	www.forrestcollege.edu
1441	1	www.golfacademy.edu
1442	1	www.gvltec.edu
1443	1	miller-motte.com
1444	1	www.octech.edu
1445	1	www.ptc.edu
1446	1	www.sccsc.edu
1447	1	www.smcsc.edu
1448	1	www.tctc.edu
1449	1	www.tridenttech.edu
1450	1	usclancaster.sc.edu/
1451	1	uscunion.sc.edu/
1452	1	www.wiltech.edu
1453	1	www.yorktech.com
1454	1	www.coloradotech.edu
1455	1	www.dsu.edu
1456	1	www.mtmc.edu
1457	1	www.national.edu
1458	1	www.presentation.edu
1459	1	www.sdsmt.edu
1460	1	www.sdstate.edu
1461	1	www.kilian.edu
1462	1	www.mitchelltech.edu
1463	1	www.swc.tc
1464	1	www.southeasttech.edu
1465	1	www.wdt.edu
1466	1	www.abcnash.edu
1467	1	www.argosy.edu/nashville/
1468	1	www.bethelu.edu/
1469	1	www.bryan.edu
1470	1	www.crichton.edu
1471	1	www.fisk.edu
1472	1	www.fountainheadcollege.edu
1473	1	www.iadtnashville.com
1474	1	www.itt-tech.edu
1475	1	www.lanecollege.edu
1476	1	www.loc.edu
1477	1	www.lipscomb.edu
1478	1	www.mmc.edu
1479	1	www.mtsu.edu
1480	1	www.omorecollege.edu
1481	1	www.southern.edu
1482	1	www.tnstate.edu
1483	1	www.twcnet.edu
1484	1	www.tusculum.edu
1485	1	www.phoenix.edu
1486	1	www.phoenix.edu
1487	1	www.visibleschool.com
1488	1	www.watkins.edu
1489	1	www.chattanoogastate.edu
1490	1	www.draughons.edu
1491	1	www.draughons.edu
1492	1	www.dscc.edu
1493	1	www.hightechinstitute.edu
1494	1	www.jscc.edu
1495	1	www.kci-nashville.com
1496	1	www.medvance.edu
1497	1	www.miller-motte.com
1498	1	www.miller-motte.com
1499	1	www.mscc.edu
1500	1	www.nscc.edu
1501	1	www.national-college.edu
1502	1	www.northeaststate.edu
1503	1	www.roanestate.edu
1504	1	www.southwest.tn.edu
1505	1	www.volstate.edu
1506	1	www.williamrmoore.org
1507	1	www.acu.edu
1508	1	www.aoma.edu
1509	1	www.acaom.edu
1510	1	www.houston.aiuniv.edu
1511	1	www.angelo.edu
1512	1	www.argosy.edu/dallas/
1513	1	www.abconline.edu
1514	1	www.austingrad.edu
1515	1	www.bmats.edu
1516	1	www.bua.edu
1517	1	www.brazosport.edu
1518	1	www.brite.tcu.edu
1519	1	www.dbu.edu
1520	1	www.dallas.edu
1521	1	www.dts.edu
1522	1	www.etbu.edu/
1523	1	www.hallmarkcollege.edu
1524	1	www.hbu.edu
1525	1	www.hputx.edu
1526	1	www.htu.edu
1527	1	www.jarvis.edu
1528	1	www.mwsu.edu
1529	1	www.national.edu
1530	1	www.ost.edu
1531	1	www.ollusa.edu
1532	1	www.pvamu.edu
1533	1	www.southtexascollege.edu
1534	1	www.swcc.edu
1535	1	www.tarleton.edu
1536	1	tamiu.edu
1537	1	www.tamucc.edu
1538	1	www.tamuk.edu
1539	1	www.tamut.edu
1540	1	www.txchiro.edu
1541	1	tcu.edu
1542	1	www.texascollege.edu
1543	1	www.tlu.edu
1544	1	www.tsu.edu
1545	1	www.txstate.edu
1546	1	www.ttu.edu
1547	1	www.twu.edu
1548	1	www.aih.aii.edu
1549	1	www.uta.edu
1550	1	www.utb.edu
1551	1	www.utdallas.edu
1552	1	www.uthscsa.edu
1553	1	www.mdanderson.org
1554	1	www.utmb.edu
1555	1	www.utpb.edu
1556	1	www.udallas.edu
1557	1	www.umhb.edu
1558	1	www.hsc.unt.edu
1559	1	www.phoenix.edu
1560	1	www.phoenix.edu
1561	1	www.stthom.edu
1562	1	www.uiw.edu
1563	1	www.wbu.edu
1564	1	www.westwood.edu
1565	1	www.westwood.edu
1566	1	www.westwood.edu
1567	1	wileyc.edu
1568	1	alliedhealthcareers.net
1569	1	www.anamarc.edu
1570	1	www.aticareertraining.edu
1571	1	www.bshp.edu
1572	1	www.blinn.edu
1573	1	www.dcccd.edu
1574	1	careercenters.edu
1575	1	www.careerpointcollege.edu
1576	1	www.dcccd.edu
1577	1	www.ctcd.edu
1578	1	www.coastalbend.edu
1579	1	www.com.edu
1580	1	www.commonwealth.edu
1581	1	www.crid.com
1582	1	www.delmar.edu
1583	1	www.dcccd.edu
1584	1	www.dcccd.edu
1585	1	www.epcc.edu
1586	1	www.everest.edu/campus/dallas
1587	1	www.everest.edu/campus/ft_worth
1588	1	www.fpctx.edu
1589	1	www.hillcollege.edu
1590	1	www.hccs.edu
1591	1	www.howardcollege.edu
1592	1	www.iadtsanantonio.com
1593	1	www.ibcelpaso.edu
1594	1	www.itt-tech.edu
1595	1	www.itt-tech.edu
1596	1	www.itt-tech.edu
1597	1	www.itt-tech.edu
1598	1	kdstudio.com
1599	1	mcallen.kaplancollege.com/pages/homepage.aspx
1600	1	www.southeasterncareerinstitute.com
1601	1	www.lit.edu
1602	1	www.pa.lamar.edu
1603	1	www.lonmorris.edu
1604	1	www.lonestar.edu
1605	1	www.dcccd.edu
1606	1	www.ntcc.edu
1607	1	www.odessa.edu
1608	1	www.remingtoncollege.edu
1609	1	www.remingtoncollege.edu
1610	1	www.dcccd.edu
1611	1	www.sjcd.edu
1612	1	www.careered.com
1613	1	www.sbdallas.com
1614	1	www3.southplainscollege.edu/
1615	1	southwestcareercollege.com
1616	1	www.alamo.edu/spc/
1617	1	www.tccd.edu
1618	1	www.templejc.edu
1619	1	www.texarkanacollege.edu
1620	1	www.texascareers.com
1621	1	www.texascareers.com
1622	1	www.texascareers.com
1623	1	www.tsb.edu
1624	1	www.tsb.edu
1625	1	www.harlingen.tstc.edu
1626	1	www.westtexas.tstc.edu
1627	1	www.vernoncollege.edu
1628	1	www.westerntech.edu
1629	1	www.wtc.edu
1630	1	www.argosy.edu/locations/salt-lake-city/default.aspx
1631	1	www.byu.edu
1632	1	www.ucdh.edu
1633	1	www.devry.edu
1634	1	new.dixie.edu/
1635	1	www.eaglegatecollege.edu
1636	1	www.itt-tech.edu
1637	1	www.neumont.edu/
1638	1	www.stevenshenager.edu
1639	1	www.stevenshenager.edu
1640	1	www.utahcollege.edu
1641	1	www.utahcollege.edu
1642	1	www.wgu.edu
1643	1	www.ceu.edu
1644	1	www.datc.edu
1645	1	eaglegatecollege.edu
1646	1	www.ldsbc.edu
1647	1	www.mlatc.edu
1648	1	www.slcc.edu
1649	1	www.snow.edu
1650	1	www.castleton.edu
1651	1	www.csj.edu
1652	1	www.greenmtn.edu
1653	1	www.neci.edu
1654	1	www.norwich.edu
1655	1	www.vtc.edu
1656	1	www.landmark.edu
1657	1	www.asl.edu
1658	1	www.argosy.edu/washingtondc
1659	1	www.averett.edu
1660	1	www.averett.edu/working-professionals/index.html
1661	1	www.btsr.edu
1662	1	www.devry.edu
1663	1	www.ecpitech.edu
1664	1	www.ecpitech.edu
1665	1	www.vcom.vt.edu
1666	1	www.hamptonu.edu
1667	1	www.hollins.edu
1668	1	www.ipsciences.edu
1669	1	www.itt-tech.edu
1670	1	www.itt-tech.edu
1671	1	www.itt-tech.edu
1672	1	www.jchs.edu
1673	1	www.liberty.edu
1674	1	www.longwood.edu
1675	1	www.mbc.edu
1676	1	www.national-college.edu
1677	1	www.potomac.edu
1678	1	www.su.edu
1679	1	www.union-psce.edu
1680	1	www.phoenix.edu
1681	1	www.vsu.edu
1682	1	www.westwood.edu
1683	1	www.aviationmaintenance.edu
1684	1	www.centuracollege.edu
1685	1	www.centuracollege.edu
1686	1	www.dcc.vccs.edu
1687	1	www.everest.edu/campus/arlington
1688	1	www.everest.edu/campus/tysons_corner
1689	1	www.success.edu
1690	1	www.lfcc.edu
1691	1	www.miller-motte.net
1692	1	www.mecc.edu
1693	1	www.ph.vccs.edu
1694	1	www.rappahannock.edu/
1695	1	www.southside.edu
1696	1	www.sw.edu
1697	1	www.wcc.vccs.edu
1698	1	www.antiochseattle.edu
1699	1	www.cornish.edu
1700	1	www.ewu.edu/home.xml
1701	1	www.faithseminary.edu
1702	1	www.gonzaga.edu
1703	1	www.heritage.edu
1704	1	www.iadtseattle.com
1705	1	www.itt-tech.edu
1706	1	www.itt-tech.edu
1707	1	www.itt-tech.edu
1708	1	www.lwtc.edu
1709	1	www.mhgs.edu
1710	1	www.nca.edu
1711	1	www.pnwu.org/students.aspx
1712	1	www.stmartin.edu
1713	1	www.seattlecentral.org
1714	1	www.siom.edu
1715	1	www.seattleu.edu
1716	1	www.evergreen.edu
1717	1	www.tlc.edu
1718	1	www.phoenix.edu
1719	1	www.bothell.washington.edu/
1720	1	www.tacoma.washington.edu/
1721	1	www.bates.ctc.edu/
1722	1	www.btc.ctc.edu
1723	1	www.cascadia.edu
1724	1	www.everest.edu/campus/tacoma
1725	1	www.everest.edu/campus/vancouver
1726	1	www.everettcc.edu
1727	1	www.greenriver.edu/
1728	1	www.interface.edu
1729	1	lowercolumbia.edu
1730	1	www.rtc.edu
1731	1	www.northseattle.edu
1732	1	www.skagit.edu
1733	1	www.spscc.ctc.edu
1734	1	www.spokanefalls.edu
1735	1	www.tacomacc.edu
1736	1	www.ab.edu/
1737	1	www.apus.edu
1738	1	www.abc.edu
1739	1	www.fairmontstate.edu/
1740	1	www.potomacstatecollege.edu
1741	1	www.salemu.edu
1742	1	www.wvstateu.edu
1743	1	www.wvup.edu
1744	1	www.bridgemont.edu
1745	1	kcs.kana.k12.wv.us/carver
1746	1	www.huntingtonjuniorcollege.edu
1747	1	www.kvctc.edu
1748	1	www.pierpont.edu/
1749	1	www.wvjc.edu
1750	1	www.wvjcinfo.net
1751	1	www.wvncc.edu
1752	1	www.bellincollege.edu
1753	1	www.bryantstratton.edu
1754	1	www.bryantstratton.edu
1755	1	www.carthage.edu
1756	1	www.itt-tech.edu
1757	1	www.itt-tech.edu
1758	1	www.itt-tech.edu
1759	1	www.lakeland.edu
1760	1	www.madisonmedia.edu
1761	1	mbbc.edu
1762	1	www.acupuncture.edu
1763	1	www.msoe.edu
1764	1	www.mtmary.edu
1765	1	www.nashotah.edu
1766	1	www.northland.edu
1767	1	www.ottawa.edu
1768	1	www.ripon.edu
1769	1	www.snc.edu
1770	1	www.sl.edu
1771	1	www.phoenix.edu
1772	1	www.uwec.edu
1773	1	www.uwlax.edu
1774	1	www.uwm.edu
1775	1	www.uww.edu
1776	1	www.viterbo.edu
1777	1	www.wspp.edu
1778	1	www.blackhawk.edu
1779	1	www.cvtc.edu
1780	1	www.fvtc.edu
1781	1	www.gotoltc.edu
1782	1	www.ntc.edu
1783	1	www.nwtc.edu
1784	1	www.swtc.edu
1785	1	www.uwc.edu
1786	1	www.collegeamerica.edu
1787	1	www.ccu.edu
1788	1	www.chu.edu
1789	1	www.mines.edu
1790	1	www.cstcm.edu
1791	1	www.colostate.edu
1792	1	www.denverseminary.edu
1793	1	www.jwu.edu
1794	1	www.jiu.edu
1795	1	www.naropa.edu
1796	1	www.national.edu
1797	1	www.national.edu
