university	studentaid	name
0865	1	Valley Forge Christian College
0866	1	Valley Forge Military Academy and College
0867	1	Valparaiso University
0868	1	Vance-Granville Community College
0869	1	VanderCook College of Music
0870	1	Vanderschmidt School, The
0871	1	Vassar College
0872	1	Victor Valley College
0873	1	Victory University
0874	1	Villanova University
0875	1	Vincennes University
0876	1	Vincennes University - Fort Harrison Center
0877	1	Wabash College
0878	1	Wabash Valley College
0879	1	Wagner College
0880	1	Wake Forest University
0881	1	Wake Technical Community College
0882	1	Wallace Community College - Alabama Aviation Technology Campus
0883	1	Walsh College of Accountancy and Business Administration
0884	1	Walsh University
0885	1	Walters State Community College
0886	1	Warner Pacific College
0887	1	Warner Southern College
0888	1	Warren County Community College
0889	1	Wartburg College
0890	1	Washburn University of Topeka - School of Applied Studies
0891	1	Washington and Jefferson College
0892	1	Washington and Lee University
0893	1	Washington Bible College
0894	1	Washington State University
0895	1	Washington University in St. Louis
0896	1	Washington-Holmes Area Vocational-Technical Center
0897	1	Washtenaw Community College
0898	1	Watkins College of Art and Design
0899	1	Waubonsee Community College
0900	1	Xavier University
0901	1	Xavier University of Louisiana
0902	1	Yakima Valley Community College
0903	1	Yale University
0904	1	Yeshiva University
0905	1	York College
0906	1	York College - CUNY
0907	1	York College of Pennsylvania
0908	1	York County Area Vocational Technical School
0909	1	York Technical College
0910	1	York University
0911	1	Young Harris College
0912	1	Youngstown State University
0913	1	AIB College of Business
0914	1	Aiken Technical College
0915	1	Aims Community College - Greeley Campus
0916	1	Akron Machining Institute
0917	1	Alabama A&M University
0918	1	Alabama Southern Community College - Monroeville
0919	1	Alabama Southern Community College - Thomasville
0920	1	Albany Medical College
0921	1	Albertson College
0922	1	Albertus Magnus College
0923	1	Albion College
0924	1	Albuquerque Technical-Vocational Institute
0925	1	Alderson-Broaddus College
0926	1	Alfred University
0927	1	Alice Lloyd College
0928	1	Allegany College of Maryland
0929	1	Allegany College of Maryland - Bedford County
0930	1	Allegany College of Maryland - Somerset County
0931	1	Allen College
0932	1	Allen County Community College
0933	1	Allen University
0934	1	Allentown Business School
0935	1	Altamaha Technical College
0936	1	Alvernia University
0937	1	Alvin Community College
0938	1	American Academy of Dramatic Arts
0939	1	American Baptist College
0940	1	American Health Information Management Association
0941	1	American Indian College of the Assemblies of God
0942	1	American Jewish University
0943	1	American Musical and Dramatic Academy, The
0944	1	American University - Washington
0945	1	American University of Puerto Rico
0946	1	Amherst College
0947	1	Amridge University
0948	1	Ancilla College
0949	1	Anderson College
0950	1	Anderson University
0951	1	Andrew College
0952	1	Angelina College
0953	1	Anna Maria College
0954	1	Antioch College
0955	1	Antonelli College - Cincinnati
0956	1	Antonelli College - Jackson
0957	1	D'Youville College
0958	1	Dabney S. Lancaster Community College
0959	1	Daemen College
0960	1	Dakota State University
0961	1	Dakota Wesleyan University
0962	1	Dallas Baptist University
0963	1	Dallas Christian College
0964	1	Dalton State College
0965	1	Daniel Webster College
0966	1	Danville Community College
0967	1	Darton College
0968	1	Davenport College of Business
0969	1	Davidson County Community College
0970	1	Davis & Elkins College
0971	1	Davis College
0972	1	Dawson Community College
0973	1	Daytona State College
0974	1	De Anza College
0975	1	Antonelli Institute
0976	1	Apollo College - Phoenix
0977	1	Appalachian State University
0978	1	Aquinas College - Grand Rapids
0979	1	Aquinas College - Nashville
0980	1	Arapahoe Community College
0981	1	Arizona State University
0982	1	Arizona State University East - Mesa
0983	1	Arizona State University West - Phoenix
0984	1	Arkansas Baptist College
0985	1	Arkansas Northeastern College
0986	1	Arkansas State University - Beebe
0987	1	Arkansas State University - Newport Campus
0988	1	Arkansas Valley Technical Institute
0989	1	Armstrong Atlantic State University
0990	1	Art Institute of Boston at Lesley
0991	1	Ashland Community and Technical College
0992	1	Asnuntuck Community College
0993	1	Assabet Valley Regional Technical School
0994	1	Assumption College
0995	1	Athens State University
0996	1	Athens Technical College
0997	1	Atlanta Christian College
0998	1	Atlanta Metropolitan College
0999	1	Atlantic Cape Community College
1000	1	Atlantic County Vocational School
1001	1	Atlantic Technical Center - Coconut Creek
1002	1	Auburn University
1003	1	Augsburg College
1004	1	Augusta Technical College
1005	1	Augustana College
1006	1	Augustana College - South Dakota
1007	1	Austin Peay State University
1008	1	Averett University
1009	1	Aviation Institute of Maintenance - Indianapolis
1010	1	Aviation Institute of Maintenance - Virginia Beach
1011	1	Avila College
1012	1	Baruch College
1013	1	Bates Technical College
1014	1	Bay de Noc Community College
1015	1	Bay State College
1016	1	Bayamon Central University
1017	1	Baylor University
1018	1	Beaufort County Community College
1019	1	Bellevue Community College
1020	1	Bellin College of Nursing
1021	1	Bellingham Technical College
1022	1	Belmont Abbey College
1023	1	Belmont University
1024	1	Beloit College
1025	1	Benedict College
1026	1	Bennett College
1027	1	Bennington College
1028	1	Berkeley College of New York City
1029	1	Berklee College of Music
1030	1	Berkshire Community College
1031	1	Bethany College - WV
1032	1	Bethany Lutheran College
1033	1	Bethel University
1034	1	Bevill State Community College - Brewer Campus
1035	1	Bidwell Training Center
1036	1	Big Sandy Community and Technical College
1037	1	Biola University
1038	1	Birmingham-Southern College
1039	1	Bishop State Community College
1040	1	Black River Technical College
1041	1	Blackburn College
1042	1	Bladen Community College
1043	1	Blessing-Rieman College of Nursing
1044	1	Bloomfield College
1045	1	Bloomsburg University of Pennsylvania
1046	1	Blue Mountain College
1047	1	Blue Mountain Community College
1048	1	Bluefield College
1049	1	Bluefield State College
1050	1	Bluegrass Community and Technical College
1051	1	Boise Bible College
1052	1	Boonslick Technical Education Center
1053	1	Borough of Manhattan Community College
1054	1	Boston Architectural Center
1055	1	Boston College
1056	1	Boston Conservatory, The
1057	1	Boston University
1058	1	Bowdoin College
1059	1	Bowie State University
1060	1	Bowling Green State University - Bowling Green
1061	1	Bowling Green State University - Firelands College
1062	1	Bowling Green Technical College - Glasgow Campus
1063	1	Brenau University
1064	1	Brescia University
1065	1	Brevard College
1066	1	Brevard Community College
1067	1	Bridgewater College
1068	1	Bridgewater State College
1069	1	Briercrest College and Seminary
1070	1	Brigham Young University - Hawaii Campus
1071	1	Brigham Young University - Utah Campus
1072	1	Bristol Community College
1073	1	Brookdale Community College
1074	1	Brookdale Community College - Asbury Park Learning Center
1075	1	Brooklyn College
1076	1	Brooks Institute of Photography
1077	1	Broome Community College
1078	1	Brown Mackie College - Louisville
1079	1	Brown University
1080	1	Brunswick Community College
1081	1	Bryan College
1082	1	Bryant University
1083	1	Bryman College South
1084	1	Bryn Mawr College
1085	1	Bucks County Community College
1086	1	Buena Vista University
1087	1	Bunker Hill Community College - Boston
1088	1	Butler County Community College
1089	1	Butler County Community College - Kansas
1090	1	Butler University
1091	1	Butte College
1092	1	East Arkansas Community College
1093	1	East Central College
1094	1	East Central Community College
1095	1	East Central University
1096	1	East Los Angeles College
1097	1	East Mississippi Community College - Mayhew
1098	1	East Tennessee State University
1099	1	East Texas Baptist University
1100	1	East West University
1101	1	Eastern Idaho Technical College
1102	1	Eastern Illinois University
1103	1	Eastern Kentucky University
1104	1	Eastern Maine Technical College
1105	1	Eastern Mennonite University
1106	1	Eastern Nazarene College
1107	1	Eastern New Mexico University - Portales
1108	1	Eastern Shore Community College
1109	1	Eastern University
1110	1	Eastern West Virginia Community and Technical College
1111	1	Eastern Wyoming College
1112	1	Eckerd College
1113	1	Cameron University
1114	1	Campbell University
1115	1	Campbellsville University
1116	1	Canada College
1117	1	Canisius College
1118	1	Cankdeska Cikana Community College
1119	1	Cape Cod Community College
1120	1	Cape Fear Community College
1121	1	Cape May County Technical School District
1122	1	Carl Albert State College
1123	1	Carleton College
1124	1	Carlow University
1125	1	Carolinas College of Health Sciences
1126	1	Carroll College - Montana
1127	1	Carroll Community College
1128	1	Carson-Newman College
1129	1	Carteret Community College
1130	1	Case Western Reserve University
1131	1	Cass Career Center
1132	1	Castleton State College
1133	1	Catawba College
1134	1	Catholic University of America, The
1135	1	Cazenovia College
1136	1	Cedar Crest College
1137	1	Cedarville University
1138	1	Centenary College
1139	1	Central Baptist College
1140	1	Central Carolina Community College
1141	1	Central Carolina Technical College
1142	1	Central Christian College of Kansas
1143	1	Central Christian College of the Bible
1144	1	Central College - Pella
1145	1	Central Community College - Grand Island Campus
1146	1	Central Community College - Program of Practical Nursing, Kearn
1147	1	Central Connecticut State University
1148	1	Central Georgia Technical College
1149	1	Central Lakes College
1150	1	Central Maine Medical Center School of Nursing
1151	1	Central Michigan University
1152	1	Central Missouri State University
1153	1	Central Ohio Technical College
1154	1	Central Oklahoma Area Vocational-Technical Center
1155	1	Central Oregon Community College
1156	1	Central Piedmont Community College
1157	1	Central State University
1158	1	Central Washington University
1159	1	Central Wyoming College
1160	1	Centralia College
1161	1	Centre College
1162	1	Centura College - Newport News
1163	1	Century Community & Technical College
1164	1	Cerritos College
1165	1	Chabot College
1166	1	Chaffey College
1167	1	Chaminade University of Honolulu
1168	1	Champlain College
1169	1	Chandler-Gilbert Community College
1170	1	Chapman University
1171	1	Charles Stewart Mott Community College
1172	1	Charleston Southern University
1173	1	Charter Oak State College
1174	1	Chatham College
1175	1	Chattahoochee Valley Community College
1176	1	Chesapeake College
1177	1	Chester College of New England
1178	1	Chesterfield-Marlboro Technical College
1179	1	Chestnut Hill College
1180	1	Cheyenne River Community College
1181	1	Cheyney University of Pennsylvania
1182	1	Chipola College
1183	1	Chowan University
1184	1	Christendom College
1185	1	Christian Brothers University
1186	1	Christie's Education, Inc.
1187	1	Christopher Newport University
1188	1	Churchman Business School
1189	1	Cincinnati Bible College & Seminary
1190	1	Cisco Junior College
1191	1	Citadel, The
1192	1	Citrus College
1193	1	City College - Casselberry
1194	1	City College of San Francisco
1195	1	Clackamas Community College
1196	1	Claremont McKenna College
1197	1	Clarion University of Pennsylvania
1198	1	Clark Atlanta University
1199	1	Clark College
1200	1	Clark State Community College
1201	1	Clark University
1202	1	Clarkson College
1203	1	Clearwater Christian College
1204	1	Cleary College
1205	1	Clemson University
1206	1	Cleveland Community College
1207	1	Cleveland Institute of Art
1208	1	Cleveland Institute of Music
1209	1	Cleveland State Community College
1210	1	Cleveland State University
1211	1	Clinton Community College - Iowa
1212	1	Clovis Community College
1213	1	Coastal Carolina Community College
1214	1	Coastal Carolina University
1215	1	Coffeyville Community College
1216	1	Cogswell Polytechnical College
1217	1	Coker College
1218	1	Colby College
1219	1	Colby Community College
1220	1	Colgate University
1221	1	College of Applied Sciences/Arts - Southern Illinois University
1222	1	College of Central Florida
1223	1	College of Charleston
1224	1	College of Coastal Georgia
1225	1	College of DuPage
1226	1	College of Eastern Utah
1227	1	College of Lake County
1228	1	College of Mount St. Joseph
1229	1	College of Mount St. Vincent
1230	1	College of New Rochelle
1231	1	College of Notre Dame of Maryland
1232	1	College of Saint Benedict
1233	1	College of Saint Mary
1234	1	College of Saint Rose
1235	1	College of San Mateo
1236	1	College of Santa Fe
1237	1	College of St. Thomas More
1238	1	College of Staten Island, The
1239	1	College of the Desert
1240	1	College of the Mainland
1241	1	College of the Redwoods
1242	1	College of the Sequoias
1243	1	College of the Siskiyous
1244	1	College of Visual Arts
1245	1	College of William and Mary
1246	1	Colorado Christian University
1247	1	Colorado College
1248	1	Colorado Mountain College - Leadville Campus
1249	1	Colorado School of Mines
1250	1	Colorado State University
1251	1	Colorado State University - Pueblo
1252	1	Colorado State University Global Campus
1253	1	Colorado Technical University
1254	1	Columbia College - Columbia
1255	1	Columbia College - Hollywood
1256	1	Columbia College Chicago
1257	1	Columbia College of Nursing
1258	1	Columbia International University
1259	1	Columbia State Community College
1260	1	Columbia Union College
1261	1	Columbia University - Columbia College
1262	1	Columbia University - School of General Studies
1263	1	Columbus College of Art and Design
1264	1	Community College of Allegheny County - Allegheny Campus
1265	1	Fairleigh Dickinson University - Florham-Madison Campus
1266	1	Fairleigh Dickinson University - Teaneck-Hackensack Campus
1267	1	Fairmont State University
1268	1	Faith Baptist Bible College and Theological Seminary
1269	1	Fashion Institute of Design & Merchandising - Los Angeles
1270	1	Faulkner University
1271	1	Fayette Plateau Vocational-Technical Center
1272	1	Fayetteville State University
1273	1	Fayetteville Technical Community College
1274	1	Felician College
1275	1	Ferrum College
1276	1	Fisher College
1277	1	Fitchburg State College
1278	1	Flagler College
1279	1	Flathead Valley Community College - Kalispell
1280	1	Flathead Valley Community College - Lincoln County Campus
1281	1	Community College of Allegheny County - Boyce Campus
1282	1	Community College of Allegheny County - North Campus
1283	1	Community College of Allegheny County - South Campus
1284	1	Community College of Aurora
1285	1	Community College of Baltimore County - Dundalk
1286	1	Community College of Denver
1287	1	Community College of Philadelphia
1288	1	Community College of Rhode Island - Flanagan Campus
1289	1	Community College of Rhode Island - Knight Campus
1290	1	Community College of Southern Nevada - Henderson Campus
1291	1	Community College of Southern Nevada - Las Vegas
1292	1	Community College of the Air Force
1293	1	Community College of Vermont
1294	1	Community Colleges of Colorado Online
1295	1	Compton Community Education Center
1296	1	Conception Seminary College
1297	1	Concord University
1298	1	Concordia College (Minnesota)
1299	1	Concordia College - Selma
1300	1	Concordia University - IL
1301	1	Concordia University at Austin
1302	1	Concordia University of Oregon
1303	1	Connecticut College
1304	1	Conservatory of Music of Puerto Rico
1305	1	Consolidated School of Business - Lancaster
1306	1	Consolidated School of Business - York
1307	1	Converse College
1308	1	Cooper Union
1309	1	Copiah-Lincoln Community College
1310	1	Coppin State University
1311	1	Corcoran College of Art and Design
1312	1	Cornell University
1313	1	Cornish College of the Arts
1314	1	Cossatot Community College of the University of Arkansas
1315	1	Cottey College
1316	1	County College of Morris
1317	1	Court Reporting Institute, The
1318	1	Covenant College
1319	1	Creative Circus, The
1320	1	Creighton University
1321	1	Criswell College, The
1322	1	CSU Channel Islands
1323	1	CSU Dominguez Hills
1324	1	CSU East Bay
1325	1	CSU Fullerton
1326	1	CSU Los Angeles
1327	1	CSU Monterey Bay
1328	1	CSU Northridge
1329	1	CSU San Bernardino
1330	1	CSU San Marcos
1331	1	CSU Stanislaus
1332	1	Cuesta College
1333	1	Culver-Stockton College
1334	1	Cumberland County College
1335	1	Cumberland County Technical Education Center
1336	1	Cumberland University
1337	1	Curry College
1338	1	Curtis Institute of Music
1339	1	Cuyahoga Community College
1340	1	Cuyahoga Community College - Eastern Campus - Highland Hills
1341	1	Cuyahoga Community College - Metropolitan Campus - Cleveland
1342	1	Cuyahoga Community College - Western Campus - Parma
1343	1	Cuyamaca College
1344	1	Cypress College
1345	1	Defense Language Institute
1346	1	Delaware College of Art and Design
1347	1	Delaware Technical & Community College - Stanton Campus
1348	1	Delaware Technical & Community College - Wilmington Campus
1349	1	Delaware Valley College
1350	1	Delgado Community College - West Bank
1351	1	Denison University
1352	1	DePauw University
1353	1	Des Moines Area Community College - Ankeny
1354	1	Des Moines Area Community College - Boone Campus
1355	1	Des Moines Area Community College - Carroll Campus
1356	1	DeSales University
1357	1	Detroit College of Business (Warren)
1358	1	DeVry University
1359	1	DeVry University - New York
1360	1	Diablo Valley College
1361	1	Dickinson College
1362	1	Dillard University
1363	1	Diman Regional Technical Institute
1364	1	Doane College
1365	1	Dodge City Community College
1366	1	Dominican University
1367	1	Dominican University of California
1368	1	Don Bosco Technical Institute
1369	1	Drake University
1370	1	Drew University - Madison
1371	1	Drexel University
1372	1	Drury University - Springfield
1373	1	Dunwoody Institute
1374	1	Durham Technical Community College
1375	1	Edgecombe Community College
1376	1	Edgewood College
1377	1	Edison State Community College - Piqua
1378	1	Edmonds Community College
1379	1	Edward Waters College
1380	1	Electronic Institute
1381	1	Elizabethtown College
1382	1	Elizabethtown Community and Technical College
1383	1	Ellis Hospital School of Nursing
1384	1	Ellsworth Community College
1385	1	Elmira College
1386	1	Elms College
1387	1	Elon University
1388	1	Embry-Riddle Aeronautical University - Worldwide
1389	1	Emerson College
1390	1	Emil Fries School of Piano Tuning & Technology
1391	1	Emily Griffith Opportunity School
1392	1	Emmanuel College
1393	1	Emmanuel College
1394	1	Emmaus Bible College
1395	1	Emory & Henry College
1396	1	Emory University
1397	1	Endicott College
1398	1	Enterprise-Ozark Community College
1399	1	Erie Business Center
1400	1	Erie Community College - Buffalo
1401	1	Erie Community College - Williamsville
1402	1	Erie Institute of Technology
1403	1	Gainesville State College
1404	1	Gannon University
1405	1	Gardner-Webb University
1406	1	Gateway Community and Technical College
1407	1	Gateway Community College - AZ
1408	1	Gemological Institute of America - Carlsbad
1409	1	Gemological Institute of America - New York
1410	1	Genesee Community College
1411	1	George Mason University
1412	1	George Stone Vocational-Technical Center
1413	1	George Washington University, The
1414	1	Georgetown College
1415	1	Georgetown University
1416	1	Georgia Baptist College of Nursing
1417	1	Georgia College and State University
1418	1	Essex County College - Newark
1419	1	Essex County College - West Essex Branch Campus
1420	1	Estrella Mountain Community College
1421	1	Eugene Bible College
1422	1	Evangel University
1423	1	Everett Community College
1424	1	Florence-Darlington Technical College
1425	1	Florida A&M University
1426	1	Florida Atlantic University
1427	1	Florida Christian College
1428	1	Florida Gulf Coast University
1429	1	Florida Hospital College of Health Sciences
1430	1	Florida International University
1431	1	Florida Keys Community College
1432	1	Florida Southern College
1433	1	Florida State College at Jacksonville
1434	1	Florida State University
1435	1	Fontbonne College
1436	1	Foothill College
1437	1	Foothills Technical Institute
1438	1	Fordham University
1439	1	Forest Echoes Technical Institute
1440	1	Forsyth Technical Community College
1441	1	Fort Berthold Community College
1442	1	Fort Hays State University
1443	1	Fort Lewis College
1444	1	Fox Valley Technical College
1445	1	Framingham State College
1446	1	Francis Marion University
1447	1	Francis Tuttle Vocational-Technical Center
1448	1	Franciscan University of Steubenville
1449	1	Frank Lloyd Wright School of Architecture
1450	1	Frank Phillips College
1451	1	Franklin College
1452	1	Franklin College Switzerland
1453	1	Franklin University
1454	1	Free Will Baptist Bible College
1455	1	Freed-Hardeman University
1456	1	Fresno Pacific University
1457	1	Front Range Community College - Boulder County Campus
1458	1	Frontier Community College
1459	1	Fullerton College
1460	1	Fulton-Montgomery Community College
1461	1	Furman University
1462	1	Georgia Gwinnett College
1463	1	Georgia Highlands College
1464	1	Georgia Institute of Technology
1465	1	Georgia Northwestern Technical College
1466	1	Georgia State University
1467	1	Georgian Court College
1468	1	Gettysburg College
1469	1	Gibbs College
1470	1	Glen Oaks Community College
1471	1	Glendale Community College
1472	1	Globe Institute of Technology
1473	1	Gloucester County College
1474	1	Goddard College
1475	1	Gogebic Community College
1476	1	Golden Gate University
1477	1	Goodwin College
1478	1	Gordon College
1479	1	Goucher College
1480	1	Grace Bible College
1481	1	Grace University
1482	1	Graceland University
1483	1	Grambling State University
1484	1	Grand Rapids Community College
1485	1	Grand Valley State University
1486	1	Gratz College
1487	1	Grays Harbor College
1488	1	Great Lakes College - Saginaw
1489	1	Great Plains Area Vocational-Technical Center
1490	1	Green River Community College
1491	1	Greenfield Community College
1492	1	Greensboro College
1493	1	Greenville College
1494	1	Grossmont College
1495	1	Grove City College
1496	1	Guilford College
1497	1	Guilford Technical Community College
1498	1	Guilford Technical Community College - Price Complex
1499	1	Gustavus Adolphus College
1500	1	Gwinnett Technical College
1501	1	Hartnell College
1502	1	Hartwick College
1503	1	Harvard University
1504	1	Hastings College
1505	1	Haverford College
1506	1	Hawaii Community College
1507	1	Hawkeye Community College
1508	1	Hazard Technical College
1509	1	Heald College - Hayward
1510	1	Heald College - Sacramento
1511	1	Heald College - Salinas
1512	1	Heald College - San Francisco
1513	1	Heald College - Stockton
1514	1	Heart of Georgia Technical College
1515	1	Heartland Community College
1516	1	Heidelberg College
1517	1	Helena College of Technology of the University of Montana
1518	1	Hellenic College
1519	1	Henderson Community College
1520	1	Henderson State University
1521	1	Hennepin Technical College - Brooklyn Park
1522	1	Hennepin Technical College - Eden Prairie Campus
1523	1	Henry Cogswell College
1524	1	Heritage Valley Sewickley School of Nursing
1525	1	Herkimer Community College
1526	1	High Point University
1527	1	Hillsborough Community College - Tampa
1528	1	Hillsdale College
1529	1	Hillyard Technical Center
1530	1	Hinds Community College - Raymond Campus
1531	1	Hiram College
1532	1	Hiwassee College
1533	1	Hobe Sound Bible College
1534	1	Hollins University
1535	1	Holmes Community College - Goodman
1536	1	Holy Cross College
1537	1	Holy Family College
1538	1	Holy Names University
1539	1	Holy Trinity Orthodox Seminary
1540	1	Honolulu Community College
1541	1	Hope International University
1542	1	Horry-Georgetown Technical College - Conway
1543	1	Houghton College
1544	1	Houston Baptist University
1545	1	Halifax Community College
1546	1	Hallmark Institute of Photography
1547	1	Hamilton College
1548	1	Hamline University
1549	1	Hampshire College
1550	1	Hanover College
1551	1	Harcum College
1552	1	Hardin-Simmons University
1553	1	Harding University
1554	1	Hartford Conservatory, The
1555	1	Howard Community College
1556	1	Howard Payne University
1557	1	Howard University
1558	1	Humphreys College
1559	1	Huntingdon College - Montgomery
1560	1	Hussian School of Art
1561	1	Indiana University Bloomington
1562	1	Indiana University East
1563	1	Indiana University Northwest
1564	1	Indiana University South Bend
1565	1	Indiana University-Purdue University Fort Wayne
1566	1	Indiana Wesleyan University - Louisville Campus
1567	1	Institute of American Indian and Alaska Native Culture and Arts
1568	1	Instructional Television
1569	1	Inter American University of Puerto Rico
1570	1	Inter American University of Puerto Rico Aguadilla Campus
1571	1	Inter American University of Puerto Rico Guayama Campus
1572	1	Inter American University of Puerto Rico Metropolitan Campus
1573	1	Inter American University of Puerto Rico Ponce Campus
1574	1	International Academy of Design
1575	1	International Bible College
1576	1	International College of Hospitality Management
1577	1	Inver Hills Community College
1578	1	Iona College
1579	1	Iowa Central Community College - Eagle Grove Center
1580	1	Iowa Central Community College - Fort Dodge Center
1581	1	Iowa Lakes Community College - Estherville
1582	1	Iowa Lakes Community College - Spirit Lake Center
1583	1	Iowa State University
1584	1	Iowa Western Community College - Clarinda Center
1585	1	Iowa Western Community College - Council Bluffs Campus
1586	1	Irvine Valley College
1587	1	Island Drafting & Technical Institute
1588	1	Itasca Community College
1589	1	Ithaca College
1590	1	ITT Technical Institute
1591	1	ITT Technical Institute - Albany
1592	1	ITT Technical Institute - Lexington
1593	1	Ivy Tech State College - Columbus
1594	1	Ivy Tech State College - Elkhart
1595	1	Ivy Tech State College - Indianapolis
1596	1	Ivy Tech State College - Kokomo
1597	1	Ivy Tech State College - Lafayette
1598	1	Ivy Tech State College - Lawrenceburg
1599	1	Ivy Tech State College - Northcentral Region
1600	1	Ivy Tech State College - Northwest
1601	1	Ivy Tech State College - Richmond
1602	1	Ivy Tech State College - Sellersburg
1603	1	Ivy Tech State College - Southwest Region
1604	1	John Carroll University
1605	1	John Jay College of Criminal Justice
1606	1	John Tyler Community College
1607	1	John Wesley College
1608	1	John Wood Community College
1609	1	Johns Hopkins University
1610	1	Johnson & Wales University - North Miami, FL
1611	1	Johnson & Wales University - Providence, RI
1612	1	Johnson Bible College
1613	1	Johnson C. Smith University
1614	1	Johnson State College
1615	1	Jones College
1616	1	Jones County Junior College
1617	1	Judson College - AL
1618	1	Judson University
1619	1	Juniata College
1620	1	Kennedy-King College
1621	1	Kent State University - Ashtabula Campus
1622	1	Kent State University - East Liverpool Campus
1623	1	Kent State University - Kent
1624	1	Kent State University - Trumbull Campus
1625	1	Kentucky Christian University
1626	1	Kentucky Mountain Bible College
1627	1	Kentucky Wesleyan College
1628	1	Kenyon College
1629	1	Kettering University
1630	1	Keuka College
1631	1	King's College
1632	1	King's University College, The
1633	1	Kirkwood Community College
1634	1	Knox College
1635	1	Kutztown University of Pennsylvania
1636	1	Landing School of Boat Building and Design, The
1637	1	Lane Community College
1638	1	Langston University
1639	1	Lanier Technical College
1640	1	Lansing Community College
1641	1	Laurel Business Institute
1642	1	Lawson State Community College
1643	1	LDS Business College
1644	1	Le Moyne College
1645	1	Lee College - Baytown
1646	1	Lee County High Tech Center Central - Fort Myers
1647	1	Leech Lake Tribal College
1648	1	Leeward Community College
1649	1	Idaho State University - Pocatello
1650	1	Illinois Central College
1651	1	Illinois College
1652	1	Illinois Institute of Art
1653	1	Illinois Institute of Technology
1654	1	Illinois Wesleyan University
1655	1	Immaculata University
1656	1	Imperial Valley College
1657	1	Independence Community College
1658	1	Indian Hills Community College - Ottumwa Campus
1659	1	Indian River Community College - Dixon Hendry Center
1660	1	Indian River Community College - St. Lucie West Center
1661	1	Indiana Institute of Technology
1662	1	Indiana State University
1663	1	Lenoir-Rhyne College
1664	1	Lesley University
1665	1	LeTourneau University
1666	1	Lewis & Clark Career Center
1667	1	Lewis & Clark College
1668	1	Lewis University
1669	1	Lewis-Clark State College
1670	1	Liberty University
1671	1	Liceo de Arte y Tecnologia
1672	1	Life Pacific College
1673	1	Limestone College
1674	1	Lincoln Christian College
1675	1	Lincoln College
1676	1	Lincoln Memorial University
1677	1	Lincoln University
1678	1	Lincoln University - San Francisco
1679	1	Lindsey Wilson College
1680	1	Linfield College
1681	1	Lively Technical Center
1682	1	Livingstone College
1683	1	Lock Haven University of Pennsylvania
1684	1	Long Beach City College - Pacific Coast Campus
1685	1	Long Island University - C.W. Post
1686	1	Long Island University - Southampton College
1687	1	Longview Community College
1688	1	Lord Fairfax Community College
1689	1	Los Angeles Mission College
1690	1	Los Angeles Trade-Technical College
1691	1	Los Angeles Valley College
1692	1	Los Medanos College
1693	1	Louisburg College
1694	1	Louisiana College
1695	1	Louisiana State University - Agricultural and Mechanical College
1696	1	Louisiana State University - Eunice Campus
1697	1	Louisiana State University in Shreveport
1698	1	Louisiana Technical College - Bastrop Campus
1699	1	Louisiana Technical College - Delta-Ouachita Campus
1700	1	Louisiana Technical College - Hammond Area Campus
1701	1	Louisiana Technical College - Jumonville Memorial Campus
1702	1	Louisiana Technical College - Lafayette Campus
1703	1	Louisiana Technical College - Mansfield Campus & Coushetta Ext.
1704	1	Louisiana Technical College - Margaret Surles Branch
1705	1	Louisiana Technical College - Natchitoches Campus
1706	1	Louisiana Technical College - North Central Campus
1707	1	Louisiana Technical College - T.H. Harris Campus
1708	1	Louisiana Technical College - Teche Area Campus
1709	1	Louisiana Technical College - West Jefferson Campus
1710	1	Louisiana Technical College - Young Memorial Campus
1711	1	Louisiana Technical College, Baton Rouge
1712	1	Lourdes College
1713	1	Lower Columbia College
1714	1	Loyola University of Chicago
1715	1	Lubbock Christian University
1716	1	Luna Vocational Technical Institute, A Community College - Las
1717	1	Lurleen B. Wallace Community College
1718	1	Luther College
1719	1	Luzerne County Community College
1720	1	Lyme Academy College of Fine Arts
1721	1	Lyndon State College
1722	1	Lynn University - Old Forge Center
1723	1	Maria Parham Hospital - School of Medical Technology
1724	1	Marian College
1725	1	Marian Court College
1726	1	Marian University
1727	1	Marion Technical College
1728	1	Marist College
1729	1	Mars Hill College
1730	1	Marshall University
1731	1	Martin Community College
1732	1	Martin Luther College
1733	1	Martin Methodist College
1734	1	Martin University
1735	1	Mary Baldwin College
1736	1	Marygrove College
1737	1	Maryland College of Art and Design
1738	1	Maryland Institute - College of Art
1739	1	Marymount Manhattan College
1740	1	Maryville College
1741	1	Maryville University of Saint Louis
1742	1	Marywood University
1743	1	Massachusetts Bay Community College
1744	1	Massachusetts College of Liberal Arts
1745	1	Massachusetts Institute of Technology
1746	1	Master's College, The
1747	1	Maui Community College
1748	1	Maysville Community and Technical College
1749	1	Mayville State University
1750	1	McCann School of Business and Technology - Mahanoy City
1751	1	McCann School of Business and Technology - Pottsville
1752	1	McDowell Technical Community College
1753	1	McFatter Technical Center - Davie
1754	1	McGill University
1755	1	McHenry County College
1756	1	McIntosh College
1757	1	McKendree University
1758	1	McMurry University
1759	1	Medaille College
1760	1	Medgar Evers College
1761	1	Median School of Allied Health Careers
1762	1	Medical College of Georgia
1763	1	Medical University of South Carolina
1764	1	Memorial University of Newfoundland
1765	1	Merced College
1766	1	Mercer County Community College - Trenton
1767	1	Mercer County Technical Education Center
1768	1	Mercer University
1769	1	Mercy School of Nursing
1770	1	Mercyhurst College
1771	1	Meredith College
