university	collegeboard	name
0908	1	Pittsburgh Institute of Aeronautics
0909	1	Pittsburgh Institute of Mortuary Science
0910	1	Platt College: Moore
0911	1	Platt College: Oklahoma City Central
0912	1	Platt College: Ontario
0913	1	Platt College: San Diego
0914	1	Platt College: Tulsa
0915	1	Plaza College
0916	1	Plymouth State University
0917	1	Point Park University
0918	1	Polk State College
0919	1	Ponce Paramedical College
0920	1	Pontifical Catholic University of Puerto Rico
0921	1	Pontifical College Josephinum
0922	1	Portland Community College
0923	1	Beacon College
0924	1	Becker College
0925	1	Beckfield College
0926	1	Bel-Rea Institute of Animal Technology
0927	1	Post University
0928	1	Potomac College
0929	1	Prairie State College
0930	1	Pratt Community College
0931	1	Pratt Institute
0932	1	Presbyterian College
0933	1	Presentation College
0934	1	Prince George's Community College
0935	1	Princeton University
0936	1	Principia College
0937	1	Providence College
0938	1	Provo College
0939	1	Purdue University
0940	1	Quincy College
0941	1	Quincy University
0942	1	Quinebaug Valley Community College
0943	1	Quinnipiac University
0944	1	Quinsigamond Community College
0945	1	Radford University
0946	1	Rainy River Community College
0947	1	Ramapo College of New Jersey
0948	1	Randolph College
0949	1	Ranger College
0950	1	Ranken Technical College
0951	1	Rappahannock Community College
0952	1	Raritan Valley Community College
0953	1	Rasmussen College: Bismarck
0954	1	Rasmussen College: Fargo
0955	1	Rasmussen College: Fort Myers
0956	1	Rasmussen College: Green Bay
0957	1	Rasmussen College: Mankato
0958	1	Rasmussen College: Ocala
0959	1	Rasmussen College: Pasco County
0960	1	Rasmussen College: Rockford
0961	1	Regis University
0962	1	Remington College: Baton Rouge
0963	1	Remington College: Cleveland West
0964	1	Remington College: Fort Worth
0965	1	Remington College: Honolulu
0966	1	Remington College: Nashville
0967	1	Remington College: North Houston
0968	1	Bellevue University
0969	1	Bellingham Technical College
0970	1	Belmont Abbey College
0971	1	Belmont Technical College
0972	1	Belmont University
0973	1	Beloit College
0974	1	Rend Lake College
0975	1	Research College of Nursing
0976	1	Restaurant School at Walnut Hill College
0977	1	Resurrection University
0978	1	Rhodes College
0979	1	Rice University
0980	1	Richland Community College
0981	1	Richmond Community College
0982	1	Rider University
0983	1	Ringling College of Art and Design
0984	1	Rio Hondo College
0985	1	Ripon College
0986	1	River Valley Community College
0987	1	Riverland Community College
0988	1	Riverside Community College
0989	1	Rivier College
0990	1	Roane State Community College
0991	1	Roanoke College
0992	1	Roanoke-Chowan Community College
0993	1	Robert B. Miller College
0994	1	Roberts Wesleyan College
0995	1	Robeson Community College
0996	1	Rockhurst University
0997	1	Rockingham Community College
0998	1	Rocky Mountain College
0999	1	Rocky Mountain College of Art & Design
1000	1	Rogue Community College
1001	1	Rollins College
1002	1	Roosevelt University
1003	1	Rose State College
1004	1	Rose-Hulman Institute of Technology
1005	1	Rosedale Bible College
1006	1	Rosedale Technical Institute
1007	1	Rosemont College
1008	1	Rowan University
1009	1	Roxbury Community College
1010	1	Rutgers, The State University of New Jersey: New Brunswick/Piscataway Campus
1011	1	Sacramento City College
1012	1	Saddleback College
1013	1	Sage College of Albany
1014	1	Saginaw Chippewa Tribal College
1015	1	Saginaw Valley State University
1016	1	Saint Cloud State University
1017	1	Saint Joseph's College
1018	1	Saint Joseph's College of Maine
1019	1	Saint Joseph's University
1020	1	Saint Martin's University
1021	1	Salem College
1022	1	Salem International University
1023	1	Salem State University
1024	1	Salisbury University
1025	1	Salt Lake Community College
1026	1	Benedictine College
1027	1	Benedictine University at Springfield
1028	1	Benjamin Franklin Institute of Technology
1029	1	Bennett College for Women
1030	1	Bentley University
1031	1	Berea College
1032	1	Bergen Community College
1033	1	Samford University
1034	1	Sampson Community College
1035	1	San Antonio College
1036	1	San Diego City College
1037	1	San Diego State University
1038	1	San Francisco Art Institute
1039	1	San Joaquin Delta College
1040	1	San Jose City College
1041	1	San Juan College
1042	1	Sanford-Brown College: Hazelwood
1043	1	Sanford-Brown College: Milwaukee
1044	1	Sanford-Brown College: Vienna
1045	1	Sanford-Brown Institute: Jacksonville
1046	1	Sanford-Brown Institute: Melville
1047	1	Sanford-Brown Institute: Monroeville
1048	1	Sanford-Brown Institute: Pittsburgh
1049	1	Santa Ana College
1050	1	Santa Barbara Business College
1051	1	Santa Barbara Business College: Palm Desert
1052	1	Santa Barbara Business College: Ventura
1053	1	Santa Barbara City College
1054	1	Santa Clara University
1055	1	Santa Fe Community College
1056	1	Santa Monica College
1057	1	Santa Rosa Junior College
1058	1	Sarah Lawrence College
1059	1	Sauk Valley Community College
1060	1	Savannah College of Art and Design
1061	1	Savannah State University
1062	1	Schiller International University
1063	1	School of the Art Institute of Chicago
1064	1	School of Urban Missions: Oakland
1065	1	Schoolcraft College
1066	1	Schreiner University
1067	1	Scottsdale Community College
1068	1	Scripps College
1069	1	Seminole State College
1070	1	Seton Hall University
1071	1	Shasta Bible College and Graduate School
1072	1	Shawnee Community College
1073	1	Shelton State Community College
1074	1	Shepherd University
1075	1	Sheridan College
1076	1	Shoreline Community College
1077	1	Shorter University
1078	1	Silicon Valley University
1079	1	Silver Lake College
1080	1	Simmons College
1081	1	Simon Fraser University
1082	1	Simpson College
1083	1	Sinclair Community College
1084	1	Bergin University of Canine Studies
1085	1	Berkeley City College
1086	1	Berkeley College
1087	1	Berks Technical Institute
1088	1	Berry College
1089	1	Sitting Bull College
1090	1	Skagit Valley College
1091	1	Slippery Rock University of Pennsylvania
1092	1	Smith College
1093	1	Snead State Community College
1094	1	Sojourner-Douglass College
1095	1	Soka University of America
1096	1	Solano Community College
1097	1	Sonoma State University
1098	1	South Central College
1099	1	South Coast College
1100	1	South College
1101	1	South Dakota School of Mines and Technology
1102	1	South Florida Community College
1103	1	South Georgia College
1104	1	South Louisiana Community College
1105	1	South Mountain Community College
1106	1	South Piedmont Community College
1107	1	South Puget Sound Community College
1108	1	South Seattle Community College
1109	1	South Suburban College of Cook County
1110	1	South Texas College
1111	1	South University: Columbia
1112	1	South University: Tampa
1113	1	South University: West Palm Beach
1114	1	Southeast Arkansas College
1115	1	Southeast Community College
1116	1	Southeast Kentucky Community and Technical College
1117	1	Southeast Missouri State University
1118	1	Southeast Technical Institute
1119	1	Southeastern Louisiana University
1120	1	Southeastern Oklahoma State University
1121	1	Southeastern Technical College
1122	1	Southern Adventist University
1123	1	Southern Arkansas University
1124	1	Southern Arkansas University Tech
1125	1	Southern California Institute of Architecture
1126	1	Southern Career College
1127	1	Southern Illinois University Carbondale
1128	1	Southern Illinois University Edwardsville
1129	1	Southern Maine Community College
1130	1	Southern State Community College
1131	1	Southern University and Agricultural and Mechanical College
1132	1	Southern Vermont College
1133	1	Southside Virginia Community College
1134	1	Southwest Baptist University
1135	1	Southwest Florida College: Tampa
1136	1	Southwest Georgia Technical College
1137	1	Southwest University
1138	1	Southwestern Adventist University
1139	1	Alice Lloyd College
1140	1	Allan Hancock College
1141	1	Allegheny College
1142	1	Bethany College
1143	1	Bethany University
1144	1	Southwestern Baptist Theological Seminary
1145	1	Southwestern Christian University
1146	1	Southwestern College
1147	1	Southwestern College: Dayton
1148	1	Southwestern College: Tri-County
1149	1	Southwestern Community College
1150	1	Southwestern Community College
1151	1	Southwestern Illinois College
1152	1	Southwestern Indian Polytechnic Institute
1153	1	Southwestern Oklahoma State University
1154	1	Southwestern University
1155	1	Spartan College of Aeronautics and Technology
1156	1	Spartanburg Methodist College
1157	1	Spelman College
1158	1	Spencerian College
1159	1	Spencerian College: Lexington
1160	1	Spokane Falls Community College
1161	1	Spring Arbor University
1162	1	Spring Hill College
1163	1	Springfield College
1164	1	Springfield Technical Community College
1165	1	St. Augustine College
1166	1	St. Augustine's College
1167	1	St. Catherine University
1168	1	St. Charles Community College
1169	1	St. Clair County Community College
1170	1	St. Cloud Technical and Community College
1171	1	St. Elizabeth College of Nursing
1172	1	St. Francis College
1173	1	St. John Fisher College
1174	1	St. John Vianney College Seminary
1175	1	St. John's College
1176	1	St. John's College
1177	1	St. John's University
1178	1	St. John's University
1179	1	St. Joseph Seminary College
1180	1	St. Joseph's College of Nursing
1181	1	St. Joseph's College: Suffolk Campus
1182	1	St. Louis Christian College
1183	1	St. Louis Community College
1184	1	St. Luke's College
1185	1	St. Mary's College of California
1186	1	St. Mary's College of Maryland
1187	1	St. Michael's College
1188	1	St. Norbert College
1189	1	St. Olaf College
1190	1	St. Paul College
1191	1	St. Paul's College
1192	1	St. Philip's College
1193	1	St. Vincent College
1194	1	Stanbridge College
1195	1	Stanford University
1196	1	Stark State College of Technology
1197	1	Stautzenberger College: Brecksville
1198	1	Stenotype Institute: Orlando
1199	1	Stephen F. Austin State University
1200	1	Stephens College
1201	1	Sterling College
1202	1	Stetson University
1203	1	Bethesda Christian University
1204	1	Bethune-Cookman University
1205	1	Beulah Heights University
1206	1	Bevill State Community College
1207	1	Bidwell Training Center
1208	1	Big Bend Community College
1209	1	Big Sandy Community and Technical College
1210	1	Bishop State Community College
1211	1	Stevens-Henager College: Ogden
1212	1	Stevens-Henager College: Orem
1213	1	Stone Child College
1214	1	Strayer University
1215	1	Suffolk University
1216	1	SUNY College at Fredonia
1217	1	SUNY College at Old Westbury
1218	1	SUNY College at Oneonta
1219	1	SUNY College at Plattsburgh
1220	1	SUNY College at Potsdam
1221	1	SUNY College at Purchase
1222	1	SUNY College of Agriculture and Technology at Morrisville
1223	1	SUNY College of Technology at Alfred
1224	1	SUNY College of Technology at Delhi
1225	1	SUNY Maritime College
1226	1	SUNY University at Albany
1227	1	SUNY University at Binghamton
1228	1	SUNY University at Buffalo
1229	1	Surry Community College
1230	1	Susquehanna University
1231	1	Syracuse University
1232	1	Tacoma Community College
1233	1	Taft College
1234	1	Talmudical Institute of Upstate New York
1235	1	Tarrant County College
1236	1	Technical College of the Lowcountry
1237	1	Temple Baptist College
1238	1	Temple University
1239	1	Tennessee State University
1240	1	Tennessee Technological University
1241	1	Tennessee Wesleyan College
1242	1	TESST College of Technology: Beltsville
1243	1	TESST College of Technology: Towson
1244	1	Texarkana College
1245	1	Texas A&M University
1246	1	Texas A&M University-Commerce
1247	1	Texas A&M University-Corpus Christi
1248	1	Texas A&M University-Kingsville
1249	1	Texas A&M University-Texarkana
1250	1	Texas College
1251	1	Texas County Technical Institute
1252	1	Texas Lutheran University
1253	1	Texas Southern University
1254	1	Texas State Technical College: Harlingen
1255	1	Texas State Technical College: Waco
1256	1	Texas State University: San Marcos
1257	1	Texas Tech University
1258	1	Bismarck State College
1259	1	Black Hills State University
1260	1	Black River Technical College
1261	1	Blackburn College
1262	1	Blackhawk Technical College
1263	1	Bladen Community College
1264	1	Texas Woman's University
1265	1	The Citadel
1266	1	The King's University
1267	1	Thiel College
1268	1	Thomas Edison State College
1269	1	Thomas More College
1270	1	Thomas Nelson Community College
1271	1	Thomas University
1272	1	Three Rivers Community College
1273	1	Tidewater Community College
1274	1	Tougaloo College
1275	1	Touro College
1276	1	Touro College Los Angeles
1277	1	Treasure Valley Community College
1278	1	Trevecca Nazarene University
1279	1	Tri-County Community College
1280	1	Tri-County Technical College
1281	1	Tri-State Business Institute
1282	1	Triangle Tech: Bethlehem
1283	1	Triangle Tech: DuBois
1284	1	Triangle Tech: Erie
1285	1	Triangle Tech: Greensburg
1286	1	Trident Technical College
1287	1	Trident University International
1288	1	Trine University
1289	1	Trinity Baptist College
1290	1	Trinity Christian College
1291	1	Trinity College of Nursing and Health Sciences
1292	1	Trinity Lutheran College
1293	1	Trinity Valley Community College
1294	1	Triton College
1295	1	Trocaire College
1296	1	Troy University
1297	1	Truckee Meadows Community College
1298	1	Truett-McConnell College
1299	1	Trumbull Business College
1300	1	Tulane University
1301	1	Tulsa Welding School
1302	1	Turtle Mountain Community College
1303	1	Union College
1304	1	Union County College
1305	1	Union Institute & University
1306	1	United States Military Academy
1307	1	United States Sports Academy
1308	1	Universal Career Community College: Humacao
1309	1	Universal Career Community College: Manati
1310	1	Universidad Adventista de las Antillas
1311	1	Bloomfield College
1312	1	Bloomsburg University of Pennsylvania
1313	1	Blue Cliff College: Gulfport
1314	1	Blue Cliff College: Shreveport
1315	1	Blue Mountain College
1316	1	Blue Mountain Community College
1317	1	Universidad del Este
1318	1	Universidad FLET
1319	1	Universidad Metropolitana
1320	1	Universidad Politecnica de Puerto Rico
1321	1	University College of San Juan
1322	1	University of Advancing Technology
1323	1	University of Alabama
1324	1	University of Alabama at Birmingham
1325	1	University of Alaska Fairbanks
1326	1	University of Alberta
1327	1	University of Arkansas at Monticello
1328	1	University of Arkansas Community College at Morrilton
1329	1	University of Arkansas: Community College at Batesville
1330	1	University of Baltimore
1331	1	University of Bridgeport
1332	1	University of British Columbia
1333	1	University of California: Berkeley
1334	1	University of California: Merced
1335	1	University of California: Riverside
1336	1	University of California: San Diego
1337	1	University of Central Florida
1338	1	University of Charleston
1339	1	University of Chicago
1340	1	University of Cincinnati
1341	1	University of Cincinnati: Clermont College
1342	1	University of Colorado at Boulder
1343	1	University of Colorado at Denver
1344	1	University of Connecticut
1345	1	University of Denver
1346	1	University of Evansville
1347	1	University of Findlay
1348	1	University of Florida
1349	1	University of Georgia
1350	1	University of Guam
1351	1	University of Hawaii at Hilo
1352	1	University of Hawaii: Hawaii Community College
1353	1	University of Hawaii: Kapiolani Community College
1354	1	University of Hawaii: Leeward Community College
1355	1	University of Hawaii: Maui College
1356	1	University of Hawaii: West Oahu
1357	1	University of Hawaii: Windward Community College
1358	1	University of Houston
1359	1	University of Houston-Clear Lake
1360	1	University of Indianapolis
1361	1	University of Kansas Medical Center
1362	1	University of Karlsruhe
1363	1	University of Kentucky
1364	1	University of Louisiana at Lafayette
1365	1	University of Louisville
1366	1	University of Maine
1367	1	University of Maine at Augusta
1368	1	Blue Ridge Community College
1369	1	Boise State University
1370	1	Bolivar Technical College
1371	1	University of Maine at Fort Kent
1372	1	University of Management and Technology
1373	1	University of Mary
1374	1	University of Maryland: College Park
1375	1	University of Maryland: Eastern Shore
1376	1	University of Medicine and Dentistry of New Jersey: School of Health Related Professions
1377	1	University of Memphis
1378	1	University of Michigan: Dearborn
1379	1	University of Minnesota: Crookston
1380	1	University of Minnesota: Duluth
1381	1	University of Mississippi
1382	1	University of Mississippi Medical Center
1383	1	University of Missouri: Columbia
1384	1	University of Missouri: Kansas City
1385	1	University of Montevallo
1386	1	University of Mount Union
1387	1	University of Nebraska - Lincoln
1388	1	University of Nevada: Las Vegas
1389	1	University of Nevada: Reno
1390	1	University of New England
1391	1	University of New Haven
1392	1	University of New Orleans
1393	1	University of North Carolina at Greensboro
1394	1	University of North Dakota
1395	1	University of North Florida
1396	1	University of North Texas
1397	1	University of Northern Colorado
1398	1	University of Northwestern Ohio
1399	1	University of Notre Dame
1400	1	University of Oklahoma
1401	1	University of Pennsylvania
1402	1	University of Phoenix: Birmingham
1403	1	University of Phoenix: Boston
1404	1	University of Phoenix: Harrisburg
1405	1	University of Phoenix: Indianapolis
1406	1	University of Phoenix: Little Rock
1407	1	Bossier Parish Community College
1408	1	Boulder College of Massage Therapy
1409	1	Bowie State University
1410	1	Bowling Green State University
1411	1	University of Phoenix: Philadelphia
1412	1	University of Phoenix: Pittsburgh
1413	1	University of Phoenix: Western Washington
1414	1	University of Pittsburgh
1415	1	University of Pittsburgh at Johnstown
1416	1	University of Puerto Rico: Aguadilla
1417	1	University of Puerto Rico: Arecibo
1418	1	University of Puerto Rico: Carolina Regional College
1419	1	University of Rhode Island
1420	1	University of Rochester School of Nursing
1421	1	University of San Diego
1422	1	University of San Francisco
1423	1	University of Science and Arts of Oklahoma
1424	1	University of Scranton
1425	1	University of Sioux Falls
1426	1	University of South Alabama
1427	1	University of South Carolina: Columbia
1428	1	University of South Carolina: Salkehatchie
1429	1	University of South Carolina: Sumter
1430	1	University of South Carolina: Union
1431	1	University of South Dakota
1432	1	University of South Florida
1433	1	University of Southern Maine
1434	1	University of Southern Nevada
1435	1	University of St. Francis
1436	1	University of St. Thomas
1437	1	University of St. Thomas
1438	1	University of Tennessee: Martin
1439	1	University of Texas at Arlington
1440	1	University of Texas at Austin
1441	1	University of Texas at Brownsville - Texas Southmost College
1442	1	University of Texas at Dallas
1443	1	Bowling Green State University: Firelands College
1444	1	Bradford School: Pittsburgh
1445	1	Brenau University
1446	1	Brescia University
1447	1	University of Texas Health Science Center at Houston
1448	1	University of Texas Medical Branch at Galveston
1449	1	University of Texas of the Permian Basin
1450	1	University of Texas Southwestern Medical Center at Dallas
1451	1	University of the Cumberlands
1452	1	University of the Sciences in Philadelphia
1453	1	University of the South
1454	1	University of the West
1455	1	University of Toledo
1456	1	University of Tulsa
1457	1	University of Washington Bothell
1458	1	University of Washington Tacoma
1459	1	University of Waterloo
1460	1	University of West Alabama
1461	1	University of West Florida
1462	1	University of Wisconsin-Barron County
1463	1	University of Wisconsin-Eau Claire
1464	1	University of Wisconsin-Fond du Lac
1465	1	University of Wisconsin-Madison
1466	1	University of Wisconsin-Manitowoc
1467	1	University of Wisconsin-Marinette
1468	1	University of Wisconsin-Marshfield/Wood County
1469	1	University of Wisconsin-River Falls
1470	1	University of Wisconsin-Rock County
1471	1	University of Wisconsin-Sheboygan
1472	1	University of Wisconsin-Stevens Point
1473	1	University of Wisconsin-Stout
1474	1	University of Wisconsin-Superior
1475	1	University of Wisconsin-Washington County
1476	1	University of Wisconsin-Waukesha
1477	1	University of Wisconsin-Whitewater
1478	1	University of Wyoming
1479	1	Upper Iowa University
1480	1	Urbana University
1481	1	Ursuline College
1482	1	Utah State University
1483	1	Utica College
1484	1	Valencia College
1485	1	Valley Forge Military Academy and College
1486	1	Valparaiso University
1487	1	Vanguard University of Southern California
1488	1	Vatterott College: Berkeley
1489	1	Vatterott College: Cleveland
1490	1	Vatterott College: Joplin
1491	1	Vatterott College: O'Fallon
1492	1	Vatterott College: Oklahoma City
1493	1	Vatterott College: Sunset Hills
1494	1	Vatterott College: Tulsa
1495	1	Vaughn College of Aeronautics and Technology
1496	1	Vermilion Community College
1497	1	Briar Cliff University
1498	1	Briarcliffe College
1499	1	Bridgewater College
1500	1	Brigham Young University
1501	1	Brigham Young University-Hawaii
1502	1	Brigham Young University-Idaho
1503	1	Vernon College
1504	1	Vet Tech Institute
1505	1	Victor Valley College
1506	1	Victoria College
1507	1	Villanova University
1508	1	Vincennes University
1509	1	Virginia College at Austin
1510	1	Virginia College at Huntsville
1511	1	Virginia College at Montgomery
1512	1	Virginia Military Institute
1513	1	Virginia Polytechnic Institute and State University
1514	1	Virginia State University
1515	1	Virginia Union University
1516	1	Virginia University of Lynchburg
1517	1	Virginia Wesleyan College
1518	1	Virginia Western Community College
1519	1	Vista College
1520	1	Viterbo University
1521	1	Volunteer State Community College
1522	1	W.L. Bonner Bible College
1523	1	Wagner College
1524	1	Wake Forest University
1525	1	Wake Technical Community College
1526	1	Walden University
1527	1	Waldorf College
1528	1	Walla Walla Community College
1529	1	Walla Walla University
1530	1	Walsh College of Accountancy and Business Administration
1531	1	Walsh University
1532	1	Walters State Community College
1533	1	Warren Wilson College
1534	1	Washington Bible College
1535	1	Washington College
1536	1	Washington County Community College
1537	1	Washington State Community College
1538	1	Washington State University
1539	1	Washtenaw Community College
1540	1	Watkins College of Art, Design & Film
1541	1	Waubonsee Community College
1542	1	Waukesha County Technical College
1543	1	Waycross College
1544	1	Webb Institute
1545	1	Weber State University
1546	1	Webster University
1547	1	Wenatchee Valley College
1548	1	Wentworth Institute of Technology
1549	1	Wesley College
1550	1	Wesleyan College
1551	1	West Georgia Technical College
1552	1	West Hills College: Lemoore
1553	1	West Los Angeles College
1554	1	West Tennessee Business College
1555	1	Bristol Community College
1556	1	Broadview University: Orem
1557	1	Broadview University: West Jordan
1558	1	Brookhaven College
1559	1	Brookline College: Albuquerque
1560	1	Brookline College: Phoenix
1561	1	Brooks Institute
1562	1	West Virginia Business College: Wheeling
1563	1	West Virginia Junior College
1564	1	West Virginia Junior College: Bridgeport
1565	1	West Virginia Junior College: Charleston
1566	1	West Virginia Northern Community College
1567	1	West Virginia University
1568	1	West Virginia University Institute of Technology
1569	1	Westchester Community College
1570	1	Western Carolina University
1571	1	Western Connecticut State University
1572	1	Western Dakota Technical Institute
1573	1	Western Governors University
1574	1	Western Illinois University
1575	1	Western International University
1576	1	Western Nebraska Community College
1577	1	Western Nevada College
1578	1	Western New Mexico University
1579	1	Western Oregon University
1580	1	Western Piedmont Community College
1581	1	Western Technical College
1582	1	Western Technical College: Diana Drive
1583	1	Western Texas College
1584	1	Western Washington University
1585	1	Western Wyoming Community College
1586	1	Westfield State University
1587	1	Westminster College
1588	1	Westminster College
1589	1	Westmont College
1590	1	Westmoreland County Community College
1591	1	Westwood College: Anaheim
1592	1	Westwood College: Dallas
1593	1	Westwood College: Denver North
1594	1	Westwood College: Denver South
1595	1	Westwood College: DuPage
1596	1	Westwood College: Houston South
1597	1	Westwood College: Inland Empire
1598	1	Westwood College: Los Angeles
1599	1	Westwood College: Northlake
1600	1	Westwood College: O'Hare Airport
1601	1	Westwood College: Online
1602	1	Westwood College: South Bay
1603	1	Wharton County Junior College
1604	1	Wheaton College
1605	1	Whitman College
1606	1	Whittier College
1607	1	Widener University
1608	1	Wilberforce University
1609	1	Wiley College
1610	1	Wilkes University
1611	1	Willamette University
1612	1	William Carey University
1613	1	William Jessup University
1614	1	William Woods University
1615	1	Williams College
1616	1	Williamson Free School of Mechanical Trades
1617	1	Wilson College
1618	1	Wilson Community College
1619	1	Winona State University
1620	1	Winthrop University
1621	1	Broward College
1622	1	Brown College: Brooklyn Center
1623	1	Brown College: Mendota Heights
1624	1	Brown Mackie College: Atlanta
1625	1	Brown Mackie College: Findlay
1626	1	Brown Mackie College: Fort Wayne
1627	1	Wisconsin Lutheran College
1628	1	Wittenberg University
1629	1	Wofford College
1630	1	Wood Tobe-Coburn School
1631	1	Woodbury University
1632	1	Wor-Wic Community College
1633	1	Worcester State University
1634	1	Wright State University
1635	1	WyoTech: Blairsville
1636	1	WyoTech: Fremont
1637	1	WyoTech: Laramie
1638	1	WyoTech: Long Beach
1639	1	WyoTech: Sacramento
1640	1	Wytheville Community College
1641	1	Xavier University
1642	1	Yale University
1643	1	Yeshiva University
1644	1	York County Community College
1645	1	Young Harris College
1646	1	YTI Career Institute: Altoona
1647	1	YTI Career Institute: Capital Region
1648	1	YTI Career Institute: York
1649	1	Yuba Community College District
1650	1	Zion Bible College
1651	1	Daymar Institute: Clarksville
1652	1	Daymar Institute: Murfreesboro
1653	1	Daymar Institute: Nashville
1654	1	De Anza College
1655	1	Deep Springs College
1656	1	Defiance College
1657	1	Allen University
1658	1	Alpena Community College
1659	1	Alvin Community College
1660	1	Amarillo College
1661	1	Amberton University
1662	1	Brown Mackie College: Louisville
1663	1	Brown Mackie College: Merrillville
1664	1	Brown Mackie College: North Canton
1665	1	Brown Mackie College: North Kentucky
1666	1	Brown Mackie College: Salina
1667	1	Brown Mackie College: South Bend
1668	1	Brown University
1669	1	Brunswick Community College
1670	1	Bryan College: Los Angeles
1671	1	Bryan College: Rogers
1672	1	Bryan College: Sacramento
1673	1	BryanLGH College of Health Sciences
1674	1	Bryant & Stratton College: Albany
1675	1	Bryant & Stratton College: Amherst
1676	1	Bryant & Stratton College: Buffalo
1677	1	Bryant & Stratton College: Eastlake
1678	1	Bryant & Stratton College: Parma
1679	1	Bryant & Stratton College: Richmond
1680	1	Bryant & Stratton College: Southtowns
1681	1	Bryant & Stratton College: Syracuse
1682	1	Bryant & Stratton College: Virginia Beach
1683	1	Bryant University
1684	1	Bryman School
1685	1	Bryn Athyn College of the New Church
1686	1	Bucknell University
1687	1	Bucks County Community College
1688	1	Buena Vista University
1689	1	Bunker Hill Community College
1690	1	Burlington College
1691	1	Business Informatics Center
1692	1	Butler Community College
1693	1	Butler University
1694	1	Cabarrus College of Health Sciences
1695	1	Cabrillo College
1696	1	Cabrini College
1697	1	Calhoun Community College
1698	1	California Christian College
1699	1	California Coast University
1700	1	California College of the Arts
1701	1	California Institute of the Arts
1702	1	California National University for Advanced Studies
1703	1	California State University: Dominguez Hills
1704	1	California State University: East Bay
1705	1	California State University: Fresno
1706	1	California State University: Monterey Bay
1707	1	California State University: Northridge
1708	1	California State University: San Bernardino
1709	1	California State University: San Marcos
1710	1	Calvary Bible College and Theological Seminary
1711	1	Cambria-Rowe Business College: Indiana
1712	1	Cambridge College
1713	1	Camden County College
1714	1	Cameron University
1715	1	American Academy of Dramatic Arts
1716	1	American Academy of Dramatic Arts: West
1717	1	American Indian College of the Assemblies of God
1718	1	American InterContinental University
1719	1	Capital Community College
1720	1	Cardinal Stritch University
1721	1	Career Training Academy
1722	1	Career Training Academy: Pittsburgh
1723	1	Careers Unlimited
1724	1	Carlos Albizu University
1725	1	Carnegie Mellon University
1726	1	Carrington College: Antioch
1727	1	Carrington College: Emeryville
1728	1	Carrington College: Reno
1729	1	Carrington College: Sacramento
1730	1	Carrington College: San Jose
1731	1	Carroll University
1732	1	Carteret Community College
1733	1	Casper College
1734	1	Castleton State College
1735	1	Catholic Distance University
1736	1	Catholic University of America
1737	1	Cayuga Community College
1738	1	Cazenovia College
1739	1	Cedar Crest College
1740	1	Cedar Valley College
1741	1	Cedarville University
1742	1	Centenary College
1743	1	Central Alabama Community College
1744	1	Central Baptist College
1745	1	Central Bible College
1746	1	Central Carolina Technical College
1747	1	Central Christian College of the Bible
1748	1	Central College
1749	1	Central Community College
1750	1	Central Connecticut State University
1751	1	Central Georgia Technical College
1752	1	Central Lakes College
1753	1	Central Methodist University
1754	1	Central Michigan University
1755	1	Central New Mexico Community College
1756	1	Central Ohio Technical College
1757	1	Central Oregon Community College
1758	1	Central Piedmont Community College
1759	1	Central State University
1760	1	Central Texas College
1761	1	Central Virginia Community College
1762	1	Central Washington University
1763	1	Central Wyoming College
1764	1	Centralia College
1765	1	Centre College
1766	1	Centura College: Newport News
1767	1	Century College
1768	1	Cerritos College
1769	1	Cerro Coso Community College
1770	1	Chabot College
1771	1	Chadron State College
1772	1	Chaffey College
1773	1	American Public University System
1774	1	American River College
1775	1	American Sentinel University
1776	1	American University
1777	1	Chaminade University of Honolulu
1778	1	Chandler-Gilbert Community College: Williams Campus
1779	1	Charles Drew University of Medicine and Science
1780	1	Charleston Southern University
1781	1	Chatham University
1782	1	Chattahoochee Technical College
1783	1	Chattahoochee Valley Community College
1784	1	Chattanooga State Community College
1785	1	Chemeketa Community College
1786	1	Chester College of New England
1787	1	Chestnut Hill College
1788	1	Cheyney University of Pennsylvania
1789	1	CHI Institute: Broomall
1790	1	CHI Institute: Franklin Mills
1791	1	Chicago State University
1792	1	Chief Dull Knife College
1793	1	Chipola College
1794	1	Chippewa Valley Technical College
1795	1	Chowan University
1796	1	Christendom College
1797	1	Cincinnati Christian University
1798	1	Cincinnati College of Mortuary Science
1799	1	Cisco College
1800	1	City College of San Francisco
1801	1	City College: Casselberry
1802	1	City Colleges of Chicago: Harold Washington College
1803	1	City Colleges of Chicago: Kennedy-King College
1804	1	City Colleges of Chicago: Malcolm X College
1805	1	City Colleges of Chicago: Richard J. Daley College
1806	1	City University of New York: Borough of Manhattan Community College
1807	1	City University of New York: Brooklyn College
1808	1	City University of New York: College of Staten Island
1809	1	City University of New York: Hostos Community College
1810	1	City University of New York: LaGuardia Community College
1811	1	City University of New York: Lehman College
1812	1	City University of New York: Queens College
1813	1	City University of New York: Queensborough Community College
1814	1	City University of New York: York College
1815	1	City University of Seattle
1816	1	Claflin University
1817	1	Claremont McKenna College
1818	1	Clarendon College
1819	1	Clark College
1820	1	Clark University
1821	1	Clarkson University
1822	1	Clatsop Community College
1823	1	Clayton State University
1824	1	Clearwater Christian College
1825	1	Cleveland Community College
1826	1	Cleveland Institute of Electronics
1827	1	Cleveland Institute of Music
1828	1	Cleveland State University
1829	1	Cloud County Community College
1830	1	Clover Park Technical College
