university	studentaid	website
0900	1	www.xavier.edu
0901	1	www.xula.edu
0902	1	www.yvcc.cc.wa.us
0903	1	www.yale.edu
0904	1	www.yu.edu
0905	1	www.york.edu
0906	1	www.york.cuny.edu
0907	1	www.ycp.edu
0908	1	www.ycstech.org
0909	1	www.yorktech.com
0910	1	www.yorku.ca
0911	1	www.yhc.edu
0912	1	www.ysu.edu
0913	1	www.aib.edu
0914	1	www.aik.tec.sc.us
0915	1	www.aims.edu
0916	1	www.akronmach.com
0917	1	www.aamu.edu
0918	1	www.ascc.edu
0919	1	www.ascc.edu
0920	1	www.amc.edu
0921	1	www.collegeofidaho.edu
0922	1	www.albertus.edu
0923	1	www.albion.edu
0924	1	www.cnm.edu
0925	1	www.ab.edu
0926	1	www.alfred.edu
0927	1	www.alc.edu
0928	1	www.allegany.edu
0929	1	www.allegany.edu
0930	1	www.allegany.edu
0931	1	www.allencollege.edu
0932	1	www.allencc.net
0933	1	www.allenuniversity.edu
0934	1	www.lehighvalley.edu
0935	1	www.altamahatech.edu
0936	1	www.alvernia.edu
0937	1	www.alvincollege.edu
0938	1	www.aada.org
0939	1	www.abcnash.edu
0940	1	www.ahima.org
0941	1	www.aicag.edu
0942	1	www.ajula.edu
0943	1	www.amda.edu
0944	1	www.american.edu
0945	1	www.aupr.edu
0946	1	www.amherst.edu
0947	1	www.amridgeuniversity.edu
0948	1	www.ancilla.edu
0949	1	www.andersonuniversity.edu
0950	1	www.anderson.edu
0951	1	www.andrewcollegecares.com
0952	1	www.angelina.cc.tx.us
0953	1	www.annamaria.edu
0954	1	www.antioch-college.edu
0955	1	www.antonellic.com
0956	1	www.antonellic.com
0957	1	www.dyc.edu
0958	1	www.dl.vccs.edu
0959	1	www.daemen.edu
0960	1	www.dsu.edu
0961	1	www.dwu.edu
0962	1	www.dbu.edu
0963	1	www.dallas.edu
0964	1	www.daltonstate.edu
0965	1	www.dwc.edu
0966	1	www.dcc.vccs.edu
0967	1	www.darton.edu
0968	1	www.davenport.edu
0969	1	www.davidson.ccc.edu
0970	1	www.davisandelkins.edu
0971	1	www.davisny.edu
0972	1	www.dawson.edu
0973	1	www.daytonastate.edu/
0974	1	www.deanza.edu
0975	1	www.antonelli.edu
0976	1	www.apollocollege.com
0977	1	www.appstate.edu
0978	1	www.aquinas.edu
0979	1	www.aquinascollege.edu
0980	1	www.arapahoe.edu
0981	1	www.asu.edu
0982	1	www.poly.asu.edu
0983	1	www.west.asu.edu
0984	1	www.arkansasbaptist.edu
0985	1	www.anc.edu
0986	1	www.asub.arknet.edu
0987	1	www.asun.edu
0988	1	www.avti.tec.ar.us
0989	1	www.armstrong.edu
0990	1	www.aiboston.edu
0991	1	www.ashland.kctcs.edu
0992	1	www.asctc.commnet.edu
0993	1	www.assabettech.com
0994	1	www.assumption.edu
0995	1	www.athens.edu
0996	1	www.athenstech.edu/
0997	1	www.acc.edu
0998	1	www.atlm.edu/
0999	1	www.atlantic.edu
1000	1	www.acvts.org
1001	1	www.atlantictechcenter.com
1002	1	www.auburn.edu
1003	1	www.augsburg.edu
1004	1	www.augustatech.edu
1005	1	www.augustana.edu
1006	1	www.augie.edu
1007	1	www.apsu.edu
1008	1	www.averett.edu/admissions/form/apply.html
1009	1	www.aviationmaintenance.edu/
1010	1	www.aviationmaintenance.edu
1011	1	www.avila.edu
1012	1	www.baruch.cuny.edu
1013	1	www.bates.ctc.edu
1014	1	www.baydenoc.cc.mi.us
1015	1	www.baystate.edu
1016	1	www.ucb.edu.pr
1017	1	www.baylor.edu
1018	1	www.beaufortccc.edu
1019	1	www.bellevuecollege.edu
1020	1	www.bcon.edu
1021	1	www.beltc.ctc.edu
1022	1	www.belmontabbeycollege.edu
1023	1	www.belmont.edu
1024	1	www.beloit.edu
1025	1	www.benedict.edu
1026	1	www.bennett.edu
1027	1	www.bennington.edu
1028	1	www.berkeleycollege.edu
1029	1	www.berklee.edu
1030	1	www.berkshirecc.edu
1031	1	www.bethanywv.edu
1032	1	www.blc.edu
1033	1	www.bethel-college.edu
1034	1	www.bevillst.cc.al.us
1035	1	www.bidwell-training.org/
1036	1	www.bigsandy.kctcs.edu/
1037	1	www.biola.edu
1038	1	www.bsc.edu
1039	1	www.bscc.cc.al.us
1040	1	www.brtc.tec.ar.us
1041	1	www.blackburn.edu
1042	1	www.bladen.cc.nc.us
1043	1	www.brcn.edu
1044	1	www.bloomfield.edu
1045	1	www.bloomu.edu
1046	1	www.bmc.edu
1047	1	www.bluecc.edu
1048	1	www.bluefield.edu
1049	1	www.bluefieldstate.edu
1050	1	www.bluegrass.kctcs.edu
1051	1	www.boisebible.edu
1052	1	www.btec.boonville.k12.mo.us
1053	1	www.bmcc.cuny.edu/
1054	1	www.the-bac.edu
1055	1	www.bc.edu
1056	1	www.bostonconservatory.edu
1057	1	www.bu.edu
1058	1	www.bowdoin.edu
1059	1	www.bowiestate.edu
1060	1	www.bgsu.edu
1061	1	www.firelands.bgsu.edu
1062	1	www.bowlinggreen.kctcs.edu
1063	1	www.brenau.edu
1064	1	www.brescia.edu
1065	1	www.brevard.edu
1066	1	www.brevardcc.edu
1067	1	www.bridgewater.edu
1068	1	www.bridgew.edu
1069	1	www.briercrest.ca
1070	1	www.byuh.edu
1071	1	www.byu.edu
1072	1	www.bristolcommunitycollege.edu
1073	1	www.brookdale.cc.nj.us
1074	1	www.brookdale.cc.nj.us
1075	1	www.brooklyn.cuny.edu
1076	1	www.brooks.edu
1077	1	www.sunybroome.edu
1078	1	www.brownmackie.edu/Louisville
1079	1	www.brown.edu
1080	1	www.brunswick.cc.nc.us
1081	1	www.bryan.edu
1082	1	www.bryant.edu
1083	1	www.everest.edu
1084	1	www.brynmawr.edu
1085	1	www.bucks.edu
1086	1	www.bvu.edu
1087	1	www.bhcc.mass.edu
1088	1	www.bc3.edu
1089	1	www.butlercc.edu
1090	1	www.butler.edu
1091	1	www.butte.cc.ca.us
1092	1	www.eacc.edu
1093	1	www.eastcentral.edu
1094	1	www.ecc.ms.us
1095	1	www.ecok.edu
1096	1	www.elac.cc.ca.us
1097	1	www.emcc.cc.ms.us
1098	1	www.etsu.edu
1099	1	www.etbu.edu
1100	1	www.eastwest.edu
1101	1	www.eitc.edu/admin/
1102	1	www.eiu.edu
1103	1	www.eku.edu
1104	1	www.emcc.org
1105	1	www.emu.edu
1106	1	www.enc.edu
1107	1	www.enmu.edu
1108	1	www.es.cc.va.us
1109	1	www.eastern.edu
1110	1	www.eastern.wvnet.edu
1111	1	ewc.wy.edu
1112	1	www.eckerd.edu
1113	1	www.cameron.edu
1114	1	www.campbell.edu
1115	1	www.campbellsville.edu
1116	1	canadacollege.net
1117	1	www.canisius.edu
1118	1	www.little-hoop.cc.nd.us
1119	1	www.capecod.mass.edu
1120	1	www.cfcc.edu
1121	1	www.capemaytech.com
1122	1	www.carlalbert.edu
1123	1	www.carleton.edu
1124	1	www.carlow.edu
1125	1	www.carolinascollege.org
1126	1	www.carroll.edu
1127	1	www.carrollcc.edu
1128	1	www.cn.edu
1129	1	www.carteret.edu
1130	1	www.case.edu
1131	1	casscareercenter.com
1132	1	www.castleton.edu
1133	1	www.catawba.edu
1134	1	www.cua.edu
1135	1	www.cazenovia.edu
1136	1	www.cedarcrest.edu
1137	1	www.cedarville.edu
1138	1	www.centenarycollege.edu
1139	1	www.cbc.edu
1140	1	www.ccarolina.cc.nc.us
1141	1	www.sum.tec.sc.us
1142	1	www.centralchristian.edu
1143	1	www.cccb.edu
1144	1	www.central.edu
1145	1	www.cccneb.edu
1146	1	www.cccneb.edu
1147	1	www.ccsu.edu
1148	1	www.centralgatech.edu
1149	1	www.clcmn.edu
1150	1	www.cmmcson.org
1151	1	www.cmich.edu
1152	1	www.ucmo.edu
1153	1	www.cotc.tec.oh.us
1154	1	www.ctechok.org
1155	1	www.cocc.edu
1156	1	www.cpcc.edu
1157	1	www.centralstate.edu
1158	1	www.cwu.edu
1159	1	www.cwc.edu
1160	1	www.centralia.ctc.edu
1161	1	www.centre.edu
1162	1	www.centuracollege.edu
1163	1	www.century.edu
1164	1	www.cerritos.edu
1165	1	www.chabotcollege.edu
1166	1	www.chaffey.edu
1167	1	www.chaminade.edu
1168	1	www.champlain.edu
1169	1	www.cgc.maricopa.edu
1170	1	www.chapman.edu
1171	1	www.mcc.edu
1172	1	www.csuniv.edu
1173	1	www.charteroak.edu
1174	1	www.chatham.edu
1175	1	www.cv.edu
1176	1	www.chesapeake.edu
1177	1	www.chestercollege.edu
1178	1	www.netc.edu
1179	1	www.chc.edu
1180	1	www.huron.edu
1181	1	www.cheyney.edu
1182	1	www.chipola.edu
1183	1	www.chowan.edu
1184	1	www.christendom.edu
1185	1	www.cbu.edu
1186	1	www.christies.edu
1187	1	www.cnu.edu
1188	1	www.churchmanbusiness.com
1189	1	www.ccuniversity.edu
1190	1	www.cisco.cc.tx.us/
1191	1	www.citadel.edu
1192	1	www.citruscollege.edu
1193	1	www.citycollege.edu
1194	1	www.ccsf.edu
1195	1	www.clackamas.cc.or.us
1196	1	www.claremontmckenna.edu
1197	1	www.clarion.edu
1198	1	www.cau.edu
1199	1	www.clark.edu
1200	1	www.clarkstate.edu
1201	1	www.clarku.edu
1202	1	www.clarksoncollege.edu
1203	1	www.clearwater.edu
1204	1	www.cleary.edu
1205	1	www.clemson.edu
1206	1	www.cleveland.cc.nc.us
1207	1	www.cia.edu
1208	1	www.cim.edu
1209	1	www.clevelandstatecc.edu
1210	1	www.csuohio.edu
1211	1	www.eicc.edu
1212	1	www.clovis.edu
1213	1	www.coastal.cc.nc.us
1214	1	www.coastal.edu
1215	1	www.ccc.cc.ks.us
1216	1	www.cogswell.edu
1217	1	www.coker.edu
1218	1	www.colby.edu
1219	1	www.colbycc.edu
1220	1	www.colgate.edu
1221	1	www.siu.edu/%7Easa
1222	1	www.cfcc.cc.fl.us, www.gocfcc.edu
1223	1	www.cofc.edu
1224	1	www.ccga.edu
1225	1	www.cod.edu
1226	1	www.ceu.edu
1227	1	www.clcillinois.edu
1228	1	www.msj.edu
1229	1	www.mountsaintvincent.edu
1230	1	www.cnr.edu
1231	1	www.ndm.edu
1232	1	www.csbsju.edu
1233	1	www.csm.edu
1234	1	www.strose.edu
1235	1	www.collegeofsanmateo.edu
1236	1	www.csf.edu
1237	1	www.cstm.edu
1238	1	www.csi.cuny.edu
1239	1	collegeofthedesert.edu
1240	1	www.mainland.cc.tx.us
1241	1	www.redwoods.edu
1242	1	www.sequoias.cc.ca.us
1243	1	www.siskiyous.edu
1244	1	www.cva.edu
1245	1	www.wm.edu
1246	1	www.ccu.edu
1247	1	www.ColoradoCollege.edu
1248	1	www.coloradomtn.edu
1249	1	www.mines.edu
1250	1	admissions.colostate.edu
1251	1	www.gocsupueblo.com
1252	1	www.csuglobal.org
1253	1	www.coloradotech.edu
1254	1	www.columbiasc.edu
1255	1	www.columbiacollege.edu
1256	1	www.colum.edu
1257	1	www.ccon.edu
1258	1	www.ciu.edu
1259	1	www.columbiastate.edu
1260	1	www.wau.edu
1261	1	www.columbia.edu
1262	1	www.gs.columbia.edu
1263	1	www.ccad.edu
1264	1	www.ccac.edu
1265	1	www.fdu.edu
1266	1	www.fdu.edu
1267	1	www.fairmontstate.edu
1268	1	www.faith.edu
1269	1	www.fidm.edu
1270	1	www.faulkner.edu
1271	1	www.vo-tech.8m.com
1272	1	www.uncfsu.edu
1273	1	www.faytech.cc.nc.us
1274	1	www.felician.edu
1275	1	www.ferrum.edu
1276	1	www.fisher.edu
1277	1	www.fsc.edu
1278	1	www.flagler.edu
1279	1	www.fvcc.cc.mt.us
1280	1	www.libby.org/LCC
1281	1	www.ccac.edu
1282	1	www.ccac.edu
1283	1	www.ccac.edu
1284	1	www.ccauroar.edu
1285	1	www.ccbc.cc.md.us/campuses/dundalk/dundalk.htm
1286	1	www.ccd.edu/
1287	1	www.ccp.cc.pa.us
1288	1	www.ccri.edu/
1289	1	www.ccri.edu
1290	1	www.lasvegas-college.edu
1291	1	www.ccsn.nevada.edu
1292	1	www.au.af.mil/au/ccaf
1293	1	www.ccv.edu
1294	1	www.ccconline.edu
1295	1	www.compton.cc.ca.us
1296	1	www.conception.edu
1297	1	www.concord.edu
1298	1	www.cord.edu
1299	1	www.concordiaselma.edu
1300	1	www.cuchicago.edu
1301	1	www.concordia.edu
1302	1	www.cu-portland.edu
1303	1	www.conncoll.edu
1304	1	www.cmpr.edu
1305	1	www.csb.edu
1306	1	www.csb.edu
1307	1	www.converse.edu
1308	1	www.cooper.edu
1309	1	www.colin.edu
1310	1	www.coppin.edu
1311	1	www.corcoran.edu
1312	1	www.cornell.edu
1313	1	www.cornish.edu
1314	1	cccua.edu
1315	1	www.cottey.edu
1316	1	www.ccm.edu
1317	1	www.jevs.org/schools_svs.asp
1318	1	www.covenant.edu
1319	1	www.creativecircus.com
1320	1	www.creighton.edu
1321	1	www.criswell.edu
1322	1	www.csuci.edu
1323	1	www.csudh.edu
1324	1	www.csueastbay.edu
1325	1	www.fullerton.edu
1326	1	www.calstatela.edu
1327	1	csumb.edu
1328	1	www.csun.edu
1329	1	www.csusb.edu
1330	1	www.csusm.edu
1331	1	www.csustan.edu
1332	1	www.cuesta.edu
1333	1	www.culver.edu
1334	1	www.cccnj.net
1335	1	www.cumberland.tec.nj.us
1336	1	www.cumberland.edu
1337	1	www.curry.edu
1338	1	www.curtis.edu
1339	1	www.tri-c.edu
1340	1	www.tri-c.cc.oh.us/EAST/default.htm
1341	1	www.tri-c.cc.oh.us/Metro/default.htm
1342	1	www.tri-c.cc.oh.us/west/default.htm
1343	1	www.cuyamaca.net
1344	1	www.cypresscollege.edu/
1345	1	www.dli.army.mil
1346	1	www.dcad.edu
1347	1	www.dtcc.edu
1348	1	www.wilmington.dtcc.edu/wilmington
1349	1	www.delval.edu
1350	1	www.dcc.edu
1351	1	www.denison.edu
1352	1	www.depauw.edu
1353	1	www.dmacc.org
1354	1	www.dmacc.cc.ia.us/boone/welcome.htm
1355	1	www.dmacc.edu
1356	1	www.desales.edu
1357	1	www.dcb.edu
1358	1	www.nj.devry.edu
1359	1	www.ny.devry.edu
1360	1	www.dvc.edu
1361	1	www.dickinson.edu
1362	1	www.dillard.edu
1363	1	www.dimanregional.org
1364	1	www.doane.edu
1365	1	www.dc3.edu
1366	1	www.dom.edu
1367	1	www.dominican.edu
1368	1	www.boscotech.net
1369	1	www.drake.edu
1370	1	www.drew.edu
1371	1	www.drexel.edu
1372	1	www.drury.edu
1373	1	www.dunwoody.tec.mn.us
1374	1	www.durhamtech.org
1375	1	www.edgecombe.edu
1376	1	www.edgewood.edu
1377	1	www.edisonohio.edu
1378	1	www.edcc.edu
1379	1	www.ewc.edu
1380	1	www.ei.tec.pa.us
1381	1	www.etown.edu
1382	1	www.elizabethtown.kctcs.edu/index.cfm
1383	1	www.ehson.org/
1384	1	www.iavalley.cc.ia.us/ecc
1385	1	www.elmira.edu
1386	1	www.elms.edu
1387	1	www.elon.edu
1388	1	www.erau.edu/db
1389	1	www.emerson.edu
1390	1	www.pianotuningschool.org
1391	1	www.emilygriffith.edu
1392	1	www.emmanuel.edu
1393	1	www.ec.edu
1394	1	www.emmaus.edu
1395	1	www.ehc.edu
1396	1	www.emory.edu
1397	1	www.endicott.edu
1398	1	www.eocc.edu
1399	1	www.eriebc.edu
1400	1	www.ecc.edu
1401	1	www.ecc.edu
1402	1	www.erieit.edu
1403	1	www.gsc.edu
1404	1	www.gannon.edu
1405	1	www.gardner-webb.edu
1406	1	www.gateway.kctcs.edu/
1407	1	www.gateway.cc.edu
1408	1	www.gia.edu
1409	1	www.gia.edu
1410	1	www.genesee.edu
1411	1	www.gmu.edu
1412	1	www.georgestonecenter.com
1413	1	www.gwu.edu
1414	1	www.georgetowncollege.edu
1415	1	www.georgetown.edu
1416	1	www.gbcn.edu
1417	1	www.gcsu.edu
1418	1	www.essex.edu
1419	1	www.essex.edu
1420	1	www.emc.maricopa.edu
1421	1	www.ebc.edu
1422	1	www.evangel.edu
1423	1	www.everettcc.edu
1424	1	www.flo.tec.sc.us
1425	1	www.famu.edu
1426	1	www.fau.edu
1427	1	www.fcc.edu
1428	1	www.fgcu.edu
1429	1	www.flhosp.org/services/college
1430	1	www.fiu.edu
1431	1	www.firn.edu/fkcc
1432	1	www.flsouthern.edu
1433	1	www.fccj.org
1434	1	www.fsu.edu
1435	1	www.fontbonne.edu/admissions/applyonline/
1436	1	www.foothill.fhda.edu
1437	1	www.foothills.tec.ar.us
1438	1	www.fordham.edu
1439	1	www.uamont.edu
1440	1	www.forsyth.tec.nc.us
1441	1	www.fort-berthold.cc.nd.us
1442	1	www.fhsu.edu
1443	1	www.fortlewis.edu
1444	1	www.futc.edu
1445	1	www.framingham.edu
1446	1	www.fmarion.edu
1447	1	www.francistuttle.com/
1448	1	www.franciscan.edu
1449	1	www.taliesin.edu
1450	1	www.fpc.cc.tx.us
1451	1	www.franklincollege.edu
1452	1	www.fc.edu
1453	1	www.franklin.edu
1454	1	www.fwbbc.edu
1455	1	www.fhu.edu
1456	1	www.fresno.edu
1457	1	www.frontrange.edu
1458	1	www.iecc.edu/fcc
1459	1	www.fullcoll.edu
1460	1	www.fmcc.suny.edu
1461	1	www.furman.edu
1462	1	www.ggc.edu
1463	1	www.highlands.edu
1464	1	www.admission.gatech.edu
1465	1	www.gntc.edu
1466	1	www.gsu.edu
1467	1	www.georgian.edu
1468	1	www.gettysburg.edu
1469	1	www.gibbscollege.com
1470	1	www.glenoaks.cc.mi.us
1471	1	www.glendale.edu
1472	1	www.globe.edu
1473	1	www.gcc.cc.nj.us
1474	1	www.goddard.edu
1475	1	www.gogebic.edu
1476	1	www.ggu.edu
1477	1	www.goodwin.edu/
1478	1	www.gordon.edu
1479	1	www.goucher.edu
1480	1	www.gbcol.edu
1481	1	www.graceuniversity.edu
1482	1	www.graceland.edu
1483	1	www.gram.edu
1484	1	www.grcc.cc.mi.us
1485	1	www.gvsu.edu
1486	1	www.gratzcollege.edu
1487	1	www.ghc.ctc.edu
1488	1	www.davenport.edu/glc
1489	1	www.gptech.org
1490	1	www.greenriver.ctc.edu
1491	1	www.gcc.mass.edu
1492	1	www.gborocollege.edu
1493	1	www.greenville.edu
1494	1	www.grossmont.edu
1495	1	www.gcc.edu
1496	1	www.guilford.edu
1497	1	technet.gtcc.cc.nc.us
1498	1	http:www. gtcc.edu
1499	1	www.gac.edu
1500	1	www.GwinnettTech.edu
1501	1	www.hartnell.edu
1502	1	www.hartwick.edu
1503	1	www.harvard.edu
1504	1	www.hastings.edu
1505	1	www.haverford.edu
1506	1	www.hawcc.hawaii.edu
1507	1	www.hawkeyecollege.edu
1508	1	www.hazardtech.com
1509	1	www.heald.edu
1510	1	www.heald.edu
1511	1	www.heald.edu
1512	1	www.heald.edu
1513	1	www.heald.edu
1514	1	www.heartofgatech.edu
1515	1	www.heartland.edu
1516	1	www.heidelberg.edu
1517	1	www.hct.umontana.edu
1518	1	www.hchc.edu
1519	1	www.hencc.kctcs.net
1520	1	www.hsu.edu
1521	1	www.hennepintech.edu
1522	1	www.hennepintech.edu
1523	1	www.henrycogswell.edu
1524	1	www.heritagevalley.org
1525	1	www.hccc.suny.edu
1526	1	www.highpoint.edu
1527	1	www.hcc.cc.fl.us
1528	1	www.hillsdale.edu
1529	1	www.sjsd.k12.mo.us/schools/hillyards/index.htm
1530	1	www.hindscc.edu
1531	1	www.hiram.edu
1532	1	www.hiwassee.edu
1533	1	www.hsbc.edu
1534	1	www.hollins.edu
1535	1	www.holmescc.edu
1536	1	www.hcc-nd.edu
1537	1	www.holyfamily.edu
1538	1	www.hnu.edu
1539	1	www.roca.org
1540	1	www.hcc.hawaii.edu
1541	1	www.hiu.edu
1542	1	www.hor.tec.sc.us
1543	1	www.houghton.edu
1544	1	www.hbu.edu
1545	1	www.halifaxcc.edu
1546	1	hallmark.edu
1547	1	www.hamilton.edu
1548	1	www.hamline.edu
1549	1	www.hampshire.edu
1550	1	www.hanover.edu
1551	1	www.harcum.edu
1552	1	www.hsutx.edu
1553	1	www.harding.edu
1554	1	www.hartfordconservatory.org
1555	1	www.howardcc.edu
1556	1	www.hputx.edu
1557	1	www.howard.edu
1558	1	www.humphreys.edu
1559	1	www.huntingdon.edu
1560	1	www.hussianart.edu
1561	1	www.iub.edu
1562	1	www.iue.edu
1563	1	www.iun.edu
1564	1	www.iusb.edu
1565	1	www.ipfw.edu
1566	1	kentucky.indwes.edu/
1567	1	www.iaiancad.org
1568	1	www.lamission.edu/ITV
1569	1	www.sg.inter.edu
1570	1	www.aguadilla.inter.edu
1571	1	www.guayama.inter.edu
1572	1	www.metro.inter.edu
1573	1	ponce.inter.edu
1574	1	www.academy.edu
1575	1	www.hcu.edu
1576	1	www.ichm.cc.ct.us
1577	1	www.inverhills.edu
1578	1	www.iona.edu
1579	1	www.iccc.cc.ia.us
1580	1	www.iowacentral.edu
1581	1	www.iowalakes.edu
1582	1	www.iowalakes.edu
1583	1	www.iastate.edu
1584	1	www.iwcc.edu
1585	1	www.iwcc.edu
1586	1	www.ivc.edu
1587	1	www.islanddrafting.com
1588	1	www.itascacc.edu
1589	1	www.ithaca.edu
1590	1	www.itt-tech.edu
1591	1	www.itt-tech.edu
1592	1	www.itt-tech.edu
1593	1	www.ivy.tec.in.us/columbus
1594	1	www.ivy.tec.in.us/elkhart
1595	1	www.ivytech.edu/indianapolis
1596	1	www.ivytech.edu/kokomo
1597	1	www.ivytech.edu
1598	1	www.ivytech.edu
1599	1	www.ivytech.edu/northcentral
1600	1	www.ivy.tec.in.us/gary
1601	1	www.ivy.tec.in.us/richmond
1602	1	www.ivytech.edu/sellersburg
1603	1	www.ivytech.edu/evansville
1604	1	www.jcu.edu
1605	1	www.jjay.cuny.edu
1606	1	www.jtcc.edu
1607	1	www.johnwesley.edu
1608	1	www.jwcc.edu
1609	1	www.jhu.edu
1610	1	www.jwu.edu/northmiami
1611	1	www.jwu.edu
1612	1	www.jbc.edu
1613	1	www.jcsu.edu
1614	1	www.jsc.edu
1615	1	www.jones.edu
1616	1	www.jcjc.edu
1617	1	www.judson.edu
1618	1	www.judsonu.edu
1619	1	www.juniata.edu
1620	1	www.ccc.edu/kennedyking
1621	1	www.ashtabula.kent.edu
1622	1	www.kenteliv.kent.edu
1623	1	www.kent.edu
1624	1	www.trumbull.kent.edu
1625	1	www.kcu.edu
1626	1	www.kmbc.edu
1627	1	www.kwc.edu
1628	1	www.kenyon.edu
1629	1	www.kettering.edu
1630	1	www.keuka.edu
1631	1	www.kings.edu
1632	1	www.kingsu.ca
1633	1	www.kirkwood.edu
1634	1	www.knox.edu
1635	1	www.kutztown.edu
1636	1	www.landingschool.edu
1637	1	www.lanecc.edu
1638	1	www.lunet.edu
1639	1	www.laniertech.edu
1640	1	www.lansing.cc.mi.us
1641	1	www.laurel.edu
1642	1	www.ls.cc.al.us
1643	1	www.ldsbc.edu
1644	1	www.lemoyne.edu
1645	1	www.lee.edu
1646	1	www.lee.k12.fl.us/voc
1647	1	www.lltc.org
1648	1	www.lcc.hawaii.edu
1649	1	www.isu.edu
1650	1	www.icc.edu
1651	1	www.ic.edu
1652	1	www.artinstitutes.edu
1653	1	www.iit.edu
1654	1	www.iwu.edu
1655	1	www.immaculata.edu
1656	1	www.imperial.cc.ca.us
1657	1	www.indy.cc.ks.us
1658	1	www.ihcc.cc.ia.us
1659	1	www.ircc.edu
1660	1	www.ircc.edu
1661	1	www.indianatech.edu
1662	1	www.indstate.edu
1663	1	www.lrc.edu
1664	1	www.lesley.edu
1665	1	www.letu.edu
1666	1	www.stcharles.k12.mo.us/lewis+clark
1667	1	www.lclark.edu
1668	1	www.lewisu.edu
1669	1	www.lcsc.edu
1670	1	www.liberty.edu
1671	1	www.icepr.com/liceo
1672	1	www.lifepacific.edu
1673	1	www.limestone.edu
1674	1	www.lccs.edu
1675	1	www.lincolncollege.com
1676	1	www.lmunet.edu
1677	1	www.lincoln.edu
1678	1	www.lincolnuca.edu
1679	1	www.lindsey.edu
1680	1	www.linfield.edu
1681	1	www.livelytech.com
1682	1	www.livingstone.edu/
1683	1	www.lhup.edu
1684	1	www.lbcc.cc.ca.us
1685	1	www.liu.edu
1686	1	www.southampton.liu.edu
1687	1	www.mcckc.edu
1688	1	www.lfcc.edu
1689	1	www.lamission.cc.ca.us
1690	1	www.lattc.edu
1691	1	www.lavc.edu
1692	1	www.losmedanos.edu/
1693	1	www.louisburg.edu
1694	1	www.lacollege.edu
1695	1	www.lsu.edu
1696	1	www.lsue.edu
1697	1	www.lsus.edu
1698	1	www.theltc.net
1699	1	www.delta.tec.la.us
1700	1	www.theltc.net/hammond
1701	1	www.theltc.net/jumonville
1702	1	www.lafayettecampus.net
1703	1	www.lctcs.state.la.us/mansfield/index.html
1704	1	www.theltc.net
1705	1	www.theltc.net
1706	1	www.theltc.net
1707	1	www.thharris.org
1708	1	www.teche.tec.la.us
1709	1	www.theltc.net
1710	1	www.young.tec.la.us
1711	1	www.brti.tec.la.us
1712	1	www.lourdes.edu
1713	1	www.lowercolumbia.edu
1714	1	www.luc.edu
1715	1	www.lcu.edu
1716	1	www.lvti.cc.nm.us
1717	1	www.lbwcc.edu
1718	1	www.luther.edu
1719	1	www.luzerne.edu
1720	1	www.lymeacademy.edu/
1721	1	www.lyndonstate.edu
1722	1	www.lynn.edu/academics/oldforge
1723	1	www.mphosp.org
1724	1	www.marian.edu
1725	1	www.mariancourt.edu
1726	1	www.marianuniversity.edu
1727	1	www.mtc.edu
1728	1	www.marist.edu
1729	1	www.mhc.edu
1730	1	www.marshall.edu
1731	1	www.martin.cc.nc.us
1732	1	www.mlc-wels.edu
1733	1	www.martinmethodist.edu
1734	1	www.martin.edu
1735	1	www.mbc.edu
1736	1	www.marygrove.edu
1737	1	www.montgomerycollege.edu/schoolofartanddesign
1738	1	www.mica.edu
1739	1	www.mmm.edu
1740	1	www.maryvillecollege.edu
1741	1	www.maryville.edu
1742	1	mymarywood.com/home_gen_v2.asp
1743	1	www.massbay.edu
1744	1	www.mcla.edu
1745	1	www.mit.edu
1746	1	www.masters.edu
1747	1	mauicc.hawaii.edu
1748	1	www.maycc.kctcs.edu
1749	1	www.mayvillestate.edu
1750	1	www.mccannschool.com
1751	1	www.mccannschool.com
1752	1	www.mcdowelltech.cc.nc.us
1753	1	www.mcfatter.com
1754	1	www.mcgill.ca
1755	1	www.mchenry.edu
1756	1	www.mcintoshcollege.com
1757	1	www.mckendree.edu
1758	1	www.mcm.edu
1759	1	www.medaille.edu
1760	1	www.mec.cuny.edu
1761	1	www.medianschool.com
1762	1	www.mcg.edu
1763	1	www.musc.edu
1764	1	www.mun.ca
1765	1	www.mccd.edu
1766	1	www.mccc.edu
1767	1	www.mctec.merc.tec.wv.us
1768	1	www.mercer.edu
1769	1	www.carolinashealthcare.org/education
1770	1	www.mercyhurst.edu
1771	1	www.meredith.edu
1772	1	www.merrimack.edu
1773	1	www.mc.maricopa.edu
1774	1	www.mesastate.edu
1775	1	www.mesatc.cc.nm.us
1776	1	www.mr.mnscu.edu
1777	1	www.mesabirange.edu
1778	1	www.messiah.edu
1779	1	www.methodist.edu
1780	1	www.metropolitan.edu
1781	1	www.mccneb.edu
1782	1	www.mscd.edu
1783	1	www.metrostate.edu
1784	1	www.mid.muohio.edu
1785	1	www.mdc.edu/kendall/
1786	1	www.mdc.edu
1787	1	www.mdc.edu
1788	1	www.msu.edu
1789	1	www.macu.edu
1790	1	www.midcontinent.edu
1791	1	mft.ocps.k12.fl.us
1792	1	www.mpcc.edu
1793	1	www.mnu.edu
1794	1	www.mgc.edu
1795	1	www.middlegatech.edu
1796	1	www.mtsu.edu
1797	1	www.mxctc.commnet.edu
1798	1	www.middlesex.cc.ma.us
