university	matchcollege	website
0911	1	www.TC3.edu
0912	1	WWW.SUNYULSTER.EDU
0913	1	www.wilsontech.org
0914	1	www.bocescareertech.org
0915	1	www.dcboces.org
0916	1	www.e2ccb.org
0917	1	www.gvboces.org
0918	1	www.pnwboces.org
0919	1	www.ulsterboces.org
0920	1	WWW.WFLBOCES.ORG
0921	1	www.albanylaw.edu
0922	1	www.briarcliffe.edu
0923	1	WWW.Canisius.edu
0924	1	www.cazenovia.edu
0925	1	www.clarkson.edu
0926	1	www.colgate.edu
0927	1	www.columbia.edu
0928	1	www.cooper.edu
0929	1	www.ciachef.edu
0930	1	www.dyc.edu
0931	1	www.daemen.edu
0932	1	www.fordham.edu
0933	1	www.globeinstitute.org
0934	1	www.hamilton.edu
0935	1	www.hilbert.edu
0936	1	www.hofstra.edu
0937	1	www.iona.edu
0938	1	www.keuka.edu
0939	1	www.manhattan.edu
0940	1	www.msmnyc.edu
0941	1	www.Marist.edu
0942	1	www.monroecollege.edu
0943	1	www.msmc.edu
0944	1	www.mssm.edu
0945	1	www.naz.edu
0946	1	www.nycc.edu
0947	1	www.nyit.edu
0948	1	www.nyu.edu
0949	1	www.niagara.edu
0950	1	www.nyack.edu
0951	1	www.pace.edu
0952	1	www.poly.edu
0953	1	www.rpi.edu
0954	1	WWW.Roberts.edu
0955	1	www.stac.edu
0956	1	www.slc.edu
0957	1	www.sva.edu
0958	1	www.siena.edu
0959	1	www.cnr.edu
0960	1	www.touro.edu
0961	1	www.utica.edu
0962	1	www.funeraleducation.org
0963	1	www.aada.org
0964	1	www.thecollegeforbusiness.com
0965	1	www.circlesquare.org
0966	1	hopfer.org
0967	1	www.helenefuld.edu
0968	1	www.idti.edu
0969	1	www.sbmelville.com
0970	1	www.gibbsny.com
0971	1	www.libi.edu
0972	1	www.futurenurselich.org
0973	1	www.mariacollege.edu
0974	1	www.mbs-career.org
0975	1	www.NewYorkADI.com
0976	1	www.nyieb.org
0977	1	www.obi.edu
0978	1	www.pbcny.edu
0979	1	www.nehealth.com
0980	1	www.simmonsinstitute.com
0981	1	www.svcmc.org
0982	1	www.austin.edu
0983	1	www.BrittanyBeautySchool.com
0984	1	www.culinaryacademy.edu
0985	1	culinaryacademy.edu
0986	1	www.empire.edu
0987	1	audioschool.com
0988	1	www.leonstudioone.com
0989	1	nysmda.com
0990	1	www.anthem.edu
0991	1	www.usabeautyschool.com
0992	1	www.appstate.edu
0993	1	www.ecu.edu
0994	1	www.uncfsu.edu
0995	1	www.ncat.edu
0996	1	www.nccu.edu
0997	1	www.uncw.edu
0998	1	www.unca.edu
0999	1	www.uncc.edu
1000	1	www.uncg.edu
1001	1	www.alamancecc.edu
1002	1	www.beaufortccc.edu
1003	1	www.bladencc.edu
1004	1	www.blueridge.edu
1005	1	www.cccti.edu
1006	1	www.cpcc.edu
1007	1	www.clevelandcommunitycollege.edu
1008	1	www.davidsonccc.edu
1009	1	www.durhamtech.edu
1010	1	www.faytechcc.edu
1011	1	www1.forsythtech.edu
1012	1	www.isothermal.edu
1013	1	www.johnstoncc.edu
1014	1	www.mayland.edu
1015	1	www.nashcc.edu
1016	1	www.piedmontcc.edu
1017	1	www.richmondcc.edu
1018	1	www.robeson.edu
1019	1	www.rockinghamcc.edu
1020	1	www.rowancabarrus.edu
1021	1	www.sampsoncc.edu
1022	1	www.sccnc.edu
1023	1	www.surry.edu
1024	1	www.vgcc.edu
1025	1	www.waketech.edu
1026	1	www.wpcc.edu
1027	1	www.wilkescc.edu
1028	1	www.belmontabbeycollege.edu
1029	1	www.campbell.edu
1030	1	www.carolina.edu
1031	1	WWW.DUKE.EDU
1032	1	www.gardner-webb.edu
1033	1	www.guilford.edu
1034	1	www.johnwesley.edu
1035	1	www.lrc.edu
1036	1	www.livingstone.edu
1037	1	www.mhc.edu
1038	1	www.methodist.edu
1039	1	www.moc.edu
1040	1	www.salem.edu
1041	1	www.shawu.edu
1042	1	www.southcollegenc.edu
1043	1	www.sapc.edu
1044	1	www.wfu.edu
1045	1	www.louisburg.edu
1046	1	higherdigitaleducation.com
1047	1	www.wattsschoolofnursing.org
1048	1	www.carolinaacademy.com
1049	1	www.empire.edu
1050	1	LEONSSTYLESALONS.COM
1051	1	www.mitchells.edu
1052	1	mitchells.edu
1053	1	WWW.MITCHELLS.EDU
1054	1	www.collegeofwilmington.com
1055	1	pinnacleinst.com
1056	1	www.dickinsonstate.com
1057	1	www.mayvillestate.edu
1058	1	www.vcsu.edu
1059	1	www.littlehoop.edu
1060	1	www.fbcc.bia.edu
1061	1	www.ndscs.edu
1062	1	www.rasmussen.edu
1063	1	www.trinitybiblecollege.edu
1064	1	josefsschoolofhairdesign.com
1065	1	josefsschoolofhairdesign.com
1066	1	www.rdhairstylingcollege.com
1067	1	www.centralstate.edu
1068	1	www.csuohio.edu
1069	1	www.edisonOHIO.edu
1070	1	www.neoucom.edu
1071	1	WWW.SHAWNEE.EDU
1072	1	www.uakron.edu
1073	1	www.c-tec.edu
1074	1	www.hocking.edu
1075	1	www.jcc.edu
1076	1	www.lcjvs.com
1077	1	www.northweststate.edu
1078	1	www.collins-cc.edu
1079	1	www.sinclair.edu
1080	1	www.sscc.edu
1081	1	www.tps.org
1082	1	www.apollocareercenter.com
1083	1	www.butlertech.org
1084	1	www.choffincareer.com
1085	1	www.eastland-fairfield.com
1086	1	www.greeneccc.com
1087	1	www.pickawayross.com
1088	1	WWW.SCJVS.COM
1089	1	WWW.TCTCADULTTRAINING.ORG
1090	1	TRIRIVERS.COM
1091	1	www.uvjvs.org
1092	1	www.mycareerschool.com
1093	1	www.artacademy.edu
1094	1	www.ashland.edu
1095	1	www.athenaeum.edu
1096	1	www.bexley.edu
1097	1	www.case.edu
1098	1	www.CCUniversity.edu
1099	1	WWW.CCAD.EDU
1100	1	www.myers.edu
1101	1	www.denison.edu
1102	1	www.franciscan.edu
1103	1	www.gbs.edu
1104	1	WWW.HIRAM.EDU
1105	1	www.malone.edu
1106	1	www.mercycollege.edu
1107	1	www.mtso.edu
1108	1	www.mccn.edu
1109	1	www.muc.edu
1110	1	www.muskingum.edu
1111	1	www.notredamecollege.edu
1112	1	www.oberlin.edu
1113	1	www.ohiochristian.edu
1114	1	www.ocpm.edu
1115	1	www.owu.edu
1116	1	templebaptist.edu
1117	1	www.wooster.edu
1118	1	www.trinitylutheranseminary.edu
1119	1	www.tui.edu
1120	1	www.udayton.edu
1121	1	www.unoh.edu
1122	1	www.rio.edu
1123	1	www.wilberforce.edu
1124	1	www.winebrenner.edu
1125	1	WWW.AKRONINSTITUTE.COM
1126	1	WWW.BROWNAVEDA.COM
1127	1	www.brownmackie.edu
1128	1	www.creativeimages.edu
1129	1	eticollege.edu
1130	1	www.itt-tech.edu
1131	1	www.itt-tech.edu
1132	1	www.miamijacobs.edu
1133	1	nationalinstituteoftechnology.edu
1134	1	ovct.edu
1135	1	swcollege.net
1136	1	www.tbc-trumbullbusiness.com
1137	1	www.cspnohio.org
1138	1	www.massageschools.com
1139	1	www.welding.org
1140	1	www.nationalbc.com
1141	1	www.ecok.edu
1142	1	www.lunet.edu
1143	1	www.osuokc.edu
1144	1	www.healthsciences.okstate.edu
1145	1	www.rsu.edu
1146	1	www.se.edu
1147	1	www.ucok.edu
1148	1	www.ou.edu
1149	1	www.usao.edu
1150	1	www.eoctech.org
1151	1	www.mscok.edu
1152	1	www.north-ok.edu
1153	1	www.rose.edu
1154	1	www.nwtechonline.com
1155	1	www.tctc.org
1156	1	www.tulsatech.edu
1157	1	www.wtc.tec.ok.us
1158	1	www.bacone.edu
1159	1	www.familyoffaithcollege.edu
1160	1	www.macu.edu
1161	1	www.oc.edu
1162	1	www.okcu.edu
1163	1	www.ptstulsa.edu
1164	1	SNU.EDU
1165	1	www.swcu.edu
1166	1	www.aimt-edu.com
1167	1	www.communitycarecollege.edu
1168	1	heritage-education.com
1169	1	www.weldingschool.com
1170	1	babeautycollege.com
1171	1	www.oklahomahealthacademy.org
1172	1	www.photocareers.com
1173	1	www.plattcollege.org
1174	1	virgilsbeautycollege.com
1175	1	www.sou.edu
1176	1	www.uoregon.edu
1177	1	www.chemeketa.edu
1178	1	www.clackamas.edu
1179	1	www.clatsopcc.edu
1180	1	www.linnbenton.edu
1181	1	www.socc.edu
1182	1	www.tvcc.cc
1183	1	EBC.EDU
1184	1	www.itt-tech.edu
1185	1	www.marylhurst.edu
1186	1	www.mountangelabbey.org
1187	1	www.ncnm.edu
1188	1	www.ocac.edu
1189	1	www.ocom.edu
1190	1	www.pnca.edu
1191	1	www.pacificu.edu
1192	1	www.pioneerpacific.edu
1193	1	www.artinstitutes.edu
1194	1	www.nwcollege.edu
1195	1	www.collegeofhairdesigncareers.com
1196	1	www.phagans-schools.com
1197	1	www.phagans-schools.com
1198	1	www.phagans-schools.com
1199	1	www.phagans-schools.com
1200	1	www.phagans.com
1201	1	4zeducation.com
1202	1	wci.edu
1203	1	nwnanny.com
1204	1	valleymedicalcollege.com
1205	1	www.bloomu.edu
1206	1	www.cheyney.edu
1207	1	www.esu.edu
1208	1	www.iup.edu
1209	1	www.millersville.edu
1210	1	www.pitt.edu
1211	1	www.bucks.edu
1212	1	www.ccbc.edu
1213	1	www.dccc.edu
1214	1	www.luzerne.edu
1215	1	www.mc3.edu
1216	1	www.pennhighlands.edu
1217	1	www.gactc.edu
1218	1	www.cciu.org
1219	1	www.csiu.org
1220	1	www.ccctc.org
1221	1	www.fayettevo-tech.org
1222	1	www.franklincountylpn.org
1223	1	www.hcctc.org
1224	1	www.lcctc.org
1225	1	www.mjctc.org
1226	1	www.stcenters.org
1227	1	www.wbpracnsg.com
1228	1	www.albright.edu
1229	1	www.allegheny.edu
1230	1	www.alvernia.edu
1231	1	www.theamericancollege.edu
1232	1	www.bbc.edu
1233	1	www.biblical.edu
1234	1	www.cabrini.edu
1235	1	www.cbs.edu
1236	1	www.carlow.edu
1237	1	www.cmu.edu
1238	1	www.cedarcrest.edu
1239	1	www.centralpenn.edu
1240	1	www.delval.edu
1241	1	www.drexel.edu
1242	1	www.duq.edu
1243	1	www.eastern.edu
1244	1	www.evangelical.edu
1245	1	WWW.GETTYSBURG.EDU
1246	1	www.gratz.edu
1247	1	www.kings.edu
1248	1	www.lvc.edu
1249	1	www.ltsg.edu
1250	1	www.marywood.edu
1251	1	www.mercyhurst.edu
1252	1	www.misericordia.edu
1253	1	www.moravian.edu
1254	1	www.pcad.edu
1255	1	www.Salus.edu
1256	1	www.pbu.edu
1257	1	www.pcom.edu
1258	1	www.scs.edu
1259	1	www.francis.edu
1260	1	www.stvincent.edu
1261	1	www.setonhill.edu
1262	1	www.swarthmore.edu
1263	1	www.artinstitutes.edu
1264	1	artinstitutes.edu
1265	1	www.curtis.edu
1266	1	www.uarts.edu
1267	1	www.tesm.edu
1268	1	www.upenn.edu
1269	1	www.villanova.edu
1270	1	www.washjeff.edu
1271	1	www.waynesburg.edu
1272	1	www.ycp.edu
1273	1	www.allstatecareer.com
1274	1	alliedteched.edu
1275	1	www.Alliedteched.edu
1276	1	www.autotraining.edu
1277	1	www.berkstech.com
1278	1	www.bradfordpittsburgh.edu
1279	1	www.chitraining.com
1280	1	www.douglas-school.com
1281	1	www.glit.edu
1282	1	www.icmschool.com
1283	1	www.lackawanna.edu
1284	1	lincolntech.com
1285	1	lincolntech.com
1286	1	www.pit.edu
1287	1	www.pia.edu
1288	1	www.pti.edu
1289	1	www.pjaschool.com
1290	1	www.southhills.edu
1291	1	www.triangle-tech.edu
1292	1	www.triangle-tech.edu
1293	1	www.aviationmaintenance.edu
1294	1	www.delawarevalleyacademy.com
1295	1	www.empire.edu
1296	1	www.empire.edu
1297	1	www.empire.edu
1298	1	www.empire.edu
1299	1	www.empire.edu
1300	1	jeanmadeline.com
1301	1	shnhbeauty.com
1302	1	www.anthem.edu
1303	1	www.yti.edu
1304	1	www.uri.edu
1305	1	www.brown.edu
1306	1	www.bryant.edu
1307	1	www.jwu.edu
1308	1	www.neit.edu
1309	1	www.risd.edu
1310	1	www.rwu.edu
1311	1	www.iyrs.org
1312	1	www.nursingri.com
1313	1	www.mtti.edu
1314	1	www.nettts.com
1315	1	www.empire.edu
1316	1	www.calpoly.edu
1317	1	www.csupomona.edu
1318	1	www.csub.edu
1319	1	www.csuci.edu
1320	1	www.csudh.edu
1321	1	www.fullerton.edu
1322	1	www.calstatela.edu
1323	1	www.csun.edu
1324	1	www.csusm.edu
1325	1	www.csustan.edu
1326	1	www.sdsu.edu
1327	1	www.sfsu.edu
1328	1	www.sjsu.edu
1329	1	www.ucdavis.edu
1330	1	www.ucla.edu
1331	1	www.ucsd.edu
1332	1	www.ucsf.edu
1333	1	www.ucsb.edu
1334	1	www.ucsc.edu
1335	1	www.uchastings.edu
1336	1	www.hancockcollege.edu
1337	1	www.bakersfieldcollege.edu
1338	1	WWW.CERRITOS.EDU
1339	1	www.ccsf.edu
1340	1	www.canyons.edu
1341	1	www.crc.losrios.edu
1342	1	www.cypresscollege.edu
1343	1	www.dvc.edu
1344	1	www.elac.edu
1345	1	www.foothill.edu
1346	1	www.fresnocitycollege.edu
1347	1	www.glendale.edu
1348	1	www.grossmont.edu
1349	1	www.lbcc.edu
1350	1	www.lacitycollege.edu
1351	1	www.lavc.edu
1352	1	mjc.edu
1353	1	www.moorparkcollege.edu
1354	1	WWW.PALOMAR.EDU
1355	1	www.riohondo.edu
1356	1	www.rcc.edu
1357	1	www.scc.losrios.edu
1358	1	www.sdcity.edu
1359	1	www.sdmesa.edu
1360	1	www.deltacollege.edu
1361	1	www.sac.edu
1362	1	www.sierracollege.edu
1363	1	www.swccd.edu
1364	1	www.venturacollege.edu
1365	1	www.bpace.k12.ca.us
1366	1	www.hlpae.org
1367	1	www.pusd.org
1368	1	www.bethany.edu
1369	1	www.brooks.edu
1370	1	www.calbaptist.edu
1371	1	www.cca.edu
1372	1	www.ciis.edu
1373	1	www.callutheran.edu
1374	1	www.cgu.edu
1375	1	www.claremontmckenna.edu
1376	1	www.coleman.edu
1377	1	www.expression.edu
1378	1	www.fuller.edu
1379	1	www.gia.edu
1380	1	www.ggu.edu
1381	1	www.hiu.edu
1382	1	www.itp.edu
1383	1	www.itt-tech.edu
1384	1	www.itt-tech.edu
1385	1	www.kingsseminary.edu
1386	1	www.lasierra.edu
1387	1	www.lmu.edu
1388	1	www.menlo.edu
1389	1	www.oxy.edu
1390	1	www.PacificCollege.edu
1391	1	www.pacifica.edu
1392	1	www.pitzer.edu
1393	1	www.pointloma.edu
1394	1	www.pomona.edu
1395	1	www.stmarys-ca.edu
1396	1	www.sdcc.edu
1397	1	www.sfai.edu
1398	1	www.scu.edu
1399	1	www.scuhs.edu
1400	1	www.masters.edu
1401	1	www.ulv.edu
1402	1	www.usfca.edu
1403	1	www.pacific.edu
1404	1	www.westcoastuniversity.edu
1405	1	www.westernu.edu
1406	1	www.westwood.edu
1407	1	www.westwood.edu
1408	1	WWW.whittier.edu
1409	1	WWW.JESSUP.EDU
1410	1	www.woodbury.edu
1411	1	www.bryancollege.edu
1412	1	www.cnicollege.edu
1413	1	www.casalomacollege.edu
1414	1	csicollege.edu
1415	1	everest.edu
1416	1	www.Heald.edu
1417	1	www.Heald.edu
1418	1	www.heald.edu
1419	1	www.heald.edu
1420	1	www.it-colleges.edu
1421	1	http:
1422	1	kaplancollege.com
1423	1	www.kc-panoramacity.com
1424	1	getinfo.kaplancollege.com
1425	1	www.mariccollege.edu
1426	1	www.marymountpv.edu
1427	1	WWW.NEWBRIDGECOLLEGE.EDU
1428	1	www.premierecollege.edu
1429	1	www.golfcollege.edu
1430	1	www.sjvc.edu
1431	1	SOUTHCOASTCOLLEGE.COM
1432	1	www.westerncollege.com
1433	1	www.wyotech.edu
1434	1	www.advancebeautycollege.com
1435	1	Californiacareerschool.edu
1436	1	careercolleges.org
1437	1	www.everest.edu
1438	1	www.success.edu
1439	1	www.larecordingschool.com
1440	1	www.mud.edu
1441	1	www.milaninstitute.edu
1442	1	www.trainingcenters.org
1443	1	pacific-college.com
1444	1	www.westech.edu
1445	1	wbi.edu
1446	1	www.clemson.edu
1447	1	www.fmarion.edu
1448	1	www.musc.edu
1449	1	www.scsu.edu
1450	1	www.sc.edu
1451	1	www.winthrop.edu
1452	1	www.atc.edu
1453	1	www.netc.edu
1454	1	www.octech.edu
1455	1	www.tctc.edu
1456	1	www.tridenttech.edu
1457	1	www.uscsumter.edu
1458	1	uscunion.sc.edu
1459	1	www.yorktech.com
1460	1	www.allenuniversity.edu
1461	1	www.benedict.edu
1462	1	www.bju.edu
1463	1	www.coker.edu
1464	1	www.furman.edu
1465	1	www.limestone.edu
1466	1	www.morris.edu
1467	1	www.presby.edu
1468	1	www.smcollege.edu
1469	1	www.swu.edu.
1470	1	www.voorhees.edu
1471	1	www.forrestcollege.edu
1472	1	www.hairchamps.com
1473	1	www.charlestoncosmetology.com
1474	1	charlestonmassage.com
1475	1	www.kennethshuler.com
1476	1	www.lacyschools.com
1477	1	www.legrandinstitute.com
1478	1	www.southeasternmassageschools.com
1479	1	strandcollege.com
1480	1	www.sumterbeautycollege.com
1481	1	www.dsu.edu
1482	1	www.sdsmt.edu
1483	1	www.mitchelltech.edu
1484	1	www.presentation.edu
1485	1	www.sfseminary.edu
1486	1	usiouxfalls.edu
1487	1	WWW.AVERASACREDHEART.COM
1488	1	www.stewartschool.edu
1489	1	www.apsu.edu
1490	1	www.etsu.edu
1491	1	www.mtsu.edu
1492	1	www.memphis.edu
1493	1	www.columbiastate.edu
1494	1	www.dscc.edu
1495	1	www.mscc.edu
1496	1	www.nscc.edu
1497	1	www.roanestate.edu
1498	1	www.southwest.tn.edu
1499	1	www.ttcc.edu
1500	1	WWW.TTCDICKSON.EDU
1501	1	www.ttcmckenzie.edu
1502	1	www.ttcmcminnville.edu
1503	1	www.ttcmemphis.edu
1504	1	www.ttcmurfreesboro.edu
1505	1	www.ttcnashville.edu
1506	1	www.ttcparis.edu
1507	1	www.ttcshelbyville.edu
1508	1	www.ws.edu
1509	1	www.abcnash.edu
1510	1	www.aquinascollege.edu
1511	1	www.bryan.edu
1512	1	www.cn.edu
1513	1	www.cbu.edu
1514	1	www.cogts.edu
1515	1	www.crichton.edu
1516	1	www.cumberland.edu
1517	1	www.fountainheadcollege.edu
1518	1	WWW.FWBBC.EDU
1519	1	www.iadtnashville.com
1520	1	www.lambuth.edu
1521	1	www.leeuniversity.edu
1522	1	www.maryvillecollege.edu
1523	1	www.mmc.edu
1524	1	www.memphisseminary.edu
1525	1	www.nossi.com
1526	1	www.southern.edu
1527	1	www.williamsoncc.edu
1528	1	www.draughons.edu
1529	1	www.hiwassee.edu
1530	1	www.guptoncollege.edu
1531	1	www.kci-nashville.com
1532	1	www.nadcedu.com
1533	1	www.franklinacademy.edu
1534	1	www.ihd4me.com
1535	1	www.lastminutecuts.com
1536	1	leadersinbeautyed.com
1537	1	www.Nashvillecollege.com
1538	1	leadersinbeautyed.com
1539	1	leadersinbeautyed.com
1540	1	www.genesiscareer.com
1541	1	TennesseeAcademy.com
1542	1	tennesseecareerinstitute.com
1543	1	www.angelo.edu
1544	1	www.brazosport.edu
1545	1	www.mwsu.edu
1546	1	www.pvamu.edu
1547	1	www.shsu.edu
1548	1	tamhsc.edu
1549	1	TAMIU.EDU
1550	1	www.tamu-commerce.edu
1551	1	WWW.TWU.EDU
1552	1	www.utpa.edu
1553	1	WWW.UTB.EDU
1554	1	www.utdallas.edu
1555	1	www.utsa.edu
1556	1	www.uh.edu
1557	1	www.uhcl.edu
1558	1	www.uhd.edu
1559	1	www.unt.edu
1560	1	www.hsc.unt.edu
1561	1	www.utsouthwestern.edu
1562	1	www.wtamu.edu
1563	1	www.alvincollege.edu
1564	1	www.actx.edu
1565	1	www.austincc.edu
1566	1	www.blinn.edu
1567	1	www.dcccd.edu
1568	1	www.dcccd.edu
1569	1	www.com.edu
1570	1	www.delmar.edu
1571	1	www.dcccd.edu
1572	1	www.epcc.edu
1573	1	www.grayson.edu
1574	1	www.lee.edu
1575	1	www.navarrocollege.edu
1576	1	www.odessa.edu
1577	1	www.accd.edu
1578	1	www.tccd.edu
1579	1	www.harlingen.tstc.edu
1580	1	www.waco.tstc.edu
1581	1	WWW.TJC.EDU
1582	1	www.vernoncollege.edu
1583	1	www.victoriacollege.edu
1584	1	www.wc.edu
1585	1	www.wcjc.edu
1586	1	www.acaom.edu
1587	1	www.austincollege.edu
1588	1	www.austinseminary.edu
1589	1	www.bcm.edu
1590	1	www.concordia.edu
1591	1	www.dallas.edu
1592	1	WWW.DTS.EDU
1593	1	www.etbu.edu
1594	1	www.ssw.edu
1595	1	www.hbu.edu
1596	1	www.hputx.edu
1597	1	www.htu.edu
1598	1	www.jarvis.edu
1599	1	www.ost.edu
1600	1	www.ollusa.edu
1601	1	www.rice.edu
1602	1	www.stedwards.edu
1603	1	www.schreiner.edu
1604	1	www.smu.edu
1605	1	www.sagu.edu
1606	1	www.swbts.edu
1607	1	www.tcu.edu
1608	1	www.texascollege.edu
1609	1	www.texastcm.edu
1610	1	www.txwes.edu
1611	1	www.aid.edu
1612	1	www.cstm.edu
1613	1	www.trinity.edu
1614	1	www.udallas.edu
1615	1	www.stthom.edu
1616	1	www.wbu.edu
1617	1	wileyc.edu
1618	1	www.arlingtonci.com
1619	1	www.commonwealth.edu
1620	1	www.computercareercenter.edu
1621	1	covenantson.com
1622	1	www.ciaml.com
1623	1	www.hallmarkcollege.edu
1624	1	www.jacksonville-college.edu
1625	1	KDSTUDIO.COM
1626	1	KICR1.com
1627	1	www.medvance.edu
1628	1	www.remingtoncollege.edu
1629	1	www.tca.edu
1630	1	www.wadecollege.edu
1631	1	www.anamarc.edu
1632	1	www.aticareertraining.edu
1633	1	www.aviationmaintenance.edu
1634	1	capcitytradetech.com
1635	1	www.cctep.com
1636	1	careerquestusa.com
1637	1	lincolntech.com
1638	1	www.ogleschool.com
1639	1	www.pcihealth.net
1640	1	www.southeasterncareerinstitute.com
1641	1	www.tsb.edu
1642	1	www.tristatecosmetology.com
1643	1	new.dixie.edu
1644	1	www.usu.edu
1645	1	www.uvu.edu
1646	1	www.weber.edu
1647	1	www.batc.edu
1648	1	www.owatc.edu
1649	1	www.swatc.org
1650	1	www.everest.edu
1651	1	www.itt-tech.edu
1652	1	stevenshenager.edu
1653	1	www.westminstercollege.edu
1654	1	echelonedgeacademy.com
1655	1	www.maximumstyletec.com
1656	1	www.paulmitchelltheschool.com
1657	1	www.shermankendall.com
1658	1	www.shermankendall.com
1659	1	www.staceyscollege.com
1660	1	oimt.net
1661	1	www.renaissancemassageschool.com
1662	1	www.castleton.edu
1663	1	WWW.JSC.VSC.EDU
1664	1	burlingtonaviationtech.org
1665	1	www.bennington.edu
1666	1	www.burlington.edu
1667	1	www.champlain.edu
1668	1	www.csj.edu
1669	1	www.greenmtn.edu
1670	1	www.marlboro.edu
1671	1	www.norwich.edu
1672	1	www.svc.edu
1673	1	www.vermontlaw.edu
1674	1	www.cnu.edu
1675	1	www.longwood.edu
1676	1	www.odu.edu
1677	1	www.radford.edu
1678	1	www.uvawise.edu
1679	1	www.vsu.edu
1680	1	www.brcc.edu
1681	1	www.dslcc.edu
1682	1	www.nr.edu
1683	1	www.ph.vccs.edu
1684	1	www.pvcc.edu
1685	1	www.rbc.edu
1686	1	www.tncc.edu
1687	1	www.tcc.edu
1688	1	www.wcc.vccs.edu
1689	1	www.sentara.com
1690	1	wcsc.wcs.k12.va.us
1691	1	wwrc.virginia.gov
1692	1	www.asl.edu
1693	1	www.bridgewater.edu
1694	1	www.emu.edu
1695	1	www.evms.edu
1696	1	www.ecpi.edu
1697	1	www.ehc.edu
1698	1	www.gibbsva.com
1699	1	www.hamptonu.edu
1700	1	www.jchs.edu
1701	1	www.liberty.edu
1702	1	www.lynchburg.edu
1703	1	www.mbc.edu
1704	1	www.rmc.edu
1705	1	www.regent.edu
1706	1	www.roanoke.edu
1707	1	www.stratford.edu
1708	1	www.sbc.edu
1709	1	centuracollege.edu
1710	1	www.union-psce.edu
1711	1	www.richmond.edu
1712	1	www.vic.edu
1713	1	www.vuu.edu
1714	1	www.vwc.edu
1715	1	www.actcollege.edu
1716	1	www.bonsecours.com
1717	1	www.everest.edu
1718	1	www.centrahealth.com
1719	1	www.careers.edu
1720	1	www.riverside-online.com
1721	1	www.success.edu
1722	1	www.AviCareerTraining.com
1723	1	www.grahamwebbacademyonline.com
1724	1	www.legendsinstitute.com
1725	1	www.tidewatertechtrades.edu
1726	1	bellevuecollege.edu
1727	1	www.cwu.edu
1728	1	www.ewu.edu
1729	1	www.pc.ctc.edu
1730	1	www.evergreen.edu
1731	1	www.wsu.edu
1732	1	www.wwu.edu
1733	1	www.cascadia.edu
1734	1	www.clark.edu
1735	1	www.cptc.edu
1736	1	www.edcc.edu
1737	1	www.highline.edu
1738	1	www.pierce.ctc.edu
1739	1	www.spscc.ctc.edu
1740	1	www.scc.spokane.edu
1741	1	www.spokanefalls.edu
1742	1	www.tacomacc.edu
1743	1	www.wallawalla.cc
1744	1	www.wvc.edu
1745	1	www.whatcom.ctc.edu
1746	1	www.yvcc.edu
1747	1	www.bastyr.edu
1748	1	www.cornish.edu
1749	1	www.digipen.edu
1750	1	www.faithseminary.edu
1751	1	www.heritage.edu
1752	1	www.northwestu.edu
1753	1	www.spu.edu
1754	1	www.tlc.edu
1755	1	www.ups.edu
1756	1	www.glendow.com
1757	1	www.perrytech.edu
1758	1	www.everest.edu
1759	1	www.diversinstitute.com
1760	1	www.everest.edu
1761	1	www.genejuarezacademy.com
1762	1	www.aha.edu
1763	1	www.parobacollege.com
1764	1	inwhvac.org
1765	1	stylemasters.edu
1766	1	www.fairmontstate.edu
1767	1	www.westliberty.edu
1768	1	www.blueridgectc.edu
1769	1	www.wvutech.edu
1770	1	kcs.kana.k12.wv.us
1771	1	www.marshall.edu
1772	1	www.southernwv.edu
1773	1	www.wvncc.edu
1774	1	fayettetech.net
1775	1	www.mtecwv.edu
1776	1	www.roane-jacksontechnicalcenter.com
1777	1	www.ab.edu
1778	1	www.abc.edu
1779	1	www.davisandelkins.edu
1780	1	www.mountainstate.edu
1781	1	WWW.SALEMU.EDU
1782	1	www.ucwv.edu
1783	1	www.wvuhradtech.com
1784	1	www.wju.edu
1785	1	clarksburgbeautyacademy.com
1786	1	www.everest.edu
1787	1	www.huntingtonjuniorcollege.edu
1788	1	www.Morgantownbeautycollege.com
1789	1	www.mountainstate.org
1790	1	valleycollege.com
1791	1	www.vct.edu
1792	1	www.wvbc.edu
1793	1	www.wvjcmorgantown.edu
1794	1	www.mtnstmassage.com
1795	1	www.oicwv.org
1796	1	www.uwec.edu
1797	1	www.uwlax.edu
1798	1	www.uwm.edu
1799	1	www.uwosh.edu
1800	1	www.uwp.edu
1801	1	www.uwrf.edu
1802	1	www.uwsp.edu
1803	1	www.uwstout.edu
1804	1	www.uww.edu
1805	1	www.blackhawk.edu
1806	1	www.gotoltc.edu
1807	1	www.mstc.edu
1808	1	matc.edu
1809	1	www.morainepark.edu
1810	1	www.nicoletcollege.edu
1811	1	www.ntc.edu
1812	1	www.witc.edu
1813	1	www.bcon.edu
1814	1	www.edgewood.edu
1815	1	www.itt-tech.edu
1816	1	mbbc.edu
1817	1	www.Acupuncture.edu
1818	1	www.miad.edu
1819	1	www.msoe.edu
1820	1	www.nashotah.edu
1821	1	www.nbbc.edu
1822	1	www.ripon.edu
1823	1	www.snc.edu
1824	1	www.viterbo.edu
1825	1	www.wspp.edu
1826	1	www.affinityhealth.org
1827	1	www.aurora.org
1828	1	bellin.org
1829	1	www.menominee.edu
1830	1	WWW.MADISONMEDIA.EDU
1831	1	www.empire.edu
1832	1	www.mcofc.com
1833	1	www.phdacademy.com
