university	embark	type
1474	1	Public
1475	1	Private
1476	1	Public
1477	1	Public
1478	1	Public
1479	1	PRIVATE
1480	1	Public
1481	1	Public
1482	1	Public
1483	1	PRIVATE
1484	1	Private
1485	1	Private
1486	1	Public
1487	1	Public
1488	1	PRIVATE
1489	1	Public
1490	1	PRIVATE
1491	1	PRIVATE
1492	1	PRIVATE
1493	1	Private
1494	1	PRIVATE
1495	1	Private
1496	1	PUBLIC
1497	1	PRIVATE
1498	1	PRIVATE
1499	1	Private
1500	1	Private
1501	1	Private
1502	1	Private
1503	1	PRIVATE
1504	1	Private
1505	1	Private
1506	1	Private
1507	1	Public
1508	1	PUBLIC
1509	1	PUBLIC
1510	1	PRIVATE
1511	1	PRIVATE
1512	1	Private
1513	1	PROPRIETAR
1514	1	Private
1515	1	PRIVATE
1516	1	PUBLIC
1517	1	Public
1518	1	Public
1519	1	Public
1520	1	PUBLIC
1521	1	PUBLIC
1522	1	PUBLIC
1523	1	PUBLIC
1524	1	PUBLIC
1525	1	PUBLIC
1526	1	PUBLIC
1527	1	PUBLIC
1528	1	PUBLIC
1529	1	Public
1530	1	Public
1531	1	Public
1532	1	PUBLIC
1533	1	PUBLIC
1534	1	Public
1535	1	Public
1536	1	Public
1537	1	Public
1538	1	PUBLIC
1539	1	PUBLIC
1540	1	PUBLIC
1541	1	PUBLIC
1542	1	PUBLIC
1543	1	PRIVATE
1544	1	Public
1545	1	Public
1546	1	Private
1547	1	PRIVATE
1548	1	Private
1549	1	Private
1550	1	PRIVATE
1551	1	Public
1552	1	Public
1553	1	PRIVATE
1554	1	Public
1555	1	Private
1556	1	Private
1557	1	Public
1558	1	Public
1559	1	Private
1560	1	Public
1561	1	PUBLIC
1562	1	Private
1563	1	PUBLIC
1564	1	Public
1565	1	Public
1566	1	Public
1567	1	Public
1568	1	Public
1569	1	Public
1570	1	Public
1571	1	Public
1572	1	Public
1573	1	Public
1574	1	Public
1575	1	Public
1576	1	Public
1577	1	PRIVATE
1578	1	Private
1579	1	Private
1580	1	Private
1581	1	Private
1582	1	Public
1583	1	Public
1584	1	PUBLIC
1585	1	PUBLIC
1586	1	PRIVATE
1587	1	Private
1588	1	PRIVATE
1589	1	Private
1590	1	Private
1591	1	Public
1592	1	Public
1593	1	PUBLIC
1594	1	PUBLIC
1595	1	Public
1596	1	Private
1597	1	PRIVATE
1598	1	PUBLIC
1599	1	Public
1600	1	Private
1601	1	PRIVATE
1602	1	Private
1603	1	Private
1604	1	Private
1605	1	Private
1606	1	PROPRIETAR
1607	1	Private
1608	1	Private
1609	1	Private
1610	1	Private
1611	1	Public
1612	1	Private
1613	1	Private
1614	1	Private
1615	1	Private
1616	1	Private
1617	1	PUBLIC
1618	1	Private
1619	1	Private
1620	1	PRIVATE
1621	1	PRIVATE
1622	1	Private
1623	1	Private
1624	1	PRIVATE
1625	1	Private
1626	1	PUBLIC
1627	1	PRIVATE
1628	1	PRIVATE
1629	1	Private
1630	1	Private
1631	1	Private
1632	1	Private
1633	1	Private
1634	1	Private
1635	1	PRIVATE
1636	1	Private
1637	1	PRIVATE
1638	1	Private
1639	1	Private
1640	1	Private
1641	1	Private
1642	1	Private
1643	1	Private
1644	1	Private
1645	1	PUBLIC
1646	1	Public
1647	1	PUBLIC
1648	1	Public
1649	1	PUBLIC
1650	1	PRIVATE
1651	1	PUBLIC
1652	1	Private
1653	1	PUBLIC
1654	1	Private
1655	1	PRIVATE
1656	1	PRIVATE
1657	1	PRIVATE
1658	1	PRIVATE
1659	1	Private
1660	1	Private
1661	1	Public
1662	1	Private
1663	1	Private
1664	1	Private
1665	1	Private
1666	1	PRIVATE
1667	1	PUBLIC
1668	1	Private
1669	1	Private
1670	1	Private
1671	1	Private
1672	1	Private
1673	1	Public
1674	1	Private
1675	1	Private
1676	1	Private
1677	1	Public
1678	1	PRIVATE
1679	1	PRIVATE
1680	1	PRIVATE
1681	1	PRIVATE
1682	1	PRIVATE
1683	1	PRIVATE
1684	1	PRIVATE
1685	1	Public
1686	1	PUBLIC
1687	1	PUBLIC
1688	1	PUBLIC
1689	1	Private
1690	1	Private
1691	1	Private
1692	1	Private
1693	1	Private
1694	1	Public
1695	1	Private
1696	1	PRIVATE
1697	1	Private
1698	1	Public
1699	1	Public
1700	1	Public
1701	1	Public
1702	1	Private
1703	1	Private
1704	1	Public
1705	1	Private
1706	1	PRIVATE
1707	1	PRIVATE
1708	1	PRIVATE
1709	1	PUBLIC
1710	1	PRIVATE
1711	1	PUBLIC
1712	1	PUBLIC
1713	1	PUBLIC
1714	1	Private
1715	1	Private
1716	1	Private
1717	1	PROPRIETAR
1718	1	PUBLIC
1719	1	PUBLIC
1720	1	PUBLIC
1721	1	PUBLIC
1722	1	PUBLIC
1723	1	Public
1724	1	PUBLIC
1725	1	Public
1726	1	PUBLIC
1727	1	Public
1728	1	PUBLIC
1729	1	PUBLIC
1730	1	PUBLIC
1731	1	PUBLIC
1732	1	PUBLIC
1733	1	PUBLIC
1734	1	PRIVATE
1735	1	PRIVATE
1736	1	Private
1737	1	PUBLIC
1738	1	Public
1739	1	Public
1740	1	PUBLIC
1741	1	PUBLIC
1742	1	Public
1743	1	Private
1744	1	PRIVATE
1745	1	PUBLIC
1746	1	Public
1747	1	PRIVATE
1748	1	PRIVATE
1749	1	PRIVATE
1750	1	Private
1751	1	PUBLIC
1752	1	PRIVATE
1753	1	PRIVATE
1754	1	Public
1755	1	PUBLIC
1756	1	PRIVATE
1757	1	PUBLIC
1758	1	PUBLIC
1759	1	PRIVATE
1760	1	PUBLIC
1761	1	PUBLIC
1762	1	Public
1763	1	PUBLIC
1764	1	PUBLIC
1765	1	PRIVATE
1766	1	PRIVATE
1767	1	PUBLIC
1768	1	PUBLIC
1769	1	PUBLIC
1770	1	PUBLIC
1771	1	PUBLIC
1772	1	Public
1773	1	PUBLIC
1774	1	PUBLIC
1775	1	Public
1776	1	Public
1777	1	PRIVATE
1778	1	Public
1779	1	Public
1780	1	PUBLIC
1781	1	Public
1782	1	PUBLIC
1783	1	PUBLIC
1784	1	PUBLIC
1785	1	PUBLIC
1786	1	PUBLIC
1787	1	PUBLIC
1788	1	PUBLIC
1789	1	PUBLIC
1790	1	PRIVATE
1791	1	Public
1792	1	PUBLIC
1793	1	PUBLIC
1794	1	PUBLIC
1795	1	PUBLIC
1796	1	PUBLIC
1797	1	PUBLIC
1798	1	PUBLIC
1799	1	Private
1800	1	PRIVATE
1801	1	Private
1802	1	PRIVATE
1803	1	Public
1804	1	PUBLIC
1805	1	PRIVATE
1806	1	PRIVATE
1807	1	PUBLIC
1808	1	PRIVATE
1809	1	PRIVATE
1810	1	PRIVATE
1811	1	Private
1812	1	PUBLIC
1813	1	PRIVATE
1814	1	Private
1815	1	PRIVATE
1816	1	PUBLIC
1817	1	Public
1818	1	Public
1819	1	PUBLIC
1820	1	PUBLIC
1821	1	PRIVATE
1822	1	PUBLIC
1823	1	PUBLIC
1824	1	PRIVATE
1825	1	PUBLIC
1826	1	PUBLIC
1827	1	Public
1828	1	PUBLIC
1829	1	PUBLIC
1830	1	PRIVATE
1831	1	PUBLIC
1832	1	PRIVATE
1833	1	PRIVATE
1834	1	PRIVATE
1835	1	Public
1836	1	PRIVATE
1837	1	Private
1838	1	PUBLIC
1839	1	Public
1840	1	PUBLIC
1841	1	Public
1842	1	PUBLIC
1843	1	PRIVATE
1844	1	Private
1845	1	Public
1846	1	Public
1847	1	Public
1848	1	Public
1849	1	Public
1850	1	Public
1851	1	Public
1852	1	Public
1853	1	Public
1854	1	Public
1855	1	PUBLIC
1856	1	PUBLIC
1857	1	PUBLIC
1858	1	PUBLIC
1859	1	PUBLIC
1860	1	PUBLIC
1861	1	PRIVATE
1862	1	Private
1863	1	PUBLIC
1864	1	PRIVATE
1865	1	Private
1866	1	Private
1867	1	Public
1868	1	PUBLIC
1869	1	Private
1870	1	Private
1871	1	PRIVATE
1872	1	PRIVATE
1873	1	Private
1874	1	PRIVATE
1875	1	Private
1876	1	Private
1877	1	Private
1878	1	PRIVATE
1879	1	PRIVATE
1880	1	Public
1881	1	PUBLIC
1882	1	Public
1883	1	PUBLIC
1884	1	PRIVATE
1885	1	Public
1886	1	Public
1887	1	PRIVATE
1888	1	Private
1889	1	PRIVATE
1890	1	Public
1891	1	Public
1892	1	Public
1893	1	Public
1894	1	Public
1895	1	PRIVATE
1896	1	PUBLIC
1897	1	PRIVATE
1898	1	PRIVATE
1899	1	PRIVATE
1900	1	Public
1901	1	PUBLIC
1902	1	Private
1903	1	Private
1904	1	Private
1905	1	Public
1906	1	PRIVATE
1907	1	Public
1908	1	Public
1909	1	Public
1910	1	PUBLIC
1911	1	PUBLIC
1912	1	Public
1913	1	Private
1914	1	PRIVATE
1915	1	PRIVATE
1916	1	Private
1917	1	PRIVATE
1918	1	Public
1919	1	PUBLIC
1920	1	Private
1921	1	Public
1922	1	Public
1923	1	PUBLIC
1924	1	Public
1925	1	Public
1926	1	PUBLIC
1927	1	Public
1928	1	Private
1929	1	Public
1930	1	PUBLIC
1931	1	PUBLIC
1932	1	PUBLIC
1933	1	PRIVATE
1934	1	Public
1935	1	Public
1936	1	PRIVATE
1937	1	Private
1938	1	PUBLIC
1939	1	Public
1940	1	Private
1941	1	Public
1942	1	PUBLIC
1943	1	Public
1944	1	Private
1945	1	Private
1946	1	Private
1947	1	PUBLIC
1948	1	PRIVATE
1949	1	PRIVATE
1950	1	Public
1951	1	Public
1952	1	Private
1953	1	Private
1954	1	Private
1955	1	Private
1956	1	Private
1957	1	Private
1958	1	Public
1959	1	PRIVATE
1960	1	PRIVATE
1961	1	PRIVATE
1962	1	Private
1963	1	PRIVATE
1964	1	PRIVATE
1965	1	Public
1966	1	PRIVATE
1967	1	Private
1968	1	PRIVATE
1969	1	PRIVATE
1970	1	PUBLIC
1971	1	Private
1972	1	PRIVATE
1973	1	PRIVATE
1974	1	Public
1975	1	PRIVATE
1976	1	Public
1977	1	PRIVATE
1978	1	PUBLIC
1979	1	PUBLIC
1980	1	PUBLIC
1981	1	Public
1982	1	Public
1983	1	Public
1984	1	PRIVATE
1985	1	Private
1986	1	Private
1987	1	Private
1988	1	PRIVATE
1989	1	Public
1990	1	PRIVATE
1991	1	Public
1992	1	Private
1993	1	PRIVATE
1994	1	Private
1995	1	Public
1996	1	Public
1997	1	Public
1998	1	Private
1999	1	Private
