university	collegetoolkit	name
0880	1	Olean Business Institute
0881	1	Onondaga Community College
0882	1	Orange County Community College
0883	1	Professional Business College
0884	1	Rockland Community College
0885	1	Saint Elizabeth College of Nursing
0886	1	Samaritan Hospital School of Nursing
0887	1	Schenectady County Community College
0888	1	St. Paul's School of Nursing-Queens
0889	1	Suffolk County Community College
0890	1	Technical Career Institutes
0891	1	The Art Institute of New York City
0892	1	Trocaire College
0893	1	Ulster County Community College
0894	1	Wood Tobe-Coburn School
0895	1	Apex School of Theology
0896	1	Belmont Abbey College
0897	1	Brevard College
0898	1	Cabarrus College of Health Sciences
0899	1	Campbell University Inc
0900	1	Chowan University
0901	1	Duke University
0902	1	Elizabeth City State University
0903	1	Greensboro College
0904	1	Guilford College
0905	1	Hood Theological Seminary
0906	1	ITT Technical Institute-Charlotte North
0907	1	ITT Technical Institute-Morrisville
0908	1	Johnson & Wales University-Charlotte
0909	1	Lenoir-Rhyne University
0910	1	Livingstone College
0911	1	Methodist University
0912	1	Montreat College
0913	1	Peace College
0914	1	Piedmont Baptist College and Graduate School
0915	1	Queens University of Charlotte
0916	1	Salem College
0917	1	South College-Asheville
0918	1	The Art Institute of Charlotte
0919	1	University of North Carolina at Pembroke
0920	1	University of North Carolina School of the Arts
0921	1	University of Phoenix-Charlotte Campus
0922	1	University of Phoenix-Raleigh Campus
0923	1	Warren Wilson College
0924	1	Winston-Salem State University
0925	1	Asheville-Buncombe Technical Community College
0926	1	Brunswick Community College
0927	1	Carolinas College of Health Sciences
0928	1	Catawba Valley Community College
0929	1	Central Piedmont Community College
0930	1	Cleveland Community College
0931	1	Coastal Carolina Community College
0932	1	College of the Albemarle
0933	1	Durham Technical Community College
0934	1	Fayetteville Technical Community College
0935	1	Haywood Community College
0936	1	Isothermal Community College
0937	1	Johnston Community College
0938	1	Lenoir Community College
0939	1	Louisburg College
0940	1	Martin Community College
0941	1	McDowell Technical Community College
0942	1	Mitchell Community College
0943	1	Montgomery Community College
0944	1	Pamlico Community College
0945	1	Piedmont Community College
0946	1	Pitt Community College
0947	1	Robeson Community College
0948	1	Rockingham Community College
0949	1	Sampson Community College
0950	1	School of Communication Arts
0951	1	South Piedmont Community College
0952	1	Southeastern Community College
0953	1	Stanly Community College
0954	1	Wake Technical Community College
0955	1	Wilkes Community College
0956	1	Bismarck State College
0957	1	Dickinson State University
0958	1	Rasmussen College-Bismarck
0959	1	Rasmussen College-Fargo
0960	1	Valley City State University
0961	1	Dakota College at Bottineau
0962	1	Allegheny Wesleyan College
0963	1	Antioch University McGregor
0964	1	Antioch University PhD Program in Leadership and Change
0965	1	Baldwin-Wallace College
0966	1	Bluffton University
0967	1	Cedarville University
0968	1	Chancellor University
0969	1	Cleveland Institute of Art
0970	1	Cleveland Institute of Music
0971	1	Columbus College of Art and Design
0972	1	Denison University
0973	1	DeVry University-Ohio
0974	1	Franklin University
0975	1	Kettering College of Medical Arts
0976	1	Lake Erie College
0977	1	Lourdes College
0978	1	Marietta College
0979	1	Mercy College of Northwest Ohio
0980	1	Mount Union College
0981	1	Muskingum University
0982	1	Northeastern Ohio Universities Colleges of Medicine and Pharmacy
0983	1	Ohio Christian University
0984	1	Ohio College of Podiatric Medicine
0985	1	Ohio State University-Lima Campus
0986	1	Ohio University-Chillicothe Campus
0987	1	Ohio University-Lancaster Campus
0988	1	Payne Theological Seminary
0989	1	Shawnee State University
0990	1	Trinity Lutheran Seminary
0991	1	University of Cincinnati-Clermont College
0992	1	University of Northwestern Ohio
0993	1	University of Phoenix-Cleveland Campus
0994	1	University of Rio Grande
0995	1	Walsh University
0996	1	Wilberforce University
0997	1	Wilmington College
0998	1	Winebrenner Theological Seminary
0999	1	Youngstown State University
1000	1	Akron Institute of Herzing University
1001	1	Aultman College of Nursing and Health Sciences
1002	1	Belmont Technical College
1003	1	Bohecker College
1004	1	Bohecker College-Columbus
1005	1	Bowling Green State University-Firelands
1006	1	Brown Mackie College-Akron
1007	1	Brown Mackie College-North Canton
1008	1	Central Ohio Technical College
1009	1	Cincinnati State Technical and Community College
1010	1	Clark State Community College
1011	1	Columbus State Community College
1012	1	Daymar College
1013	1	Eastern Gateway Community College
1014	1	Gallipolis Career College
1015	1	Hocking College
1016	1	Hondros College
1017	1	ITT Technical Institute-Dayton
1018	1	ITT Technical Institute-Norwood
1019	1	ITT Technical Institute-Warrensville Heights
1020	1	ITT Technical Institute-Youngstown
1021	1	James A Rhodes State College
1022	1	Kaplan College
1023	1	Kaplan College-Columbus Campus
1024	1	Lakeland Community College
1025	1	Lorain County Community College
1026	1	Marion Technical College
1027	1	Miami-Jacobs Career College
1028	1	Miami-Jacobs Career College
1029	1	National Institute of Technology
1030	1	North Central State College
1031	1	Northwest State Community College
1032	1	Ohio Business College
1033	1	Ohio Business College-Sheffield
1034	1	Professional Skills Institute
1035	1	Remington College-Cleveland Campus
1036	1	Remington College-Cleveland West Campus
1037	1	Sinclair Community College
1038	1	Southern State Community College
1039	1	Southwestern College
1040	1	Southwestern College
1041	1	Stautzenberger College-Brecksville
1042	1	Terra State Community College
1043	1	The Art Institute of Ohio-Cincinnati
1044	1	Trumbull Business College
1045	1	University of Akron Wayne College
1046	1	DeVry University-Oklahoma
1047	1	East Central University
1048	1	ITT Technical Institute-Oklahoma City
1049	1	ITT Technical Institute-Tulsa
1050	1	Langston University
1051	1	Northeastern State University
1052	1	Northwestern Oklahoma State University
1053	1	Oklahoma Christian University
1054	1	Oklahoma City University
1055	1	Oklahoma Panhandle State University
1056	1	Oklahoma State University Center for Health Sciences
1057	1	Oklahoma State University Institute of Technology-Okmulgee
1058	1	Oklahoma State University-Oklahoma City
1059	1	Oklahoma Wesleyan University
1060	1	Oral Roberts University
1061	1	Phillips Theological Seminary
1062	1	Southern Nazarene University
1063	1	Southwestern Oklahoma State University
1064	1	Spartan College of Aeronautics and Technology
1065	1	University of Central Oklahoma
1066	1	University of Oklahoma Health Sciences Center
1067	1	Carl Albert State College
1068	1	Community Care College
1069	1	Heritage College
1070	1	Northern Oklahoma College
1071	1	Oklahoma City Community College
1072	1	Platt College-OKC Central Campus
1073	1	Rose State College
1074	1	Tulsa Community College
1075	1	Vatterott College
1076	1	Concordia University
1077	1	Corban College
1078	1	DeVry University-Oregon
1079	1	ITT Technical Institute-Portland
1080	1	Linfield College-Adult Degree Program
1081	1	Linfield College-Portland Campus
1082	1	Oregon College of Oriental Medicine
1083	1	Pioneer Pacific College
1084	1	Portland State University
1085	1	University of Portland
1086	1	Western Oregon University
1087	1	Western States Chiropractic College
1088	1	Willamette University
1089	1	Blue Mountain Community College
1090	1	Clatsop Community College
1091	1	Columbia Gorge Community College
1092	1	Lane Community College
1093	1	Linn-Benton Community College
1094	1	Portland Community College
1095	1	Southwestern Oregon Community College
1096	1	Tillamook Bay Community College
1097	1	Western Culinary Institute
1098	1	Allegheny College
1099	1	Arcadia University
1100	1	Bethel Seminary of the East
1101	1	Bloomsburg University of Pennsylvania
1102	1	Carlow University
1103	1	Cedar Crest College
1104	1	Chatham University
1105	1	Delaware Valley College
1106	1	DeSales University
1107	1	East Stroudsburg University of Pennsylvania
1108	1	Eastern University
1109	1	Edinboro University of Pennsylvania
1110	1	Elizabethtown College
1111	1	Franklin and Marshall College
1112	1	Gannon University
1113	1	Geneva College
1114	1	Gettysburg College
1115	1	Gwynedd Mercy College
1116	1	Harrisburg University of Science and Technology
1117	1	Holy Family University
1118	1	Keystone College
1119	1	La Roche College
1120	1	La Salle University
1121	1	Lafayette College
1122	1	Lake Erie College of Osteopathic Medicine
1123	1	Lancaster Bible College and Graduate School
1124	1	Lebanon Valley College
1125	1	Lincoln University of Pennsylvania
1126	1	Lutheran Theological Seminary at Gettysburg
1127	1	Marywood University
1128	1	Misericordia University
1129	1	Moore College of Art and Design
1130	1	Peirce College
1131	1	Pennsylvania Academy of the Fine Arts
1132	1	Pennsylvania College of Technology
1133	1	Pennsylvania State University-College of Medicine
1134	1	Philadelphia College of Osteopathic Medicine
1135	1	Philadelphia University
1136	1	Reconstructionist Rabbinical College
1137	1	Rosemont College
1138	1	Saint Francis University
1139	1	Saint Joseph's University
1140	1	Saint Vincent College
1141	1	Saint Vincent Seminary
1142	1	Salus University
1143	1	Susquehanna University
1144	1	The Art Institute of Philadelphia
1145	1	The Art Institute of Pittsburgh
1146	1	The Dickinson School of Law of the Pennsylvania State University
1147	1	The Restaurant School at Walnut Hill College
1148	1	Thomas Jefferson University
1149	1	University of Pennsylvania
1150	1	Valley Forge Christian College
1151	1	Waynesburg University
1152	1	Westminster Theological Seminary
1153	1	Widener University-Main Campus
1154	1	Wilson College
1155	1	Won Institute of Graduate Studies
1156	1	Allied Medical and Technical Institute
1157	1	Allied Medical and Technical Institute
1158	1	Antonelli Institute
1159	1	Berks Technical Institute
1160	1	Bidwell Training Center Inc
1161	1	Buck's County School of Beauty Culture Inc
1162	1	Butler County Community College
1163	1	Cambria-Rowe Business College
1164	1	Career Training Academy
1165	1	CHI Institute-Broomall
1166	1	Community College of Philadelphia
1167	1	Dean Institute of Technology
1168	1	Du Bois Business College
1169	1	Erie Business Center
1170	1	Erie Business Center-South
1171	1	Everest Institute-Pittsburgh
1172	1	Harcum College
1173	1	Harrisburg Area Community College-Harrisburg
1174	1	Hussian School of Art
1175	1	ITT Technical Institute-Harrisburg
1176	1	ITT Technical Institute-Monroeville
1177	1	ITT Technical Institute-Pittsburgh
1178	1	Johnson College
1179	1	Katharine Gibbs School
1180	1	Lackawanna College
1181	1	Lincoln Technical Institute
1182	1	McCann School of Business and Technology
1183	1	Metropolitan Career Center Computer Technology Institute
1184	1	Montgomery County Community College-West Campus
1185	1	New Castle School of Trades
1186	1	Oakbridge Academy of Arts
1187	1	Pennsylvania Culinary Institute
1188	1	Pennsylvania Highlands Community College
1189	1	Pennsylvania Institute of Technology
1190	1	Pennsylvania School of Business
1191	1	Pittsburgh Institute of Aeronautics
1192	1	Pittsburgh Technical Institute
1193	1	Reading Area Community College
1194	1	Sanford-Brown Institute
1195	1	South Hills School of Business & Technology
1196	1	Triangle Tech Inc-Bethlehem
1197	1	Triangle Tech Inc-Erie
1198	1	Triangle Tech Inc-Greensburg
1199	1	Triangle Tech Inc-Sunbury
1200	1	Vet Tech Institute
1201	1	Wyo Tech-Blairsville
1202	1	Yorktowne Business Institute
1203	1	YTI Career Institute
1204	1	Johnson & Wales University
1205	1	New England Institute of Technology
1206	1	Roger Williams University
1207	1	Roger Williams University School of Law
1208	1	Salve Regina University
1209	1	Community College of Rhode Island
1210	1	Gibbs College
1211	1	Academy of Chinese Culture and Health Sciences
1212	1	Acupuncture and Integrative Medicine College-Berkeley
1213	1	Alliant International University
1214	1	American Conservatory Theater
1215	1	American Film Institute Conservatory
1216	1	American InterContinental University
1217	1	Antioch University-Santa Barbara
1218	1	Argosy University-Inland Empire
1219	1	Argosy University-Orange County
1220	1	Argosy University-San Diego
1221	1	Art Center College of Design
1222	1	California College of the Arts
1223	1	California Institute of Integral Studies
1224	1	California State University-Channel Islands
1225	1	California State University-Chico
1226	1	California State University-Dominguez Hills
1227	1	California State University-East Bay
1228	1	California State University-Fresno
1229	1	California State University-Los Angeles
1230	1	California State University-Sacramento
1231	1	California State University-San Marcos
1232	1	California State University-Stanislaus
1233	1	California Western School of Law
1234	1	Church Divinity School of the Pacific
1235	1	Claremont Graduate University
1236	1	Claremont School of Theology
1237	1	Cleveland Chiropractic College of Los Angeles
1238	1	Cogswell Polytechnical College
1239	1	Concordia University
1240	1	Dell'Arte International School of Physical Theatre
1241	1	Design Institute of San Diego
1242	1	DeVry University-California
1243	1	Ex-Pression College for Digital Arts
1244	1	Franciscan School of Theology
1245	1	Fresno Pacific University
1246	1	Fuller Theological Seminary in California
1247	1	Golden Gate University-San Francisco
1248	1	Graduate Theological Union
1249	1	Holy Names University
1250	1	Humphreys College-Stockton and Modesto Campuses
1251	1	International Academy of Design and Technology
1252	1	ITT Technical Institute-Clovis
1253	1	ITT Technical Institute-Rancho Cordova
1254	1	ITT Technical Institute-San Bernardino
1255	1	ITT Technical Institute-San Diego
1256	1	ITT Technical Institute-San Dimas
1257	1	ITT Technical Institute-Torrance
1258	1	Jesuit School of Theology of Santa Clara University
1259	1	Keck Graduate Institute
1260	1	King's College and Seminary
1261	1	LA College International
1262	1	Lincoln University
1263	1	Loma Linda University
1264	1	Loyola Marymount University
1265	1	Mennonite Brethren Biblical Seminary
1266	1	Mount St Mary's College
1267	1	Mt Sierra College
1268	1	National University
1269	1	Newschool of Architecture and Design
1270	1	Notre Dame de Namur University
1271	1	Pacific Lutheran Theological Seminary
1272	1	Pacific School of Religion
1273	1	Pacific States University
1274	1	Pacifica Graduate Institute
1275	1	Pardee RAND Graduate School
1276	1	Patten University
1277	1	Platt College-Los Angeles
1278	1	Samra University of Oriental Medicine
1279	1	Samuel Merritt University
1280	1	San Diego Christian College
1281	1	San Diego State University
1282	1	San Diego State University-Imperial Valley Campus
1283	1	San Francisco State University
1284	1	San Joaquin College of Law
1285	1	San Jose State University
1286	1	Saybrook Graduate School and Research Center
1287	1	School of Urban Missions
1288	1	South Baylo University
1289	1	Southern California Institute of Architecture
1290	1	Southern California Seminary
1291	1	Southwestern Law School
1292	1	Starr King School for Ministry
1293	1	The Art Institute of California-Hollywood
1294	1	The Art Institute of California-San Diego
1295	1	The Art Institute of California-San Francisco
1296	1	The Wright Institute
1297	1	Thomas Aquinas College
1298	1	Trinity Law and Graduate School
1299	1	TUI University
1300	1	University of Antelope Valley
1301	1	University of California Hastings College of Law
1302	1	University of California-Riverside
1303	1	University of California-San Diego
1304	1	University of East-West Medicine
1305	1	University of Phoenix-San Diego Campus
1306	1	University of Phoenix-Southern California Campus
1307	1	University of Redlands
1308	1	University of Southern California
1309	1	West Coast University
1310	1	Westminster Theological Seminary in California
1311	1	Westwood College-Anaheim
1312	1	Westwood College-Inland Empire
1313	1	Westwood College-Los Angeles
1314	1	William Jessup University
1315	1	Woodbury University
1316	1	World Mission University
1317	1	Advanced College
1318	1	American Career College
1319	1	American Career College
1320	1	Bryan College
1321	1	Cabrillo College
1322	1	Cerro Coso Community College
1323	1	Chabot College
1324	1	Chaffey College
1325	1	Citrus College
1326	1	City College of San Francisco
1327	1	Coastline Community College
1328	1	College of the Canyons
1329	1	College of the Redwoods
1330	1	College of the Sequoias
1331	1	Columbia College
1332	1	Community Based Education and Development DBA CBD College
1333	1	Concorde Career College
1334	1	Cosumnes River College
1335	1	Crafton Hills College
1336	1	Cuyamaca College
1337	1	De Anza College
1338	1	Diablo Valley College
1339	1	El Camino College-Compton Center
1340	1	Empire College School of Business
1341	1	Everest College-San Bernardino
1342	1	Everest College-West Los Angeles
1343	1	Fashion Careers College
1344	1	Foothill College
1345	1	Fresno City College
1346	1	Gavilan College
1347	1	Golden West College
1348	1	Golf Academy of America
1349	1	Hartnell College
1350	1	Heald College-Concord
1351	1	Heald College-San Francisco
1352	1	Heald College-San Jose
1353	1	Imperial Valley College
1354	1	Institute of Technology Inc
1355	1	Irvine Valley College
1356	1	Kaplan College
1357	1	Kaplan College-Modesto Campus
1358	1	Kaplan College-San Diego
1359	1	Kaplan College-Stockton
1360	1	Kaplan College-Vista
1361	1	Las Positas College
1362	1	Le Cordon Bleu College of Culinary Arts
1363	1	Los Angeles City College
1364	1	Los Angeles Film School
1365	1	Los Angeles Harbor College
1366	1	Los Angeles Mission College
1367	1	Los Angeles Music Academy
1368	1	Los Angeles ORT College
1369	1	Los Angeles Valley College
1370	1	Los Medanos College
1371	1	Mendocino College
1372	1	Merritt College
1373	1	Moorpark College
1374	1	Mt San Antonio College
1375	1	Mt. San Jacinto Community College District
1376	1	MTI College
1377	1	Napa Valley College
1378	1	National Polytechnic College of Science
1379	1	Orange Coast College
1380	1	Oxnard College
1381	1	Pacific College
1382	1	Palo Verde College
1383	1	Pima Medical Institute
1384	1	Pinnacle College
1385	1	Porterville College
1386	1	Reedley College
1387	1	Riverside Community College
1388	1	Sacramento City College
1389	1	San Diego Mesa College
1390	1	San Diego Miramar College
1391	1	San Joaquin Valley College-Bakersfield
1392	1	San Joaquin Valley College-Fresno
1393	1	San Joaquin Valley College-Fresno Aviation Campus
1394	1	San Joaquin Valley College-Modesto Campus
1395	1	San Joaquin Valley College-Online
1396	1	San Joaquin Valley College-Rancho Cordova
1397	1	San Joaquin Valley College-Visalia
1398	1	San Jose City College
1399	1	Santa Ana College
1400	1	Santa Barbara Business College
1401	1	Santa Monica College
1402	1	Santa Rosa Junior College
1403	1	Santiago Canyon College
1404	1	Solano Community College
1405	1	South Coast College
1406	1	Southwestern College
1407	1	Stanbridge College
1408	1	The Fashion Institute of Design & Merchandising-San Diego
1409	1	The Fashion Institute of Design & Merchandising-San Francisco
1410	1	West Hills College-Coalinga
1411	1	West Valley College
1412	1	Western Career College-Emeryville
1413	1	Western Career College-Pleasant Hill
1414	1	Western Career College-San Jose
1415	1	Western Career College-San Leandro
1416	1	Western Career College-Stockton
1417	1	Wyotech-Fremont
1418	1	Wyotech-West Sacramento
1419	1	Yuba College
1420	1	Allen University
1421	1	Anderson University
1422	1	Benedict College
1423	1	Bob Jones University
1424	1	Charleston School of Law
1425	1	Charleston Southern University
1426	1	Coker College
1427	1	Columbia International University
1428	1	Converse College
1429	1	ITT Technical Institute-Columbia
1430	1	Medical University of South Carolina
1431	1	Morris College
1432	1	Newberry College
1433	1	North Greenville University
1434	1	Presbyterian College
1435	1	Southern Wesleyan University
1436	1	The Art Institute of Charleston
1437	1	Clinton Junior College
1438	1	Denmark Technical College
1439	1	Florence-Darlington Technical College
1440	1	Forrest Junior College
1441	1	Golf Academy of America
1442	1	Greenville Technical College
1443	1	Miller-Motte Technical College
1444	1	Orangeburg Calhoun Technical College
1445	1	Piedmont Technical College
1446	1	Spartanburg Community College
1447	1	Spartanburg Methodist College
1448	1	Tri-County Technical College
1449	1	Trident Technical College
1450	1	University of South Carolina-Lancaster
1451	1	University of South Carolina-Union
1452	1	Williamsburg Technical College
1453	1	York Technical College
1454	1	Colorado Technical University
1455	1	Dakota State University
1456	1	Mount Marty College
1457	1	National American University-Sioux Falls
1458	1	Presentation College
1459	1	South Dakota School of Mines and Technology
1460	1	South Dakota State University
1461	1	Kilian Community College
1462	1	Mitchell Technical Institute
1463	1	Sisseton Wahpeton College
1464	1	Southeast Technical Institute
1465	1	Western Dakota Technical Institute
1466	1	American Baptist College
1467	1	Argosy University-Nashville
1468	1	Bethel University
1469	1	Bryan College
1470	1	Crichton College
1471	1	Fisk University
1472	1	Fountainhead College of Technology
1473	1	International Academy of Design and Technology
1474	1	ITT Technical Institute-Nashville
1475	1	Lane College
1476	1	Le Moyne-Owen College
1477	1	Lipscomb University
1478	1	Meharry Medical College
1479	1	Middle Tennessee State University
1480	1	O'More College of Design
1481	1	Southern Adventist University
1482	1	Tennessee State University
1483	1	Tennessee Wesleyan College
1484	1	Tusculum College
1485	1	University of Phoenix-Chattanooga Campus
1486	1	University of Phoenix-Nashville Campus
1487	1	Visible School-Music and Worships Arts College
1488	1	Watkins College of Art & Design
1489	1	Chattanooga State Community College
1490	1	Draughons Junior College Inc
1491	1	Draughons Junior College-Murfreesboro
1492	1	Dyersburg State Community College
1493	1	High-Tech Institute-Nashville
1494	1	Jackson State Community College
1495	1	Kaplan Career Institute
1496	1	Medvance Institute-Cookeville
1497	1	Miller-Motte Technical College
1498	1	Miller-Motte Technical College-Chattanooga
1499	1	Motlow State Community College
1500	1	Nashville State Community College
1501	1	National College of Business and Technology-Nashville
1502	1	Northeast State Technical Community College
1503	1	Roane State Community College
1504	1	Southwest Tennessee Community College
1505	1	Volunteer State Community College
1506	1	William Moore College of Technology
1507	1	Abilene Christian University
1508	1	Academy of Oriental Medicine at Austin
1509	1	American College of Acupuncture and Oriental Med
1510	1	American InterContinental University
1511	1	Angelo State University
1512	1	Argosy University-Dallas
1513	1	Arlington Baptist College
1514	1	Austin Graduate School of Theology
1515	1	Baptist Missionary Association Theological Seminary
1516	1	Baptist University of the Americas
1517	1	Brazosport College
1518	1	Brite Divinity School
1519	1	Dallas Baptist University
1520	1	Dallas Christian College
1521	1	Dallas Theological Seminary
1522	1	East Texas Baptist University
1523	1	Hallmark College of Technology/Hallmark College of Aeronautics
1524	1	Houston Baptist University
1525	1	Howard Payne University
1526	1	Huston-Tillotson University
1527	1	Jarvis Christian College
1528	1	Midwestern State University
1529	1	National American University-Austin
1530	1	Oblate School of Theology
1531	1	Our Lady of the Lake University-San Antonio
1532	1	Prairie View A & M University
1533	1	South Texas College
1534	1	Southwestern Christian College
1535	1	Tarleton State University
1536	1	Texas A & M International University
1537	1	Texas A & M University-Corpus Christi
1538	1	Texas A & M University-Kingsville
1539	1	Texas A & M University-Texarkana
1540	1	Texas Chiropractic College Foundation Inc
1541	1	Texas Christian University
1542	1	Texas College
1543	1	Texas Lutheran University
1544	1	Texas Southern University
1545	1	Texas State University-San Marcos
1546	1	Texas Tech University
1547	1	Texas Woman's University
1548	1	The Art Institute of Houston
1549	1	The University of Texas at Arlington
1550	1	The University of Texas at Brownsville
1551	1	The University of Texas at Dallas
1552	1	The University of Texas Health Science Center at San Antonio
1553	1	The University of Texas M.D. Anderson Cancer Center
1554	1	The University of Texas Medical Branch
1555	1	The University of Texas of the Permian Basin
1556	1	University of Dallas
1557	1	University of Mary Hardin-Baylor
1558	1	University of North Texas Health Science Center
1559	1	University of Phoenix-Austin Campus
1560	1	University of Phoenix-San Antonio Campus
1561	1	University of St Thomas
1562	1	University of the Incarnate Word
1563	1	Wayland Baptist University
1564	1	Westwood College-Dallas
1565	1	Westwood College-Ft Worth
1566	1	Westwood College-Houston South
1567	1	Wiley College
1568	1	Allied Health Careers
1569	1	Anamarc Educational Institute
1570	1	ATI Career Training Center
1571	1	Baptist Health System School of Health Professions
1572	1	Blinn College
1573	1	Brookhaven College
1574	1	Career Centers of Texas-Ft Worth
1575	1	Career Point College
1576	1	Cedar Valley College
1577	1	Central Texas College
1578	1	Coastal Bend College
1579	1	College of the Mainland
1580	1	Commonwealth Institute of Funeral Service
1581	1	Court Reporting Institute-Wheeler Institute of Texas
1582	1	Del Mar College
1583	1	Eastfield College
1584	1	El Centro College
1585	1	El Paso Community College
1586	1	Everest College-Dallas
1587	1	Everest College-Fort Worth
1588	1	Frank Phillips College
1589	1	Hill College
1590	1	Houston Community College
1591	1	Howard College
1592	1	International Academy of Design and Technology
1593	1	International Business College
1594	1	ITT Technical Institute-Arlington
1595	1	ITT Technical Institute-Houston North
1596	1	ITT Technical Institute-San Antonio
1597	1	ITT Technical Institute-Webster
1598	1	K D Studio
1599	1	Kaplan Career Institute - McAllen
1600	1	Kaplan College
1601	1	Lamar Institute of Technology
1602	1	Lamar State College-Port Arthur
1603	1	Lon Morris College
1604	1	Lone Star College System
1605	1	North Lake College
1606	1	Northeast Texas Community College
1607	1	Odessa College
1608	1	Remington College-Dallas Campus
1609	1	Remington College-Fort Worth Campus
1610	1	Richland College
1611	1	San Jacinto Community College
1612	1	Sanford-Brown College
1613	1	Sanford-Brown College
1614	1	South Plains College
1615	1	Southwest Career College
1616	1	St Philips College
1617	1	Tarrant County College District
1618	1	Temple College
1619	1	Texarkana College
1620	1	Texas Careers
1621	1	Texas Careers-Laredo
1622	1	Texas Careers-Lubbock
1623	1	Texas School of Business Inc
1624	1	Texas School of Business-Friendswood Inc
1625	1	Texas State Technical College Harlingen
1626	1	Texas State Technical College-West Texas
1627	1	Vernon College
1628	1	Western Technical College
1629	1	Western Texas College
1630	1	Argosy University-Salt Lake City
1631	1	Brigham Young University
1632	1	Careers Unlimited
1633	1	DeVry University-Utah
1634	1	Dixie State College of Utah
1635	1	Eagle Gate College
1636	1	ITT Technical Institute-Murray
1637	1	Neumont University
1638	1	Stevens-Henager College
1639	1	Stevens-Henager College of Business-Provo
1640	1	Utah Career College
1641	1	Utah Career College-Layton
1642	1	Western Governors University
1643	1	College of Eastern Utah
1644	1	Davis Applied Technology College
1645	1	Eagle Gate College
1646	1	Latter-day Saints Business College
1647	1	Mountainland Applied Technology College
1648	1	Salt Lake Community College
1649	1	Snow College
1650	1	Castleton State College
1651	1	College of St Joseph
1652	1	Green Mountain College
1653	1	New England Culinary Institute at Essex
1654	1	Norwich University
1655	1	Vermont Technical College
1656	1	Landmark College
1657	1	Appalachian School of Law
1658	1	Argosy University-Washington D.C.
1659	1	Averett University
1660	1	Averett University-Non-Traditional Programs
1661	1	Baptist Theological Seminary at Richmond
1662	1	DeVry University-Virginia
1663	1	ECPI Technical College
1664	1	ECPI Technical College
1665	1	Edward Via Virginia College of Osteopathic Medicine
1666	1	Hampton University
1667	1	Hollins University
1668	1	Institute for the Psychological Sciences
1669	1	ITT Technical Institute-Chantilly
1670	1	ITT Technical Institute-Norfolk
1671	1	ITT Technical Institute-Springfield
1672	1	Jefferson College of Health Sciences
1673	1	Liberty University
1674	1	Longwood University
1675	1	Mary Baldwin College
1676	1	National College-Salem
1677	1	Potomac College
1678	1	Shenandoah University
1679	1	Union Theological Seminary & Presbyterian School of Christian Education
1680	1	University of Phoenix-Richmond Campus
1681	1	Virginia State University
1682	1	Westwood College-Annandale
1683	1	Aviation Institute of Maintenance-Chesapeake
1684	1	Centura College
1685	1	Centura College
1686	1	Danville Community College
1687	1	Everest College-Arlington
1688	1	Everest College-McLean
1689	1	Fortis College
1690	1	Lord Fairfax Community College
1691	1	Miller-Motte Technical College
1692	1	Mountain Empire Community College
1693	1	Patrick Henry Community College
1694	1	Rappahannock Community College
1695	1	Southside Virginia Community College
1696	1	Southwest Virginia Community College
1697	1	Wytheville Community College
1698	1	Antioch University Seattle
1699	1	Cornish College of the Arts
1700	1	Eastern Washington University
1701	1	Faith Evangelical Seminary
1702	1	Gonzaga University
1703	1	Heritage University
1704	1	International Academy of Design and Technology
1705	1	ITT Technical Institute-Everett
1706	1	ITT Technical Institute-Seattle
1707	1	ITT Technical Institute-Spokane Valley
1708	1	Lake Washington Technical College
1709	1	Mars Hill Graduate School
1710	1	Northwest College of Art
1711	1	Pacific Northwest University of Health Sciences
1712	1	Saint Martin's University
1713	1	Seattle Community College-Central Campus
1714	1	Seattle Institute of Oriental Medicine
1715	1	Seattle University
1716	1	The Evergreen State College
1717	1	Trinity Lutheran College
1718	1	University of Phoenix-Eastern Washington Campus
1719	1	University of Washington-Bothell Campus
1720	1	University of Washington-Tacoma Campus
1721	1	Bates Technical College
1722	1	Bellingham Technical College
1723	1	Cascadia Community College
1724	1	Everest College-Tacoma
1725	1	Everest College-Vancouver
1726	1	Everett Community College
1727	1	Green River Community College
1728	1	Interface College-Spokane
1729	1	Lower Columbia College
1730	1	Renton Technical College
1731	1	Seattle Community College-North Campus
1732	1	Skagit Valley College
1733	1	South Puget Sound Community College
1734	1	Spokane Falls Community College
1735	1	Tacoma Community College
1736	1	Alderson Broaddus College
1737	1	American Public University System
1738	1	Appalachian Bible College
1739	1	Fairmont State University
1740	1	Potomac State College of West Virginia University
1741	1	Salem International University
1742	1	West Virginia State University
1743	1	West Virginia University at Parkersburg
1744	1	Bridgemont Community and Technical College
1745	1	Carver Career Center
1746	1	Huntington Junior College
1747	1	Kanawha Valley Community and Technical College
1748	1	Pierpont Community and Technical College
1749	1	West Virginia Junior College
1750	1	West Virginia Junior College-Bridgeport
1751	1	West Virginia Northern Community College
1752	1	Bellin College
1753	1	Bryant and Stratton College-Milwaukee
1754	1	Bryant and Stratton College-Wauwatosa
1755	1	Carthage College
1756	1	ITT Technical Institute-Green Bay
1757	1	ITT Technical Institute-Greenfield
1758	1	ITT Technical Institute-Madison
1759	1	Lakeland College
1760	1	Madison Media Institute
1761	1	Maranatha Baptist Bible College Inc
1762	1	Midwest College of Oriental Medicine
1763	1	Milwaukee School of Engineering
1764	1	Mount Mary College
