university	collegeprowler	type
1187	1	Private For-Profit
1188	1	Private For-Profit
1189	1	Private For-Profit
1190	1	Private For-Profit
1191	1	Private For-Profit
1192	1	Private For-Profit
1193	1	Private For-Profit
1194	1	Private For-Profit
1195	1	Private For-Profit
1196	1	Private For-Profit
1197	1	Private For-Profit
1198	1	Private For-Profit
1199	1	Private For-Profit
1200	1	Private For-Profit
1201	1	Private For-Profit
1202	1	Public
1203	1	Public
1204	1	Public
1205	1	Public
1206	1	Public
1207	1	Public
1208	1	Private Non-Profit
1209	1	Private Non-Profit
1210	1	Private Non-Profit
1211	1	Private Non-Profit
1212	1	Private Non-Profit
1213	1	Public
1214	1	Private Non-Profit
1215	1	Private Non-Profit
1216	1	Private Non-Profit
1217	1	Public
1218	1	Public
1219	1	Public
1220	1	Public
1221	1	Public
1222	1	Private Non-Profit
1223	1	Private Non-Profit
1224	1	Public
1225	1	Private Non-Profit
1226	1	Private Non-Profit
1227	1	Public
1228	1	Private Non-Profit
1229	1	Public
1230	1	Public
1231	1	Public
1232	1	Public
1233	1	Public
1234	1	Public
1235	1	Public
1236	1	Public
1237	1	Private Non-Profit
1238	1	Public
1239	1	Private Non-Profit
1240	1	Public
1241	1	Private Non-Profit
1242	1	Private For-Profit
1243	1	Private For-Profit
1244	1	Private For-Profit
1245	1	Private Non-Profit
1246	1	Public
1247	1	Private For-Profit
1248	1	Public
1249	1	Private For-Profit
1250	1	Private Non-Profit
1251	1	Private For-Profit
1252	1	Private For-Profit
1253	1	Private Non-Profit
1254	1	Public
1255	1	Private For-Profit
1256	1	Public
1257	1	Public
1258	1	Public
1259	1	Public
1260	1	Public
1261	1	Private Non-Profit
1262	1	Private Non-Profit
1263	1	Private Non-Profit
1264	1	Private For-Profit
1265	1	Private For-Profit
1266	1	Private For-Profit
1267	1	Private For-Profit
1268	1	Private For-Profit
1269	1	Public
1270	1	Public
1271	1	Public
1272	1	Private For-Profit
1273	1	Private For-Profit
1274	1	Private For-Profit
1275	1	Private Non-Profit
1276	1	Private For-Profit
1277	1	Private For-Profit
1278	1	Private For-Profit
1279	1	Private For-Profit
1280	1	Private For-Profit
1281	1	Private Non-Profit
1282	1	Private For-Profit
1283	1	Private For-Profit
1284	1	Private For-Profit
1285	1	Private For-Profit
1286	1	Private For-Profit
1287	1	Private For-Profit
1288	1	Private For-Profit
1289	1	Public
1290	1	Private For-Profit
1291	1	Private For-Profit
1292	1	Private For-Profit
1293	1	Private Non-Profit
1294	1	Private Non-Profit
1295	1	Private Non-Profit
1296	1	Public
1297	1	Private Non-Profit
1298	1	Private Non-Profit
1299	1	Private For-Profit
1300	1	Private Non-Profit
1301	1	Public
1302	1	Private For-Profit
1303	1	Private Non-Profit
1304	1	Private Non-Profit
1305	1	Public
1306	1	Public
1307	1	Public
1308	1	Private For-Profit
1309	1	Public
1310	1	Private For-Profit
1311	1	Public
1312	1	Private Non-Profit
1313	1	Public
1314	1	Private Non-Profit
1315	1	Private Non-Profit
1316	1	Private For-Profit
1317	1	Public
1318	1	Private For-Profit
1319	1	Public
1320	1	Public
1321	1	Public
1322	1	Private Non-Profit
1323	1	Public
1324	1	Public
1325	1	Private Non-Profit
1326	1	Public
1327	1	Private For-Profit
1328	1	Public
1329	1	Public
1330	1	Private Non-Profit
1331	1	Private For-Profit
1332	1	Private For-Profit
1333	1	Private For-Profit
1334	1	Private For-Profit
1335	1	Public
1336	1	Public
1337	1	Private For-Profit
1338	1	Private For-Profit
1339	1	Private Non-Profit
1340	1	Private For-Profit
1341	1	Private Non-Profit
1342	1	Private For-Profit
1343	1	Private Non-Profit
1344	1	Public
1345	1	Public
1346	1	Public
1347	1	Private Non-Profit
1348	1	Private Non-Profit
1349	1	Public
1350	1	Private Non-Profit
1351	1	Private For-Profit
1352	1	Public
1353	1	Public
1354	1	Public
1355	1	Private For-Profit
1356	1	Private Non-Profit
1357	1	Private Non-Profit
1358	1	Public
1359	1	Private Non-Profit
1360	1	Private Non-Profit
1361	1	Private Non-Profit
1362	1	Public
1363	1	Public
1364	1	Public
1365	1	Private Non-Profit
1366	1	Private Non-Profit
1367	1	Public
1368	1	Private For-Profit
1369	1	Public
1370	1	Public
1371	1	Private For-Profit
1372	1	Public
1373	1	Public
1374	1	Private Non-Profit
1375	1	Private For-Profit
1376	1	Public
1377	1	Private Non-Profit
1378	1	Private For-Profit
1379	1	Private Non-Profit
1380	1	Private Non-Profit
1381	1	Public
1382	1	Private Non-Profit
1383	1	Private For-Profit
1384	1	Private Non-Profit
1385	1	Public
1386	1	Private Non-Profit
1387	1	Public
1388	1	Public
1389	1	Public
1390	1	Public
1391	1	Private For-Profit
1392	1	Private Non-Profit
1393	1	Private Non-Profit
1394	1	Private Non-Profit
1395	1	Public
1396	1	Private Non-Profit
1397	1	Private For-Profit
1398	1	Private For-Profit
1399	1	Private For-Profit
1400	1	Private Non-Profit
1401	1	Private Non-Profit
1402	1	Private For-Profit
1403	1	Private For-Profit
1404	1	Private For-Profit
1405	1	Private Non-Profit
1406	1	Private Non-Profit
1407	1	Private Non-Profit
1408	1	Private Non-Profit
1409	1	Public
1410	1	Private Non-Profit
1411	1	Private For-Profit
1412	1	Private For-Profit
1413	1	Private For-Profit
1414	1	Private For-Profit
1415	1	Public
1416	1	Public
1417	1	Public
1418	1	Private Non-Profit
1419	1	Private Non-Profit
1420	1	Public
1421	1	Private Non-Profit
1422	1	Private For-Profit
1423	1	Private Non-Profit
1424	1	Private Non-Profit
1425	1	Public
1426	1	Public
1427	1	Public
1428	1	Private For-Profit
1429	1	Private For-Profit
1430	1	Private For-Profit
1431	1	Private Non-Profit
1432	1	Private For-Profit
1433	1	Private For-Profit
1434	1	Private Non-Profit
1435	1	Private Non-Profit
1436	1	Private Non-Profit
1437	1	Private Non-Profit
1438	1	Private Non-Profit
1439	1	Private Non-Profit
1440	1	Private Non-Profit
1441	1	Private Non-Profit
1442	1	Private For-Profit
1443	1	Private For-Profit
1444	1	Private Non-Profit
1445	1	Private For-Profit
1446	1	Private For-Profit
1447	1	Private Non-Profit
1448	1	Private Non-Profit
1449	1	Private Non-Profit
1450	1	Public
1451	1	Public
1452	1	Public
1453	1	Private For-Profit
1454	1	Private For-Profit
1455	1	Private For-Profit
1456	1	Public
1457	1	Private For-Profit
1458	1	Public
1459	1	Public
1460	1	Private Non-Profit
1461	1	Public
1462	1	Private For-Profit
1463	1	Private For-Profit
1464	1	Private For-Profit
1465	1	Private Non-Profit
1466	1	Private For-Profit
1467	1	Private For-Profit
1468	1	Private Non-Profit
1469	1	Public
1470	1	Private Non-Profit
1471	1	Public
1472	1	Public
1473	1	Public
1474	1	Public
1475	1	Public
1476	1	Public
1477	1	Public
1478	1	Private For-Profit
1479	1	Private Non-Profit
1480	1	Private For-Profit
1481	1	Public
1482	1	Private For-Profit
1483	1	Private For-Profit
1484	1	Private For-Profit
1485	1	Private For-Profit
1486	1	Private For-Profit
1487	1	Private For-Profit
1488	1	Private For-Profit
1489	1	Private For-Profit
1490	1	Public
1491	1	Private Non-Profit
1492	1	Public
1493	1	Private For-Profit
1494	1	Private For-Profit
1495	1	Private For-Profit
1496	1	Private For-Profit
1497	1	Private For-Profit
1498	1	Public
1499	1	Private For-Profit
1500	1	Public
1501	1	Private Non-Profit
1502	1	Private Non-Profit
1503	1	Private Non-Profit
1504	1	Private For-Profit
1505	1	Private Non-Profit
1506	1	Private Non-Profit
1507	1	Private Non-Profit
1508	1	Private Non-Profit
1509	1	Public
1510	1	Public
1511	1	Private Non-Profit
1512	1	Public
1513	1	Private Non-Profit
1514	1	Public
1515	1	Public
1516	1	Public
1517	1	Public
1518	1	Private Non-Profit
1519	1	Private Non-Profit
1520	1	Public
1521	1	Public
1522	1	Private Non-Profit
1523	1	Private Non-Profit
1524	1	Public
1525	1	Private For-Profit
1526	1	Public
1527	1	Public
1528	1	Private For-Profit
1529	1	Public
1530	1	Private Non-Profit
1531	1	Private For-Profit
1532	1	Private For-Profit
1533	1	Private For-Profit
1534	1	Public
1535	1	Public
1536	1	Public
1537	1	Public
1538	1	Private Non-Profit
1539	1	Private Non-Profit
1540	1	Private For-Profit
1541	1	Public
1542	1	Public
1543	1	Private Non-Profit
1544	1	Private Non-Profit
1545	1	Private Non-Profit
1546	1	Private Non-Profit
1547	1	Private Non-Profit
1548	1	Private Non-Profit
1549	1	Private For-Profit
1550	1	Private For-Profit
1551	1	Private For-Profit
1552	1	Private For-Profit
1553	1	Private For-Profit
1554	1	Private For-Profit
1555	1	Private For-Profit
1556	1	Private For-Profit
1557	1	Public
1558	1	Private Non-Profit
1559	1	Public
1560	1	Private Non-Profit
1561	1	Private For-Profit
1562	1	Public
1563	1	Private Non-Profit
1564	1	Private Non-Profit
1565	1	Public
1566	1	Private Non-Profit
1567	1	Public
1568	1	Public
1569	1	Private Non-Profit
1570	1	Private For-Profit
1571	1	Private Non-Profit
1572	1	Private Non-Profit
1573	1	Private Non-Profit
1574	1	Private For-Profit
1575	1	Private For-Profit
1576	1	Private For-Profit
1577	1	Public
1578	1	Private Non-Profit
1579	1	Private For-Profit
1580	1	Private For-Profit
1581	1	Private For-Profit
1582	1	Public
1583	1	Private Non-Profit
1584	1	Private Non-Profit
1585	1	Public
1586	1	Private For-Profit
1587	1	Private Non-Profit
1588	1	Private Non-Profit
1589	1	Private Non-Profit
1590	1	Private Non-Profit
1591	1	Private For-Profit
1592	1	Private Non-Profit
1593	1	Private For-Profit
1594	1	Private Non-Profit
1595	1	Private For-Profit
1596	1	Private For-Profit
1597	1	Private For-Profit
1598	1	Private For-Profit
1599	1	Private For-Profit
1600	1	Private For-Profit
1601	1	Private For-Profit
1602	1	Public
1603	1	Public
1604	1	Public
1605	1	Public
1606	1	Private Non-Profit
1607	1	Private For-Profit
1608	1	Private For-Profit
1609	1	Public
1610	1	Private Non-Profit
1611	1	Private For-Profit
1612	1	Private For-Profit
1613	1	Private For-Profit
1614	1	Private For-Profit
1615	1	Private For-Profit
1616	1	Private For-Profit
1617	1	Private For-Profit
1618	1	Private For-Profit
1619	1	Private For-Profit
1620	1	Private For-Profit
1621	1	Public
1622	1	Private For-Profit
1623	1	Private Non-Profit
1624	1	Private Non-Profit
1625	1	Private For-Profit
1626	1	Private For-Profit
1627	1	Private For-Profit
1628	1	Private Non-Profit
1629	1	Private Non-Profit
1630	1	Private For-Profit
1631	1	Private Non-Profit
1632	1	Public
1633	1	Public
1634	1	Private For-Profit
1635	1	Public
1636	1	Public
1637	1	Public
1638	1	Public
1639	1	Private For-Profit
1640	1	Private For-Profit
1641	1	Public
1642	1	Public
1643	1	Public
1644	1	Public
1645	1	Private Non-Profit
1646	1	Public
1647	1	Public
1648	1	Private For-Profit
1649	1	Private For-Profit
1650	1	Private Non-Profit
1651	1	Public
1652	1	Public
1653	1	Private For-Profit
1654	1	Private Non-Profit
1655	1	Public
1656	1	Public
1657	1	Private For-Profit
1658	1	Private For-Profit
1659	1	Private For-Profit
1660	1	Private For-Profit
1661	1	Public
1662	1	Public
1663	1	Private Non-Profit
1664	1	Private For-Profit
1665	1	Private Non-Profit
1666	1	Private Non-Profit
1667	1	Public
1668	1	Private For-Profit
1669	1	Private For-Profit
1670	1	Private For-Profit
1671	1	Private For-Profit
1672	1	Private For-Profit
1673	1	Private For-Profit
1674	1	Private For-Profit
1675	1	Private For-Profit
1676	1	Private For-Profit
1677	1	Private For-Profit
1678	1	Private For-Profit
1679	1	Private For-Profit
1680	1	Private For-Profit
1681	1	Private For-Profit
1682	1	Private For-Profit
1683	1	Private For-Profit
1684	1	Public
1685	1	Public
1686	1	Private For-Profit
1687	1	Private For-Profit
1688	1	Private Non-Profit
1689	1	Private For-Profit
1690	1	Private For-Profit
1691	1	Private For-Profit
1692	1	Private For-Profit
1693	1	Private For-Profit
1694	1	Private For-Profit
1695	1	Private For-Profit
1696	1	Private For-Profit
1697	1	Private For-Profit
1698	1	Private For-Profit
1699	1	Private For-Profit
1700	1	Private For-Profit
1701	1	Private For-Profit
1702	1	Private For-Profit
1703	1	Private For-Profit
1704	1	Private For-Profit
1705	1	Private For-Profit
1706	1	Private For-Profit
1707	1	Private For-Profit
1708	1	Private For-Profit
1709	1	Private For-Profit
1710	1	Private For-Profit
1711	1	Private For-Profit
1712	1	Private For-Profit
1713	1	Private For-Profit
1714	1	Private For-Profit
1715	1	Private For-Profit
1716	1	Private For-Profit
1717	1	Private For-Profit
1718	1	Private For-Profit
1719	1	Public
1720	1	Private Non-Profit
1721	1	Private For-Profit
1722	1	Private Non-Profit
1723	1	Private Non-Profit
1724	1	Public
1725	1	Private For-Profit
1726	1	Private Non-Profit
1727	1	Public
1728	1	Public
1729	1	Private For-Profit
1730	1	Private For-Profit
1731	1	Public
1732	1	Private Non-Profit
1733	1	Private For-Profit
1734	1	Public
1735	1	Private For-Profit
1736	1	Public
1737	1	Private Non-Profit
1738	1	Public
1739	1	Public
1740	1	Private For-Profit
1741	1	Private For-Profit
1742	1	Private For-Profit
1743	1	Private For-Profit
1744	1	Private For-Profit
1745	1	Private For-Profit
1746	1	Private For-Profit
1747	1	Public
1748	1	Private Non-Profit
1749	1	Private For-Profit
1750	1	Private Non-Profit
1751	1	Public
1752	1	Public
1753	1	Public
1754	1	Private For-Profit
1755	1	Private For-Profit
1756	1	Private For-Profit
1757	1	Private Non-Profit
1758	1	Private For-Profit
1759	1	Private Non-Profit
1760	1	Public
1761	1	Private Non-Profit
1762	1	Private Non-Profit
1763	1	Private Non-Profit
1764	1	Private Non-Profit
1765	1	Public
1766	1	Public
1767	1	Private For-Profit
1768	1	Private For-Profit
1769	1	Private Non-Profit
1770	1	Private For-Profit
1771	1	Public
1772	1	Public
1773	1	Public
1774	1	Private For-Profit
1775	1	Private For-Profit
1776	1	Public
1777	1	Public
1778	1	Public
1779	1	Public
1780	1	Private For-Profit
1781	1	Public
1782	1	Public
1783	1	Public
1784	1	Public
1785	1	Private For-Profit
1786	1	Private For-Profit
1787	1	Private For-Profit
1788	1	Public
1789	1	Private For-Profit
1790	1	Public
1791	1	Public
1792	1	Private Non-Profit
1793	1	Public
1794	1	Private Non-Profit
1795	1	Private Non-Profit
1796	1	Private Non-Profit
1797	1	Public
1798	1	Private For-Profit
1799	1	Private Non-Profit
1800	1	Public
1801	1	Private For-Profit
1802	1	Public
1803	1	Private For-Profit
1804	1	Private Non-Profit
1805	1	Public
1806	1	Private Non-Profit
1807	1	Public
1808	1	Private Non-Profit
1809	1	Public
1810	1	Public
1811	1	Public
1812	1	Private For-Profit
1813	1	Public
1814	1	Private For-Profit
1815	1	Private For-Profit
1816	1	Private For-Profit
1817	1	Private For-Profit
1818	1	Private For-Profit
1819	1	Private For-Profit
1820	1	Private For-Profit
1821	1	Public
1822	1	Private For-Profit
1823	1	Public
1824	1	Private Non-Profit
1825	1	Public
1826	1	Private For-Profit
1827	1	Private For-Profit
1828	1	Public
1829	1	Public
1830	1	Private Non-Profit
1831	1	Private For-Profit
1832	1	Public
1833	1	Private For-Profit
1834	1	Private For-Profit
1835	1	Private For-Profit
1836	1	Private For-Profit
1837	1	Private For-Profit
1838	1	Private Non-Profit
1839	1	Private Non-Profit
1840	1	Private Non-Profit
1841	1	Private Non-Profit
1842	1	Private Non-Profit
1843	1	Private Non-Profit
1844	1	Private Non-Profit
1845	1	Public
1846	1	Public
1847	1	Private Non-Profit
1848	1	Private For-Profit
1849	1	Private For-Profit
1850	1	Private Non-Profit
1851	1	Private Non-Profit
1852	1	Private Non-Profit
1853	1	Public
1854	1	Private For-Profit
1855	1	Private For-Profit
1856	1	Private For-Profit
1857	1	Public
1858	1	Private Non-Profit
1859	1	Private Non-Profit
1860	1	Public
1861	1	Public
1862	1	Private Non-Profit
1863	1	Private For-Profit
1864	1	Private For-Profit
1865	1	Private For-Profit
1866	1	Public
1867	1	Private Non-Profit
1868	1	Public
1869	1	Public
1870	1	Private Non-Profit
1871	1	Public
1872	1	Private For-Profit
1873	1	Private Non-Profit
1874	1	Private Non-Profit
1875	1	Public
1876	1	Private For-Profit
1877	1	Private Non-Profit
1878	1	Private Non-Profit
1879	1	Private Non-Profit
1880	1	Private Non-Profit
1881	1	Private For-Profit
1882	1	Public
1883	1	Private For-Profit
1884	1	Public
1885	1	Public
1886	1	Private For-Profit
1887	1	Private For-Profit
1888	1	Private For-Profit
1889	1	Private For-Profit
1890	1	Private For-Profit
1891	1	Private For-Profit
1892	1	Private For-Profit
1893	1	Private Non-Profit
1894	1	Public
1895	1	Public
1896	1	Public
1897	1	Private For-Profit
1898	1	Private For-Profit
1899	1	Private Non-Profit
1900	1	Public
1901	1	Private For-Profit
1902	1	Private For-Profit
1903	1	Private For-Profit
1904	1	Private Non-Profit
1905	1	Private Non-Profit
1906	1	Private Non-Profit
1907	1	Private Non-Profit
1908	1	Private Non-Profit
1909	1	Private For-Profit
1910	1	Private For-Profit
1911	1	Private For-Profit
1912	1	Private For-Profit
1913	1	Private For-Profit
1914	1	Private For-Profit
1915	1	Private For-Profit
1916	1	Private For-Profit
1917	1	Private For-Profit
1918	1	Private For-Profit
1919	1	Private For-Profit
1920	1	Private For-Profit
1921	1	Private Non-Profit
1922	1	Private For-Profit
1923	1	Private For-Profit
1924	1	Private For-Profit
1925	1	Private For-Profit
1926	1	Private Non-Profit
1927	1	Private For-Profit
1928	1	Public
1929	1	Public
1930	1	Private For-Profit
1931	1	Public
1932	1	Private Non-Profit
1933	1	Public
1934	1	Public
1935	1	Private For-Profit
1936	1	Private For-Profit
1937	1	Private For-Profit
1938	1	Private For-Profit
1939	1	Private For-Profit
1940	1	Private For-Profit
1941	1	Private For-Profit
1942	1	Private For-Profit
1943	1	Private For-Profit
1944	1	Private For-Profit
1945	1	Private For-Profit
1946	1	Private For-Profit
1947	1	Private For-Profit
1948	1	Private For-Profit
1949	1	Private For-Profit
1950	1	Private For-Profit
1951	1	Private For-Profit
1952	1	Private For-Profit
1953	1	Private For-Profit
1954	1	Private For-Profit
1955	1	Private For-Profit
1956	1	Private For-Profit
1957	1	Private For-Profit
1958	1	Private For-Profit
1959	1	Private For-Profit
1960	1	Private For-Profit
1961	1	Private For-Profit
1962	1	Private For-Profit
1963	1	Private For-Profit
1964	1	Private For-Profit
1965	1	Private For-Profit
1966	1	Private For-Profit
1967	1	Private For-Profit
1968	1	Private For-Profit
1969	1	Private For-Profit
1970	1	Private For-Profit
1971	1	Private For-Profit
1972	1	Private For-Profit
1973	1	Private For-Profit
1974	1	Public
1975	1	Public
1976	1	Public
1977	1	Public
1978	1	Private Non-Profit
1979	1	Private For-Profit
1980	1	Private For-Profit
1981	1	Private Non-Profit
1982	1	Private For-Profit
1983	1	Private For-Profit
1984	1	Public
1985	1	Public
1986	1	Public
1987	1	Private For-Profit
1988	1	Public
1989	1	Public
1990	1	Private Non-Profit
1991	1	Private Non-Profit
1992	1	Private For-Profit
1993	1	Private Non-Profit
1994	1	Private Non-Profit
1995	1	Private Non-Profit
1996	1	Private For-Profit
1997	1	Private Non-Profit
1998	1	Public
1999	1	Private Non-Profit
