university	studentaid	type
1226	1	public
1227	1	public
1228	1	college, private (nonprofit)
1229	1	college, private (nonprofit)
1230	1	college, private (nonprofit)
1231	1	college, private (nonprofit)
1232	1	college, private (nonprofit)
1233	1	college, private (nonprofit)
1234	1	college, private (nonprofit)
1235	1	public
1236	1	college, private (nonprofit)
1237	1	college, private (nonprofit)
1238	1	college, public
1239	1	Community College, public
1240	1	public
1241	1	college, public
1242	1	public
1243	1	college, public
1244	1	college, private (nonprofit)
1245	1	university, public
1246	1	university, private (nonprofit)
1247	1	college, private (nonprofit)
1248	1	public
1249	1	university, public
1250	1	university, public
1251	1	university, public
1252	1	university, public
1253	1	university
1254	1	college, private (nonprofit)
1255	1	college, private (nonprofit)
1256	1	college, private (nonprofit)
1257	1	college, private (nonprofit)
1258	1	university, private (nonprofit)
1259	1	college, public
1260	1	college, private (nonprofit)
1261	1	university, private (nonprofit)
1262	1	college, private (nonprofit)
1263	1	college, private (nonprofit)
1264	1	public
1265	1	university, private (nonprofit)
1266	1	university, private (nonprofit)
1267	1	university, public
1268	1	college, private (nonprofit)
1269	1	private (proprietary)
1270	1	university, private (nonprofit)
1271	1	public
1272	1	university, historically Black, public
1273	1	public
1274	1	college, private (nonprofit)
1275	1	college, private (nonprofit)
1276	1	private (nonprofit)
1277	1	college, public
1278	1	college, private (nonprofit)
1279	1	public
1280	1	public
1281	1	public
1282	1	public
1283	1	public
1284	1	public
1285	1	public
1286	1	public
1287	1	public
1288	1	public
1289	1	public
1290	1	private (proprietary)
1291	1	public
1292	1	public
1293	1	public
1294	1	public
1295	1	historically Black, public
1296	1	college, private (nonprofit)
1297	1	university, public
1298	1	college, private (nonprofit)
1299	1	college, historically Black, private (nonprofit)
1300	1	university, private (nonprofit)
1301	1	university, private (nonprofit)
1302	1	university, private (nonprofit)
1303	1	college, private (nonprofit)
1304	1	university, public
1305	1	private (proprietary)
1306	1	private (proprietary)
1307	1	college, private (nonprofit)
1308	1	college, private (nonprofit)
1309	1	public
1310	1	university, historically Black, public
1311	1	college, private (nonprofit)
1312	1	university, private (nonprofit)
1313	1	college, private (nonprofit)
1314	1	public
1315	1	private (nonprofit)
1316	1	public
1317	1	private (nonprofit)
1318	1	college, private (nonprofit)
1319	1	private (proprietary)
1320	1	university, private (nonprofit)
1321	1	college, private (nonprofit)
1322	1	university, public
1323	1	university, public
1324	1	university, public
1325	1	university, public
1326	1	university, public
1327	1	university, public
1328	1	university, public
1329	1	university, public
1330	1	university, public
1331	1	university, public
1332	1	public
1333	1	college, private (nonprofit)
1334	1	public
1335	1	public
1336	1	university, private (nonprofit)
1337	1	college, private (nonprofit)
1338	1	institute, private (nonprofit)
1339	1	historically Black, public
1340	1	public
1341	1	public
1342	1	public
1343	1	public
1344	1	college, public
1345	1	public
1346	1	private (proprietary)
1347	1	public
1348	1	public
1349	1	college, private (nonprofit)
1350	1	public
1351	1	university, private (nonprofit)
1352	1	university, private (nonprofit)
1353	1	public
1354	1	public
1355	1	public
1356	1	university, private (nonprofit)
1357	1	college, private (nonprofit)
1358	1	private (proprietary)
1359	1	institute, private (proprietary)
1360	1	college, public
1361	1	college, private (nonprofit)
1362	1	university, historically Black, private (nonprofit)
1363	1	public
1364	1	college, private (nonprofit)
1365	1	public
1366	1	university, private (nonprofit)
1367	1	university, private (nonprofit)
1368	1	private (nonprofit)
1369	1	university, private (nonprofit)
1370	1	university, private (nonprofit)
1371	1	university, private (nonprofit)
1372	1	university, private (nonprofit)
1373	1	private (nonprofit)
1374	1	public
1375	1	public
1376	1	college, private (nonprofit)
1377	1	public
1378	1	public
1379	1	college, historically Black, private (nonprofit)
1380	1	private (nonprofit)
1381	1	college, private (nonprofit)
1382	1	public
1383	1	nursing school, private (proprietary)
1384	1	public
1385	1	college, private (nonprofit)
1386	1	college, private (nonprofit)
1387	1	university, private (nonprofit)
1388	1	university, private (nonprofit)
1389	1	college, private (nonprofit)
1390	1	private (nonprofit)
1391	1	college, public
1392	1	college, private (nonprofit)
1393	1	college, private (nonprofit)
1394	1	college, private (nonprofit)
1395	1	college, private (nonprofit)
1396	1	university, private (nonprofit)
1397	1	college, private (nonprofit)
1398	1	public
1399	1	private (proprietary)
1400	1	public
1401	1	public
1402	1	private (proprietary)
1403	1	college, public
1404	1	university, private (nonprofit)
1405	1	university, private (nonprofit)
1406	1	public
1407	1	public
1408	1	private (nonprofit)
1409	1	private (nonprofit)
1410	1	public
1411	1	university, public
1412	1	public
1413	1	university, private (nonprofit)
1414	1	college, private (nonprofit)
1415	1	university, private (nonprofit)
1416	1	college, private (nonprofit)
1417	1	university, public
1418	1	public
1419	1	public
1420	1	public
1421	1	college, private (nonprofit)
1422	1	university, private (nonprofit)
1423	1	public
1424	1	public
1425	1	university, historically Black, public
1426	1	university, public
1427	1	college, private (nonprofit)
1428	1	university, public
1429	1	private (nonprofit)
1430	1	university, public
1431	1	public
1432	1	college, private (nonprofit)
1433	1	public
1434	1	university, public
1435	1	university, private (nonprofit)
1436	1	public
1437	1	public
1438	1	university, private (nonprofit)
1439	1	public
1440	1	public
1441	1	public
1442	1	university, public
1443	1	college, public
1444	1	public
1445	1	college, public
1446	1	university, public
1447	1	public
1448	1	university, private (nonprofit)
1449	1	college, private (nonprofit)
1450	1	public
1451	1	college, private (nonprofit)
1452	1	college, private (nonprofit)
1453	1	university, private (nonprofit)
1454	1	college, private (nonprofit)
1455	1	university, private (nonprofit)
1456	1	university, private (nonprofit)
1457	1	college, public
1458	1	public
1459	1	public
1460	1	public
1461	1	university, private (nonprofit)
1462	1	college, public
1463	1	college, public
1464	1	institute, public
1465	1	college, public
1466	1	university, public
1467	1	university, private (nonprofit)
1468	1	college, private (nonprofit)
1469	1	private (proprietary)
1470	1	public
1471	1	public
1472	1	private (proprietary)
1473	1	public
1474	1	college, private (nonprofit)
1475	1	public
1476	1	university, private (nonprofit)
1477	1	private (proprietary)
1478	1	college, private (nonprofit)
1479	1	college, private (nonprofit)
1480	1	college, private (nonprofit)
1481	1	university, private (nonprofit)
1482	1	university, private (nonprofit)
1483	1	university, historically Black, public
1484	1	public
1485	1	university, public
1486	1	college, private (nonprofit)
1487	1	public
1488	1	private (nonprofit)
1489	1	public
1490	1	public
1491	1	public
1492	1	college, private (nonprofit)
1493	1	college, private (nonprofit)
1494	1	public
1495	1	college, private (nonprofit)
1496	1	college, private (nonprofit)
1497	1	public
1498	1	public
1499	1	college, private (nonprofit)
1500	1	public
1501	1	college, public
1502	1	college, private (nonprofit)
1503	1	university, private (nonprofit)
1504	1	college, private (nonprofit)
1505	1	college, private (nonprofit)
1506	1	public
1507	1	public
1508	1	public
1509	1	private (nonprofit)
1510	1	college, private (nonprofit)
1511	1	private (nonprofit)
1512	1	private (nonprofit)
1513	1	private (nonprofit)
1514	1	college, public
1515	1	college, public
1516	1	college, private (nonprofit)
1517	1	public
1518	1	college, private (nonprofit)
1519	1	public
1520	1	university, public
1521	1	public
1522	1	public
1523	1	college, private (nonprofit)
1524	1	private (nonprofit)
1525	1	public
1526	1	university, private (nonprofit)
1527	1	public
1528	1	college, private (nonprofit)
1529	1	public
1530	1	public
1531	1	college, private (nonprofit)
1532	1	private (nonprofit)
1533	1	college, private (nonprofit)
1534	1	university, private (nonprofit)
1535	1	public
1536	1	private (nonprofit)
1537	1	university, private (nonprofit)
1538	1	university, private (nonprofit)
1539	1	institute, private (nonprofit)
1540	1	public
1541	1	university, private (nonprofit)
1542	1	public
1543	1	college, private (nonprofit)
1544	1	university, private (nonprofit)
1545	1	public
1546	1	10 Month Program, private (proprietary)
1547	1	college, private (nonprofit)
1548	1	university, private (nonprofit)
1549	1	college, private (nonprofit)
1550	1	college, private (nonprofit)
1551	1	private (nonprofit)
1552	1	university, private (nonprofit)
1553	1	university, private (nonprofit)
1554	1	Conservatory, private (nonprofit)
1555	1	public
1556	1	university, private (nonprofit)
1557	1	university, historically Black, private (nonprofit)
1558	1	college, private (nonprofit)
1559	1	college, private (nonprofit)
1560	1	private (proprietary)
1561	1	university, public
1562	1	university, public
1563	1	university, public
1564	1	university, public
1565	1	university, public
1566	1	university, private (nonprofit)
1567	1	public
1568	1	Distance Education, public
1569	1	university, private (nonprofit)
1570	1	university, private (nonprofit)
1571	1	university, private (nonprofit)
1572	1	university, private (nonprofit)
1573	1	university, private (nonprofit)
1574	1	college, private (proprietary)
1575	1	university, private (nonprofit)
1576	1	private (proprietary)
1577	1	public
1578	1	college, private (nonprofit)
1579	1	public
1580	1	public
1581	1	public
1582	1	college, public
1583	1	university, public
1584	1	public
1585	1	public
1586	1	public
1587	1	private (proprietary)
1588	1	public
1589	1	college, private (nonprofit)
1590	1	private (proprietary)
1591	1	private (proprietary)
1592	1	private (proprietary)
1593	1	public
1594	1	public
1595	1	public
1596	1	public
1597	1	public
1598	1	public
1599	1	public
1600	1	public
1601	1	public
1602	1	public
1603	1	public
1604	1	university, private (nonprofit)
1605	1	college, public
1606	1	public
1607	1	college, private (nonprofit)
1608	1	public
1609	1	university, private (nonprofit)
1610	1	university, private (nonprofit)
1611	1	university, private (nonprofit)
1612	1	college, private (nonprofit)
1613	1	university, historically Black, private (nonprofit)
1614	1	college, public
1615	1	college, private (nonprofit)
1616	1	public
1617	1	college, private (nonprofit)
1618	1	college, private (nonprofit)
1619	1	college, private (nonprofit)
1620	1	historically Black, public
1621	1	public
1622	1	public
1623	1	university, public
1624	1	public
1625	1	university, private (nonprofit)
1626	1	college, private (nonprofit)
1627	1	college, private (nonprofit)
1628	1	college, private (nonprofit)
1629	1	university, private (nonprofit)
1630	1	college, private (nonprofit)
1631	1	college, private (nonprofit)
1632	1	university, private (nonprofit)
1633	1	public
1634	1	college, private (nonprofit)
1635	1	university, public
1636	1	private (nonprofit)
1637	1	public
1638	1	university, historically Black, public
1639	1	college, public
1640	1	public
1641	1	private (proprietary)
1642	1	historically Black, public
1643	1	private (nonprofit)
1644	1	college, private (nonprofit)
1645	1	public
1646	1	public
1647	1	public
1648	1	public
1649	1	university, public
1650	1	public
1651	1	college, private (nonprofit)
1652	1	college, private (proprietary)
1653	1	university, private (nonprofit)
1654	1	university, private (nonprofit)
1655	1	university, private (nonprofit)
1656	1	public
1657	1	public
1658	1	public
1659	1	public
1660	1	public
1661	1	university, private (nonprofit)
1662	1	university, public
1663	1	college, private (nonprofit)
1664	1	university, private (nonprofit)
1665	1	university, private (nonprofit)
1666	1	public
1667	1	college, private (nonprofit)
1668	1	university, private (nonprofit)
1669	1	college, public
1670	1	university, private (nonprofit)
1671	1	private (nonprofit)
1672	1	college, private (nonprofit)
1673	1	college, private (nonprofit)
1674	1	college, private (nonprofit)
1675	1	private (nonprofit)
1676	1	university, private (nonprofit)
1677	1	university, historically Black, public
1678	1	university, private (nonprofit)
1679	1	college, private (nonprofit)
1680	1	college, private (nonprofit)
1681	1	public
1682	1	college, historically Black, private (nonprofit)
1683	1	university, public
1684	1	public
1685	1	university, private (nonprofit)
1686	1	university, private (nonprofit)
1687	1	public
1688	1	college, public
1689	1	public
1690	1	college, public
1691	1	college, public
1692	1	public
1693	1	private (nonprofit)
1694	1	college, private (nonprofit)
1695	1	university, public
1696	1	public
1697	1	university, public
1698	1	public
1699	1	public
1700	1	public
1701	1	public
1702	1	public
1703	1	public
1704	1	public
1705	1	public
1706	1	public
1707	1	public
1708	1	public
1709	1	public
1710	1	public
1711	1	public
1712	1	college, private (nonprofit)
1713	1	public
1714	1	university, private (nonprofit)
1715	1	university, private (nonprofit)
1716	1	public
1717	1	public
1718	1	college, private (nonprofit)
1719	1	public
1720	1	college, private (nonprofit)
1721	1	college, public
1722	1	university, private (nonprofit)
1723	1	private (nonprofit)
1724	1	college, private (nonprofit)
1725	1	private (nonprofit)
1726	1	university, private (nonprofit)
1727	1	public
1728	1	college, private (nonprofit)
1729	1	college, private (nonprofit)
1730	1	university, public
1731	1	public
1732	1	college, private (nonprofit)
1733	1	college, private (nonprofit)
1734	1	university, private (nonprofit)
1735	1	college, private (nonprofit)
1736	1	college, private (nonprofit)
1737	1	public
1738	1	college, private (nonprofit)
1739	1	college, private (nonprofit)
1740	1	college, private (nonprofit)
1741	1	university, private (nonprofit)
1742	1	university, private (nonprofit)
1743	1	community college, public
1744	1	college, public
1745	1	institute, private (nonprofit)
1746	1	college, private (nonprofit)
1747	1	public
1748	1	public
1749	1	university, public
1750	1	private (proprietary)
1751	1	private (proprietary)
1752	1	public
1753	1	public
1754	1	university, public
1755	1	public
1756	1	private (proprietary)
1757	1	university, private (nonprofit)
1758	1	university, private (nonprofit)
1759	1	college, private (nonprofit)
1760	1	college, historically Black, public
1761	1	private (proprietary)
1762	1	university, public
1763	1	university, public
1764	1	university, public
1765	1	college, public
1766	1	public
1767	1	public
1768	1	university, private (nonprofit)
1769	1	diploma/certificate, public
1770	1	college, private (nonprofit)
1771	1	college, private (nonprofit)
1772	1	college, private (nonprofit)
1773	1	public
1774	1	college, public
1775	1	public
1776	1	public
1777	1	public
1778	1	college, private (nonprofit)
1779	1	college, private (nonprofit)
1780	1	college, private (nonprofit)
1781	1	public
1782	1	college, public
1783	1	university, public
1784	1	public
1785	1	public
1786	1	public
1787	1	public
1788	1	university, public
1789	1	university, private (nonprofit)
1790	1	college, private (nonprofit)
1791	1	public
1792	1	public
1793	1	university, private (nonprofit)
1794	1	public
1795	1	college, public
1796	1	university, public
1797	1	public
1798	1	public
1799	1	public
1800	1	public
1801	1	college, private (nonprofit)
1802	1	college, private (nonprofit)
1803	1	university, public
1804	1	university, private (nonprofit)
1805	1	college, historically Black, private (nonprofit)
1806	1	public
1807	1	university, public
1808	1	college, private (nonprofit)
1809	1	university, private (nonprofit)
1810	1	college, private (nonprofit)
1811	1	college, private (nonprofit)
1812	1	public
1813	1	public
1814	1	public
1815	1	public
1816	1	college, private (nonprofit)
1817	1	public
1818	1	university, public
1819	1	public
1820	1	public
1821	1	public
1822	1	university, private (nonprofit)
1823	1	public
1824	1	college, private (nonprofit)
1825	1	public
1826	1	public
1827	1	university, public
1828	1	university, historically Black, public
1829	1	university, private (nonprofit)
1830	1	private (proprietary)
1831	1	college, private (nonprofit)
1832	1	university, public
1833	1	public
1834	1	public
1835	1	university, public
1836	1	university, private (nonprofit)
1837	1	university, public
1838	1	public
1839	1	public
1840	1	private (proprietary)
1841	1	college, private (nonprofit)
1842	1	public
1843	1	public
1844	1	public
1845	1	public
1846	1	college, private (nonprofit)
1847	1	public
1848	1	public
1849	1	public
1850	1	public
1851	1	college, private (nonprofit)
1852	1	university, private (nonprofit)
1853	1	college, private (nonprofit)
1854	1	public
1855	1	public
1856	1	public
1857	1	public
1858	1	college, private (nonprofit)
1859	1	university, private (nonprofit)
1860	1	public
1861	1	public
1862	1	university, public
1863	1	public
1864	1	public
1865	1	public
1866	1	university, public
1867	1	public
1868	1	institute, private (nonprofit)
1869	1	institute, private (nonprofit)
1870	1	institute, private (nonprofit)
1871	1	institute, private (nonprofit)
1872	1	institute, private (nonprofit)
1873	1	institute, private (nonprofit)
1874	1	institute, private (nonprofit)
1875	1	institute, private (nonprofit)
1876	1	institute, private (nonprofit)
1877	1	institute, private (nonprofit)
1878	1	institute, private (nonprofit)
1879	1	institute, private (nonprofit)
1880	1	institute, private (nonprofit)
1881	1	public
1882	1	public
1883	1	public
1884	1	college, private (nonprofit)
1885	1	college, private (nonprofit)
1886	1	university, public
1887	1	public
1888	1	college, historically Black, private (nonprofit)
1889	1	public
1890	1	private (proprietary)
1891	1	public
1892	1	college, private (nonprofit)
1893	1	college, private (nonprofit)
1894	1	college, private (nonprofit)
1895	1	college, private (nonprofit)
1896	1	college, private (nonprofit)
1897	1	college, private (nonprofit)
1898	1	college, private (nonprofit)
1899	1	university, private (nonprofit)
1900	1	college, private (nonprofit)
1901	1	college, private (nonprofit)
1902	1	private (proprietary)
1903	1	public
1904	1	public
1905	1	public
1906	1	college, private (nonprofit)
1907	1	public
1908	1	public
1909	1	college, private (nonprofit)
1910	1	university, private (nonprofit)
1911	1	university, private (nonprofit)
1912	1	university, private (nonprofit)
1913	1	public
1914	1	public
1915	1	public
1916	1	college, private (nonprofit)
1917	1	university, private (nonprofit)
1918	1	private (nonprofit)
1919	1	college, private (nonprofit)
1920	1	college, public
1921	1	private (nonprofit)
1922	1	college, private (nonprofit)
1923	1	private (proprietary)
1924	1	private (nonprofit)
1925	1	university, private (nonprofit)
1926	1	public
1927	1	public
1928	1	public
1929	1	university, public
1930	1	university, public
1931	1	university, public
1932	1	public
1933	1	public
1934	1	public
1935	1	college, private (nonprofit)
1936	1	institute, private (proprietary)
1937	1	First Professional, private (nonprofit)
1938	1	college, public
1939	1	college, private (nonprofit)
1940	1	college
1941	1	college, private (nonprofit)
1942	1	private (nonprofit)
1943	1	college, private (nonprofit)
1944	1	university, private (nonprofit)
1945	1	private (proprietary)
1946	1	university, private (nonprofit)
1947	1	public
1948	1	public
1949	1	private (nonprofit)
1950	1	school of the arts, public
1951	1	college, private (nonprofit)
1952	1	public
1953	1	public
1954	1	public
1955	1	public
1956	1	university, private (nonprofit)
1957	1	university, public
1958	1	public
1959	1	public
1960	1	college, private (nonprofit)
1961	1	public
1962	1	public
1963	1	public
1964	1	university, private (nonprofit)
1965	1	public
1966	1	public
1967	1	public
1968	1	public
1969	1	public
1970	1	university, public
1971	1	public
1972	1	university, public
1973	1	university, private (nonprofit)
1974	1	public
1975	1	university, public
1976	1	university, public
1977	1	university, public
1978	1	college, public
1979	1	public
1980	1	public
1981	1	public
1982	1	public
1983	1	college, private (nonprofit)
1984	1	public
1985	1	public
1986	1	university, public
1987	1	university, private (nonprofit)
1988	1	public
1989	1	university, private (nonprofit)
1990	1	public
1991	1	college, private (nonprofit)
1992	1	public
1993	1	public
1994	1	university, public
1995	1	university, private (nonprofit)
1996	1	university, public
1997	1	university, private (nonprofit)
1998	1	university, private (nonprofit)
1999	1	university, private (nonprofit)
