university	collegeboard	website
0918	1	www.polk.edu
0919	1	www.popac.edu
0920	1	www.pucpr.edu
0921	1	www.pcj.edu
0922	1	www.pcc.edu
0923	1	www.beaconcollege.edu
0924	1	www.becker.edu
0925	1	www.beckfield.edu
0926	1	www.bel-rea.com
0927	1	www.post.edu
0928	1	www.potomac.edu
0929	1	www.prairiestate.edu
0930	1	www.prattcc.edu
0931	1	www.pratt.edu
0932	1	www.presby.edu
0933	1	www.presentation.edu
0934	1	www.pgcc.edu
0935	1	www.princeton.edu
0936	1	www.principia.edu
0937	1	www.providence.edu
0938	1	www.provocollege.edu
0939	1	www.purdue.edu
0940	1	www.quincycollege.edu
0941	1	www.quincy.edu
0942	1	www.qvcc.commnet.edu
0943	1	www.quinnipiac.edu
0944	1	www.qcc.edu
0945	1	www.radford.edu
0946	1	www.rrcc.mnscu.edu
0947	1	www.ramapo.edu
0948	1	www.randolphcollege.edu
0949	1	www.rangercollege.edu
0950	1	www.ranken.edu
0951	1	www.rappahannock.edu
0952	1	www.raritanval.edu
0953	1	www.rasmussen.edu
0954	1	www.rasmussen.edu
0955	1	www.rasmussen.edu
0956	1	www.rasmussen.edu
0957	1	www.rasmussen.edu
0958	1	www.rasmussen.edu
0959	1	www.rasmussen.edu
0960	1	www.rasmussen.edu
0961	1	www.regis.edu
0962	1	www.remingtoncollege.edu
0963	1	www.remingtoncollege.edu
0964	1	www.remingtoncollege.edu
0965	1	www.remingtoncollege.edu
0966	1	www.remingtoncollege.edu
0967	1	www.remingtoncollege.edu
0968	1	www.bellevue.edu
0969	1	www.btc.ctc.edu
0970	1	www.belmontabbeycollege.edu
0971	1	www.btc.edu
0972	1	www.belmont.edu
0973	1	www.beloit.edu
0974	1	www.rlc.edu
0975	1	www.researchcollege.edu
0976	1	www.walnuthillcollege.edu
0977	1	www.wscn.edu
0978	1	www.rhodes.edu
0979	1	www.rice.edu
0980	1	www.richland.edu
0981	1	www.richmondcc.edu
0982	1	www.rider.edu
0983	1	www.ringling.edu
0984	1	www.riohondo.edu
0985	1	www.ripon.edu
0986	1	www.rivervalley.edu
0987	1	www.riverland.edu
0988	1	www.rcc.edu
0989	1	www.rivier.edu
0990	1	www.roanestate.edu
0991	1	www.roanoke.edu
0992	1	www.roanokechowan.edu
0993	1	www.millercollege.edu
0994	1	www.roberts.edu
0995	1	www.robeson.edu
0996	1	www.rockhurst.edu
0997	1	www.rockinghamcc.edu
0998	1	www.rocky.edu
0999	1	www.rmcad.edu
1000	1	www.roguecc.edu
1001	1	www.rollins.edu
1002	1	www.roosevelt.edu
1003	1	www.rose.edu
1004	1	www.rose-hulman.edu
1005	1	www.rosedale.edu
1006	1	www.rosedaletech.org
1007	1	www.rosemont.edu
1008	1	www.rowan.edu
1009	1	www.rcc.mass.edu
1010	1	www.rutgers.edu
1011	1	www.scc.losrios.edu
1012	1	www.saddleback.edu
1013	1	www.sage.edu
1014	1	www.sagchip.edu
1015	1	www.svsu.edu
1016	1	www.stcloudstate.edu
1017	1	www.saintjoe.edu
1018	1	www.sjcme.edu
1019	1	www.sju.edu
1020	1	www.stmartin.edu
1021	1	www.salem.edu
1022	1	www.salemu.edu
1023	1	www.salemstate.edu/
1024	1	www.salisbury.edu
1025	1	www.slcc.edu
1026	1	www.benedictine.edu
1027	1	www.sci.edu
1028	1	www.bfit.edu
1029	1	www.bennett.edu
1030	1	www.bentley.edu
1031	1	www.berea.edu
1032	1	www.bergen.edu
1033	1	www.samford.edu
1034	1	www.sampsoncc.edu
1035	1	www.accd.edu/sac
1036	1	www.sdccd.edu
1037	1	www.sdsu.edu
1038	1	www.sfai.edu
1039	1	www.deltacollege.edu
1040	1	www.sjcc.edu
1041	1	www.sanjuancollege.edu
1042	1	www.sanford-brown.edu
1043	1	www.sbcmilwaukee.com
1044	1	www.sbcvienna.com
1045	1	www.sbjacksonville.com
1046	1	www.sbmelville.com
1047	1	www.sanfordbrown.edu
1048	1	www.westernschoolpitt.com
1049	1	www.sac.edu
1050	1	www.sbbcollege.edu
1051	1	www.sbbcollege.edu
1052	1	www.sbbcollege.edu
1053	1	www.sbcc.edu
1054	1	www.scu.edu
1055	1	www.sfcc.edu
1056	1	www.smc.edu
1057	1	www.santarosa.edu
1058	1	www.slc.edu
1059	1	www.svcc.edu
1060	1	www.scad.edu
1061	1	www.savannahstate.edu
1062	1	www.schiller.edu
1063	1	www.saic.edu
1064	1	www.sum.edu
1065	1	www.schoolcraft.edu
1066	1	www.schreiner.edu
1067	1	www.scottsdalecc.edu
1068	1	www.scrippscollege.edu
1069	1	www.sscok.edu
1070	1	www.shu.edu
1071	1	www.shasta.edu
1072	1	www.shawneecc.edu
1073	1	www.sheltonstate.edu
1074	1	www.shepherd.edu
1075	1	www.sheridan.edu
1076	1	www.shoreline.edu
1077	1	www.shorter.edu
1078	1	www.svuca.edu
1079	1	www.sl.edu
1080	1	www.simmons.edu
1081	1	www.sfu.ca
1082	1	www.simpson.edu
1083	1	www.sinclair.edu
1084	1	www.berginu.edu
1085	1	www.berkeleycitycollege.edu
1086	1	www.berkeleycollege.edu
1087	1	www.berks.edu
1088	1	www.berry.edu
1089	1	www.sittingbull.edu
1090	1	www.skagit.edu
1091	1	www.sru.edu
1092	1	www.smith.edu
1093	1	www.snead.edu
1094	1	www.sdc.edu
1095	1	www.soka.edu
1096	1	www.solano.edu
1097	1	www.sonoma.edu
1098	1	www.southcentral.edu
1099	1	www.southcoastcollege.com
1100	1	www.southcollegenc.edu
1101	1	www.sdsmt.edu
1102	1	www.southflorida.edu
1103	1	www.sgc.edu
1104	1	www.southlouisiana.edu
1105	1	www.southmountaincc.edu
1106	1	www.spcc.edu
1107	1	www.spscc.ctc.edu
1108	1	www.southseattle.edu
1109	1	www.ssc.edu
1110	1	www.southtexascollege.edu
1111	1	www.southuniversity.edu
1112	1	www.southuniversity.edu
1113	1	www.southuniversity.edu
1114	1	www.seark.edu
1115	1	www.southeast.edu
1116	1	www.southeast.kctcs.edu
1117	1	www.semo.edu
1118	1	www.southeasttech.edu
1119	1	www.selu.edu
1120	1	www.se.edu
1121	1	www.southeasterntech.edu
1122	1	www.southern.edu
1123	1	www.saumag.edu
1124	1	www.sautech.edu
1125	1	www.sciarc.edu
1126	1	www.flatech.edu
1127	1	www.siuc.edu
1128	1	www.siue.edu
1129	1	www.smccme.edu
1130	1	www.sscc.edu
1131	1	www.subr.edu
1132	1	www.svc.edu
1133	1	www.sv.vccs.edu
1134	1	www.sbuniv.edu
1135	1	www.swfc.edu
1136	1	www.southwestgatech.edu
1137	1	www.southwest.edu
1138	1	www.swau.edu
1139	1	www.alc.edu
1140	1	www.hancockcollege.edu
1141	1	www.allegheny.edu
1142	1	www.bethanylb.edu
1143	1	www.bethany.edu
1144	1	www.swbts.edu
1145	1	www.swcu.edu
1146	1	www.swccd.edu
1147	1	www.swcollege.net
1148	1	www.swcollege.net
1149	1	www.swcciowa.edu
1150	1	www.southwesterncc.edu
1151	1	www.swic.edu
1152	1	www.sipi.bia.edu
1153	1	www.swosu.edu
1154	1	www.southwestern.edu
1155	1	www.spartan.edu
1156	1	www.smcsc.edu
1157	1	www.spelman.edu
1158	1	www.spencerian.edu
1159	1	www.spencerian.edu
1160	1	www.spokanefalls.edu
1161	1	www.arbor.edu
1162	1	www.shc.edu
1163	1	www.springfieldcollege.edu
1164	1	www.stcc.edu
1165	1	www.staugustine.edu
1166	1	www.st-aug.edu
1167	1	www.stkate.edu
1168	1	www.stchas.edu
1169	1	www.sc4.edu
1170	1	www.sctcc.edu
1171	1	www.secon.edu
1172	1	www.stfranciscollege.edu
1173	1	www.sjfc.edu
1174	1	www.sjvcs.edu
1175	1	www.stjohnscollege.edu
1176	1	www.sjcsf.edu
1177	1	www.stjohns.edu
1178	1	www.csbsju.edu/
1179	1	www.sjasc.edu
1180	1	www.sjhsyr.org/nursing
1181	1	www.sjcny.edu
1182	1	www.slcconline.edu
1183	1	www.stlcc.edu
1184	1	www.stlukescollege.edu
1185	1	www.stmarys-ca.edu
1186	1	www.smcm.edu
1187	1	www.smcvt.edu
1188	1	www.snc.edu
1189	1	www.stolaf.edu
1190	1	www.saintpaul.edu
1191	1	www.saintpauls.edu
1192	1	www.alamo.edu/spc
1193	1	www.stvincent.edu
1194	1	www.stanbridge.edu
1195	1	www.stanford.edu
1196	1	www.starkstate.edu
1197	1	www.LearnWhatYouLove.com
1198	1	www.stenotype.edu
1199	1	www.sfasu.edu
1200	1	www.stephens.edu
1201	1	www.sterling.edu
1202	1	www.stetson.edu
1203	1	www.bcu.edu
1204	1	www.cookman.edu
1205	1	www.beulah.org
1206	1	www.bscc.edu
1207	1	www.bidwell-training.org
1208	1	www.bigbend.edu
1209	1	www.bigsandy.kctcs.edu
1210	1	www.bishop.edu
1211	1	www.stevenshenager.edu
1212	1	www.stevenshenager.edu
1213	1	www.stonechild.edu
1214	1	www.strayer.edu
1215	1	www.suffolk.edu
1216	1	www.fredonia.edu
1217	1	www.oldwestbury.edu
1218	1	www.oneonta.edu
1219	1	www.plattsburgh.edu
1220	1	www.potsdam.edu
1221	1	www.purchase.edu
1222	1	www.morrisville.edu
1223	1	www.alfredstate.edu
1224	1	www.delhi.edu
1225	1	www.sunymaritime.edu
1226	1	www.albany.edu
1227	1	www.binghamton.edu
1228	1	www.buffalo.edu
1229	1	www.surry.edu
1230	1	www.susqu.edu
1231	1	www.syr.edu
1232	1	www.tacomacc.edu
1233	1	www.taftcollege.edu
1234	1	www.tiuny.org
1235	1	www.tccd.edu
1236	1	www.tcl.edu
1237	1	www.templebaptist.edu
1238	1	www.temple.edu
1239	1	www.tnstate.edu
1240	1	www.tntech.edu
1241	1	www.twcnet.edu
1242	1	www.tesst.com
1243	1	www.tesst.com
1244	1	www.texarkanacollege.edu
1245	1	www.tamu.edu
1246	1	www.tamu-commerce.edu
1247	1	www.tamucc.edu
1248	1	www.tamuk.edu
1249	1	www.tamut.edu
1250	1	www.texascollege.edu
1251	1	www.texascountytech.edu
1252	1	www.tlu.edu
1253	1	www.tsu.edu
1254	1	www.harlingen.tstc.edu
1255	1	www.waco.tstc.edu
1256	1	www.txstate.edu
1257	1	www.ttu.edu
1258	1	www.bismarckstate.edu
1259	1	www.bhsu.edu
1260	1	www.blackrivertech.edu
1261	1	www.blackburn.edu
1262	1	www.blackhawk.edu
1263	1	www.bladencc.edu
1264	1	www.twu.edu
1265	1	www.citadel.edu
1266	1	www.kingsuniversity.edu
1267	1	www.thiel.edu
1268	1	www.tesc.edu
1269	1	www.thomasmore.edu
1270	1	www.tncc.edu
1271	1	www.thomasu.edu
1272	1	www.trcc.edu
1273	1	www.tcc.vccs.edu
1274	1	www.tougaloo.edu
1275	1	www.touro.edu
1276	1	www.touro.edu/losangeles
1277	1	www.tvcc.cc
1278	1	www.trevecca.edu
1279	1	www.tricountycc.edu
1280	1	www.tctc.edu
1281	1	www.tsbi.edu
1282	1	www.triangle-tech.edu
1283	1	www.triangle-tech.edu
1284	1	www.triangle-tech.edu
1285	1	www.triangle-tech.edu
1286	1	www.tridenttech.edu
1287	1	www.tuiu.edu
1288	1	www.trine.edu
1289	1	www.tbc.edu
1290	1	www.trnty.edu
1291	1	www.trinitycollegeqc.edu
1292	1	www.tlc.edu
1293	1	www.tvcc.edu
1294	1	www.triton.edu
1295	1	www.trocaire.edu
1296	1	www.troy.edu
1297	1	www.tmcc.edu
1298	1	www.truett.edu
1299	1	www.tbc-trumbullbusiness.com
1300	1	www.tulane.edu
1301	1	www.weldingschool.com
1302	1	www.tm.edu
1303	1	www.unionky.edu
1304	1	www.ucc.edu
1305	1	www.myunion.edu
1306	1	www.westpoint.edu
1307	1	www.ussa.edu
1308	1	www.universalcareer.org
1309	1	www.universalcareer.org
1310	1	www.uaa.edu
1311	1	www.bloomfield.edu
1312	1	www.bloomu.edu
1313	1	www.bluecliffcollege.com
1314	1	www.bluecliffcollege.com
1315	1	www.bmc.edu
1316	1	www.bluecc.edu
1317	1	www.suagm.edu/une
1318	1	www.flet.edu
1319	1	www.suagm.edu/umet
1320	1	www.pupr.edu
1321	1	www.cunisanjuan.edu
1322	1	www.uat.edu
1323	1	www.ua.edu
1324	1	www.uab.edu
1325	1	www.uaf.edu
1326	1	www.ualberta.ca
1327	1	www.uamont.edu
1328	1	www.uaccm.edu
1329	1	www.uaccb.edu
1330	1	www.ubalt.edu
1331	1	www.bridgeport.edu
1332	1	www.ubc.ca
1333	1	www.berkeley.edu
1334	1	www.ucmerced.edu
1335	1	www.ucr.edu/
1336	1	www.ucsd.edu
1337	1	www.ucf.edu
1338	1	www.ucwv.edu
1339	1	www.uchicago.edu
1340	1	www.uc.edu
1341	1	www.ucclermont.edu
1342	1	www.colorado.edu
1343	1	www.ucdenver.edu
1344	1	www.uconn.edu
1345	1	www.du.edu
1346	1	www.evansville.edu
1347	1	www.findlay.edu
1348	1	www.ufl.edu
1349	1	www.uga.edu
1350	1	www.uog.edu
1351	1	www.uhh.hawaii.edu
1352	1	www.hawcc.hawaii.edu
1353	1	www.kcc.hawaii.edu
1354	1	www.lcc.hawaii.edu
1355	1	www.maui.hawaii.edu
1356	1	www.uhwo.hawaii.edu
1357	1	www.wcc.hawaii.edu
1358	1	www.uh.edu
1359	1	www.uhcl.edu
1360	1	www.uindy.edu
1361	1	www.kumc.edu
1362	1	www.university-karlsruhe.de
1363	1	www.uky.edu
1364	1	www.louisiana.edu
1365	1	www.louisville.edu
1366	1	www.umaine.edu
1367	1	www.uma.edu
1368	1	www.blueridge.edu
1369	1	www.boisestate.edu
1370	1	www.bolivarcollege.org
1371	1	www.umfk.maine.edu
1372	1	www.umtweb.edu
1373	1	www.umary.edu
1374	1	www.maryland.edu
1375	1	www.umes.edu
1376	1	www.shrp.umdnj.edu
1377	1	www.memphis.edu
1378	1	www.umd.umich.edu
1379	1	www1.crk.umn.edu/
1380	1	www.d.umn.edu
1381	1	www.olemiss.edu
1382	1	www.umc.edu
1383	1	www.missouri.edu
1384	1	www.umkc.edu
1385	1	www.montevallo.edu
1386	1	www.mountunion.edu
1387	1	www.unl.edu
1388	1	www.unlv.edu
1389	1	www.unr.edu
1390	1	www.une.edu
1391	1	www.newhaven.edu
1392	1	www.uno.edu
1393	1	www.uncg.edu
1394	1	www.und.edu
1395	1	www.unf.edu
1396	1	www.unt.edu
1397	1	www.unco.edu
1398	1	www.unoh.edu
1399	1	www.nd.edu
1400	1	www.ou.edu
1401	1	www.upenn.edu
1402	1	www.phoenix.edu
1403	1	www.phoenix.edu
1404	1	www.phoenix.edu
1405	1	www.phoenix.edu
1406	1	www.phoenix.edu
1407	1	www.bpcc.edu
1408	1	www.bcmt.org
1409	1	www.bowiestate.edu
1410	1	www.bgsu.edu
1411	1	www.phoenix.edu
1412	1	www.phoenix.edu
1413	1	www.phoenix.edu
1414	1	www.pitt.edu
1415	1	www.upj.pitt.edu
1416	1	www.uprag.edu
1417	1	www.upra.edu
1418	1	www.uprc.edu
1419	1	www.uri.edu
1420	1	www.son.rochester.edu
1421	1	www.sandiego.edu
1422	1	www.usfca.edu
1423	1	www.usao.edu
1424	1	www.scranton.edu
1425	1	www.usiouxfalls.edu
1426	1	www.southalabama.edu
1427	1	www.sc.edu
1428	1	uscsalkehatchie.sc.edu
1429	1	www.uscsumter.edu
1430	1	uscunion.sc.edu
1431	1	www.usd.edu
1432	1	www.usf.edu
1433	1	www.usm.maine.edu
1434	1	www.usn.edu
1435	1	www.sf.edu
1436	1	www.stthom.edu
1437	1	www.stthomas.edu
1438	1	www.utm.edu
1439	1	www.uta.edu
1440	1	www.utexas.edu
1441	1	www.utb.edu
1442	1	www.utdallas.edu
1443	1	www.firelands.bgsu.edu
1444	1	www.bradfordpittsburgh.edu
1445	1	www.brenau.edu
1446	1	www.brescia.edu
1447	1	www.uth.tmc.edu
1448	1	www.utmb.edu
1449	1	www.utpb.edu
1450	1	www.utsouthwestern.edu
1451	1	www.ucumberlands.edu
1452	1	www.usp.edu
1453	1	www.sewanee.edu
1454	1	www.uwest.edu
1455	1	www.utoledo.edu
1456	1	www.utulsa.edu
1457	1	www.uwb.edu
1458	1	www.tacoma.washington.edu
1459	1	www.uwaterloo.ca
1460	1	www.uwa.edu
1461	1	www.uwf.edu
1462	1	www.barron.uwc.edu
1463	1	www.uwec.edu
1464	1	www.fdl.uwc.edu
1465	1	www.wisc.edu
1466	1	www.manitowoc.uwc.edu
1467	1	www.marinette.uwc.edu
1468	1	www.marshfield.uwc.edu
1469	1	www.uwrf.edu
1470	1	www.rock.uwc.edu
1471	1	www.sheboygan.uwc.edu
1472	1	www.uwsp.edu
1473	1	www.uwstout.edu
1474	1	www.uwsuper.edu
1475	1	www.washington.uwc.edu
1476	1	www.waukesha.uwc.edu
1477	1	www.uww.edu
1478	1	www.uwyo.edu
1479	1	www.uiu.edu
1480	1	www.urbana.edu
1481	1	www.ursuline.edu
1482	1	www.usu.edu
1483	1	www.utica.edu
1484	1	www.valenciacollege.edu
1485	1	www.vfmac.edu
1486	1	www.valpo.edu
1487	1	www.vanguard.edu
1488	1	www.vatterott-college.edu
1489	1	www.vatterott-college.edu
1490	1	www.vatterott-college.com
1491	1	www.vatterott-college.edu
1492	1	www.vatterott-college.com
1493	1	www.vatterott-college.com
1494	1	www.vatterott-college.edu
1495	1	www.vaughn.edu
1496	1	www.vcc.edu
1497	1	www.briarcliff.edu
1498	1	www.briarcliffe.edu
1499	1	www.bridgewater.edu
1500	1	www.byu.edu
1501	1	www.byuh.edu
1502	1	www.byui.edu
1503	1	www.vernoncollege.edu
1504	1	www.vettechinstitute.edu
1505	1	www.vvc.edu
1506	1	www.victoriacollege.edu
1507	1	www.villanova.edu
1508	1	www.vinu.edu
1509	1	www.vc.edu/austin
1510	1	www.vc.edu
1511	1	www.vc.edu
1512	1	www.vmi.edu
1513	1	www.vt.edu
1514	1	www.vsu.edu
1515	1	www.vuu.edu
1516	1	www.vul.edu
1517	1	www.vwc.edu
1518	1	www.virginiawestern.edu
1519	1	www.vistacollege.edu
1520	1	www.viterbo.edu
1521	1	www.volstate.edu
1522	1	www.wlbonnercollege.org
1523	1	www.wagner.edu
1524	1	www.wfu.edu
1525	1	www.waketech.edu
1526	1	www.waldenu.edu
1527	1	www.waldorf.edu
1528	1	www.wwcc.edu
1529	1	www.wallawalla.edu
1530	1	www.walshcollege.edu
1531	1	www.walsh.edu
1532	1	www.ws.edu
1533	1	www.warren-wilson.edu
1534	1	www.bible.edu
1535	1	www.washcoll.edu
1536	1	www.wccc.me.edu
1537	1	www.wscc.edu
1538	1	www.wsu.edu
1539	1	www.wccnet.edu
1540	1	www.watkins.edu
1541	1	www.waubonsee.edu
1542	1	www.wctc.edu
1543	1	www.waycross.edu
1544	1	www.webb-institute.edu
1545	1	www.weber.edu
1546	1	www.webster.edu
1547	1	www.wvc.edu
1548	1	www.wit.edu
1549	1	www.wesley.edu
1550	1	www.wesleyancollege.edu
1551	1	www.westgatech.edu
1552	1	www.westhillscollege.com/lemoore
1553	1	www.wlac.edu
1554	1	www.wtbc.edu
1555	1	www.bristolcc.edu
1556	1	www.broadviewuniversity.edu
1557	1	www.broadviewuniversity.edu
1558	1	www.brookhavencollege.edu
1559	1	www.brooklinecollege.edu
1560	1	www.brooklinecollege.edu
1561	1	www.brooks.edu
1562	1	www.wvbc.edu
1563	1	www.wvjcmorgantown.edu
1564	1	www.wvjcinfo.net
1565	1	www.wvjc.edu
1566	1	www.wvncc.edu
1567	1	www.wvu.edu
1568	1	www.wvutech.edu
1569	1	www.sunywcc.edu
1570	1	www.wcu.edu
1571	1	www.wcsu.edu
1572	1	www.wdt.edu
1573	1	www.wgu.edu
1574	1	www.wiu.edu
1575	1	www.west.edu
1576	1	www.wncc.edu
1577	1	www.wnc.edu
1578	1	www.wnmu.edu
1579	1	www.wou.edu
1580	1	www.wpcc.edu
1581	1	www.westerntc.edu
1582	1	www.westerntech.edu
1583	1	www.wtc.edu
1584	1	www.wwu.edu
1585	1	www.wwcc.wy.edu
1586	1	www.wsc.ma.edu
1587	1	www.westminstercollege.edu
1588	1	www.westminster-mo.edu
1589	1	www.westmont.edu
1590	1	www.wccc.edu
1591	1	www.westwood.edu
1592	1	www.westwood.edu/locations/texas/dallas-campus
1593	1	www.westwood.edu/locations/colorado/denver-north-campus
1594	1	www.westwood.edu/locations/colorado/denver-south-campus
1595	1	www.westwood.edu
1596	1	www.westwood.edu
1597	1	www.westwood.edu
1598	1	www.westwood.edu/locations/california/los-angeles-campus
1599	1	www.westwood.edu
1600	1	www.westwood.edu
1601	1	www.westwood.edu
1602	1	www.westwood.edu
1603	1	www.wcjc.edu
1604	1	www.wheatoncollege.edu
1605	1	www.whitman.edu
1606	1	www.whittier.edu
1607	1	www.widener.edu
1608	1	www.wilberforce.edu
1609	1	www.wileyc.edu
1610	1	www.wilkes.edu
1611	1	www.willamette.edu
1612	1	www.wmcarey.edu
1613	1	www.jessup.edu
1614	1	www.williamwoods.edu
1615	1	www.williams.edu
1616	1	www.williamson.edu
1617	1	www.wilson.edu
1618	1	www.wilsoncc.edu
1619	1	www.winona.edu
1620	1	www.winthrop.edu
1621	1	www.broward.edu
1622	1	www.browncollege.edu
1623	1	www.browncollege.edu
1624	1	www.brownmackie.edu
1625	1	www.brownmackie.edu
1626	1	www.brownmackie.com
1627	1	www.wlc.edu
1628	1	www.wittenberg.edu
1629	1	www.wofford.edu
1630	1	www.woodtobecoburn.edu
1631	1	www.woodbury.edu
1632	1	www.worwic.edu
1633	1	www.worcester.edu
1634	1	www.wright.edu
1635	1	www.wyotech.edu
1636	1	www.wyotech.edu
1637	1	www.wyotech.edu
1638	1	www.wyotech.edu/campus/long_beach
1639	1	www.wyotech.edu
1640	1	www.wcc.vccs.edu
1641	1	www.xavier.edu
1642	1	www.yale.edu
1643	1	www.yu.edu
1644	1	www.yccc.edu
1645	1	www.yhc.edu
1646	1	www.yti.edu
1647	1	www.yti.edu
1648	1	www.yti.edu
1649	1	www.yccd.edu
1650	1	www.zbc.edu
1651	1	www.draughons.edu
1652	1	www.draughons.edu
1653	1	www.daymarinstitute.edu
1654	1	www.deanza.edu
1655	1	www.deepsprings.edu
1656	1	www.defiance.edu
1657	1	www.allenuniversity.edu
1658	1	www.alpenacc.edu
1659	1	www.alvincollege.edu
1660	1	www.actx.edu
1661	1	www.amberton.edu
1662	1	www.brownmackie.edu
1663	1	www.brownmackie.edu
1664	1	www.brownmackie.edu
1665	1	www.brownmackie.edu
1666	1	www.brownmackie.edu/Salina/
1667	1	www.brownmackie.edu
1668	1	www.brown.edu
1669	1	www.brunswickcc.edu
1670	1	www.bryancollege.edu
1671	1	www.bryancolleges.edu
1672	1	www.bryancollege.edu
1673	1	www.bryanlghcollege.edu
1674	1	www.bryantstratton.edu
1675	1	www.bryantstratton.edu
1676	1	www.bryantstratton.edu
1677	1	www.bryantstratton.edu
1678	1	www.bryantstratton.edu
1679	1	www.bryantstratton.edu
1680	1	www.bryantstratton.edu
1681	1	www.bryantstratton.edu
1682	1	www.bryantstratton.edu
1683	1	www.bryant.edu
1684	1	www.brymanschool.edu
1685	1	www.brynathyn.edu
1686	1	www.bucknell.edu
1687	1	www.bucks.edu
1688	1	www.bvu.edu
1689	1	www.bhcc.mass.edu
1690	1	www.burlington.edu
1691	1	www.thecollegeforbusiness.com
1692	1	www.butlercc.edu
1693	1	www.butler.edu
1694	1	www.cabarruscollege.edu
1695	1	www.cabrillo.edu
1696	1	www.cabrini.edu
1697	1	www.calhoun.edu
1698	1	www.calchristiancollege.org
1699	1	www.calcoast.edu
1700	1	www.cca.edu
1701	1	www.calarts.edu
1702	1	www.cnuas.edu
1703	1	www.csudh.edu
1704	1	www.csueastbay.edu
1705	1	www.csufresno.edu
1706	1	www.csumb.edu
1707	1	www.csun.edu
1708	1	www.csusb.edu
1709	1	www.csusm.edu
1710	1	www.calvary.edu
1711	1	www.crbc.net
1712	1	www.cambridgecollege.edu
1713	1	www.camdencc.edu
1714	1	www.cameron.edu
1715	1	www.aada.org
1716	1	www.aada.org
1717	1	www.aicag.edu
1718	1	www.buckhead.aiuniv.edu/
1719	1	www.ccc.commnet.edu
1720	1	www.stritch.edu
1721	1	www.careerta.edu
1722	1	www.careerta.edu
1723	1	www.ucdh.edu/
1724	1	www.albizu.edu
1725	1	www.cmu.edu
1726	1	www.westerncollege.edu
1727	1	www.westerncollege.edu
1728	1	www.carrington.edu/nevada/reno/home
1729	1	www.westerncollege.edu
1730	1	www.svcollege.com
1731	1	www.carrollu.edu
1732	1	www.carteret.edu
1733	1	www.caspercollege.edu
1734	1	www.castleton.edu
1735	1	www.cdu.edu
1736	1	www.cua.edu
1737	1	www.cayuga-cc.edu
1738	1	www.cazenovia.edu
1739	1	www.cedarcrest.edu
1740	1	www.cedarvalleycollege.edu
1741	1	www.cedarville.edu
1742	1	www.centenarycollege.edu
1743	1	www.cacc.cc.al.us
1744	1	www.cbc.edu
1745	1	www.cbcag.edu
1746	1	www.cctech.edu
1747	1	www.cccb.edu
1748	1	www.central.edu
1749	1	www.cccneb.edu
1750	1	www.ccsu.edu
1751	1	www.centralgatech.edu
1752	1	www.clcmn.edu
1753	1	www.centralmethodist.edu
1754	1	www.cmich.edu
1755	1	www.cnm.edu
1756	1	www.cotc.edu
1757	1	www.cocc.edu
1758	1	www.cpcc.edu
1759	1	www.centralstate.edu
1760	1	www.ctcd.edu
1761	1	www.cvcc.va.us
1762	1	www.cwu.edu
1763	1	www.cwc.edu
1764	1	www.centralia.edu
1765	1	www.centre.edu
1766	1	www.centuracollege.edu
1767	1	www.century.edu
1768	1	www.cerritos.edu
1769	1	www.cerrocoso.edu
1770	1	www.chabotcollege.edu
1771	1	www.csc.edu
1772	1	www.chaffey.edu
1773	1	www.apus.edu
1774	1	www.arc.losrios.edu
1775	1	www.americansentinel.edu
1776	1	www.american.edu
1777	1	www.chaminade.edu
1778	1	www.cgc.maricopa.edu
1779	1	www.cdrewu.edu
1780	1	www.csuniv.edu
1781	1	www.chatham.edu
1782	1	www.chattahoocheetech.edu
1783	1	www.cv.edu
1784	1	www.chattanoogastate.edu
1785	1	www.chemeketa.edu
1786	1	www.chestercollege.edu
1787	1	www.chc.edu
1788	1	www.cheyney.edu
1789	1	www.chitraining.com
1790	1	www.chitraining.com
1791	1	www.csu.edu
1792	1	www.cdkc.edu
1793	1	www.chipola.edu
1794	1	www.cvtc.edu
1795	1	www.chowan.edu
1796	1	www.christendom.edu
1797	1	www.ccuniversity.edu
1798	1	www.ccms.edu
1799	1	www.cisco.edu
1800	1	www.ccsf.edu
1801	1	www.citycollege.edu
1802	1	www.ccc.edu
1803	1	www.ccc.edu
1804	1	www.ccc.edu
1805	1	www.ccc.edu
1806	1	www.bmcc.cuny.edu
1807	1	www.brooklyn.cuny.edu
1808	1	www.csi.cuny.edu
1809	1	www.hostos.cuny.edu
1810	1	www.lagcc.cuny.edu
1811	1	www.lehman.edu
1812	1	www.qc.cuny.edu
1813	1	www.qcc.cuny.edu
1814	1	www.york.cuny.edu
1815	1	www.cityu.edu
1816	1	www.claflin.edu
1817	1	www.claremontmckenna.edu
1818	1	www.clarendoncollege.edu
1819	1	www.clark.edu
1820	1	www.clarku.edu
1821	1	www.clarkson.edu
1822	1	www.clatsopcollege.com
1823	1	www.clayton.edu
1824	1	www.clearwater.edu
1825	1	www.clevelandcommunitycollege.edu
1826	1	www.cie-wc.edu
1827	1	www.cim.edu
1828	1	www.csuohio.edu
1829	1	www.cloud.edu
1830	1	www.cptc.edu
1831	1	www.clovis.edu
1832	1	www.coahomacc.edu
1833	1	www.amherst.edu
1834	1	www.amridgeuniversity.edu
1835	1	www.anderson.edu
1836	1	www.andrewcollege.edu
1837	1	www.aju.edu
1838	1	www.coastalbend.edu
