job	job	location
0932	1	San Diego, California
0933	1	San Diego, California
0934	1	Sunnyvale, California
0935	1	PHOENIX, Arizona
0936	1	Baltimore, Maryland
0937	1	Palo Alto, California
0938	1	Tampa, Florida
0939	1	Farmington Hills, Michigan
0940	1	Foster City, California
0941	1	Beverly Hills, California
0942	1	San Diego, California
0943	1	Denver, Colorado
0944	1	Huntsville, Alabama
0945	1	Wilsonville, Oregon
0946	1	Glendale, Arizona
0947	1	Los Angeles, California
0948	1	Boston, Massachusetts
0949	1	Washington, District Of Columbia
0950	1	Gwynn Oak, Maryland
0951	1	Chaska, Minnesota
0952	1	Marshall, Minnesota
0953	1	Eatontown, New Jersey
0954	1	Rockville, Maryland
0955	1	Rockaway, New Jersey
0956	1	Guilford, Connecticut
0957	1	Waltham, Massachusetts
0958	1	San Francisco, California
0959	1	Pasadena, California
0960	1	Nashua, New Hampshire
0961	1	San Jose, California
0962	1	Los Angeles, California
0963	1	West Conshohocken, Pennsylvania
0964	1	Mountain View, California
0965	1	Murray Hill, New Jersey
0966	1	Santa Clara, California
0967	1	New York, New York
0968	1	Redwood City, California
0969	1	Manchester, New Hampshire
0970	1	Worcester, Massachusetts
0971	1	Columbia, Maryland
0972	1	Saint Paul, Minnesota
0973	1	Indianapolis, Indiana
0974	1	Petaluma, California
0975	1	Danbury, Connecticut
0976	1	Richmond, California
0977	1	San Diego, California
0978	1	New York, New York
0979	1	Arvada, Colorado
0980	1	Greensboro, North Carolina
0981	1	Shakopee, Minnesota
0982	1	Shakopee, Minnesota
0983	1	Sunnyvale, California
0984	1	Richfield, Ohio
0985	1	Raleigh, North Carolina
0986	1	Baltimore, Maryland
0987	1	Anaheim, California
0988	1	Anaheim, California
0989	1	New York, New York
0990	1	Campbell, California
0991	1	Beaverton, Oregon
0992	1	Matawan, New Jersey
0993	1	Saint Louis, Missouri
0994	1	San Diego, California
0995	1	New York, New York
0996	1	Atlanta, Georgia
0997	1	Redwood City, California
0998	1	Baltimore, Maryland
0999	1	Alameda, California
1000	1	Redlands, California
1001	1	Chaska, Minnesota
1002	1	Redwood City, California
1003	1	Charlotte, North Carolina
1004	1	Chicago, Illinois
1005	1	Raleigh, North Carolina
1006	1	San Francisco, California
1007	1	San Francisco, California
1008	1	Palo Alto, California
1009	1	Naperville, Illinois
1010	1	Atlanta, Georgia
1011	1	Fort Meade, Maryland
1012	1	New York, New York
1013	1	Long Island, New York
1014	1	San Francisco, California
1015	1	Lake Forest, California
1016	1	Cambridge, Massachusetts
1017	1	Greensboro, North Carolina
1018	1	Colorado Springs, Colorado
1019	1	Los Angeles, California
1020	1	San Diego, California
1021	1	Montvale, New Jersey
1022	1	Suwanee, Georgia
1023	1	El Segundo, California
1024	1	Saint Petersburg, Florida
1025	1	Chula Vista, California
1026	1	Portland, Oregon
1027	1	Portland, Oregon
1028	1	Merrimack, New Hampshire
1029	1	Beaverton, Oregon
1030	1	Portland, Oregon
1031	1	Cincinnati, Ohio
1032	1	Chicago, Illinois
1033	1	San Francisco, California
1034	1	Minneapolis-St. Paul, Minnesota
1035	1	Los Angeles, California
1036	1	Indianapolis, Indiana
1037	1	Hartford, Connecticut
1038	1	Cleveland, Ohio
1039	1	Marlborough, Massachusetts
1040	1	Berkeley, California
1041	1	Westlake Village, California
1042	1	Bedford, New Hampshire
1043	1	Santa Clara, California
1044	1	South San Francisco, California
1045	1	Sunnyvale, California
1046	1	Scottsdale, Arizona
1047	1	Scottsdale, Arizona
1048	1	Phoenix, Arizona
1049	1	Scottsdale, Arizona
1050	1	Marseilles, Illinois
1051	1	Chandler, Arizona
1052	1	Mountain View, California
1053	1	Mountain View, California
1054	1	Mountain View, California
1055	1	Atlanta, Georgia
1056	1	Redwood City, California
1057	1	Chicago, Illinois
1058	1	Chicago, Illinois
1059	1	Fort Monmouth, New Jersey
1060	1	Lake Forest, California
1061	1	Minneapolis, Minnesota
1062	1	Framingham, Massachusetts
1063	1	San Jose, California
1064	1	Chicago, Illinois
1065	1	Portland, Oregon
1066	1	Denver, Colorado
1067	1	Philadelphia, Pennsylvania
1068	1	Chicago, Illinois
1069	1	Jersey City, New Jersey
1070	1	Las Vegas, Nevada
1071	1	Tampa, Florida
1072	1	Boston, Massachusetts
1073	1	Phoenix, Arizona
1074	1	Atlanta, Georgia
1075	1	Irvine, California
1076	1	San Jose, California
1077	1	Washington, District Of Columbia
1078	1	San Diego, California
1079	1	Cincinnati, Ohio
1080	1	Washington, District Of Columbia
1081	1	Portland, Oregon
1082	1	Princeton Junction, New Jersey
1083	1	New York, New York
1084	1	North Billerica, Massachusetts
1085	1	Orlando, Florida
1086	1	Boston, Massachusetts
1087	1	Piscataway, New Jersey
1088	1	Boston, Massachusetts
1089	1	Tarentum, Pennsylvania
1090	1	Iowa City, Iowa
1091	1	Swansea, Illinois
1092	1	Schaumburg, Illinois
1093	1	Redwood City, California
1094	1	Santa Clarita, California
1095	1	San Francisco, California
1096	1	Scottsdale, Arizona
1097	1	HARTFORD, Connecticut
1098	1	Mendota Heights, Minnesota
1099	1	SAN JOSE, California
1100	1	San Jose, California
1101	1	Palo Alto, California
1102	1	Redwood City, California
1103	1	New York, New York
1104	1	Atlanta, Georgia
1105	1	Cleveland, Ohio
1106	1	Englewood, Colorado
1107	1	Atlanta, Georgia
1108	1	Grayslake, Illinois
1109	1	Boston, Massachusetts
1110	1	Atlanta, Georgia
1111	1	Tampa, Florida
1112	1	Philadelphia, Pennsylvania
1113	1	Atlanta, Georgia
1114	1	Pittsburgh, Pennsylvania
1115	1	Baltimore, Maryland
1116	1	Irvine, California
1117	1	Boston, Massachusetts
1118	1	Boston, Massachusetts
1119	1	Bloomington, Minnesota
1120	1	Beachwood, Ohio
1121	1	Columbus, Indiana
1122	1	Savannah, Georgia
1123	1	Boston, Massachusetts
1124	1	Huntington Beach, California
1125	1	Silver Spring, Maryland
1126	1	Medford, Oregon
1127	1	Cambridge, Massachusetts
1128	1	Lakeland, Florida
1129	1	Cambridge, Massachusetts
1130	1	Keene, New Hampshire
1131	1	Oak Brook, Illinois
1132	1	Stamford, Connecticut
1133	1	Clearwater, Florida
1134	1	District of Columbia-Washington/Metro
1135	1	College Park, Maryland
1136	1	Miami, Florida
1137	1	Chicago, Illinois
1138	1	New Providence, New Jersey
1139	1	Cleveland, Ohio
1140	1	Chesterfield, Missouri
1141	1	Forked River, New Jersey
1142	1	Louisville, Kentucky
1143	1	Clearwater, Florida
1144	1	Chesterfield, Missouri
1145	1	Wilton, Connecticut
1146	1	Palmdale, California
1147	1	Lancaster, California
1148	1	Washington, District Of Columbia
1149	1	Not Specified, Ohio
1150	1	Miami, Florida
1151	1	Woodbridge, New Jersey
1152	1	Boston, Massachusetts
1153	1	Milpitas, California
1154	1	Chicago, Illinois
1155	1	Holyoke, Massachusetts
1156	1	Alpharetta, Georgia
1157	1	Portland, Oregon
1158	1	San Rafael, California
1159	1	Burlington, Massachusetts
1160	1	New York, New York
1161	1	Santa Ana, California
1162	1	Chicago, Illinois
1163	1	Chicago, Illinois
1164	1	Tempe, Arizona
1165	1	Tempe, Arizona
1166	1	Indianapolis, Indiana
1167	1	Chesterfield, Missouri
1168	1	Palmdale, California
1169	1	Washington, District Of Columbia
1170	1	Tampa, Florida
1171	1	Irvine, California
1172	1	Cleveland, Ohio
1173	1	ROCKVILLE, Maryland
1174	1	Princeton, New Jersey
1175	1	Eatontown, New Jersey
1176	1	Washington, District Of Columbia
1177	1	Los Gatos, California
1178	1	Aberdeen, Maryland
1179	1	Lake Forest, California
1180	1	Boston, Massachusetts
1181	1	Framingham, Massachusetts
1182	1	Santa Clara, California
1183	1	Chicago, Illinois
1184	1	Waltham, Massachusetts
1185	1	Santa Clara, California
1186	1	Pleasanton, California
1187	1	Washington, District Of Columbia
1188	1	Cambridge, Massachusetts
1189	1	Cincinnati, Ohio
1190	1	Atlanta, Georgia
1191	1	Rockville, Maryland
1192	1	Charlotte, North Carolina
1193	1	ATLANTA, Georgia
1194	1	Boston, Massachusetts
1195	1	Portland, Oregon
1196	1	Los Angeles, California
1197	1	NORWICH, Connecticut
1198	1	Chicago, Illinois
1199	1	Chicago, Illinois
1200	1	Los Angeles, California
1201	1	Los Angeles, California
1202	1	Raleigh, North Carolina
1203	1	Atlanta, Georgia
1204	1	Raleigh, North Carolina
1205	1	New York, New York
1206	1	Rockville, Maryland
1207	1	Union, New Jersey
1208	1	Annapolis, Maryland
1209	1	Annapolis, Maryland
1210	1	Annapolis, Maryland
1211	1	ATLANTA, Georgia
1212	1	Bloomington, Minnesota
1213	1	Indianapolis, Indiana
1214	1	Rockville, Maryland
1215	1	Miamisburg, Ohio
1216	1	Malvern, Pennsylvania
1217	1	ATLANTA, Georgia
1218	1	Tampa, Florida
1219	1	Columbus, Ohio
1220	1	New York, New York
1221	1	Irvine, California
1222	1	Pleasanton, California
1223	1	PLEASANTON, California
1224	1	Minneapolis, Minnesota
1225	1	Portland, Oregon
1226	1	Chicago, Illinois
1227	1	ROCKVILLE, Maryland
1228	1	ROCKVILLE, Maryland
1229	1	Shelton, Connecticut
1230	1	Cambridge, Massachusetts
1231	1	Portland, Oregon
1232	1	Portland, Oregon
1233	1	Radnor, Pennsylvania
1234	1	Redwood City, California
1235	1	Minneapolis, Minnesota
1236	1	Oak Brook, Illinois
1237	1	Piscataway, New Jersey
1238	1	NORCROSS, Georgia
1239	1	Roseland, New Jersey
1240	1	KING OF PRUSSIA, Pennsylvania
1241	1	MORRIS PLAINS, New Jersey
1242	1	Atlanta, Georgia
1243	1	Atlanta, Georgia
1244	1	Piscataway, New Jersey
1245	1	Norcross, Georgia
1246	1	New York, New York
1247	1	Moorpark, California
1248	1	TORRANCE, California
1249	1	OVERLAND PARK, Kansas
1250	1	RALEIGH, North Carolina
1251	1	Bethlehem, Pennsylvania
1252	1	OVERLAND PARK, Kansas
1253	1	Mendota, Minnesota
1254	1	Framingham, Massachusetts
1255	1	Tucson, Arizona
1256	1	Chicago, Illinois
1257	1	Oak Brook, Illinois
1258	1	St Louis, Missouri
1259	1	Phoenix, Arizona
1260	1	OVERLAND PARK, Kansas
1261	1	Durham, North Carolina
1262	1	Not Specified, Florida
1263	1	King of Prussia, Pennsylvania
1264	1	OMAHA, Nebraska
1265	1	Washington, District Of Columbia
1266	1	Lawrenceville, Georgia
1267	1	Cleveland, Ohio
1268	1	Suitland, Maryland
1269	1	Springfield, Illinois
1270	1	Phoenix, Arizona
1271	1	Phoenix, Arizona
1272	1	Atlanta, Georgia
1273	1	Springfield, Illinois
1274	1	Tampa, Florida
1275	1	Hartford, Connecticut
1276	1	Saint Louis, Missouri
1277	1	KING OF PRUSSIA, Pennsylvania
1278	1	King of Prussia, Pennsylvania
1279	1	Boston, Massachusetts
1280	1	Boston, Massachusetts
1281	1	New York, New York
1282	1	Thornton, Colorado
1283	1	Washington, District Of Columbia
1284	1	Cambridge, Massachusetts
1285	1	MENTOR, Ohio
1286	1	Plainfield, Indiana
1287	1	Lake Forest, California
1288	1	Lake Forest, California
1289	1	Bedford, New Hampshire
1290	1	Scottsdale, Arizona
1291	1	Chicago, Illinois
1292	1	Boston, Massachusetts
1293	1	WASHINGTON, District Of Columbia
1294	1	Boston, Massachusetts
1295	1	San Diego, California
1296	1	St Louis, Missouri
1297	1	Minnetonka, Minnesota
1298	1	Charlotte, North Carolina
1299	1	Milford, Connecticut
1300	1	Bloomington, Illinois
1301	1	New York, New York
1302	1	Edison, New Jersey
1303	1	Cambridge, Massachusetts
1304	1	Washington, District Of Columbia
1305	1	Rye, New York
1306	1	Boston, Massachusetts
1307	1	Manchester, Connecticut
1308	1	Rye, New York
1309	1	Minneapolis, Minnesota
1310	1	Santa Clara, California
1311	1	Portland, Oregon
1312	1	Pleasanton, California
1313	1	PASADENA, California
1314	1	Oakland, California
1315	1	Rockville, Maryland
1316	1	Philadelphia, Pennsylvania
1317	1	Minneapolis, Minnesota
1318	1	Chicago, Illinois
1319	1	Saint Louis, Missouri
1320	1	Saint Louis, Missouri
1321	1	Minneapolis, Minnesota
1322	1	SCHAUMBURG, Illinois
1323	1	Atlanta, Georgia
1324	1	Saint Louis, Missouri
1325	1	Saint Louis, Missouri
1326	1	Charlotte, North Carolina
1327	1	San Diego, California
1328	1	Tampa, Florida
1329	1	Sunnyvale, California
1330	1	Chicago, Illinois
1331	1	BEAVERCREEK, Ohio
1332	1	Baltimore, Maryland
1333	1	Boston, Massachusetts
1334	1	St. Louis, Missouri
1335	1	St Louis, Missouri
1336	1	Charlotte, North Carolina
1337	1	Fort Huachuca, Arizona
1338	1	Saint Paul, Minnesota
1339	1	Stamford, Connecticut
1340	1	Westminster, Colorado
1341	1	Bolling Afb, District Of Columbia
1342	1	ANNAPOLIS JUNCTION, Maryland
1343	1	New York, New York
1344	1	Fort Wayne, Indiana
1345	1	Menlo Park, California
1346	1	Media, Pennsylvania
1347	1	New York, New York
1348	1	King of Prussia, Pennsylvania
1349	1	Philadelphia, Pennsylvania
1350	1	Washington, District Of Columbia
1351	1	Eagan, Minnesota
1352	1	Cincinnati, Ohio
1353	1	New York, New York
1354	1	NEW YORK, New York
1355	1	Pleasanton, California
1356	1	King Of Prussia, Pennsylvania
1357	1	Tampa, Florida
1358	1	Saint Louis, Missouri
1359	1	Saint Louis, Missouri
1360	1	Chicago, Illinois
1361	1	Atlanta, Georgia
1362	1	Los Angeles, California
1363	1	Phoenix, Arizona
1364	1	Chicago, Illinois
1365	1	Woburn, Massachusetts
1366	1	Chicago, Illinois
1367	1	Atlanta, Georgia
1368	1	Fremont, California
1369	1	Miamisburg, Ohio
1370	1	Cleveland, Ohio
1371	1	Glastonbury, Connecticut
1372	1	Camden, New Jersey
1373	1	Boston, Massachusetts
1374	1	Baton Rouge, Louisiana
1375	1	Chicago, Illinois
1376	1	San Diego, California
1377	1	Glastonbury, Connecticut
1378	1	Concord, New Hampshire
1379	1	Chicago, Illinois
1380	1	Boston, Massachusetts
1381	1	Bonita Springs, Florida
1382	1	Noblesville, Indiana
1383	1	Tampa, Florida
1384	1	Atlanta, Georgia
1385	1	Aliso Viejo, California
1386	1	Chicago, Illinois
1387	1	Orlando, Florida
1388	1	Washington, District Of Columbia
1389	1	Sunnyvale, California
1390	1	Palo Alto, California
1391	1	Santa Clara, California
1392	1	Eatontown, New Jersey
1393	1	Eatontown, New Jersey
1394	1	Annapolis, Maryland
1395	1	Valley City, Ohio
1396	1	Cerritos, California
1397	1	Kansas City, Missouri
1398	1	Irvine, California
1399	1	Carmel, Indiana
1400	1	New York, New York
1401	1	Washington, District Of Columbia
1402	1	Santa Clara, California
1403	1	Tampa, Florida
1404	1	Saint Louis, Missouri
1405	1	West Chicago, Illinois
1406	1	Dayton, Ohio
1407	1	Saint Louis, Missouri
1408	1	Boulder, Colorado
1409	1	Boulder, Colorado
1410	1	Atlanta, Georgia
1411	1	Chicago, Illinois
1412	1	Redwood City, California
1413	1	Cleveland, Ohio
1414	1	Washington, District Of Columbia
1415	1	Colorado Springs, Colorado
1416	1	Monrovia, California
1417	1	Baltimore, Maryland
1418	1	Boston, Massachusetts
1419	1	Palm Harbor, Florida
1420	1	Washington, District Of Columbia
1421	1	Santa Clara, California
1422	1	Indianapolis, Indiana
1423	1	PHOENIX, Arizona
1424	1	Englewood, Colorado
1425	1	Jacksonville, Florida
1426	1	Hauppauge, New York
1427	1	Burlington, Massachusetts
1428	1	Phoenix, Arizona
1429	1	Avon, Massachusetts
1430	1	Parsippany, New Jersey
1431	1	Maplewood, Minnesota
1432	1	Chicago, Illinois
1433	1	FENTON, Missouri
1434	1	Saint Louis, Missouri
1435	1	Jersey City, New Jersey
1436	1	Washington, District Of Columbia
1437	1	Okemos, Michigan
1438	1	Chicago, Illinois
1439	1	Silver Spring, Maryland
1440	1	Bridgeport, Connecticut
1441	1	Evansville, Indiana
1442	1	Middletown, Ohio
1443	1	Miami, Florida
1444	1	Chicago, Illinois
1445	1	Washington, District Of Columbia
1446	1	Pequot Lakes, Minnesota
1447	1	San Francisco, California
1448	1	Hutchinson, Kansas
1449	1	Franklin Lakes, New Jersey
1450	1	ROCHESTER, New York
1451	1	Los Angeles, California
1452	1	Albany, New York
1453	1	District of Columbia-Washington/Metro
1454	1	Hinsdale, Illinois
1455	1	Palo Alto, California
1456	1	Pittsburgh, Pennsylvania
1457	1	Fremont, California
1458	1	Atlanta, Georgia
1459	1	Concord, North Carolina
1460	1	Charlotte, North Carolina
1461	1	Charlotte, North Carolina
1462	1	Not Specified, Georgia
1463	1	Des Moines, Iowa
1464	1	O Fallon, Illinois
1465	1	Twinsburg, Ohio
1466	1	Atlanta, Georgia
1467	1	Sunnyvale, California
1468	1	Carlsbad, California
1469	1	Chicago, Illinois
1470	1	Palo Alto, California
1471	1	New York, New York
1472	1	RESEARCH TRIANGLE PARK, North Carolina
1473	1	Cleveland, Ohio
1474	1	Cleveland, Ohio
1475	1	Tampa, Florida
1476	1	Tampa, Florida
1477	1	Tampa, Florida
1478	1	Marlborough, Massachusetts
1479	1	RESEARCH TRIANGLE PARK, North Carolina
1480	1	Chicago, Illinois
1481	1	Lemont, Illinois
1482	1	Richfield, Ohio
1483	1	Chicago, Illinois
1484	1	Santa Clara, California
1485	1	Portland, Oregon
1486	1	Palo Alto, California
1487	1	New York, New York
1488	1	Not Specified, Georgia
1489	1	Redwood City, California
1490	1	San Diego, California
1491	1	Baltimore, Maryland
1492	1	Westford, Massachusetts
1493	1	Westminster, Colorado
1494	1	RESEARCH TRIANGLE PARK, North Carolina
1495	1	Not Specified, Florida
1496	1	Wayne, Pennsylvania
1497	1	Saint Paul, Minnesota
1498	1	NORCROSS, Georgia
1499	1	Beverly Hills, California
1500	1	East Syracuse, New York
1501	1	San Ramon, California
1502	1	Washington, District Of Columbia
1503	1	San Francisco, California
1504	1	West Conshohocken, Pennsylvania
1505	1	Greenwood Village, Colorado
1506	1	Mountain View, California
1507	1	Palo Alto, California
1508	1	Arvada, Colorado
1509	1	Lake Forest, California
1510	1	Pasadena, California
1511	1	Warren, Michigan
1512	1	Raleigh, North Carolina
1513	1	Ada, Michigan
1514	1	District of Columbia-Washington/Metro
1515	1	Minneapolis, Minnesota
1516	1	Chandler, Arizona
1517	1	Boston, Massachusetts
1518	1	Charlestown, Massachusetts
1519	1	Livonia, Michigan
1520	1	Baltimore, Maryland
1521	1	Santa Clara, California
1522	1	Mountain View, California
1523	1	Washington, District Of Columbia
1524	1	Columbia, Maryland
1525	1	Indian Springs, Nevada
1526	1	Petaluma, California
1527	1	Sunnyvale, California
1528	1	Washington, District Of Columbia
1529	1	Springfield, Illinois
1530	1	Palo Alto, California
1531	1	Westminster, Colorado
1532	1	Boston, Massachusetts
1533	1	Tampa, Florida
1534	1	Pleasanton, California
1535	1	New York, New York
1536	1	Saint Louis, Missouri
1537	1	Saint Paul, Minnesota
1538	1	Bedford, New Hampshire
1539	1	New Carrollton, Maryland
1540	1	Minneapolis, Minnesota
1541	1	Bella Villa, Missouri
1542	1	New York, New York
1543	1	Aberdeen, Maryland
1544	1	Fort Washington, Pennsylvania
1545	1	Moorestown, New Jersey
1546	1	Largo, Florida
1547	1	PLEASANTON, California
1548	1	BEAVERCREEK, Ohio
1549	1	Longmont, Colorado
1550	1	Mendota Heights, Minnesota
1551	1	ANNAPOLIS JUNCTION, Maryland
1552	1	Moorestown, New Jersey
1553	1	RALEIGH, North Carolina
1554	1	NEEDHAM, Massachusetts
1555	1	Gilbert, Arizona
1556	1	Columbia, Maryland
1557	1	Columbia, Maryland
1558	1	Boston, Massachusetts
1559	1	Boston, Massachusetts
1560	1	Fairview, Oregon
1561	1	Washington, District Of Columbia
1562	1	Urbana, Maryland
1563	1	Campbell, California
1564	1	San Diego, California
1565	1	San Francisco, California
1566	1	Milpitas, California
1567	1	Cupertino, California
1568	1	New Carrollton, Maryland
1569	1	Wakefield, Massachusetts
1570	1	San Diego, California
1571	1	Raleigh, North Carolina
1572	1	Cambridge, Massachusetts
1573	1	Aurora, Colorado
1574	1	STENNIS SPACE CENTER, Mississippi
1575	1	COLORADO SPRINGS, Colorado
1576	1	New York, New York
1577	1	SAINT LOUIS, Missouri
1578	1	Saint Louis, Missouri
1579	1	New York, New York
1580	1	Rosemont, Illinois
1581	1	Beaverton, Oregon
1582	1	Northridge, California
1583	1	Cambridge, Massachusetts
1584	1	Palo Alto, California
1585	1	Highlands Ranch, Colorado
1586	1	Santa Clara, California
1587	1	Bedford, Massachusetts
1588	1	Lawrence, Massachusetts
1589	1	Rochester, New York
1590	1	BALTIMORE, Maryland
1591	1	BALTIMORE, Maryland
1592	1	Auburn Hills, Michigan
1593	1	WASHINGTON, District Of Columbia
1594	1	Saint Paul, Minnesota
1595	1	Charlotte, North Carolina
1596	1	STENNIS SPACE CENTER, Mississippi
1597	1	Jacksonville, Florida
1598	1	Center Valley, Pennsylvania
1599	1	Phoenix, Arizona
1600	1	NORCROSS, Georgia
1601	1	Maryland Heights, Missouri
1602	1	College Park, Maryland
1603	1	Alpharetta, Georgia
1604	1	Menlo Park, California
1605	1	Menlo Park, California
1606	1	Berkeley, California
1607	1	Bloomington, Illinois
1608	1	Stamford, Connecticut
1609	1	Bridgewater, New Jersey
1610	1	San Diego, California
1611	1	Saint Petersburg, Florida
1612	1	San Francisco, California
1613	1	Lake Forest, California
1614	1	Maplewood, Minnesota
1615	1	Sunnyvale, California
1616	1	San Francisco, California
1617	1	New York, New York
1618	1	New York, New York
1619	1	Duluth, Georgia
1620	1	Redwood City, California
1621	1	Tampa, Florida
1622	1	Conshohocken, Pennsylvania
1623	1	Redwood City, California
1624	1	Waltham, Massachusetts
1625	1	Mountain View, California
1626	1	Washington, District Of Columbia
1627	1	Bedford, Massachusetts
1628	1	Monterey, California
1629	1	Menlo Park, California
1630	1	Burlington, Massachusetts
1631	1	Mountain View, California
1632	1	RESEARCH TRIANGLE PARK, North Carolina
1633	1	Nyack, New York
1634	1	Bethesda, Maryland
1635	1	Elmsford, New York
1636	1	San Francisco, California
1637	1	San Francisco, California
1638	1	Atlanta, Georgia
1639	1	New York, New York
1640	1	San Jose, California
1641	1	Bloomington, Minnesota
1642	1	Atlanta, Georgia
1643	1	New York, New York
1644	1	Cupertino, California
1645	1	Chicago, Illinois
1646	1	New York, New York
1647	1	Newark, New Jersey
1648	1	Alpharetta, Georgia
1649	1	Cupertino, California
1650	1	Burlington, Massachusetts
1651	1	Burlington, Massachusetts
1652	1	San Jose, California
1653	1	Menlo Park, California
1654	1	Palo Alto, California
1655	1	Charlotte, North Carolina
1656	1	Rome, New York
1657	1	Stamford, Connecticut
1658	1	Chesterfield, Missouri
1659	1	New York, New York
1660	1	Denver, Colorado
1661	1	Chesterfield, Missouri
1662	1	New York, New York
1663	1	ONE COLUMBUS CIR, District Of Columbia
1664	1	San Jose, California
1665	1	North Falmouth, Massachusetts
1666	1	Mason, Ohio
1667	1	Saint Louis, Missouri
1668	1	New York City, New York
1669	1	San Rafael, California
1670	1	Redlands, California
1671	1	Horsham, Pennsylvania
1672	1	Morrisville, North Carolina
1673	1	Baltimore, Maryland
1674	1	Redlands, California
1675	1	Englewood, Colorado
1676	1	Charlotte, North Carolina
1677	1	Hartford, Connecticut
1678	1	Cincinnati, Ohio
1679	1	BETHESDA, Maryland
1680	1	Los Angeles, California
1681	1	Chicago, Illinois
1682	1	Minneapolis, Minnesota
1683	1	Los Gatos, California
1684	1	Windsor Mill, Maryland
1685	1	CINCINNATI, Ohio
1686	1	Chicago, Illinois
1687	1	Boston, Massachusetts
1688	1	Durham, North Carolina
1689	1	STENNIS SPACE CENTER, Mississippi
1690	1	Raleigh, North Carolina
1691	1	Silver Spring, Maryland
1692	1	BALTIMORE, Maryland
1693	1	Hammonton, New Jersey
1694	1	Santa Clara, California
1695	1	Emeryville, California
1696	1	Annapolis Junction, Maryland
1697	1	Tampa, Florida
1698	1	Bridgewater, New Jersey
1699	1	Lyndhurst, New Jersey
1700	1	Philadelphia, Pennsylvania
1701	1	Miami, Florida
1702	1	Malvern, Pennsylvania
1703	1	Redwood Shores, California
1704	1	SAINT LOUIS, Missouri
1705	1	Lanham, Maryland
1706	1	Sunnyvale, California
1707	1	New York, New York
1708	1	New York, New York
1709	1	King of Prussia, Pennsylvania
1710	1	Phoenix, Arizona
1711	1	Bloomington, Minnesota
1712	1	Not Specified, Florida
1713	1	Los Angeles, California
1714	1	Minneapolis, Minnesota
1715	1	Waltham, Massachusetts
1716	1	New York, New York
1717	1	Atlanta, Georgia
1718	1	Englewood, Colorado
1719	1	Alpharetta, Georgia
1720	1	Minneapolis, Minnesota
1721	1	Chicago, Illinois
1722	1	Chicago, Illinois
1723	1	Washington, District Of Columbia
1724	1	Portland, Oregon
1725	1	Westford, Massachusetts
1726	1	SAN DIEGO, California
1727	1	Scottsdale, Arizona
1728	1	Simsbury, Connecticut
1729	1	Raleigh, North Carolina
1730	1	Mendota Heights, Minnesota
1731	1	Denver, Colorado
1732	1	Atlanta, Georgia
1733	1	Los Angeles, California
1734	1	Laguna Hills, California
1735	1	Temecula, California
1736	1	Des Plaines, Illinois
1737	1	Atlanta, Georgia
1738	1	Orange, California
1739	1	Mountain View, California
1740	1	New York, New York
1741	1	New York, New York
1742	1	New York, New York
1743	1	Pasadena, California
1744	1	Cincinnati, Ohio
1745	1	Beavercreek, Ohio
1746	1	Redwood City, California
1747	1	Carlsbad, California
1748	1	Chicago, Illinois
1749	1	Walnut Creek, California
1750	1	New York, New York
1751	1	Mountain View, California
1752	1	Glen Burnie, Maryland
1753	1	Irvine, California
1754	1	San Jose, California
1755	1	Irvine, California
1756	1	Burbank, California
1757	1	Long Beach, California
1758	1	Annapolis Junction, Maryland
1759	1	Baltimore, Maryland
1760	1	Baltimore, Maryland
1761	1	Annapolis Junction, Maryland
1762	1	Kansas City, Missouri
1763	1	Mount Laurel, New Jersey
1764	1	CLEARWATER, Florida
1765	1	Los Gatos, California
1766	1	Las Vegas, Nevada
1767	1	Columbus, Ohio
1768	1	Not Specified, Ohio
1769	1	Not Specified, Ohio
1770	1	Chicago, Illinois
1771	1	RESEARCH TRIANGLE PARK, North Carolina
1772	1	RESEARCH TRIANGLE PARK, North Carolina
1773	1	Monterey, California
1774	1	San Jose, California
1775	1	PITTSBURGH, Pennsylvania
1776	1	Colorado Springs, Colorado
1777	1	Chicago, Illinois
1778	1	Los Angeles, California
1779	1	San Jose, California
1780	1	Jersey City, New Jersey
1781	1	Washington, District Of Columbia
1782	1	Charlotte, North Carolina
1783	1	New York, New York
1784	1	New York, New York
1785	1	Morris Plains, New Jersey
1786	1	Raritan, New Jersey
1787	1	Cleveland, Ohio
1788	1	Fayetteville, North Carolina
1789	1	Hartford, Connecticut
1790	1	Greensboro, North Carolina
1791	1	Cleveland, Ohio
1792	1	New York, New York
1793	1	Tallahassee, Florida
1794	1	Baltimore, Maryland
1795	1	East Brunswick, New Jersey
1796	1	Wayne, Pennsylvania
1797	1	Washington, District Of Columbia
1798	1	Washington, District Of Columbia
1799	1	San Jose, California
1800	1	Boston, Massachusetts
1801	1	San Francisco, California
1802	1	El Segundo, California
1803	1	Palo Alto, California
1804	1	San Diego, California
1805	1	Menlo Park, California
1806	1	Sunnyvale, California
1807	1	Chicago, Illinois
1808	1	Phoenix, Arizona
1809	1	ANNAPOLIS JUNCTION, Maryland
1810	1	Dayton, Ohio
1811	1	Columbia, Maryland
1812	1	Washington, District Of Columbia
1813	1	Red Wing, Minnesota
1814	1	Woburn, Massachusetts
1815	1	New York, New York
1816	1	Cambridge, Massachusetts
1817	1	Culver City, California
1818	1	New York, New York
1819	1	Scott AFB, Illinois
1820	1	Deerfield, Illinois
1821	1	BETHESDA, Maryland
1822	1	Columbia, Maryland
1823	1	Sunnyvale, California
1824	1	New York, New York
