job	nettemps	location
1118	1	Davenport IA
1119	1	Glastonbury CT
1120	1	Washington DC
1121	1	Washington DC
1122	1	Mc Lean VA
1123	1	San Antonio TX
1124	1	Houston TX
1125	1	New York NY
1126	1	Brooklyn NY
1127	1	New York NY
1128	1	Baltimore MD
1129	1	Norfolk VA
1130	1	Madison WI
1131	1	Birmingham AL
1132	1	Orlando FL
1133	1	Orlando FL
1134	1	Cambridge MA
1135	1	Sanford NC
1136	1	South San Francisco CA
1137	1	South San Francisco CA
1138	1	Chantilly VA
1139	1	Lisle IL
1140	1	Pittsburgh PA
1141	1	Stratford CT
1142	1	East Hartford CT
1143	1	Garden City NY
1144	1	Aurora IL
1145	1	Las Vegas NV
1146	1	Atlanta GA
1147	1	Atlanta GA
1148	1	Detroit MI
1149	1	Detroit MI
1150	1	Toledo OH
1151	1	Los Angeles CA
1152	1	Rochester NY
1153	1	Rochester NY
1154	1	Rochester NY
1155	1	Rochester NY
1156	1	Los Angeles CA
1157	1	Washington DC
1158	1	Pittsburgh PA
1159	1	Pittsburgh PA
1160	1	Pittsburgh PA
1161	1	Pittsburgh PA
1162	1	Atlanta GA
1163	1	Westford MA
1164	1	Las Vegas NV
1165	1	Henderson NV
1166	1	Las Vegas NV
1167	1	Windsor Locks CT
1168	1	Irvine CA
1169	1	Baltimore MD
1170	1	Bakersfield CA
1171	1	Kalamazoo MI
1172	1	Kalamazoo MI
1173	1	Horsham PA
1174	1	Horsham PA
1175	1	Fort Washington PA
1176	1	Richmond VA
1177	1	Richmond VA
1178	1	San Antonio TX
1179	1	San Antonio TX
1180	1	San Antonio TX
1181	1	San Antonio TX
1182	1	Jacksonville FL
1183	1	Jacksonville FL
1184	1	Jacksonville FL
1185	1	Waltham MA
1186	1	Baltimore MD
1187	1	Chesapeake VA
1188	1	Newport News VA
1189	1	Hampton VA
1190	1	Virginia Beach VA
1191	1	Durham NC
1192	1	Cambridge MA
1193	1	West Jordan UT
1194	1	Norwalk CA
1195	1	Irvine CA
1196	1	Huntington Beach CA
1197	1	Moreno Valley CA
1198	1	San Francisco CA
1199	1	South San Francisco CA
1200	1	San Francisco CA
1201	1	Naperville IL
1202	1	Clarksburg MD
1203	1	Stratford CT
1204	1	Tampa FL
1205	1	Saint Petersburg FL
1206	1	Baton Rouge LA
1207	1	Somerville NJ
1208	1	San Antonio TX
1209	1	San Antonio TX
1210	1	Pueblo CO
1211	1	Baltimore MD
1212	1	Cary NC
1213	1	Raleigh NC
1214	1	Boston MA
1215	1	Worcester MA
1216	1	Salt Lake City UT
1217	1	Provo UT
1218	1	Garland TX
1219	1	Reno NV
1220	1	South San Francisco CA
1221	1	La Jolla CA
1222	1	Andover MA
1223	1	Cambridge MA
1224	1	Atlanta GA
1225	1	Lewisville TX
1226	1	Irving TX
1227	1	Carrollton TX
1228	1	La Jolla CA
1229	1	La Jolla CA
1230	1	San Diego CA
1231	1	San Diego CA
1232	1	La Jolla CA
1233	1	La Jolla CA
1234	1	La Jolla CA
1235	1	Atlanta GA
1236	1	Raleigh NC
1237	1	Atlanta GA
1238	1	Santa Clara CA
1239	1	Dallas TX
1240	1	San Francisco CA
1241	1	Stamford CT
1242	1	New York NY
1243	1	San Jose CA
1244	1	Rocky Hill CT
1245	1	San Francisco CA
1246	1	Salt Lake City UT
1247	1	Redmond WA
1248	1	Clarksville VA
1249	1	Arlington VA
1250	1	Lake Forest CA
1251	1	Washington DC
1252	1	Saint Louis MO
1253	1	Denver CO
1254	1	New York NY
1255	1	New Brunswick NJ
1256	1	Thousand Oaks CA
1257	1	Sacramento CA
1258	1	Irving TX
1259	1	Atlanta GA
1260	1	New York NY
1261	1	Sacramento CA
1262	1	Edison NJ
1263	1	Washington DC
1264	1	San Jose CA
1265	1	Arlington VA
1266	1	Philadelphia PA
1267	1	Minneapolis MN
1268	1	New York NY
1269	1	Concord NC
1270	1	Bentonville AR
1271	1	Midland MI
1272	1	Portland OR
1273	1	Kansas City MO
1274	1	Palo Alto CA
1275	1	Atlanta GA
1276	1	Torrance CA
1277	1	Raleigh NC
1278	1	Arlington VA
1279	1	Boston MA
1280	1	Chicago IL
1281	1	Plano TX
1282	1	Detroit MI
1283	1	Stamford CT
1284	1	Lynnwood WA
1285	1	Minneapolis MN
1286	1	Libertyville IL
1287	1	Asheville NC
1288	1	Baltimore MD
1289	1	Minneapolis MN
1290	1	Redmond WA
1291	1	Houston TX
1292	1	Warrenville IL
1293	1	King Of Prussia PA
1294	1	Nashville TN
1295	1	Omaha NE
1296	1	Phoenix AZ
1297	1	Boston MA
1298	1	Irvine CA
1299	1	Princeton NJ
1300	1	Sacramento CA
1301	1	Menomonee Falls WI
1302	1	Brea CA
1303	1	Minneapolis MN
1304	1	Columbia MD
1305	1	New York NY
1306	1	Minneapolis MN
1307	1	Orlando FL
1308	1	Los Angeles CA
1309	1	Pleasanton CA
1310	1	Atlanta GA
1311	1	Minneapolis MN
1312	1	Austin TX
1313	1	Irving TX
1314	1	Emeryville CA
1315	1	Columbus OH
1316	1	Atlanta GA
1317	1	Jersey City NJ
1318	1	Warren NJ
1319	1	Atlanta GA
1320	1	New York NY
1321	1	Raleigh NC
1322	1	Lexington MA
1323	1	Chicago IL
1324	1	Palo Alto CA
1325	1	Somerset NJ
1326	1	Houston TX
1327	1	Memphis TN
1328	1	Oklahoma City OK
1329	1	Tacoma WA
1330	1	Saint Paul MN
1331	1	Jersey City NJ
1332	1	Gwynn Oak MD
1333	1	New York NY
1334	1	Jersey City NJ
1335	1	Herndon VA
1336	1	Boston MA
1337	1	Richmond VA
1338	1	New York NY
1339	1	Redmond WA
1340	1	New York NY
1341	1	Piscataway NJ
1342	1	Seattle WA
1343	1	Denver CO
1344	1	Aberdeen MD
1345	1	Redmond WA
1346	1	Chicago IL
1347	1	Tampa FL
1348	1	Orlando FL
1349	1	San Francisco CA
1350	1	Bentonville AR
1351	1	Warren MI
1352	1	Carmel IN
1353	1	New York NY
1354	1	Rensselaer NY
1355	1	Portland OR
1356	1	Pleasanton CA
1357	1	Scottsdale AZ
1358	1	Sterling VA
1359	1	Minneapolis MN
1360	1	Columbus OH
1361	1	Austin TX
1362	1	Baltimore MD
1363	1	Hartford CT
1364	1	Minneapolis MN
1365	1	Ohio City OH
1366	1	Irving TX
1367	1	Farmington Hills MI
1368	1	Atlanta GA
1369	1	Racine WI
1370	1	Harrisburg PA
1371	1	San Francisco CA
1372	1	Edina MN
1373	1	Simi Valley CA
1374	1	Richmond VA
1375	1	New York NY
1376	1	Palo Alto CA
1377	1	New York NY
1378	1	Jacksonville FL
1379	1	Saint Paul MN
1380	1	San Diego CA
1381	1	Boston MA
1382	1	New York NY
1383	1	Alpharetta GA
1384	1	Washington DC
1385	1	Farmington CT
1386	1	Eagle Bend MN
1387	1	San Antonio TX
1388	1	Memphis TN
1389	1	Hoffman Estates IL
1390	1	Bellevue WA
1391	1	New Orleans LA
1392	1	Auburn Hills MI
1393	1	Houston TX
1394	1	Plano TX
1395	1	Pasadena CA
1396	1	Texas City TX
1397	1	New York NY
1398	1	Washington DC
1399	1	Minneapolis MN
1400	1	Jacksonville FL
1401	1	San Francisco CA
1402	1	Hartford CT
1403	1	Chicago IL
1404	1	Los Angeles CA
1405	1	Richmond VA
1406	1	Chicago IL
1407	1	Houston TX
1408	1	Atlanta GA
1409	1	Bellevue WA
1410	1	San Francisco CA
1411	1	Washington DC
1412	1	New York NY
1413	1	Arlington VA
1414	1	Omaha NE
1415	1	Lynn MA
1416	1	Chandler AZ
1417	1	San Antonio TX
1418	1	Aberdeen MD
1419	1	Seattle WA
1420	1	Plymouth MN
1421	1	Charlotte NC
1422	1	Nashville TN
1423	1	San Francisco CA
1424	1	Marlborough MA
1425	1	Atlanta GA
1426	1	New York NY
1427	1	Houston TX
1428	1	Atlanta GA
1429	1	Chicago IL
1430	1	New York NY
1431	1	Seattle WA
1432	1	Stamford CT
1433	1	Jersey City NJ
1434	1	Houston TX
1435	1	Jersey City NJ
1436	1	Seattle WA
1437	1	Indianapolis IN
1438	1	Chicago IL
1439	1	San Jose CA
1440	1	Mooresville NC
1441	1	Rutherford NJ
1442	1	Albuquerque NM
1443	1	Jacksonville FL
1444	1	Houston TX
1445	1	Chicago IL
1446	1	Littleton CO
1447	1	Fort Lauderdale FL
1448	1	Minneapolis MN
1449	1	Atlanta GA
1450	1	Marlborough MA
1451	1	Cincinnati OH
1452	1	Chicago IL
1453	1	Framingham MA
1454	1	Denver CO
1455	1	Richmond VA
1456	1	Columbus OH
1457	1	Charlotte NC
1458	1	Sacramento CA
1459	1	Redmond WA
1460	1	Minneapolis MN
1461	1	Plano TX
1462	1	Denver CO
1463	1	San Jose CA
1464	1	Bloomfield CT
1465	1	San Francisco CA
1466	1	San Jose CA
1467	1	New York NY
1468	1	Saint Louis MO
1469	1	Chicago IL
1470	1	Atlanta GA
1471	1	Sacramento CA
1472	1	Chester PA
1473	1	Santa Monica CA
1474	1	Boston MA
1475	1	West Valley UT
1476	1	Charlotte NC
1477	1	Jersey City NJ
1478	1	Columbia MD
1479	1	Washington DC
1480	1	Jacksonville FL
1481	1	Leawood KS
1482	1	Carmel IN
1483	1	Atlanta GA
1484	1	Columbus OH
1485	1	San Jose CA
1486	1	Warren NJ
1487	1	Hopewell NJ
1488	1	Austin TX
1489	1	Piscataway NJ
1490	1	Chandler AZ
1491	1	Omaha NE
1492	1	Baltimore MD
1493	1	Kansas City MO
1494	1	Brisbane CA
1495	1	Milford MA
1496	1	Cary NC
1497	1	New York NY
1498	1	Reading PA
1499	1	Detroit MI
1500	1	Tempe AZ
1501	1	Foster City CA
1502	1	Crestview FL
1503	1	Los Angeles CA
1504	1	Atlanta GA
1505	1	Pasadena CA
1506	1	Wilmington DE
1507	1	Denver CO
1508	1	Lindon UT
1509	1	Redwood City CA
1510	1	Chicago IL
1511	1	Boston MA
1512	1	Beaverton OR
1513	1	Nashville TN
1514	1	Glen Allen VA
1515	1	Dallas TX
1516	1	Chandler AZ
1517	1	Indianapolis IN
1518	1	Troy MI
1519	1	Augusta ME
1520	1	Detroit MI
1521	1	San Francisco CA
1522	1	Redmond WA
1523	1	Seattle WA
1524	1	Dallas TX
1525	1	Tampa FL
1526	1	Tempe AZ
1527	1	Jersey City NJ
1528	1	Lanham MD
1529	1	New York NY
1530	1	Miami FL
1531	1	New York NY
1532	1	Cincinnati OH
1533	1	Milwaukee WI
1534	1	Carson CA
1535	1	San Diego CA
1536	1	Denver CO
1537	1	Mountain View CA
1538	1	Greenville SC
1539	1	Fort Worth TX
1540	1	New York NY
1541	1	Pleasanton CA
1542	1	Minneapolis MN
1543	1	Indianapolis IN
1544	1	New York NY
1545	1	Newark NJ
1546	1	Seattle WA
1547	1	Chicago IL
1548	1	Louisville KY
1549	1	Palo Alto CA
1550	1	San Jose CA
1551	1	Cleveland OH
1552	1	Saint Louis MO
1553	1	New York NY
1554	1	Chicago IL
1555	1	Baltimore MD
1556	1	Schaumburg IL
1557	1	San Francisco CA
1558	1	Jersey City NJ
1559	1	Saint Paul MN
1560	1	San Jose CA
1561	1	Pasadena CA
1562	1	Austin TX
1563	1	Auburn AL
1564	1	Phoenix AZ
1565	1	Jersey City NJ
1566	1	New York NY
1567	1	Fort Worth TX
1568	1	San Antonio TX
1569	1	Santa Ana CA
1570	1	Atlanta GA
1571	1	Rochester NY
1572	1	Carson City NV
1573	1	Springfield IL
1574	1	Burlington MA
1575	1	Quincy MA
1576	1	Houston TX
1577	1	Pleasanton CA
1578	1	Kansas City MO
1579	1	Houston TX
1580	1	San Francisco CA
1581	1	New Hudson MI
1582	1	Philadelphia PA
1583	1	Philadelphia NY
1584	1	Detroit MI
1585	1	Chicago IL
1586	1	Golden MO
1587	1	Richardson TX
1588	1	Chicago IL
1589	1	Chicago IL
1590	1	Baton Rouge LA
1591	1	Redmond WA
1592	1	Somerset NJ
1593	1	Boston MA
1594	1	Atlanta GA
1595	1	Boston MA
1596	1	Fort Lauderdale FL
1597	1	Redwood City CA
1598	1	Columbia MD
1599	1	Sacramento CA
1600	1	Reading PA
1601	1	Plano TX
1602	1	New York NY
1603	1	Dallas TX
1604	1	Irving TX
1605	1	Sacramento CA
1606	1	Memphis TN
1607	1	Alpharetta GA
1608	1	Cleveland OH
1609	1	Chicago IL
1610	1	Emeryville CA
1611	1	Louisville KY
1612	1	Jacksonville FL
1613	1	Pleasanton CA
1614	1	Atlanta GA
1615	1	Greenfield IN
1616	1	Houston TX
1617	1	Columbus OH
1618	1	New York NY
1619	1	Piscataway NJ
1620	1	Minneapolis MN
1621	1	Bloomfield CT
1622	1	San Francisco CA
1623	1	Cincinnati OH
1624	1	Reston VA
1625	1	Baltimore MD
1626	1	New York NY
1627	1	Paramus NJ
1628	1	Menomonee Falls WI
1629	1	Sharon Hill PA
1630	1	Herndon VA
1631	1	Allentown PA
1632	1	Portland OR
1633	1	Minneapolis MN
1634	1	Aliso Viejo CA
1635	1	Redmond WA
1636	1	Phoenix AZ
1637	1	Des Moines IA
1638	1	San Francisco CA
1639	1	Bothell WA
1640	1	Pleasanton CA
1641	1	Minnesota City MN
1642	1	Corning NY
1643	1	Orrville OH
1644	1	Albuquerque NM
1645	1	New York NY
1646	1	San Diego CA
1647	1	Oak Brook IL
1648	1	Philadelphia PA
1649	1	Phoenix AZ
1650	1	Princeton NJ
1651	1	Baltimore MD
1652	1	Atlanta GA
1653	1	Fairfax VA
1654	1	Purchase NY
1655	1	Stamford CT
1656	1	Newark NJ
1657	1	Birmingham AL
1658	1	Littleton CO
1659	1	Alexandria VA
1660	1	Hartford CT
1661	1	Nashua NH
1662	1	Omaha NE
1663	1	Minneapolis MN
1664	1	San Ramon CA
1665	1	Nashville TN
1666	1	Louisville KY
1667	1	Wilmington DE
1668	1	Lansing MI
1669	1	Hartford CT
1670	1	Charlotte NC
1671	1	Dallas TX
1672	1	Minnesota City MN
1673	1	Minneapolis MN
1674	1	Columbus OH
1675	1	Burlington MA
1676	1	Dearborn MI
1677	1	Pleasanton CA
1678	1	Manahawkin NJ
1679	1	Minneapolis MN
1680	1	Freeport ME
1681	1	Jacksonville FL
1682	1	Houston TX
1683	1	New York NY
1684	1	San Jose CA
1685	1	Portland OR
1686	1	Seattle WA
1687	1	Rockville MD
1688	1	Irving TX
1689	1	Bedminster NJ
1690	1	Wilmington DE
1691	1	Hartford CT
1692	1	Louisville KY
1693	1	New Haven CT
1694	1	San Mateo CA
1695	1	Milwaukee WI
1696	1	Detroit MI
1697	1	Seattle WA
1698	1	King Of Prussia PA
1699	1	Plano TX
1700	1	San Jose CA
1701	1	Palo Alto CA
1702	1	Saint Louis MO
1703	1	San Diego CA
1704	1	Horsham PA
1705	1	Washington DC
1706	1	Atlanta GA
1707	1	Boston MA
1708	1	Denver CO
1709	1	Charleston SC
1710	1	San Jose CA
1711	1	New York NY
1712	1	San Francisco CA
1713	1	Rutherford NJ
1714	1	Jacksonville FL
1715	1	Louisville KY
1716	1	Charlotte NC
1717	1	Bentonville AR
1718	1	Baltimore MD
1719	1	Chicago IL
1720	1	Minneapolis MN
1721	1	San Francisco CA
1722	1	Marlborough MA
1723	1	Seattle WA
1724	1	Washington DC
1725	1	Plano TX
1726	1	Hurst TX
1727	1	New York NY
1728	1	Cleveland OH
1729	1	Montvale NJ
1730	1	Jersey City NJ
1731	1	Omaha NE
1732	1	Alpharetta GA
1733	1	San Francisco CA
1734	1	San Francisco CA
1735	1	Raritan NJ
1736	1	Charlotte NC
1737	1	Indianapolis IN
1738	1	Baltimore MD
1739	1	New York NY
1740	1	Jacksonville FL
1741	1	New York NY
1742	1	Seattle WA
1743	1	Portland OR
1744	1	Plano TX
1745	1	New York NY
1746	1	Los Angeles CA
1747	1	Austin TX
1748	1	Olean NY
1749	1	Richardson TX
1750	1	Boston MA
1751	1	Denver CO
1752	1	Dallas TX
1753	1	Albany NY
1754	1	Houston TX
1755	1	Cincinnati OH
1756	1	Harrisburg PA
1757	1	Sunnyvale CA
1758	1	Redwood City CA
1759	1	Franklin Lakes NJ
1760	1	Saint Louis MO
1761	1	Washington DC
1762	1	Orangeburg NY
1763	1	Colorado Springs CO
1764	1	Budd Lake NJ
1765	1	Santa Clara CA
1766	1	Atlanta GA
1767	1	Seattle WA
1768	1	Greensboro NC
1769	1	New York NY
1770	1	New York NY
1771	1	Dallas TX
1772	1	Somerset NJ
1773	1	Gaithersburg MD
1774	1	Novato CA
1775	1	Charlotte NC
1776	1	Cincinnati OH
1777	1	Westminster CO
1778	1	Tampa FL
1779	1	Blythewood SC
1780	1	New Haven CT
1781	1	San Jose CA
1782	1	Pennington NJ
1783	1	San Francisco CA
1784	1	Irving TX
1785	1	Milwaukee WI
1786	1	Jersey City NJ
1787	1	Lawrenceville NJ
1788	1	Charlotte NC
1789	1	Washington DC
1790	1	Herndon VA
1791	1	Kansas City MO
1792	1	Madison WI
1793	1	Washington DC
1794	1	Phoenix AZ
1795	1	Hickory NC
1796	1	Memphis TN
1797	1	Bellevue WA
1798	1	Saint Paul MN
1799	1	Charlotte NC
1800	1	Des Moines IA
1801	1	Bloomington IL
1802	1	Seattle WA
1803	1	Washington DC
1804	1	San Francisco CA
1805	1	Naples FL
1806	1	Austin TX
1807	1	Boston MA
1808	1	Mountain View CA
1809	1	San Jose CA
1810	1	Plano TX
1811	1	Costa Mesa CA
1812	1	Mason OH
1813	1	Santa Monica CA
1814	1	Baltimore MD
1815	1	Denver CO
1816	1	San Francisco CA
1817	1	San Francisco CA
1818	1	Carlsbad CA
1819	1	New York NY
1820	1	Tampa FL
1821	1	Columbia SC
1822	1	Arlington VA
1823	1	Sunnyvale CA
1824	1	Grand Rapids MI
1825	1	San Francisco CA
1826	1	Redmond WA
1827	1	Madison WI
1828	1	Milwaukee WI
1829	1	Virginia Beach VA
1830	1	Chicago IL
1831	1	Overland Park KS
1832	1	San Francisco CA
1833	1	Warren NJ
1834	1	Virginia Beach VA
1835	1	Boston MA
1836	1	New Haven CT
1837	1	Cleveland OH
1838	1	Wilmington DE
1839	1	Burbank CA
1840	1	New York NY
1841	1	Atlanta GA
1842	1	Warren NJ
1843	1	Palo Alto CA
1844	1	San Jose CA
1845	1	Phoenix AZ
1846	1	Dallas TX
1847	1	East Hartford CT
1848	1	Raleigh NC
1849	1	Orlando FL
1850	1	Redmond WA
1851	1	San Diego CA
1852	1	Warren NJ
1853	1	Renton WA
1854	1	New York NY
1855	1	Minneapolis MN
1856	1	Hudson OH
1857	1	Chandler AZ
1858	1	Philadelphia PA
1859	1	Baltimore MD
1860	1	Dallas TX
1861	1	Miami FL
1862	1	Brooklyn NY
1863	1	Seattle WA
1864	1	Indianapolis IN
1865	1	San Jose CA
1866	1	Piscataway NJ
1867	1	Simi Valley CA
1868	1	Brooklyn NY
1869	1	Atlanta GA
1870	1	Redmond WA
1871	1	Philadelphia PA
1872	1	Wilmington DE
1873	1	Chicago IL
1874	1	Washington DC
1875	1	Michigan City MS
1876	1	Redwood City CA
1877	1	Boston MA
1878	1	Phoenix AZ
1879	1	Saint Petersburg FL
1880	1	Exton PA
1881	1	Dallas TX
1882	1	San Francisco CA
1883	1	Southfield MI
1884	1	Rochester NY
1885	1	Louisville KY
1886	1	Orlando FL
1887	1	Boston MA
1888	1	Saint Louis MO
1889	1	Philadelphia PA
1890	1	Phoenix AZ
1891	1	Baltimore MD
1892	1	San Jose CA
1893	1	Parsippany NJ
1894	1	Chicago IL
1895	1	Stamford CT
1896	1	Chicago IL
1897	1	Alpharetta GA
1898	1	Santa Clara CA
1899	1	Atlanta GA
1900	1	San Diego CA
1901	1	Hanover MD
1902	1	Cheyenne WY
1903	1	Charlotte NC
1904	1	Southfield MI
1905	1	Atlanta GA
1906	1	Wilmington DE
1907	1	Durham NC
1908	1	Harrisburg PA
1909	1	Seattle WA
1910	1	Atlanta GA
1911	1	San Diego CA
1912	1	Durham NC
1913	1	Cincinnati OH
1914	1	Boston MA
1915	1	Seattle WA
1916	1	Seattle WA
1917	1	Redwood City CA
1918	1	Palo Alto CA
1919	1	Schaumburg IL
1920	1	Louisville KY
1921	1	Morganton NC
1922	1	Jersey City NJ
1923	1	Atlanta GA
1924	1	New York NY
1925	1	Boston MA
1926	1	New York NY
1927	1	Princeton NJ
1928	1	Baton Rouge LA
1929	1	Santa Clara CA
1930	1	Lowell MA
1931	1	Somers NY
1932	1	Chicago IL
1933	1	New York NY
1934	1	Dayton OH
1935	1	Plymouth MN
1936	1	Hartford CT
1937	1	Atlanta GA
1938	1	Jersey City NJ
1939	1	Joppa MD
1940	1	Wilmington DE
1941	1	Newport Beach CA
1942	1	Richardson TX
1943	1	Reston VA
1944	1	Arlington VA
1945	1	Richmond VA
1946	1	Minneapolis MN
1947	1	Plano TX
1948	1	Seattle WA
1949	1	Garland TX
1950	1	Somerset NJ
1951	1	Grapevine TX
1952	1	Arlington VA
1953	1	Wilmington DE
1954	1	Atlanta GA
1955	1	Horsham PA
1956	1	Santa Clara CA
1957	1	Boulder CO
1958	1	Minneapolis MN
1959	1	New York NY
1960	1	Macon GA
1961	1	Sunnyvale CA
1962	1	Euclid OH
1963	1	Seattle WA
1964	1	Issaquah WA
1965	1	Rutherford NJ
1966	1	Memphis TN
1967	1	Austin TX
1968	1	Minneapolis MN
1969	1	Princeton NJ
1970	1	New York NY
1971	1	Mountain View CA
1972	1	Cleveland OH
1973	1	Dallas TX
1974	1	Richmond VA
1975	1	Princeton NJ
1976	1	Hillsboro OR
1977	1	Bloomington IL
1978	1	Dearborn MI
1979	1	Richardson TX
1980	1	Minnesota City MN
1981	1	Princeton NJ
1982	1	Cincinnati OH
1983	1	Orlando FL
1984	1	Plano TX
1985	1	Schaumburg IL
1986	1	Mountain View CA
1987	1	Warren NJ
1988	1	Cleveland OH
1989	1	Seattle WA
1990	1	Columbus OH
1991	1	New York NY
1992	1	Chicago IL
1993	1	Bridgewater CT
1994	1	Newark NJ
1995	1	Denver CO
1996	1	Plano TX
1997	1	Piscataway NJ
1998	1	Washington DC
1999	1	Salem OR
