job	rightitjobs	date_posted
0775	1	2010-01-24 03:29:35
0776	1	2010-01-24 03:22:47
0777	1	2010-01-24 03:19:17
0778	1	2010-01-24 03:13:53
0779	1	2010-01-24 03:10:24
0780	1	2010-01-24 03:08:26
0781	1	2010-01-24 02:58:10
0782	1	2010-01-24 02:50:29
0783	1	2010-01-24 02:47:04
0784	1	2010-01-24 02:43:23
0785	1	2010-01-24 02:39:20
0786	1	2010-01-24 02:35:43
0787	1	2010-01-24 02:29:16
0788	1	2010-01-24 02:27:40
0789	1	2010-01-24 02:26:00
0790	1	2010-01-24 02:00:53
0791	1	2010-01-24 01:54:36
0792	1	2010-01-24 01:42:13
0793	1	2010-01-24 01:27:45
0794	1	2010-01-24 01:24:15
0795	1	2010-01-24 01:22:50
0796	1	2010-01-24 00:57:07
0797	1	2010-01-24 00:54:40
0798	1	2010-01-24 00:45:09
0799	1	2010-01-24 00:44:36
0800	1	2010-01-24 00:37:02
0801	1	2010-01-24 00:34:59
0802	1	2010-01-24 00:26:24
0803	1	2010-01-24 00:22:01
0804	1	2010-04-20 11:40:48
0805	1	2010-04-20 11:09:57
0806	1	2010-04-20 10:56:07
0807	1	2010-04-20 10:52:23
0808	1	2010-01-24 00:08:51
0809	1	2010-01-23 10:12:31
0810	1	2010-01-23 10:06:32
0811	1	2010-01-23 10:04:36
0812	1	2010-01-23 10:04:22
0813	1	2010-01-23 10:03:55
0814	1	2010-01-23 10:03:39
0815	1	2010-01-23 09:51:44
0816	1	2010-01-23 09:50:57
0817	1	2010-01-23 09:50:21
0818	1	2010-01-23 09:45:55
0819	1	2010-01-23 09:44:18
0820	1	2010-01-23 09:31:03
0821	1	2010-01-23 09:18:23
0822	1	2010-01-23 09:14:49
0823	1	2010-01-23 09:11:34
0824	1	2010-01-23 09:09:14
0825	1	2010-01-23 09:08:38
0826	1	2010-01-23 09:02:12
0827	1	2010-01-23 09:01:05
0828	1	2010-01-23 09:00:29
0829	1	2010-01-23 08:59:04
0830	1	2010-01-23 08:50:58
0831	1	2010-01-23 08:50:50
0832	1	2010-01-23 08:44:46
0833	1	2010-01-23 08:43:46
0834	1	2010-01-23 08:28:50
0835	1	2010-01-23 08:22:57
0836	1	2010-01-23 08:22:22
0837	1	2010-01-23 08:15:34
0838	1	2010-01-23 08:11:06
0839	1	2010-01-23 08:04:20
0840	1	2010-01-23 08:03:56
0841	1	2010-01-23 08:02:51
0842	1	2010-01-23 08:01:09
0843	1	2010-01-23 08:00:26
0844	1	2010-01-23 07:59:50
0845	1	2010-01-23 07:58:33
0846	1	2010-01-23 07:58:15
0847	1	2010-01-23 07:49:07
0848	1	2010-01-23 07:32:55
0849	1	2010-01-23 07:29:27
0850	1	2010-01-23 07:26:55
0851	1	2010-01-23 07:25:51
0852	1	2010-01-23 07:18:44
0853	1	2010-01-23 07:18:13
0854	1	2010-01-23 07:14:38
0855	1	2010-01-23 07:09:58
0856	1	2010-01-23 07:09:27
0857	1	2010-01-23 07:05:20
0858	1	2010-01-23 07:04:44
0859	1	2010-01-23 07:01:54
0860	1	2010-01-23 07:00:15
0861	1	2010-01-23 06:42:42
0862	1	2010-01-23 06:37:48
0863	1	2010-01-23 06:35:42
0864	1	2010-01-23 06:28:04
0865	1	2010-04-20 10:44:01
0866	1	2010-04-20 10:30:18
0867	1	2010-04-20 10:26:21
0868	1	2010-04-20 10:05:25
0869	1	2010-04-20 09:59:21
0870	1	2010-04-20 09:49:23
0871	1	2010-04-20 09:32:37
0872	1	2010-01-23 06:24:02
0873	1	2010-01-23 06:09:41
0874	1	2010-01-23 06:08:50
0875	1	2010-01-23 05:58:28
0876	1	2010-01-23 05:51:57
0877	1	2010-01-23 05:49:15
0878	1	2010-01-23 05:46:04
0879	1	2010-01-23 05:33:01
0880	1	2010-01-23 05:31:47
0881	1	2010-01-23 05:16:07
0882	1	2010-01-23 05:12:53
0883	1	2010-01-23 05:12:27
0884	1	2010-01-23 05:06:25
0885	1	2010-01-23 04:54:07
0886	1	2010-01-23 04:53:26
0887	1	2010-01-23 04:50:38
0888	1	2010-01-23 04:47:35
0889	1	2010-01-23 04:46:37
0890	1	2010-01-23 04:44:58
0891	1	2010-01-23 04:41:53
0892	1	2010-01-23 04:37:45
0893	1	2010-01-23 04:26:28
0894	1	2010-01-23 04:17:45
0895	1	2010-01-23 04:10:49
0896	1	2010-01-23 03:58:22
0897	1	2010-01-23 03:55:46
0898	1	2010-01-23 03:54:49
0899	1	2010-01-23 03:49:51
0900	1	2010-01-23 03:47:33
0901	1	2010-01-23 03:43:40
0902	1	2010-01-23 03:33:16
0903	1	2010-01-23 03:26:12
0904	1	2010-01-23 03:22:25
0905	1	2010-01-23 03:14:23
0906	1	2010-01-23 03:11:13
0907	1	2010-01-23 03:09:07
0908	1	2010-01-23 03:04:45
0909	1	2010-01-23 03:00:38
0910	1	2010-01-23 02:51:59
0911	1	2010-01-23 02:50:31
0912	1	2010-01-23 02:44:10
0913	1	2010-01-23 02:31:45
0914	1	2010-01-23 02:27:59
0915	1	2010-01-23 02:22:33
0916	1	2010-01-23 02:21:34
0917	1	2010-01-23 02:14:29
0918	1	2010-01-23 02:14:02
0919	1	2010-01-23 02:08:09
0920	1	2010-01-23 02:06:14
0921	1	2010-04-20 08:46:01
0922	1	2010-04-20 08:42:55
0923	1	2010-04-20 08:31:17
0924	1	2010-01-23 01:57:14
0925	1	2010-01-23 01:55:45
0926	1	2010-01-23 01:54:33
0927	1	2010-01-23 01:51:59
0928	1	2010-01-23 01:50:01
0929	1	2010-01-23 01:48:59
0930	1	2010-01-23 01:46:03
0931	1	2010-01-23 01:35:31
0932	1	2010-01-23 01:32:47
0933	1	2010-01-23 01:32:12
0934	1	2010-01-23 01:30:12
0935	1	2010-01-23 01:29:19
0936	1	2010-01-23 01:28:33
0937	1	2010-01-23 01:23:40
0938	1	2010-01-23 01:20:13
0939	1	2010-01-23 00:58:55
0940	1	2010-01-23 00:56:10
0941	1	2010-01-23 00:49:45
0942	1	2010-01-23 00:37:54
0943	1	2010-01-23 00:36:45
0944	1	2010-01-23 00:34:20
0945	1	2010-01-23 00:33:54
0946	1	2010-01-23 00:23:47
0947	1	2010-01-23 00:20:09
0948	1	2010-01-23 00:15:11
0949	1	2010-01-23 00:13:07
0950	1	2010-01-22 12:55:01
0951	1	2010-01-22 12:48:35
0952	1	2010-01-22 12:36:53
0953	1	2010-01-22 12:17:26
0954	1	2010-01-22 12:16:36
0955	1	2010-01-22 12:03:41
0956	1	2010-01-22 11:52:33
0957	1	2010-01-22 11:37:26
0958	1	2010-01-22 11:18:49
0959	1	2010-01-22 11:14:08
0960	1	2010-01-22 11:05:54
0961	1	2010-01-22 10:45:27
0962	1	2010-01-22 10:20:52
0963	1	2010-01-22 10:10:06
0964	1	2010-01-22 10:08:48
0965	1	2010-01-22 09:55:06
0966	1	2010-01-22 09:54:04
0967	1	2010-01-22 09:48:34
0968	1	2010-01-22 09:48:07
0969	1	2010-01-22 09:40:56
0970	1	2010-01-22 09:39:42
0971	1	2010-01-22 09:37:30
0972	1	2010-01-22 09:34:18
0973	1	2010-01-22 09:33:09
0974	1	2010-01-22 09:11:03
0975	1	2010-04-20 04:55:57
0976	1	2010-04-20 04:36:11
0977	1	2010-04-20 04:34:07
0978	1	2010-04-20 04:11:57
0979	1	2010-04-20 04:08:26
0980	1	2010-04-20 03:55:41
0981	1	2010-01-22 09:04:04
0982	1	2010-01-22 08:58:43
0983	1	2010-01-22 08:57:26
0984	1	2010-01-22 08:56:09
0985	1	2010-01-22 08:53:34
0986	1	2010-01-22 08:52:44
0987	1	2010-01-22 08:40:40
0988	1	2010-01-22 08:37:01
0989	1	2010-01-22 08:27:18
0990	1	2010-01-22 08:21:06
0991	1	2010-01-22 07:52:04
0992	1	2010-01-22 07:49:56
0993	1	2010-01-22 07:48:46
0994	1	2010-01-22 07:48:04
0995	1	2010-01-22 07:41:12
0996	1	2010-01-22 07:35:34
0997	1	2010-01-22 07:28:15
0998	1	2010-01-22 07:27:04
0999	1	2010-01-22 07:26:06
1000	1	2010-01-22 07:22:58
1001	1	2010-01-22 07:20:42
1002	1	2010-01-22 07:16:37
1003	1	2010-01-22 07:15:44
1004	1	2010-01-22 07:07:55
1005	1	2010-01-22 07:02:47
1006	1	2010-01-22 07:00:25
1007	1	2010-01-22 06:34:08
1008	1	2010-01-22 06:29:33
1009	1	2010-01-22 06:16:17
1010	1	2010-01-22 06:14:56
1011	1	2010-01-22 06:01:04
1012	1	2010-01-22 05:42:24
1013	1	2010-01-22 05:24:05
1014	1	2010-01-22 05:16:54
1015	1	2010-01-22 04:58:24
1016	1	2010-01-22 04:56:18
1017	1	2010-01-22 04:50:03
1018	1	2010-01-22 04:34:33
1019	1	2010-01-22 04:20:14
1020	1	2010-01-22 04:00:02
1021	1	2010-01-22 03:51:49
1022	1	2010-01-22 03:39:41
1023	1	2010-01-22 03:23:53
1024	1	2010-01-22 03:22:12
1025	1	2010-01-22 03:20:25
1026	1	2010-01-22 03:13:20
1027	1	2010-01-22 03:07:07
1028	1	2010-01-22 03:04:39
1029	1	2010-01-22 03:01:39
1030	1	2010-01-22 02:50:28
1031	1	2010-01-22 02:48:55
1032	1	2010-01-22 02:41:40
1033	1	2010-01-22 02:40:31
1034	1	2010-01-22 02:32:07
1035	1	2010-01-22 02:09:14
1036	1	2010-01-22 01:43:43
1037	1	2010-01-22 01:32:17
1038	1	2010-01-22 01:26:31
1039	1	2010-01-22 00:54:01
1040	1	2010-01-22 00:51:15
1041	1	2010-01-22 00:37:49
1042	1	2010-01-22 00:37:12
1043	1	2010-04-20 03:36:03
1044	1	2010-04-20 03:33:20
1045	1	2010-04-20 03:18:21
1046	1	2010-04-20 03:04:10
1047	1	2010-04-20 03:02:47
1048	1	2010-04-20 03:00:21
1049	1	2010-04-20 02:59:39
1050	1	2010-01-22 00:14:38
1051	1	2010-01-22 00:08:50
1052	1	2010-01-22 00:08:09
1053	1	2010-01-21 21:17:39
1054	1	2010-01-21 21:16:28
1055	1	2010-01-21 21:09:29
1056	1	2010-01-21 21:08:38
1057	1	2010-01-21 21:05:41
1058	1	2010-01-21 21:05:39
1059	1	2010-01-21 21:02:02
1060	1	2010-01-21 20:58:05
1061	1	2010-01-21 20:47:18
1062	1	2010-01-21 20:43:13
1063	1	2010-01-21 20:37:30
1064	1	2010-01-21 20:34:50
1065	1	2010-01-21 20:24:15
1066	1	2010-01-21 20:17:35
1067	1	2010-01-21 20:17:04
1068	1	2010-01-21 20:15:31
1069	1	2010-01-21 20:12:37
1070	1	2010-01-21 20:06:40
1071	1	2010-01-21 20:06:01
1072	1	2010-01-21 20:00:18
1073	1	2010-01-21 19:58:48
1074	1	2010-01-21 19:51:30
1075	1	2010-01-21 19:47:33
1076	1	2010-01-21 19:47:05
1077	1	2010-01-21 19:44:55
1078	1	2010-01-21 19:43:34
1079	1	2010-01-21 19:40:26
1080	1	2010-01-21 19:40:20
1081	1	2010-01-21 19:34:42
1082	1	2010-01-21 19:33:00
1083	1	2010-01-21 19:28:20
1084	1	2010-01-21 19:27:29
1085	1	2010-01-21 18:49:20
1086	1	2010-01-21 18:46:20
1087	1	2010-01-21 18:44:14
1088	1	2010-01-21 18:32:54
1089	1	2010-01-21 18:31:34
1090	1	2010-01-21 18:31:26
1091	1	2010-01-21 18:28:40
1092	1	2010-01-21 18:27:12
1093	1	2010-01-21 18:26:37
1094	1	2010-01-21 18:22:15
1095	1	2010-01-21 18:22:07
1096	1	2010-01-21 18:16:20
1097	1	2010-01-21 18:09:46
1098	1	2010-01-21 18:06:09
1099	1	2010-01-21 18:05:03
1100	1	2010-01-21 18:01:22
1101	1	2010-01-21 17:55:55
1102	1	2010-01-21 17:54:41
1103	1	2010-01-21 17:52:09
1104	1	2010-01-21 17:52:00
1105	1	2010-01-21 17:39:25
1106	1	2010-01-21 17:36:01
1107	1	2010-01-21 17:34:07
1108	1	2010-01-21 17:34:04
1109	1	2010-01-21 17:33:24
1110	1	2010-01-21 17:31:05
1111	1	2010-04-20 02:33:13
1112	1	2010-04-14 06:52:46
1113	1	2010-04-14 06:41:03
1114	1	2010-04-14 06:01:58
1115	1	2010-04-14 05:56:36
1116	1	2010-01-21 17:12:24
1117	1	2010-01-21 17:02:01
1118	1	2010-01-21 17:00:52
1119	1	2010-01-21 16:56:14
1120	1	2010-01-21 16:53:22
1121	1	2010-01-21 16:49:22
1122	1	2010-01-21 16:49:18
1123	1	2010-01-21 16:44:00
1124	1	2010-01-21 16:34:56
1125	1	2010-01-21 16:24:43
1126	1	2010-01-21 16:22:01
1127	1	2010-01-21 16:11:31
1128	1	2010-01-21 16:03:17
1129	1	2010-01-21 15:59:31
1130	1	2010-01-21 15:55:16
1131	1	2010-01-21 15:55:01
1132	1	2010-01-21 15:54:11
1133	1	2010-01-21 15:52:34
1134	1	2010-01-21 15:49:47
1135	1	2010-01-21 15:39:55
1136	1	2010-01-21 15:27:55
1137	1	2010-01-21 15:25:48
1138	1	2010-01-21 15:20:16
1139	1	2010-01-21 15:15:42
1140	1	2010-01-21 15:08:35
1141	1	2010-01-21 15:07:53
1142	1	2010-01-21 15:07:49
1143	1	2010-01-21 15:05:11
1144	1	2010-01-21 15:03:22
1145	1	2010-01-21 14:59:58
1146	1	2010-01-21 14:56:54
1147	1	2010-01-21 14:56:04
1148	1	2010-01-21 14:47:29
1149	1	2010-01-21 14:47:26
1150	1	2010-01-21 14:45:08
1151	1	2010-01-21 14:40:00
1152	1	2010-01-21 14:37:41
1153	1	2010-01-21 14:36:49
1154	1	2010-01-21 14:28:37
1155	1	2010-01-21 14:26:41
1156	1	2010-01-21 14:17:48
1157	1	2010-01-21 14:13:43
1158	1	2010-01-21 14:06:23
1159	1	2010-01-21 14:00:44
1160	1	2010-01-21 13:55:37
1161	1	2010-01-21 13:53:14
1162	1	2010-01-21 13:45:11
1163	1	2010-01-21 13:44:30
1164	1	2010-01-21 13:44:24
1165	1	2010-01-21 13:34:35
1166	1	2010-01-21 13:29:50
1167	1	2010-05-26 00:11:07
1168	1	2010-05-26 00:05:19
1169	1	2010-05-20 02:24:56
1170	1	2010-05-20 02:08:52
1171	1	2010-05-20 01:58:47
1172	1	2010-04-14 05:22:59
1173	1	2010-04-14 05:00:43
1174	1	2010-04-14 04:58:00
1175	1	2010-04-14 04:55:12
1176	1	2010-04-14 04:36:32
1177	1	2010-04-14 04:35:21
1178	1	2010-01-21 13:13:37
1179	1	2010-01-21 13:12:02
1180	1	2010-01-21 13:10:12
1181	1	2010-01-21 13:01:08
1182	1	2010-01-21 12:57:55
1183	1	2010-01-21 12:57:29
1184	1	2010-01-21 12:48:55
1185	1	2010-01-21 12:45:28
1186	1	2010-01-21 12:40:30
1187	1	2010-01-21 12:36:45
1188	1	2010-01-21 12:36:29
1189	1	2010-01-21 12:28:29
1190	1	2010-01-21 12:21:33
1191	1	2010-01-21 12:14:35
1192	1	2010-01-21 12:11:48
1193	1	2010-01-21 12:09:54
1194	1	2010-01-21 11:58:53
1195	1	2010-01-21 11:58:37
1196	1	2010-01-21 11:55:57
1197	1	2010-01-21 11:54:50
1198	1	2010-01-21 11:53:07
1199	1	2010-01-21 11:41:04
1200	1	2010-01-21 11:24:05
1201	1	2010-01-21 10:55:27
1202	1	2010-01-21 10:49:29
1203	1	2010-01-21 00:05:41
1204	1	2010-01-19 00:12:42
1205	1	2010-01-17 00:07:24
1206	1	2010-01-15 07:13:19
1207	1	2010-01-15 07:12:25
1208	1	2010-01-15 07:11:53
1209	1	2010-01-15 07:09:53
1210	1	2010-01-15 07:08:58
1211	1	2010-01-15 07:08:43
1212	1	2010-01-15 07:06:38
1213	1	2010-01-15 06:59:00
1214	1	2010-01-15 06:58:22
1215	1	2010-01-15 06:55:04
1216	1	2010-01-15 06:53:23
1217	1	2010-01-15 06:53:06
1218	1	2010-01-15 06:48:18
1219	1	2010-01-15 06:47:01
1220	1	2010-01-15 06:43:09
1221	1	2010-01-15 06:38:13
1222	1	2010-01-15 06:37:31
1223	1	2010-01-15 06:31:39
1224	1	2010-01-15 06:31:06
1225	1	2010-01-15 06:30:17
1226	1	2010-01-15 06:25:46
1227	1	2010-01-15 06:25:24
1228	1	2010-01-15 06:19:57
1229	1	2010-01-15 06:17:13
1230	1	2010-04-14 04:19:40
1231	1	2010-04-14 04:06:14
1232	1	2010-04-14 04:02:04
1233	1	2010-04-14 03:59:38
1234	1	2010-04-14 03:41:53
1235	1	2010-04-14 03:32:56
1236	1	2010-04-14 03:23:54
1237	1	2010-04-14 03:22:52
1238	1	2010-01-15 06:17:11
1239	1	2010-01-15 06:15:29
1240	1	2010-01-15 06:12:48
1241	1	2010-01-15 06:12:44
1242	1	2010-01-15 06:08:11
1243	1	2010-01-15 06:05:25
1244	1	2010-01-15 06:03:34
1245	1	2010-01-15 06:01:54
1246	1	2010-01-15 06:00:29
1247	1	2010-01-15 05:55:49
1248	1	2010-01-15 05:49:45
1249	1	2010-01-15 05:49:19
1250	1	2010-01-15 05:47:26
1251	1	2010-01-15 05:47:07
1252	1	2010-01-15 05:43:01
1253	1	2010-01-15 05:42:08
1254	1	2010-01-15 05:38:58
1255	1	2010-01-15 05:38:20
1256	1	2010-01-15 05:36:42
1257	1	2010-01-15 05:14:55
1258	1	2010-01-15 05:14:26
1259	1	2010-01-15 05:14:02
1260	1	2010-01-15 05:11:59
1261	1	2010-01-15 05:11:27
1262	1	2010-01-15 05:10:00
1263	1	2010-01-15 05:08:27
1264	1	2010-01-15 05:01:44
1265	1	2010-01-15 05:01:24
1266	1	2010-01-15 05:01:11
1267	1	2010-01-15 05:00:37
1268	1	2010-01-15 05:00:27
1269	1	2010-01-15 04:57:27
1270	1	2010-01-15 04:55:47
1271	1	2010-01-15 04:55:24
1272	1	2010-01-15 04:52:10
1273	1	2010-01-15 04:48:00
1274	1	2010-01-15 04:47:53
1275	1	2010-01-15 04:42:42
1276	1	2010-01-15 04:37:35
1277	1	2010-01-15 04:37:09
1278	1	2010-01-15 04:36:47
1279	1	2010-01-15 04:28:49
1280	1	2010-01-15 04:26:47
1281	1	2010-01-15 04:23:11
1282	1	2010-01-15 04:21:44
1283	1	2010-01-15 04:18:17
1284	1	2010-01-15 04:13:09
1285	1	2010-01-15 04:12:16
1286	1	2010-01-15 04:09:08
1287	1	2010-01-15 04:07:23
1288	1	2010-01-15 04:06:31
1289	1	2010-01-15 04:01:29
1290	1	2010-01-15 03:59:35
1291	1	2010-01-15 03:58:55
1292	1	2010-01-15 03:55:34
1293	1	2010-01-15 03:49:59
1294	1	2010-01-15 03:49:32
1295	1	2010-01-15 03:48:27
1296	1	2010-01-15 03:47:31
1297	1	2010-01-15 03:39:53
1298	1	2010-04-14 03:18:22
1299	1	2010-04-14 03:10:52
1300	1	2010-04-14 02:52:57
1301	1	2010-04-14 02:48:09
1302	1	2010-04-14 02:03:36
1303	1	2010-04-14 01:59:45
1304	1	2010-01-15 03:34:07
1305	1	2010-01-15 03:27:54
1306	1	2010-01-15 03:16:14
1307	1	2010-01-15 03:15:49
1308	1	2010-01-15 03:15:18
1309	1	2010-01-15 03:13:18
1310	1	2010-01-15 03:03:41
1311	1	2010-01-15 03:03:22
1312	1	2010-01-15 02:58:53
1313	1	2010-01-15 02:57:58
1314	1	2010-01-15 02:46:33
1315	1	2010-01-15 02:33:25
1316	1	2010-01-15 02:25:23
1317	1	2010-01-15 02:16:47
1318	1	2010-01-15 02:16:41
1319	1	2010-01-15 02:14:50
1320	1	2010-01-15 02:07:20
1321	1	2010-01-15 02:04:09
1322	1	2010-01-15 01:56:30
1323	1	2010-01-15 01:55:58
1324	1	2010-01-15 01:54:34
1325	1	2010-01-15 01:54:00
1326	1	2010-01-15 01:53:37
1327	1	2010-01-15 01:52:54
1328	1	2010-01-15 01:51:10
1329	1	2010-01-15 01:50:52
1330	1	2010-01-15 01:50:49
1331	1	2010-01-15 01:50:34
1332	1	2010-01-15 01:47:49
1333	1	2010-01-15 01:40:56
1334	1	2010-01-15 01:33:07
1335	1	2010-01-15 01:29:31
1336	1	2010-01-15 01:22:32
1337	1	2010-01-15 01:19:29
1338	1	2010-01-15 01:18:48
1339	1	2010-01-15 01:18:11
1340	1	2010-01-15 01:16:06
1341	1	2010-01-15 01:10:02
1342	1	2010-01-15 00:55:57
1343	1	2010-01-15 00:55:34
1344	1	2010-01-15 00:53:46
1345	1	2010-01-15 00:42:42
1346	1	2010-01-15 00:38:46
1347	1	2010-01-15 00:38:40
1348	1	2010-01-15 00:32:18
1349	1	2010-04-14 01:00:03
1350	1	2010-04-14 00:54:21
1351	1	2010-04-14 00:34:47
1352	1	2010-04-14 00:34:03
1353	1	2010-04-14 00:33:19
1354	1	2010-01-15 00:28:36
1355	1	2010-01-15 00:24:16
1356	1	2010-01-15 00:23:56
1357	1	2010-01-15 00:16:17
1358	1	2010-01-15 00:10:49
1359	1	2010-01-15 00:07:24
1360	1	2010-01-15 00:04:20
1361	1	2010-01-15 00:03:51
1362	1	2010-01-13 05:57:51
1363	1	2010-01-13 05:23:59
1364	1	2010-01-13 05:14:50
1365	1	2010-01-13 05:11:32
1366	1	2010-01-13 05:09:48
1367	1	2010-01-13 05:09:13
1368	1	2010-01-13 05:08:52
1369	1	2010-01-13 05:08:27
1370	1	2010-01-13 05:05:21
1371	1	2010-01-13 05:04:28
1372	1	2010-01-13 05:00:06
1373	1	2010-01-13 04:57:20
1374	1	2010-01-13 04:51:47
1375	1	2010-01-13 04:48:41
1376	1	2010-01-13 04:48:27
1377	1	2010-01-13 04:45:16
1378	1	2010-01-13 04:42:09
1379	1	2010-01-13 04:40:27
1380	1	2010-01-13 04:36:00
1381	1	2010-01-13 04:35:02
1382	1	2010-01-13 04:31:11
1383	1	2010-01-13 04:28:42
1384	1	2010-01-13 04:28:11
1385	1	2010-01-13 04:24:26
1386	1	2010-01-13 04:23:50
1387	1	2010-01-13 04:22:16
1388	1	2010-01-13 04:21:34
1389	1	2010-01-13 04:19:23
1390	1	2010-01-13 04:18:05
1391	1	2010-01-13 04:16:46
1392	1	2010-01-13 04:10:29
1393	1	2010-01-13 04:08:37
1394	1	2010-01-13 04:07:14
1395	1	2010-01-13 03:57:47
1396	1	2010-01-13 03:56:30
1397	1	2010-01-13 03:56:01
1398	1	2010-01-13 03:54:24
1399	1	2010-01-13 03:51:12
1400	1	2010-01-13 03:48:39
1401	1	2010-01-13 03:46:07
1402	1	2010-01-13 03:44:50
1403	1	2010-01-13 03:39:50
1404	1	2010-01-13 03:34:43
1405	1	2010-01-13 03:31:55
1406	1	2010-01-13 03:30:36
1407	1	2010-04-14 00:09:07
1408	1	2010-04-13 06:41:34
1409	1	2010-04-08 05:35:24
1410	1	2010-04-08 05:26:28
1411	1	2010-04-08 05:23:52
1412	1	2010-01-13 03:29:29
1413	1	2010-01-13 03:19:41
1414	1	2010-01-13 03:17:06
1415	1	2010-01-13 03:16:07
1416	1	2010-01-13 03:15:38
1417	1	2010-01-13 03:10:30
1418	1	2010-01-13 03:06:36
1419	1	2010-01-13 03:02:12
1420	1	2010-01-13 02:59:47
1421	1	2010-01-13 02:57:20
1422	1	2010-01-13 02:48:32
1423	1	2010-01-13 02:48:24
1424	1	2010-01-13 02:48:15
1425	1	2010-01-13 02:46:49
1426	1	2010-01-13 02:44:55
1427	1	2010-01-13 02:43:21
1428	1	2010-01-13 02:35:26
1429	1	2010-01-13 02:33:50
1430	1	2010-01-13 02:33:26
1431	1	2010-01-13 02:30:19
1432	1	2010-01-13 02:29:49
1433	1	2010-01-13 02:20:19
1434	1	2010-01-13 02:18:36
1435	1	2010-01-13 02:18:10
1436	1	2010-01-13 02:17:40
1437	1	2010-01-13 02:06:08
1438	1	2010-01-13 02:05:58
1439	1	2010-01-13 02:05:15
1440	1	2010-01-13 02:02:27
1441	1	2010-01-13 02:01:33
1442	1	2010-01-13 01:59:18
1443	1	2010-01-13 01:56:38
1444	1	2010-01-13 01:52:03
1445	1	2010-01-13 01:50:22
1446	1	2010-01-13 01:49:28
1447	1	2010-01-13 01:48:22
1448	1	2010-01-13 01:45:20
1449	1	2010-01-13 01:45:16
1450	1	2010-01-13 01:36:08
1451	1	2010-01-13 01:23:10
1452	1	2010-01-13 01:20:10
1453	1	2010-01-13 01:12:24
1454	1	2010-01-13 01:12:05
1455	1	2010-04-08 04:58:11
1456	1	2010-04-08 04:55:31
1457	1	2010-04-08 04:45:47
1458	1	2010-04-08 04:27:38
1459	1	2010-04-08 04:27:20
1460	1	2010-04-08 04:25:38
1461	1	2010-04-08 04:07:18
1462	1	2010-04-08 04:05:54
1463	1	2010-01-13 01:10:47
1464	1	2010-01-13 01:08:42
1465	1	2010-01-13 01:08:27
1466	1	2010-01-13 01:07:20
1467	1	2010-01-13 01:06:47
1468	1	2010-01-13 01:04:10
1469	1	2010-01-13 01:03:21
1470	1	2010-01-13 01:01:45
1471	1	2010-01-13 00:58:43
1472	1	2010-01-13 00:57:18
1473	1	2010-01-13 00:55:41
1474	1	2010-01-13 00:53:13
1475	1	2010-01-13 00:50:57
1476	1	2010-01-13 00:49:56
1477	1	2010-01-13 00:48:24
1478	1	2010-01-13 00:43:23
1479	1	2010-01-13 00:40:24
1480	1	2010-01-13 00:35:14
1481	1	2010-01-13 00:28:54
1482	1	2010-01-13 00:22:32
1483	1	2010-01-13 00:17:28
1484	1	2010-01-13 00:16:26
1485	1	2010-01-13 00:15:04
1486	1	2010-01-13 00:12:10
1487	1	2010-01-13 00:11:11
1488	1	2010-01-13 00:08:57
1489	1	2010-01-13 00:08:55
1490	1	2010-01-13 00:06:56
1491	1	2010-01-13 00:05:39
1492	1	2010-01-12 13:58:54
1493	1	2010-01-12 13:53:15
1494	1	2010-01-12 13:53:04
1495	1	2010-01-12 13:39:42
1496	1	2010-01-12 13:39:22
1497	1	2010-01-12 13:38:38
1498	1	2010-01-12 13:37:43
1499	1	2010-01-12 13:36:48
1500	1	2010-01-12 13:34:57
1501	1	2010-01-12 13:34:54
1502	1	2010-01-12 13:33:52
1503	1	2010-01-12 13:30:30
1504	1	2010-01-12 13:29:37
1505	1	2010-01-12 13:27:12
1506	1	2010-01-12 13:26:11
1507	1	2010-01-12 13:18:56
1508	1	2010-04-08 03:50:38
1509	1	2010-04-08 03:50:08
1510	1	2010-04-08 03:24:08
1511	1	2010-04-08 03:16:37
1512	1	2010-04-08 03:05:10
1513	1	2010-04-08 03:04:08
1514	1	2010-01-12 13:14:48
1515	1	2010-01-12 13:14:42
1516	1	2010-01-12 13:06:45
1517	1	2010-01-12 13:04:23
1518	1	2010-01-12 13:04:15
1519	1	2010-01-12 13:02:39
1520	1	2010-01-12 13:01:29
1521	1	2010-01-12 13:00:54
1522	1	2010-01-12 12:58:51
1523	1	2010-01-12 12:53:28
1524	1	2010-01-12 12:51:19
1525	1	2010-01-12 12:51:07
1526	1	2010-01-12 12:49:55
1527	1	2010-01-12 12:42:30
1528	1	2010-01-12 12:42:19
1529	1	2010-01-12 12:41:11
1530	1	2010-01-12 12:40:29
1531	1	2010-01-12 12:39:03
1532	1	2010-01-12 12:37:17
1533	1	2010-01-12 12:32:06
1534	1	2010-01-12 12:31:35
1535	1	2010-01-12 12:28:50
1536	1	2010-01-12 12:28:19
1537	1	2010-01-12 12:26:18
1538	1	2010-01-12 12:24:53
1539	1	2010-01-12 12:24:45
1540	1	2010-01-12 12:21:30
1541	1	2010-01-12 12:19:21
1542	1	2010-01-12 12:16:54
1543	1	2010-01-12 12:14:45
1544	1	2010-01-12 12:14:07
1545	1	2010-01-12 12:13:16
1546	1	2010-01-12 12:12:37
1547	1	2010-01-12 12:12:26
1548	1	2010-01-12 12:11:15
1549	1	2010-01-12 12:10:11
1550	1	2010-01-12 12:05:22
1551	1	2010-01-12 12:03:30
