job	dice	location
1042	1	Holmdel, NJ
1043	1	morristown, NJ
1044	1	Seattle, WA
1045	1	Cleveland, OH
1046	1	Jersey City, NJ
1047	1	New York, NY
1048	1	Memphis, TN
1049	1	Somerset, NJ
1050	1	Los Angeles, CA
1051	1	Herndon, VA
1052	1	Westborough, MA
1053	1	Melville, NY
1054	1	NYC, NY
1055	1	Raleigh, NC
1056	1	cranston, RI
1057	1	San Jose, CA
1058	1	San Jose, CA
1059	1	McLean, VA
1060	1	Saint Paul, MN
1061	1	Baltimore, MD
1062	1	San Diego, CA
1063	1	Jersey City, NJ
1064	1	Palo alto, CA
1065	1	Egg Harbor Township, NJ
1066	1	Washington, DC
1067	1	FREMONT, CA
1068	1	Austin, TX
1069	1	Charlotte, NC
1070	1	West Chester, PA
1071	1	Warren, NJ
1072	1	Boston, MA
1073	1	Saint Petersburg, FL
1074	1	Phoenix, AZ
1075	1	Pittsburgh, PA
1076	1	New York, NY
1077	1	Santa Clara, CA
1078	1	San Jose, CA
1079	1	Edison, NJ
1080	1	Anaheim, CA
1081	1	Boston, MA
1082	1	New York, NY
1083	1	Culver City, CA
1084	1	Atlanta, GA
1085	1	Atlanta, GA
1086	1	Pittsburgh, PA
1087	1	Panama City, FL
1088	1	Pasadena, CA
1089	1	Phoenix, AZ
1090	1	Hartford, CT
1091	1	Santa Clara, CA
1092	1	San Francisco, CA
1093	1	Melville, NY
1094	1	Pittsburgh, PA
1095	1	Vernon Hills, IL
1096	1	San Carlos, CA
1097	1	Stennis Space Center, MS
1098	1	Phoenix, AZ
1099	1	Dallas, TX
1100	1	Bellevue, WA
1101	1	Irvine, CA
1102	1	Springfield, VA
1103	1	New York, NY
1104	1	San Diego, CA
1105	1	St. Louis, MO
1106	1	Boston, MA
1107	1	Reston, VA
1108	1	Woodlawn, MD
1109	1	Irvine, CA
1110	1	Princeton, NJ
1111	1	Duluth, GA
1112	1	Dallas, TX
1113	1	Santa Clara, CA
1114	1	Los Angeles, CA
1115	1	Livingston, NJ
1116	1	Philadelphia, PA
1117	1	Stennis Space Center, MS
1118	1	New York, NY
1119	1	Redwood City, CA
1120	1	Boston, MA
1121	1	new york, NY
1122	1	New York, NY
1123	1	Denver, CO
1124	1	New York, NY
1125	1	Duluth, GA
1126	1	Miami, FL
1127	1	wilmington, DE
1128	1	Santa Clara, CA
1129	1	Las Vegas, NV
1130	1	Los Angeles, CA
1131	1	Scranton, PA
1132	1	Indianapolis, IN
1133	1	Atlanta, GA
1134	1	Seattle, WA
1135	1	New York, NY
1136	1	Redmond, WA
1137	1	Agoura Hills, CA
1138	1	New York City, NY
1139	1	New York City, NY
1140	1	Houston, TX
1141	1	Suitland, MD
1142	1	New York, NY
1143	1	New York, NY
1144	1	Trenton, NJ
1145	1	Pasadena, CA
1146	1	Beaverton, OR
1147	1	Fremont, CA
1148	1	new york, NY
1149	1	Fort Worth, TX
1150	1	Schaumburg, IL
1151	1	Santa Clara, CA
1152	1	Parsippany, NJ
1153	1	Scottsdale, AZ
1154	1	Lebanon, NH
1155	1	Bowling Green, KY
1156	1	beaverton, OR
1157	1	King Of Prussia, PA
1158	1	Hartford, CT
1159	1	Detroit, MI
1160	1	Seattle, WA
1161	1	Portland, OR
1162	1	Las Vegas, NV
1163	1	San Francisco, CA
1164	1	Duluth, GA
1165	1	Fort Collins, CO
1166	1	San Mateo, CA
1167	1	Atlanta, GA
1168	1	Brackenridge, PA
1169	1	Sacramento, CA
1170	1	Brooklyn, NY
1171	1	Herndon, VA
1172	1	Washington, DC
1173	1	Northbrook, IL
1174	1	San Mateo, CA
1175	1	Alpharetta, GA
1176	1	Irving, TX
1177	1	Chicago, IL
1178	1	louisville, KY
1179	1	Chicago, IL
1180	1	San Jose, CA
1181	1	New York, NY
1182	1	Jersey City, NJ
1183	1	Bedford, NH
1184	1	Irvine, CA
1185	1	New York, NY
1186	1	New York, NY
1187	1	Northbrook, IL
1188	1	Washington, DC
1189	1	Naperville, IL
1190	1	Turlock, CA
1191	1	Edison, NJ
1192	1	Rockville, MD
1193	1	Stennis Space Center, MS
1194	1	Manhasset, NY
1195	1	Stamford, CT
1196	1	Seattle, WA
1197	1	New York, NY
1198	1	New York, NY
1199	1	Columbus, OH
1200	1	NEW YORK, NY
1201	1	Redmond, WA
1202	1	Raleigh, NC
1203	1	New York, NY
1204	1	Jacksonville, FL
1205	1	New York, NY
1206	1	Portland, ME
1207	1	San Francisco, CA
1208	1	COLUMBUS, OH
1209	1	Reston, VA
1210	1	New York, NY
1211	1	Irving, TX
1212	1	Warrenton, VA
1213	1	Seattle, WA
1214	1	Los Angeles, CA
1215	1	Upton, NY
1216	1	New York, NY
1217	1	Newport News, VA
1218	1	New York, NY
1219	1	Jersey City, NJ
1220	1	Bowling Green, KY
1221	1	Petaluma, CA
1222	1	Houston, TX
1223	1	Atlanta, GA
1224	1	Boca Raton, FL
1225	1	Sunrise, FL
1226	1	Reston, VA
1227	1	Alexandria, VA
1228	1	Wellesley, MA
1229	1	Centennial, CO
1230	1	New York, NY
1231	1	Seattle, WA
1232	1	Wilmington, DE
1233	1	Livingston, NJ
1234	1	Charlotte, NC
1235	1	Bedford, TX
1236	1	Minneapolis, MN
1237	1	San Francisco, CA
1238	1	Costa Mesa, CA
1239	1	San Jose, CA
1240	1	Anchorage, AK
1241	1	watchung, NJ
1242	1	Peabody, MA
1243	1	San Francisco, CA
1244	1	Fairfax, VA
1245	1	Rochester, OH
1246	1	New York, NY
1247	1	New York, NY
1248	1	Bethlehem, PA
1249	1	ALBANY, NY
1250	1	Pittsburgh, PA
1251	1	Modesto, CA
1252	1	New York, NY
1253	1	Los Angeles, CA
1254	1	Franklin Lakes, NJ
1255	1	Richmond, VA
1256	1	Troy, MI
1257	1	Falls Church, VA
1258	1	Warner Robins, GA
1259	1	ALBANY, NY
1260	1	Chantilly, VA
1261	1	Lorton, VA
1262	1	Farmington Hills, MI
1263	1	Atlanta, GA
1264	1	Bellevue, WA
1265	1	Washington, DC
1266	1	NYC, NY
1267	1	Dallas, TX
1268	1	Midvale, UT
1269	1	Philadelphia, PA
1270	1	Orlando, FL
1271	1	Oakland, CA
1272	1	New York, NY
1273	1	Juno Beach, FL
1274	1	Easton, PA
1275	1	Phoenix, AZ
1276	1	Rockville, MD
1277	1	New York, NY
1278	1	Teaneck, NJ
1279	1	Tampa, FL
1280	1	Grand Rapids, MI
1281	1	Bellevue, WA
1282	1	Petaluma, CA
1283	1	Boulder, CO
1284	1	San Ramon, CA
1285	1	San Jose, CA
1286	1	Irvine, CA
1287	1	Bellevue, WA
1288	1	Tewksbury, MA
1289	1	San Fernando, CA
1290	1	Boston, MA
1291	1	Farmington Hills, MI
1292	1	Bowling Green, KY
1293	1	New York, NY
1294	1	Columbus, OH
1295	1	Redwood City, CA
1296	1	Washington, DC
1297	1	Columbus, OH
1298	1	El Segundo, CA
1299	1	fort worth, TX
1300	1	Chicago, IL
1301	1	Toledo, OH
1302	1	Dallas, TX
1303	1	Las Vegas, NV
1304	1	Orlando, FL
1305	1	Fort Worth, TX
1306	1	McLean, VA
1307	1	New York, NY
1308	1	New York, NY
1309	1	Atlanta, GA
1310	1	New York, NY
1311	1	New York, NY
1312	1	Somerset, NJ
1313	1	Sunnyvale, CA
1314	1	New York, NY
1315	1	Newark, NJ
1316	1	Niles, IL
1317	1	Mountain View, CA
1318	1	Middletown, RI
1319	1	Denver, CO
1320	1	Los Angeles, CA
1321	1	Bowling Green, KY
1322	1	Raleigh, NC
1323	1	Petaluma, CA
1324	1	Pullman, WA
1325	1	New York City, NY
1326	1	Atlanta, GA
1327	1	Dallas, TX
1328	1	Irving, TX
1329	1	York, PA
1330	1	Rockville, MD
1331	1	Boston, MA
1332	1	Madison, WI
1333	1	Santa Barbara, CA
1334	1	New York, NY
1335	1	Miami, FL
1336	1	LEWISVILLE, TX
1337	1	New York, NY
1338	1	Edison, NJ
1339	1	Stamford, CT
1340	1	Dearborn, MI
1341	1	San Francisco, CA
1342	1	Overland Park, KS
1343	1	East Granby, CT
1344	1	SCHAUMBURG, IL
1345	1	Campbell, CA
1346	1	West Des Moines, IA
1347	1	New York, NY
1348	1	San Mateo, CA
1349	1	New York, NY
1350	1	Santa Clara, CA
1351	1	Midland, PA
1352	1	Pittsburgh, PA
1353	1	New York, NY
1354	1	Simi Valley, CA
1355	1	San Francisco, CA
1356	1	Ann Arbor, MI
1357	1	New York, NY
1358	1	Stamford, CT
1359	1	Boston, MA
1360	1	Kalamazoo, MI
1361	1	Boston, MA
1362	1	Cleveland, OH
1363	1	Edinburg, VA
1364	1	Kansas City, MO
1365	1	Falls Church, VA
1366	1	Fort Washington, PA
1367	1	Cleveland, OH
1368	1	new york, NY
1369	1	San Jose, CA
1370	1	Washington, DC
1371	1	Londonderry, NH
1372	1	Boston, MA
1373	1	Austin, TX
1374	1	Schenectady, NY
1375	1	New York, NY
1376	1	San Francisco, CA
1377	1	New York, NY
1378	1	Chicago, IL
1379	1	Foster City, CA
1380	1	San Carlos, CA
1381	1	morristown, NJ
1382	1	Chicago, IL
1383	1	Sunnyvale, CA
1384	1	Dallas, TX
1385	1	Seattle, WA
1386	1	Seattle, WA
1387	1	Minnetonka, MN
1388	1	Los Angeles, CA
1389	1	BRISBANE, CA
1390	1	Brackenridge, PA
1391	1	San Francisco, CA
1392	1	Ann Arbor, MI
1393	1	New York, NY
1394	1	Jersey City, NJ
1395	1	Aberdeen, MD
1396	1	Fort Worth, TX
1397	1	Chicago, IL
1398	1	santa clara, CA
1399	1	Cambridge, MA
1400	1	PHILADELPHIA, PA
1401	1	Maplewood, NJ
1402	1	Houston, TX
1403	1	New York, NY
1404	1	New York, NY
1405	1	Saint Petersburg, FL
1406	1	New York, NY
1407	1	Washington, DC
1408	1	Naples, FL
1409	1	Dulles, VA
1410	1	Overland Park, KS
1411	1	Emeryville, CA
1412	1	Sunrise, FL
1413	1	Indianapolis, IN
1414	1	San Bruno, CA
1415	1	Scottsdale, AZ
1416	1	Austin, TX
1417	1	Atlanta, GA
1418	1	San Jose, CA
1419	1	New York, NY
1420	1	White Plains, NY
1421	1	Woodland Hills, CA
1422	1	Minnetonka, MN
1423	1	orlando, FL
1424	1	Des Moines, IA
1425	1	dallas, TX
1426	1	New York, NY
1427	1	Redwood City, CA
1428	1	Minneapolis, MN
1429	1	Pittsburgh, PA
1430	1	Pittsburgh, PA
1431	1	Pittsburgh, PA
1432	1	New York, NY
1433	1	Sacramento, CA
1434	1	Vienna, VA
1435	1	Dallas, TX
1436	1	Hauppauge, NY
1437	1	Bangor, ME
1438	1	Boston, MA
1439	1	Philadelphia, PA
1440	1	Saint Petersburg, FL
1441	1	Schaumburg, IL
1442	1	Dallas, TX
1443	1	Sunrise, FL
1444	1	Irvine, CA
1445	1	Jersey City, NJ
1446	1	San Jose, CA
1447	1	Winchester, VA
1448	1	Reston, VA
1449	1	San Jose, CA
1450	1	Troy, MI
1451	1	New York, NY
1452	1	Falls Church, VA
1453	1	New York, NY
1454	1	Minnetonka, MN
1455	1	Carlsbad, CA
1456	1	Raleigh, NC
1457	1	Milwaukee, WI
1458	1	Westborough, MA
1459	1	Minneapolis, MN
1460	1	Chicago, IL
1461	1	Lorton, VA
1462	1	Houston, TX
1463	1	Fremont, CA
1464	1	Herndon, VA
1465	1	San Jose, CA
1466	1	New York City, NY
1467	1	Los Angeles, CA
1468	1	Purchase, NY
1469	1	Melville, NY
1470	1	Los Angeles, CA
1471	1	El Segundo, CA
1472	1	Houston, TX
1473	1	Fairfax, VA
1474	1	New York, NY
1475	1	Rochester, NY
1476	1	Boston, MA
1477	1	Plano, TX
1478	1	New York, NY
1479	1	Raritan, NJ
1480	1	NEW YORK, NY
1481	1	New York, NY
1482	1	Monroe, LA
1483	1	Phoenix, AZ
1484	1	Pullman, WA
1485	1	Joliet, IL
1486	1	Los Angeles, CA
1487	1	Las Vegas, NV
1488	1	Washington, DC
1489	1	Springfield, IL
1490	1	Houston, TX
1491	1	Huntsville, AL
1492	1	Raleigh, NC
1493	1	Charlotte, NC
1494	1	Dallas, TX
1495	1	Mclean, VA
1496	1	Overland Park, KS
1497	1	Boston, MA
1498	1	Santa Clara, CA
1499	1	Gray, TN
1500	1	Salt Lake City, UT
1501	1	Herndon, VA
1502	1	New York, NY
1503	1	Salt Lake City, UT
1504	1	Centennial, CO
1505	1	Los Angeles, CA
1506	1	Scottsdale, AZ
1507	1	Buffalo, NY
1508	1	Cleveland, OH
1509	1	New York City, NY
1510	1	Atlanta, GA
1511	1	Jersey City, NJ
1512	1	Chicago, IL
1513	1	Shelton, CT
1514	1	Lafayette, CO
1515	1	Washington, DC
1516	1	Northbrook, IL
1517	1	New York, NY
1518	1	Santa Clara, CA
1519	1	AUSTIN, TX
1520	1	New York City, NY
1521	1	Herndon, VA
1522	1	Parsippany, NJ
1523	1	Des Moines, IA
1524	1	New York City, NY
1525	1	Warrenton, VA
1526	1	Plano, TX
1527	1	Chanhassen, MN
1528	1	Melville, NY
1529	1	Houston, TX
1530	1	Santa Monica, CA
1531	1	Dulles, VA
1532	1	Campbell, CA
1533	1	Chicago, IL
1534	1	Chicago, IL
1535	1	Greenwood Village, CO
1536	1	Kansas city, MO
1537	1	Santa Clara, CA
1538	1	Dallas, TX
1539	1	Foster City, CA
1540	1	Washington, DC
1541	1	San Mateo, CA
1542	1	New York, NY
1543	1	fort worth, TX
1544	1	San Mateo, CA
1545	1	Minneapolis, MN
1546	1	Coconut Creek, FL
1547	1	San Francisco, CA
1548	1	New York City, NY
1549	1	Arlington, VA
1550	1	Herndon, VA
1551	1	NEW YORK, NY
1552	1	Santa Barbara, CA
1553	1	Pittsburgh, PA
1554	1	Philadelphia, PA
1555	1	San Mateo, CA
1556	1	new york, NY
1557	1	Reston, VA
1558	1	Washington, DC
1559	1	Charlotte, NC
1560	1	Redmond, WA
1561	1	Edison, NJ
1562	1	New York, NY
1563	1	Boston, MA
1564	1	Tempe, AZ
1565	1	Edison, NJ
1566	1	Detroit, MI
1567	1	Muscatine, IA
1568	1	Indianapolis, IN
1569	1	Englewood, CO
1570	1	Fall River, MA
1571	1	atlanta, GA
1572	1	Bowie, MD
1573	1	Boston, MA
1574	1	Somerset, NJ
1575	1	Port Orange, FL
1576	1	SAN MATEO, CA
1577	1	Atlanta, GA
1578	1	DENVER, CO
1579	1	Dallas, TX
1580	1	Birmingham, AL
1581	1	Raleigh, NC
1582	1	New York City, NY
1583	1	New york, NY
1584	1	Seattle, WA
1585	1	New York, NY
1586	1	San francisco, CA
1587	1	Fort Lauderdale, FL
1588	1	Framingham, MA
1589	1	Washington, DC
1590	1	Shelton, CT
1591	1	Redwood City, CA
1592	1	Stamford, CT
1593	1	Columbia, MD
1594	1	Atlanta, GA
1595	1	Pittsburgh, PA
1596	1	Akron, OH
1597	1	Pleasanton, CA
1598	1	Alexandria, VA
1599	1	Fort Lauderdale, FL
1600	1	RARITAN, NJ
1601	1	Indianapolis, IN
1602	1	Kansas City, MO
1603	1	San Mateo, CA
1604	1	Dallas, TX
1605	1	Alpharetta, GA
1606	1	Salt Lake City, UT
1607	1	Lehi, UT
1608	1	New York, NY
1609	1	Mansfield, TX
1610	1	Grand Rapids, MI
1611	1	Tewksbury, MA
1612	1	McLean, VA
1613	1	Bellevue, WA
1614	1	Boston, MA
1615	1	Denver, CO
1616	1	New York, NY
1617	1	Kansas City, MO
1618	1	Franklin, TN
1619	1	Bellevue, WA
1620	1	New York, NY
1621	1	Oxford, OH
1622	1	Atlanta, GA
1623	1	New York, NY
1624	1	New York, NY
1625	1	Stamford, CT
1626	1	El Segundo, CA
1627	1	New York, NY
1628	1	Durham, NC
1629	1	Jersey City, NJ
1630	1	San Francisco, CA
1631	1	Redlands, CA
1632	1	Nashville, TN
1633	1	San Jose, CA
1634	1	Dallas, TX
1635	1	New York, NY
1636	1	Raleigh, NC
1637	1	Herndon, VA
1638	1	Santa Monica, CA
1639	1	Orlando, FL
1640	1	Charlotte, NC
1641	1	Brooklyn, NY
1642	1	Pottstown, PA
1643	1	Indianapolis, IN
1644	1	Petaluma, CA
1645	1	Warner Robins, GA
1646	1	New York City, NY
1647	1	Richmond, VA
1648	1	Houston, TX
1649	1	Washington, DC
1650	1	New York, NY
1651	1	Harrisburg, PA
1652	1	New York, NY
1653	1	Houston, TX
1654	1	Woburn, MA
1655	1	Chicago, IL
1656	1	Alpharetta, GA
1657	1	Unspecified, PA
1658	1	Pittsburgh, PA
1659	1	Atlanta, GA
1660	1	Culver City, CA
1661	1	new york, NY
1662	1	St. Louis, MO
1663	1	Mansfield, TX
1664	1	red wing, MN
1665	1	Seattle, WA
1666	1	Winston-Salem, NC
1667	1	dallas, TX
1668	1	Richmond, VA
1669	1	Marlborough, MA
1670	1	Somerset, NJ
1671	1	Washington, DC
1672	1	Irving, TX
1673	1	New York City, NY
1674	1	Miramar, FL
1675	1	Overland Park, KS
1676	1	Lanham, MD
1677	1	Jersey City, NJ
1678	1	Toledo, OH
1679	1	Boston, MA
1680	1	new york, NY
1681	1	Washington, DC
1682	1	Salt Lake City, UT
1683	1	Grand Rapids, MI
1684	1	New York, NY
1685	1	South San Francisco, CA
1686	1	Richardson, TX
1687	1	Acton, MA
1688	1	Charlotte, NC
1689	1	Mountain View, CA
1690	1	San Francisco, CA
1691	1	Santa Clara, CA
1692	1	New York City, NY
1693	1	San Francisco, CA
1694	1	San Francisco, CA
1695	1	Irvine, CA
1696	1	Boston, MA
1697	1	Washington, DC
1698	1	Sandy, UT
1699	1	Costa Mesa, CA
1700	1	Washington, DC
1701	1	Rockville, MD
1702	1	Sparks, MD
1703	1	Suitland, MD
1704	1	San Francisco, CA
1705	1	Pittsburgh, PA
1706	1	Mountain View, CA
1707	1	Miami, FL
1708	1	Ann Arbor, MI
1709	1	San Mateo, CA
1710	1	Herndon, VA
1711	1	Philadelphia, PA
1712	1	Somerset, NJ
1713	1	Fairfax, VA
1714	1	Los Angeles, CA
1715	1	Reston, VA
1716	1	New York, NY
1717	1	Boston, MA
1718	1	Rockville, MD
1719	1	Paramus, NJ
1720	1	Colorado, CO
1721	1	Charlotte, NC
1722	1	San Jose, CA
1723	1	Denver, CO
1724	1	New York, NY
1725	1	San Francisco, CA
1726	1	Franklin Lakes, NJ
1727	1	New York, NY
1728	1	Irving, TX
1729	1	San Antonio, TX
1730	1	New York, NY
1731	1	Buffalo, NY
1732	1	Muscatine, IA
1733	1	Charlotte, NC
1734	1	Irvine, CA
1735	1	Dallas, TX
1736	1	Denver, CO
1737	1	Shelton, CT
1738	1	Raleigh, NC
1739	1	San Francisco, CA
1740	1	Seattle, WA
1741	1	Chicago, IL
1742	1	Boston, MA
1743	1	Boca Raton, FL
1744	1	Bowling Green, KY
1745	1	Somerset, NJ
1746	1	Washington, DC
1747	1	West Boylston, MA
1748	1	Los Angeles, CA
1749	1	Jersey City, NJ
1750	1	San Jose, CA
1751	1	Somerset, NJ
1752	1	Atlanta, GA
1753	1	Washington, DC
1754	1	Palo Alto, CA
1755	1	RESTON, VA
1756	1	Schaumburg, IL
1757	1	Stennis Space Center, MS
1758	1	Englewood, CO
1759	1	Redmond, WA
1760	1	Culver City, CA
1761	1	Las Vegas, NV
1762	1	Irving, TX
1763	1	Duluth, GA
1764	1	Bellevue, WA
1765	1	Lansing, MI
1766	1	Newport News, VA
1767	1	Bethesda, MD
1768	1	Pittsburgh, PA
1769	1	Brooklyn, NY
1770	1	los angeles, CA
1771	1	Austin, TX
1772	1	San Francisco, CA
1773	1	austin, TX
1774	1	Herndon, VA
1775	1	Woodland Hills, CA
1776	1	Bellevue, WA
1777	1	San Francisco, CA
1778	1	Boston, MA
1779	1	Falls Church, VA
1780	1	Provo, UT
1781	1	St. Louis, MO
1782	1	New York, NY
1783	1	Los Angeles, CA
1784	1	Braintree, MA
1785	1	Bellwood, PA
1786	1	Tampa, FL
1787	1	kansas city, MO
1788	1	New York, NY
1789	1	Richmond, VA
1790	1	Dallas, TX
1791	1	Pittsburgh, PA
1792	1	redmond, WA
1793	1	New York, NY
1794	1	Van Nuys, CA
1795	1	Jacksonville, FL
1796	1	New York, NY
1797	1	Darien, IL
1798	1	New York, NY
1799	1	San Antonio, TX
1800	1	columbus, OH
1801	1	Aberdeen, MD
1802	1	Somerset, NJ
1803	1	Austin, TX
1804	1	Redmond, WA
1805	1	Irvine, CA
1806	1	New york city, NY
1807	1	New York City, NY
1808	1	Plano, TX
1809	1	Indianapolis, IN
1810	1	Bellevue, WA
1811	1	New York, NY
1812	1	Simi Valley, CA
1813	1	Fargo, ND
1814	1	New York, NY
1815	1	Austin, TX
1816	1	Fairfax, VA
1817	1	Columbia, SC
1818	1	El Segundo, CA
1819	1	Des Moines, IA
1820	1	New York, NY
1821	1	New York, NY
1822	1	New York, NY
1823	1	Atlanta, GA
1824	1	San Diego, CA
1825	1	Denver, CO
1826	1	Costa Mesa, CA
1827	1	Cambridge, MA
1828	1	Gray, TN
1829	1	boston, MA
1830	1	Pittsburgh, PA
1831	1	New York, NY
1832	1	DENVER, CO
1833	1	Sunnyvale, CA
1834	1	Phoenix, AZ
1835	1	Denver, CO
1836	1	Pleasanton, CA
1837	1	Niskayuna, NY
1838	1	Salt Lake City, UT
1839	1	Waltham, MA
1840	1	Seattle, WA
1841	1	Raleigh, NC
1842	1	New York, NY
1843	1	atlanta, GA
1844	1	McLean, VA
1845	1	East Berkshire, VT
1846	1	San Jose, CA
1847	1	Little Rock, AR
1848	1	New York, NY
1849	1	Washington, DC
1850	1	Pittsburgh, PA
1851	1	Raleigh, NC
1852	1	Rockwall, TX
1853	1	New York, NY
1854	1	San Jose, CA
1855	1	Alpharetta, GA
1856	1	Herndon, VA
1857	1	Minneapolis, MN
1858	1	Salt Lake City, UT
1859	1	Chicago, IL
1860	1	Rochester, NY
1861	1	King of Prussia, PA
1862	1	Minneapolis, MN
1863	1	Livingston, NJ
1864	1	Wilton, CT
1865	1	Marlborough, MA
1866	1	new york, NY
1867	1	Boston, MA
1868	1	Washington, DC
1869	1	Worcester, MA
1870	1	Atlanta, GA
1871	1	Atlanta, GA
1872	1	San Jose, CA
1873	1	Cleveland, OH
1874	1	Minneapolis, MN
1875	1	Washington, DC
1876	1	Fort Bragg, NC
1877	1	Santa Clara, CA
1878	1	Washington, DC
1879	1	St. Louis, MO
1880	1	SAN MATEO, CA
1881	1	Cincinnati, OH
1882	1	Overland Park, KS
1883	1	Mclean, VA
1884	1	Bowling Green, VA
1885	1	Durham, NC
1886	1	Schaumburg, IL
1887	1	Fairfax, VA
1888	1	Rancho Cordova, CA
1889	1	Pittsburgh, PA
1890	1	Chanhassen, MN
1891	1	Houston, TX
1892	1	Manhattan, NY
1893	1	Germantown, MD
1894	1	Foster City, CA
1895	1	Warren, NJ
1896	1	Purchase, NY
1897	1	Chantilly, VA
1898	1	Austin, TX
1899	1	Mountain View, CA
1900	1	Hauppauge, NY
1901	1	New York City, NY
1902	1	NYC, NY
1903	1	Washington, DC
1904	1	Dallas, TX
1905	1	San Diego, CA
1906	1	Middletown, CT
1907	1	Dallas, TX
1908	1	Atlanta, GA
1909	1	Boston, MA
1910	1	Boston, MA
1911	1	Foxboro, MA
1912	1	Irving, TX
1913	1	cherry hill, NJ
1914	1	New York City, NY
1915	1	St. Louis, MO
1916	1	Rockville, MD
1917	1	Cambridge, MA
1918	1	Irving, TX
1919	1	Seattle, WA
1920	1	Boston, MA
1921	1	Los Angeles, CA
1922	1	Jersey City, NJ
1923	1	Boston, MA
1924	1	Washington, DC
1925	1	Chicago, IL
1926	1	San Carlos, CA
1927	1	Herndon, VA
1928	1	Herndon, VA
1929	1	Woburn, MA
1930	1	Cleveland, OH
1931	1	Minneapolis, MN
1932	1	San Jose, CA
1933	1	Topsfield, MA
1934	1	warren, NJ
1935	1	Des Moines, IA
1936	1	East Granby, CT
1937	1	Roseland, NJ
1938	1	Atlanta, GA
1939	1	King of Prussia, PA
1940	1	Dayton, OH
1941	1	Saint Petersburg, FL
1942	1	New York, NY
1943	1	Herndon, VA
1944	1	Chantilly, VA
1945	1	Bridgewater, NJ
1946	1	Salt Lake City, UT
1947	1	MCLEAN, VA
1948	1	Princeton, NJ
1949	1	Washington, DC
1950	1	Broomfield, CO
1951	1	Pittsburgh, PA
1952	1	St. Louis, MO
1953	1	Cambridge, MA
1954	1	Palo Alto, CA
1955	1	San Diego, CA
1956	1	Denver, CO
1957	1	Chicago, IL
1958	1	Farmington, MI
1959	1	Plano, TX
1960	1	Atlanta, GA
1961	1	Hopkinton, MA
1962	1	San Jose, CA
1963	1	San Francisco, CA
1964	1	Herndon, VA
1965	1	Boston, MA
1966	1	Buffalo, NY
1967	1	Saint Paul, MN
1968	1	Fairfax, VA
1969	1	Indianapolis, IN
1970	1	Fairfax, VA
1971	1	Northern Virginia, VA
1972	1	Pittsburgh, PA
1973	1	Worcester, MA
1974	1	Omaha, NE
1975	1	Buffalo, NY
1976	1	Jersey City, NJ
1977	1	Kansas City, KS
1978	1	Denver, CO
1979	1	New York, NY
1980	1	Anchorage, AK
1981	1	South San Francisco, CA
1982	1	St. Louis, MO
1983	1	Cambridge, MA
1984	1	New York, NY
1985	1	Palo Alto, CA
1986	1	New York, NY
1987	1	Herndon, VA
1988	1	Fort Lauderdale, FL
1989	1	new york, NY
1990	1	New York, NY
1991	1	Richmond, VA
1992	1	Redmond, WA
1993	1	Pleasant Prairie, WI
1994	1	Pittsburgh, PA
1995	1	St. Louis, MO
1996	1	Dallas, TX
1997	1	Great Neck, NY
1998	1	Troy, MI
1999	1	New York, NY
