auto	autoweb	price
1169	1	$ 14,100
1170	1	$ 15,365
1171	1	$ 12,115
1172	1	$ 11,965
1173	1	$ 36,650
1174	1	$ 22,680
1175	1	$ 26,875
1176	1	$ 33,945
1177	1	$ 14,990
1178	1	$ 15,670
1179	1	$ 16,470
1180	1	$ 27,455
1181	1	$ 28,135
1182	1	$ 17,045
1183	1	$ 20,550
1184	1	$ 27,395
1185	1	$ 25,025
1186	1	$ 28,915
1187	1	$ 26,215
1188	1	$ 18,110
1189	1	$ 21,615
1190	1	$ 20,490
1191	1	$ 48,950
1192	1	$ 54,790
1193	1	$ 74,305
1194	1	$109,800
1195	1	$ 53,580
1196	1	$ 58,580
1197	1	$ 18,175
1198	1	$ 18,175
1199	1	$ 23,910
1200	1	$ 25,970
1201	1	$ 30,070
1202	1	$ 27,370
1203	1	$ 25,620
1204	1	$ 30,205
1205	1	$ 32,070
1206	1	$ 31,970
1207	1	$ 24,655
1208	1	$ 37,975
1209	1	$ 29,220
1210	1	$ 29,220
1211	1	$ 32,195
1212	1	$ 33,090
1213	1	$ 25,980
1214	1	$ 39,630
1215	1	$ 32,090
1216	1	$ 30,185
1217	1	$ 41,090
1218	1	$ 41,975
1219	1	$ 34,185
1220	1	$ 29,095
1221	1	$ 19,720
1222	1	$ 18,720
1223	1	$ 26,255
1224	1	$ 19,030
1225	1	$ 20,030
1226	1	$ 24,390
1227	1	$ 29,930
1228	1	$ 25,555
1229	1	$ 29,930
1230	1	$ 22,825
1231	1	$ 25,235
1232	1	$ 26,955
1233	1	$ 33,510
1234	1	$ 31,465
1235	1	$ 29,125
1236	1	$ 30,235
1237	1	$ 26,810
1238	1	$ 29,785
1239	1	$ 38,625
1240	1	$ 35,580
1241	1	$ 38,430
1242	1	$ 27,435
1243	1	$ 21,240
1244	1	$ 32,525
1245	1	$ 30,585
1246	1	$ 24,390
1247	1	$ 33,225
1248	1	$ 30,360
1249	1	$ 31,465
1250	1	$ 26,810
1251	1	$ 26,935
1252	1	$ 33,380
1253	1	$ 29,785
1254	1	$ 38,625
1255	1	$ 38,430
1256	1	$ 20,850
1257	1	$ 21,240
1258	1	$ 33,225
1259	1	$ 41,490
1260	1	$ 44,670
1261	1	$ 41,490
1262	1	$ 44,670
1263	1	$ 47,820
1264	1	$ 35,905
1265	1	$ 33,650
1266	1	$ 31,160
1267	1	$ 39,055
1268	1	$ 38,860
1269	1	$ 36,800
1270	1	$ 36,605
1271	1	$ 34,310
1272	1	$ 40,910
1273	1	$ 38,385
1274	1	$ 44,060
1275	1	$ 32,240
1276	1	$ 30,340
1277	1	$ 30,145
1278	1	$ 27,965
1279	1	$ 33,295
1280	1	$ 30,920
1281	1	$ 35,060
1282	1	$ 32,950
1283	1	$ 30,260
1284	1	$ 38,160
1285	1	$ 36,100
1286	1	$ 36,055
1287	1	$ 33,410
1288	1	$ 40,210
1289	1	$ 38,235
1290	1	$ 38,190
1291	1	$ 43,360
1292	1	$ 41,340
1293	1	$ 29,940
1294	1	$ 34,540
1295	1	$ 33,090
1296	1	$ 38,340
1297	1	$ 35,230
1298	1	$ 36,210
1299	1	$ 31,795
1300	1	$ 40,070
1301	1	$ 39,360
1302	1	$ 36,035
1303	1	$ 41,800
1304	1	$ 41,605
1305	1	$ 39,360
1306	1	$ 44,950
1307	1	$ 44,945
1308	1	$ 33,760
1309	1	$ 32,030
1310	1	$ 32,000
1311	1	$ 36,920
1312	1	$ 36,520
1313	1	$ 34,955
1314	1	$ 31,760
1315	1	$ 34,590
1316	1	$ 33,525
1317	1	$ 30,200
1318	1	$ 37,420
1319	1	$ 34,025
1320	1	$ 39,575
1321	1	$ 38,595
1322	1	$ 38,750
1323	1	$ 42,725
1324	1	$ 41,900
1325	1	$ 32,335
1326	1	$ 32,645
1327	1	$ 27,685
1328	1	$ 34,120
1329	1	$ 34,740
1330	1	$ 43,770
1331	1	$ 44,435
1332	1	$ 53,170
1333	1	$ 40,635
1334	1	$ 52,880
1335	1	$ 55,625
1336	1	$ 42,535
1337	1	$ 45,375
1338	1	$ 46,025
1339	1	$ 42,245
1340	1	$ 45,085
1341	1	$ 45,270
1342	1	$ 37,280
1343	1	$ 41,340
1344	1	$ 53,525
1345	1	$ 33,865
1346	1	$ 36,445
1347	1	$ 31,224
1348	1	$ 37,975
1349	1	$ 31,745
1350	1	$ 36,325
1351	1	$ 34,325
1352	1	$ 31,224
1353	1	$ 39,985
1354	1	$ 37,985
1355	1	$ 56,500
1356	1	$ 67,600
1357	1	$ 51,150
1358	1	$110,200
1359	1	$ 79,700
1360	1	$ 90,700
1361	1	$111,150
1362	1	$ 89,650
1363	1	$114,150
1364	1	$ 96,125
1365	1	$ 88,150
1366	1	$101,150
1367	1	$ 95,150
1368	1	$412,000
1369	1	$366,000
1370	1	$423,500
1371	1	$462,000
1372	1	$417,000
1373	1	$456,500
1374	1	$506,500
1375	1	$ 38,115
1376	1	$ 45,080
1377	1	$ 35,340
1378	1	$ 32,395
1379	1	$ 28,900
1380	1	$ 45,080
1381	1	$ 35,340
1382	1	$ 32,395
1383	1	$ 39,990
1384	1	$ 30,330
1385	1	$ 49,565
1386	1	$ 33,425
1387	1	$ 19,245
1388	1	$ 21,245
1389	1	$ 37,415
1390	1	$ 28,350
1391	1	$ 27,260
1392	1	$ 30,475
1393	1	$ 42,523
1394	1	$ 38,010
1395	1	$ 44,865
1396	1	$ 32,710
1397	1	$ 27,850
1398	1	$ 20,120
1399	1	$ 38,250
1400	1	$ 30,160
1401	1	$ 35,060
1402	1	$ 26,025
1403	1	$ 28,625
1404	1	$ 20,990
1405	1	$ 17,990
1406	1	$ 16,990
1407	1	$ 11,990
1408	1	$ 40,210
1409	1	$ 31,575
1410	1	$ 33,575
1411	1	$ 25,780
1412	1	$ 23,995
1413	1	$ 17,595
1414	1	$ 16,065
1415	1	$ 15,365
1416	1	$ 18,720
1417	1	$ 36,715
1418	1	$ 39,215
1419	1	$ 41,910
1420	1	$ 30,710
1421	1	$ 32,680
1422	1	$ 37,480
1423	1	$ 43,325
1424	1	$ 27,250
1425	1	$ 23,250
1426	1	$ 28,735
1427	1	$ 24,865
1428	1	$ 23,895
1429	1	$ 24,550
1430	1	$ 16,865
1431	1	$ 17,795
1432	1	$ 29,245
1433	1	$ 21,165
1434	1	$ 32,745
1435	1	$ 25,545
1436	1	$ 28,910
1437	1	$ 27,730
1438	1	$ 23,410
1439	1	$ 27,930
1440	1	$ 22,795
1441	1	$ 21,990
1442	1	$ 31,640
1443	1	$ 27,650
1444	1	$ 22,490
1445	1	$ 31,335
1446	1	$ 25,950
1447	1	$ 33,145
1448	1	$ 30,525
1449	1	$ 32,445
1450	1	$ 31,055
1451	1	$ 34,215
1452	1	$ 32,815
1453	1	$ 30,205
1454	1	$ 32,125
1455	1	$ 30,725
1456	1	$ 14,180
1457	1	$ 15,635
1458	1	$ 23,810
1459	1	$ 23,010
1460	1	$ 16,705
1461	1	$ 18,100
1462	1	$ 22,510
1463	1	$ 22,945
1464	1	$ 22,145
1465	1	$ 17,105
1466	1	$ 16,255
1467	1	$ 18,775
1468	1	$ 17,925
1469	1	$ 21,645
1470	1	$ 19,185
1471	1	$ 19,685
1472	1	$ 23,875
1473	1	$ 20,195
1474	1	$ 19,195
1475	1	$ 21,195
1476	1	$ 23,240
1477	1	$ 18,510
1478	1	$ 21,485
1479	1	$ 19,990
1480	1	$ 22,635
1481	1	$ 26,085
1482	1	$ 21,050
1483	1	$ 23,900
1484	1	$ 28,540
1485	1	$ 28,550
1486	1	$ 23,110
1487	1	$ 28,250
1488	1	$ 27,150
1489	1	$ 27,660
1490	1	$ 26,560
1491	1	$ 28,400
1492	1	$ 25,220
1493	1	$ 28,100
1494	1	$ 27,000
1495	1	$ 32,290
1496	1	$ 26,795
1497	1	$ 32,810
1498	1	$ 26,645
1499	1	$ 27,455
1500	1	$ 22,595
1501	1	$ 20,555
1502	1	$ 24,350
1503	1	$ 23,740
1504	1	$ 25,495
1505	1	$ 27,315
1506	1	$ 29,065
1507	1	$ 25,550
1508	1	$ 24,200
1509	1	$ 29,175
1510	1	$ 33,445
1511	1	$ 18,620
1512	1	$ 16,000
1513	1	$ 16,800
1514	1	$ 15,845
1515	1	$ 15,045
1516	1	$ 16,905
1517	1	$ 14,900
1518	1	$273,000
1519	1	$286,500
1520	1	$179,995
1521	1	$194,995
1522	1	$120,750
1523	1	$133,750
1524	1	$120,750
1525	1	$326,730
1526	1	$299,720
1527	1	$202,000
1528	1	$237,600
1529	1	$187,900
1530	1	$219,800
1531	1	$221,000
1532	1	$198,000
1533	1	$382,400
1534	1	$ 27,385
1535	1	$ 25,635
1536	1	$ 23,560
1537	1	$ 27,380
1538	1	$ 31,865
1539	1	$ 31,855
1540	1	$ 25,165
1541	1	$ 28,480
1542	1	$ 28,180
1543	1	$ 34,860
1544	1	$ 24,195
1545	1	$ 29,995
1546	1	$ 20,295
1547	1	$ 23,795
1548	1	$ 22,795
1549	1	$ 18,995
1550	1	$ 18,495
1551	1	$ 17,995
1552	1	$ 19,995
1553	1	$ 18,995
1554	1	$ 28,995
1555	1	$ 27,495
1556	1	$ 26,995
1557	1	$ 18,495
1558	1	$ 17,495
1559	1	$ 19,495
1560	1	$ 18,995
1561	1	$ 27,995
1562	1	$ 27,495
1563	1	$ 19,995
1564	1	$ 35,995
1565	1	$ 32,995
1566	1	$ 31,395
1567	1	$ 21,995
1568	1	$ 25,995
1569	1	$ 27,995
1570	1	$ 20,995
1571	1	$ 19,995
1572	1	$ 24,995
1573	1	$ 27,995
1574	1	$ 25,995
1575	1	$ 24,195
1576	1	$ 23,195
1577	1	$ 28,495
1578	1	$ 25,495
1579	1	$ 24,495
1580	1	$ 23,995
1581	1	$ 27,995
1582	1	$ 28,995
1583	1	$ 32,495
1584	1	$ 30,495
1585	1	$ 30,495
1586	1	$ 54,105
1587	1	$ 42,230
1588	1	$ 47,805
1589	1	$ 34,520
1590	1	$ 37,620
1591	1	$ 35,620
1592	1	$ 46,830
1593	1	$ 54,250
1594	1	$ 38,855
1595	1	$ 35,305
1596	1	$ 42,385
1597	1	$ 42,385
1598	1	$ 43,385
1599	1	$ 43,385
1600	1	$ 32,710
1601	1	$ 32,710
1602	1	$ 35,150
1603	1	$ 29,310
1604	1	$ 32,410
1605	1	$ 34,850
1606	1	$ 37,950
1607	1	$ 49,995
1608	1	$ 21,245
1609	1	$ 20,230
1610	1	$ 16,880
1611	1	$ 18,085
1612	1	$ 20,555
1613	1	$ 19,995
1614	1	$ 18,740
1615	1	$ 42,555
1616	1	$ 30,860
1617	1	$ 41,230
1618	1	$ 32,320
1619	1	$ 30,170
1620	1	$ 28,045
1621	1	$ 25,445
1622	1	$ 33,470
1623	1	$ 31,370
1624	1	$ 32,345
1625	1	$ 32,005
1626	1	$ 26,645
1627	1	$ 29,490
1628	1	$ 23,985
1629	1	$ 29,630
1630	1	$ 28,235
1631	1	$ 25,660
1632	1	$ 23,110
1633	1	$ 28,610
1634	1	$ 31,720
1635	1	$ 26,325
1636	1	$ 23,630
1637	1	$ 30,180
1638	1	$ 33,180
1639	1	$ 25,305
1640	1	$ 31,365
1641	1	$ 28,695
1642	1	$ 24,995
1643	1	$ 25,160
1644	1	$ 23,660
1645	1	$ 27,160
1646	1	$ 29,240
1647	1	$ 34,440
1648	1	$ 32,740
1649	1	$ 25,945
1650	1	$ 24,245
1651	1	$ 29,945
1652	1	$ 29,745
1653	1	$ 27,995
1654	1	$ 26,795
1655	1	$ 26,245
1656	1	$ 22,245
1657	1	$ 27,245
1658	1	$ 28,995
1659	1	$ 27,500
1660	1	$ 21,590
1661	1	$ 23,340
1662	1	$ 26,750
1663	1	$ 28,500
1664	1	$ 23,235
1665	1	$ 38,440
1666	1	$ 36,680
1667	1	$ 31,590
1668	1	$ 25,155
1669	1	$ 34,810
1670	1	$ 28,725
1671	1	$ 37,120
1672	1	$ 33,460
1673	1	$ 24,665
1674	1	$ 36,880
1675	1	$ 31,020
1676	1	$ 28,865
1677	1	$ 24,855
1678	1	$ 28,725
1679	1	$ 20,610
1680	1	$ 20,910
1681	1	$ 31,730
1682	1	$ 44,980
1683	1	$ 39,820
1684	1	$ 40,520
1685	1	$ 43,465
1686	1	$ 34,390
1687	1	$ 34,190
1688	1	$ 39,290
1689	1	$ 39,990
1690	1	$ 43,150
1691	1	$ 35,415
1692	1	$ 35,915
1693	1	$ 39,180
1694	1	$ 33,575
1695	1	$ 48,530
1696	1	$ 50,965
1697	1	$ 51,465
1698	1	$ 0
1699	1	$ 43,815
1700	1	$ 38,295
1701	1	$ 46,950
1702	1	$ 46,750
1703	1	$ 39,240
1704	1	$ 39,040
1705	1	$ 35,120
1706	1	$ 47,265
1707	1	$ 47,765
1708	1	$ 50,645
1709	1	$ 44,185
1710	1	$ 46,430
1711	1	$ 38,450
1712	1	$ 34,680
1713	1	$ 41,550
1714	1	$ 41,350
1715	1	$ 37,595
1716	1	$ 91,005
1717	1	$ 30,250
1718	1	$ 28,750
1719	1	$ 28,750
1720	1	$ 30,850
1721	1	$ 29,950
1722	1	$ 27,270
1723	1	$ 27,270
1724	1	$ 28,750
1725	1	$ 32,850
1726	1	$ 31,450
1727	1	$ 36,500
1728	1	$ 37,200
1729	1	$ 44,100
1730	1	$ 50,200
1731	1	$ 45,200
1732	1	$ 50,200
1733	1	$ 45,200
1734	1	$ 84,000
1735	1	$114,200
1736	1	$127,700
1737	1	$156,600
1738	1	$114,200
1739	1	$146,000
1740	1	$ 46,600
1741	1	$ 47,300
1742	1	$ 53,100
1743	1	$ 58,450
1744	1	$ 52,400
1745	1	$ 53,600
1746	1	$ 41,300
1747	1	$ 37,800
1748	1	$ 50,000
1749	1	$ 45,900
1750	1	$ 26,055
1751	1	$ 27,265
1752	1	$ 25,510
1753	1	$ 29,055
1754	1	$ 27,970
1755	1	$ 27,055
1756	1	$ 30,470
1757	1	$ 26,510
1758	1	$ 27,860
1759	1	$ 29,580
1760	1	$ 30,255
1761	1	$ 29,985
1762	1	$ 30,885
1763	1	$ 32,300
1764	1	$ 31,280
1765	1	$ 30,340
1766	1	$ 32,085
1767	1	$ 33,370
1768	1	$ 34,845
1769	1	$ 33,545
1770	1	$ 27,220
1771	1	$ 32,070
1772	1	$ 38,070
1773	1	$ 36,220
1774	1	$ 35,070
1775	1	$ 35,770
1776	1	$ 25,630
1777	1	$ 22,810
1778	1	$ 21,060
1779	1	$ 27,375
1780	1	$ 25,795
1781	1	$ 24,045
1782	1	$ 29,865
1783	1	$ 32,375
1784	1	$ 29,860
1785	1	$ 49,280
1786	1	$ 48,010
1787	1	$ 38,730
1788	1	$ 38,440
1789	1	$ 41,340
1790	1	$ 45,690
1791	1	$ 46,060
1792	1	$ 38,485
1793	1	$ 49,030
1794	1	$ 51,930
1795	1	$ 47,760
1796	1	$ 46,470
1797	1	$ 51,240
1798	1	$ 45,810
1799	1	$ 39,110
1800	1	$ 42,010
1801	1	$ 30,190
1802	1	$ 28,190
1803	1	$ 37,190
1804	1	$ 33,190
1805	1	$ 31,190
1806	1	$ 33,280
1807	1	$ 36,280
1808	1	$ 38,600
1809	1	$ 33,065
1810	1	$ 41,550
1811	1	$ 33,075
1812	1	$ 38,985
1813	1	$ 51,140
1814	1	$ 41,790
1815	1	$ 42,090
1816	1	$ 44,935
1817	1	$ 36,470
1818	1	$ 36,770
1819	1	$ 39,915
1820	1	$ 47,195
1821	1	$ 43,600
1822	1	$ 47,045
1823	1	$ 26,245
1824	1	$ 29,390
1825	1	$ 44,315
1826	1	$ 22,715
1827	1	$ 26,240
1828	1	$ 29,780
1829	1	$ 30,995
1830	1	$ 26,785
1831	1	$ 29,385
1832	1	$ 29,685
1833	1	$ 33,835
1834	1	$ 26,865
1835	1	$ 27,170
1836	1	$ 31,810
1837	1	$ 33,050
1838	1	$ 30,010
1839	1	$ 30,310
1840	1	$ 33,535
1841	1	$ 36,195
1842	1	$ 38,260
1843	1	$ 34,005
1844	1	$ 36,470
1845	1	$ 36,770
1846	1	$ 37,150
1847	1	$ 25,085
1848	1	$ 30,830
1849	1	$ 22,360
1850	1	$ 25,885
1851	1	$ 29,595
1852	1	$ 33,555
1853	1	$ 30,095
1854	1	$ 32,260
1855	1	$ 32,560
1856	1	$ 29,400
1857	1	$ 29,700
1858	1	$ 33,240
1859	1	$ 35,705
1860	1	$ 41,455
1861	1	$ 38,920
1862	1	$ 38,720
1863	1	$ 44,605
1864	1	$ 41,860
1865	1	$ 28,335
1866	1	$ 33,630
1867	1	$ 33,440
1868	1	$ 31,615
1869	1	$ 34,410
1870	1	$ 39,935
1871	1	$ 37,480
1872	1	$ 42,855
1873	1	$ 42,655
1874	1	$ 39,155
1875	1	$ 38,965
1876	1	$ 36,620
1877	1	$ 41,940
1878	1	$ 39,390
1879	1	$ 25,875
1880	1	$ 29,450
1881	1	$ 29,255
1882	1	$ 32,335
1883	1	$ 28,850
1884	1	$ 31,170
1885	1	$ 30,980
1886	1	$ 35,375
1887	1	$ 28,845
1888	1	$ 32,940
1889	1	$ 37,165
1890	1	$ 36,965
1891	1	$ 31,875
1892	1	$ 42,155
1893	1	$ 45,255
1894	1	$ 46,320
1895	1	$ 43,885
1896	1	$ 32,940
1897	1	$ 34,270
1898	1	$ 31,700
1899	1	$ 31,510
1900	1	$ 35,915
1901	1	$ 37,185
1902	1	$ 35,715
1903	1	$ 33,065
1904	1	$ 40,045
1905	1	$ 37,965
1906	1	$ 32,670
1907	1	$ 34,325
1908	1	$ 37,675
1909	1	$ 35,840
1910	1	$ 37,310
1911	1	$ 41,030
1912	1	$ 39,855
1913	1	$ 37,640
1914	1	$ 42,785
1915	1	$ 42,590
1916	1	$ 40,605
1917	1	$ 40,415
1918	1	$ 32,690
1919	1	$ 28,570
1920	1	$ 31,210
1921	1	$ 35,605
1922	1	$ 31,485
1923	1	$ 32,020
1924	1	$ 36,640
1925	1	$ 36,455
1926	1	$ 29,900
1927	1	$ 35,380
1928	1	$ 34,325
1929	1	$ 38,185
1930	1	$ 40,505
1931	1	$ 38,000
1932	1	$ 32,940
1933	1	$ 35,020
1934	1	$ 36,115
1935	1	$ 13,320
1936	1	$ 17,120
1937	1	$ 39,695
1938	1	$ 36,720
1939	1	$ 40,340
1940	1	$ 39,470
1941	1	$ 37,620
1942	1	$ 28,950
1943	1	$ 33,600
1944	1	$ 36,595
1945	1	$ 16,270
1946	1	$ 21,065
1947	1	$ 20,270
1948	1	$ 22,765
1949	1	$ 17,270
1950	1	$ 19,670
1951	1	$ 17,170
1952	1	$ 17,170
1953	1	$ 18,780
1954	1	$ 18,780
1955	1	$ 21,515
1956	1	$ 24,945
1957	1	$ 28,645
1958	1	$ 21,225
1959	1	$ 24,655
1960	1	$ 28,355
1961	1	$ 40,145
1962	1	$ 34,145
1963	1	$ 34,645
1964	1	$ 32,845
1965	1	$ 22,145
1966	1	$ 25,845
1967	1	$ 33,395
1968	1	$ 28,395
1969	1	$ 36,395
1970	1	$ 26,395
1971	1	$ 29,395
1972	1	$ 23,450
1973	1	$ 19,630
1974	1	$ 19,075
1975	1	$ 25,015
1976	1	$ 19,515
1977	1	$ 17,820
1978	1	$ 20,580
1979	1	$ 22,485
1980	1	$ 48,645
1981	1	$ 51,725
1982	1	$ 46,725
1983	1	$ 27,370
1984	1	$ 31,770
1985	1	$ 25,170
1986	1	$ 29,220
1987	1	$ 37,770
1988	1	$ 21,200
1989	1	$ 22,600
1990	1	$ 22,670
1991	1	$ 21,370
1992	1	$ 22,245
1993	1	$ 22,585
1994	1	$ 22,655
1995	1	$ 22,755
1996	1	$ 35,500
1997	1	$ 47,650
1998	1	$ 78,425
1999	1	$ 73,345
