auto	carquotes	engine
0628	1	3.5L Turbo Gas V6, 355 HP
0629	1	3.5L Turbo V6, 355 HP
0630	1	3.5L Gas V6, 305 HP
0631	1	2.5L - TBD -
0632	1	5.4L Flex Fuel V8, 310 HP
0633	1	5.4L Flex Fuel V8, 310 HP
0634	1	4.6L Flex Fuel V8, 239 HP
0635	1	3.5L Turbo Gas V6, 355 HP
0636	1	3.7L Gas V6, 274 HP
0637	1	3.7L Gas V6, 274 HP
0638	1	3.7L Gas V6, 270 HP
0639	1	3.5L Gas V6, 263 HP
0640	1	5.4L Flex Fuel V8, 310 HP
0641	1	4.6L Flex Fuel V8, 239 HP
0642	1	2.4L Flex Fuel 4-Cyl, 170 HP
0643	1	2.4L Flex Fuel 4-Cyl, 170 HP
0644	1	2.4L Flex Fuel 4-Cyl, 170 HP
0645	1	3.5L Flex Fuel V6, 221 HP
0646	1	3.5L Gas V6, 219 HP
0647	1	3.6L Gas V6, 252 HP
0648	1	2.4L Gas 4-Cyl, 164 HP
0649	1	2.4L Gas 4-Cyl, 164 HP
0650	1	3.5L Gas V6, 219 HP
0651	1	3.6L Gas V6, 252 HP
0652	1	2.4L Gas 4-Cyl, 164 HP
0653	1	3.6L Gas V6, 256 HP
0654	1	2.4L Gas 4-Cyl, 173 HP
0655	1	2.0L Turbo Gas 4-Cyl, 260 HP
0656	1	3.4L Gas V6, 185 HP
0657	1	3.6L Gas V6, 264 HP
0658	1	3.6L Gas V6, 264 HP
0659	1	2.4L Gas L4, 158 HP
0660	1	2.4L Gas L4, 158 HP
0661	1	4.0L Gas V6, 270 HP
0662	1	4.0L Gas V6, 270 HP
0663	1	3.5L Gas V6, 268 HP
0664	1	2.5L Gas I4, 179 HP
0665	1	2.5L Gas I4, 169 HP
0666	1	2.5L Gas I4, 169 HP
0667	1	2.5L Gas I4, 169 HP
0668	1	3.5L Gas V6, 268 HP
0669	1	1.8L Gas I4, 132 HP
0670	1	1.8L Gas I4, 132 HP
0671	1	1.8L Gas I4, 132 HP
0672	1	4.0L Gas V6, 260 HP
0673	1	3.5L Gas V6, 270 HP
0674	1	3.5L Gas V6, 270 HP
0675	1	3.5L Gas V6, 270 HP
0676	1	3.5L Gas V6, 270 HP
0677	1	3.5L Gas V6, 270 HP
0678	1	3.5L Hybrid V6, 231 HP
0679	1	3.5L Hybrid V6, 231 HP
0680	1	1.8L Gas I4, 132 HP
0681	1	1.8L Hybrid I4, 98 HP
0682	1	2.5L Gas I4, 179 HP
0683	1	2.5L Gas I4, 179 HP
0684	1	3.5L Gas V6, 269 HP
0685	1	3.5L Gas V6, 269 HP
0686	1	2.5L Gas I4, 179 HP
0687	1	3.5L Gas V6, 269 HP
0688	1	3.5L Gas V6, 269 HP
0689	1	4.6L Gas V8, 310 HP
0690	1	5.7L Gas V8, 381 HP
0691	1	5.7L Gas V8, 381 HP
0692	1	5.7L Gas V8, 381 HP
0693	1	5.7L Gas V8, 381 HP
0694	1	5.7L Gas V8, 381 HP
0695	1	5.7L Gas V8, 381 HP
0696	1	5.7L Gas V8, 381 HP
0697	1	3.5L Gas V6, 265 HP
0698	1	3.5L Gas V6, 265 HP
0699	1	2.7L Gas I4, 187 HP
0700	1	3.5L Gas V6, 265 HP
0701	1	2.7L Gas I4, 159 HP
0702	1	2.7L Gas I4, 159 HP
0703	1	2.7L Gas I4, 159 HP
0704	1	2.7L Gas I4, 159 HP
0705	1	4.0L Gas V6, 236 HP
0706	1	2.7L Gas I4, 159 HP
0707	1	4.0L Gas V6, 236 HP
0708	1	4.0L Gas V6, 236 HP
0709	1	4.0L Gas V6, 236 HP
0710	1	4.0L Gas V6, 236 HP
0711	1	4.0L Gas V6, 236 HP
0712	1	5.7L Gas V8, 381 HP
0713	1	4.0L Gas V6, 236 HP
0714	1	5.7L Gas V8, 381 HP
0715	1	5.7L Gas V8, 381 HP
0716	1	4.6L Gas V8, 310 HP
0717	1	5.7L Gas V8, 381 HP
0718	1	5.7L Flex Fuel V8, 381 HP
0719	1	4.6L Gas V8, 310 HP
0720	1	5.7L Gas V8, 381 HP
0721	1	5.7L Flex Fuel V8, 381 HP
0722	1	5.7L Flex Fuel V8, 381 HP
0723	1	2.7L Gas I4, 182 HP
0724	1	3.5L Gas V6, 268 HP
0725	1	1.5L Gas I4, 106 HP
0726	1	1.5L Gas I4, 106 HP
0727	1	1.5L Gas I4, 106 HP
0728	1	4.0L Gas V6, 270 HP
0729	1	4.0L Gas V6, 270 HP
0730	1	4.0L Gas V6, 270 HP
0731	1	4.0L Gas V6, 270 HP
0732	1	2.7L Gas I4, 157 HP
0733	1	3.5L Gas V6, 268 HP
0734	1	3.5L Gas V6, 268 HP
0735	1	2.5L Gas I4, 169 HP
0736	1	2.5L Gas I4, 169 HP
0737	1	3.5L Gas V6, 268 HP
0738	1	2.5L Gas I4, 169 HP
0739	1	2.5L Gas I4, 179 HP
0740	1	2.5L Gas I4, 179 HP
0741	1	2.5L Gas I4, 169 HP
0742	1	2.5L Gas I4, 169 HP
0743	1	1.8L Gas I4, 132 HP
0744	1	2.4L Gas I4, 158 HP
0745	1	1.8L Gas I4, 132 HP
0746	1	4.0L Gas V6, 259 HP
0747	1	3.5L Gas V6, 270 HP
0748	1	3.5L Gas V6, 270 HP
0749	1	3.5L Gas V6, 270 HP
0750	1	3.5L Gas V6, 270 HP
0751	1	3.3L Hybrid V6, 209 HP
0752	1	3.3L Hybrid V6, 209 HP
0753	1	2.4L Gas I4, 158 HP
0754	1	1.8L Hybrid I4, 98 HP
0755	1	1.8L Hybrid I4, 98 HP
0756	1	1.8L Hybrid I4, 98 HP
0757	1	1.8L Hybrid I4, 98 HP
0758	1	1.8L Hybrid I4, 98 HP
0759	1	2.5L Gas I4, 179 HP
0760	1	2.5L Gas I4, 179 HP
0761	1	2.5L Gas I4, 179 HP
0762	1	3.5L Gas V6, 269 HP
0763	1	2.3L Gas I4, 240 HP
0764	1	2.3L Gas I4, 240 HP
0765	1	2.3L Gas I4, 240 HP
0766	1	4.6L Gas V8, 310 HP
0767	1	5.7L Gas V8, 381 HP
0768	1	3.5L Gas V6, 266 HP
0769	1	3.5L Gas V6, 266 HP
0770	1	3.5L Gas V6, 266 HP
0771	1	3.5L Gas V6, 266 HP
0772	1	3.5L Gas V6, 266 HP
0773	1	2.7L Gas I4, 159 HP
0774	1	2.7L Gas I4, 159 HP
0775	1	2.7L Gas I4, 159 HP
0776	1	4.0L Gas V6, 236 HP
0777	1	4.0L Gas V6, 236 HP
0778	1	2.7L Gas I4, 159 HP
0779	1	4.0L Gas V6, 236 HP
0780	1	4.0L Gas V6, 236 HP
0781	1	4.0L Gas V6, 236 HP
0782	1	5.7L Gas V8, 381 HP
0783	1	4.6L Gas V8, 310 HP
0784	1	4.0L Gas V6, 236 HP
0785	1	5.7L Gas V8, 381 HP
0786	1	4.6L Gas V8, 310 HP
0787	1	5.7L Gas V8, 381 HP
0788	1	4.6L Gas V8, 310 HP
0789	1	5.7L Gas V8, 381 HP
0790	1	4.6L Gas V8, 310 HP
0791	1	5.7L Gas V8, 381 HP
0792	1	4.6L Gas V8, 310 HP
0793	1	4.6L Gas V8, 310 HP
0794	1	5.7L Gas V8, 381 HP
0795	1	5.7L Flex Fuel V8, 381 HP
0796	1	5.7L Flex Fuel V8, 381 HP
0797	1	2.7L Gas I4, 182 HP
0798	1	1.5L Gas I4, 106 HP
0799	1	1.5L Gas I4, 106 HP
0800	1	1.5L Gas I4, 106 HP
0801	1	1.5L Gas I4, 106 HP
0802	1	1.5L Gas I4, 106 HP
0803	1	5.3L Flex Fuel V8, 320 HP
0804	1	5.3L Flex Fuel V8, 320 HP
0805	1	5.3L Flex Fuel V8, 320 HP
0806	1	1.6L Gas 4-Cylinder, 108 HP
0807	1	1.6L Gas 4-Cylinder, 108 HP
0808	1	1.6L Gas 4-Cylinder, 108 HP
0809	1	6.2L Gas V8, 426 HP
0810	1	3.6L Gas V6, 312 HP
0811	1	3.6L Gas V6, 312 HP
0812	1	3.6L Gas V6, 312 HP
0813	1	6.2L Gas V8, 426 HP
0814	1	3.5L Gas V6, 280 HP
0815	1	3.7L Gas V6, 305 HP
0816	1	3.7L Gas V6, 305 HP
0817	1	3.7L Gas V6, 305 HP
0818	1	2.9L Gas 4-Cyl, 185 HP
0819	1	3.7L Gas 5-Cyl, 242 HP
0820	1	5.3L Gas V8, 300 HP
0821	1	2.9L Gas 4-Cyl, 185 HP
0822	1	2.9L Gas 4-Cyl, 185 HP
0823	1	3.7L Gas 5-Cyl, 242 HP
0824	1	3.7L Gas 5-Cyl, 242 HP
0825	1	6.2L Gas V8, 430 HP
0826	1	6.2L Gas V8, 430 HP
0827	1	6.2L Gas V8, 430 HP
0828	1	6.2L Gas V8, 430 HP
0829	1	6.2L Gas V8, 430 HP
0830	1	6.2L Gas V8, 430 HP
0831	1	6.2L Supercharged Gas V8, 638 HP
0832	1	6.2L Gas V8, 430 HP
0833	1	6.2L Gas V8, 430 HP
0834	1	7.0L Gas V8, 505 HP
0835	1	7.0L Gas V8, 505 HP
0836	1	1.4L Turbo Gas I4, 138 HP
0837	1	1.4L Turbo Gas I4, 138 HP
0838	1	2.4L Gas I4 ECOTEC, 182 HP
0839	1	2.4L Gas I4 ECOTEC, 182 HP
0840	1	2.4L Gas I4 ECOTEC, 182 HP
0841	1	6.0L Gas V8, 324 HP
0842	1	4.8L Gas V8, 280 HP
0843	1	6.6L Turbo Diesel V8, 260 HP
0844	1	6.0L Gas V8, 324 HP
0845	1	4.8L Gas V8, 280 HP
0846	1	6.0L Gas V8, 324 HP
0847	1	5.3L Gas V8, 310 HP
0848	1	6.6L Turbo Diesel V8, 260 HP
0849	1	5.3L Flex Fuel V8, 310 HP
0850	1	5.3L Flex Fuel V8, 310 HP
0851	1	4.8L Flex Fuel V8, 280 HP
0852	1	6.6L Turbo Diesel V8, 260 HP
0853	1	5.3L Flex Fuel V8, 310 HP
0854	1	6.6L Turbo Diesel V8, 260 HP
0855	1	6.0L Flex Fuel V8, 324 HP
0856	1	2.2L Gas I4, 155 HP
0857	1	2.2L Gas I4, 155 HP
0858	1	2.2L Gas I4, 155 HP
0859	1	3.5L Flex Fuel V6, 211 HP
0860	1	2.4L Gas 4-Cyl, 169 HP
0861	1	2.4L Gas 4-Cyl, 169 HP
0862	1	2.4L Gas 4-Cyl, 169 HP
0863	1	2.4L Gas I4, 201 HP
0864	1	4.8L Flex Fuel V8, 302 HP
0865	1	4.8L Flex Fuel V8, 302 HP
0866	1	5.3L Flex Fuel V8, 315 HP
0867	1	5.3L Flex Fuel V8, 315 HP
0868	1	5.3L Flex Fuel V8, 315 HP
0869	1	5.3L Flex Fuel V8, 315 HP
0870	1	4.8L Flex Fuel V8, 302 HP
0871	1	4.8L Flex Fuel V8, 302 HP
0872	1	5.3L Flex Fuel V8, 315 HP
0873	1	4.8L Flex Fuel V8, 302 HP
0874	1	5.3L Flex Fuel V8, 315 HP
0875	1	6.0L Hybrid V8, 332 HP
0876	1	6.0L Hybrid V8, 332 HP
0877	1	6.0L Hybrid V8, 332 HP
0878	1	6.0L Gas V8, 360 HP
0879	1	6.0L Gas V8, 360 HP
0880	1	6.0L Gas V8, 360 HP
0881	1	6.0L Gas V8, 360 HP
0882	1	6.0L Gas V8, 360 HP
0883	1	6.0L Gas V8, 360 HP
0884	1	6.0L Gas V8, 360 HP
0885	1	6.0L Gas V8, 360 HP
0886	1	6.0L Gas V8, 360 HP
0887	1	6.0L Gas V8, 360 HP
0888	1	6.0L Gas V8, 360 HP
0889	1	6.0L Gas V8, 360 HP
0890	1	6.0L Gas V8, 360 HP
0891	1	6.0L Gas V8, 360 HP
0892	1	6.0L Gas V8, 360 HP
0893	1	6.0L Gas V8, 322 HP
0894	1	6.0L Gas V8, 322 HP
0895	1	6.0L Gas V8, 322 HP
0896	1	6.0L Gas V8, 322 HP
0897	1	6.0L Gas V8, 322 HP
0898	1	6.0L Gas V8, 322 HP
0899	1	6.0L Gas V8, 322 HP
0900	1	6.0L Gas V8, 322 HP
0901	1	6.0L Gas V8, 322 HP
0902	1	6.0L Gas V8, 322 HP
0903	1	6.0L Gas V8, 322 HP
0904	1	6.0L Gas V8, 322 HP
0905	1	6.0L Gas V8, 322 HP
0906	1	6.0L Gas V8, 322 HP
0907	1	6.0L Gas V8, 322 HP
0908	1	6.0L Gas V8, 322 HP
0909	1	6.0L Gas V8, 322 HP
0910	1	6.0L Gas V8, 322 HP
0911	1	6.0L Gas V8, 322 HP
0912	1	6.0L Gas V8, 322 HP
0913	1	6.0L Gas V8, 322 HP
0914	1	6.0L Gas V8, 322 HP
0915	1	6.0L Gas V8, 322 HP
0916	1	5.3L Flex Fuel V8, 320 HP
0917	1	5.3L Flex Fuel V8, 320 HP
0918	1	6.0L Gas V8, 352 HP
0919	1	5.3L Flex Fuel V8, 320 HP
0920	1	5.3L Flex Fuel V8, 320 HP
0921	1	6.0L Hybrid V8, 332 HP
0922	1	3.6L Gas V6, 288 HP
0923	1	3.6L Gas V6, 281 HP
0924	1	3.6L Gas V6, 288 HP
0925	1	5.3L Flex Fuel V8, 320 HP
0926	1	3.7L Gas V6, 300 HP
0927	1	3.7L Gas V6, 300 HP
0928	1	1.6L Gas 4-Cylinder, 108 HP
0929	1	1.6L Gas 4-Cylinder, 108 HP
0930	1	6.2L Gas V8, 426 HP
0931	1	3.6L Gas V6, 304 HP
0932	1	6.2L Gas V8, 426 HP
0933	1	2.2L Gas 4-Cyl, 155 HP
0934	1	2.2L Gas 4-Cyl, 155 HP
0935	1	2.2L Gas 4-Cyl, 155 HP
0936	1	2.2L Gas 4-Cyl, 155 HP
0937	1	2.9L Gas 4-Cyl, 185 HP
0938	1	5.3L Gas V8, 300 HP
0939	1	2.9L Gas 4-Cyl, 185 HP
0940	1	5.3L Gas V8, 300 HP
0941	1	3.7L Gas 5-Cyl, 242 HP
0942	1	3.7L Gas 5-Cyl, 242 HP
0943	1	6.2L Gas V8, 430 HP
0944	1	6.2L Gas V8, 430 HP
0945	1	6.2L Gas V8, 430 HP
0946	1	6.2L Gas V8, 430 HP
0947	1	6.2L Gas V8, 430 HP
0948	1	6.2L Gas V8, 430 HP
0949	1	6.2L Gas V8, 430 HP
0950	1	6.2L Gas V8, 430 HP
0951	1	6.2L Gas V8, 430 HP
0952	1	7.0L Gas V8, 505 HP
0953	1	2.4L Gas I4 ECOTEC, 182 HP
0954	1	2.4L Gas I4 ECOTEC, 182 HP
0955	1	2.4L Gas I4 ECOTEC, 182 HP
0956	1	2.4L Gas I4 ECOTEC, 182 HP
0957	1	4.3L Gas V6, 195 HP
0958	1	4.8L Flex Fuel V8, 280 HP
0959	1	5.3L Flex Fuel V8, 310 HP
0960	1	6.0L Flex Fuel V8, 323 HP
0961	1	6.6L Turbo Diesel V8, 250 HP
0962	1	6.6L Turbo Diesel V8, 250 HP
0963	1	5.3L Flex Fuel V8, 310 HP
0964	1	5.3L Flex Fuel V8, 310 HP
0965	1	6.0L Flex Fuel V8, 323 HP
0966	1	6.0L Flex Fuel V8, 323 HP
0967	1	5.3L Flex Fuel V8, 310 HP
0968	1	2.2L Gas I4, 155 HP
0969	1	2.2L Gas I4, 155 HP
0970	1	2.2L Gas I4, 155 HP
0971	1	2.2L Gas I4, 155 HP
0972	1	2.3L Gas I4, 240 HP
0973	1	2.3L Gas I4, 240 HP
0974	1	2.3L Gas I4, 240 HP
0975	1	3.5L Flex Fuel V6, 211 HP
0976	1	3.5L Flex Fuel V6, 211 HP
0977	1	2.4L Gas 4-Cyl, 169 HP
0978	1	2.4L Gas 4-Cyl, 169 HP
0979	1	4.3L Gas V6, 195 HP
0980	1	4.8L Flex Fuel V8, 302 HP
0981	1	4.3L Gas V6, 195 HP
0982	1	4.8L Flex Fuel V8, 302 HP
0983	1	5.3L Flex Fuel V8, 315 HP
0984	1	5.3L Flex Fuel V8, 315 HP
0985	1	4.8L Flex Fuel V8, 302 HP
0986	1	4.8L Flex Fuel V8, 302 HP
0987	1	5.3L Flex Fuel V8, 315 HP
0988	1	5.3L Flex Fuel V8, 315 HP
0989	1	5.3L Flex Fuel V8, 315 HP
0990	1	4.8L Flex Fuel V8, 302 HP
0991	1	5.3L Flex Fuel V8, 315 HP
0992	1	5.3L Flex Fuel V8, 315 HP
0993	1	4.8L Flex Fuel V8, 302 HP
0994	1	6.0L Hybrid V8, 332 HP
0995	1	6.0L Hybrid V8, 332 HP
0996	1	6.0L Gas V8, 360 HP
0997	1	6.0L Gas V8, 360 HP
0998	1	6.0L Gas V8, 360 HP
0999	1	6.0L Gas V8, 360 HP
1000	1	6.0L Gas V8, 360 HP
1001	1	6.0L Gas V8, 360 HP
1002	1	6.0L Gas V8, 360 HP
1003	1	6.0L Gas V8, 360 HP
1004	1	6.0L Gas V8, 360 HP
1005	1	6.0L Gas V8, 360 HP
1006	1	6.0L Gas V8, 360 HP
1007	1	6.0L Gas V8, 360 HP
1008	1	6.0L Gas V8, 360 HP
1009	1	6.0L Gas V8, 360 HP
1010	1	6.0L Gas V8, 360 HP
1011	1	6.0L Gas V8, 360 HP
1012	1	6.0L Gas V8, 360 HP
1013	1	6.0L Gas V8, 360 HP
1014	1	6.0L Gas V8, 360 HP
1015	1	6.0L Gas V8, 360 HP
1016	1	6.0L Gas V8, 360 HP
1017	1	6.0L Gas V8, 360 HP
1018	1	6.0L Gas V8, 322 HP
1019	1	6.0L Gas V8, 322 HP
1020	1	6.0L Gas V8, 360 HP
1021	1	6.0L Gas V8, 360 HP
1022	1	6.0L Gas V8, 322 HP
1023	1	6.0L Gas V8, 322 HP
1024	1	6.0L Gas V8, 322 HP
1025	1	6.0L Gas V8, 360 HP
1026	1	6.0L Gas V8, 360 HP
1027	1	6.0L Gas V8, 322 HP
1028	1	6.0L Gas V8, 322 HP
1029	1	5.3L Flex Fuel V8, 320 HP
1030	1	5.3L Flex Fuel V8, 320 HP
1031	1	5.3L Flex Fuel V8, 320 HP
1032	1	6.0L Flex Fuel V8, 352 HP
1033	1	6.0L Flex Fuel V8, 352 HP
1034	1	6.0L Flex Fuel V8, 352 HP
1035	1	5.3L Flex Fuel V8, 320 HP
1036	1	5.3L Flex Fuel V8, 320 HP
1037	1	5.3L Flex Fuel V8, 320 HP
1038	1	5.3L Flex Fuel V8, 320 HP
1039	1	5.3L Flex Fuel V8, 320 HP
1040	1	6.0L Hybrid V8, 332 HP
1041	1	3.6L Gas V6, 281 HP
1042	1	3.6L Gas V6, 281 HP
1043	1	3.6L Gas V6, 281 HP
1044	1	3.6L Gas V6, 281 HP
1045	1	3.7L Gas V6, 300 HP
1046	1	3.7L Gas V6, 300 HP
1047	1	3.5L Gas V6, 297 HP
1048	1	3.5L Gas V6, 297 HP
1049	1	3.5L Gas V6, 297 HP
1050	1	3.7L Gas V6, 328 HP
1051	1	3.7L Gas V6, 328 HP
1052	1	3.7L Gas V6, 328 HP
1053	1	3.7L Gas V6, 330 HP
1054	1	5.6L Gas V8, 420 HP
1055	1	5.6L Gas V8, 400 HP
1056	1	5.6L Gas V8, 400 HP
1057	1	5.6L Gas V8, 400 HP
1058	1	3.5L Gas V6, 297 HP
1059	1	3.5L Gas V6, 297 HP
1060	1	3.5L Gas V6, 297 HP
1061	1	3.5L Gas V6, 280 HP
1062	1	3.5L Gas V6, 280 HP
1063	1	3.7L Gas V6, 305 HP
1064	1	3.7L Gas V6, 305 HP
1065	1	3.7L Gas V6, 305 HP
1066	1	3.7L Gas V6, 305 HP
1067	1	3.7L Gas V6, 330 HP
1068	1	3.7L Gas V6, 330 HP
1069	1	3.7L Gas V6, 330 HP
1070	1	3.7L Gas V6, 328 HP
1071	1	3.7L Gas V6, 328 HP
1072	1	3.7L Gas V6, 328 HP
1073	1	4.5L Gas V8, 325 HP
1074	1	4.5L Gas V8, 325 HP
1075	1	5.6L Gas V8, 320 HP
1076	1	5.6L Gas V8, 320 HP
1077	1	2.3L Gas I4, 244 HP
1078	1	2.5L Gas I4, 161 HP
1079	1	3.7L Gas V6, 273 HP
1080	1	3.7L Gas V6, 273 HP
1081	1	1.5L Gas I4, 100 HP
1082	1	1.5L Gas I4, 100 HP
1083	1	1.5L Gas I4, 100 HP
1084	1	2.4L Gas I4, 201 HP
1085	1	2.4L Gas I4, 201 HP
1086	1	2.4L Gas I4, 201 HP
1087	1	3.5L Gas V6
1088	1	2.0L Gas I4, 148 HP
1089	1	2.0L Gas I4, 148 HP
1090	1	2.0L Gas I4, 148 HP
1091	1	2.5L Gas I4, 167 HP
1092	1	2.5L Gas I4, 167 HP
1093	1	2.5L Gas I4, 170 HP
1094	1	2.5L Gas I4, 170 HP
1095	1	2.0L Gas I4, 167 HP
1096	1	2.0L Gas I4, 167 HP
1097	1	2.0L Gas I4, 167 HP
1098	1	2.0L Gas I4, 158 HP
1099	1	1.3L Gas Rotary, 212 HP
1100	1	2.5L Gas I4, 171 HP
1101	1	2.5L Gas I4, 171 HP
1102	1	2.5L Gas I4, 171 HP
1103	1	2.5L Gas I4, 161 HP
1104	1	2.3L Gas I4, 244 HP
1105	1	3.7L Gas V6, 273 HP
1106	1	3.7L Gas V6, 273 HP
1107	1	3.7L Gas V6, 273 HP
1108	1	3.7L Gas V6, 273 HP
1109	1	2.0L Gas I4, 148 HP
1110	1	2.0L Gas I4, 148 HP
1111	1	2.0L Gas I4, 148 HP
1112	1	2.5L Gas I4, 167 HP
1113	1	2.5L Gas I4, 167 HP
1114	1	2.3L Gas I4, 153 HP
1115	1	2.3L Gas I4, 153 HP
1116	1	2.5L Gas I4, 170 HP
1117	1	2.5L Gas I4, 170 HP
1118	1	2.5L Gas I4, 170 HP
1119	1	3.7L Gas V6, 272 HP
1120	1	3.7L Gas V6, 300 HP
1121	1	2.0L Gas I4, 158 HP
1122	1	2.0L Gas I4, 158 HP
1123	1	2.0L Gas I4, 158 HP
1124	1	2.0L Gas I4, 167 HP
1125	1	1.3L Gas Rotary, 212 HP
1126	1	1.3L Gas Rotary, 232 HP
1127	1	2.5L Gas I4, 171 HP
1128	1	2.5L Gas I4, 171 HP
1129	1	3.0L Gas V6, 240 HP
1130	1	2.5L Gas I4, 171 HP
1131	1	2.3L Gas I4, 153 HP
1132	1	3.6L Gas Flat 6-cyl, 345 HP
1133	1	3.6L Gas Flat 6-cyl, 345 HP
1134	1	3.8L Gas Flat 6-cyl, 385 HP
1135	1	3.8L Gas Flat 6-cyl, 385 HP
1136	1	3.8L Gas Flat 6-cyl, 500 HP
1137	1	3.6L Gas Flat 6-cyl, 345 HP
1138	1	3.6L Gas Flat 6-cyl, 345 HP
1139	1	3.6L Gas Flat 6-cyl, 345 HP
1140	1	3.6L Gas V6, 300 HP
1141	1	3.0L Supercharged Hybrid V6, 380 HP
1142	1	4.8L Turbo Gas V8, 500 HP
1143	1	3.6L Gas V6
1144	1	4.8L Gas V8
1145	1	3.6L Gas Flat 6-cyl, 345 HP
1146	1	3.8L Gas Flat 6-cyl, 385 HP
1147	1	3.6L Gas Flat 6-cyl, 345 HP
1148	1	3.8L Gas Flat 6-cyl, 385 HP
1149	1	3.8L Gas Flat 6-cyl, 385 HP
1150	1	3.6L Gas Flat 6-cyl, 345 HP
1151	1	3.6L Gas Flat 6-cyl, 345 HP
1152	1	4.6L Flex Fuel V8, 225 HP
1153	1	4.6L Flex Fuel V8, 225 HP
1154	1	4.6L Flex Fuel V8, 225 HP
1155	1	5.4L Flex Fuel V8, 255 HP
1156	1	4.8L Gas V8, 385 HP
1157	1	4.8L Turbo Gas V8, 500 HP
1158	1	3.4L Gas Flat 6-cyl, 320 HP
1159	1	4.8L Gas V8, 400 HP
1160	1	2.0L Gas I4, 200 HP
1161	1	3.6L Gas V6, 280 HP
1162	1	2.0L Gas I4, 200 HP
1163	1	2.5L Gas I5, 170 HP
1164	1	2.0L Turbo Diesel I4, 140 HP
1165	1	2.0L Gas Turbo I4, 200 HP
1166	1	2.0L Gas Turbo I4, 200 HP
1167	1	2.0L Gas Turbo I4, 200 HP
1168	1	2.0L Gas Turbo I4, 200 HP
1169	1	2.0L Gas Turbo I4, 200 HP
1170	1	2.0L Gas I4, 115 HP
1171	1	2.0L Gas I4, 115 HP
1172	1	2.0L Gas I4, 115 HP
1173	1	2.5L Gas I5, 170 HP
1174	1	2.5L Gas I5, 170 HP
1175	1	2.5L Gas I5, 170 HP
1176	1	2.5L Gas I5, 170 HP
1177	1	2.0L Turbo Diesel I4
1178	1	2.0L Turbo Diesel I4
1179	1	2.5L Gas I5, 170 HP
1180	1	2.5L Gas I5, 170 HP
1181	1	2.0L Turbo Diesel I4, 140 HP
1182	1	2.0L Turbo Diesel I4, 140 HP
1183	1	2.0L Turbo Gas I4, 200 HP
1184	1	2.0L Turbo Gas I4, 200 HP
1185	1	2.0L Turbo Gas I4, 200 HP
1186	1	2.0L Turbo Gas I4, 200 HP
1187	1	2.0L Turbo Gas I4, 200 HP
1188	1	2.0L Turbo Gas I4, 200 HP
1189	1	2.0L Turbo Gas I4, 200 HP
1190	1	- TBD -L - TBD -
1191	1	- TBD -L - TBD -
1192	1	- TBD -L - TBD -
1193	1	- TBD -L - TBD -
1194	1	2.0L Gas I4, 200 HP
1195	1	2.0L Turbo Gas I4, 200 HP
1196	1	2.5L Gas I5, 170 HP
1197	1	2.0L Turbo Diesel I4, 140 HP
1198	1	2.0L Turbo Diesel I4, 140 HP
1199	1	2.0L Turbo Diesel I4, 140 HP
1200	1	2.0L Gas Turbo I4, 200 HP
1201	1	2.0L Gas Turbo I4, 200 HP
1202	1	2.0L Turbo Diesel I4, 140 HP
1203	1	2.0L Turbo Diesel I4, 140 HP
1204	1	2.0L Gas I4
1205	1	2.0L Turbo Diesel I4, 140 HP
1206	1	2.0L Turbo Diesel I4, 140 HP
1207	1	2.5L Gas I5, 170 HP
1208	1	2.5L Gas I5, 170 HP
1209	1	2.5L Gas I5, 170 HP
1210	1	2.0L Turbo Diesel I4, 140 HP
1211	1	2.5L Gas I5, 150 HP
1212	1	2.5L Gas I5, 150 HP
1213	1	2.5L Gas I5, 150 HP
1214	1	2.5L Gas I5, 150 HP
1215	1	4.6L Flex-Fuel V8, 225 HP
1216	1	4.6L Flex-Fuel V8, 225 HP
1217	1	5.4L Flex-Fuel V8, 255 HP
1218	1	3.8L Gas V6, 197 HP
1219	1	3.8L Gas V6, 197 HP
1220	1	4.0L Gas V6, 251 HP
1221	1	4.0L Gas V6, 251 HP
1222	1	4.0L Gas V6, 251 HP
1223	1	2.0L Turbo Gas I4, 200 HP
1224	1	2.0L Turbo Gas I4, 200 HP
1225	1	2.0L Turbo Gas I4, 200 HP
1226	1	2.0L Turbo Gas I4, 200 HP
1227	1	2.5L Gas I4, 171 HP
1228	1	2.5L Gas I4, 171 HP
1229	1	2.5L Gas I4, 175 HP
1230	1	2.5L Hybrid I4, 156 HP
1231	1	4.6L Flex Fuel V8, 224 HP
1232	1	2.5L Gas I4, 171 HP
1233	1	2.5L Gas I4, 171 HP
1234	1	2.5L Hybrid I4, 156 HP
1235	1	3.0L Flex Fuel V6, 240 HP
1236	1	3.5L Gas V6, 285 HP
1237	1	3.7L Gas V6, 305 HP
1238	1	4.0L Gas V6, 210 HP
1239	1	4.0L Gas V6, 210 HP
1240	1	2.4L Gas I4, 173 HP
1241	1	2.4L Gas V6, 173 HP
1242	1	3.6L Gas V6, 250 HP
1243	1	5.7L Flex Fuel V8, 360 HP
1244	1	3.6L Gas V6, 197 HP
1245	1	3.5L Gas V6, 250 HP
1246	1	5.7L Gas V8, 360 HP
1247	1	5.7L Gas V8, 360 HP
1248	1	3.5L Gas V6, 250 HP
1249	1	5.7L Gas V8, 360 HP
1250	1	3.5L Gas V6, 250 HP
1251	1	2.4L Gas I4, 173 HP
1252	1	2.7L Gas V6, 186 HP
