auto	autobytel	price
1174	1	$ 29,230
1175	1	$ 32,730
1176	1	$ 41,565
1177	1	$ 41,565
1178	1	$ 40,165
1179	1	$ 35,165
1180	1	$ 38,265
1181	1	$ 43,220
1182	1	$ 41,665
1183	1	$ 49,520
1184	1	$ 50,965
1185	1	$ 43,465
1186	1	$ 41,565
1187	1	$ 38,265
1188	1	$ 43,465
1189	1	$ 41,565
1190	1	$ 43,365
1191	1	$ 48,765
1192	1	$ 48,665
1193	1	$ 62,165
1194	1	$ 60,720
1195	1	$ 46,680
1196	1	$ 51,925
1197	1	$ 54,825
1198	1	$ 59,475
1199	1	$ 71,825
1200	1	$ 84,790
1201	1	$ 71,665
1202	1	$ 74,215
1203	1	$ 62,495
1204	1	$ 71,160
1205	1	$ 81,625
1206	1	$ 84,125
1207	1	$ 71,000
1208	1	$ 65,765
1209	1	$ 68,265
1210	1	$ 74,380
1211	1	$ 84,845
1212	1	$ 74,870
1213	1	$ 67,600
1214	1	$ 73,715
1215	1	$ 84,180
1216	1	$ 76,705
1217	1	$ 67,075
1218	1	$ 76,390
1219	1	$ 85,640
1220	1	$ 73,425
1221	1	$ 85,225
1222	1	$ 33,830
1223	1	$ 38,260
1224	1	$ 42,450
1225	1	$ 44,895
1226	1	$ 49,915
1227	1	$ 52,360
1228	1	$ 33,830
1229	1	$ 45,495
1230	1	$ 41,850
1231	1	$ 48,040
1232	1	$ 49,315
1233	1	$ 52,720
1234	1	$ 50,820
1235	1	$ 47,280
1236	1	$ 56,380
1237	1	$ 52,285
1238	1	$ 46,845
1239	1	$ 70,335
1240	1	$ 68,785
1241	1	$ 36,110
1242	1	$ 49,310
1243	1	$ 35,725
1244	1	$ 38,830
1245	1	$ 45,815
1246	1	$ 14,100
1247	1	$ 15,365
1248	1	$ 15,365
1249	1	$ 11,965
1250	1	$ 14,250
1251	1	$ 15,365
1252	1	$ 12,115
1253	1	$ 11,965
1254	1	$ 29,150
1255	1	$ 36,650
1256	1	$ 30,945
1257	1	$ 39,650
1258	1	$ 22,680
1259	1	$ 23,880
1260	1	$ 30,945
1261	1	$ 26,875
1262	1	$ 33,945
1263	1	$ 15,670
1264	1	$ 16,470
1265	1	$ 23,845
1266	1	$ 27,455
1267	1	$ 26,415
1268	1	$ 28,975
1269	1	$ 27,605
1270	1	$ 26,275
1271	1	$ 18,170
1272	1	$ 19,290
1273	1	$ 27,395
1274	1	$ 26,355
1275	1	$ 27,545
1276	1	$ 26,215
1277	1	$ 18,110
1278	1	$ 21,615
1279	1	$ 16,985
1280	1	$ 53,600
1281	1	$ 48,950
1282	1	$ 54,790
1283	1	$109,800
1284	1	$ 58,580
1285	1	$ 54,770
1286	1	$ 74,285
1287	1	$106,880
1288	1	$ 20,675
1289	1	$ 21,975
1290	1	$ 25,660
1291	1	$ 23,910
1292	1	$ 27,720
1293	1	$ 24,495
1294	1	$ 22,745
1295	1	$ 30,070
1296	1	$ 25,285
1297	1	$ 27,370
1298	1	$ 25,620
1299	1	$ 24,365
1300	1	$ 22,615
1301	1	$ 29,970
1302	1	$ 28,220
1303	1	$ 28,710
1304	1	$ 32,970
1305	1	$ 30,205
1306	1	$ 24,860
1307	1	$ 28,515
1308	1	$ 28,515
1309	1	$ 31,970
1310	1	$ 29,705
1311	1	$ 24,655
1312	1	$ 29,220
1313	1	$ 32,195
1314	1	$ 33,090
1315	1	$ 32,510
1316	1	$ 19,720
1317	1	$ 18,720
1318	1	$ 26,255
1319	1	$ 19,030
1320	1	$ 20,030
1321	1	$ 24,290
1322	1	$ 25,555
1323	1	$ 29,930
1324	1	$ 22,825
1325	1	$ 25,235
1326	1	$ 21,975
1327	1	$ 27,015
1328	1	$ 22,715
1329	1	$ 25,175
1330	1	$ 30,360
1331	1	$ 33,510
1332	1	$ 31,290
1333	1	$ 32,275
1334	1	$ 30,085
1335	1	$ 35,280
1336	1	$ 35,580
1337	1	$ 38,430
1338	1	$ 24,090
1339	1	$ 24,390
1340	1	$ 30,360
1341	1	$ 28,140
1342	1	$ 33,510
1343	1	$ 32,275
1344	1	$ 33,380
1345	1	$ 30,085
1346	1	$ 38,625
1347	1	$ 35,280
1348	1	$ 35,580
1349	1	$ 41,775
1350	1	$ 38,430
1351	1	$ 38,730
1352	1	$ 29,375
1353	1	$ 25,395
1354	1	$ 20,850
1355	1	$ 21,240
1356	1	$ 30,585
1357	1	$ 24,090
1358	1	$ 44,670
1359	1	$ 38,340
1360	1	$ 44,670
1361	1	$ 35,905
1362	1	$ 33,650
1363	1	$ 38,860
1364	1	$ 36,800
1365	1	$ 38,385
1366	1	$ 38,190
1367	1	$ 44,255
1368	1	$ 44,060
1369	1	$ 41,535
1370	1	$ 41,340
1371	1	$ 32,045
1372	1	$ 30,340
1373	1	$ 30,145
1374	1	$ 27,965
1375	1	$ 35,195
1376	1	$ 35,000
1377	1	$ 33,295
1378	1	$ 30,920
1379	1	$ 35,060
1380	1	$ 35,015
1381	1	$ 32,905
1382	1	$ 30,260
1383	1	$ 36,100
1384	1	$ 33,410
1385	1	$ 40,255
1386	1	$ 40,210
1387	1	$ 38,235
1388	1	$ 43,405
1389	1	$ 43,360
1390	1	$ 31,390
1391	1	$ 29,940
1392	1	$ 29,895
1393	1	$ 27,465
1394	1	$ 33,045
1395	1	$ 30,615
1396	1	$ 36,920
1397	1	$ 39,360
1398	1	$ 41,800
1399	1	$ 41,795
1400	1	$ 39,620
1401	1	$ 39,360
1402	1	$ 44,945
1403	1	$ 44,755
1404	1	$ 42,770
1405	1	$ 42,510
1406	1	$ 33,760
1407	1	$ 33,965
1408	1	$ 36,715
1409	1	$ 36,920
1410	1	$ 36,520
1411	1	$ 34,985
1412	1	$ 34,955
1413	1	$ 32,215
1414	1	$ 36,515
1415	1	$ 33,525
1416	1	$ 37,740
1417	1	$ 34,025
1418	1	$ 42,725
1419	1	$ 32,335
1420	1	$ 32,645
1421	1	$ 31,590
1422	1	$ 34,120
1423	1	$ 34,740
1424	1	$ 31,510
1425	1	$ 32,090
1426	1	$ 53,170
1427	1	$ 44,145
1428	1	$ 52,880
1429	1	$ 55,625
1430	1	$ 42,535
1431	1	$ 46,025
1432	1	$ 42,420
1433	1	$ 45,270
1434	1	$ 37,280
1435	1	$ 41,340
1436	1	$ 50,735
1437	1	$ 50,720
1438	1	$ 33,865
1439	1	$ 31,224
1440	1	$ 36,325
1441	1	$ 34,325
1442	1	$ 29,224
1443	1	$ 39,985
1444	1	$ 37,985
1445	1	$ 37,574
1446	1	$ 35,574
1447	1	$ 33,824
1448	1	$ 21,245
1449	1	$ 31,885
1450	1	$ 37,415
1451	1	$ 27,260
1452	1	$ 40,373
1453	1	$ 38,010
1454	1	$ 38,010
1455	1	$ 44,865
1456	1	$ 32,710
1457	1	$ 32,160
1458	1	$ 35,060
1459	1	$ 35,875
1460	1	$ 26,025
1461	1	$ 32,660
1462	1	$ 21,230
1463	1	$ 21,730
1464	1	$ 18,085
1465	1	$ 18,240
1466	1	$ 20,085
1467	1	$ 20,085
1468	1	$ 18,060
1469	1	$ 19,995
1470	1	$ 16,975
1471	1	$ 18,740
1472	1	$ 19,995
1473	1	$ 24,670
1474	1	$ 29,670
1475	1	$ 42,555
1476	1	$ 24,590
1477	1	$ 33,470
1478	1	$ 34,445
1479	1	$ 31,370
1480	1	$ 26,645
1481	1	$ 29,490
1482	1	$ 26,680
1483	1	$ 23,985
1484	1	$ 25,660
1485	1	$ 28,610
1486	1	$ 27,360
1487	1	$ 31,720
1488	1	$ 26,325
1489	1	$ 23,630
1490	1	$ 33,180
1491	1	$ 25,305
1492	1	$ 28,255
1493	1	$ 27,005
1494	1	$ 31,365
1495	0	<NULL>
1496	1	$ 25,160
1497	1	$ 27,160
1498	1	$ 29,745
1499	1	$ 26,480
1500	1	$ 26,245
1501	1	$ 27,995
1502	1	$ 27,245
1503	1	$ 28,995
1504	1	$ 25,750
1505	1	$ 23,340
1506	1	$ 26,750
1507	1	$ 28,500
1508	1	$ 23,235
1509	1	$ 24,985
1510	1	$ 36,680
1511	1	$ 41,585
1512	1	$ 39,430
1513	1	$ 30,540
1514	1	$ 31,590
1515	1	$ 28,935
1516	1	$ 24,855
1517	1	$ 25,155
1518	1	$ 34,810
1519	1	$ 32,155
1520	1	$ 28,425
1521	1	$ 36,055
1522	1	$ 33,900
1523	1	$ 39,275
1524	1	$ 37,120
1525	1	$ 29,010
1526	1	$ 24,665
1527	1	$ 20,610
1528	1	$ 20,910
1529	1	$ 32,230
1530	1	$ 29,075
1531	1	$ 25,065
1532	1	$ 25,365
1533	1	$ 36,880
1534	1	$ 40,495
1535	1	$ 34,240
1536	1	$ 28,425
1537	1	$ 25,155
1538	1	$ 28,725
1539	1	$ 28,510
1540	1	$ 24,665
1541	1	$ 20,610
1542	1	$ 20,910
1543	1	$ 29,075
1544	1	$ 25,365
1545	1	$ 35,185
1546	1	$ 27,545
1547	1	$ 34,390
1548	1	$ 30,520
1549	1	$ 35,415
1550	1	$ 30,360
1551	1	$ 38,680
1552	1	$ 38,480
1553	1	$ 33,575
1554	1	$ 27,215
1555	1	$ 34,060
1556	1	$ 33,860
1557	1	$ 30,190
1558	1	$ 43,815
1559	1	$ 46,950
1560	1	$ 46,750
1561	1	$ 39,240
1562	1	$ 39,040
1563	1	$ 42,575
1564	1	$ 42,375
1565	1	$ 38,450
1566	1	$ 91,005
1567	1	$ 42,580
1568	1	$ 52,205
1569	1	$ 46,255
1570	1	$ 53,755
1571	1	$ 45,905
1572	1	$ 47,805
1573	1	$ 34,620
1574	1	$ 32,620
1575	1	$ 34,520
1576	1	$ 32,520
1577	1	$ 37,620
1578	1	$ 46,830
1579	1	$ 50,450
1580	1	$ 38,855
1581	1	$ 42,585
1582	1	$ 43,585
1583	1	$ 43,585
1584	1	$ 42,385
1585	1	$ 38,835
1586	1	$ 43,385
1587	1	$ 39,835
1588	1	$ 32,710
1589	1	$ 38,250
1590	1	$ 32,410
1591	1	$ 32,410
1592	1	$ 34,850
1593	1	$ 37,950
1594	1	$ 45,495
1595	1	$ 56,045
1596	1	$187,615
1597	1	$200,570
1598	1	$187,070
1599	1	$273,000
1600	1	$286,500
1601	1	$197,850
1602	1	$179,995
1603	1	$120,750
1604	1	$326,730
1605	1	$336,541
1606	1	$312,395
1607	1	$ 26,055
1608	1	$ 27,265
1609	1	$ 25,510
1610	1	$ 27,055
1611	1	$ 28,410
1612	1	$ 29,985
1613	1	$ 31,315
1614	1	$ 31,280
1615	1	$ 33,585
1616	1	$ 33,760
1617	1	$ 35,060
1618	1	$ 29,440
1619	1	$ 31,100
1620	1	$ 34,220
1621	1	$ 32,070
1622	1	$ 30,220
1623	1	$ 38,070
1624	1	$ 36,220
1625	1	$ 27,420
1626	1	$ 32,270
1627	1	$ 33,920
1628	1	$ 25,630
1629	1	$ 21,060
1630	1	$ 25,800
1631	1	$ 27,375
1632	1	$ 22,770
1633	1	$ 24,045
1634	1	$ 29,865
1635	1	$ 32,375
1636	1	$ 29,860
1637	1	$ 34,120
1638	1	$ 46,380
1639	1	$ 48,010
1640	1	$ 35,830
1641	1	$ 38,730
1642	1	$ 41,340
1643	1	$ 48,590
1644	1	$ 35,585
1645	1	$ 38,485
1646	1	$ 49,030
1647	1	$ 51,930
1648	1	$ 39,355
1649	1	$ 42,255
1650	1	$ 41,150
1651	1	$ 46,470
1652	1	$ 51,240
1653	1	$ 45,810
1654	1	$ 48,710
1655	1	$ 42,010
1656	1	$ 28,190
1657	1	$ 39,190
1658	1	$ 33,190
1659	1	$ 31,190
1660	1	$ 38,600
1661	1	$ 38,600
1662	1	$ 31,600
1663	1	$ 31,600
1664	1	$ 33,065
1665	1	$ 35,590
1666	1	$ 26,865
1667	1	$ 27,170
1668	1	$ 31,810
1669	1	$ 30,010
1670	1	$ 36,195
1671	1	$ 35,890
1672	1	$ 38,355
1673	1	$ 34,005
1674	1	$ 39,615
1675	1	$ 39,915
1676	1	$ 25,085
1677	1	$ 30,830
1678	1	$ 22,060
1679	1	$ 29,295
1680	1	$ 29,595
1681	1	$ 26,430
1682	1	$ 29,030
1683	1	$ 29,330
1684	1	$ 33,255
1685	1	$ 30,095
1686	1	$ 32,260
1687	1	$ 32,560
1688	1	$ 29,700
1689	1	$ 32,940
1690	1	$ 35,705
1691	1	$ 41,455
1692	1	$ 41,265
1693	1	$ 38,720
1694	1	$ 44,410
1695	1	$ 32,015
1696	1	$ 28,335
1697	1	$ 34,990
1698	1	$ 34,795
1699	1	$ 31,310
1700	1	$ 33,440
1701	1	$ 36,660
1702	1	$ 36,475
1703	1	$ 31,615
1704	1	$ 39,935
1705	1	$ 34,645
1706	1	$ 37,480
1707	1	$ 42,345
1708	1	$ 42,155
1709	1	$ 39,940
1710	1	$ 45,060
1711	1	$ 32,740
1712	1	$ 29,055
1713	1	$ 31,510
1714	1	$ 35,915
1715	1	$ 32,025
1716	1	$ 34,485
1717	1	$ 38,150
1718	1	$ 40,955
1719	1	$ 40,765
1720	1	$ 35,710
1721	1	$ 14,320
1722	1	$ 39,695
1723	1	$ 37,845
1724	1	$ 33,725
1725	1	$ 31,875
1726	1	$ 36,720
1727	1	$ 42,190
1728	1	$ 42,465
1729	1	$ 28,950
1730	1	$ 33,600
1731	1	$ 17,170
1732	1	$ 17,170
1733	1	$ 18,780
1734	1	$ 18,780
1735	1	$ 18,780
1736	1	$ 19,720
1737	1	$ 24,945
1738	1	$ 19,695
1739	1	$ 28,355
1740	1	$ 28,240
1741	1	$ 34,645
1742	1	$ 29,645
1743	1	$ 37,845
1744	1	$ 27,145
1745	1	$ 26,395
1746	1	$ 29,395
1747	1	$ 24,395
1748	1	$ 23,450
1749	1	$ 26,025
1750	1	$ 19,630
1751	1	$ 25,015
1752	1	$ 22,155
1753	1	$ 23,220
1754	1	$ 22,485
1755	1	$ 18,960
1756	1	$ 48,645
1757	1	$ 51,725
1758	1	$ 33,620
1759	1	$ 31,770
1760	1	$ 25,170
1761	1	$ 27,370
1762	1	$ 37,770
1763	1	$ 31,770
1764	1	$ 23,050
1765	1	$ 23,200
1766	1	$ 21,455
1767	1	$ 22,670
1768	1	$ 21,185
1769	1	$ 21,370
1770	1	$ 22,245
1771	1	$ 22,655
1772	1	$ 22,755
1773	1	$ 45,220
1774	1	$ 43,220
1775	1	$ 31,840
1776	1	$ 36,465
1777	1	$ 34,465
1778	1	$ 40,185
1779	1	$ 33,740
1780	1	$ 36,365
1781	1	$ 38,085
1782	1	$ 42,185
1783	1	$ 20,815
1784	1	$ 18,240
1785	1	$ 23,965
1786	1	$ 21,795
1787	1	$ 25,690
1788	1	$ 29,895
1789	1	$ 20,550
1790	1	$ 23,875
1791	1	$ 27,530
1792	1	$ 23,905
1793	1	$ 21,735
1794	1	$ 19,230
1795	1	$ 16,985
1796	1	$ 32,265
1797	1	$ 28,710
1798	1	$ 32,265
1799	1	$ 32,970
1800	1	$ 30,205
1801	1	$ 24,860
1802	1	$ 32,070
1803	1	$ 32,070
1804	1	$ 31,970
1805	1	$ 29,205
1806	1	$ 34,380
1807	1	$ 32,510
1808	1	$ 34,380
1809	1	$ 43,495
1810	1	$ 28,340
1811	1	$ 31,490
1812	1	$ 27,225
1813	1	$ 35,025
1814	1	$ 32,685
1815	1	$ 33,795
1816	1	$ 35,780
1817	1	$ 36,080
1818	1	$ 42,275
1819	1	$ 38,930
1820	1	$ 29,375
1821	1	$ 27,435
1822	1	$ 20,850
1823	1	$ 21,240
1824	1	$ 29,475
1825	1	$ 30,585
1826	1	$ 43,285
1827	1	$ 30,565
1828	1	$ 31,490
1829	1	$ 31,835
1830	1	$ 30,645
1831	1	$ 27,345
1832	1	$ 33,795
1833	1	$ 30,195
1834	1	$ 39,125
1835	1	$ 35,780
1836	1	$ 30,585
1837	1	$ 24,090
1838	1	$ 38,710
1839	1	$ 45,040
1840	1	$ 48,190
1841	1	$ 38,710
1842	1	$ 41,860
1843	1	$ 45,040
1844	1	$ 48,190
1845	1	$ 36,315
1846	1	$ 36,120
1847	1	$ 34,725
1848	1	$ 41,605
1849	1	$ 32,240
1850	1	$ 32,045
1851	1	$ 27,965
1852	1	$ 35,425
1853	1	$ 33,365
1854	1	$ 33,320
1855	1	$ 38,620
1856	1	$ 38,575
1857	1	$ 36,515
1858	1	$ 36,470
1859	1	$ 33,825
1860	1	$ 38,690
1861	1	$ 43,905
1862	1	$ 43,860
1863	1	$ 41,840
1864	1	$ 31,390
1865	1	$ 31,345
1866	1	$ 29,940
1867	1	$ 29,895
1868	1	$ 27,465
1869	1	$ 34,540
1870	1	$ 30,615
1871	1	$ 37,335
1872	1	$ 33,300
1873	1	$ 40,680
1874	1	$ 41,905
1875	1	$ 36,450
1876	1	$ 42,305
1877	1	$ 42,110
1878	1	$ 45,260
1879	1	$ 33,760
1880	1	$ 33,965
1881	1	$ 33,565
1882	1	$ 29,260
1883	1	$ 36,920
1884	1	$ 35,005
1885	1	$ 34,685
1886	1	$ 38,155
1887	1	$ 37,835
1888	1	$ 30,975
1889	1	$ 31,590
1890	1	$ 34,120
1891	1	$ 26,000
1892	1	$ 24,250
1893	1	$ 31,400
1894	1	$ 29,650
1895	1	$ 26,000
1896	1	$ 24,250
1897	1	$ 25,950
1898	1	$ 29,500
1899	1	$ 31,300
1900	1	$ 29,550
1901	1	$ 38,535
1902	1	$ 42,595
1903	1	$ 46,905
1904	1	$ 55,995
1905	1	$ 43,810
1906	1	$ 58,515
1907	1	$ 51,185
1908	1	$ 53,995
1909	1	$ 58,990
1910	1	$ 42,005
1911	1	$ 49,005
1912	1	$ 58,750
1913	1	$ 41,490
1914	1	$ 46,030
1915	1	$ 46,615
1916	1	$ 50,745
1917	1	$ 25,255
1918	1	$ 24,455
1919	1	$ 24,105
1920	1	$ 27,105
1921	1	$ 27,355
1922	1	$ 29,555
1923	1	$ 21,980
1924	1	$ 21,180
1925	1	$ 22,980
1926	1	$ 23,580
1927	1	$ 22,780
1928	1	$ 23,730
1929	1	$ 29,730
1930	1	$ 29,430
1931	1	$ 29,730
1932	1	$ 31,730
1933	1	$ 24,630
1934	1	$ 26,880
1935	1	$ 26,830
1936	1	$ 26,030
1937	1	$ 28,880
1938	1	$ 28,830
1939	1	$ 28,080
1940	1	$ 28,030
1941	1	$ 22,855
1942	1	$ 22,055
1943	1	$ 23,355
1944	1	$ 29,105
1945	1	$ 31,305
1946	1	$ 31,105
1947	1	$ 31,305
1948	1	$ 34,020
1949	1	$ 32,570
1950	1	$ 16,405
1951	1	$ 16,605
1952	1	$ 15,805
1953	1	$ 19,605
1954	1	$ 22,405
1955	1	$ 22,405
1956	1	$ 21,955
1957	1	$ 18,555
1958	1	$ 17,555
1959	1	$ 24,205
1960	1	$ 24,405
1961	1	$ 17,355
1962	1	$ 16,555
1963	1	$ 16,255
1964	1	$ 16,455
1965	1	$ 15,655
1966	1	$ 22,255
1967	1	$ 22,255
1968	1	$ 21,455
1969	1	$ 21,805
1970	1	$ 21,805
1971	1	$ 21,005
1972	1	$ 18,405
1973	1	$ 17,405
1974	1	$ 18,205
1975	1	$ 22,055
1976	1	$ 22,255
1977	1	$ 24,255
1978	1	$ 24,055
1979	1	$ 23,950
1980	1	$ 25,150
1981	1	$ 25,950
1982	1	$ 23,800
1983	1	$ 25,000
1984	1	$ 27,000
1985	1	$ 25,800
1986	1	$ 25,245
1987	1	$ 28,645
1988	1	$ 22,945
1989	1	$ 23,645
1990	1	$ 22,395
1991	1	$ 27,745
1992	1	$ 28,495
1993	1	$ 19,850
1994	1	$ 21,410
1995	1	$ 24,185
1996	1	$ 22,935
1997	1	$ 20,825
1998	1	$ 23,885
1999	1	$ 20,525
