auto	aol	fuel_economy
0848	1	14 City / 20 Hwy
0849	1	17 City / 23 Hwy
0850	1	16 City / 22 Hwy
0851	1	16 City / 22 Hwy
0852	1	16 City / 22 Hwy
0853	1	17 City / 23 Hwy
0854	1	19 City / 28 Hwy
0855	1	19 City / 28 Hwy
0856	0	<NULL>
0857	0	<NULL>
0858	0	<NULL>
0859	0	<NULL>
0860	0	<NULL>
0861	0	<NULL>
0862	0	<NULL>
0863	0	<NULL>
0864	0	<NULL>
0865	0	<NULL>
0866	0	<NULL>
0867	0	<NULL>
0868	0	<NULL>
0869	0	<NULL>
0870	0	<NULL>
0871	0	<NULL>
0872	0	<NULL>
0873	0	<NULL>
0874	0	<NULL>
0875	0	<NULL>
0876	0	<NULL>
0877	0	<NULL>
0878	0	<NULL>
0879	0	<NULL>
0880	0	<NULL>
0881	0	<NULL>
0882	0	<NULL>
0883	0	<NULL>
0884	0	<NULL>
0885	0	<NULL>
0886	0	<NULL>
0887	0	<NULL>
0888	0	<NULL>
0889	1	20 City / 27 Hwy
0890	1	16 City / 24 Hwy
0891	1	15 City / 19 Hwy
0892	1	17 City / 23 Hwy
0893	1	16 City / 22 Hwy
0894	1	16 City / 22 Hwy
0895	1	17 City / 23 Hwy
0896	1	17 City / 23 Hwy
0897	1	17 City / 23 Hwy
0898	1	17 City / 23 Hwy
0899	1	17 City / 23 Hwy
0900	1	16 City / 22 Hwy
0901	1	17 City / 23 Hwy
0902	1	16 City / 22 Hwy
0903	1	16 City / 22 Hwy
0904	1	41 City / 36 Hwy
0905	0	<NULL>
0906	1	21 City / 31 Hwy
0907	1	22 City / 31 Hwy
0908	1	22 City / 31 Hwy
0909	1	14 City / 20 Hwy
0910	1	14 City / 20 Hwy
0911	1	13 City / 19 Hwy
0912	1	15 City / 21 Hwy
0913	1	15 City / 21 Hwy
0914	1	15 City / 19 Hwy
0915	1	18 City / 23 Hwy
0916	1	18 City / 23 Hwy
0917	1	18 City / 23 Hwy
0918	1	18 City / 23 Hwy
0919	1	18 City / 23 Hwy
0920	1	41 City / 36 Hwy
0921	1	27 City / 33 Hwy
0922	1	24 City / 33 Hwy
0923	1	24 City / 33 Hwy
0924	1	22 City / 31 Hwy
0925	1	17 City / 25 Hwy
0926	1	25 City / 33 Hwy
0927	1	25 City / 33 Hwy
0928	1	25 City / 33 Hwy
0929	1	21 City / 29 Hwy
0930	1	21 City / 29 Hwy
0931	1	20 City / 26 Hwy
0932	1	20 City / 26 Hwy
0933	1	17 City / 22 Hwy
0934	1	17 City / 22 Hwy
0935	1	14 City / 18 Hwy
0936	1	17 City / 21 Hwy
0937	1	23 City / 28 Hwy
0938	1	23 City / 28 Hwy
0939	1	23 City / 28 Hwy
0940	1	23 City / 28 Hwy
0941	1	23 City / 28 Hwy
0942	1	26 City / 34 Hwy
0943	1	24 City / 30 Hwy
0944	1	26 City / 35 Hwy
0945	1	22 City / 30 Hwy
0946	1	26 City / 34 Hwy
0947	1	26 City / 34 Hwy
0948	1	26 City / 34 Hwy
0949	1	26 City / 34 Hwy
0950	1	24 City / 36 Hwy
0951	1	21 City / 29 Hwy
0952	1	21 City / 29 Hwy
0953	1	27 City / 34 Hwy
0954	1	24 City / 30 Hwy
0955	1	15 City / 20 Hwy
0956	1	18 City / 23 Hwy
0957	1	18 City / 23 Hwy
0958	1	18 City / 23 Hwy
0959	1	18 City / 23 Hwy
0960	1	18 City / 23 Hwy
0961	1	21 City / 31 Hwy
0962	1	21 City / 31 Hwy
0963	1	22 City / 31 Hwy
0964	1	20 City / 31 Hwy
0965	1	25 City / 33 Hwy
0966	0	<NULL>
0967	0	<NULL>
0968	0	<NULL>
0969	0	<NULL>
0970	0	<NULL>
0971	0	<NULL>
0972	0	<NULL>
0973	0	<NULL>
0974	0	<NULL>
0975	0	<NULL>
0976	0	<NULL>
0977	0	<NULL>
0978	0	<NULL>
0979	0	<NULL>
0980	0	<NULL>
0981	0	<NULL>
0982	0	<NULL>
0983	0	<NULL>
0984	0	<NULL>
0985	0	<NULL>
0986	0	<NULL>
0987	0	<NULL>
0988	0	<NULL>
0989	0	<NULL>
0990	1	16 City / 22 Hwy
0991	1	15 City / 21 Hwy
0992	1	15 City / 20 Hwy
0993	1	19 City / 28 Hwy
0994	1	20 City / 29 Hwy
0995	1	19 City / 27 Hwy
0996	1	19 City / 27 Hwy
0997	1	17 City / 27 Hwy
0998	1	17 City / 27 Hwy
0999	1	19 City / 28 Hwy
1000	1	19 City / 27 Hwy
1001	1	21 City / 31 Hwy
1002	1	19 City / 27 Hwy
1003	1	17 City / 27 Hwy
1004	1	17 City / 27 Hwy
1005	1	17 City / 24 Hwy
1006	1	17 City / 24 Hwy
1007	1	17 City / 24 Hwy
1008	1	16 City / 22 Hwy
1009	1	16 City / 22 Hwy
1010	1	16 City / 22 Hwy
1011	1	21 City / 30 Hwy
1012	1	21 City / 30 Hwy
1013	0	<NULL>
1014	0	<NULL>
1015	0	<NULL>
1016	0	<NULL>
1017	0	<NULL>
1018	0	<NULL>
1019	0	<NULL>
1020	0	<NULL>
1021	0	<NULL>
1022	0	<NULL>
1023	0	<NULL>
1024	0	<NULL>
1025	0	<NULL>
1026	0	<NULL>
1027	0	<NULL>
1028	1	17 City / 24 Hwy
1029	1	17 City / 24 Hwy
1030	1	16 City / 22 Hwy
1031	1	16 City / 21 Hwy
1032	1	16 City / 22 Hwy
1033	1	17 City / 24 Hwy
1034	1	17 City / 24 Hwy
1035	1	17 City / 24 Hwy
1036	1	16 City / 22 Hwy
1037	1	16 City / 22 Hwy
1038	1	18 City / 28 Hwy
1039	1	16 City / 22 Hwy
1040	1	16 City / 22 Hwy
1041	1	16 City / 22 Hwy
1042	1	16 City / 23 Hwy
1043	1	16 City / 23 Hwy
1044	1	17 City / 24 Hwy
1045	1	17 City / 24 Hwy
1046	1	16 City / 23 Hwy
1047	1	16 City / 23 Hwy
1048	1	16 City / 23 Hwy
1049	1	16 City / 23 Hwy
1050	1	17 City / 24 Hwy
1051	1	17 City / 24 Hwy
1052	1	17 City / 24 Hwy
1053	1	17 City / 24 Hwy
1054	1	17 City / 24 Hwy
1055	1	16 City / 23 Hwy
1056	1	17 City / 26 Hwy
1057	1	17 City / 26 Hwy
1058	1	17 City / 26 Hwy
1059	1	17 City / 26 Hwy
1060	1	17 City / 26 Hwy
1061	1	17 City / 26 Hwy
1062	1	15 City / 22 Hwy
1063	1	14 City / 20 Hwy
1064	1	14 City / 20 Hwy
1065	1	13 City / 19 Hwy
1066	1	13 City / 19 Hwy
1067	1	13 City / 19 Hwy
1068	1	13 City / 19 Hwy
1069	1	13 City / 19 Hwy
1070	1	11 City / 16 Hwy
1071	1	11 City / 16 Hwy
1072	1	11 City / 16 Hwy
1073	1	11 City / 16 Hwy
1074	1	20 City / 28 Hwy
1075	1	18 City / 27 Hwy
1076	1	18 City / 28 Hwy
1077	1	14 City / 20 Hwy
1078	1	14 City / 20 Hwy
1079	1	13 City / 19 Hwy
1080	1	13 City / 19 Hwy
1081	1	18 City / 27 Hwy
1082	1	17 City / 23 Hwy
1083	1	17 City / 23 Hwy
1084	1	17 City / 22 Hwy
1085	1	17 City / 22 Hwy
1086	1	17 City / 22 Hwy
1087	1	17 City / 27 Hwy
1088	1	17 City / 27 Hwy
1089	1	15 City / 23 Hwy
1090	1	16 City / 24 Hwy
1091	1	34 City / 31 Hwy
1092	1	34 City / 31 Hwy
1093	1	30 City / 27 Hwy
1094	1	30 City / 27 Hwy
1095	1	34 City / 31 Hwy
1096	1	34 City / 31 Hwy
1097	1	30 City / 27 Hwy
1098	1	12 City / 15 Hwy
1099	1	11 City / 15 Hwy
1100	1	11 City / 15 Hwy
1101	1	11 City / 15 Hwy
1102	1	11 City / 15 Hwy
1103	1	34 City / 31 Hwy
1104	1	30 City / 27 Hwy
1105	1	34 City / 31 Hwy
1106	1	30 City / 27 Hwy
1107	1	17 City / 25 Hwy
1108	1	17 City / 25 Hwy
1109	1	16 City / 23 Hwy
1110	1	16 City / 23 Hwy
1111	1	16 City / 22 Hwy
1112	1	16 City / 22 Hwy
1113	1	18 City / 26 Hwy
1114	1	18 City / 26 Hwy
1115	1	18 City / 26 Hwy
1116	1	18 City / 25 Hwy
1117	1	18 City / 25 Hwy
1118	1	16 City / 21 Hwy
1119	1	16 City / 21 Hwy
1120	1	16 City / 21 Hwy
1121	1	16 City / 21 Hwy
1122	1	19 City / 26 Hwy
1123	1	16 City / 21 Hwy
1124	1	15 City / 20 Hwy
1125	1	12 City / 16 Hwy
1126	1	19 City / 26 Hwy
1127	1	14 City / 18 Hwy
1128	1	13 City / 16 Hwy
1129	1	14 City / 18 Hwy
1130	1	13 City / 16 Hwy
1131	1	20 City / 29 Hwy
1132	1	20 City / 29 Hwy
1133	1	18 City / 26 Hwy
1134	1	21 City / 27 Hwy
1135	1	15 City / 20 Hwy
1136	1	14 City / 20 Hwy
1137	1	14 City / 19 Hwy
1138	1	16 City / 23 Hwy
1139	1	16 City / 23 Hwy
1140	1	16 City / 23 Hwy
1141	1	17 City / 24 Hwy
1142	1	17 City / 24 Hwy
1143	1	17 City / 24 Hwy
1144	1	17 City / 24 Hwy
1145	1	16 City / 23 Hwy
1146	1	16 City / 23 Hwy
1147	1	22 City / 30 Hwy
1148	1	21 City / 31 Hwy
1149	1	21 City / 29 Hwy
1150	1	18 City / 25 Hwy
1151	1	17 City / 22 Hwy
1152	1	20 City / 27 Hwy
1153	1	20 City / 26 Hwy
1154	1	18 City / 27 Hwy
1155	1	16 City / 21 Hwy
1156	1	16 City / 22 Hwy
1157	1	16 City / 21 Hwy
1158	1	18 City / 25 Hwy
1159	1	18 City / 24 Hwy
1160	1	20 City / 29 Hwy
1161	1	20 City / 29 Hwy
1162	1	19 City / 24 Hwy
1163	1	19 City / 24 Hwy
1164	1	17 City / 22 Hwy
1165	1	21 City / 31 Hwy
1166	1	22 City / 30 Hwy
1167	1	17 City / 23 Hwy
1168	1	17 City / 23 Hwy
1169	1	18 City / 27 Hwy
1170	1	18 City / 27 Hwy
1171	1	17 City / 25 Hwy
1172	1	18 City / 28 Hwy
1173	1	18 City / 28 Hwy
1174	1	17 City / 25 Hwy
1175	1	17 City / 26 Hwy
1176	1	19 City / 27 Hwy
1177	1	19 City / 27 Hwy
1178	1	19 City / 27 Hwy
1179	1	17 City / 25 Hwy
1180	1	19 City / 27 Hwy
1181	1	16 City / 24 Hwy
1182	1	17 City / 25 Hwy
1183	1	14 City / 18 Hwy
1184	1	13 City / 16 Hwy
1185	1	14 City / 18 Hwy
1186	1	18 City / 27 Hwy
1187	1	18 City / 27 Hwy
1188	1	17 City / 22 Hwy
1189	1	17 City / 22 Hwy
1190	1	18 City / 26 Hwy
1191	1	18 City / 26 Hwy
1192	1	18 City / 25 Hwy
1193	1	12 City / 19 Hwy
1194	1	17 City / 25 Hwy
1195	1	17 City / 25 Hwy
1196	1	17 City / 25 Hwy
1197	1	17 City / 24 Hwy
1198	1	16 City / 23 Hwy
1199	1	18 City / 25 Hwy
1200	1	18 City / 25 Hwy
1201	1	18 City / 25 Hwy
1202	1	17 City / 23 Hwy
1203	1	15 City / 22 Hwy
1204	1	15 City / 22 Hwy
1205	1	18 City / 25 Hwy
1206	1	18 City / 25 Hwy
1207	1	18 City / 25 Hwy
1208	1	17 City / 23 Hwy
1209	1	15 City / 22 Hwy
1210	1	15 City / 22 Hwy
1211	1	18 City / 26 Hwy
1212	1	17 City / 25 Hwy
1213	1	18 City / 26 Hwy
1214	1	17 City / 24 Hwy
1215	1	17 City / 24 Hwy
1216	1	13 City / 19 Hwy
1217	1	22 City / 30 Hwy
1218	1	22 City / 30 Hwy
1219	1	22 City / 30 Hwy
1220	1	17 City / 23 Hwy
1221	1	17 City / 22 Hwy
1222	1	17 City / 24 Hwy
1223	1	17 City / 24 Hwy
1224	1	17 City / 24 Hwy
1225	1	17 City / 24 Hwy
1226	1	18 City / 27 Hwy
1227	1	17 City / 24 Hwy
1228	1	16 City / 21 Hwy
1229	0	<NULL>
1230	0	<NULL>
1231	0	<NULL>
1232	0	<NULL>
1233	0	<NULL>
1234	0	<NULL>
1235	1	27 City / 25 Hwy
1236	1	27 City / 25 Hwy
1237	1	19 City / 27 Hwy
1238	1	19 City / 27 Hwy
1239	1	19 City / 27 Hwy
1240	1	17 City / 25 Hwy
1241	1	19 City / 27 Hwy
1242	1	19 City / 27 Hwy
1243	1	17 City / 25 Hwy
1244	1	19 City / 27 Hwy
1245	1	35 City / 34 Hwy
1246	1	35 City / 34 Hwy
1247	1	18 City / 26 Hwy
1248	1	17 City / 25 Hwy
1249	1	26 City / 35 Hwy
1250	1	26 City / 34 Hwy
1251	1	26 City / 34 Hwy
1252	1	26 City / 34 Hwy
1253	1	26 City / 34 Hwy
1254	1	25 City / 36 Hwy
1255	1	21 City / 29 Hwy
1256	1	25 City / 36 Hwy
1257	1	26 City / 34 Hwy
1258	1	25 City / 36 Hwy
1259	1	21 City / 29 Hwy
1260	1	25 City / 33 Hwy
1261	1	25 City / 33 Hwy
1262	1	25 City / 33 Hwy
1263	1	20 City / 28 Hwy
1264	1	20 City / 28 Hwy
1265	1	20 City / 28 Hwy
1266	1	22 City / 28 Hwy
1267	1	22 City / 28 Hwy
1268	1	23 City / 31 Hwy
1269	1	23 City / 29 Hwy
1270	1	23 City / 28 Hwy
1271	1	22 City / 28 Hwy
1272	1	22 City / 28 Hwy
1273	1	22 City / 28 Hwy
1274	1	26 City / 32 Hwy
1275	1	21 City / 28 Hwy
1276	1	20 City / 26 Hwy
1277	1	18 City / 27 Hwy
1278	1	16 City / 26 Hwy
1279	1	18 City / 27 Hwy
1280	1	18 City / 27 Hwy
1281	1	18 City / 27 Hwy
1282	1	18 City / 27 Hwy
1283	1	18 City / 27 Hwy
1284	1	18 City / 27 Hwy
1285	1	18 City / 26 Hwy
1286	1	18 City / 27 Hwy
1287	1	18 City / 26 Hwy
1288	1	18 City / 27 Hwy
1289	1	18 City / 27 Hwy
1290	1	18 City / 27 Hwy
1291	1	16 City / 26 Hwy
1292	1	18 City / 27 Hwy
1293	1	18 City / 26 Hwy
1294	1	18 City / 27 Hwy
1295	1	18 City / 26 Hwy
1296	1	18 City / 26 Hwy
1297	1	18 City / 27 Hwy
1298	1	18 City / 27 Hwy
1299	1	18 City / 26 Hwy
1300	1	18 City / 27 Hwy
1301	1	18 City / 27 Hwy
1302	1	18 City / 26 Hwy
1303	1	18 City / 26 Hwy
1304	1	18 City / 26 Hwy
1305	1	18 City / 26 Hwy
1306	1	19 City / 27 Hwy
1307	1	18 City / 23 Hwy
1308	1	18 City / 26 Hwy
1309	1	17 City / 25 Hwy
1310	1	16 City / 23 Hwy
1311	1	16 City / 21 Hwy
1312	1	17 City / 24 Hwy
1313	1	17 City / 24 Hwy
1314	1	16 City / 22 Hwy
1315	1	16 City / 22 Hwy
1316	1	19 City / 27 Hwy
1317	1	14 City / 20 Hwy
1318	1	14 City / 20 Hwy
1319	1	12 City / 17 Hwy
1320	1	17 City / 24 Hwy
1321	1	17 City / 24 Hwy
1322	1	16 City / 22 Hwy
1323	1	15 City / 21 Hwy
1324	1	15 City / 21 Hwy
1325	1	14 City / 20 Hwy
1326	1	14 City / 20 Hwy
1327	1	13 City / 18 Hwy
1328	1	13 City / 18 Hwy
1329	1	13 City / 18 Hwy
1330	1	18 City / 27 Hwy
1331	1	18 City / 25 Hwy
1332	1	17 City / 26 Hwy
1333	1	18 City / 25 Hwy
1334	1	18 City / 25 Hwy
1335	1	15 City / 21 Hwy
1336	1	15 City / 21 Hwy
1337	1	15 City / 21 Hwy
1338	1	15 City / 21 Hwy
1339	1	15 City / 21 Hwy
1340	1	20 City / 28 Hwy
1341	1	19 City / 28 Hwy
1342	1	21 City / 31 Hwy
1343	1	21 City / 29 Hwy
1344	1	18 City / 25 Hwy
1345	1	18 City / 25 Hwy
1346	1	18 City / 25 Hwy
1347	1	19 City / 27 Hwy
1348	1	18 City / 26 Hwy
1349	1	17 City / 27 Hwy
1350	1	15 City / 21 Hwy
1351	1	15 City / 21 Hwy
1352	1	15 City / 21 Hwy
1353	1	15 City / 21 Hwy
1354	1	15 City / 21 Hwy
1355	1	28 City / 28 Hwy
1356	1	28 City / 28 Hwy
1357	1	12 City / 18 Hwy
1358	1	12 City / 18 Hwy
1359	1	12 City / 18 Hwy
1360	1	12 City / 18 Hwy
1361	1	15 City / 21 Hwy
1362	1	15 City / 21 Hwy
1363	1	15 City / 21 Hwy
1364	1	18 City / 25 Hwy
1365	1	18 City / 25 Hwy
1366	1	15 City / 22 Hwy
1367	1	15 City / 21 Hwy
1368	1	21 City / 29 Hwy
1369	1	21 City / 29 Hwy
1370	1	13 City / 19 Hwy
1371	1	12 City / 18 Hwy
1372	1	12 City / 18 Hwy
1373	1	12 City / 18 Hwy
1374	1	16 City / 22 Hwy
1375	1	18 City / 25 Hwy
1376	1	16 City / 23 Hwy
1377	1	15 City / 21 Hwy
1378	1	15 City / 21 Hwy
1379	1	15 City / 21 Hwy
1380	1	15 City / 21 Hwy
1381	1	14 City / 20 Hwy
1382	1	16 City / 22 Hwy
1383	1	14 City / 21 Hwy
1384	1	22 City / 31 Hwy
1385	1	20 City / 23 Hwy
1386	1	20 City / 23 Hwy
1387	1	21 City / 22 Hwy
1388	1	21 City / 22 Hwy
1389	1	21 City / 22 Hwy
1390	1	17 City / 27 Hwy
1391	1	15 City / 21 Hwy
1392	1	15 City / 21 Hwy
1393	1	15 City / 21 Hwy
1394	1	14 City / 18 Hwy
1395	1	18 City / 25 Hwy
1396	1	20 City / 23 Hwy
1397	1	20 City / 23 Hwy
1398	1	21 City / 22 Hwy
1399	1	17 City / 24 Hwy
1400	1	15 City / 22 Hwy
1401	1	17 City / 24 Hwy
1402	1	14 City / 19 Hwy
1403	1	14 City / 19 Hwy
1404	1	14 City / 19 Hwy
1405	1	14 City / 19 Hwy
1406	1	13 City / 18 Hwy
1407	1	13 City / 18 Hwy
1408	1	14 City / 20 Hwy
1409	1	14 City / 20 Hwy
1410	1	12 City / 17 Hwy
1411	1	12 City / 17 Hwy
1412	1	12 City / 17 Hwy
1413	1	12 City / 17 Hwy
1414	1	17 City / 23 Hwy
1415	1	15 City / 22 Hwy
1416	1	14 City / 20 Hwy
1417	1	13 City / 18 Hwy
1418	1	18 City / 26 Hwy
1419	1	14 City / 18 Hwy
1420	1	13 City / 18 Hwy
1421	1	12 City / 17 Hwy
1422	1	19 City / 27 Hwy
1423	1	20 City / 28 Hwy
1424	1	17 City / 26 Hwy
1425	1	17 City / 26 Hwy
1426	1	16 City / 25 Hwy
1427	1	17 City / 26 Hwy
1428	1	16 City / 25 Hwy
1429	1	15 City / 21 Hwy
1430	1	15 City / 21 Hwy
1431	1	15 City / 21 Hwy
1432	1	15 City / 21 Hwy
1433	1	15 City / 21 Hwy
1434	1	15 City / 21 Hwy
1435	1	14 City / 19 Hwy
1436	1	18 City / 25 Hwy
1437	1	15 City / 21 Hwy
1438	1	15 City / 21 Hwy
1439	1	15 City / 21 Hwy
1440	1	15 City / 21 Hwy
1441	1	19 City / 28 Hwy
1442	1	19 City / 28 Hwy
1443	1	18 City / 26 Hwy
1444	1	19 City / 26 Hwy
1445	1	19 City / 28 Hwy
1446	1	18 City / 26 Hwy
1447	1	19 City / 26 Hwy
1448	1	17 City / 24 Hwy
1449	1	16 City / 23 Hwy
1450	1	17 City / 24 Hwy
1451	1	16 City / 23 Hwy
1452	1	17 City / 25 Hwy
1453	1	15 City / 21 Hwy
1454	1	14 City / 20 Hwy
1455	1	16 City / 23 Hwy
1456	1	16 City / 21 Hwy
1457	1	15 City / 21 Hwy
1458	1	15 City / 21 Hwy
1459	1	15 City / 21 Hwy
1460	1	13 City / 18 Hwy
1461	1	14 City / 18 Hwy
1462	1	16 City / 21 Hwy
1463	1	16 City / 21 Hwy
1464	1	16 City / 21 Hwy
1465	1	10 City / 16 Hwy
1466	1	10 City / 16 Hwy
1467	1	10 City / 15 Hwy
1468	1	16 City / 21 Hwy
1469	1	16 City / 21 Hwy
1470	1	16 City / 21 Hwy
1471	1	16 City / 23 Hwy
1472	1	16 City / 21 Hwy
1473	1	10 City / 16 Hwy
1474	1	10 City / 16 Hwy
1475	1	10 City / 15 Hwy
1476	1	10 City / 15 Hwy
1477	1	23 City / 36 Hwy
1478	1	17 City / 23 Hwy
1479	1	16 City / 22 Hwy
1480	1	16 City / 21 Hwy
1481	1	17 City / 23 Hwy
1482	1	16 City / 22 Hwy
1483	1	16 City / 23 Hwy
1484	1	16 City / 23 Hwy
1485	1	19 City / 28 Hwy
1486	1	19 City / 28 Hwy
1487	1	19 City / 28 Hwy
1488	1	22 City / 32 Hwy
1489	1	18 City / 25 Hwy
1490	1	18 City / 26 Hwy
1491	1	18 City / 26 Hwy
1492	1	18 City / 28 Hwy
1493	1	18 City / 26 Hwy
1494	1	20 City / 27 Hwy
1495	1	16 City / 23 Hwy
1496	1	14 City / 20 Hwy
1497	1	13 City / 19 Hwy
1498	1	11 City / 17 Hwy
1499	1	12 City / 19 Hwy
1500	1	12 City / 19 Hwy
1501	1	19 City / 26 Hwy
1502	1	18 City / 25 Hwy
1503	1	17 City / 25 Hwy
1504	1	16 City / 22 Hwy
1505	1	16 City / 21 Hwy
1506	1	13 City / 18 Hwy
1507	1	21 City / 24 Hwy
1508	1	18 City / 25 Hwy
1509	1	24 City / 36 Hwy
1510	1	24 City / 36 Hwy
1511	1	24 City / 36 Hwy
1512	1	21 City / 25 Hwy
1513	1	17 City / 21 Hwy
1514	1	18 City / 20 Hwy
1515	1	14 City / 18 Hwy
1516	1	19 City / 25 Hwy
1517	1	19 City / 25 Hwy
1518	1	17 City / 21 Hwy
1519	1	14 City / 18 Hwy
1520	1	17 City / 21 Hwy
1521	1	16 City / 20 Hwy
1522	1	22 City / 32 Hwy
1523	1	25 City / 35 Hwy
1524	1	25 City / 35 Hwy
1525	1	26 City / 32 Hwy
1526	1	21 City / 28 Hwy
1527	1	24 City / 32 Hwy
1528	1	23 City / 27 Hwy
1529	1	23 City / 29 Hwy
1530	1	23 City / 27 Hwy
1531	1	23 City / 31 Hwy
1532	1	23 City / 27 Hwy
1533	1	23 City / 27 Hwy
1534	1	23 City / 29 Hwy
1535	1	18 City / 25 Hwy
1536	1	18 City / 25 Hwy
1537	1	18 City / 25 Hwy
1538	1	17 City / 23 Hwy
1539	1	15 City / 20 Hwy
1540	1	18 City / 25 Hwy
1541	1	17 City / 23 Hwy
1542	1	18 City / 24 Hwy
1543	1	17 City / 23 Hwy
1544	1	16 City / 21 Hwy
1545	1	16 City / 21 Hwy
1546	1	18 City / 25 Hwy
1547	1	18 City / 25 Hwy
1548	1	18 City / 25 Hwy
1549	1	18 City / 25 Hwy
1550	1	17 City / 23 Hwy
1551	1	18 City / 24 Hwy
1552	1	18 City / 24 Hwy
1553	1	18 City / 24 Hwy
1554	1	17 City / 25 Hwy
1555	1	21 City / 29 Hwy
1556	1	21 City / 29 Hwy
1557	1	18 City / 28 Hwy
1558	1	18 City / 25 Hwy
1559	1	18 City / 28 Hwy
1560	1	18 City / 25 Hwy
1561	1	15 City / 23 Hwy
1562	1	15 City / 22 Hwy
1563	1	15 City / 23 Hwy
1564	1	15 City / 23 Hwy
1565	1	17 City / 25 Hwy
1566	1	17 City / 25 Hwy
1567	1	16 City / 20 Hwy
1568	1	15 City / 20 Hwy
1569	1	11 City / 15 Hwy
1570	1	13 City / 18 Hwy
1571	1	20 City / 24 Hwy
1572	1	15 City / 23 Hwy
1573	1	15 City / 23 Hwy
1574	1	15 City / 23 Hwy
1575	1	15 City / 23 Hwy
1576	1	15 City / 23 Hwy
1577	1	15 City / 23 Hwy
1578	1	15 City / 22 Hwy
1579	1	16 City / 22 Hwy
1580	1	14 City / 22 Hwy
1581	1	16 City / 22 Hwy
1582	1	16 City / 22 Hwy
1583	1	16 City / 22 Hwy
1584	1	18 City / 27 Hwy
1585	1	18 City / 27 Hwy
1586	1	15 City / 24 Hwy
1587	1	18 City / 27 Hwy
1588	1	14 City / 19 Hwy
1589	1	17 City / 25 Hwy
1590	1	13 City / 18 Hwy
1591	1	14 City / 22 Hwy
1592	1	16 City / 24 Hwy
1593	1	16 City / 24 Hwy
1594	1	16 City / 24 Hwy
1595	1	16 City / 24 Hwy
1596	1	21 City / 29 Hwy
1597	1	12 City / 17 Hwy
1598	1	21 City / 27 Hwy
1599	1	18 City / 27 Hwy
1600	1	18 City / 27 Hwy
1601	1	19 City / 27 Hwy
1602	1	15 City / 21 Hwy
1603	1	14 City / 19 Hwy
1604	1	19 City / 26 Hwy
1605	1	19 City / 26 Hwy
1606	1	12 City / 17 Hwy
1607	1	19 City / 25 Hwy
1608	1	17 City / 26 Hwy
1609	1	18 City / 26 Hwy
1610	1	16 City / 24 Hwy
1611	1	15 City / 23 Hwy
1612	1	17 City / 26 Hwy
1613	1	17 City / 24 Hwy
1614	1	16 City / 23 Hwy
1615	1	17 City / 25 Hwy
1616	1	15 City / 23 Hwy
1617	1	15 City / 22 Hwy
1618	1	13 City / 20 Hwy
1619	1	22 City / 33 Hwy
1620	1	16 City / 26 Hwy
1621	1	16 City / 26 Hwy
1622	1	15 City / 24 Hwy
1623	1	14 City / 20 Hwy
1624	1	16 City / 26 Hwy
1625	1	16 City / 26 Hwy
1626	1	15 City / 24 Hwy
1627	1	14 City / 19 Hwy
1628	1	18 City / 24 Hwy
1629	1	19 City / 29 Hwy
1630	1	15 City / 19 Hwy
1631	1	18 City / 24 Hwy
1632	1	20 City / 23 Hwy
1633	1	20 City / 23 Hwy
1634	1	16 City / 25 Hwy
1635	1	15 City / 21 Hwy
1636	1	15 City / 21 Hwy
1637	1	21 City / 22 Hwy
1638	1	21 City / 22 Hwy
1639	1	20 City / 23 Hwy
1640	1	20 City / 23 Hwy
1641	1	20 City / 23 Hwy
1642	1	17 City / 26 Hwy
1643	1	16 City / 25 Hwy
1644	1	19 City / 26 Hwy
1645	1	19 City / 27 Hwy
1646	1	19 City / 26 Hwy
1647	1	15 City / 20 Hwy
1648	1	15 City / 20 Hwy
1649	1	16 City / 21 Hwy
1650	1	15 City / 20 Hwy
1651	1	15 City / 20 Hwy
1652	1	14 City / 22 Hwy
1653	1	17 City / 26 Hwy
1654	1	16 City / 23 Hwy
1655	1	15 City / 21 Hwy
1656	1	15 City / 21 Hwy
1657	1	14 City / 22 Hwy
1658	1	17 City / 24 Hwy
1659	1	14 City / 20 Hwy
1660	1	14 City / 20 Hwy
1661	1	14 City / 20 Hwy
1662	1	14 City / 20 Hwy
1663	1	13 City / 20 Hwy
1664	1	20 City / 30 Hwy
1665	1	16 City / 23 Hwy
1666	1	14 City / 20 Hwy
1667	1	13 City / 18 Hwy
1668	1	14 City / 20 Hwy
1669	1	14 City / 20 Hwy
1670	1	14 City / 20 Hwy
1671	1	14 City / 20 Hwy
1672	1	22 City / 25 Hwy
1673	1	16 City / 23 Hwy
1674	1	16 City / 23 Hwy
1675	1	14 City / 20 Hwy
1676	1	13 City / 18 Hwy
1677	1	12 City / 17 Hwy
1678	1	13 City / 18 Hwy
1679	1	12 City / 17 Hwy
1680	1	15 City / 22 Hwy
1681	1	16 City / 24 Hwy
1682	1	17 City / 23 Hwy
1683	1	13 City / 17 Hwy
1684	1	12 City / 17 Hwy
1685	1	16 City / 23 Hwy
1686	1	19 City / 28 Hwy
1687	1	15 City / 22 Hwy
1688	1	14 City / 19 Hwy
1689	1	17 City / 21 Hwy
1690	1	13 City / 18 Hwy
1691	1	14 City / 19 Hwy
1692	1	14 City / 19 Hwy
1693	1	14 City / 20 Hwy
1694	1	13 City / 20 Hwy
1695	1	13 City / 20 Hwy
1696	1	13 City / 20 Hwy
1697	1	13 City / 20 Hwy
