auto	aol	price
1397	1	$41,860
1398	1	$45,040
1399	1	$38,845
1400	1	$40,695
1401	1	$38,850
1402	1	$39,030
1403	1	$39,655
1404	1	$49,140
1405	1	$56,180
1406	1	$42,255
1407	1	$59,405
1408	1	$39,110
1409	1	$48,340
1410	1	$42,010
1411	1	$46,470
1412	1	$48,710
1413	1	$51,240
1414	1	$40,995
1415	1	$50,950
1416	1	$47,760
1417	1	$44,050
1418	1	$39,440
1419	1	$40,205
1420	1	$43,430
1421	1	$52,915
1422	1	$39,890
1423	1	$40,000
1424	1	$40,600
1425	1	$42,650
1426	1	$42,600
1427	1	$51,200
1428	1	$44,550
1429	1	$40,635
1430	1	$44,145
1431	1	$52,880
1432	1	$43,480
1433	1	$46,990
1434	1	$55,625
1435	1	$40,850
1436	1	$44,350
1437	1	$53,170
1438	1	$43,770
1439	1	$47,280
1440	1	$56,170
1441	1	$41,100
1442	1	$43,150
1443	1	$50,150
1444	1	$43,100
1445	1	$51,700
1446	1	$58,700
1447	1	$45,050
1448	1	$41,270
1449	1	$43,160
1450	1	$41,270
1451	1	$43,160
1452	1	$48,160
1453	1	$46,030
1454	1	$55,665
1455	1	$41,600
1456	1	$43,050
1457	1	$46,270
1458	1	$44,845
1459	1	$49,005
1460	1	$58,990
1461	1	$55,905
1462	1	$42,230
1463	1	$45,905
1464	1	$51,855
1465	1	$42,535
1466	1	$46,025
1467	1	$45,375
1468	1	$42,580
1469	1	$46,255
1470	1	$52,205
1471	1	$42,850
1472	1	$44,300
1473	1	$43,775
1474	1	$47,900
1475	1	$46,615
1476	1	$50,745
1477	1	$43,950
1478	1	$44,200
1479	1	$46,195
1480	1	$49,200
1481	1	$44,200
1482	1	$49,200
1483	1	$48,300
1484	1	$54,000
1485	1	$47,950
1486	1	$51,800
1487	1	$57,500
1488	1	$44,550
1489	1	$44,890
1490	1	$50,200
1491	1	$53,310
1492	1	$45,200
1493	1	$50,200
1494	1	$45,340
1495	1	$45,495
1496	1	$45,500
1497	1	$60,700
1498	1	$72,400
1499	1	$99,900
1500	1	$126,300
1501	1	$45,600
1502	1	$47,550
1503	1	$50,900
1504	1	$58,900
1505	1	$45,700
1506	1	$56,750
1507	1	$55,000
1508	1	$49,700
1509	1	$18,175
1510	1	$21,975
1511	1	$20,675
1512	1	$16,365
1513	1	$22,750
1514	1	$20,220
1515	1	$25,045
1516	1	$21,865
1517	1	$22,515
1518	1	$23,950
1519	1	$26,145
1520	1	$24,450
1521	1	$27,525
1522	1	$17,695
1523	1	$16,640
1524	1	$18,870
1525	1	$16,700
1526	1	$18,610
1527	1	$16,880
1528	1	$18,240
1529	1	$20,085
1530	1	$20,085
1531	1	$16,880
1532	1	$18,060
1533	1	$19,995
1534	1	$19,995
1535	1	$16,985
1536	1	$20,685
1537	1	$19,230
1538	1	$25,025
1539	1	$26,215
1540	1	$23,785
1541	1	$26,355
1542	1	$22,530
1543	1	$28,075
1544	1	$27,395
1545	1	$28,915
1546	1	$16,985
1547	1	$18,180
1548	1	$19,230
1549	1	$23,875
1550	1	$27,180
1551	1	$21,735
1552	1	$20,490
1553	1	$23,905
1554	1	$45,800
1555	1	$45,900
1556	1	$48,900
1557	1	$45,950
1558	1	$47,950
1559	1	$46,000
1560	1	$51,900
1561	1	$54,425
1562	1	$59,475
1563	1	$46,780
1564	1	$47,010
1565	1	$46,300
1566	1	$52,100
1567	1	$46,490
1568	1	$48,990
1569	1	$92,590
1570	1	$57,590
1571	1	$55,790
1572	1	$46,680
1573	1	$51,925
1574	1	$54,825
1575	1	$59,875
1576	1	$47,180
1577	1	$47,410
1578	1	$46,700
1579	1	$63,700
1580	1	$46,725
1581	1	$46,830
1582	1	$50,450
1583	1	$50,450
1584	1	$46,845
1585	1	$55,945
1586	1	$68,785
1587	1	$52,285
1588	1	$46,900
1589	1	$50,900
1590	1	$61,000
1591	1	$66,650
1592	1	$46,925
1593	1	$52,595
1594	1	$46,925
1595	1	$52,595
1596	1	$47,000
1597	1	$47,250
1598	1	$47,250
1599	1	$47,280
1600	1	$49,180
1601	1	$61,200
1602	1	$47,600
1603	1	$56,300
1604	1	$51,300
1605	1	$58,000
1606	1	$47,650
1607	1	$53,300
1608	1	$48,050
1609	1	$48,600
1610	1	$51,100
1611	1	$54,650
1612	1	$48,850
1613	1	$51,900
1614	1	$56,200
1615	1	$56,850
1616	1	$55,450
1617	1	$64,800
1618	1	$87,600
1619	1	$50,900
1620	1	$53,580
1621	1	$54,770
1622	1	$74,285
1623	1	$106,880
1624	1	$53,600
1625	1	$58,600
1626	1	$74,305
1627	1	$49,300
1628	1	$50,800
1629	1	$51,900
1630	1	$50,240
1631	1	$51,740
1632	1	$50,735
1633	1	$53,540
1634	1	$51,150
1635	1	$79,150
1636	1	$67,150
1637	1	$51,185
1638	1	$58,500
1639	1	$51,200
1640	1	$58,515
1641	1	$61,360
1642	1	$51,250
1643	1	$53,550
1644	1	$61,500
1645	1	$51,400
1646	1	$61,500
1647	1	$51,970
1648	1	$56,765
1649	1	$52,150
1650	1	$52,345
1651	1	$57,140
1652	1	$52,400
1653	1	$58,250
1654	1	$52,500
1655	1	$79,600
1656	1	$67,600
1657	1	$53,100
1658	1	$54,070
1659	1	$54,650
1660	1	$54,950
1661	1	$55,400
1662	1	$58,400
1663	1	$67,050
1664	1	$56,000
1665	1	$57,000
1666	1	$57,115
1667	1	$60,055
1668	1	$57,200
1669	1	$57,200
1670	1	$60,300
1671	1	$60,300
1672	1	$58,050
1673	1	$58,460
1674	1	$59,010
1675	1	$59,320
1676	1	$62,220
1677	1	$74,545
1678	1	$59,645
1679	1	$73,345
1680	1	$59,700
1681	1	$62,000
1682	1	$59,950
1683	1	$60,950
1684	1	$82,850
1685	1	$60,400
1686	1	$60,565
1687	1	$60,600
1688	1	$60,720
1689	1	$60,950
1690	1	$61,950
1691	1	$62,165
1692	1	$62,165
1693	1	$68,610
1694	1	$65,045
1695	1	$84,125
1696	1	$71,160
1697	1	$73,550
1698	1	$63,160
1699	1	$82,290
1700	1	$69,275
1701	1	$71,665
1702	1	$84,790
1703	1	$71,825
1704	1	$66,200
1705	1	$63,900
1706	1	$65,100
1707	1	$84,180
1708	1	$65,380
1709	1	$70,925
1710	1	$67,685
1711	1	$73,230
1712	1	$65,380
1713	1	$70,925
1714	1	$74,450
1715	1	$65,690
1716	1	$68,265
1717	1	$84,845
1718	1	$71,880
1719	1	$74,870
1720	1	$65,970
1721	1	$19,895
1722	1	$16,995
1723	1	$20,995
1724	1	$21,995
1725	1	$20,495
1726	1	$22,495
1727	1	$23,495
1728	1	$18,170
1729	1	$20,745
1730	1	$25,085
1731	1	$26,275
1732	1	$27,605
1733	1	$20,550
1734	1	$22,590
1735	1	$27,455
1736	1	$28,975
1737	1	$18,240
1738	1	$20,815
1739	1	$25,690
1740	1	$19,290
1741	1	$27,240
1742	1	$21,795
1743	1	$28,840
1744	1	$22,590
1745	1	$27,590
1746	1	$18,620
1747	1	$17,495
1748	1	$17,995
1749	1	$18,995
1750	1	$18,495
1751	1	$17,495
1752	1	$17,995
1753	1	$25,495
1754	1	$18,495
1755	1	$26,995
1756	1	$17,520
1757	1	$23,245
1758	1	$25,645
1759	1	$24,775
1760	1	$27,825
1761	1	$17,540
1762	1	$20,440
1763	1	$24,920
1764	1	$27,620
1765	1	$26,660
1766	1	$26,620
1767	1	$26,360
1768	1	$24,990
1769	1	$29,270
1770	1	$29,060
1771	1	$23,090
1772	1	$27,120
1773	1	$25,079
1774	1	$28,950
1775	1	$68,020
1776	1	$68,405
1777	1	$70,650
1778	1	$75,050
1779	1	$71,650
1780	1	$78,650
1781	1	$86,650
1782	1	$89,650
1783	1	$111,150
1784	1	$97,950
1785	1	$79,700
1786	1	$87,700
1787	1	$110,200
1788	1	$113,200
1789	1	$85,225
1790	1	$73,840
1791	1	$76,390
1792	1	$88,140
1793	1	$99,050
1794	1	$74,400
1795	1	$94,700
1796	1	$76,000
1797	1	$79,900
1798	1	$76,905
1799	1	$77,755
1800	1	$135,500
1801	1	$160,700
1802	1	$172,100
1803	1	$115,700
1804	1	$101,500
1805	1	$84,100
1806	1	$95,100
1807	1	$92,100
1808	1	$104,800
1809	1	$132,800
1810	1	$88,800
1811	1	$88,800
1812	1	$112,200
1813	1	$99,800
1814	1	$84,100
1815	1	$103,100
1816	1	$78,050
1817	1	$84,000
1818	1	$78,425
1819	1	$94,275
1820	1	$78,450
1821	1	$79,685
1822	1	$80,790
1823	1	$82,150
1824	1	$95,150
1825	1	$88,150
1826	1	$101,150
1827	1	$86,400
1828	1	$85,500
1829	1	$83,000
1830	1	$104,625
1831	1	$89,000
1832	1	$85,700
1833	1	$85,700
1834	1	$201,150
1835	1	$91,600
1836	1	$94,600
1837	1	$133,550
1838	1	$88,900
1839	1	$89,000
1840	1	$89,800
1841	1	$93,800
1842	1	$90,255
1843	1	$91,005
1844	1	$158,050
1845	1	$96,650
1846	1	$137,000
1847	1	$106,200
1848	1	$108,150
1849	1	$198,750
1850	1	$104,000
1851	1	$122,700
1852	1	$105,750
1853	1	$124,450
1854	1	$110,000
1855	1	$110,400
1856	1	$154,400
1857	1	$145,200
1858	1	$157,000
1859	1	$209,300
1860	1	$150,250
1861	1	$147,500
1862	1	$161,000
1863	1	$127,700
1864	1	$146,000
1865	1	$118,000
1866	1	$135,800
1867	1	$134,200
1868	1	$120,750
1869	1	$133,750
1870	1	$120,750
1871	1	$133,750
1872	1	$128,900
1873	1	$137,000
1874	1	$177,600
1875	1	$202,500
1876	1	$179,995
1877	1	$194,995
1878	1	$207,700
1879	1	$187,070
1880	1	$201,115
1881	1	$192,000
1882	1	$197,850
1883	1	$198,000
1884	1	$221,000
1885	1	$219,800
1886	1	$231,400
1887	1	$225,325
1888	1	$245,000
1889	1	$267,000
1890	1	$273,000
1891	1	$283,350
1892	1	$273,000
1893	1	$286,500
1894	1	$326,730
1895	1	$340,990
1896	1	$354,000
1897	1	$382,400
1898	1	$363,000
1899	1	$366,000
1900	1	$405,500
1901	1	$455,500
1902	1	$372,500
1903	1	$412,000
1904	1	$380,000
1905	1	$417,000
1906	1	$423,500
1907	1	$462,000
1908	1	$443,000
1909	1	$17,620
1910	1	$22,155
1911	1	$19,335
1912	1	$22,760
1913	1	$17,735
1914	1	$20,550
1915	1	$23,455
1916	1	$19,510
1917	1	$23,240
1918	1	$21,520
1919	1	$24,220
1920	1	$22,770
1921	1	$28,430
1922	1	$24,460
1923	1	$25,470
1924	1	$28,560
1925	1	$31,080
1926	1	$24,240
1927	1	$28,930
1928	1	$26,940
1929	1	$31,630
1930	1	$18,960
1931	1	$19,515
1932	1	$20,580
1933	1	$22,155
1934	1	$23,220
1935	1	$24,905
1936	1	$25,800
1937	1	$19,075
1938	1	$19,630
1939	1	$23,450
1940	1	$17,965
1941	1	$22,810
1942	1	$19,685
1943	1	$20,995
1944	1	$21,995
1945	1	$18,275
1946	1	$21,795
1947	1	$24,795
1948	1	$18,495
1949	1	$21,695
1950	1	$22,995
1951	1	$21,050
1952	1	$23,900
1953	1	$26,085
1954	1	$26,600
1955	1	$28,540
1956	1	$18,690
1957	1	$20,390
1958	1	$27,390
1959	1	$18,700
1960	1	$22,050
1961	1	$24,050
1962	1	$24,550
1963	1	$19,720
1964	1	$18,745
1965	1	$21,845
1966	1	$23,495
1967	1	$26,195
1968	1	$18,800
1969	1	$18,960
1970	1	$20,260
1971	1	$24,550
1972	1	$22,495
1973	1	$24,495
1974	1	$24,345
1975	1	$21,495
1976	1	$18,999
1977	1	$24,699
1978	1	$22,899
1979	1	$25,349
1980	1	$18,999
1981	1	$21,599
1982	1	$22,599
1983	1	$24,499
1984	1	$22,899
1985	1	$24,999
1986	1	$26,899
1987	1	$19,030
1988	1	$19,030
1989	1	$22,649
1990	1	$24,149
1991	1	$23,199
1992	1	$25,799
1993	1	$25,699
1994	1	$27,199
1995	1	$19,190
1996	1	$27,590
1997	1	$19,195
1998	1	$21,195
1999	1	$23,875
