auto	carquotes	price
0931	1	MSRP: $23,880
0932	1	MSRP: $33,945
0933	1	MSRP: $14,990
0934	1	MSRP: $14,990
0935	1	MSRP: $16,470
0936	1	MSRP: $16,470
0937	1	MSRP: $18,110
0938	1	MSRP: $26,215
0939	1	MSRP: $23,785
0940	1	MSRP: $27,545
0941	1	MSRP: $27,395
0942	1	MSRP: $28,915
0943	1	MSRP: $53,580
0944	1	MSRP: $58,580
0945	1	MSRP: $53,580
0946	1	MSRP: $58,580
0947	1	MSRP: $58,580
0948	1	MSRP: $48,930
0949	1	MSRP: $54,770
0950	1	MSRP: $48,930
0951	1	MSRP: $54,770
0952	1	MSRP: $74,285
0953	1	MSRP: $29,970
0954	1	MSRP: $24,365
0955	1	MSRP: $25,620
0956	1	MSRP: $27,370
0957	1	MSRP: $24,655
0958	1	MSRP: $27,635
0959	1	MSRP: $29,705
0960	1	MSRP: $27,635
0961	1	MSRP: $41,090
0962	1	MSRP: $41,975
0963	1	MSRP: $28,515
0964	1	MSRP: $28,515
0965	1	MSRP: $30,020
0966	1	MSRP: $32,315
0967	1	MSRP: $32,070
0968	1	MSRP: $18,720
0969	1	MSRP: $19,720
0970	1	MSRP: $19,030
0971	1	MSRP: $20,030
0972	1	MSRP: $32,520
0973	1	MSRP: $34,520
0974	1	MSRP: $37,620
0975	1	MSRP: $24,290
0976	1	MSRP: $25,555
0977	1	MSRP: $21,825
0978	1	MSRP: $26,955
0979	1	MSRP: $20,850
0980	1	MSRP: $26,935
0981	1	MSRP: $24,090
0982	1	MSRP: $29,125
0983	1	MSRP: $35,280
0984	1	MSRP: $35,580
0985	1	MSRP: $29,475
0986	1	MSRP: $32,275
0987	1	MSRP: $38,430
0988	1	MSRP: $30,585
0989	1	MSRP: $38,730
0990	1	MSRP: $31,465
0991	1	MSRP: $33,225
0992	1	MSRP: $38,625
0993	1	MSRP: $33,510
0994	1	MSRP: $44,670
0995	1	MSRP: $41,490
0996	1	MSRP: $27,465
0997	1	MSRP: $30,615
0998	1	MSRP: $33,410
0999	1	MSRP: $29,895
1000	1	MSRP: $32,905
1001	1	MSRP: $38,190
1002	1	MSRP: $29,940
1003	1	MSRP: $32,950
1004	1	MSRP: $38,235
1005	1	MSRP: $33,045
1006	1	MSRP: $36,055
1007	1	MSRP: $33,090
1008	1	MSRP: $36,100
1009	1	MSRP: $40,210
1010	1	MSRP: $31,390
1011	1	MSRP: $35,060
1012	1	MSRP: $43,360
1013	1	MSRP: $38,205
1014	1	MSRP: $31,510
1015	1	MSRP: $38,595
1016	1	MSRP: $36,675
1017	1	MSRP: $41,745
1018	1	MSRP: $34,740
1019	1	MSRP: $41,900
1020	1	MSRP: $32,335
1021	1	MSRP: $39,575
1022	1	MSRP: $32,645
1023	1	MSRP: $36,515
1024	1	MSRP: $40,770
1025	1	MSRP: $35,485
1026	1	MSRP: $37,740
1027	1	MSRP: $39,665
1028	1	MSRP: $43,920
1029	1	MSRP: $44,145
1030	1	MSRP: $52,880
1031	1	MSRP: $55,625
1032	1	MSRP: $42,245
1033	1	MSRP: $45,735
1034	1	MSRP: $48,580
1035	1	MSRP: $42,130
1036	1	MSRP: $50,765
1037	1	MSRP: $41,340
1038	1	MSRP: $44,980
1039	1	MSRP: $53,615
1040	1	MSRP: $50,720
1041	1	MSRP: $29,224
1042	1	MSRP: $31,745
1043	1	MSRP: $31,224
1044	1	MSRP: $33,745
1045	1	MSRP: $46,830
1046	1	MSRP: $54,250
1047	1	MSRP: $34,150
1048	1	MSRP: $36,350
1049	1	MSRP: $37,750
1050	1	MSRP: $40,800
1051	1	MSRP: $43,400
1052	1	MSRP: $44,000
1053	1	MSRP: $48,650
1054	1	MSRP: $60,400
1055	1	MSRP: $60,300
1056	1	MSRP: $57,200
1057	1	MSRP: $60,300
1058	1	MSRP: $33,800
1059	1	MSRP: $35,200
1060	1	MSRP: $37,400
1061	1	MSRP: $38,835
1062	1	MSRP: $39,835
1063	1	MSRP: $42,385
1064	1	MSRP: $42,385
1065	1	MSRP: $43,385
1066	1	MSRP: $43,385
1067	1	MSRP: $37,500
1068	1	MSRP: $40,400
1069	1	MSRP: $39,150
1070	1	MSRP: $34,450
1071	1	MSRP: $37,000
1072	1	MSRP: $36,050
1073	1	MSRP: $52,150
1074	1	MSRP: $54,650
1075	1	MSRP: $56,700
1076	1	MSRP: $59,800
1077	1	MSRP: $27,955
1078	1	MSRP: $26,390
1079	1	MSRP: $29,135
1080	1	MSRP: $34,535
1081	1	MSRP: $14,180
1082	1	MSRP: $14,980
1083	1	MSRP: $16,435
1084	1	MSRP: $29,310
1085	1	MSRP: $32,410
1086	1	MSRP: $32,410
1087	1	MSRP: $37,950
1088	1	MSRP: $15,800
1089	1	MSRP: $16,705
1090	1	MSRP: $18,100
1091	1	MSRP: $20,345
1092	1	MSRP: $22,510
1093	1	MSRP: $23,990
1094	1	MSRP: $26,520
1095	1	MSRP: $23,110
1096	1	MSRP: $25,450
1097	1	MSRP: $28,550
1098	1	MSRP: $29,650
1099	1	MSRP: $26,795
1100	1	MSRP: $22,595
1101	1	MSRP: $24,350
1102	1	MSRP: $25,495
1103	1	MSRP: $21,700
1104	1	MSRP: $31,335
1105	1	MSRP: $30,725
1106	1	MSRP: $32,815
1107	1	MSRP: $30,205
1108	1	MSRP: $34,215
1109	1	MSRP: $15,345
1110	1	MSRP: $17,105
1111	1	MSRP: $17,925
1112	1	MSRP: $21,645
1113	1	MSRP: $20,485
1114	1	MSRP: $21,485
1115	1	MSRP: $23,240
1116	1	MSRP: $19,470
1117	1	MSRP: $20,470
1118	1	MSRP: $21,050
1119	1	MSRP: $28,540
1120	1	MSRP: $56,045
1121	1	MSRP: $25,220
1122	1	MSRP: $26,400
1123	1	MSRP: $27,660
1124	1	MSRP: $28,400
1125	1	MSRP: $26,645
1126	1	MSRP: $32,140
1127	1	MSRP: $20,405
1128	1	MSRP: $25,550
1129	1	MSRP: $27,165
1130	1	MSRP: $24,200
1131	1	MSRP: $22,675
1132	1	MSRP: $88,800
1133	1	MSRP: $95,100
1134	1	MSRP: $101,500
1135	1	MSRP: $107,800
1136	1	MSRP: $146,800
1137	1	MSRP: $77,800
1138	1	MSRP: $84,100
1139	1	MSRP: $92,100
1140	1	MSRP: $49,700
1141	1	MSRP: $67,700
1142	1	MSRP: $104,800
1143	1	MSRP: $89,800
1144	1	MSRP: $94,700
1145	1	MSRP: $88,800
1146	1	MSRP: $99,800
1147	1	MSRP: $77,800
1148	1	MSRP: $88,800
1149	1	MSRP: $95,100
1150	1	MSRP: $84,100
1151	1	MSRP: $92,100
1152	1	MSRP: $29,270
1153	1	MSRP: $27,055
1154	1	MSRP: $29,795
1155	1	MSRP: $32,300
1156	1	MSRP: $60,700
1157	1	MSRP: $99,900
1158	1	MSRP: $61,500
1159	1	MSRP: $89,800
1160	1	MSRP: $33,575
1161	1	MSRP: $39,990
1162	1	MSRP: $30,120
1163	1	MSRP: $19,065
1164	1	MSRP: $23,910
1165	1	MSRP: $25,440
1166	1	MSRP: $27,975
1167	1	MSRP: $24,290
1168	1	MSRP: $25,390
1169	1	MSRP: $28,575
1170	1	MSRP: $14,995
1171	1	MSRP: $15,995
1172	1	MSRP: $17,095
1173	1	MSRP: $19,295
1174	1	MSRP: $19,545
1175	1	MSRP: $20,795
1176	1	MSRP: $24,095
1177	1	MSRP: $22,995
1178	1	MSRP: $24,195
1179	1	MSRP: $19,825
1180	1	MSRP: $20,925
1181	1	MSRP: $24,730
1182	1	MSRP: $25,830
1183	1	MSRP: $26,540
1184	1	MSRP: $27,945
1185	1	MSRP: $30,135
1186	1	MSRP: $29,900
1187	1	MSRP: $32,090
1188	1	MSRP: $32,820
1189	1	MSRP: $37,050
1190	1	MSRP: $44,450
1191	1	MSRP: $54,000
1192	1	MSRP: $51,800
1193	1	MSRP: $57,500
1194	1	MSRP: $33,080
1195	1	MSRP: $35,950
1196	1	MSRP: $17,620
1197	1	MSRP: $22,155
1198	1	MSRP: $22,760
1199	1	MSRP: $23,860
1200	1	MSRP: $24,565
1201	1	MSRP: $25,170
1202	1	MSRP: $22,830
1203	1	MSRP: $23,930
1204	1	MSRP: $22,165
1205	1	MSRP: $24,990
1206	1	MSRP: $26,090
1207	1	MSRP: $19,395
1208	1	MSRP: $20,610
1209	1	MSRP: $23,240
1210	1	MSRP: $24,615
1211	1	MSRP: $18,690
1212	1	MSRP: $19,790
1213	1	MSRP: $20,390
1214	1	MSRP: $20,390
1215	1	MSRP: $28,185
1216	1	MSRP: $30,640
1217	1	MSRP: $31,280
1218	1	MSRP: $30,600
1219	1	MSRP: $33,600
1220	1	MSRP: $36,600
1221	1	MSRP: $42,500
1222	1	MSRP: $42,500
1223	1	MSRP: $23,200
1224	1	MSRP: $33,500
1225	1	MSRP: $29,700
1226	1	MSRP: $26,250
1227	1	MSRP: $23,565
1228	1	MSRP: $25,635
1229	1	MSRP: $25,165
1230	1	MSRP: $28,345
1231	1	MSRP: $29,525
1232	1	MSRP: $25,630
1233	1	MSRP: $27,380
1234	1	MSRP: $28,180
1235	1	MSRP: $28,480
1236	1	MSRP: $34,220
1237	1	MSRP: $36,220
1238	1	MSRP: $37,180
1239	1	MSRP: $31,800
1240	1	MSRP: $19,245
1241	1	MSRP: $21,245
1242	1	MSRP: $39,615
1243	1	MSRP: $40,373
1244	1	MSRP: $32,160
1245	1	MSRP: $30,475
1246	1	MSRP: $38,010
1247	1	MSRP: $40,050
1248	1	MSRP: $28,350
1249	1	MSRP: $38,010
1250	1	MSRP: $31,885
1251	1	MSRP: $27,850
1252	1	MSRP: $29,210
1253	1	MSRP: $20,120
1254	1	MSRP: $35,875
1255	1	MSRP: $52,500
1256	1	MSRP: $56,500
1257	1	MSRP: $56,500
1258	1	MSRP: $113,200
1259	1	MSRP: $24,050
1260	1	MSRP: $25,630
1261	1	MSRP: $29,865
1262	1	MSRP: $32,375
1263	1	MSRP: $25,800
1264	1	MSRP: $31,615
1265	1	MSRP: $34,125
1266	1	MSRP: $89,000
1267	1	MSRP: $96,125
1268	1	MSRP: $56,150
1269	1	MSRP: $51,150
1270	1	MSRP: $79,150
1271	1	MSRP: $67,150
1272	1	MSRP: $101,150
1273	1	MSRP: $82,150
1274	1	MSRP: $33,990
1275	1	MSRP: $37,900
1276	1	MSRP: $74,000
1277	1	MSRP: $64,800
1278	1	MSRP: $48,850
1279	1	MSRP: $49,400
1280	1	MSRP: $57,100
1281	1	MSRP: $57,100
1282	1	MSRP: $59,600
1283	1	MSRP: $87,600
1284	1	MSRP: $50,900
1285	1	MSRP: $105,750
1286	1	MSRP: $124,450
1287	1	MSRP: $84,450
1288	1	MSRP: $35,500
1289	1	MSRP: $37,500
1290	1	MSRP: $35,830
1291	1	MSRP: $38,440
1292	1	MSRP: $45,110
1293	1	MSRP: $46,380
1294	1	MSRP: $41,340
1295	1	MSRP: $48,010
1296	1	MSRP: $49,280
1297	1	MSRP: $46,490
1298	1	MSRP: $91,000
1299	1	MSRP: $93,000
1300	1	MSRP: $158,050
1301	1	MSRP: $198,750
1302	1	MSRP: $47,650
1303	1	MSRP: $183,000
1304	1	MSRP: $33,600
1305	1	MSRP: $37,100
1306	1	MSRP: $57,350
1307	1	MSRP: $154,400
1308	1	MSRP: $207,170
1309	1	MSRP: $54,650
1310	1	MSRP: $56,300
1311	1	MSRP: $48,600
1312	1	MSRP: $56,300
1313	1	MSRP: $48,600
1314	1	MSRP: $51,100
1315	1	MSRP: $51,100
1316	1	MSRP: $58,800
1317	1	MSRP: $85,750
1318	1	MSRP: $39,355
1319	1	MSRP: $47,760
1320	1	MSRP: $42,255
1321	1	MSRP: $51,930
1322	1	MSRP: $104,000
1323	1	MSRP: $36,600
1324	1	MSRP: $48,200
1325	1	MSRP: $87,950
1326	1	MSRP: $94,600
1327	1	MSRP: $201,150
1328	1	MSRP: $51,900
1329	1	MSRP: $66,650
1330	1	MSRP: $42,940
1331	1	MSRP: $44,550
1332	1	MSRP: $28,900
1333	1	MSRP: $38,115
1334	1	MSRP: $37,020
1335	1	MSRP: $28,190
1336	1	MSRP: $31,190
1337	1	MSRP: $30,190
1338	1	MSRP: $39,190
1339	1	MSRP: $43,435
1340	1	MSRP: $49,565
1341	1	MSRP: $45,080
1342	1	MSRP: $28,900
1343	1	MSRP: $32,395
1344	1	MSRP: $36,975
1345	1	MSRP: $26,950
1346	1	MSRP: $26,950
1347	1	MSRP: $27,750
1348	1	MSRP: $29,000
1349	1	MSRP: $32,400
1350	1	MSRP: $32,400
1351	1	MSRP: $38,050
1352	1	MSRP: $41,550
1353	1	MSRP: $22,715
1354	1	MSRP: $27,170
1355	1	MSRP: $22,715
1356	1	MSRP: $27,170
1357	1	MSRP: $27,085
1358	1	MSRP: $30,310
1359	1	MSRP: $26,240
1360	1	MSRP: $29,455
1361	1	MSRP: $33,075
1362	1	MSRP: $37,255
1363	1	MSRP: $29,780
1364	1	MSRP: $31,810
1365	1	MSRP: $35,435
1366	1	MSRP: $36,470
1367	1	MSRP: $41,790
1368	1	MSRP: $47,195
1369	1	MSRP: $33,050
1370	1	MSRP: $35,735
1371	1	MSRP: $33,835
1372	1	MSRP: $35,895
1373	1	MSRP: $38,985
1374	1	MSRP: $51,140
1375	1	MSRP: $45,235
1376	1	MSRP: $44,315
1377	1	MSRP: $32,000
1378	1	MSRP: $32,000
1379	1	MSRP: $38,000
1380	1	MSRP: $40,000
1381	1	MSRP: $26,300
1382	1	MSRP: $26,300
1383	1	MSRP: $40,000
1384	1	MSRP: $26,200
1385	1	MSRP: $31,150
1386	1	MSRP: $26,200
1387	1	MSRP: $31,350
1388	1	MSRP: $31,350
1389	1	MSRP: $31,150
1390	1	MSRP: $26,200
1391	1	MSRP: $50,950
1392	1	MSRP: $33,050
1393	1	MSRP: $33,050
1394	1	MSRP: $28,700
1395	1	MSRP: $28,700
1396	1	MSRP: $33,050
1397	1	MSRP: $33,550
1398	1	MSRP: $32,395
1399	1	MSRP: $32,395
1400	1	MSRP: $37,200
1401	1	MSRP: $32,395
1402	1	MSRP: $42,800
1403	1	MSRP: $37,950
1404	1	MSRP: $14,320
1405	1	MSRP: $16,320
1406	1	MSRP: $17,120
1407	1	MSRP: $37,700
1408	1	MSRP: $39,500
1409	1	MSRP: $47,500
1410	1	MSRP: $37,700
1411	1	MSRP: $21,245
1412	1	MSRP: $23,545
1413	1	MSRP: $16,880
1414	1	MSRP: $18,085
1415	1	MSRP: $20,085
1416	1	MSRP: $20,085
1417	1	MSRP: $29,670
1418	1	MSRP: $25,170
1419	1	MSRP: $25,170
1420	1	MSRP: $25,170
1421	1	MSRP: $30,170
1422	1	MSRP: $30,170
1423	1	MSRP: $30,170
1424	1	MSRP: $32,320
1425	1	MSRP: $33,195
1426	1	MSRP: $41,795
1427	1	MSRP: $31,195
1428	1	MSRP: $43,795
1429	1	MSRP: $24,995
1430	1	MSRP: $21,800
1431	1	MSRP: $22,245
1432	1	MSRP: $24,245
1433	1	MSRP: $29,240
1434	1	MSRP: $25,945
1435	1	MSRP: $29,945
1436	1	MSRP: $30,940
1437	1	MSRP: $34,440
1438	1	MSRP: $22,245
1439	1	MSRP: $27,245
1440	1	MSRP: $27,995
1441	1	MSRP: $28,995
1442	1	MSRP: $39,695
1443	1	MSRP: $42,690
1444	1	MSRP: $45,185
1445	1	MSRP: $36,720
1446	1	MSRP: $31,875
1447	1	MSRP: $37,845
1448	1	MSRP: $21,730
1449	1	MSRP: $21,230
1450	1	MSRP: $16,880
1451	1	MSRP: $19,995
1452	1	MSRP: $19,995
1453	1	MSRP: $23,245
1454	1	MSRP: $30,860
1455	1	MSRP: $24,590
1456	1	MSRP: $26,150
1457	1	MSRP: $29,490
1458	1	MSRP: $32,005
1459	1	MSRP: $34,445
1460	1	MSRP: $22,755
1461	1	MSRP: $27,005
1462	1	MSRP: $26,325
1463	1	MSRP: $27,160
1464	1	MSRP: $21,800
1465	1	MSRP: $26,480
1466	1	MSRP: $29,745
1467	1	MSRP: $27,500
1468	1	MSRP: $26,750
1469	1	MSRP: $24,855
1470	1	MSRP: $20,910
1471	1	MSRP: $25,065
1472	1	MSRP: $25,365
1473	1	MSRP: $28,865
1474	1	MSRP: $28,865
1475	1	MSRP: $28,865
1476	1	MSRP: $31,020
1477	1	MSRP: $31,020
1478	1	MSRP: $39,035
1479	1	MSRP: $32,085
1480	1	MSRP: $31,730
1481	1	MSRP: $34,240
1482	1	MSRP: $34,240
1483	1	MSRP: $42,650
1484	1	MSRP: $17,270
1485	1	MSRP: $30,360
1486	1	MSRP: $30,465
1487	1	MSRP: $35,215
1488	1	MSRP: $39,290
1489	1	MSRP: $30,665
1490	1	MSRP: $39,490
1491	1	MSRP: $35,915
1492	1	MSRP: $33,860
1493	1	MSRP: $38,680
1494	1	MSRP: $43,150
1495	1	MSRP: $38,480
1496	1	MSRP: $41,490
1497	1	MSRP: $43,485
1498	1	MSRP: $38,450
1499	1	MSRP: $43,685
1500	1	MSRP: $47,265
1501	1	MSRP: $47,765
1502	1	MSRP: $41,550
1503	1	MSRP: $46,630
1504	1	MSRP: $47,130
1505	1	MSRP: $90,255
1506	1	MSRP: $91,005
1507	1	MSRP: $31,130
1508	1	MSRP: $33,525
1509	1	MSRP: $43,160
1510	1	MSRP: $27,270
1511	1	MSRP: $27,270
1512	1	MSRP: $28,750
1513	1	MSRP: $30,850
1514	1	MSRP: $30,850
1515	1	MSRP: $31,950
1516	1	MSRP: $32,850
1517	1	MSRP: $34,140
1518	1	MSRP: $35,940
1519	1	MSRP: $42,000
1520	1	MSRP: $42,000
1521	1	MSRP: $44,190
1522	1	MSRP: $44,190
1523	1	MSRP: $44,190
1524	1	MSRP: $36,500
1525	1	MSRP: $36,500
1526	1	MSRP: $37,790
1527	1	MSRP: $78,050
1528	1	MSRP: $28,645
1529	1	MSRP: $35,200
1530	1	MSRP: $42,500
1531	1	MSRP: $50,900
1532	1	MSRP: $50,900
1533	1	MSRP: $58,900
1534	1	MSRP: $161,000
1535	1	MSRP: $136,800
1536	1	MSRP: $147,500
1537	1	MSRP: $156,600
1538	1	MSRP: $114,200
1539	1	MSRP: $123,300
1540	1	MSRP: $46,600
1541	1	MSRP: $46,600
1542	1	MSRP: $48,000
1543	1	MSRP: $58,450
1544	1	MSRP: $53,100
1545	1	MSRP: $54,300
1546	1	MSRP: $54,300
1547	1	MSRP: $38,300
1548	1	MSRP: $38,300
1549	1	MSRP: $50,000
1550	1	MSRP: $28,750
1551	1	MSRP: $28,750
1552	1	MSRP: $29,950
1553	1	MSRP: $31,450
1554	1	MSRP: $35,350
1555	1	MSRP: $35,350
1556	1	MSRP: $35,350
1557	1	MSRP: $27,145
1558	1	MSRP: $29,645
1559	1	MSRP: $32,845
1560	1	MSRP: $42,000
1561	1	MSRP: $44,100
1562	1	MSRP: $36,000
1563	1	MSRP: $36,000
1564	1	MSRP: $37,200
1565	1	MSRP: $37,200
1566	1	MSRP: $37,200
1567	1	MSRP: $45,200
1568	1	MSRP: $53,310
1569	1	MSRP: $74,550
1570	1	MSRP: $37,350
1571	1	MSRP: $37,350
1572	1	MSRP: $37,350
1573	1	MSRP: $46,900
1574	1	MSRP: $46,900
1575	1	MSRP: $50,900
1576	1	MSRP: $146,000
1577	1	MSRP: $123,300
1578	1	MSRP: $47,300
1579	1	MSRP: $47,300
1580	1	MSRP: $52,400
1581	1	MSRP: $52,400
1582	1	MSRP: $76,100
1583	1	MSRP: $19,075
1584	1	MSRP: $19,630
1585	1	MSRP: $22,380
1586	1	MSRP: $22,595
1587	1	MSRP: $23,450
1588	1	MSRP: $40,800
1589	1	MSRP: $40,800
1590	1	MSRP: $37,800
1591	1	MSRP: $37,800
1592	1	MSRP: $48,900
1593	1	MSRP: $34,465
1594	1	MSRP: $38,185
1595	1	MSRP: $39,090
1596	1	MSRP: $36,465
1597	1	MSRP: $43,220
1598	1	MSRP: $45,220
1599	1	MSRP: $20,550
1600	1	MSRP: $20,815
1601	1	MSRP: $22,590
1602	1	MSRP: $28,840
1603	1	MSRP: $29,895
1604	1	MSRP: $24,860
1605	1	MSRP: $25,980
1606	1	MSRP: $25,980
1607	1	MSRP: $27,840
1608	1	MSRP: $29,300
1609	1	MSRP: $41,295
1610	1	MSRP: $42,180
1611	1	MSRP: $29,300
1612	1	MSRP: $30,185
1613	1	MSRP: $29,910
1614	1	MSRP: $37,975
1615	1	MSRP: $29,220
1616	1	MSRP: $32,510
1617	1	MSRP: $32,265
1618	1	MSRP: $34,380
1619	1	MSRP: $46,375
1620	1	MSRP: $34,380
1621	1	MSRP: $20,850
1622	1	MSRP: $27,225
1623	1	MSRP: $21,240
1624	1	MSRP: $27,345
1625	1	MSRP: $30,195
1626	1	MSRP: $30,495
1627	1	MSRP: $28,340
1628	1	MSRP: $29,595
1629	1	MSRP: $27,435
1630	1	MSRP: $30,645
1631	1	MSRP: $32,685
1632	1	MSRP: $39,230
1633	1	MSRP: $30,565
1634	1	MSRP: $32,525
1635	1	MSRP: $33,715
1636	1	MSRP: $45,040
1637	1	MSRP: $34,725
1638	1	MSRP: $31,575
1639	1	MSRP: $27,965
1640	1	MSRP: $33,100
1641	1	MSRP: $38,690
1642	1	MSRP: $30,145
1643	1	MSRP: $37,215
1644	1	MSRP: $41,840
1645	1	MSRP: $32,045
1646	1	MSRP: $35,000
1647	1	MSRP: $44,560
1648	1	MSRP: $36,315
1649	1	MSRP: $39,470
1650	1	MSRP: $31,615
1651	1	MSRP: $38,920
1652	1	MSRP: $38,720
1653	1	MSRP: $33,630
1654	1	MSRP: $37,480
1655	1	MSRP: $34,225
1656	1	MSRP: $41,860
1657	1	MSRP: $49,175
1658	1	MSRP: $34,795
1659	1	MSRP: $41,265
1660	1	MSRP: $34,990
1661	1	MSRP: $46,030
1662	1	MSRP: $41,455
1663	1	MSRP: $46,220
1664	1	MSRP: $44,410
1665	1	MSRP: $32,215
1666	1	MSRP: $36,450
1667	1	MSRP: $32,210
1668	1	MSRP: $31,760
1669	1	MSRP: $34,955
1670	1	MSRP: $35,640
1671	1	MSRP: $43,275
1672	1	MSRP: $41,905
1673	1	MSRP: $33,965
1674	1	MSRP: $33,565
1675	1	MSRP: $42,110
1676	1	MSRP: $45,445
1677	1	MSRP: $37,530
1678	1	MSRP: $42,305
1679	1	MSRP: $36,715
1680	1	MSRP: $45,455
1681	1	MSRP: $46,565
1682	1	MSRP: $46,750
1683	1	MSRP: $26,050
1684	1	MSRP: $27,850
1685	1	MSRP: $29,650
1686	1	MSRP: $27,800
1687	1	MSRP: $29,600
1688	1	MSRP: $53,240
1689	1	MSRP: $42,595
1690	1	MSRP: $46,905
1691	1	MSRP: $56,235
1692	1	MSRP: $51,200
1693	1	MSRP: $58,515
1694	1	MSRP: $54,010
1695	1	MSRP: $46,270
1696	1	MSRP: $44,845
1697	1	MSRP: $58,990
1698	1	MSRP: $47,900
1699	1	MSRP: $31,740
1700	1	MSRP: $38,085
1701	1	MSRP: $36,365
1702	1	MSRP: $18,180
1703	1	MSRP: $21,735
1704	1	MSRP: $20,755
1705	1	MSRP: $23,905
1706	1	MSRP: $28,780
1707	1	MSRP: $23,875
1708	1	MSRP: $27,530
1709	1	MSRP: $25,775
1710	1	MSRP: $27,635
1711	1	MSRP: $29,095
1712	1	MSRP: $29,095
1713	1	MSRP: $37,770
1714	1	MSRP: $39,630
1715	1	MSRP: $41,090
1716	1	MSRP: $41,975
1717	1	MSRP: $28,515
1718	1	MSRP: $28,515
1719	1	MSRP: $30,020
1720	1	MSRP: $32,315
1721	1	MSRP: $34,185
1722	1	MSRP: $32,070
1723	1	MSRP: $32,070
1724	1	MSRP: $34,325
1725	1	MSRP: $35,710
1726	1	MSRP: $37,675
1727	1	MSRP: $46,320
1728	1	MSRP: $47,890
1729	1	MSRP: $34,270
1730	1	MSRP: $37,185
1731	1	MSRP: $20,850
1732	1	MSRP: $21,240
1733	1	MSRP: $27,435
1734	1	MSRP: $31,490
1735	1	MSRP: $32,685
1736	1	MSRP: $38,930
1737	1	MSRP: $33,795
1738	1	MSRP: $29,375
1739	1	MSRP: $33,595
1740	1	MSRP: $39,125
1741	1	MSRP: $32,525
1742	1	MSRP: $33,715
1743	1	MSRP: $35,025
1744	1	MSRP: $43,285
1745	1	MSRP: $46,435
1746	1	MSRP: $38,710
1747	1	MSRP: $41,860
1748	1	MSRP: $30,675
1749	1	MSRP: $30,615
1750	1	MSRP: $33,825
1751	1	MSRP: $38,690
1752	1	MSRP: $33,365
1753	1	MSRP: $33,090
1754	1	MSRP: $41,885
1755	1	MSRP: $31,345
1756	1	MSRP: $34,495
1757	1	MSRP: $38,575
1758	1	MSRP: $34,540
1759	1	MSRP: $43,905
1760	1	MSRP: $31,510
1761	1	MSRP: $34,440
1762	1	MSRP: $32,090
1763	1	MSRP: $33,935
1764	1	MSRP: $39,100
1765	1	MSRP: $31,590
1766	1	MSRP: $37,085
1767	1	MSRP: $42,250
1768	1	MSRP: $35,005
1769	1	MSRP: $32,645
1770	1	MSRP: $36,930
1771	1	MSRP: $35,795
1772	1	MSRP: $40,080
1773	1	MSRP: $44,420
1774	1	MSRP: $24,250
1775	1	MSRP: $27,750
1776	1	MSRP: $29,550
1777	1	MSRP: $26,000
1778	1	MSRP: $31,300
1779	1	MSRP: $43,810
1780	1	MSRP: $42,080
1781	1	MSRP: $53,000
1782	1	MSRP: $61,345
1783	1	MSRP: $45,950
1784	1	MSRP: $15,995
1785	1	MSRP: $18,895
1786	1	MSRP: $17,895
1787	1	MSRP: $29,055
1788	1	MSRP: $34,485
1789	1	MSRP: $39,740
1790	1	MSRP: $31,700
1791	1	MSRP: $42,345
1792	1	MSRP: $32,940
1793	1	MSRP: $40,955
1794	1	MSRP: $35,715
1795	1	MSRP: $40,765
1796	1	MSRP: $17,995
1797	1	MSRP: $18,395
1798	1	MSRP: $20,495
1799	1	MSRP: $24,495
1800	1	MSRP: $14,995
1801	1	MSRP: $16,095
1802	1	MSRP: $15,095
1803	1	MSRP: $24,595
1804	1	MSRP: $29,195
1805	1	MSRP: $22,395
1806	1	MSRP: $24,095
1807	1	MSRP: $27,395
1808	1	MSRP: $25,395
1809	1	MSRP: $33,895
1810	1	MSRP: $15,495
1811	1	MSRP: $18,495
1812	1	MSRP: $18,295
1813	1	MSRP: $20,295
1814	1	MSRP: $21,795
1815	1	MSRP: $17,495
1816	1	MSRP: $18,495
1817	1	MSRP: $13,695
1818	1	MSRP: $16,595
1819	1	MSRP: $17,595
1820	1	MSRP: $17,695
1821	1	MSRP: $18,695
1822	1	MSRP: $17,995
1823	1	MSRP: $20,995
1824	1	MSRP: $21,995
1825	1	MSRP: $22,795
1826	1	MSRP: $54,020
1827	1	MSRP: $57,710
1828	1	MSRP: $48,665
1829	1	MSRP: $62,690
1830	1	MSRP: $13,795
1831	1	MSRP: $14,695
1832	1	MSRP: $14,895
1833	1	MSRP: $13,895
1834	1	MSRP: $24,195
1835	1	MSRP: $28,695
1836	1	MSRP: $16,195
1837	1	MSRP: $17,195
1838	1	MSRP: $17,195
1839	1	MSRP: $18,195
1840	1	MSRP: $19,995
1841	1	MSRP: $20,995
1842	1	MSRP: $24,850
1843	1	MSRP: $27,850
1844	1	MSRP: $25,250
1845	1	MSRP: $26,950
1846	1	MSRP: $20,450
1847	1	MSRP: $27,150
1848	1	MSRP: $34,000
1849	1	MSRP: $37,770
1850	1	MSRP: $25,170
1851	1	MSRP: $19,275
1852	1	MSRP: $19,355
1853	1	MSRP: $15,845
1854	1	MSRP: $16,905
1855	1	MSRP: $17,705
1856	1	MSRP: $15,850
1857	1	MSRP: $15,700
1858	1	MSRP: $21,385
1859	1	MSRP: $21,200
1860	1	MSRP: $22,260
1861	1	MSRP: $23,200
1862	1	MSRP: $25,510
