auto	msn	engine
0830	1	4.8L 385 hp V8
0831	1	4.8L 405 hp V8
0832	1	4.8L 500 hp V8
0833	1	2.5L 175 hp I4
0834	1	3.0L 240 hp V6
0835	1	3.5L 263 hp V6
0836	1	4.6L 224 hp V8
0837	1	2.5L 171 hp I4
0838	1	4.0L 210 hp V6
0839	1	2.5L I4
0840	1	2.5L I4
0841	1	6.7L 453 hp V12
0842	1	6.7L 453 hp V12
0843	1	6.7L 453 hp V12
0844	1	2.5L 170 hp H4
0845	1	2.5L 170 hp H4
0846	1	2.5L 170 hp H4
0847	1	2.5L 170 hp H4
0848	1	3.6L 256 hp H6
0849	1	2.5L 265 hp H4
0850	1	2.5L 170 hp H4
0851	1	2.5L 170 hp H4
0852	1	3.6L 256 hp H6
0853	1	2.5L 265 hp H4
0854	1	2.5L 265 hp H4
0855	1	2.5L 265 hp H4
0856	1	2.5L 265 hp H4
0857	1	2.5L 265 hp H4
0858	1	2.5L 265 hp H4
0859	1	2.5L 305 hp H4
0860	1	2.5L 305 hp H4
0861	1	2.5L 305 hp H4
0862	1	2.5L 170 hp H4
0863	1	2.5L 170 hp H4
0864	1	2.5L 224 hp H4
0865	1	2.5L 224 hp H4
0866	1	3.6L 256 hp H6
0867	1	3.6L 256 hp H6
0868	1	3.6L 256 hp H6
0869	1	5.9L 470 hp V12
0870	1	5.9L 470 hp V12
0871	1	5.9L 470 hp V12
0872	1	5.9L 510 hp V12
0873	1	5.9L 510 hp V12
0874	1	4.7L 420 hp V8
0875	1	1.6L 108 hp I4
0876	1	1.6L 108 hp I4
0877	1	1.6L 108 hp I4
0878	1	1.6L 108 hp I4
0879	1	1.6L 108 hp I4
0880	1	2.2L 155 hp I4
0881	1	2.2L 155 hp I4
0882	1	2.2L 155 hp I4
0883	1	2.2L 155 hp I4
0884	1	2.0L 260 hp I4
0885	1	1.4L 138 hp I4
0886	1	1.4L 138 hp I4
0887	1	1.4L 138 hp I4
0888	1	2.2L 155 hp I4
0889	1	2.2L 155 hp I4
0890	1	2.2L 155 hp I4
0891	1	2.4L 169 hp I4
0892	1	2.4L 169 hp I4
0893	1	2.4L 169 hp I4
0894	1	2.4L 169 hp I4
0895	1	3.6L 312 hp V6
0896	1	3.6L 312 hp V6
0897	1	3.6L 312 hp V6
0898	1	6.2L 430 hp V8
0899	1	3.5L 211 hp V6
0900	1	3.5L 211 hp V6
0901	1	6.2L 430 hp V8
0902	1	6.2L 430 hp V8
0903	1	6.2L 430 hp V8
0904	1	6.2L 430 hp V8
0905	1	6.2L 430 hp V8
0906	1	6.2L 430 hp V8
0907	1	7.0L 505 hp V8
0908	1	7.0L 505 hp V8
0909	1	7.0L 505 hp V8
0910	1	6.2L 638 hp V8
0911	1	6.2L 638 hp V8
0912	1	2.4L 182 hp I4
0913	1	2.4L 182 hp I4
0914	1	2.4L 182 hp I4
0915	1	6.0L 390 hp V8
0916	1	4.2L 285 hp I6
0917	1	4.2L 285 hp I6
0918	1	4.2L 285 hp I6
0919	1	4.2L 285 hp I6
0920	1	6.0L 390 hp V8
0921	1	3.6L 281 hp V6
0922	1	3.6L 281 hp V6
0923	1	3.6L 281 hp V6
0924	1	3.6L 288 hp V6
0925	1	3.6L 288 hp V6
0926	1	5.3L 320 hp V8
0927	1	5.3L 320 hp V8
0928	1	5.3L 320 hp V8
0929	1	6.0L 352 hp V8
0930	1	5.3L 320 hp V8
0931	1	6.0L 352 hp V8
0932	1	6.0L 352 hp V8
0933	1	6.0L 352 hp V8
0934	1	5.3L 320 hp V8
0935	1	6.0L V8
0936	1	4.3L 195 hp V6
0937	1	4.8L 280 hp V8
0938	1	5.3L 310 hp V8
0939	1	6.6L 260 hp V8
0940	1	6.6L 260 hp V8
0941	1	4.8L 280 hp V8
0942	1	5.3L 310 hp V8
0943	1	4.8L 280 hp V8
0944	1	5.3L 310 hp V8
0945	1	6.0L 324 hp V8
0946	1	6.0L 324 hp V8
0947	1	5.3L 310 hp V8
0948	1	6.0L 324 hp V8
0949	1	6.6L 260 hp V8
0950	1	6.6L 260 hp V8
0951	1	2.9L 185 hp I4
0952	1	2.9L 185 hp I4
0953	1	2.9L 185 hp I4
0954	1	3.7L 242 hp I5
0955	1	3.7L 242 hp I5
0956	1	2.9L 185 hp I4
0957	1	2.9L 185 hp I4
0958	1	2.9L 185 hp I4
0959	1	2.9L 185 hp I4
0960	1	2.9L 185 hp I4
0961	1	5.3L 300 hp V8
0962	1	3.7L 242 hp I5
0963	1	5.3L 300 hp V8
0964	1	4.3L 195 hp V6
0965	1	4.8L 302 hp V8
0966	1	5.3L 315 hp V8
0967	1	4.8L 302 hp V8
0968	1	5.3L 315 hp V8
0969	1	4.8L 302 hp V8
0970	1	4.8L 302 hp V8
0971	1	5.3L 315 hp V8
0972	1	5.3L 315 hp V8
0973	1	4.3L 195 hp V6
0974	1	4.3L 195 hp V6
0975	1	4.8L 302 hp V8
0976	1	5.3L 315 hp V8
0977	1	5.3L 315 hp V8
0978	1	5.3L 315 hp V8
0979	1	5.3L 315 hp V8
0980	1	6.0L 360 hp V8
0981	1	6.0L 360 hp V8
0982	1	6.0L 360 hp V8
0983	1	6.0L 360 hp V8
0984	1	6.0L 360 hp V8
0985	1	6.0L 360 hp V8
0986	1	6.0L 360 hp V8
0987	1	6.0L 360 hp V8
0988	1	6.0L 360 hp V8
0989	1	6.0L 360 hp V8
0990	1	6.0L 360 hp V8
0991	1	6.0L 360 hp V8
0992	1	6.0L 360 hp V8
0993	1	6.0L 360 hp V8
0994	1	6.0L 360 hp V8
0995	1	6.0L 360 hp V8
0996	1	6.0L 360 hp V8
0997	1	6.0L 360 hp V8
0998	1	6.0L 360 hp V8
0999	1	6.0L 360 hp V8
1000	1	6.0L 360 hp V8
1001	1	6.0L 360 hp V8
1002	1	6.0L 360 hp V8
1003	1	6.0L 360 hp V8
1004	1	6.0L 360 hp V8
1005	1	6.0L 360 hp V8
1006	1	6.0L 360 hp V8
1007	1	6.0L 360 hp V8
1008	1	6.0L 360 hp V8
1009	1	5.3L 320 hp V8
1010	1	5.3L 320 hp V8
1011	1	6.0L V8
1012	1	6.0L V8
1013	1	3.5L 280 hp V6
1014	1	3.7L 305 hp V6
1015	1	3.5L 280 hp V6
1016	1	3.5L 280 hp V6
1017	1	3.7L 305 hp V6
1018	1	3.7L 305 hp V6
1019	1	3.7L 305 hp V6
1020	1	3.7L 305 hp V6
1021	1	2.3L 240 hp I4
1022	1	2.3L 240 hp I4
1023	1	3.7L 300 hp V6
1024	1	3.7L 300 hp V6
1025	1	3.0L 270 hp V6
1026	1	3.0L 270 hp V6
1027	1	3.0L 270 hp V6
1028	1	3.0L 270 hp V6
1029	1	3.6L 304 hp V6
1030	1	3.0L 270 hp V6
1031	1	3.0L 270 hp V6
1032	1	3.0L 270 hp V6
1033	1	3.6L 304 hp V6
1034	1	3.6L 304 hp V6
1035	1	6.2L 556 hp V8
1036	1	3.0L 270 hp V6
1037	1	3.0L 270 hp V6
1038	1	3.0L 270 hp V6
1039	1	3.6L 304 hp V6
1040	1	3.0L 270 hp V6
1041	1	3.6L 304 hp V6
1042	1	3.6L 304 hp V6
1043	1	4.6L 275 hp V8
1044	1	3.6L 302 hp V6
1045	1	3.6L 302 hp V6
1046	1	3.6L 302 hp V6
1047	1	4.6L 320 hp V8
1048	1	4.6L 320 hp V8
1049	1	3.0L 265 hp V6
1050	1	3.0L 265 hp V6
1051	1	3.0L 265 hp V6
1052	1	3.0L 265 hp V6
1053	1	3.0L 265 hp V6
1054	1	2.8L 300 hp V6
1055	1	6.2L 403 hp V8
1056	1	6.2L 403 hp V8
1057	1	6.2L 403 hp V8
1058	1	6.2L 403 hp V8
1059	1	6.2L 403 hp V8
1060	1	6.2L 403 hp V8
1061	1	6.2L 403 hp V8
1062	1	6.2L 403 hp V8
1063	1	6.0L V8
1064	1	6.0L V8
1065	1	6.0L V8
1066	1	6.2L 403 hp V8
1067	1	6.2L 403 hp V8
1068	1	3.5L 271 hp V6
1069	1	3.5L 271 hp V6
1070	1	3.5L 271 hp V6
1071	1	3.5L 271 hp V6
1072	1	3.5L 271 hp V6
1073	1	1.8L 140 hp I4
1074	1	1.8L 140 hp I4
1075	1	1.8L 140 hp I4
1076	1	1.8L 140 hp I4
1077	1	1.8L 140 hp I4
1078	1	1.8L 140 hp I4
1079	1	1.8L 140 hp I4
1080	1	1.8L 140 hp I4
1081	1	1.8L 140 hp I4
1082	1	1.8L 140 hp I4
1083	1	1.8L 140 hp I4
1084	1	1.8L 140 hp I4
1085	1	1.8L 140 hp I4
1086	1	2.0L 197 hp I4
1087	1	1.8L 140 hp I4
1088	1	1.8L 140 hp I4
1089	1	1.8L 140 hp I4
1090	1	2.0L 197 hp I4
1091	1	2.0L 197 hp I4
1092	1	1.8L 113 hp I4
1093	1	2.4L 177 hp I4
1094	1	2.4L 190 hp I4
1095	1	2.4L 177 hp I4
1096	1	2.4L 190 hp I4
1097	1	2.4L 190 hp I4
1098	1	2.4L 190 hp I4
1099	1	2.4L 190 hp I4
1100	1	2.4L 190 hp I4
1101	1	3.5L 271 hp V6
1102	1	2.4L 190 hp I4
1103	1	2.4L 190 hp I4
1104	1	2.4L 190 hp I4
1105	1	3.5L 271 hp V6
1106	1	3.5L 271 hp V6
1107	1	1.3L I4
1108	1	1.3L I4
1109	1	1.3L I4
1110	1	2.4L 166 hp I4
1111	1	2.4L 166 hp I4
1112	1	2.4L 166 hp I4
1113	1	2.4L 166 hp I4
1114	1	2.4L 166 hp I4
1115	1	2.4L 166 hp I4
1116	1	2.4L 166 hp I4
1117	1	2.4L 166 hp I4
1118	1	2.4L 180 hp I4
1119	1	2.4L 180 hp I4
1120	1	2.4L 180 hp I4
1121	1	2.4L 180 hp I4
1122	1	2.4L 180 hp I4
1123	1	3.5L 250 hp V6
1124	1	3.5L 250 hp V6
1125	1	3.5L 250 hp V6
1126	1	3.5L 250 hp V6
1127	1	3.5L 250 hp V6
1128	1	3.5L 250 hp V6
1129	1	3.5L 250 hp V6
1130	1	3.5L 244 hp V6
1131	1	3.5L 244 hp V6
1132	1	3.5L 244 hp V6
1133	1	3.5L 244 hp V6
1134	1	3.5L 250 hp V6
1135	1	3.5L 250 hp V6
1136	1	3.5L 250 hp V6
1137	1	2.4L 172 hp I4
1138	1	3.8L 202 hp V6
1139	1	3.8L 205 hp V6
1140	1	3.8L 202 hp V6
1141	1	3.7L 210 hp V6
1142	1	3.7L 210 hp V6
1143	1	3.7L 210 hp V6
1144	1	3.7L 210 hp V6
1145	1	3.7L 210 hp V6
1146	1	3.7L 210 hp V6
1147	1	6.1L 420 hp V8
1148	1	2.0L 200 hp I4
1149	1	2.0L 200 hp I4
1150	1	2.0L 211 hp I4
1151	1	2.0L 211 hp I4
1152	1	2.0L 211 hp I4
1153	1	3.0L 333 hp V6
1154	1	3.0L 333 hp V6
1155	1	1.6L 110 hp I4
1156	1	1.6L 110 hp I4
1157	1	2.0L 142 hp I4
1158	1	2.0L 142 hp I4
1159	1	2.4L 175 hp I4
1160	1	2.4L 175 hp I4
1161	1	2.7L 194 hp V6
1162	1	2.0L 140 hp I4
1163	1	2.7L 173 hp V6
1164	1	2.7L 173 hp V6
1165	1	3.8L 244 hp V6
1166	1	2.4L 182 hp I4
1167	1	2.4L 182 hp I4
1168	1	2.4L 182 hp I4
1169	1	2.4L 182 hp I4
1170	1	2.4L 182 hp I4
1171	1	3.6L 288 hp V6
1172	1	3.6L 288 hp V6
1173	1	3.6L 288 hp V6
1174	1	3.6L 288 hp V6
1175	1	5.3L 320 hp V8
1176	1	6.0L 352 hp V8
1177	1	5.3L 320 hp V8
1178	1	5.3L 320 hp V8
1179	1	6.0L 352 hp V8
1180	1	5.3L 320 hp V8
1181	1	2.4L 201 hp I4
1182	1	2.4L 201 hp I4
1183	1	2.4L 201 hp I4
1184	1	3.5L 280 hp V6
1185	1	6.0L V8
1186	1	6.0L V8
1187	1	6.2L 403 hp V8
1188	1	6.2L 403 hp V8
1189	1	6.2L 403 hp V8
1190	1	4.3L 195 hp V6
1191	1	4.8L 280 hp V8
1192	1	6.6L 250 hp V8
1193	1	6.6L 250 hp V8
1194	1	6.6L 250 hp V8
1195	1	6.0L 323 hp V8
1196	1	6.0L 323 hp V8
1197	1	6.0L 323 hp V8
1198	1	2.9L 185 hp I4
1199	1	2.9L 185 hp I4
1200	1	2.9L 185 hp I4
1201	1	3.7L 242 hp I5
1202	1	3.7L 242 hp I5
1203	1	2.9L 185 hp I4
1204	1	2.9L 185 hp I4
1205	1	6.2L 403 hp V8
1206	1	4.3L 195 hp V6
1207	1	4.8L 302 hp V8
1208	1	4.8L 302 hp V8
1209	1	4.8L 302 hp V8
1210	1	4.8L 302 hp V8
1211	1	4.8L 302 hp V8
1212	1	4.8L 302 hp V8
1213	1	5.3L 315 hp V8
1214	1	5.3L 315 hp V8
1215	1	4.3L 195 hp V6
1216	1	4.8L 302 hp V8
1217	1	5.3L 315 hp V8
1218	1	4.8L 302 hp V8
1219	1	4.8L 302 hp V8
1220	1	5.3L 315 hp V8
1221	1	5.3L 315 hp V8
1222	1	5.3L 315 hp V8
1223	1	5.3L 315 hp V8
1224	1	6.2L 403 hp V8
1225	1	6.0L 360 hp V8
1226	1	6.0L 360 hp V8
1227	1	6.0L 360 hp V8
1228	1	6.0L 360 hp V8
1229	1	6.0L 360 hp V8
1230	1	6.0L 360 hp V8
1231	1	6.0L 360 hp V8
1232	1	6.0L 360 hp V8
1233	1	6.0L 360 hp V8
1234	1	6.0L 360 hp V8
1235	1	6.0L 360 hp V8
1236	1	6.0L 360 hp V8
1237	1	6.0L 360 hp V8
1238	1	6.0L 360 hp V8
1239	1	6.0L 360 hp V8
1240	1	6.0L 360 hp V8
1241	1	6.0L 360 hp V8
1242	1	6.0L 360 hp V8
1243	1	6.0L 360 hp V8
1244	1	6.0L 360 hp V8
1245	1	6.0L 360 hp V8
1246	1	6.0L 360 hp V8
1247	1	6.0L 360 hp V8
1248	1	6.0L 322 hp V8
1249	1	6.0L 360 hp V8
1250	1	6.0L 312 hp V8
1251	1	6.0L 360 hp V8
1252	1	6.0L 320 hp V8
1253	1	6.0L 360 hp V8
1254	1	6.0L 312 hp V8
1255	1	6.0L 360 hp V8
1256	1	6.0L 320 hp V8
1257	1	6.0L 320 hp V8
1258	1	6.0L 360 hp V8
1259	1	6.0L 360 hp V8
1260	1	6.0L 320 hp V8
1261	1	6.0L V8
1262	1	6.0L V8
1263	1	6.0L V8
1264	1	6.0L V8
1265	1	2.0L 152 hp I4
1266	1	2.0L 152 hp I4
1267	1	2.4L 168 hp I4
1268	1	2.0L 237 hp I4
1269	1	3.7L 305 hp V6
1270	1	3.5L 280 hp V6
1271	1	3.7L 305 hp V6
1272	1	3.7L 305 hp V6
1273	1	2.0L 237 hp I4
1274	1	2.4L 162 hp I4
1275	1	2.4L 162 hp I4
1276	1	3.8L 265 hp V6
1277	1	3.8L 265 hp V6
1278	1	2.4L 160 hp I4
1279	1	2.4L 160 hp I4
1280	1	3.8L 225 hp V6
1281	1	1.5L 106 hp I4
1282	1	2.5L 169 hp I4
1283	1	2.5L 179 hp I4
1284	1	3.5L 268 hp V6
1285	1	3.5L 268 hp V6
1286	1	2.5L 169 hp I4
1287	1	2.7L 182 hp I4
1288	1	2.7L 182 hp I4
1289	1	3.5L 268 hp V6
1290	1	3.5L 268 hp V6
1291	1	3.5L 268 hp V6
1292	1	3.5L 269 hp V6
1293	1	3.5L 269 hp V6
1294	1	2.5L 179 hp I4
1295	1	3.5L 270 hp V6
1296	1	3.5L 270 hp V6
1297	1	3.5L 270 hp V6
1298	1	3.5L 270 hp V6
1299	1	3.7L 300 hp V6
1300	1	4.0L 270 hp V6
1301	1	4.0L 270 hp V6
1302	1	2.7L 157 hp I4
1303	1	4.0L 270 hp V6
1304	1	5.7L 381 hp V8
1305	1	5.7L 381 hp V8
1306	1	5.7L 381 hp V8
1307	1	5.7L 381 hp V8
1308	1	5.7L 381 hp V8
1309	1	5.7L 381 hp V8
1310	1	5.7L 381 hp V8
1311	1	5.7L 381 hp V8
1312	1	5.7L 381 hp V8
1313	1	3.5L 266 hp V6
1314	1	3.5L 266 hp V6
1315	1	3.5L 266 hp V6
1316	1	3.5L 266 hp V6
1317	1	3.5L 266 hp V6
1318	1	3.5L 266 hp V6
1319	1	3.5L 266 hp V6
1320	1	3.5L 266 hp V6
1321	1	2.7L 159 hp I4
1322	1	4.0L 236 hp V6
1323	1	4.0L 236 hp V6
1324	1	2.7L 159 hp I4
1325	1	2.7L 159 hp I4
1326	1	2.7L 159 hp I4
1327	1	4.0L 236 hp V6
1328	1	4.0L 236 hp V6
1329	1	4.0L 236 hp V6
1330	1	4.6L 310 hp V8
1331	1	4.6L 310 hp V8
1332	1	4.6L 310 hp V8
1333	1	5.7L 381 hp V8
1334	1	4.6L 310 hp V8
1335	1	5.7L 381 hp V8
1336	1	5.7L 381 hp V8
1337	1	5.7L 381 hp V8
1338	1	5.7L 381 hp V8
1339	1	5.7L 381 hp V8
1340	1	5.7L 381 hp V8
1341	1	4.6L 310 hp V8
1342	1	4.0L 236 hp V6
1343	1	4.6L 310 hp V8
1344	1	4.6L 310 hp V8
1345	1	5.7L 381 hp V8
1346	1	4.0L 236 hp V6
1347	1	4.6L 310 hp V8
1348	1	4.6L 310 hp V8
1349	1	5.7L 381 hp V8
1350	1	4.6L 310 hp V8
1351	1	5.7L 381 hp V8
1352	1	3.7L 210 hp V6
1353	1	3.7L 210 hp V6
1354	1	3.7L 210 hp V6
1355	1	3.7L 210 hp V6
1356	1	4.0L 260 hp V6
1357	1	4.0L 260 hp V6
1358	1	4.0L 260 hp V6
1359	1	1.6L 110 hp I4
1360	1	2.0L 138 hp I4
1361	1	3.7L 300 hp V6
1362	1	3.7L 300 hp V6
1363	1	2.4L 175 hp I4
1364	1	2.4L 175 hp I4
1365	1	3.3L 249 hp V6
1366	1	2.0L 210 hp I4
1367	1	2.0L 210 hp I4
1368	1	2.0L 210 hp I4
1369	1	3.8L 306 hp V6
1370	1	2.0L 210 hp I4
1371	1	3.8L 306 hp V6
1372	1	3.8L 306 hp V6
1373	1	3.8L 306 hp V6
1374	1	3.8L 306 hp V6
1375	1	3.8L 306 hp V6
1376	1	3.8L 306 hp V6
1377	1	3.8L 263 hp V6
1378	1	3.8L 290 hp V6
1379	1	4.6L 375 hp V8
1380	1	2.4L 176 hp I4
1381	1	2.4L 176 hp I4
1382	1	2.4L 170 hp I4
1383	1	2.4L 176 hp I4
1384	1	2.4L 170 hp I4
1385	1	2.4L 176 hp I4
1386	1	2.4L 170 hp I4
1387	1	2.4L 176 hp I4
1388	1	3.8L 260 hp V6
1389	1	1.6L 107 hp I4
1390	1	1.8L 122 hp I4
1391	1	1.8L 122 hp I4
1392	1	2.0L 140 hp I4
1393	1	2.5L 177 hp I4
1394	1	2.5L 175 hp I4
1395	1	3.5L 270 hp V6
1396	1	3.5L 270 hp V6
1397	1	2.5L 175 hp I4
1398	1	2.5L I4
1399	1	2.3L 240 hp I4
1400	1	2.3L 240 hp I4
1401	1	2.3L 240 hp I4
1402	1	3.7L 332 hp V6
1403	1	3.7L 332 hp V6
1404	1	3.7L 332 hp V6
1405	1	3.7L 350 hp V6
1406	1	3.5L 290 hp V6
1407	1	3.5L 290 hp V6
1408	1	3.8L 485 hp V6
1409	1	3.8L 485 hp V6
1410	1	2.5L 170 hp I4
1411	1	2.5L 170 hp I4
1412	1	2.5L 170 hp I4
1413	1	2.5L 170 hp I4
1414	1	2.5L 170 hp I4
1415	1	4.0L 261 hp V6
1416	1	4.0L 261 hp V6
1417	1	4.0L 261 hp V6
1418	1	4.0L 261 hp V6
1419	1	4.0L 261 hp V6
1420	1	4.0L 266 hp V6
1421	1	4.0L 266 hp V6
1422	1	4.0L 266 hp V6
1423	1	5.6L 310 hp V8
1424	1	4.0L 266 hp V6
1425	1	4.0L 266 hp V6
1426	1	4.0L 266 hp V6
1427	1	3.5L 265 hp V6
1428	1	5.6L 317 hp V8
1429	1	5.6L 317 hp V8
1430	1	5.6L 317 hp V8
1431	1	2.4L 158 hp I4
1432	1	2.4L 158 hp I4
1433	1	2.4L 161 hp I4
1434	1	2.4L 161 hp I4
1435	1	3.7L 300 hp V6
1436	1	3.7L 300 hp V6
1437	1	2.5L 170 hp I5
1438	1	2.5L 170 hp I5
1439	1	2.5L 170 hp I5
1440	1	2.5L 170 hp I5
1441	1	2.5L 170 hp I5
1442	1	2.0L 200 hp I4
1443	1	2.0L 200 hp I4
1444	1	2.0L 140 hp I4
1445	1	2.5L 170 hp I5
1446	1	2.5L 170 hp I5
1447	1	2.5L 170 hp I5
1448	1	2.5L 170 hp I5
1449	1	2.0L 140 hp I4
1450	1	2.0L 200 hp I4
1451	1	2.0L 200 hp I4
1452	1	2.0L 200 hp I4
1453	1	2.0L 200 hp I4
1454	1	3.6L 280 hp V6
1455	1	3.6L 280 hp V6
1456	1	2.0L 200 hp I4
1457	1	2.0L 200 hp I4
1458	1	2.0L 200 hp I4
1459	1	2.0L 200 hp I4
1460	1	2.0L 200 hp I4
1461	1	3.0L 225 hp V6
1462	1	3.0L 230 hp I6
1463	1	3.0L 230 hp I6
1464	1	3.0L 230 hp I6
1465	1	3.0L 230 hp I6
1466	1	3.0L 230 hp I6
1467	1	3.0L 300 hp I6
1468	1	3.0L 300 hp I6
1469	1	3.0L 230 hp I6
1470	1	3.6L 304 hp V6
1471	1	3.6L 304 hp V6
1472	1	3.6L 304 hp V6
1473	1	3.6L 304 hp V6
1474	1	3.0L 270 hp V6
1475	1	3.0L 270 hp V6
1476	1	3.0L 270 hp V6
1477	1	3.0L 230 hp I6
1478	1	3.0L 230 hp I6
1479	1	3.0L 300 hp I6
1480	1	4.8L 360 hp V8
1481	1	4.0L 414 hp V8
1482	1	4.0L 414 hp V8
1483	1	3.0L 255 hp I6
1484	1	3.0L 300 hp I6
1485	1	3.0L 260 hp I6
1486	1	3.0L 265 hp I6
1487	1	3.7L 328 hp V6
1488	1	3.7L 328 hp V6
1489	1	3.7L 328 hp V6
1490	1	3.7L 325 hp V6
1491	1	3.5L 303 hp V6
1492	1	3.5L 303 hp V6
1493	1	4.5L 325 hp V8
1494	1	4.5L 325 hp V8
1495	1	3.7L 330 hp V6
1496	1	3.7L 330 hp V6
1497	1	5.0L 390 hp V8
1498	1	3.0L 270 hp V6
1499	1	3.0L 270 hp V6
1500	1	3.0L 270 hp V6
1501	1	3.0L 270 hp V6
1502	1	3.6L 304 hp V6
1503	1	3.6L 304 hp V6
1504	1	2.0L 148 hp I4
1505	1	2.0L 148 hp I4
1506	1	2.5L 167 hp I4
1507	1	2.5L 167 hp I4
1508	1	2.5L 167 hp I4
1509	1	2.5L 170 hp I4
1510	1	2.5L 170 hp I4
1511	1	2.0L 167 hp I4
1512	1	2.0L 167 hp I4
1513	1	2.0L 167 hp I4
1514	1	2.0L 167 hp I4
1515	1	2.3L 263 hp I4
1516	1	1.3L 232 hp
1517	1	1.3L 232 hp
1518	1	2.5L 171 hp I4
1519	1	2.5L 171 hp I4
1520	1	2.5L 171 hp I4
1521	1	2.5L 171 hp I4
1522	1	3.0L 240 hp V6
1523	1	2.5L 161 hp I4
1524	1	2.5L 161 hp I4
1525	1	2.3L 244 hp I4
1526	1	2.3L 244 hp I4
1527	1	3.7L 273 hp V6
1528	1	3.7L 273 hp V6
1529	1	3.7L 273 hp V6
1530	1	2.5L 227 hp I5
1531	1	2.4L 168 hp I5
1532	1	2.5L 227 hp I5
1533	1	4.6L 275 hp V8
1534	1	4.6L 275 hp V8
1535	1	4.6L 292 hp V8
1536	1	2.4L 168 hp I5
1537	1	3.2L 235 hp I6
1538	1	3.2L 235 hp I6
1539	1	4.4L 311 hp V8
1540	1	2.5L 227 hp I5
1541	1	3.7L 273 hp V6
1542	1	3.7L 273 hp V6
1543	1	3.5L 265 hp V6
1544	1	3.5L 265 hp V6
1545	1	3.7L 268 hp V6
1546	1	3.6L 302 hp V6
1547	1	3.6L 302 hp V6
1548	1	5.4L 310 hp V8
1549	1	5.4L 310 hp V8
1550	1	5.4L 310 hp V8
1551	1	182 hp I4
1552	1	3.0L 255 hp V6
1553	1	3.0L 252 hp V6
1554	1	3.9L 227 hp V6
1555	1	3.9L 227 hp V6
1556	1	4.6L 292 hp V8
1557	1	3.6L 288 hp V6
1558	1	3.6L 288 hp V6
1559	1	3.6L 288 hp V6
1560	1	2.0L 140 hp I4
1561	1	2.0L 140 hp I4
1562	1	2.0L 140 hp I4
1563	1	2.0L 140 hp I4
1564	1	2.5L 175 hp I4
1565	1	3.5L 263 hp V6
1566	1	4.6L 315 hp V8
1567	1	4.0L 210 hp V6
1568	1	4.0L 210 hp V6
1569	1	4.6L 315 hp V8
1570	1	4.6L 315 hp V8
1571	1	3.5L 263 hp V6
1572	1	3.5L 365 hp V6
1573	1	2.5L I4
1574	1	5.4L 540 hp V8
1575	1	5.4L 540 hp V8
1576	1	4.6L 320 hp V8
1577	1	4.4L 443 hp V8
1578	1	2.5L 171 hp I4
1579	1	2.5L 171 hp I4
1580	1	2.5L 171 hp I4
1581	1	2.5L 171 hp I4
1582	1	3.5L 265 hp V6
1583	1	3.5L 265 hp V6
1584	1	3.5L 265 hp V6
1585	1	3.5L 265 hp V6
1586	1	3.5L 265 hp V6
1587	1	4.0L 210 hp V6
1588	1	4.0L 210 hp V6
1589	1	4.0L 210 hp V6
1590	1	4.0L 210 hp V6
1591	1	4.0L 210 hp V6
1592	1	3.5L 262 hp V6
1593	1	3.5L 262 hp V6
1594	1	3.5L 262 hp V6
1595	1	3.5L 262 hp V6
1596	1	5.4L 310 hp V8
1597	1	5.4L 310 hp V8
1598	1	5.4L 310 hp V8
1599	1	5.4L 310 hp V8
1600	1	5.4L 310 hp V8
1601	1	5.4L 310 hp V8
1602	1	5.4L 310 hp V8
1603	1	2.0L 136 hp I4
1604	1	2.0L 136 hp I4
1605	1	2.0L 136 hp I4
1606	1	2.0L 136 hp I4
1607	1	2.0L 136 hp I4
1608	1	4.6L 225 hp V8
1609	1	4.6L 225 hp V8
1610	1	4.6L 225 hp V8
1611	1	4.6L 225 hp V8
1612	1	4.6L 225 hp V8
1613	1	5.4L 255 hp V8
1614	1	5.4L 255 hp V8
1615	1	2.3L 143 hp I4
1616	1	2.3L 143 hp I4
1617	1	4.0L 207 hp V6
1618	1	4.6L 248 hp V8
1619	1	4.6L 248 hp V8
1620	1	4.6L 248 hp V8
1621	1	4.6L 248 hp V8
1622	1	4.6L 248 hp V8
1623	1	4.6L 292 hp V8
1624	1	4.6L 292 hp V8
1625	1	4.6L 292 hp V8
1626	1	4.6L 292 hp V8
1627	1	4.6L 292 hp V8
1628	1	5.4L 310 hp V8
1629	1	5.4L 310 hp V8
1630	1	5.4L 310 hp V8
1631	1	5.4L 310 hp V8
1632	1	5.4L 310 hp V8
1633	1	4.6L 248 hp V8
1634	1	4.6L 248 hp V8
1635	1	4.6L 248 hp V8
1636	1	4.6L 248 hp V8
1637	1	4.6L 248 hp V8
1638	1	4.6L 292 hp V8
1639	1	5.4L 310 hp V8
1640	1	5.4L 310 hp V8
1641	1	3.0L 265 hp V6
1642	1	2.8L 300 hp V6
1643	1	5.4L 300 hp V8
1644	1	5.4L 300 hp V8
1645	1	5.4L 300 hp V8
1646	1	5.4L 300 hp V8
1647	1	5.4L 300 hp V8
1648	1	5.4L 300 hp V8
1649	1	5.4L 300 hp V8
1650	1	5.4L 300 hp V8
1651	1	5.4L 300 hp V8
1652	1	5.4L 300 hp V8
1653	1	5.4L 300 hp V8
1654	1	5.4L 300 hp V8
1655	1	5.4L 300 hp V8
1656	1	5.4L 300 hp V8
1657	1	5.4L 300 hp V8
1658	1	5.4L 300 hp V8
