auto	motortrend	model
0529	1	2011 GMC Yukon Hybrid Sport Utility
0530	1	2011 GMC Yukon Denali Sport Utility
0531	1	2011 GMC Yukon Denali Hybrid Sport Utility
0532	1	2011 GMC Yukon XL Denali Sport Utility
0533	1	2011 GMC Yukon XL 1500 SLE Sport Utility
0534	1	2011 GMC Yukon XL 1500 SLT Sport Utility
0535	1	2011 GMC Yukon XL 2500 SLE Sport Utility
0536	1	2011 GMC Yukon XL 2500 SLT Sport Utility
0537	1	2011 Mazda CX-7 I SV Sport Utility
0538	1	2011 Mazda CX-7 I Sport Sport Utility
0539	1	2011 Mazda CX-7 S Touring Sport Utility
0540	1	2011 Mazda CX-7 I Touring Sport Utility
0541	1	2011 Mazda CX-7 S Grand Touring Sport Utility
0542	1	2010 Mazda CX-7 I SV Sport Utility
0543	1	2010 Mazda CX-7 I Sport Sport Utility
0544	1	2010 Mazda CX-7 S Touring Sport Utility
0545	1	2010 Mazda CX-7 S Grand Touring Sport Utility
0546	1	2011 Mazda CX-9 Sport Sport Utility
0547	1	2011 Mazda CX-9 Touring Sport Utility
0548	1	2011 Mazda CX-9 Grand Touring Sport Utility
0549	1	2010 Mazda CX-9 Sport Sport Utility
0550	1	2010 Mazda CX-9 Touring Sport Utility
0551	1	2010 Mazda CX-9 Grand Touring Sport Utility
0552	1	2011 Mazda Mazda2 Sport Hatchback
0553	1	2011 Mazda Mazda2 Touring Hatchback
0554	1	2011 Mazda MAZDA3 I SV Sedan
0555	1	2011 Mazda MAZDA3 I Sport Sedan
0556	1	2011 Mazda MAZDA3 I Touring Sedan
0557	1	2011 Mazda MAZDA3 S Sport Sedan
0558	1	2011 Mazda MAZDA3 S Sport Hatchback
0559	1	2011 Mazda MAZDA3 S Grand Touring Hatchback
0560	1	2011 Mazda MAZDA3 S Grand Touring Sedan
0561	1	2010 Mazda MAZDA5 Sport Passenger Minivan
0562	1	2010 Mazda MAZDA5 Touring Passenger Minivan
0563	1	2010 Mazda MAZDA5 Grand Touring Passenger Minivan
0564	1	2011 Mazda MAZDA6 I Sport Sedan
0565	1	2011 Mazda MAZDA6 I Touring Sedan
0566	1	2011 Mazda MAZDA6 i Touring Plus Sedan
0567	1	2011 Mazda MAZDA6 i Grand Touring Sedan
0568	1	2011 Mazda MAZDA6 s Touring Plus Sedan
0569	1	2011 Mazda MAZDA6 S Grand Touring Sedan
0570	1	2010 Mazda MAZDA6 I SV Sedan
0571	1	2010 Mazda MAZDA6 I Sport Sedan
0572	1	2010 Mazda MAZDA6 I Touring Sedan
0573	1	2010 Mazda MAZDA6 i Touring Plus Sedan
0574	1	2010 Mazda MAZDA6 i Grand Touring Sedan
0575	1	2010 Mazda MAZDA6 s Touring Plus Sedan
0576	1	2010 Mazda MAZDA6 S Grand Touring Sedan
0577	1	2011 Mazda MAZDASPEED3 Base Hatchback
0578	1	2010 Mazda MAZDASPEED3 Base Hatchback
0579	1	2011 Mazda Miata Sport Convertible
0580	1	2011 Mazda Miata Touring Convertible
0581	1	2011 Mazda Miata Touring Hardtop Convertible
0582	1	2011 Mazda Miata Grand Touring Convertible
0583	1	2011 Mazda Miata Grand Touring Hardtop Convertible
0584	1	2010 Mazda Miata Sport Convertible
0585	1	2010 Mazda Miata Touring Convertible
0586	1	2010 Mazda Miata Touring Hardtop Convertible
0587	1	2010 Mazda Miata Grand Touring Convertible
0588	1	2010 Mazda Miata Grand Touring Hardtop Convertible
0589	1	2011 Mazda RX-8 Sport Coupe
0590	1	2011 Mazda RX-8 R3 Coupe
0591	1	2011 Mazda RX-8 Grand Touring Coupe
0592	1	2010 Mazda RX-8 Sport Coupe
0593	1	2010 Mazda RX-8 R3 Coupe
0594	1	2010 Mazda RX-8 Grand Touring Coupe
0595	1	2011 Mazda Tribute I Sport Sport Utility
0596	1	2011 Mazda Tribute I Touring Sport Utility
0597	1	2011 Mazda Tribute i Grand Touring Sport Utility
0598	1	2011 Mazda Tribute S Grand Touring Sport Utility
0599	1	2011 Toyota 4Runner SR5 Sport Utility
0600	1	2011 Toyota 4Runner Trail Sport Utility
0601	1	2011 Toyota 4Runner Limited Sport Utility
0602	1	2010 Toyota 4Runner SR5 Sport Utility
0603	1	2010 Toyota 4Runner Trail Sport Utility
0604	1	2010 Toyota 4Runner Limited Sport Utility
0605	1	2011 Toyota Avalon Base Sedan
0606	1	2011 Toyota Avalon Limited Sedan
0607	1	2011 Toyota Camry Base Sedan
0608	1	2011 Toyota Camry LE Sedan
0609	1	2011 Toyota Camry SE Sedan
0610	1	2011 Toyota Camry XLE Sedan
0611	1	2011 Toyota Camry Hybrid Sedan
0612	1	2010 Toyota Corolla Base Sedan
0613	1	2010 Toyota Corolla LE Sedan
0614	1	2010 Toyota Corolla S Sedan
0615	1	2010 Toyota Corolla XLE Sedan
0616	1	2010 Toyota Corolla XRS Sedan
0617	1	2011 Toyota FJ Cruiser Base Sport Utility
0618	1	2010 Toyota FJ Cruiser Base Sport Utility
0619	1	2011 Toyota Highlander Base Sport Utility
0620	1	2011 Toyota Highlander SE Sport Utility
0621	1	2011 Toyota Highlander Limited Sport Utility
0622	1	2010 Toyota Highlander Base Sport Utility
0623	1	2010 Toyota Highlander Sport Sport Utility
0624	1	2010 Toyota Highlander Limited Sport Utility
0625	1	2011 Toyota Highlander Hybrid Base Sport Utility
0626	1	2011 Toyota Highlander Hybrid Limited Sport Utility
0627	1	2010 Toyota Highlander Hybrid Base Sport Utility
0628	1	2010 Toyota Highlander Hybrid Limited Sport Utility
0629	1	2011 Toyota Land Cruiser Base Sport Utility
0630	1	2010 Toyota Land Cruiser Base Sport Utility
0631	1	2010 Toyota Matrix Base Wagon
0632	1	2010 Toyota Matrix S Wagon
0633	1	2010 Toyota Matrix XRS Wagon
0634	1	2010 Toyota Prius II Hatchback
0635	1	2010 Toyota Prius III Hatchback
0636	1	2010 Toyota Prius IV Hatchback
0637	1	2010 Toyota Prius V Hatchback
0638	1	2011 Toyota RAV4 Base Sport Utility
0639	1	2011 Toyota RAV4 Sport Sport Utility
0640	1	2011 Toyota RAV4 Limited Sport Utility
0641	1	2010 Toyota RAV4 Base Sport Utility
0642	1	2010 Toyota RAV4 Sport Sport Utility
0643	1	2010 Toyota RAV4 Limited Sport Utility
0644	1	2011 Toyota Sequoia SR5 Sport Utility
0645	1	2011 Toyota Sequoia Limited Sport Utility
0646	1	2011 Toyota Sequoia Platinum Sport Utility
0647	1	2010 Toyota Sequoia SR5 Sport Utility
0648	1	2010 Toyota Sequoia Limited Sport Utility
0649	1	2010 Toyota Sequoia Platinum Sport Utility
0650	1	2011 Toyota Sienna Base Minivan
0651	1	2011 Toyota Sienna LE 8-Passenger Minivan
0652	1	2011 Toyota Sienna SE 8-Passenger Minivan
0653	1	2011 Toyota Sienna LE 7-Passenger Minivan
0654	1	2011 Toyota Sienna XLE 8-Passenger Minivan
0655	1	2011 Toyota Sienna XLE 7-Passenger Minivan
0656	1	2011 Toyota Sienna Limited 7-Passenger Minivan
0657	1	2011 Toyota Tacoma Base Regular Cab Pickup
0658	1	2011 Toyota Tacoma Base Extended Cab Pickup
0659	1	2011 Toyota Tacoma Prerunner Extended Cab Pickup
0660	1	2011 Toyota Tacoma Base Crew Cab Pickup
0661	1	2011 Toyota Tacoma Prerunner Crew Cab Pickup
0662	1	2011 Toyota Tacoma Prerunner Long Bed Crew Cab Pickup
0663	1	2011 Toyota Tacoma X-Runner Extended Cab Pickup
0664	1	2011 Toyota Tacoma Base Long Bed Crew Cab Pickup
0665	1	2010 Toyota Tacoma Prerunner Regular Cab Pickup
0666	1	2010 Toyota Tacoma Base Regular Cab Pickup
0667	1	2010 Toyota Tacoma Prerunner Extended Cab Pickup
0668	1	2010 Toyota Tacoma Base Extended Cab Pickup
0669	1	2010 Toyota Tacoma Prerunner Crew Cab Pickup
0670	1	2010 Toyota Tacoma Prerunner Long Bed Crew Cab Pickup
0671	1	2010 Toyota Tacoma X-Runner Extended Cab Pickup
0672	1	2010 Toyota Tacoma Base Crew Cab Pickup
0673	1	2010 Toyota Tacoma Base Long Bed Crew Cab Pickup
0674	1	2011 Toyota Tundra Base Standard Bed Regular Cab Pickup
0675	1	2011 Toyota Tundra Base Long Bed Regular Cab Pickup
0676	1	2011 Toyota Tundra Base Standard Bed Extended Cab Pickup
0677	1	2011 Toyota Tundra Base Long Bed Extended Cab Pickup
0678	1	2011 Toyota Tundra Base Crew Cab Pickup
0679	1	2011 Toyota Tundra Limited Standard Bed Extended Cab Pickup
0680	1	2011 Toyota Tundra Limited Crew Cab Pickup
0681	1	2010 Toyota Tundra Base Standard Bed Regular Cab Pickup
0682	1	2010 Toyota Tundra Base Long Bed Regular Cab Pickup
0683	1	2010 Toyota Tundra Base Standard Bed Extended Cab Pickup
0684	1	2010 Toyota Tundra Base Long Bed Extended Cab Pickup
0685	1	2010 Toyota Tundra Base Short Bed Crew Cab Pickup
0686	1	2010 Toyota Tundra Limited Standard Bed Extended Cab Pickup
0687	1	2010 Toyota Tundra Limited Short Bed Crew Cab Pickup
0688	1	2011 Honda Accord LX Sedan
0689	1	2011 Honda Accord LX-P Sedan
0690	1	2011 Honda Accord LX-S Coupe
0691	1	2011 Honda Accord SE Sedan
0692	1	2011 Honda Accord EX Sedan
0693	1	2011 Honda Accord EX Coupe
0694	1	2011 Honda Accord EX-L Coupe
0695	1	2011 Honda Accord EX-L Sedan
0696	1	2010 Honda Accord LX Sedan
0697	1	2010 Honda Accord LX-P Sedan
0698	1	2010 Honda Accord LX-S Coupe
0699	1	2010 Honda Accord EX Sedan
0700	1	2010 Honda Accord EX Coupe
0701	1	2010 Honda Accord EX-L Sedan
0702	1	2010 Honda Accord EX-L Coupe
0703	1	2010 Honda Accord Crosstour EX Hatchback
0704	1	2010 Honda Accord Crosstour EX-L Hatchback
0705	1	2011 Honda Civic DX Coupe
0706	1	2011 Honda Civic DX Sedan
0707	1	2011 Honda Civic VP Sedan
0708	1	2011 Honda Civic LX Coupe
0709	1	2011 Honda Civic LX Sedan
0710	1	2011 Honda Civic LX-S Sedan
0711	1	2011 Honda Civic EX Coupe
0712	1	2011 Honda Civic EX Sedan
0713	1	2011 Honda Civic EX-L Sedan
0714	1	2011 Honda Civic EX-L Coupe
0715	1	2011 Honda Civic SI Coupe
0716	1	2011 Honda Civic SI Sedan
0717	1	2011 Honda Civic Hybrid Sedan
0718	1	2011 Honda Civic GX Sedan
0719	1	2010 Honda Civic DX Coupe
0720	1	2010 Honda Civic DX Sedan
0721	1	2010 Honda Civic VP Sedan
0722	1	2010 Honda Civic LX Coupe
0723	1	2010 Honda Civic LX Sedan
0724	1	2010 Honda Civic LX-S Sedan
0725	1	2010 Honda Civic EX Coupe
0726	1	2010 Honda Civic EX Sedan
0727	1	2010 Honda Civic EX-L Sedan
0728	1	2010 Honda Civic EX-L Coupe
0729	1	2010 Honda Civic SI Coupe
0730	1	2010 Honda Civic SI Sedan
0731	1	2010 Honda Civic Hybrid Sedan
0732	1	2011 Honda CR-V LX Sport Utility
0733	1	2011 Honda CR-V SE Sport Utility
0734	1	2011 Honda CR-V EX Sport Utility
0735	1	2011 Honda CR-V EX-L Sport Utility
0736	1	2010 Honda CR-V LX Sport Utility
0737	1	2010 Honda CR-V EX Sport Utility
0738	1	2010 Honda CR-V EX-L Sport Utility
0739	1	2011 Honda CR-Z Base Hatchback
0740	1	2011 Honda CR-Z EX Hatchback
0741	1	2011 Honda Element LX Sport Utility
0742	1	2011 Honda Element EX Sport Utility
0743	1	2010 Honda Element LX Sport Utility
0744	1	2010 Honda Element SC Sport Utility
0745	1	2010 Honda Fit Base Hatchback
0746	1	2010 Honda Fit Sport Hatchback
0747	1	2010 Honda Insight LX Hatchback
0748	1	2010 Honda Insight EX Hatchback
0749	1	2011 Honda Odyssey LX Passenger Minivan
0750	1	2011 Honda Odyssey EX Passenger Minivan
0751	1	2011 Honda Odyssey EX-L Passenger Minivan
0752	1	2011 Honda Odyssey Touring Passenger Minivan
0753	1	2011 Honda Odyssey Touring Elite Passenger Minivan
0754	1	2010 Honda Odyssey LX Passenger Minivan
0755	1	2010 Honda Odyssey EX Passenger Minivan
0756	1	2010 Honda Odyssey EX-L Passenger Minivan
0757	1	2010 Honda Odyssey Touring Passenger Minivan
0758	1	2011 Honda Pilot LX Sport Utility
0759	1	2011 Honda Pilot EX Sport Utility
0760	1	2011 Honda Pilot EX-L Sport Utility
0761	1	2011 Honda Pilot Touring Sport Utility
0762	1	2010 Honda Pilot LX Sport Utility
0763	1	2010 Honda Pilot EX Sport Utility
0764	1	2010 Honda Pilot EX-L Sport Utility
0765	1	2010 Honda Pilot Touring Sport Utility
0766	1	2011 Honda Ridgeline RT Crew Cab Pickup
0767	1	2011 Honda Ridgeline RTS Crew Cab Pickup
0768	1	2011 Honda Ridgeline RTL Crew Cab Pickup
0769	1	2010 Honda Ridgeline RT Crew Cab Pickup
0770	1	2010 Honda Ridgeline RTS Crew Cab Pickup
0771	1	2010 Honda Ridgeline RTL Crew Cab Pickup
0772	1	2011 Acura MDX Base Sport Utility
0773	1	2011 Acura MDX Technology Pkg Sport Utility
0774	1	2011 Acura MDX Technology and Entertainment Pkg Sport Utility
0775	1	2011 Acura MDX Advance Pkg Sport Utility
0776	1	2011 Acura MDX Advance and Entertainment Pkg Sport Utility
0777	1	2009 Honda S2000 Base Roadster
0778	1	2009 Honda S2000 CR Roadster
0779	1	2011 Infiniti EX35 Base Sport Utility
0780	1	2011 Infiniti EX35 Journey Sport Utility
0781	1	2011 Infiniti FX35 Base Sport Utility
0782	1	2011 Infiniti FX50 Base Sport Utility
0783	1	2011 Infiniti G25 Base Sedan
0784	1	2011 Infiniti G25 Journey Sedan
0785	1	2011 Infiniti G25 X Sedan
0786	1	2011 Infiniti G37 Journey Sedan
0787	1	2011 Infiniti G37 Base Coupe
0788	1	2011 Infiniti G37 X Sedan
0789	1	2011 Infiniti G37 Journey Coupe
0790	1	2011 Infiniti G37 Sport Appearance Edition Sedan
0791	1	2011 Infiniti G37 X Coupe
0792	1	2011 Infiniti G37 Sport Sedan
0793	1	2011 Infiniti G37 X Sport Appearance Edition Sedan
0794	1	2011 Infiniti G37 Sport Coupe
0795	1	2011 Infiniti G37 Limited Edition Sedan
0796	1	2011 Infiniti G37 X Limited Edition Sedan
0797	1	2011 Infiniti G37 Base Convertible
0798	1	2011 Infiniti G37 Performance Line Coupe
0799	1	2011 Infiniti G37 Sport Convertible
0800	1	2011 Infiniti G37 Limited Edition Convertible
0801	1	2010 Infiniti G37 Base Sedan
0802	1	2010 Infiniti G37 Journey Sedan
0803	1	2010 Infiniti G37 X Sedan
0804	1	2010 Infiniti G37 Base Coupe
0805	1	2010 Infiniti G37 Sport Sedan
0806	1	2010 Infiniti G37 Journey Coupe
0807	1	2010 Infiniti G37 X Coupe
0808	1	2010 Infiniti G37 Sport Coupe
0809	1	2010 Infiniti G37 Base Convertible
0810	1	2010 Infiniti G37 Sport Convertible
0811	1	2010 Acura MDX Base Sport Utility
0812	1	2010 Acura MDX Technology Pkg Sport Utility
0813	1	2010 Acura MDX Technology and Entertainment Pkg Sport Utility
0814	1	2010 Acura MDX Advance Pkg Sport Utility
0815	1	2010 Acura MDX Advance and Entertainment Pkg Sport Utility
0816	1	2011 Infiniti M37 Base Sedan
0817	1	2011 Infiniti M56 Base Sedan
0818	1	2011 Infiniti QX56 Base Sport Utility
0819	1	2011 Mercedes-Benz C-Class C300 Sport Sedan
0820	1	2011 Mercedes-Benz C-Class C300 Luxury Sedan
0821	1	2011 Mercedes-Benz C-Class C350 Sport Sedan
0822	1	2011 Mercedes-Benz C-Class C63 AMG Sedan
0823	1	2010 Mercedes-Benz C-Class C300 Sport Sedan
0824	1	2010 Mercedes-Benz C-Class C300 Luxury Sedan
0825	1	2010 Mercedes-Benz C-Class C350 Sport Sedan
0826	1	2010 Mercedes-Benz C-Class C63 AMG Sedan
0827	1	2011 Mercedes-Benz CL-Class CL550 Coupe
0828	1	2011 Mercedes-Benz CL-Class CL63 AMG Coupe
0829	1	2011 Mercedes-Benz CL-Class CL600 Coupe
0830	1	2011 Mercedes-Benz CL-Class CL65 AMG Coupe
0831	1	2010 Mercedes-Benz CL-Class CL550 Coupe
0832	1	2010 Mercedes-Benz CL-Class CL63 AMG Coupe
0833	1	2010 Mercedes-Benz CL-Class CL600 Coupe
0834	1	2010 Mercedes-Benz CL-Class CL65 AMG Coupe
0835	1	2011 Acura RDX Base Sport Utility
0836	1	2011 Acura RDX SH-AWD Sport Utility
0837	1	2011 Acura RDX Technology Pkg Sport Utility
0838	1	2011 Acura RDX Technology Pkg SH-AWD Sport Utility
0839	1	2011 Mercedes-Benz CLS-Class CLS550 Sedan
0840	1	2011 Mercedes-Benz CLS-Class CLS63 AMG Sedan
0841	1	2010 Mercedes-Benz CLS-Class CLS550 Sedan
0842	1	2010 Mercedes-Benz CLS-Class CLS63 AMG Sedan
0843	1	2011 Mercedes-Benz E-Class E350 Coupe
0844	1	2011 Mercedes-Benz E-Class E350 Sedan
0845	1	2011 Mercedes-Benz E-Class E350 BLUETEC Sedan
0846	1	2011 Mercedes-Benz E-Class E550 Coupe
0847	1	2011 Mercedes-Benz E-Class E350 Wagon
0848	1	2011 Mercedes-Benz E-Class E350 Convertible
0849	1	2011 Mercedes-Benz E-Class E550 Sedan
0850	1	2011 Mercedes-Benz E-Class E550 Convertible
0851	1	2011 Mercedes-Benz E-Class E63 AMG Sedan
0852	1	2010 Mercedes-Benz E-Class E350 Coupe
0853	1	2010 Mercedes-Benz E-Class E350 Sedan
0854	1	2010 Mercedes-Benz E-Class E550 Coupe
0855	1	2010 Mercedes-Benz E-Class E550 Sedan
0856	1	2010 Mercedes-Benz E-Class E63 AMG Sedan
0857	1	2011 Mercedes-Benz G-Class G550 Sport Utility
0858	1	2011 Mercedes-Benz G-Class G55 AMG Sport Utility
0859	1	2010 Mercedes-Benz G-Class G550 Sport Utility
0860	1	2010 Mercedes-Benz G-Class G55 AMG Sport Utility
0861	1	2011 Mercedes-Benz GL-Class GL350 BLUETEC Sport Utility
0862	1	2011 Mercedes-Benz GL-Class GL450 Sport Utility
0863	1	2011 Mercedes-Benz GL-Class GL550 Sport Utility
0864	1	2010 Mercedes-Benz GL-Class GL350 BLUETEC Sport Utility
0865	1	2010 Mercedes-Benz GL-Class GL450 Sport Utility
0866	1	2010 Mercedes-Benz GL-Class GL550 Sport Utility
0867	1	2011 Mercedes-Benz GLK-Class GLK350 Sport Utility
0868	1	2010 Mercedes-Benz GLK-Class GLK350 Sport Utility
0869	1	2010 Acura RDX Base Sport Utility
0870	1	2010 Acura RDX SH-AWD Sport Utility
0871	1	2010 Acura RDX Technology Pkg Sport Utility
0872	1	2010 Acura RDX Technology Pkg SH-AWD Sport Utility
0873	1	2011 Mercedes-Benz M-Class ML350 Sport Utility
0874	1	2011 Mercedes-Benz M-Class ML350 BLUETEC Sport Utility
0875	1	2011 Mercedes-Benz M-Class ML450 Hybrid Sport Utility
0876	1	2011 Mercedes-Benz M-Class ML550 Sport Utility
0877	1	2011 Mercedes-Benz M-Class ML63 AMG Sport Utility
0878	1	2010 Mercedes-Benz M-Class ML350 Sport Utility
0879	1	2010 Mercedes-Benz M-Class ML350 BLUETEC Sport Utility
0880	1	2010 Mercedes-Benz M-Class ML450 Hybrid Sport Utility
0881	1	2010 Mercedes-Benz M-Class ML550 Sport Utility
0882	1	2010 Mercedes-Benz M-Class ML63 AMG Sport Utility
0883	1	2011 Mercedes-Benz R-Class R350 Wagon
0884	1	2011 Mercedes-Benz R-Class R350 BLUETEC Wagon
0885	1	2010 Mercedes-Benz R-Class R350 Wagon
0886	1	2010 Mercedes-Benz R-Class R350 BLUETEC Wagon
0887	1	2011 Mercedes-Benz S-Class S400 Hybrid Sedan
0888	1	2011 Mercedes-Benz S-Class S550 Sedan
0889	1	2011 Mercedes-Benz S-Class S63 AMG Sedan
0890	1	2011 Mercedes-Benz S-Class S600 Sedan
0891	1	2011 Mercedes-Benz S-Class S65 AMG Sedan
0892	1	2010 Mercedes-Benz S-Class S400 Hybrid Sedan
0893	1	2010 Mercedes-Benz S-Class S550 Sedan
0894	1	2010 Mercedes-Benz S-Class S63 AMG Sedan
0895	1	2010 Mercedes-Benz S-Class S600 Sedan
0896	1	2010 Mercedes-Benz S-Class S65 AMG Sedan
0897	1	2011 Mercedes-Benz SL-Class SL550 Roadster
0898	1	2011 Mercedes-Benz SL-Class SL63 AMG Roadster
0899	1	2011 Mercedes-Benz SL-Class SL65 AMG Roadster
0900	1	2011 Mercedes-Benz SLK-Class SLK300 Roadster
0901	1	2011 Mercedes-Benz SLK-Class SLK350 Roadster
0902	1	2010 Mercedes-Benz SLK-Class SLK300 Roadster
0903	1	2010 Mercedes-Benz SLK-Class SLK350 Roadster
0904	1	2010 Mercedes-Benz SLK-Class SLK55 AMG Roadster
0905	1	2011 Mercedes-Benz SLS AMG Base Coupe
0906	1	2010 Acura RL Base Sedan
0907	1	2010 Acura RL Technology Pkg Sedan
0908	1	2010 Volkswagen Beetle 2.5 Hatchback
0909	1	2010 Volkswagen Beetle 2.5 Convertible
0910	1	2011 Volkswagen CC Sport Sedan
0911	1	2011 Volkswagen CC R-Line Sedan
0912	1	2011 Volkswagen CC Luxury Sedan
0913	1	2011 Volkswagen CC Luxury Plus Sedan
0914	1	2011 Volkswagen CC Luxury Limited Sedan
0915	1	2011 Volkswagen CC VR6 4Motion Sedan
0916	1	2010 Volkswagen CC VR6 Sport Sedan
0917	1	2010 Volkswagen CC VR6 4Motion Sedan
0918	1	2011 Volkswagen Eos Komfort Convertible
0919	1	2011 Volkswagen Eos LUX Convertible
0920	1	2011 Volkswagen Golf Base Hatchback
0921	1	2011 Volkswagen Golf TDI Hatchback
0922	1	2011 Volkswagen GTI Base Hatchback
0923	1	2010 Volkswagen GTI Base Hatchback
0924	1	2011 Acura TL Base Sedan
0925	1	2011 Acura TL SH-AWD Sedan
0926	1	2011 Acura TL Technology Sedan
0927	1	2011 Acura TL SH-AWD Technology Sedan
0928	1	2011 Volkswagen Jetta Base Sedan
0929	1	2011 Volkswagen Jetta S Sedan
0930	1	2011 Volkswagen Jetta SE Sedan
0931	1	2011 Volkswagen Jetta SportWagen S Wagon
0932	1	2011 Volkswagen Jetta SEL Sedan
0933	1	2011 Volkswagen Jetta TDI Sedan
0934	1	2011 Volkswagen Jetta SportWagen SE Wagon
0935	1	2011 Volkswagen Jetta SportWagen TDI Wagon
0936	1	2010 Volkswagen Jetta Limited Edition Sedan
0937	1	2010 Volkswagen Jetta SportWagen S Wagon
0938	1	2010 Volkswagen Jetta Wolfsburg Edition Sedan
0939	1	2010 Volkswagen Jetta SportWagen SE Wagon
0940	1	2010 Volkswagen Jetta SportWagen TDI Wagon
0941	1	2010 Volkswagen Passat Komfort Sedan
0942	1	2011 Volkswagen Tiguan S Sport Utility
0943	1	2011 Volkswagen Tiguan SE Sport Utility
0944	1	2011 Volkswagen Tiguan SEL Sport Utility
0945	1	2010 Volkswagen Tiguan S Sport Utility
0946	1	2010 Volkswagen Tiguan SE Sport Utility
0947	1	2010 Volkswagen Tiguan Wolfsburg Sport Utility
0948	1	2010 Volkswagen Tiguan SEL Sport Utility
0949	1	2010 HUMMER H3 Base Sport Utility
0950	1	2010 HUMMER H3 Adventure Sport Utility
0951	1	2010 HUMMER H3 Luxury Sport Utility
0952	1	2010 HUMMER H3 Alpha Sport Utility
0953	1	2010 HUMMER H3T Base Crew Cab Pickup
0954	1	2010 HUMMER H3T Adventure Crew Cab Pickup
0955	1	2010 HUMMER H3T Luxury Crew Cab Pickup
0956	1	2010 HUMMER H3T Alpha Crew Cab Pickup
0957	1	2010 Acura TL Base Sedan
0958	1	2010 Acura TL SH-AWD Sedan
0959	1	2010 Acura TL Technology Sedan
0960	1	2010 Acura TL SH-AWD Technology Sedan
0961	1	2011 Mercury Grand Marquis LS Sedan
0962	1	2011 Mercury Mariner Base Sport Utility
0963	1	2011 Mercury Mariner Premier Sport Utility
0964	1	2011 Mercury Mariner Hybrid Sport Utility
0965	1	2011 Mercury Milan Base Sedan
0966	1	2011 Mercury Milan Premier Sedan
0967	1	2011 Mercury Milan Hybrid Sedan
0968	1	2011 Volvo C30 T5 Hatchback
0969	1	2011 Volvo C30 R-Design Hatchback
0970	1	2011 Acura TSX Base Sedan
0971	1	2011 Volvo C70 T5 Convertible
0972	1	2011 Volvo S40 T5 Sedan
0973	1	2011 Volvo S40 R-Design Sedan
0974	1	2010 Volvo S40 2.4i Sedan
0975	1	2010 Volvo S40 R-Design Sedan
0976	1	2012 Volvo S60 T5 Sedan
0977	1	2011 Volvo S60 T6 Sedan
0978	1	2009 Volvo S60 2.5T Sedan
0979	1	2009 Volvo S60 T5 Sedan
0980	1	2010 Volvo S80 3.2 Sedan
0981	1	2010 Volvo S80 T6 Sedan
0982	1	2010 Volvo S80 V8 Sedan
0983	1	2011 Volvo V50 T5 Wagon
0984	1	2011 Volvo V50 R-Design Wagon
0985	1	2010 Acura TSX Base Sedan
0986	1	2010 Volvo V50 2.4i Wagon
0987	1	2010 Volvo V50 R-Design Wagon
0988	1	2010 Volvo V70 Base Wagon
0989	1	2010 Volvo V70 R-Design Wagon
0990	1	2011 Volvo XC60 Base Sport Utility
0991	1	2011 Volvo XC60 R-Design Sport Utility
0992	1	2011 Volvo XC60 T6 Sport Utility
0993	1	2010 Volvo XC60 Base Sport Utility
0994	1	2010 Volvo XC60 T6 Sport Utility
0995	1	2010 Volvo XC60 R-Design Sport Utility
0996	1	2011 Volvo XC70 Base Wagon
0997	1	2011 Volvo XC70 T6 Wagon
0998	1	2010 Volvo XC70 Base Wagon
0999	1	2010 Volvo XC70 T6 Wagon
1000	1	2011 Volvo XC90 3.2 Sport Utility
1001	1	2011 Volvo XC90 R-Design Sport Utility
1002	1	2011 Volvo XC90 V8 Sport Utility
1003	1	2010 Volvo XC90 3.2 Sport Utility
1004	1	2010 Volvo XC90 R-Design Sport Utility
1005	1	2010 Volvo XC90 V8 Sport Utility
1006	1	2011 Mitsubishi Eclipse GS Coupe
1007	1	2011 Mitsubishi Eclipse GS-Sport Coupe
1008	1	2011 Mitsubishi Eclipse GT Coupe
1009	1	2010 Acura ZDX Base Hatchback
1010	1	2010 Acura ZDX Advance Hatchback
1011	1	2010 Acura ZDX Technology Hatchback
1012	1	2011 Mitsubishi Eclipse Spyder GS-Sport Convertible
1013	1	2011 Mitsubishi Eclipse Spyder GT Convertible
1014	1	2011 Mitsubishi Endeavor LS Sport Utility
1015	1	2011 Mitsubishi Endeavor SE Sport Utility
1016	1	2011 Mitsubishi Galant ES Sedan
1017	1	2011 Mitsubishi Galant SE Sedan
1018	1	2011 Mitsubishi Lancer DE Sedan
1019	1	2011 Mitsubishi Lancer ES Sedan
1020	1	2011 Mitsubishi Lancer GTS Sedan
1021	1	2011 Mitsubishi Lancer Ralliart Sedan
1022	1	2010 Mitsubishi Lancer DE Sedan
1023	1	2010 Mitsubishi Lancer ES Sedan
1024	1	2010 Mitsubishi Lancer GTS Sedan
1025	1	2010 Mitsubishi Lancer Ralliart Sedan
1026	1	2010 Mitsubishi Lancer Evolution GSR Sedan
1027	1	2010 Mitsubishi Lancer Evolution SE Sedan
1028	1	2010 Mitsubishi Lancer Evolution MR Sedan
1029	1	2010 Mitsubishi Lancer Evolution MR Touring Sedan
1030	1	2011 Mitsubishi Lancer Sportback ES Hatchback
1031	1	2011 Mitsubishi Lancer Sportback GTS Hatchback
1032	1	2011 Mitsubishi Lancer Sportback Ralliart Hatchback
1033	1	2011 Hyundai Accent GL Hatchback
1034	1	2011 Hyundai Accent GS Hatchback
1035	1	2011 Hyundai Accent GLS Sedan
1036	1	2011 Hyundai Accent SE Hatchback
