auto	automotive	fuel_economy
0658	1	N/A MPG city / N/A MPG highway
0659	1	N/A MPG city / N/A MPG highway
0660	1	N/A MPG city / N/A MPG highway
0661	1	N/A MPG city / N/A MPG highway
0662	1	N/A MPG city / N/A MPG highway
0663	1	N/A MPG city / N/A MPG highway
0664	1	N/A MPG city / N/A MPG highway
0665	1	25 MPG city / 35 MPG highway
0666	1	25 MPG city / 34 MPG highway
0667	1	25 MPG city / 35 MPG highway
0668	1	25 MPG city / 35 MPG highway
0669	1	24 MPG city / 35 MPG highway
0670	1	24 MPG city / 35 MPG highway
0671	1	24 MPG city / 35 MPG highway
0672	1	24 MPG city / 35 MPG highway
0673	1	24 MPG city / 35 MPG highway
0674	1	24 MPG city / 35 MPG highway
0675	1	30 MPG city / 27 MPG highway
0676	1	N/A MPG city / N/A MPG highway
0677	1	30 MPG city / 27 MPG highway
0678	1	20 MPG city / 26 MPG highway
0679	1	20 MPG city / 26 MPG highway
0680	1	29 MPG city / 27 MPG highway
0681	1	19 MPG city / 25 MPG highway
0682	1	29 MPG city / 27 MPG highway
0683	1	19 MPG city / 25 MPG highway
0684	1	19 MPG city / 25 MPG highway
0685	1	41 MPG city / 36 MPG highway
0686	1	13 MPG city / 19 MPG highway
0687	1	22 MPG city / 29 MPG highway
0688	1	17 MPG city / 24 MPG highway
0689	1	22 MPG city / 29 MPG highway
0690	1	41 MPG city / 36 MPG highway
0691	1	13 MPG city / 18 MPG highway
0692	1	22 MPG city / 31 MPG highway
0693	1	17 MPG city / 24 MPG highway
0694	1	22 MPG city / 29 MPG highway
0695	1	N/A MPG city / N/A MPG highway
0696	1	N/A MPG city / N/A MPG highway
0697	1	N/A MPG city / N/A MPG highway
0698	1	9 MPG city / 13 MPG highway
0699	1	N/A MPG city / N/A MPG highway
0700	1	N/A MPG city / N/A MPG highway
0701	1	N/A MPG city / N/A MPG highway
0702	1	N/A MPG city / N/A MPG highway
0703	1	N/A MPG city / N/A MPG highway
0704	1	N/A MPG city / N/A MPG highway
0705	1	9 MPG city / 13 MPG highway
0706	1	9 MPG city / 13 MPG highway
0707	1	N/A MPG city / N/A MPG highway
0708	1	N/A MPG city / N/A MPG highway
0709	1	9 MPG city / 13 MPG highway
0710	1	9 MPG city / 13 MPG highway
0711	1	19 MPG city / 30 MPG highway
0712	1	16 MPG city / 24 MPG highway
0713	1	19 MPG city / 29 MPG highway
0714	1	17 MPG city / 26 MPG highway
0715	1	16 MPG city / 24 MPG highway
0716	1	19 MPG city / 30 MPG highway
0717	1	17 MPG city / 26 MPG highway
0718	1	19 MPG city / 29 MPG highway
0719	1	18 MPG city / 26 MPG highway
0720	1	16 MPG city / 24 MPG highway
0721	1	18 MPG city / 26 MPG highway
0722	1	16 MPG city / 24 MPG highway
0723	1	16 MPG city / 24 MPG highway
0724	1	18 MPG city / 26 MPG highway
0725	1	16 MPG city / 24 MPG highway
0726	1	18 MPG city / 26 MPG highway
0727	1	N/A MPG city / N/A MPG highway
0728	1	N/A MPG city / N/A MPG highway
0729	1	N/A MPG city / N/A MPG highway
0730	1	14 MPG city / 20 MPG highway
0731	1	14 MPG city / 20 MPG highway
0732	1	14 MPG city / 20 MPG highway
0733	1	15 MPG city / 19 MPG highway
0734	1	22 MPG city / 27 MPG highway
0735	1	15 MPG city / 19 MPG highway
0736	1	15 MPG city / 19 MPG highway
0737	1	22 MPG city / 27 MPG highway
0738	1	22 MPG city / 27 MPG highway
0739	1	16 MPG city / 21 MPG highway
0740	1	22 MPG city / 27 MPG highway
0741	1	22 MPG city / 27 MPG highway
0742	1	22 MPG city / 27 MPG highway
0743	1	22 MPG city / 27 MPG highway
0744	1	22 MPG city / 27 MPG highway
0745	1	14 MPG city / 20 MPG highway
0746	1	14 MPG city / 20 MPG highway
0747	1	15 MPG city / 23 MPG highway
0748	1	15 MPG city / 23 MPG highway
0749	1	14 MPG city / 22 MPG highway
0750	1	14 MPG city / 22 MPG highway
0751	1	N/A MPG city / N/A MPG highway
0752	1	N/A MPG city / N/A MPG highway
0753	1	N/A MPG city / N/A MPG highway
0754	1	N/A MPG city / N/A MPG highway
0755	1	N/A MPG city / N/A MPG highway
0756	1	N/A MPG city / N/A MPG highway
0757	1	N/A MPG city / N/A MPG highway
0758	1	N/A MPG city / N/A MPG highway
0759	1	N/A MPG city / N/A MPG highway
0760	1	N/A MPG city / N/A MPG highway
0761	1	N/A MPG city / N/A MPG highway
0762	1	N/A MPG city / N/A MPG highway
0763	1	17 MPG city / 25 MPG highway
0764	1	17 MPG city / 25 MPG highway
0765	1	18 MPG city / 28 MPG highway
0766	1	17 MPG city / 25 MPG highway
0767	1	17 MPG city / 24 MPG highway
0768	1	17 MPG city / 24 MPG highway
0769	1	18 MPG city / 28 MPG highway
0770	1	16 MPG city / 25 MPG highway
0771	1	N/A MPG city / N/A MPG highway
0772	1	N/A MPG city / N/A MPG highway
0773	1	N/A MPG city / N/A MPG highway
0774	1	N/A MPG city / N/A MPG highway
0775	1	N/A MPG city / N/A MPG highway
0776	1	N/A MPG city / N/A MPG highway
0777	1	N/A MPG city / N/A MPG highway
0778	1	N/A MPG city / N/A MPG highway
0779	1	N/A MPG city / N/A MPG highway
0780	1	N/A MPG city / N/A MPG highway
0781	1	22 MPG city / 25 MPG highway
0782	1	22 MPG city / 25 MPG highway
0783	1	22 MPG city / 25 MPG highway
0784	1	22 MPG city / 25 MPG highway
0785	1	22 MPG city / 25 MPG highway
0786	1	22 MPG city / 25 MPG highway
0787	1	22 MPG city / 25 MPG highway
0788	1	N/A MPG city / N/A MPG highway
0789	1	N/A MPG city / N/A MPG highway
0790	1	N/A MPG city / N/A MPG highway
0791	1	N/A MPG city / N/A MPG highway
0792	1	N/A MPG city / N/A MPG highway
0793	1	N/A MPG city / N/A MPG highway
0794	1	N/A MPG city / N/A MPG highway
0795	1	N/A MPG city / N/A MPG highway
0796	1	N/A MPG city / N/A MPG highway
0797	1	N/A MPG city / N/A MPG highway
0798	1	N/A MPG city / N/A MPG highway
0799	1	N/A MPG city / N/A MPG highway
0800	1	N/A MPG city / N/A MPG highway
0801	1	N/A MPG city / N/A MPG highway
0802	1	N/A MPG city / N/A MPG highway
0803	1	N/A MPG city / N/A MPG highway
0804	1	10 MPG city / 16 MPG highway
0805	1	10 MPG city / 16 MPG highway
0806	1	10 MPG city / 16 MPG highway
0807	1	12 MPG city / 17 MPG highway
0808	1	11 MPG city / 17 MPG highway
0809	1	19 MPG city / 23 MPG highway
0810	1	14 MPG city / 19 MPG highway
0811	1	17 MPG city / 22 MPG highway
0812	1	14 MPG city / 19 MPG highway
0813	1	14 MPG city / 19 MPG highway
0814	1	15 MPG city / 20 MPG highway
0815	1	19 MPG city / 23 MPG highway
0816	1	15 MPG city / 19 MPG highway
0817	1	19 MPG city / 23 MPG highway
0818	1	15 MPG city / 19 MPG highway
0819	1	17 MPG city / 22 MPG highway
0820	1	15 MPG city / 20 MPG highway
0821	1	15 MPG city / 19 MPG highway
0822	1	23 MPG city / 29 MPG highway
0823	1	19 MPG city / 26 MPG highway
0824	1	19 MPG city / 25 MPG highway
0825	1	19 MPG city / 25 MPG highway
0826	1	19 MPG city / 26 MPG highway
0827	1	19 MPG city / 25 MPG highway
0828	1	19 MPG city / 25 MPG highway
0829	1	19 MPG city / 25 MPG highway
0830	1	23 MPG city / 30 MPG highway
0831	1	23 MPG city / 30 MPG highway
0832	1	23 MPG city / 32 MPG highway
0833	1	25 MPG city / 32 MPG highway
0834	1	25 MPG city / 32 MPG highway
0835	1	25 MPG city / 32 MPG highway
0836	1	25 MPG city / 32 MPG highway
0837	1	23 MPG city / 33 MPG highway
0838	1	23 MPG city / 30 MPG highway
0839	1	23 MPG city / 30 MPG highway
0840	1	22 MPG city / 29 MPG highway
0841	1	23 MPG city / 30 MPG highway
0842	1	23 MPG city / 30 MPG highway
0843	1	23 MPG city / 30 MPG highway
0844	1	23 MPG city / 31 MPG highway
0845	1	23 MPG city / 30 MPG highway
0846	1	23 MPG city / 30 MPG highway
0847	1	23 MPG city / 33 MPG highway
0848	1	23 MPG city / 33 MPG highway
0849	1	16 MPG city / 23 MPG highway
0850	1	16 MPG city / 23 MPG highway
0851	1	16 MPG city / 23 MPG highway
0852	1	16 MPG city / 23 MPG highway
0853	1	16 MPG city / 23 MPG highway
0854	1	16 MPG city / 23 MPG highway
0855	1	16 MPG city / 23 MPG highway
0856	1	16 MPG city / 23 MPG highway
0857	1	16 MPG city / 23 MPG highway
0858	1	16 MPG city / 23 MPG highway
0859	1	20 MPG city / 29 MPG highway
0860	1	20 MPG city / 29 MPG highway
0861	1	20 MPG city / 29 MPG highway
0862	1	20 MPG city / 29 MPG highway
0863	1	18 MPG city / 25 MPG highway
0864	1	17 MPG city / 23 MPG highway
0865	1	18 MPG city / 25 MPG highway
0866	1	18 MPG city / 25 MPG highway
0867	1	18 MPG city / 25 MPG highway
0868	1	18 MPG city / 25 MPG highway
0869	1	17 MPG city / 23 MPG highway
0870	1	17 MPG city / 23 MPG highway
0871	1	18 MPG city / 25 MPG highway
0872	1	18 MPG city / 25 MPG highway
0873	1	20 MPG city / 23 MPG highway
0874	1	11 MPG city / 16 MPG highway
0875	1	10 MPG city / 14 MPG highway
0876	1	11 MPG city / 16 MPG highway
0877	1	20 MPG city / 23 MPG highway
0878	1	N/A MPG city / N/A MPG highway
0879	1	21 MPG city / 22 MPG highway
0880	1	9 MPG city / 14 MPG highway
0881	1	14 MPG city / 20 MPG highway
0882	1	14 MPG city / 20 MPG highway
0883	1	9 MPG city / 13 MPG highway
0884	1	9 MPG city / 14 MPG highway
0885	1	10 MPG city / 13 MPG highway
0886	1	N/A MPG city / N/A MPG highway
0887	1	9 MPG city / 12 MPG highway
0888	1	N/A MPG city / N/A MPG highway
0889	1	N/A MPG city / N/A MPG highway
0890	1	N/A MPG city / N/A MPG highway
0891	1	N/A MPG city / N/A MPG highway
0892	1	N/A MPG city / N/A MPG highway
0893	1	N/A MPG city / N/A MPG highway
0894	1	N/A MPG city / N/A MPG highway
0895	1	8 MPG city / 12 MPG highway
0896	1	N/A MPG city / N/A MPG highway
0897	1	N/A MPG city / N/A MPG highway
0898	1	13 MPG city / 17 MPG highway
0899	1	N/A MPG city / N/A MPG highway
0900	1	N/A MPG city / N/A MPG highway
0901	1	N/A MPG city / N/A MPG highway
0902	1	N/A MPG city / N/A MPG highway
0903	1	N/A MPG city / N/A MPG highway
0904	1	N/A MPG city / N/A MPG highway
0905	1	N/A MPG city / N/A MPG highway
0906	1	N/A MPG city / N/A MPG highway
0907	1	11 MPG city / 16 MPG highway
0908	1	11 MPG city / 16 MPG highway
0909	1	10 MPG city / 15 MPG highway
0910	1	10 MPG city / 14 MPG highway
0911	1	N/A MPG city / N/A MPG highway
0912	1	9 MPG city / 13 MPG highway
0913	1	N/A MPG city / N/A MPG highway
0914	1	20 MPG city / 23 MPG highway
0915	1	N/A MPG city / N/A MPG highway
0916	1	11 MPG city / 16 MPG highway
0917	1	N/A MPG city / N/A MPG highway
0918	1	15 MPG city / 20 MPG highway
0919	1	N/A MPG city / N/A MPG highway
0920	1	10 MPG city / 14 MPG highway
0921	1	N/A MPG city / N/A MPG highway
0922	1	10 MPG city / 14 MPG highway
0923	1	N/A MPG city / N/A MPG highway
0924	1	N/A MPG city / N/A MPG highway
0925	1	N/A MPG city / N/A MPG highway
0926	1	N/A MPG city / N/A MPG highway
0927	1	N/A MPG city / N/A MPG highway
0928	1	14 MPG city / 20 MPG highway
0929	1	N/A MPG city / N/A MPG highway
0930	1	21 MPG city / 22 MPG highway
0931	1	N/A MPG city / N/A MPG highway
0932	1	14 MPG city / 20 MPG highway
0933	1	N/A MPG city / N/A MPG highway
0934	1	15 MPG city / 20 MPG highway
0935	1	N/A MPG city / N/A MPG highway
0936	1	14 MPG city / 19 MPG highway
0937	1	N/A MPG city / N/A MPG highway
0938	1	14 MPG city / 19 MPG highway
0939	1	N/A MPG city / N/A MPG highway
0940	1	14 MPG city / 20 MPG highway
0941	1	N/A MPG city / N/A MPG highway
0942	1	N/A MPG city / N/A MPG highway
0943	1	10 MPG city / 14 MPG highway
0944	1	10 MPG city / 15 MPG highway
0945	1	10 MPG city / 15 MPG highway
0946	1	N/A MPG city / N/A MPG highway
0947	1	20 MPG city / 28 MPG highway
0948	1	17 MPG city / 21 MPG highway
0949	1	20 MPG city / 28 MPG highway
0950	1	17 MPG city / 21 MPG highway
0951	1	20 MPG city / 28 MPG highway
0952	1	20 MPG city / 28 MPG highway
0953	1	17 MPG city / 23 MPG highway
0954	1	20 MPG city / 28 MPG highway
0955	1	17 MPG city / 23 MPG highway
0956	1	22 MPG city / 31 MPG highway
0957	1	22 MPG city / 31 MPG highway
0958	1	22 MPG city / 31 MPG highway
0959	1	18 MPG city / 27 MPG highway
0960	1	22 MPG city / 31 MPG highway
0961	1	18 MPG city / 27 MPG highway
0962	1	21 MPG city / 30 MPG highway
0963	1	20 MPG city / 29 MPG highway
0964	1	21 MPG city / 30 MPG highway
0965	1	17 MPG city / 25 MPG highway
0966	1	20 MPG city / 29 MPG highway
0967	1	17 MPG city / 25 MPG highway
0968	1	21 MPG city / 30 MPG highway
0969	1	16 MPG city / 22 MPG highway
0970	1	16 MPG city / 22 MPG highway
0971	1	16 MPG city / 22 MPG highway
0972	1	15 MPG city / 21 MPG highway
0973	1	15 MPG city / 21 MPG highway
0974	1	15 MPG city / 21 MPG highway
0975	1	18 MPG city / 25 MPG highway
0976	1	18 MPG city / 25 MPG highway
0977	1	29 MPG city / 35 MPG highway
0978	1	29 MPG city / 35 MPG highway
0979	1	21 MPG city / 28 MPG highway
0980	1	21 MPG city / 28 MPG highway
0981	1	21 MPG city / 28 MPG highway
0982	1	21 MPG city / 28 MPG highway
0983	1	22 MPG city / 28 MPG highway
0984	1	21 MPG city / 28 MPG highway
0985	1	21 MPG city / 28 MPG highway
0986	1	21 MPG city / 28 MPG highway
0987	1	21 MPG city / 28 MPG highway
0988	1	22 MPG city / 28 MPG highway
0989	1	24 MPG city / 33 MPG highway
0990	1	22 MPG city / 29 MPG highway
0991	1	25 MPG city / 33 MPG highway
0992	1	22 MPG city / 29 MPG highway
0993	1	25 MPG city / 33 MPG highway
0994	1	22 MPG city / 29 MPG highway
0995	1	20 MPG city / 28 MPG highway
0996	1	24 MPG city / 33 MPG highway
0997	1	22 MPG city / 29 MPG highway
0998	1	25 MPG city / 33 MPG highway
0999	1	22 MPG city / 29 MPG highway
1000	1	25 MPG city / 33 MPG highway
1001	1	22 MPG city / 29 MPG highway
1002	1	21 MPG city / 29 MPG highway
1003	1	16 MPG city / 23 MPG highway
1004	1	16 MPG city / 22 MPG highway
1005	1	16 MPG city / 22 MPG highway
1006	1	16 MPG city / 23 MPG highway
1007	1	16 MPG city / 22 MPG highway
1008	1	16 MPG city / 22 MPG highway
1009	1	21 MPG city / 27 MPG highway
1010	1	21 MPG city / 27 MPG highway
1011	1	21 MPG city / 27 MPG highway
1012	1	20 MPG city / 26 MPG highway
1013	1	20 MPG city / 26 MPG highway
1014	1	20 MPG city / 26 MPG highway
1015	1	13 MPG city / 17 MPG highway
1016	1	20 MPG city / 26 MPG highway
1017	1	20 MPG city / 26 MPG highway
1018	1	20 MPG city / 26 MPG highway
1019	1	13 MPG city / 17 MPG highway
1020	1	17 MPG city / 22 MPG highway
1021	1	17 MPG city / 22 MPG highway
1022	1	17 MPG city / 22 MPG highway
1023	1	17 MPG city / 22 MPG highway
1024	1	17 MPG city / 22 MPG highway
1025	1	17 MPG city / 22 MPG highway
1026	1	51 MPG city / 48 MPG highway
1027	1	51 MPG city / 48 MPG highway
1028	1	51 MPG city / 48 MPG highway
1029	1	51 MPG city / 48 MPG highway
1030	1	51 MPG city / 48 MPG highway
1031	1	20 MPG city / 29 MPG highway
1032	1	20 MPG city / 29 MPG highway
1033	1	19 MPG city / 28 MPG highway
1034	1	19 MPG city / 28 MPG highway
1035	1	19 MPG city / 28 MPG highway
1036	1	22 MPG city / 28 MPG highway
1037	1	22 MPG city / 28 MPG highway
1038	1	19 MPG city / 27 MPG highway
1039	1	22 MPG city / 28 MPG highway
1040	1	22 MPG city / 28 MPG highway
1041	1	19 MPG city / 27 MPG highway
1042	1	22 MPG city / 32 MPG highway
1043	1	22 MPG city / 32 MPG highway
1044	1	31 MPG city / 35 MPG highway
1045	1	22 MPG city / 32 MPG highway
1046	1	22 MPG city / 32 MPG highway
1047	1	22 MPG city / 32 MPG highway
1048	1	22 MPG city / 32 MPG highway
1049	1	33 MPG city / 34 MPG highway
1050	1	22 MPG city / 32 MPG highway
1051	1	22 MPG city / 32 MPG highway
1052	1	13 MPG city / 18 MPG highway
1053	1	13 MPG city / 18 MPG highway
1054	1	13 MPG city / 18 MPG highway
1055	1	13 MPG city / 18 MPG highway
1056	1	13 MPG city / 18 MPG highway
1057	1	13 MPG city / 18 MPG highway
1058	1	26 MPG city / 34 MPG highway
1059	1	26 MPG city / 34 MPG highway
1060	1	26 MPG city / 34 MPG highway
1061	1	22 MPG city / 30 MPG highway
1062	1	26 MPG city / 34 MPG highway
1063	1	19 MPG city / 24 MPG highway
1064	1	18 MPG city / 24 MPG highway
1065	1	16 MPG city / 22 MPG highway
1066	1	16 MPG city / 22 MPG highway
1067	1	18 MPG city / 24 MPG highway
1068	1	18 MPG city / 24 MPG highway
1069	1	16 MPG city / 22 MPG highway
1070	1	17 MPG city / 23 MPG highway
1071	1	17 MPG city / 23 MPG highway
1072	1	17 MPG city / 23 MPG highway
1073	1	16 MPG city / 21 MPG highway
1074	1	16 MPG city / 21 MPG highway
1075	1	17 MPG city / 23 MPG highway
1076	1	17 MPG city / 22 MPG highway
1077	1	17 MPG city / 22 MPG highway
1078	1	14 MPG city / 18 MPG highway
1079	1	19 MPG city / 25 MPG highway
1080	1	16 MPG city / 20 MPG highway
1081	1	19 MPG city / 25 MPG highway
1082	1	16 MPG city / 20 MPG highway
1083	1	17 MPG city / 21 MPG highway
1084	1	18 MPG city / 21 MPG highway
1085	1	15 MPG city / 19 MPG highway
1086	1	14 MPG city / 18 MPG highway
1087	1	20 MPG city / 26 MPG highway
1088	1	16 MPG city / 20 MPG highway
1089	1	17 MPG city / 21 MPG highway
1090	1	16 MPG city / 20 MPG highway
1091	1	20 MPG city / 26 MPG highway
1092	1	17 MPG city / 22 MPG highway
1093	1	15 MPG city / 18 MPG highway
1094	1	17 MPG city / 21 MPG highway
1095	1	17 MPG city / 22 MPG highway
1096	1	17 MPG city / 22 MPG highway
1097	1	17 MPG city / 22 MPG highway
1098	1	17 MPG city / 23 MPG highway
1099	1	17 MPG city / 23 MPG highway
1100	1	17 MPG city / 23 MPG highway
1101	1	15 MPG city / 20 MPG highway
1102	1	16 MPG city / 20 MPG highway
1103	1	14 MPG city / 18 MPG highway
1104	1	14 MPG city / 18 MPG highway
1105	1	14 MPG city / 18 MPG highway
1106	1	14 MPG city / 18 MPG highway
1107	1	15 MPG city / 19 MPG highway
1108	1	14 MPG city / 18 MPG highway
1109	1	15 MPG city / 19 MPG highway
1110	1	14 MPG city / 18 MPG highway
1111	1	15 MPG city / 20 MPG highway
1112	1	14 MPG city / 18 MPG highway
1113	1	15 MPG city / 20 MPG highway
1114	1	15 MPG city / 19 MPG highway
1115	1	28 MPG city / 28 MPG highway
1116	1	28 MPG city / 28 MPG highway
1117	1	27 MPG city / 25 MPG highway
1118	1	27 MPG city / 25 MPG highway
1119	1	20 MPG city / 25 MPG highway
1120	1	20 MPG city / 28 MPG highway
1121	1	13 MPG city / 18 MPG highway
1122	1	13 MPG city / 18 MPG highway
1123	1	29 MPG city / 35 MPG highway
1124	1	29 MPG city / 35 MPG highway
1125	1	29 MPG city / 35 MPG highway
1126	1	29 MPG city / 35 MPG highway
1127	1	25 MPG city / 31 MPG highway
1128	1	21 MPG city / 29 MPG highway
1129	1	20 MPG city / 26 MPG highway
1130	1	22 MPG city / 33 MPG highway
1131	1	23 MPG city / 34 MPG highway
1132	1	20 MPG city / 30 MPG highway
1133	1	23 MPG city / 34 MPG highway
1134	1	17 MPG city / 26 MPG highway
1135	1	22 MPG city / 33 MPG highway
1136	1	20 MPG city / 30 MPG highway
1137	1	23 MPG city / 34 MPG highway
1138	1	21 MPG city / 31 MPG highway
1139	1	21 MPG city / 31 MPG highway
1140	1	19 MPG city / 29 MPG highway
1141	1	21 MPG city / 31 MPG highway
1142	1	17 MPG city / 25 MPG highway
1143	1	21 MPG city / 31 MPG highway
1144	1	19 MPG city / 29 MPG highway
1145	1	28 MPG city / 35 MPG highway
1146	1	27 MPG city / 33 MPG highway
1147	1	18 MPG city / 27 MPG highway
1148	1	18 MPG city / 27 MPG highway
1149	1	40 MPG city / 43 MPG highway
1150	1	40 MPG city / 43 MPG highway
1151	1	26 MPG city / 34 MPG highway
1152	1	40 MPG city / 43 MPG highway
1153	1	25 MPG city / 36 MPG highway
1154	1	26 MPG city / 34 MPG highway
1155	1	26 MPG city / 34 MPG highway
1156	1	25 MPG city / 36 MPG highway
1157	1	25 MPG city / 36 MPG highway
1158	1	25 MPG city / 36 MPG highway
1159	1	25 MPG city / 36 MPG highway
1160	1	21 MPG city / 29 MPG highway
1161	1	25 MPG city / 36 MPG highway
1162	1	21 MPG city / 29 MPG highway
1163	1	24 MPG city / 36 MPG highway
1164	1	25 MPG city / 36 MPG highway
1165	1	26 MPG city / 34 MPG highway
1166	1	26 MPG city / 34 MPG highway
1167	1	25 MPG city / 36 MPG highway
1168	1	25 MPG city / 36 MPG highway
1169	1	26 MPG city / 34 MPG highway
1170	1	25 MPG city / 36 MPG highway
1171	1	25 MPG city / 36 MPG highway
1172	1	21 MPG city / 29 MPG highway
1173	1	25 MPG city / 36 MPG highway
1174	1	21 MPG city / 29 MPG highway
1175	1	25 MPG city / 36 MPG highway
1176	1	25 MPG city / 36 MPG highway
1177	1	40 MPG city / 45 MPG highway
1178	1	18 MPG city / 27 MPG highway
1179	1	19 MPG city / 28 MPG highway
1180	1	18 MPG city / 27 MPG highway
1181	1	19 MPG city / 28 MPG highway
1182	1	18 MPG city / 27 MPG highway
1183	1	16 MPG city / 23 MPG highway
1184	1	16 MPG city / 23 MPG highway
1185	1	17 MPG city / 25 MPG highway
1186	1	17 MPG city / 25 MPG highway
1187	1	21 MPG city / 28 MPG highway
1188	1	21 MPG city / 28 MPG highway
1189	1	21 MPG city / 28 MPG highway
1190	1	21 MPG city / 28 MPG highway
1191	1	21 MPG city / 28 MPG highway
1192	1	21 MPG city / 28 MPG highway
1193	1	21 MPG city / 28 MPG highway
1194	1	17 MPG city / 23 MPG highway
1195	1	17 MPG city / 23 MPG highway
1196	1	17 MPG city / 23 MPG highway
1197	1	17 MPG city / 23 MPG highway
1198	1	17 MPG city / 23 MPG highway
1199	1	17 MPG city / 23 MPG highway
1200	1	17 MPG city / 23 MPG highway
1201	1	17 MPG city / 23 MPG highway
1202	1	35 MPG city / 39 MPG highway
1203	1	35 MPG city / 39 MPG highway
1204	1	15 MPG city / 20 MPG highway
1205	1	15 MPG city / 20 MPG highway
1206	1	15 MPG city / 20 MPG highway
1207	1	15 MPG city / 20 MPG highway
1208	1	15 MPG city / 20 MPG highway
1209	1	15 MPG city / 20 MPG highway
1210	1	N/A MPG city / N/A MPG highway
1211	1	N/A MPG city / N/A MPG highway
1212	1	20 MPG city / 25 MPG highway
1213	1	20 MPG city / 25 MPG highway
1214	1	20 MPG city / 25 MPG highway
1215	1	18 MPG city / 25 MPG highway
1216	1	18 MPG city / 25 MPG highway
1217	1	17 MPG city / 24 MPG highway
1218	1	17 MPG city / 24 MPG highway
1219	1	16 MPG city / 23 MPG highway
1220	1	16 MPG city / 23 MPG highway
1221	1	16 MPG city / 22 MPG highway
1222	1	16 MPG city / 21 MPG highway
1223	1	16 MPG city / 21 MPG highway
1224	1	18 MPG city / 26 MPG highway
1225	1	14 MPG city / 20 MPG highway
1226	1	14 MPG city / 20 MPG highway
1227	1	14 MPG city / 20 MPG highway
1228	1	20 MPG city / 29 MPG highway
1229	1	19 MPG city / 27 MPG highway
1230	1	20 MPG city / 29 MPG highway
1231	1	16 MPG city / 25 MPG highway
1232	1	17 MPG city / 25 MPG highway
1233	1	16 MPG city / 24 MPG highway
1234	1	19 MPG city / 27 MPG highway
1235	1	17 MPG city / 25 MPG highway
1236	1	19 MPG city / 27 MPG highway
1237	1	17 MPG city / 25 MPG highway
1238	1	19 MPG city / 27 MPG highway
1239	1	18 MPG city / 25 MPG highway
1240	1	17 MPG city / 25 MPG highway
1241	1	18 MPG city / 25 MPG highway
1242	1	19 MPG city / 27 MPG highway
1243	1	18 MPG city / 25 MPG highway
1244	1	17 MPG city / 25 MPG highway
1245	1	19 MPG city / 27 MPG highway
1246	1	19 MPG city / 27 MPG highway
1247	1	17 MPG city / 25 MPG highway
1248	1	16 MPG city / 24 MPG highway
1249	1	19 MPG city / 27 MPG highway
1250	1	18 MPG city / 25 MPG highway
1251	1	19 MPG city / 27 MPG highway
1252	1	17 MPG city / 25 MPG highway
1253	1	19 MPG city / 27 MPG highway
1254	1	19 MPG city / 27 MPG highway
1255	1	19 MPG city / 27 MPG highway
1256	1	18 MPG city / 25 MPG highway
1257	1	14 MPG city / 20 MPG highway
1258	1	12 MPG city / 18 MPG highway
1259	1	13 MPG city / 19 MPG highway
1260	1	17 MPG city / 25 MPG highway
1261	1	13 MPG city / 19 MPG highway
1262	1	13 MPG city / 19 MPG highway
1263	1	13 MPG city / 19 MPG highway
1264	1	17 MPG city / 25 MPG highway
1265	1	13 MPG city / 19 MPG highway
1266	1	12 MPG city / 19 MPG highway
1267	1	18 MPG city / 25 MPG highway
1268	1	13 MPG city / 18 MPG highway
1269	1	15 MPG city / 20 MPG highway
1270	1	11 MPG city / 15 MPG highway
1271	1	20 MPG city / 24 MPG highway
1272	1	18 MPG city / 25 MPG highway
1273	1	13 MPG city / 18 MPG highway
1274	1	15 MPG city / 20 MPG highway
1275	1	11 MPG city / 15 MPG highway
1276	1	21 MPG city / 24 MPG highway
1277	1	14 MPG city / 21 MPG highway
1278	1	11 MPG city / 18 MPG highway
1279	1	11 MPG city / 17 MPG highway
1280	1	11 MPG city / 17 MPG highway
1281	1	14 MPG city / 21 MPG highway
1282	1	11 MPG city / 18 MPG highway
1283	1	11 MPG city / 17 MPG highway
1284	1	11 MPG city / 17 MPG highway
1285	1	18 MPG city / 24 MPG highway
1286	1	15 MPG city / 19 MPG highway
1287	1	18 MPG city / 24 MPG highway
1288	1	14 MPG city / 19 MPG highway
1289	1	14 MPG city / 21 MPG highway
1290	1	12 MPG city / 18 MPG highway
1291	1	14 MPG city / 21 MPG highway
1292	1	12 MPG city / 18 MPG highway
1293	1	N/A MPG city / N/A MPG highway
1294	1	N/A MPG city / N/A MPG highway
1295	1	14 MPG city / 21 MPG highway
1296	1	N/A MPG city / N/A MPG highway
1297	1	N/A MPG city / N/A MPG highway
1298	1	19 MPG city / 26 MPG highway
1299	1	11 MPG city / 18 MPG highway
1300	1	14 MPG city / 21 MPG highway
1301	1	11 MPG city / 17 MPG highway
1302	1	11 MPG city / 17 MPG highway
1303	1	14 MPG city / 22 MPG highway
1304	1	12 MPG city / 18 MPG highway
1305	1	12 MPG city / 19 MPG highway
1306	1	11 MPG city / 13 MPG highway
1307	1	11 MPG city / 15 MPG highway
1308	1	11 MPG city / 15 MPG highway
1309	1	11 MPG city / 15 MPG highway
1310	1	17 MPG city / 26 MPG highway
1311	1	19 MPG city / 25 MPG highway
1312	1	18 MPG city / 26 MPG highway
1313	1	14 MPG city / 22 MPG highway
1314	1	18 MPG city / 25 MPG highway
1315	1	17 MPG city / 21 MPG highway
1316	1	12 MPG city / 17 MPG highway
1317	1	13 MPG city / 18 MPG highway
1318	1	17 MPG city / 23 MPG highway
