auto	autoweb	fuel_economy
0538	2	15/21	15 MPG City / 21 MPG Hwy
0539	2	15/21	15 MPG City / 21 MPG Hwy
0540	2	15/21	15 MPG City / 21 MPG Hwy
0541	2	27/32	27 MPG City / 32 MPG Hwy
0542	2	24/31	24 MPG City / 31 MPG Hwy
0543	2	25/30	25 MPG City / 30 MPG Hwy
0544	2	/	MPG City / MPG Hwy
0545	2	/	MPG City / MPG Hwy
0546	2	19/26	19 MPG City / 26 MPG Hwy
0547	2	19/26	19 MPG City / 26 MPG Hwy
0548	2	19/26	19 MPG City / 26 MPG Hwy
0549	2	18/23	18 MPG City / 23 MPG Hwy
0550	2	18/23	18 MPG City / 23 MPG Hwy
0551	2	18/23	18 MPG City / 23 MPG Hwy
0552	2	18/23	18 MPG City / 23 MPG Hwy
0553	2	18/23	18 MPG City / 23 MPG Hwy
0554	2	18/23	18 MPG City / 23 MPG Hwy
0555	2	14/20	14 MPG City / 20 MPG Hwy
0556	2	13/18	13 MPG City / 18 MPG Hwy
0557	2	15/22	15 MPG City / 22 MPG Hwy
0558	2	14/20	14 MPG City / 20 MPG Hwy
0559	2	15/22	15 MPG City / 22 MPG Hwy
0560	2	14/20	14 MPG City / 20 MPG Hwy
0561	2	16/24	16 MPG City / 24 MPG Hwy
0562	2	16/24	16 MPG City / 24 MPG Hwy
0563	2	22/26	22 MPG City / 26 MPG Hwy
0564	2	22/28	22 MPG City / 28 MPG Hwy
0565	2	22/26	22 MPG City / 26 MPG Hwy
0566	2	21/26	21 MPG City / 26 MPG Hwy
0567	2	22/27	22 MPG City / 27 MPG Hwy
0568	2	24/31	24 MPG City / 31 MPG Hwy
0569	2	27/34	27 MPG City / 34 MPG Hwy
0570	2	27/34	27 MPG City / 34 MPG Hwy
0571	2	24/30	24 MPG City / 30 MPG Hwy
0572	2	24/31	24 MPG City / 31 MPG Hwy
0573	2	26/34	26 MPG City / 34 MPG Hwy
0574	2	24/30	24 MPG City / 30 MPG Hwy
0575	2	21/28	21 MPG City / 28 MPG Hwy
0576	2	12/17	12 MPG City / 17 MPG Hwy
0577	2	12/17	12 MPG City / 17 MPG Hwy
0578	2	13/18	13 MPG City / 18 MPG Hwy
0579	2	12/17	12 MPG City / 17 MPG Hwy
0580	2	13/18	13 MPG City / 18 MPG Hwy
0581	2	12/17	12 MPG City / 17 MPG Hwy
0582	2	13/18	13 MPG City / 18 MPG Hwy
0583	2	12/17	12 MPG City / 17 MPG Hwy
0584	2	12/17	12 MPG City / 17 MPG Hwy
0585	2	12/17	12 MPG City / 17 MPG Hwy
0586	2	12/17	12 MPG City / 17 MPG Hwy
0587	2	12/17	12 MPG City / 17 MPG Hwy
0588	2	13/18	13 MPG City / 18 MPG Hwy
0589	2	12/17	12 MPG City / 17 MPG Hwy
0590	2	25/33	25 MPG City / 33 MPG Hwy
0591	2	24/32	24 MPG City / 32 MPG Hwy
0592	2	26/31	26 MPG City / 31 MPG Hwy
0593	2	26/34	26 MPG City / 34 MPG Hwy
0594	2	26/31	26 MPG City / 31 MPG Hwy
0595	2	24/32	24 MPG City / 32 MPG Hwy
0596	2	28/34	28 MPG City / 34 MPG Hwy
0597	2	15/20	15 MPG City / 20 MPG Hwy
0598	2	16/20	16 MPG City / 20 MPG Hwy
0599	2	15/20	15 MPG City / 20 MPG Hwy
0600	2	15/20	15 MPG City / 20 MPG Hwy
0601	2	16/20	16 MPG City / 20 MPG Hwy
0602	2	15/21	15 MPG City / 21 MPG Hwy
0603	2	15/20	15 MPG City / 20 MPG Hwy
0604	2	15/21	15 MPG City / 21 MPG Hwy
0605	2	15/21	15 MPG City / 21 MPG Hwy
0606	2	15/20	15 MPG City / 20 MPG Hwy
0607	2	17/22	17 MPG City / 22 MPG Hwy
0608	2	17/23	17 MPG City / 23 MPG Hwy
0609	2	17/22	17 MPG City / 22 MPG Hwy
0610	2	18/23	18 MPG City / 23 MPG Hwy
0611	2	17/22	17 MPG City / 22 MPG Hwy
0612	2	17/23	17 MPG City / 23 MPG Hwy
0613	2	17/22	17 MPG City / 22 MPG Hwy
0614	2	20/29	20 MPG City / 29 MPG Hwy
0615	2	22/33	22 MPG City / 33 MPG Hwy
0616	2	22/32	22 MPG City / 32 MPG Hwy
0617	2	20/29	20 MPG City / 29 MPG Hwy
0618	2	22/32	22 MPG City / 32 MPG Hwy
0619	2	22/33	22 MPG City / 33 MPG Hwy
0620	2	22/32	22 MPG City / 32 MPG Hwy
0621	2	22/33	22 MPG City / 33 MPG Hwy
0622	2	22/32	22 MPG City / 32 MPG Hwy
0623	2	22/33	22 MPG City / 33 MPG Hwy
0624	2	19/28	19 MPG City / 28 MPG Hwy
0625	2	22/33	22 MPG City / 33 MPG Hwy
0626	2	22/32	22 MPG City / 32 MPG Hwy
0627	2	31/35	31 MPG City / 35 MPG Hwy
0628	2	26/34	26 MPG City / 34 MPG Hwy
0629	2	26/35	26 MPG City / 35 MPG Hwy
0630	2	26/34	26 MPG City / 34 MPG Hwy
0631	2	26/35	26 MPG City / 35 MPG Hwy
0632	2	26/34	26 MPG City / 34 MPG Hwy
0633	2	26/34	26 MPG City / 34 MPG Hwy
0634	2	26/35	26 MPG City / 35 MPG Hwy
0635	2	26/34	26 MPG City / 34 MPG Hwy
0636	2	15/19	15 MPG City / 19 MPG Hwy
0637	2	17/22	17 MPG City / 22 MPG Hwy
0638	2	17/21	17 MPG City / 21 MPG Hwy
0639	2	15/19	15 MPG City / 19 MPG Hwy
0640	2	20/25	20 MPG City / 25 MPG Hwy
0641	2	18/24	18 MPG City / 24 MPG Hwy
0642	2	17/22	17 MPG City / 22 MPG Hwy
0643	2	20/25	20 MPG City / 25 MPG Hwy
0644	2	18/24	18 MPG City / 24 MPG Hwy
0645	2	20/27	20 MPG City / 27 MPG Hwy
0646	2	17/23	17 MPG City / 23 MPG Hwy
0647	2	18/24	18 MPG City / 24 MPG Hwy
0648	2	17/23	17 MPG City / 23 MPG Hwy
0649	2	27/25	27 MPG City / 25 MPG Hwy
0650	2	13/18	13 MPG City / 18 MPG Hwy
0651	2	20/26	20 MPG City / 26 MPG Hwy
0652	2	25/31	25 MPG City / 31 MPG Hwy
0653	2	26/32	26 MPG City / 32 MPG Hwy
0654	2	21/28	21 MPG City / 28 MPG Hwy
0655	2	25/31	25 MPG City / 31 MPG Hwy
0656	2	21/29	21 MPG City / 29 MPG Hwy
0657	2	21/29	21 MPG City / 29 MPG Hwy
0658	2	51/48	51 MPG City / 48 MPG Hwy
0659	2	51/48	51 MPG City / 48 MPG Hwy
0660	2	51/48	51 MPG City / 48 MPG Hwy
0661	2	51/48	51 MPG City / 48 MPG Hwy
0662	2	51/48	51 MPG City / 48 MPG Hwy
0663	2	21/27	21 MPG City / 27 MPG Hwy
0664	2	22/28	22 MPG City / 28 MPG Hwy
0665	2	19/27	19 MPG City / 27 MPG Hwy
0666	2	22/28	22 MPG City / 28 MPG Hwy
0667	2	19/26	19 MPG City / 26 MPG Hwy
0668	2	19/27	19 MPG City / 27 MPG Hwy
0669	2	21/27	21 MPG City / 27 MPG Hwy
0670	2	19/27	19 MPG City / 27 MPG Hwy
0671	2	21/27	21 MPG City / 27 MPG Hwy
0672	2	19/26	19 MPG City / 26 MPG Hwy
0673	2	19/27	19 MPG City / 27 MPG Hwy
0674	2	22/28	22 MPG City / 28 MPG Hwy
0675	2	14/18	14 MPG City / 18 MPG Hwy
0676	2	12/17	12 MPG City / 17 MPG Hwy
0677	2	14/20	14 MPG City / 20 MPG Hwy
0678	2	13/19	13 MPG City / 19 MPG Hwy
0679	2	14/18	14 MPG City / 18 MPG Hwy
0680	2	13/18	13 MPG City / 18 MPG Hwy
0681	2	14/19	14 MPG City / 19 MPG Hwy
0682	2	13/18	13 MPG City / 18 MPG Hwy
0683	2	13/18	13 MPG City / 18 MPG Hwy
0684	2	13/18	13 MPG City / 18 MPG Hwy
0685	2	14/19	14 MPG City / 19 MPG Hwy
0686	2	13/18	13 MPG City / 18 MPG Hwy
0687	2	14/19	14 MPG City / 19 MPG Hwy
0688	2	13/18	13 MPG City / 18 MPG Hwy
0689	2	13/18	13 MPG City / 18 MPG Hwy
0690	2	16/22	16 MPG City / 22 MPG Hwy
0691	2	18/24	18 MPG City / 24 MPG Hwy
0692	2	16/22	16 MPG City / 22 MPG Hwy
0693	2	17/23	17 MPG City / 23 MPG Hwy
0694	2	16/21	16 MPG City / 21 MPG Hwy
0695	2	19/25	19 MPG City / 25 MPG Hwy
0696	2	18/21	18 MPG City / 21 MPG Hwy
0697	2	16/20	16 MPG City / 20 MPG Hwy
0698	2	21/25	21 MPG City / 25 MPG Hwy
0699	2	18/20	18 MPG City / 20 MPG Hwy
0700	2	14/18	14 MPG City / 18 MPG Hwy
0701	2	19/25	19 MPG City / 25 MPG Hwy
0702	2	19/25	19 MPG City / 25 MPG Hwy
0703	2	17/21	17 MPG City / 21 MPG Hwy
0704	2	16/20	16 MPG City / 20 MPG Hwy
0705	2	15/19	15 MPG City / 19 MPG Hwy
0706	2	17/21	17 MPG City / 21 MPG Hwy
0707	2	19/25	19 MPG City / 25 MPG Hwy
0708	2	20/26	20 MPG City / 26 MPG Hwy
0709	2	20/26	20 MPG City / 26 MPG Hwy
0710	2	16/20	16 MPG City / 20 MPG Hwy
0711	2	15/18	15 MPG City / 18 MPG Hwy
0712	2	14/18	14 MPG City / 18 MPG Hwy
0713	2	13/17	13 MPG City / 17 MPG Hwy
0714	2	13/17	13 MPG City / 17 MPG Hwy
0715	2	14/18	14 MPG City / 18 MPG Hwy
0716	2	14/19	14 MPG City / 19 MPG Hwy
0717	2	13/17	13 MPG City / 17 MPG Hwy
0718	2	13/17	13 MPG City / 17 MPG Hwy
0719	2	13/17	13 MPG City / 17 MPG Hwy
0720	2	16/20	16 MPG City / 20 MPG Hwy
0721	2	16/20	16 MPG City / 20 MPG Hwy
0722	2	13/17	13 MPG City / 17 MPG Hwy
0723	2	15/20	15 MPG City / 20 MPG Hwy
0724	2	14/19	14 MPG City / 19 MPG Hwy
0725	2	15/20	15 MPG City / 20 MPG Hwy
0726	2	13/17	13 MPG City / 17 MPG Hwy
0727	2	13/17	13 MPG City / 17 MPG Hwy
0728	2	13/17	13 MPG City / 17 MPG Hwy
0729	2	14/18	14 MPG City / 18 MPG Hwy
0730	2	14/18	14 MPG City / 18 MPG Hwy
0731	2	13/17	13 MPG City / 17 MPG Hwy
0732	2	14/19	14 MPG City / 19 MPG Hwy
0733	2	14/19	14 MPG City / 19 MPG Hwy
0734	2	14/18	14 MPG City / 18 MPG Hwy
0735	2	13/17	13 MPG City / 17 MPG Hwy
0736	2	13/17	13 MPG City / 17 MPG Hwy
0737	2	14/18	14 MPG City / 18 MPG Hwy
0738	2	13/17	13 MPG City / 17 MPG Hwy
0739	2	13/17	13 MPG City / 17 MPG Hwy
0740	2	15/20	15 MPG City / 20 MPG Hwy
0741	2	14/19	14 MPG City / 19 MPG Hwy
0742	2	15/20	15 MPG City / 20 MPG Hwy
0743	2	14/18	14 MPG City / 18 MPG Hwy
0744	2	13/17	13 MPG City / 17 MPG Hwy
0745	2	13/17	13 MPG City / 17 MPG Hwy
0746	2	14/18	14 MPG City / 18 MPG Hwy
0747	2	13/17	13 MPG City / 17 MPG Hwy
0748	2	20/28	20 MPG City / 28 MPG Hwy
0749	2	19/26	19 MPG City / 26 MPG Hwy
0750	2	21/29	21 MPG City / 29 MPG Hwy
0751	2	18/25	18 MPG City / 25 MPG Hwy
0752	2	29/35	29 MPG City / 35 MPG Hwy
0753	2	29/35	29 MPG City / 35 MPG Hwy
0754	2	29/35	29 MPG City / 35 MPG Hwy
0755	2	29/35	29 MPG City / 35 MPG Hwy
0756	2	29/35	29 MPG City / 35 MPG Hwy
0757	2	16/22	16 MPG City / 22 MPG Hwy
0758	2	17/24	17 MPG City / 24 MPG Hwy
0759	2	16/22	16 MPG City / 22 MPG Hwy
0760	2	16/22	16 MPG City / 22 MPG Hwy
0761	2	17/24	17 MPG City / 24 MPG Hwy
0762	2	17/24	17 MPG City / 24 MPG Hwy
0763	2	16/26	16 MPG City / 26 MPG Hwy
0764	2	19/30	19 MPG City / 30 MPG Hwy
0765	2	17/27	17 MPG City / 27 MPG Hwy
0766	2	17/26	17 MPG City / 26 MPG Hwy
0767	2	17/27	17 MPG City / 27 MPG Hwy
0768	2	17/27	17 MPG City / 27 MPG Hwy
0769	2	15/23	15 MPG City / 23 MPG Hwy
0770	2	17/26	17 MPG City / 26 MPG Hwy
0771	2	15/22	15 MPG City / 22 MPG Hwy
0772	2	27/36	27 MPG City / 36 MPG Hwy
0773	2	28/34	28 MPG City / 34 MPG Hwy
0774	2	28/34	28 MPG City / 34 MPG Hwy
0775	2	27/36	27 MPG City / 36 MPG Hwy
0776	2	27/36	27 MPG City / 36 MPG Hwy
0777	2	28/34	28 MPG City / 34 MPG Hwy
0778	2	27/36	27 MPG City / 36 MPG Hwy
0779	2	28/34	28 MPG City / 34 MPG Hwy
0780	2	28/34	28 MPG City / 34 MPG Hwy
0781	2	20/28	20 MPG City / 28 MPG Hwy
0782	2	29/40	29 MPG City / 40 MPG Hwy
0783	2	29/40	29 MPG City / 40 MPG Hwy
0784	2	26/34	26 MPG City / 34 MPG Hwy
0785	2	26/34	26 MPG City / 34 MPG Hwy
0786	2	23/30	23 MPG City / 30 MPG Hwy
0787	2	23/31	23 MPG City / 31 MPG Hwy
0788	2	18/27	18 MPG City / 27 MPG Hwy
0789	2	20/30	20 MPG City / 30 MPG Hwy
0790	2	21/30	21 MPG City / 30 MPG Hwy
0791	2	20/30	20 MPG City / 30 MPG Hwy
0792	2	21/30	21 MPG City / 30 MPG Hwy
0793	2	17/27	17 MPG City / 27 MPG Hwy
0794	2	17/27	17 MPG City / 27 MPG Hwy
0795	2	17/26	17 MPG City / 26 MPG Hwy
0796	2	20/30	20 MPG City / 30 MPG Hwy
0797	2	21/30	21 MPG City / 30 MPG Hwy
0798	2	20/30	20 MPG City / 30 MPG Hwy
0799	2	21/30	21 MPG City / 30 MPG Hwy
0800	2	21/30	21 MPG City / 30 MPG Hwy
0801	2	17/27	17 MPG City / 27 MPG Hwy
0802	2	17/27	17 MPG City / 27 MPG Hwy
0803	2	17/26	17 MPG City / 26 MPG Hwy
0804	2	19/26	19 MPG City / 26 MPG Hwy
0805	2	20/25	20 MPG City / 25 MPG Hwy
0806	2	20/28	20 MPG City / 28 MPG Hwy
0807	2	20/26	20 MPG City / 26 MPG Hwy
0808	2	20/26	20 MPG City / 26 MPG Hwy
0809	2	20/26	20 MPG City / 26 MPG Hwy
0810	2	20/28	20 MPG City / 28 MPG Hwy
0811	2	20/26	20 MPG City / 26 MPG Hwy
0812	2	20/26	20 MPG City / 26 MPG Hwy
0813	2	22/35	22 MPG City / 35 MPG Hwy
0814	2	22/35	22 MPG City / 35 MPG Hwy
0815	2	22/35	22 MPG City / 35 MPG Hwy
0816	2	22/33	22 MPG City / 33 MPG Hwy
0817	2	22/32	22 MPG City / 32 MPG Hwy
0818	2	22/32	22 MPG City / 32 MPG Hwy
0819	2	19/29	19 MPG City / 29 MPG Hwy
0820	2	22/32	22 MPG City / 32 MPG Hwy
0821	2	22/32	22 MPG City / 32 MPG Hwy
0822	2	23/31	23 MPG City / 31 MPG Hwy
0823	2	20/27	20 MPG City / 27 MPG Hwy
0824	2	21/28	21 MPG City / 28 MPG Hwy
0825	2	21/28	21 MPG City / 28 MPG Hwy
0826	2	22/31	22 MPG City / 31 MPG Hwy
0827	2	22/30	22 MPG City / 30 MPG Hwy
0828	2	23/31	23 MPG City / 31 MPG Hwy
0829	2	21/28	21 MPG City / 28 MPG Hwy
0830	2	17/23	17 MPG City / 23 MPG Hwy
0831	2	17/23	17 MPG City / 23 MPG Hwy
0832	2	20/26	20 MPG City / 26 MPG Hwy
0833	2	18/24	18 MPG City / 24 MPG Hwy
0834	2	18/25	18 MPG City / 25 MPG Hwy
0835	2	18/25	18 MPG City / 25 MPG Hwy
0836	2	18/25	18 MPG City / 25 MPG Hwy
0837	2	14/21	14 MPG City / 21 MPG Hwy
0838	2	14/21	14 MPG City / 21 MPG Hwy
0839	2	18/25	18 MPG City / 25 MPG Hwy
0840	2	16/24	16 MPG City / 24 MPG Hwy
0841	2	16/24	16 MPG City / 24 MPG Hwy
0842	2	18/25	18 MPG City / 25 MPG Hwy
0843	2	18/25	18 MPG City / 25 MPG Hwy
0844	2	18/25	18 MPG City / 25 MPG Hwy
0845	2	18/25	18 MPG City / 25 MPG Hwy
0846	2	18/25	18 MPG City / 25 MPG Hwy
0847	2	18/25	18 MPG City / 25 MPG Hwy
0848	2	16/24	16 MPG City / 24 MPG Hwy
0849	2	19/27	19 MPG City / 27 MPG Hwy
0850	2	19/27	19 MPG City / 27 MPG Hwy
0851	2	/	MPG City / MPG Hwy
0852	2	16/22	16 MPG City / 22 MPG Hwy
0853	2	13/18	13 MPG City / 18 MPG Hwy
0854	2	11/17	11 MPG City / 17 MPG Hwy
0855	2	12/19	12 MPG City / 19 MPG Hwy
0856	2	12/19	12 MPG City / 19 MPG Hwy
0857	2	19/27	19 MPG City / 27 MPG Hwy
0858	2	19/27	19 MPG City / 27 MPG Hwy
0859	2	19/26	19 MPG City / 26 MPG Hwy
0860	2	18/27	18 MPG City / 27 MPG Hwy
0861	2	18/26	18 MPG City / 26 MPG Hwy
0862	2	16/24	16 MPG City / 24 MPG Hwy
0863	2	15/23	15 MPG City / 23 MPG Hwy
0864	2	16/24	16 MPG City / 24 MPG Hwy
0865	2	15/23	15 MPG City / 23 MPG Hwy
0866	2	17/25	17 MPG City / 25 MPG Hwy
0867	2	22/31	22 MPG City / 31 MPG Hwy
0868	2	22/31	22 MPG City / 31 MPG Hwy
0869	2	22/31	22 MPG City / 31 MPG Hwy
0870	2	21/31	21 MPG City / 31 MPG Hwy
0871	2	17/25	17 MPG City / 25 MPG Hwy
0872	2	22/31	22 MPG City / 31 MPG Hwy
0873	2	22/31	22 MPG City / 31 MPG Hwy
0874	2	21/31	21 MPG City / 31 MPG Hwy
0875	2	21/31	21 MPG City / 31 MPG Hwy
0876	2	21/31	21 MPG City / 31 MPG Hwy
0877	2	22/31	22 MPG City / 31 MPG Hwy
0878	2	21/31	21 MPG City / 31 MPG Hwy
0879	2	22/31	22 MPG City / 31 MPG Hwy
0880	2	22/31	22 MPG City / 31 MPG Hwy
0881	2	21/31	21 MPG City / 31 MPG Hwy
0882	2	22/31	22 MPG City / 31 MPG Hwy
0883	2	22/30	22 MPG City / 30 MPG Hwy
0884	2	22/30	22 MPG City / 30 MPG Hwy
0885	2	21/31	21 MPG City / 31 MPG Hwy
0886	2	22/29	22 MPG City / 29 MPG Hwy
0887	2	21/31	21 MPG City / 31 MPG Hwy
0888	2	22/29	22 MPG City / 29 MPG Hwy
0889	2	24/31	24 MPG City / 31 MPG Hwy
0890	2	24/31	24 MPG City / 31 MPG Hwy
0891	2	23/33	23 MPG City / 33 MPG Hwy
0892	2	24/31	24 MPG City / 31 MPG Hwy
0893	2	24/31	24 MPG City / 31 MPG Hwy
0894	2	23/33	23 MPG City / 33 MPG Hwy
0895	2	30/42	30 MPG City / 42 MPG Hwy
0896	2	23/30	23 MPG City / 30 MPG Hwy
0897	2	22/30	22 MPG City / 30 MPG Hwy
0898	2	30/42	30 MPG City / 42 MPG Hwy
0899	2	24/32	24 MPG City / 32 MPG Hwy
0900	2	21/31	21 MPG City / 31 MPG Hwy
0901	2	24/32	24 MPG City / 32 MPG Hwy
0902	2	21/31	21 MPG City / 31 MPG Hwy
0903	2	21/31	21 MPG City / 31 MPG Hwy
0904	2	24/33	24 MPG City / 33 MPG Hwy
0905	2	24/32	24 MPG City / 32 MPG Hwy
0906	2	24/32	24 MPG City / 32 MPG Hwy
0907	2	21/31	21 MPG City / 31 MPG Hwy
0908	2	21/31	21 MPG City / 31 MPG Hwy
0909	2	21/31	21 MPG City / 31 MPG Hwy
0910	2	24/32	24 MPG City / 32 MPG Hwy
0911	2	21/31	21 MPG City / 31 MPG Hwy
0912	2	21/31	21 MPG City / 31 MPG Hwy
0913	2	24/32	24 MPG City / 32 MPG Hwy
0914	2	21/31	21 MPG City / 31 MPG Hwy
0915	2	23/29	23 MPG City / 29 MPG Hwy
0916	2	30/42	30 MPG City / 42 MPG Hwy
0917	2	30/42	30 MPG City / 42 MPG Hwy
0918	2	23/33	23 MPG City / 33 MPG Hwy
0919	2	24/31	24 MPG City / 31 MPG Hwy
0920	2	24/31	24 MPG City / 31 MPG Hwy
0921	2	24/31	24 MPG City / 31 MPG Hwy
0922	2	23/33	23 MPG City / 33 MPG Hwy
0923	2	24/31	24 MPG City / 31 MPG Hwy
0924	2	24/31	24 MPG City / 31 MPG Hwy
0925	2	23/33	23 MPG City / 33 MPG Hwy
0926	2	23/33	23 MPG City / 33 MPG Hwy
0927	2	23/33	23 MPG City / 33 MPG Hwy
0928	2	24/31	24 MPG City / 31 MPG Hwy
0929	2	30/42	30 MPG City / 42 MPG Hwy
0930	2	30/42	30 MPG City / 42 MPG Hwy
0931	2	21/30	21 MPG City / 30 MPG Hwy
0932	2	20/29	20 MPG City / 29 MPG Hwy
0933	2	21/30	21 MPG City / 30 MPG Hwy
0934	2	20/29	20 MPG City / 29 MPG Hwy
0935	2	20/29	20 MPG City / 29 MPG Hwy
0936	2	20/29	20 MPG City / 29 MPG Hwy
0937	2	29/40	29 MPG City / 40 MPG Hwy
0938	2	30/41	30 MPG City / 41 MPG Hwy
0939	2	30/41	30 MPG City / 41 MPG Hwy
0940	2	22/29	22 MPG City / 29 MPG Hwy
0941	2	22/29	22 MPG City / 29 MPG Hwy
0942	2	20/29	20 MPG City / 29 MPG Hwy
0943	2	20/28	20 MPG City / 28 MPG Hwy
0944	2	20/29	20 MPG City / 29 MPG Hwy
0945	2	20/28	20 MPG City / 28 MPG Hwy
0946	2	20/29	20 MPG City / 29 MPG Hwy
0947	2	20/29	20 MPG City / 29 MPG Hwy
0948	2	20/28	20 MPG City / 28 MPG Hwy
0949	2	20/28	20 MPG City / 28 MPG Hwy
0950	2	22/31	22 MPG City / 31 MPG Hwy
0951	2	22/31	22 MPG City / 31 MPG Hwy
0952	2	/	MPG City / MPG Hwy
0953	2	/	MPG City / MPG Hwy
0954	2	16/23	16 MPG City / 23 MPG Hwy
0955	2	16/23	16 MPG City / 23 MPG Hwy
0956	2	16/23	16 MPG City / 23 MPG Hwy
0957	2	17/25	17 MPG City / 25 MPG Hwy
0958	2	17/25	17 MPG City / 25 MPG Hwy
0959	2	17/25	17 MPG City / 25 MPG Hwy
0960	2	20/25	20 MPG City / 25 MPG Hwy
0961	2	20/25	20 MPG City / 25 MPG Hwy
0962	2	19/25	19 MPG City / 25 MPG Hwy
0963	2	20/25	20 MPG City / 25 MPG Hwy
0964	2	20/25	20 MPG City / 25 MPG Hwy
0965	2	19/25	19 MPG City / 25 MPG Hwy
0966	2	19/25	19 MPG City / 25 MPG Hwy
0967	2	19/26	19 MPG City / 26 MPG Hwy
0968	2	18/24	18 MPG City / 24 MPG Hwy
0969	2	18/24	18 MPG City / 24 MPG Hwy
0970	2	18/24	18 MPG City / 24 MPG Hwy
0971	2	18/24	18 MPG City / 24 MPG Hwy
0972	2	16/23	16 MPG City / 23 MPG Hwy
0973	2	16/23	16 MPG City / 23 MPG Hwy
0974	2	16/23	16 MPG City / 23 MPG Hwy
0975	2	18/25	18 MPG City / 25 MPG Hwy
0976	2	14/19	14 MPG City / 19 MPG Hwy
0977	2	/	MPG City / MPG Hwy
0978	2	13/19	13 MPG City / 19 MPG Hwy
0979	2	17/24	17 MPG City / 24 MPG Hwy
0980	2	12/19	12 MPG City / 19 MPG Hwy
0981	2	18/25	18 MPG City / 25 MPG Hwy
0982	2	18/26	18 MPG City / 26 MPG Hwy
0983	2	18/25	18 MPG City / 25 MPG Hwy
0984	2	12/18	12 MPG City / 18 MPG Hwy
0985	2	15/21	15 MPG City / 21 MPG Hwy
0986	2	12/18	12 MPG City / 18 MPG Hwy
0987	2	11/17	11 MPG City / 17 MPG Hwy
0988	2	11/18	11 MPG City / 18 MPG Hwy
0989	2	11/17	11 MPG City / 17 MPG Hwy
0990	2	12/18	12 MPG City / 18 MPG Hwy
0991	2	14/21	14 MPG City / 21 MPG Hwy
0992	2	17/24	17 MPG City / 24 MPG Hwy
0993	2	16/23	16 MPG City / 23 MPG Hwy
0994	2	22/33	22 MPG City / 33 MPG Hwy
0995	2	17/26	17 MPG City / 26 MPG Hwy
0996	2	17/24	17 MPG City / 24 MPG Hwy
0997	2	15/22	15 MPG City / 22 MPG Hwy
0998	2	15/23	15 MPG City / 23 MPG Hwy
0999	2	13/20	13 MPG City / 20 MPG Hwy
1000	2	17/26	17 MPG City / 26 MPG Hwy
1001	2	15/23	15 MPG City / 23 MPG Hwy
1002	2	15/23	15 MPG City / 23 MPG Hwy
1003	2	16/24	16 MPG City / 24 MPG Hwy
1004	2	11/13	11 MPG City / 13 MPG Hwy
1005	2	11/15	11 MPG City / 15 MPG Hwy
1006	2	13/18	13 MPG City / 18 MPG Hwy
1007	2	17/23	17 MPG City / 23 MPG Hwy
1008	2	12/17	12 MPG City / 17 MPG Hwy
1009	2	16/21	16 MPG City / 21 MPG Hwy
1010	2	16/22	16 MPG City / 22 MPG Hwy
1011	2	15/20	15 MPG City / 20 MPG Hwy
1012	2	18/25	18 MPG City / 25 MPG Hwy
1013	2	21/24	21 MPG City / 24 MPG Hwy
1014	2	13/18	13 MPG City / 18 MPG Hwy
1015	2	18/24	18 MPG City / 24 MPG Hwy
1016	2	18/24	18 MPG City / 24 MPG Hwy
1017	2	14/21	14 MPG City / 21 MPG Hwy
1018	2	15/23	15 MPG City / 23 MPG Hwy
1019	2	12/19	12 MPG City / 19 MPG Hwy
1020	2	12/19	12 MPG City / 19 MPG Hwy
1021	2	19/25	19 MPG City / 25 MPG Hwy
1022	2	14/21	14 MPG City / 21 MPG Hwy
1023	2	11/17	11 MPG City / 17 MPG Hwy
1024	2	14/22	14 MPG City / 22 MPG Hwy
1025	2	17/26	17 MPG City / 26 MPG Hwy
1026	2	19/25	19 MPG City / 25 MPG Hwy
1027	2	18/26	18 MPG City / 26 MPG Hwy
1028	2	18/25	18 MPG City / 25 MPG Hwy
1029	2	/	MPG City / MPG Hwy
1030	2	/	MPG City / MPG Hwy
1031	2	/	MPG City / MPG Hwy
1032	2	/	MPG City / MPG Hwy
1033	2	/	MPG City / MPG Hwy
1034	2	/	MPG City / MPG Hwy
1035	2	/	MPG City / MPG Hwy
1036	2	/	MPG City / MPG Hwy
1037	2	18/27	18 MPG City / 27 MPG Hwy
1038	2	18/27	18 MPG City / 27 MPG Hwy
1039	2	18/27	18 MPG City / 27 MPG Hwy
1040	2	18/26	18 MPG City / 26 MPG Hwy
1041	2	18/26	18 MPG City / 26 MPG Hwy
1042	2	18/27	18 MPG City / 27 MPG Hwy
1043	2	18/26	18 MPG City / 26 MPG Hwy
1044	2	18/27	18 MPG City / 27 MPG Hwy
1045	2	18/27	18 MPG City / 27 MPG Hwy
1046	2	18/27	18 MPG City / 27 MPG Hwy
1047	2	18/27	18 MPG City / 27 MPG Hwy
1048	2	18/26	18 MPG City / 26 MPG Hwy
1049	2	16/26	16 MPG City / 26 MPG Hwy
1050	2	18/26	18 MPG City / 26 MPG Hwy
1051	2	18/26	18 MPG City / 26 MPG Hwy
1052	2	18/27	18 MPG City / 27 MPG Hwy
1053	2	18/26	18 MPG City / 26 MPG Hwy
1054	2	18/27	18 MPG City / 27 MPG Hwy
1055	2	18/26	18 MPG City / 26 MPG Hwy
1056	2	18/27	18 MPG City / 27 MPG Hwy
1057	2	18/26	18 MPG City / 26 MPG Hwy
1058	2	14/19	14 MPG City / 19 MPG Hwy
