auto	motortrend	engine
0302	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0303	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0304	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0305	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0306	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0307	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0308	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0309	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0310	1	Engine: 3.6L V 6 with VVT
0311	1	Engine: 5.7L V 8 overhead valve with VVT ( 10.5 :1 compression ratio ; two valves per cylinder)
0312	1	Engine: 6.4L V 8
0313	1	Engine: 3.5L V 6 overhead cam ( 10.0 :1 compression ratio ; four valves per cylinder)
0314	1	Engine: 5.7L V 8 overhead valve with VVT ( 10.5 :1 compression ratio ; two valves per cylinder)
0315	1	Engine: 6.1L V 8 overhead valve ( 10.3 :1 compression ratio ; two valves per cylinder)
0316	1	Engine: 3.6L
0317	1	Engine: 5.7L HEMI
0318	1	Engine: 2.7L V 6 double overhead cam ( 9.7 :1 compression ratio ; four valves per cylinder)
0319	1	Engine: 3.5L V 6 overhead cam ( 9.9 :1 compression ratio ; four valves per cylinder)
0320	1	Engine: 3.5L V 6 overhead cam ( 9.9 :1 compression ratio ; four valves per cylinder)
0321	1	Engine: 5.7L V 8 overhead valve with VVT ( 9.6 :1 compression ratio ; two valves per cylinder)
0322	1	Engine: 6.1L V 8 overhead valve ( 10.3 :1 compression ratio ; two valves per cylinder)
0323	1	Engine: 3.7L V-6 OHC and two valves per cylinder
0324	1	Engine: 3.7L V-6 OHC and two valves per cylinder
0325	1	Engine: 3.7L V-6 OHC and two valves per cylinder
0326	1	Engine: 3.7L V-6 OHC and two valves per cylinder
0327	1	Engine: 4.7L V 8 overhead cam ( 9.0 :1 compression ratio ; two valves per cylinder)
0328	1	Engine: 3.6L Pentastar V-6 DOHC with variable valve timing and four valves per cylinder
0329	1	Engine: 3.6L Pentastar V-6 DOHC with variable valve timing and four valves per cylinder
0330	1	Engine: 3.6L Pentastar V-6 DOHC with variable valve timing and four valves per cylinder
0331	1	Engine: 3.7L V 6 overhead cam ( 9.7 :1 compression ratio ; two valves per cylinder)
0332	1	Engine: 3.7L V 6 overhead cam ( 9.7 :1 compression ratio ; two valves per cylinder)
0333	1	Engine: 5.7L V 8 overhead valve ; two valves per cylinder)
0334	1	Engine: 3.3L V 6 overhead valve ( 9.3 :1 compression ratio ; two valves per cylinder)
0335	1	Engine: 3.3L V 6 overhead valve ( 9.3 :1 compression ratio ; two valves per cylinder)
0336	1	Engine: 3.8L V 6 overhead valve ( 9.6 :1 compression ratio ; two valves per cylinder)
0337	1	Engine: 3.8L V 6 overhead valve ( 9.6 :1 compression ratio ; two valves per cylinder)
0338	1	Engine: 4.0L V 6 overhead cam ( 10.3 :1 compression ratio ; four valves per cylinder)
0339	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0340	1	Engine: 3.5L V 6 overhead cam ( 10.0 :1 compression ratio ; four valves per cylinder)
0341	1	Engine: 3.5L V 6 overhead cam ( 10.0 :1 compression ratio ; four valves per cylinder)
0342	1	Engine: 3.7L V-6 OHC and two valves per cylinder
0343	1	Engine: 4.0L V-6 OHC and four valves per cylinder
0344	1	Engine: 4.0L V-6 OHC and four valves per cylinder
0345	1	Engine: 3.7L V 6 overhead cam ( 9.7 :1 compression ratio ; two valves per cylinder)
0346	1	Engine: 3.7L V 6 overhead cam ( 9.7 :1 compression ratio ; two valves per cylinder)
0347	1	Engine: 4.0L V 6 overhead cam ( 10.3 :1 compression ratio ; four valves per cylinder)
0348	1	Engine: 4.0L V 6 overhead cam ( 10.3 :1 compression ratio ; four valves per cylinder)
0349	1	Engine: 3.7L V 6 overhead cam ( 9.7 :1 compression ratio ; two valves per cylinder)
0350	1	Engine: 4.7L V 8 overhead cam ( 9.8 :1 compression ratio ; two valves per cylinder)
0351	1	Engine: 3.7L V 6 overhead cam ( 9.7 :1 compression ratio ; two valves per cylinder)
0352	1	Engine: 4.7L V 8 overhead cam ( 9.8 :1 compression ratio ; two valves per cylinder)
0353	1	Engine: 8.4L V-10 OHV with variable valve timing and two valves per cylinder
0354	1	Engine: 8.4L V-10 OHV with variable valve timing and two valves per cylinder
0355	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0356	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0357	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0358	1	Engine: 1.8L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0359	1	Engine: 1.0L in-linethree-cylinder DOHC with variable valve timing and four valves per cylinder
0360	1	Engine: 1.0L in-linethree-cylinder DOHC with variable valve timing and four valves per cylinder
0361	1	Engine: 1.0L in-linethree-cylinder DOHC with variable valve timing and four valves per cylinder
0362	1	Engine: 5.9L V-12 DOHC and four valves per cylinder
0363	1	Engine: 5.9L V-12 DOHC and four valves per cylinder
0364	1	Engine: 5.9L V 12 double overhead cam ( 10.9 :1 compression ratio ; four valves per cylinder)
0365	1	Engine: 5.9L V 12 double overhead cam ( 10.9 :1 compression ratio ; four valves per cylinder)
0366	1	Engine: 5.9L V-12 DOHC and four valves per cylinder
0367	1	Engine: 5.9L V-12 DOHC and four valves per cylinder
0368	1	Engine: 5.9L V 12 double overhead cam ( 10.9 :1 compression ratio ; four valves per cylinder)
0369	1	Engine: 5.9L V 12 double overhead cam ( 10.9 :1 compression ratio ; four valves per cylinder)
0370	1	Engine: 5.9L V-12 DOHC and four valves per cylinder
0371	1	Engine: 5.9L V 12 double overhead cam ( 10.9 :1 compression ratio ; four valves per cylinder)
0372	1	Engine: 5.9L V-12 DOHC and four valves per cylinder
0373	1	Engine: 4.7L V-8 DOHC with variable valve timing and four valves per cylinder
0374	1	Engine: 4.7L V-8 DOHC with variable valve timing and four valves per cylinder
0375	1	Engine: 4.7L V 8 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
0376	1	Engine: 4.7L V 8 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
0377	1	Engine: 4.3L V-8 DOHC with variable valve timing and four valves per cylinder
0378	1	Engine: 4.2L V-8 DOHC with variable valve timing and four valves per cylinder
0379	1	Engine: 4.7L V-8 DOHC with variable valve timing and four valves per cylinder
0380	1	Engine: 4.7L V-8 DOHC with variable valve timing and four valves per cylinder
0381	1	Engine: 4.2L V-8 DOHC with variable valve timing and four valves per cylinder
0382	1	Engine: 4.7L V-8 DOHC with variable valve timing and four valves per cylinder
0383	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0384	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0385	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0386	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0387	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0388	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0389	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0390	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0391	1	Engine: 2.5L horizontal 4 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0392	1	Engine: 2.5L horizontal 4 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0393	1	Engine: 2.5L horizontal 4 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0394	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0395	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0396	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0397	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0398	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0399	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0400	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0401	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0402	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0403	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0404	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0405	1	Engine: 3.6L SUBARU BOXER horizontally opposed6 DOHC with variable valve timing and four valves per cylinder
0406	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0407	1	Engine: 3.6L SUBARU BOXER horizontally opposed6 DOHC with variable valve timing and four valves per cylinder
0408	1	Engine: 3.6L SUBARU BOXER horizontally opposed6 DOHC with variable valve timing and four valves per cylinder
0409	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder DOHC with variable valve timing and four valves per cylinder
0410	1	Engine: 2.5L horizontal 4 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0411	1	Engine: 2.5L horizontal 4 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0412	1	Engine: 2.5L horizontal 4 overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0413	1	Engine: 3.6L horizontal 6 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0414	1	Engine: 2.5L horizontal 4 double overhead cam with VVT ( 8.4 :1 compression ratio ; four valves per cylinder)
0415	1	Engine: 3.6L horizontal 6 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0416	1	Engine: 2.5L horizontal 4 double overhead cam with VVT ( 8.4 :1 compression ratio ; four valves per cylinder)
0417	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0418	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0419	1	Engine: 3.6L SUBARU BOXER horizontally opposed6 DOHC with variable valve timing and four valves per cylinder
0420	1	Engine: 2.5L SUBARU BOXER horizontally opposedfour-cylinder OHC with variable valve timing and four valves per cylinder
0421	1	Engine: 3.6L SUBARU BOXER horizontally opposed6 DOHC with variable valve timing and four valves per cylinder
0422	1	Engine: 3.6L SUBARU BOXER horizontally opposed6 DOHC with variable valve timing and four valves per cylinder
0423	1	Engine: 3.6L SUBARU BOXER horizontally opposed6 DOHC with variable valve timing and four valves per cylinder
0424	1	Engine: 3.6L SUBARU BOXER horizontally opposed6 DOHC with variable valve timing and four valves per cylinder
0425	1	Engine: 3.6L SUBARU BOXER horizontally opposed6 DOHC with variable valve timing and four valves per cylinder
0426	1	Engine: 3.6L horizontal 6 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0427	1	Engine: 3.6L horizontal 6 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0428	1	Engine: 3.6L horizontal 6 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0429	1	Engine: 4.6L V-8 OHC and two valves per cylinder
0430	1	Engine: 4.6L V-8 OHC and two valves per cylinder
0431	1	Engine: 4.6L V-8 OHC and two valves per cylinder
0432	1	Engine: 4.6L V-8 OHC and two valves per cylinder
0433	1	Engine: 4.6L V-8 OHC and two valves per cylinder
0434	1	Engine: 4.6L V-8 OHC and two valves per cylinder
0435	1	Engine: 5.4L V-8 OHC and two valves per cylinder
0436	1	Engine: 5.4L V-8 OHC and two valves per cylinder
0437	1	Engine: 5.4L V-8 OHC and two valves per cylinder
0438	1	Engine: 5.4L V-8 OHC and two valves per cylinder
0439	1	Engine: 5.4L V-8 OHC and two valves per cylinder
0440	1	Engine: 5.4L V-8 OHC and two valves per cylinder
0441	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0442	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0443	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0444	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0445	1	Engine: 2.5L Duratec in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0446	1	Engine: 2.5L Duratec in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0447	1	Engine: 2.5L Duratec in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0448	1	Engine: 2.5L Atkinson in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0449	1	Engine: 2.5L Atkinson in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0450	1	Engine: 5.4L V-8 OHC with variable valve timing and three valves per cylinder
0451	1	Engine: 5.4L V 8 overhead cam with VVT ( 9.8 :1 compression ratio ; three valves per cylinder)
0452	1	Engine: 5.4L V 8 overhead cam with VVT ( 9.8 :1 compression ratio ; three valves per cylinder)
0453	1	Engine: 5.4L V 8 overhead cam with VVT ( 9.8 :1 compression ratio ; three valves per cylinder)
0454	1	Engine: 1.6L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0455	1	Engine: 1.6L in-line 4 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0456	1	Engine: 1.6L in-line 4 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0457	1	Engine: 1.6L in-line 4 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0458	1	Engine: 1.6L in-line 4 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
0459	1	Engine: 3.5L Duratec V-6 DOHC with variable valve timing and four valves per cylinder
0460	1	Engine: 3.5L Duratec V-6 DOHC with variable valve timing and four valves per cylinder
0461	1	Engine: 3.5L EcoBoost V-6 DOHC with variable valve timing and four valves per cylinder
0462	1	Engine: 3.5L Duratec V-6 DOHC with variable valve timing and four valves per cylinder
0463	1	Engine: 3.5L Duratec V-6 DOHC with variable valve timing and four valves per cylinder
0464	1	Engine: 3.5L EcoBoost V-6 DOHC with variable valve timing and four valves per cylinder
0465	1	Engine: 3.5L EcoBoost V-6 DOHC with variable valve timing and four valves per cylinder
0466	1	Engine: 2.0L Duratec in-linefour-cylinder DOHC and four valves per cylinder
0467	1	Engine: 2.0L Duratec in-linefour-cylinder DOHC and four valves per cylinder
0468	1	Engine: 2.0L Duratec in-linefour-cylinder DOHC and four valves per cylinder
0469	1	Engine: 2.0L Duratec in-linefour-cylinder DOHC and four valves per cylinder
0470	1	Engine: 5.5L V-12 OHC and three valves per cylinder
0471	1	Engine: 6.0L V-12 OHC and three valves per cylinder
0472	1	Engine: 6.0L V-12 OHC and three valves per cylinder
0473	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0474	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0475	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0476	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0477	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0478	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0479	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0480	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
0481	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
0482	1	Engine: 4.0L V 6 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0483	1	Engine: 4.0L V 6 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0484	1	Engine: 4.0L V 6 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0485	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0486	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0487	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0488	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0489	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0490	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0491	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0492	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0493	1	Engine: 2.0L in-linefour-cylinder DOHC and four valves per cylinder
0494	1	Engine: 2.0L in-linefour-cylinder DOHC and four valves per cylinder
0495	1	Engine: 2.0L in-line 4 double overhead cam ( 10.5 :1 compression ratio ; four valves per cylinder)
0496	1	Engine: 2.0L in-linefour-cylinder DOHC and four valves per cylinder
0497	1	Engine: 2.0L in-linefour-cylinder DOHC and four valves per cylinder
0498	1	Engine: 2.0L in-linefour-cylinder DOHC and four valves per cylinder
0499	1	Engine: 3.6L V-6 DOHC with variable valve timing and four valves per cylinder
0500	1	Engine: 3.6L V-6 DOHC with variable valve timing and four valves per cylinder
0501	1	Engine: 3.6L V-6 DOHC with variable valve timing and four valves per cylinder
0502	1	Engine: 3.6L V-6 DOHC with variable valve timing and four valves per cylinder
0503	1	Engine: 2.9L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0504	1	Engine: 2.9L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0505	1	Engine: 2.9L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0506	1	Engine: 2.9L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0507	1	Engine: 2.9L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0508	1	Engine: 3.7L in-linefive-cylinder DOHC with variable valve timing and four valves per cylinder
0509	1	Engine: 3.7L in-linefive-cylinder DOHC with variable valve timing and four valves per cylinder
0510	1	Engine: 5.3L Vortec V-8 OHV and two valves per cylinder
0511	1	Engine: 5.3L Vortec V-8 OHV and two valves per cylinder
0512	1	Engine: 4.8L Vortec V-8 OHV and two valves per cylinder
0513	1	Engine: 5.3L V 8 overhead valve ( 9.5 :1 compression ratio ; two valves per cylinder)
0514	1	Engine: 4.8L Vortec V-8 OHV with variable valve timing and two valves per cylinder
0515	1	Engine: 4.3L Vortec V-6 OHV with variable valve timing and two valves per cylinder
0516	1	Engine: 4.8L Vortec V-8 OHV with variable valve timing and two valves per cylinder
0517	1	Engine: 4.8L Vortec V-8 OHV with variable valve timing and two valves per cylinder
0518	1	Engine: 5.3L Vortec V-8 OHV with variable valve timing and two valves per cylinder
0519	1	Engine: 6.0L Vortec V-8 OHV with variable valve timing and two valves per cylinder
0520	1	Engine: 6.2L Vortec V-8 OHV with variable valve timing and two valves per cylinder
0521	1	Engine: 4.3L V 6 overhead valve with VVT ( 9.2 :1 compression ratio ; two valves per cylinder)
0522	1	Engine: 4.8L V 8 overhead valve with VVT ( 8.8 :1 compression ratio ; two valves per cylinder)
0523	1	Engine: 5.3L V 8 overhead valve with VVT ( 9.9 :1 compression ratio ; two valves per cylinder)
0524	1	Engine: 5.3L V 8 overhead valve with VVT ( 9.9 :1 compression ratio ; two valves per cylinder)
0525	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0526	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0527	1	Engine: 5.3L V 8 overhead valve ( 9.9 :1 compression ratio ; two valves per cylinder)
0528	1	Engine: 5.3L V 8 overhead valve ( 9.9 :1 compression ratio ; two valves per cylinder)
0529	1	Engine: 6.0L Vortec V-8 OHV and two valves per cylinder
0530	1	Engine: 6.2L Vortec V-8 OHV with variable valve timing and two valves per cylinder
0531	1	Engine: 6.0L Vortec V-8 OHV and two valves per cylinder
0532	1	Engine: 6.2L V 8 overhead valve with VVT ( 10.5 :1 compression ratio ; two valves per cylinder)
0533	1	Engine: 5.3L V 8 overhead valve ( 9.9 :1 compression ratio ; two valves per cylinder)
0534	1	Engine: 5.3L V 8 overhead valve ( 9.9 :1 compression ratio ; two valves per cylinder)
0535	1	Engine: 6.0L V 8 overhead valve with VVT ( 9.9 :1 compression ratio ; two valves per cylinder)
0536	1	Engine: 6.0L Vortec V-8 OHV with variable valve timing and two valves per cylinder
0537	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0538	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0539	1	Engine: 2.3L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0540	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0541	1	Engine: 2.3L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0542	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0543	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0544	1	Engine: 2.3L in-line 4 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
0545	1	Engine: 2.3L in-line 4 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
0546	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0547	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0548	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0549	1	Engine: 3.7L V 6 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
0550	1	Engine: 3.7L V 6 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
0551	1	Engine: 3.7L V 6 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
0552	1	Engine: 1.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0553	1	Engine: 1.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0554	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0555	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0556	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0557	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0558	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0559	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0560	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0561	1	Engine: 2.3L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0562	1	Engine: 2.3L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0563	1	Engine: 2.3L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0564	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0565	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0566	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0567	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0568	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0569	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
0570	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0571	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0572	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0573	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0574	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.7 :1 compression ratio ; four valves per cylinder)
0575	1	Engine: 3.7L V 6 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
0576	1	Engine: 3.7L V 6 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
0577	1	Engine: 2.3L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0578	1	Engine: 2.3L in-line 4 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
0579	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0580	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0581	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0582	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0583	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0584	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0585	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0586	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0587	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0588	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0589	1	Engine: 1.3L rotarytwo-cylinder none and zero valves per cylinder
0590	1	Engine: 1.3L rotarytwo-cylinder none and zero valves per cylinder
0591	1	Engine: 1.3L rotarytwo-cylinder none and zero valves per cylinder
0592	1	Engine: 1.3L rotary 2 none ( 10.0 :1 compression ratio ; zero valves per cylinder)
0593	1	Engine: 1.3L rotary 2 none ( 10.0 :1 compression ratio ; zero valves per cylinder)
0594	1	Engine: 1.3L rotary 2 none ( 10.0 :1 compression ratio ; zero valves per cylinder)
0595	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0596	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0597	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0598	1	Engine: 3.0L V-6 DOHC with variable valve timing and four valves per cylinder
0599	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
0600	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
