auto	motortrend	fuel_economy
0235	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 20 (mpg); combined= 17 (mpg); vehicle range: 391 miles
0236	2	35 mpg	Fuel economy: EPA 08, 35 MPG city, 34 MPG highway, 35 MPG combined and 508 mi. range
0237	2	35 mpg	Fuel economy: EPA 08, 35 MPG city, 34 MPG highway, 35 MPG combined and 508 mi. range
0238	2	35 mpg	Fuel consumption: city= 35 (mpg); highway= 34 (mpg); combined= 35 (mpg); vehicle range: 508 miles
0239	2	16 mpg	Fuel economy: EPA 08, 16 MPG city, 23 MPG highway, 18 MPG combined and 304 mi. range
0240	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 23 (mpg); combined= 18 (mpg); vehicle range: 304 miles
0241	2	19 mpg	Fuel economy: EPA 08, 19 MPG city, 27 MPG highway, 22 MPG combined and 376 mi. range
0242	2	21 mpg	Fuel economy: EPA 08, 21 MPG city, 30 MPG highway, 24 MPG combined and 410 mi. range
0243	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 26 (mpg); combined= 21 (mpg); vehicle range: 359 miles
0244	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 29 (mpg); combined= 24 (mpg); vehicle range: 410 miles
0245	2	20 mpg	Fuel economy: EPA 08, 20 MPG city, 27 MPG highway, 22 MPG combined and 376 mi. range
0246	2	20 mpg	Fuel economy: EPA 08, 20 MPG city, 27 MPG highway, 22 MPG combined and 376 mi. range
0247	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 25 (mpg); combined= 20 (mpg); vehicle range: 342 miles
0248	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 25 (mpg); combined= 20 (mpg); vehicle range: 342 miles
0249	2	16 mpg	Fuel economy: EPA 08, 16 MPG city, 24 MPG highway, 19 MPG combined and 422 mi. range
0250	2	16 mpg	Fuel economy: EPA 08, 16 MPG city, 23 MPG highway, 18 MPG combined and 400 mi. range
0251	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 24 (mpg); combined= 19 (mpg); vehicle range: 422 miles
0252	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 23 (mpg); combined= 18 (mpg); vehicle range: 400 miles
0253	2	20 mpg	Fuel economy: EPA 08, 20 MPG city, 22 MPG highway, 21 MPG combined and 466 mi. range
0254	2	20 mpg	Fuel consumption: city= 20 (mpg); highway= 22 (mpg); combined= 21 (mpg); vehicle range: 466 miles
0255	2	12 mpg	Fuel economy: EPA 08, 12 MPG city, 18 MPG highway, 14 MPG combined and 344 mi. range
0256	2	12 mpg	Fuel consumption: city= 12 (mpg); highway= 18 (mpg); combined= 14 (mpg); vehicle range: 344 miles
0257	2	18 mpg	Fuel economy: EPA 08, 18 MPG city, 24 MPG highway, 20 MPG combined and 384 mi. range
0258	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 24 (mpg); combined= 20 (mpg); vehicle range: 384 miles
0259	2	30 mpg	Fuel economy: EPA 08, 30 MPG city, 28 MPG highway, 29 MPG combined and 499 mi. range
0260	2	30 mpg	Fuel consumption: city= 30 (mpg); highway= 28 (mpg); combined= 29 (mpg); vehicle range: 499 miles
0261	2	16 mpg	Fuel economy: EPA 08, 16 MPG city, 23 MPG highway, 19 MPG combined and 377 mi. range
0262	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 25 MPG highway, 20 MPG combined and 359 mi. range
0263	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 25 MPG highway, 20 MPG combined and 359 mi. range
0264	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 25 MPG highway, 19 MPG combined and 362 mi. range
0265	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 23 MPG highway, 19 MPG combined and 361 mi. range
0266	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 23 MPG highway, 18 MPG combined and 342 mi. range
0267	2	13 mpg	Fuel economy: EPA (08):, 13 MPG city, 19 MPG highway, 15 MPG combined and 285 mi. range
0268	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 22 MPG highway, 21 MPG combined and 567 mi. range
0269	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 24 MPG highway, 21 MPG combined and 315 mi. range
0270	2	21 mpg	Fuel economy: EPA (08):, 21 MPG city, 30 MPG highway, 24 MPG combined and 406 mi. range
0271	2	21 mpg	Fuel economy: EPA (08):, 21 MPG city, 30 MPG highway, 24 MPG combined and 406 mi. range
0272	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 29 MPG highway, 23 MPG combined and 389 mi. range
0273	2	14 mpg	Fuel economy: EPA (08):, 14 MPG city, 20 MPG highway, 16 MPG combined and 270 mi. range
0274	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 27 MPG highway, 20 MPG combined and 338 mi. range
0275	2	N/A	Fuel consumption:
0276	2	N/A	Fuel economy: EPA (08):
0277	2	N/A	Fuel economy: EPA (08):
0278	2	N/A	Fuel economy: EPA (08):
0279	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 23 MPG highway, 18 MPG combined and 360 mi. range
0280	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 23 (mpg); combined= 18 (mpg); vehicle range: 360 miles
0281	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 23 MPG highway, 18 MPG combined and 360 mi. range
0282	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 25 MPG highway, 20 MPG combined and 400 mi. range
0283	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 24 MPG highway, 19 MPG combined and 380 mi. range
0284	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 25 MPG highway, 20 MPG combined and 372 mi. range
0285	2	16 mpg	Fuel economy: EPA 08, 16 MPG city, 22 MPG highway, 18 MPG combined and 335 mi. range
0286	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 23 (mpg); combined= 19 (mpg); vehicle range: 361 miles
0287	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 27 MPG highway, 21 MPG combined and 367 mi. range
0288	2	41 mpg	Fuel economy: EPA (08):, 41 MPG city, 36 MPG highway, 39 MPG combined and 663 mi. range
0289	2	12 mpg	Fuel economy: EPA (08):, 12 MPG city, 17 MPG highway, 14 MPG combined and 267 mi. range
0290	2	12 mpg	Fuel economy: EPA (08):, 12 MPG city, 17 MPG highway, 14 MPG combined and 267 mi. range
0291	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 31 MPG highway, 26 MPG combined and 378 mi. range
0292	2	22 mpg	Fuel economy: EPA (08):, 22 MPG city, 28 MPG highway, 24 MPG combined and 336 mi. range
0293	2	27 mpg	Fuel economy: EPA 08, 27 MPG city, 33 MPG highway, 29 MPG combined and 322 mi. range
0294	2	N/A	Fuel economy: EPA (08):
0295	2	N/A	Fuel economy: EPA (08):
0296	2	N/A	Fuel economy: EPA (08):
0297	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 30 (mpg); combined= 24 (mpg); vehicle range: 406 miles
0298	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 30 (mpg); combined= 24 (mpg); vehicle range: 406 miles
0299	2	21 mpg	Fuel consumption: city= 21 (mpg); highway= 30 (mpg); combined= 24 (mpg); vehicle range: 406 miles
0300	2	N/A	Fuel consumption:
0301	2	N/A	Fuel consumption:
0302	2	N/A	Fuel consumption:
0303	2	N/A	Fuel consumption:
0304	2	N/A	Fuel consumption:
0305	2	23 mpg	Fuel consumption: city= 23 (mpg); highway= 31 (mpg); combined= 26 (mpg); vehicle range: 354 miles
0306	2	23 mpg	Fuel consumption: city= 23 (mpg); highway= 31 (mpg); combined= 26 (mpg); vehicle range: 354 miles
0307	2	23 mpg	Fuel consumption: city= 23 (mpg); highway= 31 (mpg); combined= 26 (mpg); vehicle range: 354 miles
0308	2	23 mpg	Fuel consumption: city= 23 (mpg); highway= 31 (mpg); combined= 26 (mpg); vehicle range: 354 miles
0309	2	23 mpg	Fuel consumption: city= 23 (mpg); highway= 29 (mpg); combined= 25 (mpg); vehicle range: 340 miles
0310	2	N/A	Fuel consumption:
0311	2	N/A	Fuel consumption:
0312	2	N/A	Fuel consumption:
0313	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 25 (mpg); combined= 20 (mpg); vehicle range: 360 miles
0314	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 25 (mpg); combined= 19 (mpg); vehicle range: 361 miles
0315	2	13 mpg	Fuel consumption: city= 13 (mpg); highway= 19 (mpg); combined= 15 (mpg); vehicle range: 285 miles
0316	2	N/A	Fuel economy: EPA (08):
0317	2	N/A	Fuel economy: EPA (08):
0318	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 26 (mpg); combined= 21 (mpg); vehicle range: 377 miles
0319	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 23 (mpg); combined= 19 (mpg); vehicle range: 361 miles
0320	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 23 (mpg); combined= 19 (mpg); vehicle range: 361 miles
0321	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 23 (mpg); combined= 18 (mpg); vehicle range: 342 miles
0322	2	13 mpg	Fuel consumption: city= 13 (mpg); highway= 19 (mpg); combined= 15 (mpg); vehicle range: 285 miles
0323	2	14 mpg	Fuel economy: EPA (08):, 14 MPG city, 18 MPG highway, 15 MPG combined and 330 mi. range
0324	2	14 mpg	Fuel economy: EPA (08):, 14 MPG city, 18 MPG highway, 15 MPG combined and 330 mi. range
0325	2	14 mpg	Fuel economy: EPA (08):, 14 MPG city, 18 MPG highway, 15 MPG combined and 330 mi. range
0326	2	14 mpg	Fuel economy: EPA (08):, 14 MPG city, 18 MPG highway, 15 MPG combined and 330 mi. range
0327	2	9 mpg	Fuel consumption: city= 9 (mpg); highway= 12 (mpg); combined= 10 (mpg); vehicle range: 220 miles
0328	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city and 23 MPG highway
0329	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city and 23 MPG highway
0330	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city and 23 MPG highway
0331	2	14 mpg	Fuel consumption: city= 14 (mpg); highway= 20 (mpg); combined= 16 (mpg); vehicle range: 432 miles
0332	2	9 mpg	Fuel consumption: city= 14 (mpg); highway= 20 (mpg); combined= 16 (mpg); vehicle range: 432 miles
0333	2	20 mpg	Fuel consumption: city= 20 (mpg); highway= 22 (mpg); combined= 21 (mpg); vehicle range: 567 miles
0334	2	12 mpg	Fuel consumption: city= 12 (mpg); highway= 17 (mpg); combined= 13 (mpg); vehicle range: 260 miles
0335	2	12 mpg	Fuel consumption: city= 12 (mpg); highway= 17 (mpg); combined= 13 (mpg); vehicle range: 260 miles
0336	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 23 (mpg); combined= 18 (mpg); vehicle range: 360 miles
0337	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 23 (mpg); combined= 18 (mpg); vehicle range: 360 miles
0338	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 25 (mpg); combined= 20 (mpg); vehicle range: 400 miles
0339	2	19 mpg	Fuel consumption: city= 19 (mpg); highway= 25 (mpg); combined= 21 (mpg); vehicle range: 431 miles
0340	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 23 (mpg); combined= 18 (mpg); vehicle range: 380 miles
0341	2	15 mpg	Fuel consumption: city= 15 (mpg); highway= 23 (mpg); combined= 18 (mpg); vehicle range: 380 miles
0342	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 22 MPG highway, 18 MPG combined and 351 mi. range
0343	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 21 MPG highway, 18 MPG combined and 351 mi. range
0344	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 21 MPG highway, 18 MPG combined and 351 mi. range
0345	2	15 mpg	Fuel consumption: city= 16 (mpg); highway= 22 (mpg); combined= 18 (mpg); vehicle range: 351 miles
0346	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 22 (mpg); combined= 18 (mpg); vehicle range: 351 miles
0347	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 20 (mpg); combined= 17 (mpg); vehicle range: 331 miles
0348	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 20 (mpg); combined= 17 (mpg); vehicle range: 331 miles
0349	2	14 mpg	Fuel consumption: city= 14 (mpg); highway= 20 (mpg); combined= 16 (mpg); vehicle range: 416 miles
0350	2	9 mpg	Fuel consumption: city= 9 (mpg); highway= 13 (mpg); combined= 10 (mpg); vehicle range: 320 miles
0351	2	13 mpg	Fuel consumption: city= 14 (mpg); highway= 20 (mpg); combined= 16 (mpg); vehicle range: 416 miles
0352	2	9 mpg	Fuel consumption: city= 9 (mpg); highway= 13 (mpg); combined= 10 (mpg); vehicle range: 260 miles
0353	2	13 mpg	Fuel economy: EPA (08):, 13 MPG city, 22 MPG highway, 16 MPG combined and 256 mi. range
0354	2	13 mpg	Fuel economy: EPA (08):, 13 MPG city, 22 MPG highway, 16 MPG combined and 256 mi. range
0355	2	21 mpg	Fuel economy: EPA (08):, 21 MPG city, 27 MPG highway, 23 MPG combined and 243 mi. range
0356	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 26 MPG highway, 22 MPG combined and 232 mi. range
0357	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 26 MPG highway, 22 MPG combined and 232 mi. range
0358	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 26 MPG highway, 22 MPG combined and 232 mi. range
0359	2	33 mpg	Fuel economy: EPA 08, 33 MPG city, 41 MPG highway, 36 MPG combined and 313 mi. range
0360	2	33 mpg	Fuel economy: EPA 08, 33 MPG city, 41 MPG highway, 36 MPG combined and 313 mi. range
0361	2	33 mpg	Fuel economy: EPA 08, 33 MPG city, 41 MPG highway, 36 MPG combined and 313 mi. range
0362	2	13 mpg	Fuel economy: EPA (08):, 13 MPG city, 20 MPG highway, 15 MPG combined and 316 mi. range
0363	2	13 mpg	Fuel economy: EPA (08):, 13 MPG city, 20 MPG highway, 15 MPG combined and 316 mi. range
0364	2	13 mpg	Fuel consumption: city= 13 (mpg); highway= 20 (mpg); combined= 15 (mpg); vehicle range: 316 miles
0365	2	13 mpg	Fuel consumption: city= 13 (mpg); highway= 20 (mpg); combined= 15 (mpg); vehicle range: 316 miles
0366	2	12 mpg	Fuel economy: EPA (08):, 12 MPG city, 18 MPG highway, 14 MPG combined and 295 mi. range
0367	2	12 mpg	Fuel economy: EPA (08):, 12 MPG city, 18 MPG highway, 14 MPG combined and 287 mi. range
0368	2	12 mpg	Fuel consumption: city= 12 (mpg); highway= 18 (mpg); combined= 14 (mpg); vehicle range: 287 miles
0369	2	12 mpg	Fuel consumption: city= 12 (mpg); highway= 18 (mpg); combined= 14 (mpg); vehicle range: 287 miles
0370	2	13 mpg	Fuel economy: EPA (08):, 13 MPG city, 19 MPG highway, 15 MPG combined and 359 mi. range
0371	2	N/A	Fuel consumption:
0372	2	11 mpg	Fuel economy: EPA (08):, 11 MPG city, 17 MPG highway, 13 MPG combined and 274 mi. range
0373	2	14 mpg	Fuel economy: EPA (08):, 14 MPG city, 20 MPG highway, 16 MPG combined and 337 mi. range
0374	2	14 mpg	Fuel economy: EPA (08):, 14 MPG city, 20 MPG highway, 16 MPG combined and 337 mi. range
0375	2	12 mpg	Fuel consumption: city= 12 (mpg); highway= 19 (mpg); combined= 14 (mpg); vehicle range: 295 miles
0376	2	12 mpg	Fuel consumption: city= 12 (mpg); highway= 19 (mpg); combined= 14 (mpg); vehicle range: 295 miles
0377	2	13 mpg	Fuel economy: EPA (08):, 13 MPG city, 19 MPG highway, 15 MPG combined and 309 mi. range
0378	2	12 mpg	Fuel economy: EPA (08):, 12 MPG city, 19 MPG highway, 15 MPG combined and 341 mi. range
0379	2	12 mpg	Fuel economy: EPA (08):, 12 MPG city, 19 MPG highway, 15 MPG combined and 341 mi. range
0380	2	12 mpg	Fuel economy: EPA (08):, 12 MPG city, 19 MPG highway, 15 MPG combined and 297 mi. range
0381	2	11 mpg	Fuel economy: EPA (08):, 11 MPG city, 17 MPG highway, 14 MPG combined and 333 mi. range
0382	2	11 mpg	Fuel economy: EPA (08):, 11 MPG city, 18 MPG highway, 14 MPG combined and 333 mi. range
0383	2	21 mpg	Fuel economy: EPA (08):, 21 MPG city, 27 MPG highway, 23 MPG combined and 389 mi. range
0384	2	21 mpg	Fuel economy: EPA (08):, 21 MPG city, 27 MPG highway, 23 MPG combined and 389 mi. range
0385	2	21 mpg	Fuel economy: EPA (08):, 21 MPG city, 27 MPG highway, 23 MPG combined and 389 mi. range
0386	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 24 MPG highway, 21 MPG combined and 355 mi. range
0387	2	21 mpg	Fuel economy: EPA (08):, 21 MPG city, 27 MPG highway, 23 MPG combined and 389 mi. range
0388	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 24 MPG highway, 21 MPG combined and 355 mi. range
0389	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 27 MPG highway, 22 MPG combined and 372 mi. range
0390	2	20 mpg	Fuel economy: EPA (08):, 20 MPG city, 26 MPG highway, 22 MPG combined and 372 mi. range
0391	2	20 mpg	Fuel consumption: city= 20 (mpg); highway= 26 (mpg); combined= 22 (mpg); vehicle range: 372 miles
0392	2	20 mpg	Fuel consumption: city= 20 (mpg); highway= 26 (mpg); combined= 22 (mpg); vehicle range: 372 miles
0393	2	20 mpg	Fuel consumption: city= 20 (mpg); highway= 26 (mpg); combined= 22 (mpg); vehicle range: 372 miles
0394	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 25 MPG highway, 21 MPG combined and 355 mi. range
0395	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 25 MPG highway, 21 MPG combined and 355 mi. range
0396	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 25 MPG highway, 21 MPG combined and 355 mi. range
0397	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 25 MPG highway, 21 MPG combined and 355 mi. range
0398	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 25 MPG highway, 21 MPG combined and 355 mi. range
0399	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 25 MPG highway, 21 MPG combined and 355 mi. range
0400	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 23 MPG highway, 19 MPG combined and 321 mi. range
0401	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 23 MPG highway, 19 MPG combined and 321 mi. range
0402	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 23 MPG highway, 19 MPG combined and 321 mi. range
0403	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 31 MPG highway, 26 MPG combined and 481 mi. range
0404	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 31 MPG highway, 26 MPG combined and 481 mi. range
0405	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 20 MPG combined and 370 mi. range
0406	2	23 mpg	Fuel economy: EPA (08):, 23 MPG city, 31 MPG highway, 26 MPG combined and 481 mi. range
0407	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 20 MPG combined and 370 mi. range
0408	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 20 MPG combined and 370 mi. range
0409	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 21 MPG combined and 388 mi. range
0410	2	23 mpg	Fuel consumption: city= 23 (mpg); highway= 31 (mpg); combined= 26 (mpg); vehicle range: 481 miles
0411	2	23 mpg	Fuel consumption: city= 23 (mpg); highway= 31 (mpg); combined= 26 (mpg); vehicle range: 481 miles
0412	2	23 mpg	Fuel consumption: city= 23 (mpg); highway= 31 (mpg); combined= 26 (mpg); vehicle range: 481 miles
0413	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 25 (mpg); combined= 20 (mpg); vehicle range: 370 miles
0414	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 25 (mpg); combined= 21 (mpg); vehicle range: 388 miles
0415	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 25 (mpg); combined= 20 (mpg); vehicle range: 370 miles
0416	2	18 mpg	Fuel consumption: city= 18 (mpg); highway= 25 (mpg); combined= 21 (mpg); vehicle range: 388 miles
0417	2	22 mpg	Fuel economy: EPA (08):, 22 MPG city, 29 MPG highway, 24 MPG combined and 444 mi. range
0418	2	22 mpg	Fuel economy: EPA (08):, 22 MPG city, 29 MPG highway, 24 MPG combined and 444 mi. range
0419	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 20 MPG combined and 370 mi. range
0420	2	22 mpg	Fuel economy: EPA (08):, 22 MPG city, 29 MPG highway, 24 MPG combined and 444 mi. range
0421	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 20 MPG combined and 370 mi. range
0422	2	18 mpg	Fuel economy: EPA (08):, 18 MPG city, 25 MPG highway, 20 MPG combined and 370 mi. range
0423	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 21 MPG highway, 18 MPG combined and 304 mi. range
0424	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 21 MPG highway, 18 MPG combined and 304 mi. range
0425	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 21 MPG highway, 18 MPG combined and 304 mi. range
0426	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 21 (mpg); combined= 18 (mpg); vehicle range: 304 miles
0427	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 21 (mpg); combined= 18 (mpg); vehicle range: 304 miles
0428	2	16 mpg	Fuel consumption: city= 16 (mpg); highway= 21 (mpg); combined= 18 (mpg); vehicle range: 304 miles
0429	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 12 MPG highway, 11 MPG combined and 363 mi. range
0430	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 12 MPG highway, 11 MPG combined and 363 mi. range
0431	2	9 mpg	Fuel economy: EPA (08):, 9 MPG city, 12 MPG highway, 10 MPG combined and 330 mi. range
0432	2	9 mpg	Fuel economy: EPA (08):, 9 MPG city, 12 MPG highway, 10 MPG combined and 330 mi. range
0433	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 12 MPG highway, 11 MPG combined and 363 mi. range
0434	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 12 MPG highway, 11 MPG combined and 363 mi. range
0435	2	9 mpg	Fuel economy: EPA (08):, 9 MPG city, 12 MPG highway, 10 MPG combined and 330 mi. range
0436	2	9 mpg	Fuel economy: EPA (08):, 9 MPG city, 12 MPG highway, 10 MPG combined and 330 mi. range
0437	2	9 mpg	Fuel economy: EPA (08):, 9 MPG city, 11 MPG highway, 10 MPG combined and 330 mi. range
0438	2	9 mpg	Fuel economy: EPA (08):, 9 MPG city, 11 MPG highway, 10 MPG combined and 330 mi. range
0439	2	9 mpg	Fuel economy: EPA (08):, 9 MPG city, 11 MPG highway, 10 MPG combined and 330 mi. range
0440	2	9 mpg	Fuel economy: EPA (08):, 9 MPG city, 11 MPG highway, 10 MPG combined and 330 mi. range
0441	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 26 MPG highway, 21 MPG combined and 378 mi. range
0442	2	18 mpg	Fuel economy: EPA 08, 18 MPG city, 25 MPG highway, 20 MPG combined and 380 mi. range
0443	2	18 mpg	Fuel economy: EPA 08, 18 MPG city, 25 MPG highway, 20 MPG combined and 380 mi. range
0444	2	17 mpg	Fuel economy: EPA 08, 17 MPG city, 23 MPG highway, 19 MPG combined and 361 mi. range
0445	2	23 mpg	Fuel economy: EPA 08
0446	2	21 mpg	Fuel economy: EPA 08, 20 MPG city, 26 MPG highway, 22 MPG combined and 363 mi. range
0447	2	21 mpg	Fuel economy: EPA 08, 20 MPG city, 26 MPG highway, 22 MPG combined and 363 mi. range
0448	2	30 mpg	Fuel economy: EPA 08, 30 MPG city, 27 MPG highway, 29 MPG combined and 438 mi. range
0449	2	30 mpg	Fuel economy: EPA 08, 30 MPG city, 27 MPG highway, 29 MPG combined and 438 mi. range
0450	2	9 mpg	Fuel economy: EPA 08, 9 MPG city, 13 MPG highway, 11 MPG combined and 308 mi. range
0451	2	N/A	Fuel consumption:
0452	2	N/A	Fuel consumption:
0453	2	N/A	Fuel consumption:
0454	2	28 mpg	Fuel economy: EPA 08, 28 MPG city, 37 MPG highway, 32 MPG combined and 512 mi. range
0455	2	28 mpg	Fuel consumption: city= 28 (mpg); highway= 37 (mpg); combined= 32 (mpg); vehicle range: 512 miles
0456	2	28 mpg	Fuel consumption: city= 28 (mpg); highway= 37 (mpg); combined= 32 (mpg); vehicle range: 512 miles
0457	2	28 mpg	Fuel consumption: city= 28 (mpg); highway= 37 (mpg); combined= 32 (mpg); vehicle range: 512 miles
0458	2	28 mpg	Fuel consumption: city= 28 (mpg); highway= 37 (mpg); combined= 32 (mpg); vehicle range: 512 miles
0459	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 24 MPG highway, 19 MPG combined and 354 mi. range
0460	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 22 MPG highway, 18 MPG combined and 335 mi. range
0461	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 21 MPG highway, 18 MPG combined and 335 mi. range
0462	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 22 MPG highway, 18 MPG combined and 335 mi. range
0463	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 22 MPG highway, 18 MPG combined and 335 mi. range
0464	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 21 MPG highway, 18 MPG combined and 335 mi. range
0465	2	16 mpg	Fuel economy: EPA (08):, 16 MPG city, 21 MPG highway, 18 MPG combined and 335 mi. range
0466	2	25 mpg	Fuel economy: EPA 08, 25 MPG city, 35 MPG highway, 29 MPG combined and 391 mi. range
0467	2	25 mpg	Fuel economy: EPA 08, 25 MPG city, 35 MPG highway, 29 MPG combined and 391 mi. range
0468	2	25 mpg	Fuel economy: EPA 08, 25 MPG city, 35 MPG highway, 29 MPG combined and 391 mi. range
0469	2	25 mpg	Fuel economy: EPA 08, 25 MPG city, 34 MPG highway, 28 MPG combined and 378 mi. range
0470	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 16 MPG highway, 12 MPG combined and 349 mi. range
0471	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 16 MPG highway, 12 MPG combined and 349 mi. range
0472	2	10 mpg	Fuel economy: EPA (08):, 10 MPG city, 16 MPG highway, 12 MPG combined and 349 mi. range
0473	2	19 mpg	Fuel economy: EPA (08):, 19 MPG city, 23 MPG highway, 21 MPG combined and 444 mi. range
0474	2	17 mpg	Fuel economy: EPA (08):, 17 MPG city, 22 MPG highway, 19 MPG combined and 401 mi. range
0475	2	15 mpg	Fuel economy: EPA (08):, 15 MPG city, 20 MPG highway, 17 MPG combined and 359 mi. range
0476	2	14 mpg	Fuel economy: EPA (08):, 14 MPG city, 19 MPG highway, 16 MPG combined and 338 mi. range
0477	2	14 mpg	Fuel economy: EPA (08):, 14 MPG city, 19 MPG highway, 16 MPG combined and 338 mi. range
0478	2	14 mpg	Fuel economy: EPA (08):, 14 MPG city, 19 MPG highway, 16 MPG combined and 338 mi. range
0479	2	19 mpg	Fuel economy: EPA 08, 19 MPG city, 23 MPG highway, 21 MPG combined and 444 mi. range
0480	2	19 mpg	Fuel consumption: city= 19 (mpg); highway= 23 (mpg); combined= 21 (mpg); vehicle range: 444 miles
0481	2	17 mpg	Fuel consumption: city= 17 (mpg); highway= 22 (mpg); combined= 19 (mpg); vehicle range: 401 miles
