auto	kbb	price
1164	1	$42,830.00
1165	1	$51,725.00
1166	1	$61,825.00
1167	1	$40,110.00
1168	1	$40,165.00
1169	1	$46,955.00
1170	1	$12,835.00
1171	1	$12,835.00
1172	1	$12,685.00
1173	1	$14,820.00
1174	1	$31,795.00
1175	1	$24,730.00
1176	1	$31,795.00
1177	1	$15,710.00
1178	1	$18,240.00
1179	1	$16,390.00
1180	1	$17,190.00
1181	1	$18,240.00
1182	1	$24,565.00
1183	1	$28,175.00
1184	1	$24,625.00
1185	1	$20,010.00
1186	1	$23,370.00
1187	1	$24,625.00
1188	1	$46,575.00
1189	1	$59,775.00
1190	1	$51,775.00
1191	1	$18,890.00
1192	1	$21,330.00
1193	1	$22,455.00
1194	1	$49,880.00
1195	1	$55,720.00
1196	1	$109,130.00
1197	1	$54,530.00
1198	1	$49,900.00
1199	1	$55,740.00
1200	1	$75,255.00
1201	1	$54,550.00
1202	1	$59,550.00
1203	1	$16,995.00
1204	1	$18,895.00
1205	1	$22,695.00
1206	1	$23,360.00
1207	1	$25,110.00
1208	1	$24,280.00
1209	1	$26,030.00
1210	1	$28,965.00
1211	1	$30,715.00
1212	1	$23,490.00
1213	1	$25,240.00
1214	1	$29,065.00
1215	1	$25,635.00
1216	1	$33,050.00
1217	1	$31,345.55
1218	1	$117,500.00
1219	1	$126,600.00
1220	1	$158,400.00
1221	1	$29,690.00
1222	1	$33,245.00
1223	1	$31,540.00
1224	1	$35,095.00
1225	1	$26,755.00
1226	1	$28,615.00
1227	1	$28,820.00
1228	1	$38,955.00
1229	1	$31,000.00
1230	1	$30,200.00
1231	1	$32,050.00
1232	1	$30,075.00
1233	1	$31,165.00
1234	1	$42,275.00
1235	1	$43,160.00
1236	1	$35,535.00
1237	1	$33,490.00
1238	1	$45,485.00
1239	1	$34,945.00
1240	1	$47,725.00
1241	1	$20,440.00
1242	1	$26,975.00
1243	1	$159,950.00
1244	1	$173,450.00
1245	1	$19,440.00
1246	1	$22,890.00
1247	1	$30,455.00
1248	1	$24,730.00
1249	1	$27,020.00
1250	1	$30,755.00
1251	1	$22,545.00
1252	1	$23,435.00
1253	1	$23,545.00
1254	1	$33,520.00
1255	1	$31,355.00
1256	1	$34,505.00
1257	1	$32,460.00
1258	1	$35,610.00
1259	1	$42,485.00
1260	1	$33,520.00
1261	1	$31,355.00
1262	1	$34,505.00
1263	1	$32,460.00
1264	1	$35,610.00
1265	1	$42,485.00
1266	1	$42,770.00
1267	1	$26,390.00
1268	1	$30,470.00
1269	1	$31,580.00
1270	1	$30,120.00
1271	1	$34,375.00
1272	1	$39,425.00
1273	1	$39,725.00
1274	1	$26,390.00
1275	1	$28,430.00
1276	1	$30,470.00
1277	1	$32,285.00
1278	1	$30,120.00
1279	1	$31,230.00
1280	1	$33,270.00
1281	1	$34,375.00
1282	1	$36,275.00
1283	1	$39,425.00
1284	1	$39,725.00
1285	1	$22,235.00
1286	1	$25,085.00
1287	1	$25,385.00
1288	1	$27,805.00
1289	1	$30,780.00
1290	1	$46,725.00
1291	1	$48,125.00
1292	1	$22,235.00
1293	1	$25,385.00
1294	1	$27,805.00
1295	1	$35,490.00
1296	1	$39,155.00
1297	1	$41,250.00
1298	1	$44,400.00
1299	1	$33,040.00
1300	1	$33,235.00
1301	1	$35,995.00
1302	1	$36,190.00
1303	1	$36,705.00
1304	1	$39,855.00
1305	1	$40,050.00
1306	1	$45,250.00
1307	1	$30,890.00
1308	1	$30,935.00
1309	1	$34,085.00
1310	1	$33,945.00
1311	1	$37,095.00
1312	1	$39,230.00
1313	1	$42,380.00
1314	1	$31,140.00
1315	1	$31,335.00
1316	1	$34,095.00
1317	1	$34,290.00
1318	1	$37,600.00
1319	1	$39,185.00
1320	1	$42,530.00
1321	1	$28,460.00
1322	1	$31,255.00
1323	1	$28,960.00
1324	1	$32,155.00
1325	1	$33,330.00
1326	1	$33,640.00
1327	1	$35,585.00
1328	1	$38,735.00
1329	1	$40,570.00
1330	1	$41,765.00
1331	1	$44,915.00
1332	1	$34,560.00
1333	1	$37,515.00
1334	1	$37,710.00
1335	1	$38,110.00
1336	1	$39,335.00
1337	1	$42,485.00
1338	1	$42,600.00
1339	1	$42,790.00
1340	1	$42,795.00
1341	1	$45,750.00
1342	1	$45,940.00
1343	1	$45,945.00
1344	1	$32,585.00
1345	1	$35,265.00
1346	1	$38,415.00
1347	1	$42,740.00
1348	1	$48,875.00
1349	1	$32,995.00
1350	1	$33,025.00
1351	1	$35,950.00
1352	1	$36,225.00
1353	1	$37,205.00
1354	1	$39,375.00
1355	1	$40,355.00
1356	1	$40,615.00
1357	1	$43,765.00
1358	1	$32,505.00
1359	1	$31,195.00
1360	1	$36,010.00
1361	1	$29,800.00
1362	1	$30,255.00
1363	1	$32,755.00
1364	1	$33,210.00
1365	1	$35,940.00
1366	1	$37,030.00
1367	1	$41,585.00
1368	1	$41,875.00
1369	1	$54,120.00
1370	1	$46,685.00
1371	1	$49,530.00
1372	1	$43,485.00
1373	1	$49,820.00
1374	1	$42,290.00
1375	1	$43,080.00
1376	1	$51,670.00
1377	1	$54,475.00
1378	1	$51,715.00
1379	1	$42,580.00
1380	1	$46,220.00
1381	1	$55,110.00
1382	1	$38,760.00
1383	1	$40,760.00
1384	1	$54,425.00
1385	1	$59,075.00
1386	1	$31,999.00
1387	1	$38,750.00
1388	1	$40,750.00
1389	1	$41,000.00
1390	1	$19,995.00
1391	1	$21,995.00
1392	1	$29,100.00
1393	1	$32,635.00
1394	1	$38,760.00
1395	1	$36,675.00
1396	1	$38,760.00
1397	1	$40,800.00
1398	1	$47,366.00
1399	1	$18,995.00
1400	1	$28,600.00
1401	1	$29,960.00
1402	1	$33,460.00
1403	1	$20,870.00
1404	1	$22,865.00
1405	1	$26,010.00
1406	1	$33,495.00
1407	1	$36,710.00
1408	1	$21,980.00
1409	1	$21,995.00
1410	1	$24,295.00
1411	1	$55,175.00
1412	1	$59,325.00
1413	1	$17,630.00
1414	1	$18,745.00
1415	1	$18,810.00
1416	1	$17,630.00
1417	1	$20,835.00
1418	1	$20,835.00
1419	1	$23,995.00
1420	1	$43,731.00
1421	1	$25,495.00
1422	1	$30,495.00
1423	1	$44,410.00
1424	1	$25,340.00
1425	1	$28,795.00
1426	1	$30,240.00
1427	1	$32,755.00
1428	1	$33,095.00
1429	1	$34,220.00
1430	1	$34,220.00
1431	1	$40,681.00
1432	1	$25,995.00
1433	1	$30,995.00
1434	1	$27,745.00
1435	1	$34,045.00
1436	1	$36,045.00
1437	1	$42,645.00
1438	1	$44,645.00
1439	1	$24,095.00
1440	1	$25,795.00
1441	1	$27,995.00
1442	1	$29,195.00
1443	1	$29,530.00
1444	1	$21,165.00
1445	1	$22,995.00
1446	1	$28,995.00
1447	1	$30,695.00
1448	1	$29,990.00
1449	1	$22,340.00
1450	1	$22,340.00
1451	1	$23,985.00
1452	1	$28,160.00
1453	1	$27,500.00
1454	1	$22,995.00
1455	1	$24,745.00
1456	1	$27,995.00
1457	1	$29,745.00
1458	1	$29,520.00
1459	1	$31,920.00
1460	1	$39,935.00
1461	1	$43,550.00
1462	1	$25,565.00
1463	1	$29,765.00
1464	1	$37,780.00
1465	1	$21,510.00
1466	1	$22,185.00
1467	1	$26,265.00
1468	1	$26,055.00
1469	1	$29,325.00
1470	1	$34,810.00
1471	1	$35,010.00
1472	1	$36,165.00
1473	1	$36,365.00
1474	1	$39,430.00
1475	1	$39,630.00
1476	1	$40,440.00
1477	1	$36,865.00
1478	1	$40,130.00
1479	1	$40,940.00
1480	1	$28,165.00
1481	1	$31,140.00
1482	1	$31,310.00
1483	1	$39,400.00
1484	1	$42,300.00
1485	1	$42,500.00
1486	1	$44,635.00
1487	1	$47,380.00
1488	1	$48,015.00
1489	1	$50,895.00
1490	1	$51,095.00
1491	1	$48,715.00
1492	1	$51,595.00
1493	1	$35,630.00
1494	1	$96,681.00
1495	1	$95,931.00
1496	1	$26,490.00
1497	1	$27,695.00
1498	1	$26,820.00
1499	1	$31,405.00
1500	1	$46,725.00
1501	1	$27,490.00
1502	1	$27,820.00
1503	1	$32,080.00
1504	1	$33,065.00
1505	1	$33,065.00
1506	1	$34,350.00
1507	1	$34,525.00
1508	1	$32,045.00
1509	1	$35,845.00
1510	1	$30,995.00
1511	1	$32,845.00
1512	1	$34,995.00
1513	1	$36,995.00
1514	1	$38,845.00
1515	1	$21,745.00
1516	1	$24,770.00
1517	1	$26,350.00
1518	1	$28,100.00
1519	1	$32,335.00
1520	1	$33,095.00
1521	1	$47,875.00
1522	1	$50,875.00
1523	1	$21,995.00
1524	1	$26,595.00
1525	1	$30,715.00
1526	1	$32,465.00
1527	1	$33,225.00
1528	1	$36,510.00
1529	1	$42,315.00
1530	1	$44,085.00
1531	1	$46,985.00
1532	1	$46,615.00
1533	1	$49,515.00
1534	1	$37,825.00
1535	1	$40,725.00
1536	1	$39,365.00
1537	1	$42,265.00
1538	1	$48,935.00
1539	1	$47,305.00
1540	1	$42,935.00
1541	1	$47,395.00
1542	1	$49,635.00
1543	1	$49,265.00
1544	1	$43,375.00
1545	1	$42,075.00
1546	1	$44,975.00
1547	1	$51,585.00
1548	1	$30,095.00
1549	1	$36,210.00
1550	1	$34,095.00
1551	1	$28,995.00
1552	1	$31,995.00
1553	1	$39,995.00
1554	1	$29,025.00
1555	1	$31,550.00
1556	1	$39,735.00
1557	1	$27,405.00
1558	1	$27,705.00
1559	1	$23,690.00
1560	1	$27,760.00
1561	1	$27,220.00
1562	1	$30,985.00
1563	1	$31,285.00
1564	1	$36,925.00
1565	1	$35,075.00
1566	1	$41,225.00
1567	1	$26,860.00
1568	1	$34,315.00
1569	1	$28,660.00
1570	1	$31,805.00
1571	1	$30,770.00
1572	1	$33,915.00
1573	1	$37,425.00
1574	1	$34,980.00
1575	1	$39,235.00
1576	1	$27,215.00
1577	1	$30,360.00
1578	1	$30,390.00
1579	1	$33,535.00
1580	1	$30,005.00
1581	1	$30,430.00
1582	1	$34,510.00
1583	1	$36,880.00
1584	1	$34,050.00
1585	1	$37,600.00
1586	1	$30,270.00
1587	1	$30,570.00
1588	1	$34,230.00
1589	1	$34,530.00
1590	1	$33,535.00
1591	1	$36,380.00
1592	1	$37,445.00
1593	1	$37,745.00
1594	1	$40,590.00
1595	1	$40,590.00
1596	1	$39,330.00
1597	1	$39,630.00
1598	1	$45,525.00
1599	1	$44,100.00
1600	1	$47,245.00
1601	1	$44,570.00
1602	1	$30,755.00
1603	1	$31,970.00
1604	1	$34,810.00
1605	1	$32,785.00
1606	1	$34,025.00
1607	1	$36,710.00
1608	1	$37,445.00
1609	1	$37,745.00
1610	1	$40,590.00
1611	1	$39,960.00
1612	1	$40,260.00
1613	1	$43,065.00
1614	1	$45,910.00
1615	1	$44,575.00
1616	1	$44,875.00
1617	1	$48,020.00
1618	1	$48,170.00
1619	1	$51,315.00
1620	1	$48,970.00
1621	1	$52,115.00
1622	1	$31,785.00
1623	1	$33,310.00
1624	1	$36,350.00
1625	1	$37,940.00
1626	1	$42,915.00
1627	1	$43,110.00
1628	1	$43,630.00
1629	1	$43,930.00
1630	1	$44,120.00
1631	1	$46,905.00
1632	1	$47,100.00
1633	1	$59,585.00
1634	1	$32,480.00
1635	1	$35,455.00
1636	1	$37,135.00
1637	1	$37,320.00
1638	1	$40,595.00
1639	1	$41,925.00
1640	1	$45,070.00
1641	1	$45,265.00
1642	1	$46,880.00
1643	1	$49,835.00
1644	1	$27,250.00
1645	1	$30,225.00
1646	1	$32,850.00
1647	1	$32,275.00
1648	1	$35,305.00
1649	1	$31,955.00
1650	1	$32,145.00
1651	1	$34,100.00
1652	1	$35,685.00
1653	1	$37,395.00
1654	1	$37,595.00
1655	1	$40,555.00
1656	1	$34,290.00
1657	1	$34,885.00
1658	1	$38,140.00
1659	1	$42,520.00
1660	1	$30,025.00
1661	1	$41,225.00
1662	1	$32,710.00
1663	1	$33,665.00
1664	1	$37,430.00
1665	1	$38,725.00
1666	1	$38,975.00
1667	1	$42,005.00
1668	1	$44,590.00
1669	1	$47,750.00
1670	1	$60,040.00
1671	1	$60,235.00
1672	1	$34,930.00
1673	1	$36,575.00
1674	1	$37,845.00
1675	1	$38,625.00
1676	1	$41,425.00
1677	1	$41,615.00
1678	1	$44,115.00
1679	1	$45,720.00
1680	1	$47,480.00
1681	1	$48,550.00
1682	1	$50,385.00
1683	1	$50,580.00
1684	1	$51,415.00
1685	1	$27,570.00
1686	1	$29,545.00
1687	1	$30,540.00
1688	1	$32,460.00
1689	1	$30,875.00
1690	1	$33,010.00
1691	1	$29,715.00
1692	1	$33,725.00
1693	1	$34,985.00
1694	1	$37,970.00
1695	1	$31,275.00
1696	1	$33,190.00
1697	1	$35,300.00
1698	1	$35,500.00
1699	1	$36,355.00
1700	1	$37,090.00
1701	1	$38,415.00
1702	1	$38,615.00
1703	1	$39,345.00
1704	1	$41,390.00
1705	1	$42,265.00
1706	1	$32,170.00
1707	1	$36,370.00
1708	1	$36,500.00
1709	1	$36,695.00
1710	1	$39,540.00
1711	1	$41,325.00
1712	1	$40,400.00
1713	1	$43,545.00
1714	1	$44,545.00
1715	1	$50,500.00
1716	1	$51,995.00
1717	1	$53,940.00
1718	1	$57,930.00
1719	1	$60,625.00
1720	1	$49,325.00
1721	1	$54,680.00
1722	1	$17,795.00
1723	1	$16,995.00
1724	1	$32,525.00
1725	1	$34,375.00
1726	1	$40,395.00
1727	1	$40,245.00
1728	1	$44,035.00
1729	1	$37,075.00
1730	1	$38,975.00
1731	1	$45,875.00
1732	1	$52,075.00
1733	1	$34,025.00
1734	1	$43,475.00
1735	1	$44,825.00
1736	1	$38,575.00
1737	1	$29,850.00
1738	1	$40,470.00
1739	1	$44,260.00
1740	1	$42,965.00
1741	1	$17,895.00
1742	1	$19,505.00
1743	1	$19,505.00
1744	1	$19,595.00
1745	1	$21,790.00
1746	1	$23,490.00
1747	1	$20,995.00
1748	1	$21,950.00
1749	1	$25,380.00
1750	1	$29,080.00
1751	1	$28,675.00
1752	1	$20,470.00
1753	1	$22,265.00
1754	1	$29,155.00
1755	1	$29,395.00
1756	1	$28,990.00
1757	1	$22,245.00
1758	1	$25,245.00
1759	1	$29,245.00
1760	1	$27,245.00
1761	1	$37,245.00
1762	1	$53,575.00
1763	1	$26,695.00
1764	1	$30,495.00
1765	1	$27,995.00
1766	1	$54,495.00
1767	1	$18,540.00
1768	1	$18,655.00
1769	1	$37,075.00
1770	1	$43,525.00
1771	1	$45,875.00
1772	1	$52,075.00
1773	1	$59,075.00
1774	1	$36,025.00
1775	1	$43,475.00
1776	1	$44,825.00
1777	1	$21,300.00
1778	1	$26,520.00
1779	1	$20,450.00
1780	1	$23,415.00
1781	1	$25,835.00
1782	1	$23,200.00
1783	1	$24,270.00
1784	1	$26,845.00
1785	1	$25,995.00
1786	1	$30,045.00
1787	1	$32,595.00
1788	1	$38,595.00
1789	1	$25,995.00
1790	1	$34,445.00
1791	1	$21,880.00
1792	1	$22,065.00
1793	1	$22,135.00
1794	1	$23,280.00
1795	1	$23,350.00
1796	1	$22,080.00
1797	1	$22,955.00
1798	1	$23,295.00
1799	1	$23,450.00
1800	1	$23,745.00
1801	1	$35,140.00
1802	1	$37,140.00
1803	1	$38,860.00
1804	1	$32,615.00
1805	1	$35,240.00
1806	1	$40,960.00
1807	1	$46,825.00
1808	1	$49,125.00
1809	1	$52,125.00
1810	1	$56,875.00
1811	1	$61,475.00
1812	1	$65,775.00
1813	1	$68,375.00
1814	1	$56,825.00
1815	1	$24,655.00
1816	1	$27,960.00
1817	1	$30,615.00
1818	1	$24,715.00
1819	1	$28,370.00
1820	1	$30,675.00
1821	1	$24,685.00
1822	1	$26,410.00
1823	1	$29,560.00
1824	1	$21,595.00
1825	1	$21,270.00
1826	1	$18,960.00
1827	1	$22,575.00
1828	1	$25,635.00
1829	1	$30,685.00
1830	1	$25,840.00
1831	1	$30,890.00
1832	1	$33,050.00
1833	1	$34,900.00
1834	1	$29,690.00
1835	1	$33,245.00
1836	1	$31,540.00
1837	1	$45,425.00
1838	1	$52,775.00
1839	1	$59,175.00
1840	1	$60,575.00
1841	1	$62,875.00
1842	1	$67,075.00
1843	1	$40,610.00
1844	1	$28,820.00
1845	1	$38,955.00
1846	1	$40,815.00
1847	1	$31,000.00
1848	1	$32,850.00
1849	1	$30,200.00
1850	1	$79,075.00
1851	1	$87,775.00
1852	1	$91,075.00
1853	1	$139,975.00
1854	1	$123,875.00
1855	1	$127,775.00
1856	1	$69,625.00
1857	1	$69,625.00
1858	1	$89,575.00
1859	1	$112,025.00
1860	1	$48,475.00
1861	1	$52,175.00
1862	1	$46,675.00
1863	1	$52,175.00
1864	1	$59,275.00
1865	1	$86,375.00
1866	1	$30,075.00
1867	1	$30,280.00
1868	1	$31,165.00
1869	1	$33,295.00
1870	1	$47,355.00
1871	1	$34,750.00
1872	1	$31,560.00
1873	1	$32,830.00
1874	1	$39,705.00
1875	1	$40,120.00
1876	1	$33,520.00
1877	1	$31,560.00
1878	1	$32,830.00
1879	1	$36,020.00
1880	1	$34,590.00
1881	1	$43,270.00
1882	1	$44,490.00
1883	1	$47,640.00
1884	1	$46,035.00
1885	1	$26,390.00
1886	1	$28,430.00
1887	1	$30,470.00
1888	1	$29,335.00
1889	1	$30,590.00
1890	1	$33,680.00
1891	1	$34,790.00
1892	1	$37,075.00
1893	1	$39,925.00
1894	1	$40,225.00
1895	1	$28,430.00
1896	1	$31,580.00
1897	1	$29,335.00
1898	1	$32,485.00
1899	1	$30,590.00
1900	1	$34,790.00
1901	1	$37,075.00
1902	1	$39,925.00
1903	1	$21,845.00
1904	1	$22,235.00
1905	1	$25,085.00
1906	1	$28,220.00
1907	1	$28,340.00
1908	1	$31,190.00
1909	1	$21,845.00
1910	1	$25,085.00
1911	1	$25,385.00
1912	1	$28,220.00
1913	1	$32,340.00
1914	1	$32,385.00
1915	1	$35,490.00
1916	1	$35,535.00
1917	1	$36,420.00
1918	1	$36,465.00
1919	1	$39,570.00
1920	1	$39,615.00
1921	1	$41,710.00
1922	1	$44,900.00
1923	1	$33,040.00
1924	1	$37,115.00
1925	1	$40,465.00
1926	1	$42,410.00
1927	1	$45,750.00
1928	1	$46,860.00
1929	1	$34,085.00
1930	1	$34,360.00
1931	1	$37,465.00
1932	1	$39,685.00
1933	1	$39,730.00
1934	1	$42,835.00
1935	1	$42,880.00
1936	1	$31,140.00
1937	1	$34,095.00
1938	1	$34,865.00
1939	1	$38,015.00
1940	1	$42,835.00
1941	1	$43,030.00
1942	1	$33,330.00
1943	1	$36,480.00
1944	1	$36,790.00
1945	1	$36,000.00
1946	1	$37,925.00
1947	1	$41,075.00
1948	1	$41,075.00
1949	1	$44,225.00
1950	1	$45,415.00
1951	1	$34,560.00
1952	1	$34,755.00
1953	1	$34,960.00
1954	1	$37,710.00
1955	1	$38,330.00
1956	1	$41,480.00
1957	1	$41,675.00
1958	1	$42,900.00
1959	1	$43,290.00
1960	1	$43,300.00
1961	1	$46,255.00
1962	1	$46,440.00
1963	1	$44,410.00
1964	1	$44,595.00
1965	1	$47,745.00
1966	1	$32,585.00
1967	1	$35,115.00
1968	1	$35,735.00
1969	1	$35,680.00
1970	1	$38,830.00
1971	1	$40,095.00
1972	1	$40,250.00
1973	1	$43,245.00
1974	1	$43,400.00
1975	1	$32,995.00
1976	1	$35,950.00
1977	1	$35,980.00
1978	1	$37,620.00
1979	1	$39,785.00
1980	1	$40,770.00
1981	1	$40,860.00
1982	1	$41,120.00
1983	1	$44,010.00
1984	1	$33,085.00
1985	1	$35,435.00
1986	1	$36,425.00
1987	1	$29,800.00
1988	1	$32,755.00
1989	1	$33,205.00
1990	1	$36,355.00
1991	1	$24,995.00
1992	1	$29,945.00
1993	1	$28,595.00
1994	1	$43,030.00
1995	1	$44,760.00
1996	1	$47,615.00
1997	1	$52,135.00
1998	1	$59,450.00
1999	1	$62,295.00
