auto	yahoo	engine
0423	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
0424	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
0425	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0426	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
0427	1	3.7L V6, 12 valves, 210 hp @ 5200 rpm
0428	1	3.5L V6, 24 valves, 271 hp @ 6200 rpm
0429	1	3.5L V6, 24 valves, 271 hp @ 6200 rpm
0430	1	3.5L V6, 24 valves, 271 hp @ 6200 rpm
0431	1	3.5L V6, 24 valves, 271 hp @ 6200 rpm
0432	1	4.6L V8, 16 valves, 224 hp @ 4800 rpm
0433	1	2.0L I4, 16 valves, 210 hp @ 6000 rpm
0434	1	2.0L I4, 16 valves, 210 hp @ 6000 rpm
0435	1	2.0L I4, 16 valves, 210 hp @ 6000 rpm
0436	1	3.8L V6, 24 valves, 306 hp @ 6300 rpm
0437	1	2.0L I4, 16 valves, 210 hp @ 6000 rpm
0438	1	3.8L V6, 24 valves, 306 hp @ 6300 rpm
0439	1	2.0L I4, 16 valves, 210 hp @ 6000 rpm
0440	1	3.8L V6, 24 valves, 306 hp @ 6300 rpm
0441	1	3.8L V6, 24 valves, 306 hp @ 6300 rpm
0442	1	3.8L V6, 24 valves, 306 hp @ 6300 rpm
0443	1	3.8L V6, 24 valves, 306 hp @ 6300 rpm
0444	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
0445	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
0446	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
0447	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
0448	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
0449	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
0450	1	4.3L V6, 12 valves, 195 hp @ 4600 rpm
0451	1	4.3L V6, 12 valves, 195 hp @ 4600 rpm
0452	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0453	1	4.3L V6, 12 valves, 195 hp @ 4600 rpm
0454	1	4.8L V8, 16 valves, 280 hp @ 5200 rpm
0455	1	4.8L V8, 16 valves, 280 hp @ 5200 rpm
0456	1	6.6L V8, 32 valves, 260 hp @ 3100 rpm
0457	1	6.6L V8, 32 valves, 260 hp @ 3100 rpm
0458	1	2.7L I4, 16 valves, 187 hp @ 5800 rpm
0459	1	3.5L V6, 24 valves, 270 hp @ 6200 rpm
0460	1	3.5L V6, 24 valves, 270 hp @ 6200 rpm
0461	1	3.5L V6, 24 valves, 270 hp @ 6200 rpm
0462	1	3.5L V6, 24 valves, 270 hp @ 6200 rpm
0463	1	3.5L V6, 24 valves, 270 hp @ 6200 rpm
0464	1	5.7L V8, 16 valves, 383 hp @ 5600 rpm
0465	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0466	1	3.5L V6, 24 valves, 290 hp @ 6500 rpm
0467	1	3.5L V6, 24 valves, 290 hp @ 6500 rpm
0468	1	3.5L V6, 24 valves, 290 hp @ 6500 rpm
0469	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0470	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0471	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0472	1	4.6L V8, 32 valves, 310 hp @ 5600 rpm
0473	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
0474	1	4.6L V8, 32 valves, 310 hp @ 5600 rpm
0475	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
0476	1	4.6L V8, 32 valves, 310 hp @ 5600 rpm
0477	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
0478	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
0479	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
0480	1	4.6L V8, 32 valves, 310 hp @ 5600 rpm
0481	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
0482	1	4.6L V8, 16 valves, 224 hp @ 4800 rpm
0483	1	5.7L V8, 16 valves, 383 hp @ 5600 rpm
0484	1	5.7L V8, 16 valves, 383 hp @ 5600 rpm
0485	1	2.0L I4, 16 valves, 210 hp @ 5500 rpm
0486	1	2.0L I4, 16 valves, 210 hp @ 5500 rpm
0487	1	1.6L I4, 16 valves, 122 hp @ 6300 rpm
0488	1	2.0L I4, 16 valves, 142 hp @ 6000 rpm
0489	1	2.0L I4, 16 valves, 142 hp @ 6000 rpm
0490	1	1.8L I4, 16 valves, 122 hp @ 5200 rpm
0491	1	1.8L I4, 16 valves, 122 hp @ 5200 rpm
0492	1	1.8L I4, 16 valves, 132 hp @ 6000 rpm
0493	1	1.8L I4, 16 valves, 132 hp @ 6000 rpm
0494	1	1.8L I4, 16 valves, 132 hp @ 6000 rpm
0495	1	1.8L I4, 16 valves, 132 hp @ 6000 rpm
0496	1	2.4L I4, 16 valves, 158 hp @ 6000 rpm
0497	1	2.4L I4, 16 valves, 158 hp @ 6000 rpm
0498	1	2.5L I4, 16 valves, 200 hp @ 6600 rpm
0499	1	2.0L I4, 16 valves, 150 hp @ 6200 rpm
0500	1	2.0L I4, 16 valves, 148 hp @ 6000 rpm
0501	1	2.0L I4, 16 valves, 148 hp @ 6000 rpm
0502	1	2.4L I4, 16 valves, 158 hp @ 6000 rpm
0503	1	2.4L I4, 16 valves, 158 hp @ 6000 rpm
0504	1	2.0L I4, 16 valves, 140 hp @ 6000 rpm
0505	1	2.0L I4, 16 valves, 140 hp @ 6000 rpm
0506	1	2.0L I4, 16 valves, 140 hp @ 6000 rpm
0507	1	2.0L I4, 16 valves, 140 hp @ 6000 rpm
0508	1	2.7L I4, 16 valves, 159 hp @ 5200 rpm
0509	1	2.7L I4, 16 valves, 159 hp @ 5200 rpm
0510	1	2.7L I4, 16 valves, 159 hp @ 5200 rpm
0511	1	2.7L I4, 16 valves, 159 hp @ 5200 rpm
0512	1	2.7L I4, 16 valves, 159 hp @ 5200 rpm
0513	1	4.0L V6, 24 valves, 236 hp @ 5200 rpm
0514	1	4.0L V6, 24 valves, 236 hp @ 5200 rpm
0515	1	4.0L V6, 24 valves, 236 hp @ 5200 rpm
0516	1	4.0L V6, 24 valves, 236 hp @ 5200 rpm
0517	1	2.0L I4, 16 valves, 140 hp @ 6000 rpm
0518	1	2.0L I4, 16 valves, 140 hp @ 6000 rpm
0519	1	1.8L I4, 16 valves, 132 hp @ 6000 rpm
0520	1	1.8L I4, 16 valves, 132 hp @ 6000 rpm
0521	1	2.4L I4, 16 valves, 158 hp @ 6000 rpm
0522	1	2.4L I4, 16 valves, 158 hp @ 6000 rpm
0523	1	2.4L I4, 16 valves, 158 hp @ 6000 rpm
0524	1	2.0L I4, 16 valves, 158 hp @ 6400 rpm
0525	1	2.0L I4, 16 valves, 158 hp @ 6400 rpm
0526	1	2.0L I4, 16 valves, 158 hp @ 6400 rpm
0527	1	2.9L I4, 16 valves, 185 hp @ 5600 rpm
0528	1	2.0L I4, 16 valves, 140 hp @ 6000 rpm
0529	1	2.0L I4, 16 valves, 140 hp @ 6000 rpm
0530	1	2.7L V6, 24 valves, 173 hp @ 6000 rpm
0531	1	2.7L V6, 24 valves, 173 hp @ 6000 rpm
0532	1	2.9L I4, 16 valves, 185 hp @ 5600 rpm
0533	1	2.9L I4, 16 valves, 185 hp @ 5600 rpm
0534	1	2.5L I5, 20 valves, 170 hp @ 5700 rpm
0535	1	2.5L I5, 20 valves, 170 hp @ 5700 rpm
0536	1	2.0L I4, 16 valves, 140 hp @ 4000 rpm
0537	1	2.0L I4, 16 valves, 140 hp @ 4000 rpm
0538	1	2.4L I4, 16 valves, 175 hp @ 6000 rpm
0539	1	3.5L V6, 24 valves, 276 hp @ 6300 rpm
0540	1	3.5L V6, 24 valves, 276 hp @ 6300 rpm
0541	1	3.5L V6, 24 valves, 276 hp @ 6300 rpm
0542	1	2.0L I4, 16 valves, 210 hp @ 6000 rpm
0543	1	2.0L I4, 16 valves, 210 hp @ 6000 rpm
0544	1	3.8L V6, 24 valves, 306 hp @ 6300 rpm
0545	1	3.8L V6, 24 valves, 306 hp @ 6300 rpm
0546	1	3.8L V6, 24 valves, 306 hp @ 6300 rpm
0547	1	4.3L V6, 12 valves, 195 hp @ 4600 rpm
0548	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0549	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
0550	1	4.6L V8, 16 valves, 225 hp @ 4800 rpm
0551	1	4.6L V8, 16 valves, 225 hp @ 4800 rpm
0552	1	5.4L V8, 16 valves, 255 hp @ 4500 rpm
0553	1	3.5L V6, 24 valves, 235 hp @ 5800 rpm
0554	1	3.5L V6, 24 valves, 235 hp @ 5800 rpm
0555	1	3.5L V6, 24 valves, 235 hp @ 5800 rpm
0556	1	4.0L V6, 24 valves, 266 hp @ 5600 rpm
0557	1	4.0L V6, 24 valves, 266 hp @ 5600 rpm
0558	1	4.0L V6, 24 valves, 266 hp @ 5600 rpm
0559	1	5.6L V8, 32 valves, 310 hp @ 5200 rpm
0560	1	4.6L V8, 16 valves, 225 hp @ 4800 rpm
0561	1	4.6L V8, 16 valves, 225 hp @ 4800 rpm
0562	1	5.4L V8, 16 valves, 255 hp @ 4500 rpm
0563	1	5.4L V8, 16 valves, 255 hp @ 4500 rpm
0564	1	5.4L V8, 16 valves, 255 hp @ 4500 rpm
0565	1	4.0L V6, 12 valves, 210 hp @ 5100 rpm
0566	1	3.7L V6, 24 valves, 273 hp @ 6250 rpm
0567	1	3.7L V6, 24 valves, 273 hp @ 6250 rpm
0568	1	3.7L V6, 24 valves, 273 hp @ 6250 rpm
0569	1	3.7L V6, 24 valves, 273 hp @ 6250 rpm
0570	1	3.7L V6, 24 valves, 273 hp @ 6250 rpm
0571	1	3.7L V6, 24 valves, 273 hp @ 6250 rpm
0572	1	3.7L V6, 24 valves, 273 hp @ 6250 rpm
0573	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0574	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0575	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
0576	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
0577	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0578	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0579	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0580	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0581	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0582	1	3.6L V6, 24 valves, 312 hp @ 6500 rpm
0583	1	3.6L V6, 24 valves, 312 hp @ 6500 rpm
0584	1	6.2L V8, 16 valves, 430 hp @ 5900 rpm
0585	1	6.2L V8, 16 valves, 430 hp @ 5900 rpm
0586	1	2.5L H4, 16 valves, 170 hp @ 5600 rpm
0587	1	2.5L H4, 16 valves, 170 hp @ 5600 rpm
0588	1	3.6L H6, 24 valves, 256 hp @ 6000 rpm
0589	1	2.5L H4, 16 valves, 170 hp @ 5600 rpm
0590	1	3.6L H6, 24 valves, 256 hp @ 6000 rpm
0591	1	3.6L H6, 24 valves, 256 hp @ 6000 rpm
0592	1	2.4L I5, 20 valves, 168 hp @ 6000 rpm
0593	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
0594	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
0595	1	2.7L I4, 16 valves, 157 hp @ 5200 rpm
0596	1	4.0L V6, 24 valves, 270 hp @ 5600 rpm
0597	1	2.5L I5, 20 valves, 227 hp @ 5000 rpm
0598	1	2.5L I5, 20 valves, 227 hp @ 5000 rpm
0599	1	3.5L V6, 24 valves, 250 hp @ 5700 rpm
0600	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
0601	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
0602	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
0603	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
0604	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
0605	1	3.6L V6, 24 valves, 281 hp @ 6300 rpm
0606	1	3.6L V6, 24 valves, 281 hp @ 6300 rpm
0607	1	3.6L V6, 24 valves, 281 hp @ 6300 rpm
0608	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
0609	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
0610	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0611	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0612	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0613	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0614	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0615	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
0616	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
0617	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
0618	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
0619	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
0620	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
0621	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
0622	1	2.4L I4, 16 valves, 190 hp @ 7000 rpm
0623	1	2.4L I4, 16 valves, 190 hp @ 7000 rpm
0624	1	3.5L V6, 24 valves, 271 hp @ 6200 rpm
0625	1	3.5L V6, 24 valves, 271 hp @ 6200 rpm
0626	1	2.5L I4, 16 valves, 171 hp @ 6000 rpm
0627	1	2.5L I4, 16 valves, 171 hp @ 6000 rpm
0628	1	2.5L I4, 16 valves, 153 hp @ 6000 rpm
0629	1	3.5L V6, 24 valves, 263 hp @ 6250 rpm
0630	1	3.5L V6, 24 valves, 263 hp @ 6250 rpm
0631	1	3.5L V6, 24 valves, 263 hp @ 6250 rpm
0632	1	3.0L V6, 24 valves, 255 hp @ 6900 rpm
0633	1	3.0L V6, 24 valves, 255 hp @ 6900 rpm
0634	1	2.7L V6, 24 valves, 178 hp @ 5500 rpm
0635	1	3.5L V6, 24 valves, 250 hp @ 6400 rpm
0636	1	3.5L V6, 24 valves, 250 hp @ 6400 rpm
0637	1	3.5L V6, 24 valves, 250 hp @ 6400 rpm
0638	1	3.5L V6, 24 valves, 250 hp @ 6400 rpm
0639	1	3.5L V6, 24 valves, 250 hp @ 6400 rpm
0640	1	5.7L V8, 16 valves, 360 hp @ 5150 rpm
0641	1	5.7L V8, 16 valves, 360 hp @ 5150 rpm
0642	1	3.5L V6, 24 valves, 250 hp @ 6400 rpm
0643	1	6.1L V8, 16 valves, 425 hp @ 6200 rpm
0644	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0645	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
0646	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
0647	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
0648	1	5.7L V8, 16 valves, 390 hp @ 5600 rpm
0649	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0650	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0651	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0652	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0653	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
0654	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
0655	1	4.0L V6, 12 valves, 210 hp @ 5100 rpm
0656	1	2.5L I4, 16 valves, 153 hp @ 6000 rpm
0657	1	2.5L I4, 16 valves, 153 hp @ 6000 rpm
0658	1	2.5L I4, 16 valves, 153 hp @ 6000 rpm
0659	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0660	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0661	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0662	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0663	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0664	1	6.8L V10, 30 valves, 362 hp @ 4750 rpm
0665	1	4.0L V6, 12 valves, 210 hp @ 5100 rpm
0666	1	4.0L V6, 12 valves, 210 hp @ 5100 rpm
0667	1	4.0L V6, 12 valves, 210 hp @ 5100 rpm
0668	1	4.0L V6, 12 valves, 210 hp @ 5100 rpm
0669	1	3.8L V6, 12 valves, 205 hp @ 5200 rpm
0670	1	1.3L R2, NA valves, 232 hp @ 8500 rpm
0671	1	1.3L R2, NA valves, 232 hp @ 8500 rpm
0672	1	1.3L R2, NA valves, 232 hp @ 8500 rpm
0673	1	3.5L V6, 24 valves, 268 hp @ 6200 rpm
0674	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0675	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0676	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0677	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0678	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0679	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0680	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0681	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0682	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0683	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0684	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0685	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0686	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0687	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0688	1	3.5L V6, 24 valves, 306 hp @ 6400 rpm
0689	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0690	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0691	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0692	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0693	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
0694	1	2.0L I4, 16 valves, 200 hp @ 5100 rpm
0695	1	3.2L I6, 24 valves, 235 hp @ 6200 rpm
0696	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0697	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0698	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0699	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0700	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0701	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0702	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0703	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0704	1	3.5L V6, 24 valves, 268 hp @ 6200 rpm
0705	1	3.7L V6, 24 valves, 305 hp @ 6500 rpm
0706	1	5.0L V8, 32 valves, 412 hp @ 6500 rpm
0707	1	3.7L V6, 24 valves, 305 hp @ 6500 rpm
0708	1	3.7L V6, 12 valves, 215 hp @ 5200 rpm
0709	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
0710	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
0711	1	5.7L V8, 16 valves, 390 hp @ 5600 rpm
0712	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
0713	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
0714	1	3.7L V6, 24 valves, 302 hp @ 6500 rpm
0715	1	3.7L V6, 24 valves, 302 hp @ 6500 rpm
0716	1	3.7L V6, 24 valves, 302 hp @ 6500 rpm
0717	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0718	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0719	1	2.4L I4, 16 valves, 162 hp @ 6000 rpm
0720	1	3.8L V6, 24 valves, 265 hp @ 5750 rpm
0721	1	3.7L V6, 12 valves, 210 hp @ 5200 rpm
0722	1	3.7L V6, 12 valves, 210 hp @ 5200 rpm
0723	1	2.5L I5, 20 valves, 227 hp @ 5000 rpm
0724	1	2.5L I5, 20 valves, 227 hp @ 5000 rpm
0725	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
0726	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
0727	1	4.7L V8, 16 valves, 310 hp @ 5650 rpm
0728	1	3.9L V6, 12 valves, 227 hp @ 5700 rpm
0729	1	3.9L V6, 12 valves, 227 hp @ 5700 rpm
0730	1	3.9L V6, 12 valves, 227 hp @ 5700 rpm
0731	1	3.9L V6, 12 valves, 227 hp @ 5700 rpm
0732	1	3.9L V6, 12 valves, 227 hp @ 5700 rpm
0733	1	3.9L V6, 12 valves, 227 hp @ 5700 rpm
0734	1	3.9L V6, 12 valves, 227 hp @ 5700 rpm
0735	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0736	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
0737	1	3.9L V6, 12 valves, 227 hp @ 5700 rpm
0738	1	4.6L V8, 32 valves, 292 hp @ 6300 rpm
0739	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
0740	1	MOTOR, NA valves, 107 hp @ NL rpm
0741	1	MOTOR, NA valves, 107 hp @ NL rpm
0742	1	4.6L V8, 32 valves, 375 hp @ 6500 rpm
0743	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
0744	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
0745	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
0746	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
0747	1	6.2L V8, 16 valves, 385 hp @ 5500 rpm
0748	1	3.8L V6, 12 valves, 197 hp @ 5200 rpm
0749	1	4.0L V6, 24 valves, 251 hp @ 6000 rpm
0750	1	4.0L V6, 24 valves, 251 hp @ 6000 rpm
0751	1	4.0L V6, 24 valves, 251 hp @ 6000 rpm
0752	1	4.0L V6, 24 valves, 251 hp @ 6000 rpm
0753	1	3.5L V6, 24 valves, 244 hp @ 5750 rpm
0754	1	3.5L V6, 24 valves, 244 hp @ 5750 rpm
0755	1	3.5L V6, 24 valves, 244 hp @ 5750 rpm
0756	1	3.5L V6, 24 valves, 244 hp @ 5700 rpm
0757	1	3.5L V6, 24 valves, 244 hp @ 5700 rpm
0758	1	3.5L V6, 24 valves, 244 hp @ 5700 rpm
0759	1	3.5L V6, 24 valves, 244 hp @ 5700 rpm
0760	1	2.4L I4, 16 valves, 182 hp @ 6700 rpm
0761	1	2.4L I4, 16 valves, 182 hp @ 6700 rpm
0762	1	3.6L V6, 24 valves, 280 hp @ 6300 rpm
0763	1	3.5L V6, 24 valves, 260 hp @ 6000 rpm
0764	1	3.5L V6, 24 valves, 260 hp @ 6000 rpm
0765	1	3.5L V6, 24 valves, 260 hp @ 6000 rpm
0766	1	3.5L V6, 24 valves, 260 hp @ 6000 rpm
0767	1	3.5L V6, 24 valves, 260 hp @ 6000 rpm
0768	1	3.5L V6, 24 valves, 260 hp @ 6000 rpm
0769	1	3.5L V6, 24 valves, 260 hp @ 6000 rpm
0770	1	3.5L V6, 24 valves, 260 hp @ 6000 rpm
0771	1	3.7L V6, 24 valves, 302 hp @ 6500 rpm
0772	1	3.7L V6, 24 valves, 302 hp @ 6500 rpm
0773	1	3.7L V6, 24 valves, 302 hp @ 6500 rpm
0774	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0775	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
0776	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0777	1	5.3L V8, 16 valves, 315 hp @ 5200 rpm
0778	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0779	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0780	1	3.5L V6, 24 valves, 290 hp @ 6400 rpm
0781	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0782	1	4.8L V8, 16 valves, 302 hp @ 5600 rpm
0783	1	3.7L V6, 24 valves, 328 hp @ 7000 rpm
0784	1	3.7L V6, 24 valves, 328 hp @ 7000 rpm
0785	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0786	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0787	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0788	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0789	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0790	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0791	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0792	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0793	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
0794	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0795	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0796	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0797	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0798	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0799	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0800	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0801	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0802	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
0803	1	2.5L I4, 16 valves, 171 hp @ 6000 rpm
0804	1	2.5L I4, 16 valves, 171 hp @ 6000 rpm
0805	1	2.5L I4, 16 valves, 153 hp @ 6000 rpm
0806	1	2.7L V6, 24 valves, 178 hp @ 5500 rpm
0807	1	3.0L V6, 24 valves, 265 hp @ 6950 rpm
0808	1	3.0L V6, 24 valves, 265 hp @ 6950 rpm
0809	1	3.0L V6, 24 valves, 265 hp @ 6950 rpm
0810	1	3.0L V6, 24 valves, 265 hp @ 6950 rpm
0811	1	2.8L V6, 24 valves, 300 hp @ 5500 rpm
0812	1	2.8L V6, 24 valves, 300 hp @ 5500 rpm
0813	1	3.5L V6, 24 valves, 268 hp @ 6000 rpm
0814	1	5.7L V8, 16 valves, 368 hp @ 5200 rpm
0815	1	5.7L V8, 16 valves, 368 hp @ 5200 rpm
0816	1	6.1L V8, 16 valves, 425 hp @ 6200 rpm
0817	1	3.8L V6, 24 valves, 260 hp @ 6000 rpm
0818	1	3.8L V6, 24 valves, 260 hp @ 6000 rpm
0819	1	3.8L V6, 24 valves, 260 hp @ 6000 rpm
0820	1	6.0L V8, 16 valves, 323 hp @ 4600 rpm
0821	1	6.0L V8, 16 valves, 323 hp @ 4600 rpm
0822	1	6.0L V8, 16 valves, 323 hp @ 4600 rpm
0823	1	6.0L V8, 16 valves, 323 hp @ 4600 rpm
0824	1	4.8L V8, 16 valves, 280 hp @ 5200 rpm
0825	1	5.3L V8, 16 valves, 310 hp @ 5200 rpm
0826	1	5.3L V8, 16 valves, 310 hp @ 5200 rpm
0827	1	6.0L V8, 16 valves, 324 hp @ 4700 rpm
0828	1	6.0L V8, 16 valves, 324 hp @ 4700 rpm
0829	1	6.0L V8, 16 valves, 324 hp @ 4700 rpm
0830	1	6.6L V8, 32 valves, 260 hp @ 3100 rpm
0831	1	5.3L V8, 16 valves, 310 hp @ 5200 rpm
0832	1	4.8L V8, 16 valves, 280 hp @ 5200 rpm
0833	1	5.3L V8, 16 valves, 310 hp @ 5200 rpm
0834	1	5.3L V8, 16 valves, 310 hp @ 5200 rpm
0835	1	6.0L V8, 16 valves, 324 hp @ 4700 rpm
0836	1	6.0L V8, 16 valves, 324 hp @ 4700 rpm
0837	1	6.6L V8, 32 valves, 260 hp @ 3100 rpm
0838	1	6.6L V8, 32 valves, 260 hp @ 3100 rpm
0839	1	6.6L V8, 32 valves, 260 hp @ 3100 rpm
0840	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
0841	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
0842	1	3.6L V6, 24 valves, 281 hp @ 6300 rpm
0843	1	3.6L V6, 24 valves, 281 hp @ 6300 rpm
0844	1	3.6L V6, 24 valves, 281 hp @ 6300 rpm
0845	1	3.6L V6, 24 valves, 281 hp @ 6300 rpm
0846	1	3.6L V6, 24 valves, 281 hp @ 6300 rpm
