auto	cars	fuel_economy
0387	1	City: 21 &#150; 22 &nbsp;&nbsp;Highway: 26 &#150; 27
0388	1	City: 22 &nbsp;&nbsp;Highway: 26 &#150; 28
0389	1	City: 21 &#150; 26 &nbsp;&nbsp;Highway: 28 &#150; 34
0390	1	City: 21 &#150; 27 &nbsp;&nbsp;Highway: 28 &#150; 34
0391	1	City: 12 &#150; 13 &nbsp;&nbsp;Highway: 17 &#150; 18
0392	1	City: 12 &#150; 13 &nbsp;&nbsp;Highway: 17 &#150; 18
0393	1	City: 24 &#150; 28 &nbsp;&nbsp;Highway: 31 &#150; 34
0394	1	City: 24 &#150; 28 &nbsp;&nbsp;Highway: 31 &#150; 34
0395	1	City: 15 &#150; 16 &nbsp;&nbsp;Highway: 20 &#150; 21
0396	1	City: 15 &#150; 16 &nbsp;&nbsp;Highway: 20
0397	0	<NULL>
0398	1	City: 20 &#150; 26 &nbsp;&nbsp;Highway: 26 &#150; 32
0399	1	City: 19 &#150; 20 &nbsp;&nbsp;Highway: 26 &#150; 29
0400	1	City: 21 &nbsp;&nbsp;Highway: 25
0401	1	City: 15 &#150; 16 &nbsp;&nbsp;Highway: 23 &#150; 24
0402	1	City: 15 &#150; 16 &nbsp;&nbsp;Highway: 22 &#150; 23
0403	1	City: 14 &#150; 19 &nbsp;&nbsp;Highway: 21 &#150; 27
0404	1	City: 14 &#150; 19 &nbsp;&nbsp;Highway: 21 &#150; 27
0405	1	City: 19 &#150; 20 &nbsp;&nbsp;Highway: 26 &#150; 29
0406	1	City: 11 &#150; 14 &nbsp;&nbsp;Highway: 17 &#150; 20
0407	1	City: 19 &#150; 20 &nbsp;&nbsp;Highway: 26 &#150; 29
0408	1	City: 19 &#150; 20 &nbsp;&nbsp;Highway: 26 &#150; 29
0409	1	City: 15 &#150; 18 &nbsp;&nbsp;Highway: 23 &#150; 27
0410	1	City: 13 &nbsp;&nbsp;Highway: 20
0411	1	City: 11 &nbsp;&nbsp;Highway: 18
0412	1	City: 11 &nbsp;&nbsp;Highway: 18
0413	1	City: 11 &nbsp;&nbsp;Highway: 18
0414	1	City: 16 &nbsp;&nbsp;Highway: 27
0415	1	City: 17 &#150; 21 &nbsp;&nbsp;Highway: 27 &#150; 31
0416	1	City: 17 &nbsp;&nbsp;Highway: 27
0417	0	<NULL>
0418	1	City: 23 &nbsp;&nbsp;Highway: 31
0419	1	City: 20 &#150; 21 &nbsp;&nbsp;Highway: 27 &#150; 29
0420	1	City: 22 &nbsp;&nbsp;Highway: 28
0421	1	City: 22 &nbsp;&nbsp;Highway: 28
0422	1	City: 27 &nbsp;&nbsp;Highway: 33
0423	1	City: 27 &nbsp;&nbsp;Highway: 33
0424	1	City: 33 &nbsp;&nbsp;Highway: 41
0425	1	City: 17 &nbsp;&nbsp;Highway: 23
0426	1	City: 18 &#150; 23 &nbsp;&nbsp;Highway: 25 &#150; 31
0427	1	City: 18 &#150; 23 &nbsp;&nbsp;Highway: 25 &#150; 31
0428	1	City: 18 &#150; 22 &nbsp;&nbsp;Highway: 25 &#150; 29
0429	1	City: 19 &#150; 20 &nbsp;&nbsp;Highway: 24 &#150; 27
0430	1	City: 19 &#150; 21 &nbsp;&nbsp;Highway: 24 &#150; 27
0431	1	City: 18 &#150; 20 &nbsp;&nbsp;Highway: 24 &#150; 27
0432	1	City: 20 &nbsp;&nbsp;Highway: 26 &#150; 27
0433	1	City: 20 &nbsp;&nbsp;Highway: 26 &#150; 27
0434	1	City: 18 &#150; 22 &nbsp;&nbsp;Highway: 25 &#150; 29
0435	1	City: 16 &nbsp;&nbsp;Highway: 21
0436	1	City: 16 &nbsp;&nbsp;Highway: 21
0437	1	City: 17 &nbsp;&nbsp;Highway: 19
0438	1	City: 12 &nbsp;&nbsp;Highway: 17
0439	1	City: 17 &nbsp;&nbsp;Highway: 19
0440	1	City: 12 &nbsp;&nbsp;Highway: 17
0441	1	City: 22 &nbsp;&nbsp;Highway: 32
0442	1	City: 19 &#150; 20 &nbsp;&nbsp;Highway: 28 &#150; 30
0443	1	City: 15 &#150; 17 &nbsp;&nbsp;Highway: 22 &#150; 25
0444	0	<NULL>
0445	1	City: 18 &nbsp;&nbsp;Highway: 27 &#150; 28
0446	1	City: 18 &nbsp;&nbsp;Highway: 27 &#150; 28
0447	1	City: 17 &#150; 18 &nbsp;&nbsp;Highway: 25 &#150; 26
0448	1	City: 18 &#150; 20 &nbsp;&nbsp;Highway: 25 &#150; 28
0449	1	City: 17 &#150; 18 &nbsp;&nbsp;Highway: 25 &#150; 28
0450	1	City: 17 &#150; 18 &nbsp;&nbsp;Highway: 25 &#150; 28
0451	1	City: 16 &#150; 17 &nbsp;&nbsp;Highway: 25 &#150; 26
0452	1	City: 17 &#150; 19 &nbsp;&nbsp;Highway: 24 &#150; 28
0453	1	City: 17 &#150; 18 &nbsp;&nbsp;Highway: 25 &#150; 28
0454	1	City: 16 &#150; 17 &nbsp;&nbsp;Highway: 23 &#150; 26
0455	1	City: 19 &nbsp;&nbsp;Highway: 28
0456	1	City: 19 &#150; 20 &nbsp;&nbsp;Highway: 27 &#150; 30
0457	1	City: 15 &nbsp;&nbsp;Highway: 22 &#150; 23
0458	1	City: 15 &nbsp;&nbsp;Highway: 21
0459	1	City: 15 &nbsp;&nbsp;Highway: 22
0460	1	City: 14 &#150; 15 &nbsp;&nbsp;Highway: 21 &#150; 23
0461	1	City: 17 &nbsp;&nbsp;Highway: 25
0462	1	City: 14 &#150; 15 &nbsp;&nbsp;Highway: 20 &#150; 22
0463	1	City: 14 &#150; 15 &nbsp;&nbsp;Highway: 20 &#150; 22
0464	1	City: 13 &nbsp;&nbsp;Highway: 19
0465	1	City: 13 &nbsp;&nbsp;Highway: 19
0466	1	City: 17 &nbsp;&nbsp;Highway: 26
0467	1	City: 14 &nbsp;&nbsp;Highway: 20 &#150; 22
0468	1	City: 13 &#150; 14 &nbsp;&nbsp;Highway: 20
0469	1	City: 13 &#150; 14 &nbsp;&nbsp;Highway: 20
0470	1	City: 11 &nbsp;&nbsp;Highway: 17
0471	1	City: 11 &nbsp;&nbsp;Highway: 17
0472	1	City: 17 &nbsp;&nbsp;Highway: 24
0473	1	City: 14 &#150; 19 &nbsp;&nbsp;Highway: 19 &#150; 26
0474	1	City: 14 &#150; 19 &nbsp;&nbsp;Highway: 20 &#150; 26
0475	1	City: 12 &nbsp;&nbsp;Highway: 17
0476	1	City: 13 &#150; 15 &nbsp;&nbsp;Highway: 18 &#150; 21
0477	1	City: 14 &#150; 16 &nbsp;&nbsp;Highway: 20 &#150; 23
0478	1	City: 12 &nbsp;&nbsp;Highway: 17
0479	1	City: 17 &#150; 18 &nbsp;&nbsp;Highway: 24 &#150; 28
0480	1	City: 17 &#150; 19 &nbsp;&nbsp;Highway: 24 &#150; 28
0481	1	City: 20 &#150; 23 &nbsp;&nbsp;Highway: 29 &#150; 30
0482	1	City: 15 &#150; 19 &nbsp;&nbsp;Highway: 19 &#150; 23
0483	1	City: 14 &#150; 19 &nbsp;&nbsp;Highway: 19 &#150; 23
0484	1	City: 17 &#150; 19 &nbsp;&nbsp;Highway: 23 &#150; 26
0485	1	City: 19 &nbsp;&nbsp;Highway: 23 &#150; 26
0486	1	City: 20 &#150; 23 &nbsp;&nbsp;Highway: 29 &#150; 30
0487	1	City: 22 &#150; 25 &nbsp;&nbsp;Highway: 29 &#150; 33
0488	1	City: 22 &#150; 25 &nbsp;&nbsp;Highway: 29 &#150; 33
0489	0	<NULL>
0490	0	<NULL>
0491	1	City: 17 &#150; 18 &nbsp;&nbsp;Highway: 22 &#150; 23
0492	1	City: 20 &nbsp;&nbsp;Highway: 29
0493	1	City: 19 &#150; 22 &nbsp;&nbsp;Highway: 28 &#150; 33
0494	1	City: 33 &nbsp;&nbsp;Highway: 34
0495	1	City: 51 &nbsp;&nbsp;Highway: 48
0496	1	City: 16 &#150; 19 &nbsp;&nbsp;Highway: 22 &#150; 24
0497	1	City: 17 &nbsp;&nbsp;Highway: 22 &#150; 23
0498	1	City: 19 &nbsp;&nbsp;Highway: 28
0499	1	City: 20 &#150; 22 &nbsp;&nbsp;Highway: 29 &#150; 33
0500	1	City: 31 &nbsp;&nbsp;Highway: 35
0501	1	City: 22 &#150; 26 &nbsp;&nbsp;Highway: 30 &#150; 35
0502	1	City: 15 &#150; 17 &nbsp;&nbsp;Highway: 19 &#150; 22
0503	1	City: 15 &#150; 17 &nbsp;&nbsp;Highway: 19 &#150; 22
0504	1	City: 17 &#150; 20 &nbsp;&nbsp;Highway: 23 &#150; 27
0505	1	City: 17 &#150; 20 &nbsp;&nbsp;Highway: 22 &#150; 25
0506	1	City: 27 &nbsp;&nbsp;Highway: 25
0507	1	City: 28 &nbsp;&nbsp;Highway: 28
0508	1	City: 13 &nbsp;&nbsp;Highway: 18
0509	1	City: 13 &nbsp;&nbsp;Highway: 18
0510	1	City: 20 &#150; 26 &nbsp;&nbsp;Highway: 26 &#150; 32
0511	1	City: 51 &nbsp;&nbsp;Highway: 48
0512	1	City: 19 &#150; 22 &nbsp;&nbsp;Highway: 26 &#150; 28
0513	1	City: 19 &#150; 22 &nbsp;&nbsp;Highway: 26 &#150; 28
0514	1	City: 13 &#150; 14 &nbsp;&nbsp;Highway: 18 &#150; 19
0515	1	City: 12 &#150; 14 &nbsp;&nbsp;Highway: 17 &#150; 20
0516	1	City: 16 &#150; 17 &nbsp;&nbsp;Highway: 21 &#150; 23
0517	1	City: 14 &#150; 20 &nbsp;&nbsp;Highway: 18 &#150; 26
0518	1	City: 14 &#150; 21 &nbsp;&nbsp;Highway: 18 &#150; 25
0519	1	City: 13 &#150; 15 &nbsp;&nbsp;Highway: 17 &#150; 20
0520	1	City: 13 &#150; 16 &nbsp;&nbsp;Highway: 17 &#150; 20
0521	1	City: 18 &#150; 21 &nbsp;&nbsp;Highway: 25 &#150; 29
0522	1	City: 18 &#150; 21 &nbsp;&nbsp;Highway: 25 &#150; 27
0523	1	City: 29 &nbsp;&nbsp;Highway: 35 &#150; 36
0524	1	City: 29 &nbsp;&nbsp;Highway: 35 &#150; 36
0525	1	City: 19 &nbsp;&nbsp;Highway: 28
0526	1	City: 22 &#150; 30 &nbsp;&nbsp;Highway: 30 &#150; 42
0527	1	City: 21 &#150; 24 &nbsp;&nbsp;Highway: 31 &#150; 32
0528	1	City: 23 &#150; 30 &nbsp;&nbsp;Highway: 29 &#150; 42
0529	1	City: 16 &#150; 19 &nbsp;&nbsp;Highway: 23 &#150; 28
0530	1	City: 21 &#150; 22 &nbsp;&nbsp;Highway: 31
0531	1	City: 17 &#150; 22 &nbsp;&nbsp;Highway: 25 &#150; 31
0532	1	City: 21 &#150; 22 &nbsp;&nbsp;Highway: 29 &#150; 31
0533	1	City: 21 &#150; 22 &nbsp;&nbsp;Highway: 30 &#150; 31
0534	1	City: 23 &#150; 30 &nbsp;&nbsp;Highway: 31 &#150; 42
0535	1	City: 21 &#150; 24 &nbsp;&nbsp;Highway: 31 &#150; 33
0536	1	City: 20 &#150; 30 &nbsp;&nbsp;Highway: 29 &#150; 41
0537	1	City: 20 &nbsp;&nbsp;Highway: 28 &#150; 29
0538	1	City: 22 &nbsp;&nbsp;Highway: 31
0539	1	City: 16 &#150; 17 &nbsp;&nbsp;Highway: 23 &#150; 25
0540	1	City: 18 &#150; 19 &nbsp;&nbsp;Highway: 24 &#150; 26
0541	1	City: 19 &#150; 20 &nbsp;&nbsp;Highway: 25
0542	1	City: 14 &#150; 18 &nbsp;&nbsp;Highway: 19 &#150; 25
0543	1	City: 16 &#150; 18 &nbsp;&nbsp;Highway: 21 &#150; 27
0544	1	City: 21 &nbsp;&nbsp;Highway: 29 &#150; 30
0545	1	City: 18 &nbsp;&nbsp;Highway: 26
0546	1	City: 21 &nbsp;&nbsp;Highway: 29 &#150; 30
0547	1	City: 19 &#150; 20 &nbsp;&nbsp;Highway: 28
0548	1	City: 19 &nbsp;&nbsp;Highway: 28
0549	1	City: 19 &#150; 21 &nbsp;&nbsp;Highway: 27 &#150; 31
0550	1	City: 21 &nbsp;&nbsp;Highway: 30
0551	1	City: 15 &#150; 18 &nbsp;&nbsp;Highway: 22 &#150; 27
0552	1	City: 18 &#150; 19 &nbsp;&nbsp;Highway: 26 &#150; 27
0553	1	City: 19 &#150; 20 &nbsp;&nbsp;Highway: 26 &#150; 31
0554	1	City: 21 &nbsp;&nbsp;Highway: 30
0555	1	City: 18 &nbsp;&nbsp;Highway: 27
0556	1	City: 17 &#150; 18 &nbsp;&nbsp;Highway: 22 &#150; 25
0557	1	City: 16 &nbsp;&nbsp;Highway: 21 &#150; 22
0558	1	City: 17 &#150; 18 &nbsp;&nbsp;Highway: 22 &#150; 25
0559	1	City: 13 &#150; 15 &nbsp;&nbsp;Highway: 19 &#150; 22
0560	1	City: 14 &#150; 16 &nbsp;&nbsp;Highway: 21 &#150; 22
0561	1	City: 19 &nbsp;&nbsp;Highway: 30
0562	1	City: 16 &#150; 19 &nbsp;&nbsp;Highway: 25 &#150; 30
0563	1	City: 16 &#150; 17 &nbsp;&nbsp;Highway: 22 &#150; 24
0564	1	City: 16 &#150; 17 &nbsp;&nbsp;Highway: 22 &#150; 24
0565	1	City: 16 &#150; 19 &nbsp;&nbsp;Highway: 26 &#150; 30
0566	1	City: 15 &#150; 17 &nbsp;&nbsp;Highway: 22 &#150; 26
0567	1	City: 15 &#150; 17 &nbsp;&nbsp;Highway: 23 &#150; 27
0568	1	City: 16 &#150; 18 &nbsp;&nbsp;Highway: 25 &#150; 27
0569	1	City: 15 &#150; 18 &nbsp;&nbsp;Highway: 22 &#150; 25
0570	1	City: 16 &#150; 18 &nbsp;&nbsp;Highway: 25 &#150; 27
0571	1	City: 15 &nbsp;&nbsp;Highway: 22 &#150; 23
0572	1	City: 15 &nbsp;&nbsp;Highway: 23
0573	1	City: 13 &#150; 14 &nbsp;&nbsp;Highway: 20
0574	1	City: 13 &#150; 14 &nbsp;&nbsp;Highway: 18
0575	1	City: 14 &nbsp;&nbsp;Highway: 20
0576	1	City: 13 &#150; 14 &nbsp;&nbsp;Highway: 18
0577	0	<NULL>
0578	1	City: 13 &nbsp;&nbsp;Highway: 18
0579	1	City: 21 &nbsp;&nbsp;Highway: 22
0580	1	City: 20 &nbsp;&nbsp;Highway: 23
0581	1	City: 15 &#150; 18 &nbsp;&nbsp;Highway: 22 &#150; 25
0582	1	City: 15 &#150; 18 &nbsp;&nbsp;Highway: 22 &#150; 27
0583	1	City: 18 &nbsp;&nbsp;Highway: 27
0584	1	City: 16 &#150; 18 &nbsp;&nbsp;Highway: 24 &#150; 29
0585	1	City: 22 &#150; 26 &nbsp;&nbsp;Highway: 35 &#150; 38
0586	0	<NULL>
0587	1	City: 17 &#150; 22 &nbsp;&nbsp;Highway: 24 &#150; 32
0588	0	<NULL>
0589	0	<NULL>
0590	1	City: 15 &nbsp;&nbsp;Highway: 21
0591	1	City: 15 &nbsp;&nbsp;Highway: 21
0592	1	City: 25 &#150; 27 &nbsp;&nbsp;Highway: 34 &#150; 35
0593	1	City: 25 &#150; 27 &nbsp;&nbsp;Highway: 34 &#150; 35
0594	1	City: 16 &#150; 18 &nbsp;&nbsp;Highway: 24 &#150; 29
0595	1	City: 22 &#150; 25 &nbsp;&nbsp;Highway: 30 &#150; 37
0596	1	City: 14 &#150; 18 &nbsp;&nbsp;Highway: 19 &#150; 25
0597	1	City: 14 &#150; 18 &nbsp;&nbsp;Highway: 19 &#150; 25
0598	1	City: 14 &#150; 16 &nbsp;&nbsp;Highway: 20 &#150; 26
0599	1	City: 14 &#150; 16 &nbsp;&nbsp;Highway: 20 &#150; 26
0600	1	City: 16 &#150; 22 &nbsp;&nbsp;Highway: 22 &#150; 32
0601	1	City: 13 &#150; 15 &nbsp;&nbsp;Highway: 17 &#150; 20
0602	1	City: 13 &#150; 15 &nbsp;&nbsp;Highway: 17 &#150; 20
0603	0	<NULL>
0604	1	City: 10 &#150; 11 &nbsp;&nbsp;Highway: 16 &#150; 17
0605	0	<NULL>
0606	1	City: 10 &#150; 11 &nbsp;&nbsp;Highway: 16
0607	1	City: 19 &#150; 22 &nbsp;&nbsp;Highway: 29 &#150; 32
0608	1	City: 22 &nbsp;&nbsp;Highway: 30 &#150; 32
0609	1	City: 17 &#150; 18 &nbsp;&nbsp;Highway: 27 &#150; 29
0610	1	City: 17 &#150; 19 &nbsp;&nbsp;Highway: 27 &#150; 29
0611	1	City: 17 &#150; 22 &nbsp;&nbsp;Highway: 26 &#150; 33
0612	1	City: 17 &#150; 22 &nbsp;&nbsp;Highway: 26 &#150; 33
0613	1	City: 12 &#150; 15 &nbsp;&nbsp;Highway: 18 &#150; 22
0614	1	City: 12 &#150; 15 &nbsp;&nbsp;Highway: 18 &#150; 22
0615	1	City: 21 &nbsp;&nbsp;Highway: 22
0616	1	City: 20 &nbsp;&nbsp;Highway: 23
0617	0	<NULL>
0618	0	<NULL>
0619	1	City: 15 &nbsp;&nbsp;Highway: 21
0620	1	City: 15 &nbsp;&nbsp;Highway: 21
0621	1	City: 15 &nbsp;&nbsp;Highway: 21
0622	1	City: 15 &nbsp;&nbsp;Highway: 21
0623	1	City: 21 &nbsp;&nbsp;Highway: 22
0624	1	City: 20 &nbsp;&nbsp;Highway: 23
0625	1	City: 16 &#150; 17 &nbsp;&nbsp;Highway: 23 &#150; 24
0626	1	City: 16 &#150; 17 &nbsp;&nbsp;Highway: 23 &#150; 24
0627	1	City: 19 &#150; 21 &nbsp;&nbsp;Highway: 29 &#150; 31
0628	1	City: 17 &nbsp;&nbsp;Highway: 25
0629	1	City: 17 &#150; 18 &nbsp;&nbsp;Highway: 23 &#150; 26
0630	1	City: 13 &#150; 16 &nbsp;&nbsp;Highway: 19 &#150; 25
0631	1	City: 19 &nbsp;&nbsp;Highway: 24
0632	1	City: 16 &#150; 21 &nbsp;&nbsp;Highway: 26 &#150; 30
0633	1	City: 16 &#150; 17 &nbsp;&nbsp;Highway: 23 &#150; 25
0634	0	<NULL>
0635	0	<NULL>
0636	1	City: 16 &#150; 21 &nbsp;&nbsp;Highway: 27 &#150; 30
0637	0	<NULL>
0638	1	City: 21 &#150; 23 &nbsp;&nbsp;Highway: 25 &#150; 31
0639	1	City: 22 &#150; 24 &nbsp;&nbsp;Highway: 27 &#150; 32
0640	1	City: 14 &#150; 17 &nbsp;&nbsp;Highway: 22 &#150; 25
0641	1	City: 16 &#150; 18 &nbsp;&nbsp;Highway: 23 &#150; 26
0642	1	City: 16 &nbsp;&nbsp;Highway: 23 &#150; 25
0643	1	City: 14 &#150; 15 &nbsp;&nbsp;Highway: 18 &#150; 20
0644	1	City: 14 &#150; 15 &nbsp;&nbsp;Highway: 18 &#150; 20
0645	1	City: 13 &#150; 16 &nbsp;&nbsp;Highway: 20 &#150; 23
0646	1	City: 16 &#150; 17 &nbsp;&nbsp;Highway: 23 &#150; 25
0647	1	City: 17 &nbsp;&nbsp;Highway: 25
0648	1	City: 15 &#150; 19 &nbsp;&nbsp;Highway: 23 &#150; 25
0649	0	<NULL>
0650	1	City: 15 &#150; 16 &nbsp;&nbsp;Highway: 20 &#150; 22
0651	1	City: 15 &#150; 16 &nbsp;&nbsp;Highway: 21 &#150; 22
0652	1	City: 13 &#150; 14 &nbsp;&nbsp;Highway: 18 &#150; 20
0653	1	City: 13 &#150; 14 &nbsp;&nbsp;Highway: 18 &#150; 20
0654	0	<NULL>
0655	0	<NULL>
0656	1	City: 13 &nbsp;&nbsp;Highway: 22
