auto	automotive	price
1166	1	$17,405 |
1167	1	$16,455 |
1168	1	$18,405 |
1169	1	$19,455 |
1170	1	$19,005 |
1171	1	$20,255 |
1172	1	$22,055 |
1173	1	$21,805 |
1174	1	$22,255 |
1175	1	$21,805 |
1176	1	$17,205 |
1177	1	$23,800 |
1178	1	$30,950 |
1179	1	$43,250 |
1180	1	$34,450 |
1181	1	$40,755 |
1182	1	$27,800 |
1183	1	$29,905 |
1184	1	$26,805 |
1185	1	$33,405 |
1186	1	$40,755 |
1187	1	$23,995 |
1188	1	$21,695 |
1189	1	$26,645 |
1190	1	$22,395 |
1191	1	$23,845 |
1192	1	$21,545 |
1193	1	$26,495 |
1194	1	$30,895 |
1195	1	$28,045 |
1196	1	$33,995 |
1197	1	$38,795 |
1198	1	$30,745 |
1199	1	$27,895 |
1200	1	$35,445 |
1201	1	$38,645 |
1202	1	$19,850 |
1203	1	$21,410 |
1204	1	$28,900 |
1205	1	$31,605 |
1206	1	$34,480 |
1207	1	$28,450 |
1208	1	$31,555 |
1209	1	$34,430 |
1210	1	$22,935 |
1211	1	$20,825 |
1212	1	$22,635 |
1213	1	$24,320 |
1214	1	$20,525 |
1215	1	$34,995 |
1216	1	$36,995 |
1217	1	$35,550 |
1218	1	$37,750 |
1219	1	$35,200 |
1220	1	$37,400 |
1221	1	$47,950 |
1222	1	$43,050 |
1223	1	$43,850 |
1224	1	$46,500 |
1225	1	$56,400 |
1226	1	$58,400 |
1227	1	$54,650 |
1228	1	$30,950 |
1229	1	$33,950 |
1230	1	$32,350 |
1231	1	$57,900 |
1232	1	$44,500 |
1233	1	$48,950 |
1234	1	$36,200 |
1235	1	$42,400 |
1236	1	$37,650 |
1237	1	$39,450 |
1238	1	$35,050 |
1239	1	$39,300 |
1240	1	$56,750 |
1241	1	$44,000 |
1242	1	$43,400 |
1243	1	$36,650 |
1244	1	$47,950 |
1245	1	$40,800 |
1246	1	$39,200 |
1247	1	$44,350 |
1248	1	$46,950 |
1249	1	$36,050 |
1250	1	$40,400 |
1251	1	$33,250 |
1252	1	$37,000 |
1253	1	$37,500 |
1254	1	$39,150 |
1255	1	$34,450 |
1256	1	$36,050 |
1257	1	$57,200 |
1258	1	$56,050 |
1259	1	$37,900 |
1260	1	$39,990 |
1261	1	$37,490 |
1262	1	$58,200 |
1263	1	$37,300 |
1264	1	$39,750 |
1265	1	$37,100 |
1266	1	$57,350 |
1267	1	$50,490 |
1268	1	$57,590 |
1269	1	$48,990 |
1270	1	$92,590 |
1271	1	$55,790 |
1272	1	$49,700 |
1273	1	$56,750 |
1274	1	$48,200 |
1275	1	$91,050 |
1276	1	$55,000 |
1277	1	$113,150 |
1278	1	$150,250 |
1279	1	$157,000 |
1280	1	$209,300 |
1281	1	$110,400 |
1282	1	$145,200 |
1283	1	$154,400 |
1284	1	$207,170 |
1285	1	$51,740 |
1286	1	$50,240 |
1287	1	$50,800 |
1288	1	$49,300 |
1289	1	$74,000 |
1290	1	$99,050 |
1291	1	$72,400 |
1292	1	$97,950 |
1293	1	$91,000 |
1294	1	$138,000 |
1295	1	$96,650 |
1296	1	$209,000 |
1297	1	$158,050 |
1298	1	$87,950 |
1299	1	$133,550 |
1300	1	$94,600 |
1301	1	$201,150 |
1302	1	$149,700 |
1303	1	$102,600 |
1304	1	$198,750 |
1305	1	$139,050 |
1306	1	$124,450 |
1307	1	$105,750 |
1308	1	$122,700 |
1309	1	$104,000 |
1310	1	$47,650 |
1311	1	$53,300 |
1312	1	$46,900 |
1313	1	$66,650 |
1314	1	$51,900 |
1315	1	$60,950 |
1316	1	$84,450 |
1317	1	$61,950 |
1318	1	$59,950 |
1319	1	$82,850 |
1320	1	$60,950 |
1321	1	$183,000 |
1322	1	$37,500 |
1323	1	$36,600 |
1324	1	$26,390 |
1325	1	$19,790 |
1326	1	$14,995 |
1327	1	$19,825 |
1328	1	$17,095 |
1329	1	$23,455 |
1330	1	$19,295 |
1331	1	$24,730 |
1332	1	$21,395 |
1333	1	$22,995 |
1334	1	$19,395 |
1335	1	$23,240 |
1336	1	$18,705 |
1337	1	$24,615 |
1338	1	$21,495 |
1339	1	$22,660 |
1340	1	$23,280 |
1341	1	$22,165 |
1342	1	$19,510 |
1343	1	$34,375 |
1344	1	$30,120 |
1345	1	$33,575 |
1346	1	$28,200 |
1347	1	$31,175 |
1348	1	$39,990 |
1349	1	$32,830 |
1350	1	$40,420 |
1351	1	$28,650 |
1352	1	$39,310 |
1353	1	$28,755 |
1354	1	$28,395 |
1355	1	$32,940 |
1356	1	$36,100 |
1357	1	$31,990 |
1358	1	$31,990 |
1359	1	$17,400 |
1360	1	$24,770 |
1361	1	$25,900 |
1362	1	$42,400 |
1363	1	$30,500 |
1364	1	$19,065 |
1365	1	$22,810 |
1366	1	$18,590 |
1367	1	$23,090 |
1368	1	$26,540 |
1369	1	$34,775 |
1370	1	$29,900 |
1371	1	$26,250 |
1372	1	$33,500 |
1373	1	$29,355 |
1374	1	$29,700 |
1375	1	$29,005 |
1376	1	$23,465 |
1377	1	$43,960 |
1378	1	$40,440 |
1379	1	$35,960 |
1380	1	$33,390 |
1381	1	$41,705 |
1382	1	$38,365 |
1383	1	$33,485 |
1384	1	$30,915 |
1385	1	$39,205 |
1386	1	$36,355 |
1387	1	$29,935 |
1388	1	$29,410 |
1389	1	$29,080 |
1390	1	$34,460 |
1391	1	$25,315 |
1392	1	$27,385 |
1393	1	$31,865 |
1394	1	$24,785 |
1395	1	$26,855 |
1396	1	$31,745 |
1397	1	$26,970 |
1398	1	$31,230 |
1399	1	$22,025 |
1400	1	$28,645 |
1401	1	$28,345 |
1402	1	$21,860 |
1403	1	$28,480 |
1404	1	$28,180 |
1405	1	$26,950 |
1406	1	$24,600 |
1407	1	$26,300 |
1408	1	$24,100 |
1409	1	$32,850 |
1410	1	$29,000 |
1411	1	$28,700 |
1412	1	$33,050 |
1413	1	$39,950 |
1414	1	$40,000 |
1415	1	$33,550 |
1416	1	$38,000 |
1417	1	$31,150 |
1418	1	$27,750 |
1419	1	$26,200 |
1420	1	$31,350 |
1421	1	$34,400 |
1422	1	$38,400 |
1423	1	$40,050 |
1424	1	$34,395 |
1425	1	$37,200 |
1426	1	$41,550 |
1427	1	$31,450 |
1428	1	$37,700 |
1429	1	$34,600 |
1430	1	$36,400 |
1431	1	$32,000 |
1432	1	$38,000 |
1433	1	$37,950 |
1434	1	$42,800 |
1435	1	$36,950 |
1436	1	$40,700 |
1437	1	$39,200 |
1438	1	$50,950 |
1439	1	$42,950 |
1440	1	$40,200 |
1441	1	$48,000 |
1442	1	$42,000 |
1443	1	$39,700 |
1444	1	$47,500 |
1445	1	$41,500 |
1446	1	$18,999 |
1447	1	$29,089 |
1448	1	$24,699 |
1449	1	$20,699 |
1450	1	$28,089 |
1451	1	$24,699 |
1452	1	$33,590 |
1453	1	$40,990 |
1454	1	$38,990 |
1455	1	$35,790 |
1456	1	$27,799 |
1457	1	$32,599 |
1458	1	$27,799 |
1459	1	$32,599 |
1460	1	$17,695 |
1461	1	$27,895 |
1462	1	$20,695 |
1463	1	$20,190 |
1464	1	$27,590 |
1465	1	$28,299 |
1466	1	$33,599 |
1467	1	$27,999 |
1468	1	$31,499 |
1469	1	$21,995 |
1470	1	$24,495 |
1471	1	$27,795 |
1472	1	$25,795 |
1473	1	$22,240 |
1474	1	$23,940 |
1475	1	$29,250 |
1476	1	$26,390 |
1477	1	$21,599 |
1478	1	$23,999 |
1479	1	$21,599 |
1480	1	$23,999 |
1481	1	$19,495 |
1482	1	$22,995 |
1483	1	$14,995 |
1484	1	$20,295 |
1485	1	$17,295 |
1486	1	$27,495 |
1487	1	$15,690 |
1488	1	$19,990 |
1489	1	$17,890 |
1490	1	$27,190 |
1491	1	$30,850 |
1492	1	$30,250 |
1493	1	$30,850 |
1494	1	$29,950 |
1495	1	$156,600 |
1496	1	$170,100 |
1497	1	$146,000 |
1498	1	$35,940 |
1499	1	$32,850 |
1500	1	$35,350 |
1501	1	$32,350 |
1502	1	$48,000 |
1503	1	$47,300 |
1504	1	$44,190 |
1505	1	$37,790 |
1506	1	$44,100 |
1507	1	$37,200 |
1508	1	$58,450 |
1509	1	$54,300 |
1510	1	$58,250 |
1511	1	$53,600 |
1512	1	$53,310 |
1513	1	$45,200 |
1514	1	$50,200 |
1515	1	$59,150 |
1516	1	$53,310 |
1517	1	$45,200 |
1518	1	$50,200 |
1519	1	$60,950 |
1520	1	$76,100 |
1521	1	$76,100 |
1522	1	$78,050 |
1523	1	$84,000 |
1524	1	$74,550 |
1525	1	$78,400 |
1526	1	$96,200 |
1527	1	$35,200 |
1528	1	$42,500 |
1529	1	$37,350 |
1530	1	$38,300 |
1531	1	$41,300 |
1532	1	$37,800 |
1533	1	$40,800 |
1534	1	$45,700 |
1535	1	$50,900 |
1536	1	$58,900 |
1537	1	$50,900 |
1538	1	$61,000 |
1539	1	$46,900 |
1540	1	$47,000 |
1541	1	$50,000 |
1542	1	$45,900 |
1543	1	$48,900 |
1544	1	$52,150 |
1545	1	$79,150 |
1546	1	$56,150 |
1547	1	$67,150 |
1548	1	$51,150 |
1549	1	$79,150 |
1550	1	$56,150 |
1551	1	$67,150 |
1552	1	$88,150 |
1553	1	$101,150 |
1554	1	$82,150 |
1555	1	$95,150 |
1556	1	$88,150 |
1557	1	$101,150 |
1558	1	$82,150 |
1559	1	$95,150 |
1560	1	$71,650 |
1561	1	$78,650 |
1562	1	$86,650 |
1563	1	$89,650 |
1564	1	$109,150 |
1565	1	$112,150 |
1566	1	$38,820 |
1567	1	$41,070 |
1568	1	$31,910 |
1569	1	$36,580 |
1570	1	$39,990 |
1571	1	$38,270 |
1572	1	$40,520 |
1573	1	$31,460 |
1574	1	$36,130 |
1575	1	$39,190 |
1576	1	$39,140 |
1577	1	$37,050 |
1578	1	$30,100 |
1579	1	$33,510 |
1580	1	$38,180 |
1581	1	$31,200 |
1582	1	$29,650 |
1583	1	$19,900 |
1584	1	$22,060 |
1585	1	$26,780 |
1586	1	$27,770 |
1587	1	$23,440 |
1588	1	$24,740 |
1589	1	$19,900 |
1590	1	$21,840 |
1591	1	$26,780 |
1592	1	$27,270 |
1593	1	$22,940 |
1594	1	$24,520 |
1595	1	$42,600 |
1596	1	$37,490 |
1597	1	$29,840 |
1598	1	$33,190 |
1599	1	$42,160 |
1600	1	$32,610 |
1601	1	$29,440 |
1602	1	$52,890 |
1603	1	$43,510 |
1604	1	$45,640 |
1605	1	$52,190 |
1606	1	$44,940 |
1607	1	$42,810 |
1608	1	$41,350 |
1609	1	$34,350 |
1610	1	$27,750 |
1611	1	$30,900 |
1612	1	$25,950 |
1613	1	$35,650 |
1614	1	$26,650 |
1615	1	$30,550 |
1616	1	$13,990 |
1617	1	$16,030 |
1618	1	$20,120 |
1619	1	$17,130 |
1620	1	$25,660 |
1621	1	$24,470 |
1622	1	$22,060 |
1623	1	$21,540 |
1624	1	$23,130 |
1625	1	$28,870 |
1626	1	$31,080 |
1627	1	$28,560 |
1628	1	$25,270 |
1629	1	$17,750 |
1630	1	$26,940 |
1631	1	$25,510 |
1632	1	$26,520 |
1633	1	$31,630 |
1634	1	$24,190 |
1635	1	$26,040 |
1636	1	$26,840 |
1637	1	$15,520 |
1638	1	$17,450 |
1639	1	$17,450 |
1640	1	$19,580 |
1641	1	$18,850 |
1642	1	$20,080 |
1643	1	$15,420 |
1644	1	$17,160 |
1645	1	$17,160 |
1646	1	$19,580 |
1647	1	$18,560 |
1648	1	$20,080 |
1649	1	$95,100 |
1650	1	$89,950 |
1651	1	$84,060 |
1652	1	$80,790 |
1653	1	$83,040 |
1654	1	$34,550 |
1655	1	$39,620 |
1656	1	$36,750 |
1657	1	$31,670 |
1658	1	$29,670 |
1659	1	$34,350 |
1660	1	$32,220 |
1661	1	$33,870 |
1662	1	$39,120 |
1663	1	$33,370 |
1664	1	$36,250 |
1665	1	$31,170 |
1666	1	$34,050 |
1667	1	$31,720 |
1668	1	$33,850 |
1669	1	$29,170 |
1670	1	$20,460 |
1671	1	$22,260 |
1672	1	$24,550 |
1673	1	$14,520 |
1674	1	$16,470 |
1675	1	$14,570 |
1676	1	$12,240 |
1677	1	$16,900 |
1678	1	$14,150 |
1679	1	$16,100 |
1680	1	$14,100 |
1681	1	$11,990 |
1682	1	$16,530 |
1683	1	$33,720 |
1684	1	$32,780 |
1685	1	$30,100 |
1686	1	$25,900 |
1687	1	$26,840 |
1688	1	$30,400 |
1689	1	$30,400 |
1690	1	$27,470 |
1691	1	$25,300 |
1692	1	$30,810 |
1693	1	$33,530 |
1694	1	$30,460 |
1695	1	$33,180 |
1696	1	$363,000 |
1697	1	$177,600 |
1698	1	$202,500 |
1699	1	$174,100 |
1700	1	$198,500 |
1701	1	$340,990 |
1702	1	$267,000 |
1703	1	$182,800 |
1704	1	$201,500 |
1705	1	$207,700 |
1706	1	$231,400 |
1707	1	$54,105 |
1708	1	$48,155 |
1709	1	$52,205 |
1710	1	$46,255 |
1711	1	$42,580 |
1712	1	$53,755 |
1713	1	$47,805 |
1714	1	$51,855 |
1715	1	$45,905 |
1716	1	$42,230 |
1717	1	$35,305 |
1718	1	$42,585 |
1719	1	$38,855 |
1720	1	$39,035 |
1721	1	$35,105 |
1722	1	$42,385 |
1723	1	$38,655 |
1724	1	$38,835 |
1725	1	$32,620 |
1726	1	$37,720 |
1727	1	$34,620 |
1728	1	$35,720 |
1729	1	$32,520 |
1730	1	$37,620 |
1731	1	$34,520 |
1732	1	$35,620 |
1733	1	$29,610 |
1734	1	$29,310 |
1735	1	$46,830 |
1736	1	$50,450 |
1737	1	$49,995 |
1738	1	$56,045 |
1739	1	$45,495 |
1740	1	$9,985 |
1741	1	$13,695 |
1742	1	$14,695 |
1743	1	$16,145 |
1744	1	$9,970 |
1745	1	$12,995 |
1746	1	$14,645 |
1747	1	$16,995 |
1748	1	$23,500 |
1749	1	$24,500 |
1750	1	$29,750 |
1751	1	$32,250 |
1752	1	$26,750 |
1753	1	$25,495 |
1754	1	$30,095 |
1755	1	$24,970 |
1756	1	$29,570 |
1757	1	$24,695 |
1758	1	$27,895 |
1759	1	$30,695 |
1760	1	$24,695 |
1761	1	$27,895 |
1762	1	$30,295 |
1763	1	$14,145 |
1764	1	$17,845 |
1765	1	$16,895 |
1766	1	$19,195 |
1767	1	$24,145 |
1768	1	$27,045 |
1769	1	$18,700 |
1770	1	$22,050 |
1771	1	$24,550 |
1772	1	$17,195 |
1773	1	$20,295 |
1774	1	$17,195 |
1775	1	$19,795 |
1776	1	$19,745 |
1777	1	$24,695 |
1778	1	$21,845 |
1779	1	$19,995 |
1780	1	$24,345 |
1781	1	N/A |
1782	1	N/A |
1783	1	$30,045 |
1784	1	$35,895 |
1785	1	$30,045 |
1786	1	$35,895 |
1787	1	$43,000 |
1788	1	$26,500 |
1789	1	$25,500 |
1790	1	$39,500 |
1791	1	$26,750 |
1792	1	$30,000 |
1793	1	$42,770 |
1794	1	$33,515 |
1795	1	$26,650 |
1796	1	$23,250 |
1797	1	$27,250 |
1798	1	$27,065 |
1799	1	$23,195 |
1800	1	$27,860 |
1801	1	$25,075 |
1802	1	$20,410 |
1803	1	$23,895 |
1804	1	$17,695 |
1805	1	$24,490 |
1806	1	$19,485 |
1807	1	$32,215 |
1808	1	$41,910 |
1809	1	$39,215 |
1810	1	$32,620 |
1811	1	$43,265 |
1812	1	$39,360 |
1813	1	$29,245 |
1814	1	$32,745 |
1815	1	$27,245 |
1816	1	$29,945 |
1817	1	$22,045 |
1818	1	$25,545 |
1819	1	$28,715 |
1820	1	$31,990 |
1821	1	$26,195 |
1822	1	$28,845 |
1823	1	$21,105 |
1824	1	$24,525 |
1825	1	$14,275 |
1826	1	$26,225 |
1827	1	$30,375 |
1828	1	$24,275 |
1829	1	$29,485 |
1830	1	$16,980 |
1831	1	$20,280 |
1832	1	$26,815 |
1833	1	$31,415 |
1834	1	$21,275 |
1835	1	$20,275 |
1836	1	$20,875 |
1837	1	$28,250 |
1838	1	$37,610 |
1839	1	$31,755 |
1840	1	$34,200 |
1841	1	$40,350 |
1842	1	$29,150 |
1843	1	$36,050 |
1844	1	$34,000 |
1845	1	$40,150 |
1846	1	$29,000 |
1847	1	$35,850 |
1848	1	$67,050 |
1849	1	$55,400 |
1850	1	$58,400 |
1851	1	$66,500 |
1852	1	$54,850 |
1853	1	$57,850 |
1854	1	$45,000 |
1855	1	$51,200 |
1856	1	$36,200 |
1857	1	$42,650 |
1858	1	$33,150 |
1859	1	$40,600 |
1860	1	$35,700 |
1861	1	$44,550 |
1862	1	$38,100 |
1863	1	$42,600 |
1864	1	$35,150 |
1865	1	$58,200 |
1866	1	$37,700 |
1867	1	$49,650 |
1868	1	$43,950 |
1869	1	$44,550 |
1870	1	$43,900 |
1871	1	$35,750 |
1872	1	$50,700 |
1873	1	$32,850 |
1874	1	$42,200 |
1875	1	$35,400 |
1876	1	$40,300 |
1877	1	$37,650 |
1878	1	$44,100 |
1879	1	$34,850 |
1880	1	$42,300 |
1881	1	$37,400 |
1882	1	$85,500 |
1883	1	$44,550 |
1884	1	$63,900 |
1885	1	$56,000 |
1886	1	$59,700 |
1887	1	$49,600 |
1888	1	$66,200 |
1889	1	$58,300 |
1890	1	$62,000 |
1891	1	$51,900 |
1892	1	$45,950 |
1893	1	$53,550 |
1894	1	$48,250 |
1895	1	$55,950 |
1896	1	$56,000 |
1897	1	$63,900 |
1898	1	$51,250 |
1899	1	$60,600 |
1900	1	$107,900 |
1901	1	$102,100 |
1902	1	$85,300 |
1903	1	$78,200 |
1904	1	$36,750 |
1905	1	$41,050 |
1906	1	$38,750 |
1907	1	$70,150 |
1908	1	$88,900 |
1909	1	$74,550 |
1910	1	$137,000 |
1911	1	$82,000 |
1912	1	$122,000 |
1913	1	$85,000 |
1914	1	$125,000 |
1915	1	$85,900 |
1916	1	$80,455 |
1917	1	$87,355 |
1918	1	$83,455 |
1919	1	$136,600 |
1920	1	$84,355 |
1921	1	$85,500 |
1922	1	$45,800 |
1923	1	$51,300 |
1924	1	$58,400 |
1925	1	$51,200 |
1926	1	$47,500 |
1927	1	$56,200 |
1928	1	$85,400 |
1929	1	$102,300 |
1930	1	$106,200 |
1931	1	$89,200 |
1932	1	$67,700 |
1933	1	$57,000 |
1934	1	$89,000 |
1935	1	$67,200 |
1936	1	$56,500 |
1937	1	$88,900 |
1938	1	$88,900 |
1939	1	$46,000 |
1940	1	$61,050 |
1941	1	$51,900 |
1942	1	$45,750 |
1943	1	$51,650 |
1944	1	$16,795 |
1945	1	$18,195 |
1946	1	$14,695 |
1947	1	$29,195 |
1948	1	$24,595 |
1949	1	$22,195 |
1950	1	$24,195 |
1951	1	$28,695 |
1952	1	$17,595 |
1953	1	$18,695 |
1954	1	$19,995 |
1955	1	$24,095 |
1956	1	$26,495 |
1957	1	$33,895 |
1958	1	$21,995 |
1959	1	$21,795 |
1960	1	$19,195 |
1961	1	$13,300 |
1962	1	$16,495 |
1963	1	$18,495 |
1964	1	$18,495 |
1965	1	$13,300 |
1966	1	$16,195 |
1967	1	$17,195 |
1968	1	$18,195 |
1969	1	$12,295 |
1970	1	$16,095 |
1971	1	$14,995 |
1972	1	$11,695 |
1973	1	$15,795 |
1974	1	$14,695 |
1975	1	$18,295 |
1976	1	$20,295 |
1977	1	$23,295 |
1978	1	$21,995 |
1979	1	$20,995 |
1980	1	$15,095 |
1981	1	$16,395 |
1982	1	$14,795 |
1983	1	$16,095 |
1984	1	$95,100 |
1985	1	$88,800 |
1986	1	$84,100 |
1987	1	$112,200 |
1988	1	$106,100 |
1989	1	$92,100 |
1990	1	$95,100 |
1991	1	$103,100 |
1992	1	$88,800 |
1993	1	$143,800 |
1994	1	$77,800 |
1995	1	$132,800 |
1996	1	$99,800 |
1997	1	$51,400 |
1998	1	$61,500 |
