auto	autobytel	fuel_economy
0610	1	12 MPG City / 17 MPG Hwy
0611	1	12 MPG City / 17 MPG Hwy
0612	1	13 MPG City / 18 MPG Hwy
0613	1	12 MPG City / 17 MPG Hwy
0614	1	13 MPG City / 18 MPG Hwy
0615	1	13 MPG City / 18 MPG Hwy
0616	1	12 MPG City / 17 MPG Hwy
0617	1	12 MPG City / 17 MPG Hwy
0618	1	12 MPG City / 17 MPG Hwy
0619	1	13 MPG City / 18 MPG Hwy
0620	1	13 MPG City / 18 MPG Hwy
0621	1	12 MPG City / 17 MPG Hwy
0622	1	12 MPG City / 17 MPG Hwy
0623	1	13 MPG City / 18 MPG Hwy
0624	1	13 MPG City / 18 MPG Hwy
0625	1	12 MPG City / 17 MPG Hwy
0626	1	26 MPG City / 34 MPG Hwy
0627	1	24 MPG City / 32 MPG Hwy
0628	1	24 MPG City / 32 MPG Hwy
0629	1	26 MPG City / 31 MPG Hwy
0630	1	24 MPG City / 32 MPG Hwy
0631	1	28 MPG City / 34 MPG Hwy
0632	1	26 MPG City / 34 MPG Hwy
0633	1	26 MPG City / 34 MPG Hwy
0634	1	24 MPG City / 32 MPG Hwy
0635	1	24 MPG City / 32 MPG Hwy
0636	1	15 MPG City / 20 MPG Hwy
0637	1	15 MPG City / 20 MPG Hwy
0638	1	15 MPG City / 20 MPG Hwy
0639	1	15 MPG City / 21 MPG Hwy
0640	1	15 MPG City / 20 MPG Hwy
0641	1	15 MPG City / 21 MPG Hwy
0642	1	15 MPG City / 20 MPG Hwy
0643	1	18 MPG City / 25 MPG Hwy
0644	1	14 MPG City / 21 MPG Hwy
0645	1	14 MPG City / 21 MPG Hwy
0646	1	18 MPG City / 25 MPG Hwy
0647	1	16 MPG City / 24 MPG Hwy
0648	1	18 MPG City / 25 MPG Hwy
0649	1	18 MPG City / 25 MPG Hwy
0650	1	18 MPG City / 25 MPG Hwy
0651	1	18 MPG City / 25 MPG Hwy
0652	1	18 MPG City / 25 MPG Hwy
0653	1	19 MPG City / 27 MPG Hwy
0654	1	19 MPG City / 27 MPG Hwy
0655	0	<NULL>
0656	1	15 MPG City / 22 MPG Hwy
0657	1	13 MPG City / 19 MPG Hwy
0658	1	11 MPG City / 17 MPG Hwy
0659	1	19 MPG City / 26 MPG Hwy
0660	1	19 MPG City / 27 MPG Hwy
0661	1	19 MPG City / 26 MPG Hwy
0662	1	18 MPG City / 27 MPG Hwy
0663	1	16 MPG City / 24 MPG Hwy
0664	1	16 MPG City / 24 MPG Hwy
0665	1	16 MPG City / 24 MPG Hwy
0666	1	11 MPG City / 18 MPG Hwy
0667	1	19 MPG City / 27 MPG Hwy
0668	1	19 MPG City / 27 MPG Hwy
0669	1	20 MPG City / 29 MPG Hwy
0670	1	21 MPG City / 31 MPG Hwy
0671	1	21 MPG City / 31 MPG Hwy
0672	1	17 MPG City / 27 MPG Hwy
0673	1	19 MPG City / 27 MPG Hwy
0674	1	19 MPG City / 28 MPG Hwy
0675	1	20 MPG City / 29 MPG Hwy
0676	1	21 MPG City / 31 MPG Hwy
0677	1	17 MPG City / 27 MPG Hwy
0678	1	17 MPG City / 27 MPG Hwy
0679	1	17 MPG City / 27 MPG Hwy
0680	1	16 MPG City / 27 MPG Hwy
0681	1	23 MPG City / 31 MPG Hwy
0682	1	20 MPG City / 27 MPG Hwy
0683	1	21 MPG City / 29 MPG Hwy
0684	1	21 MPG City / 29 MPG Hwy
0685	1	22 MPG City / 28 MPG Hwy
0686	1	22 MPG City / 28 MPG Hwy
0687	1	22 MPG City / 28 MPG Hwy
0688	1	22 MPG City / 28 MPG Hwy
0689	1	22 MPG City / 28 MPG Hwy
0690	1	27 MPG City / 33 MPG Hwy
0691	1	27 MPG City / 33 MPG Hwy
0692	1	33 MPG City / 41 MPG Hwy
0693	1	33 MPG City / 41 MPG Hwy
0694	1	33 MPG City / 41 MPG Hwy
0695	1	19 MPG City / 24 MPG Hwy
0696	1	19 MPG City / 24 MPG Hwy
0697	1	20 MPG City / 26 MPG Hwy
0698	1	20 MPG City / 27 MPG Hwy
0699	1	19 MPG City / 24 MPG Hwy
0700	1	19 MPG City / 24 MPG Hwy
0701	1	20 MPG City / 26 MPG Hwy
0702	1	20 MPG City / 26 MPG Hwy
0703	1	20 MPG City / 27 MPG Hwy
0704	1	20 MPG City / 26 MPG Hwy
0705	1	20 MPG City / 27 MPG Hwy
0706	1	19 MPG City / 24 MPG Hwy
0707	1	20 MPG City / 26 MPG Hwy
0708	1	20 MPG City / 26 MPG Hwy
0709	1	20 MPG City / 26 MPG Hwy
0710	1	18 MPG City / 25 MPG Hwy
0711	1	18 MPG City / 25 MPG Hwy
0712	1	20 MPG City / 26 MPG Hwy
0713	1	20 MPG City / 27 MPG Hwy
0714	1	20 MPG City / 27 MPG Hwy
0715	1	17 MPG City / 23 MPG Hwy
0716	1	18 MPG City / 25 MPG Hwy
0717	1	23 MPG City / 31 MPG Hwy
0718	1	19 MPG City / 27 MPG Hwy
0719	1	23 MPG City / 31 MPG Hwy
0720	1	23 MPG City / 31 MPG Hwy
0721	1	18 MPG City / 25 MPG Hwy
0722	1	18 MPG City / 25 MPG Hwy
0723	1	23 MPG City / 31 MPG Hwy
0724	1	22 MPG City / 29 MPG Hwy
0725	1	19 MPG City / 27 MPG Hwy
0726	1	18 MPG City / 25 MPG Hwy
0727	1	19 MPG City / 27 MPG Hwy
0728	1	18 MPG City / 25 MPG Hwy
0729	1	16 MPG City / 21 MPG Hwy
0730	1	16 MPG City / 21 MPG Hwy
0731	1	16 MPG City / 21 MPG Hwy
0732	1	16 MPG City / 21 MPG Hwy
0733	1	15 MPG City / 20 MPG Hwy
0734	1	14 MPG City / 19 MPG Hwy
0735	1	14 MPG City / 19 MPG Hwy
0736	1	19 MPG City / 23 MPG Hwy
0737	1	15 MPG City / 19 MPG Hwy
0738	1	15 MPG City / 19 MPG Hwy
0739	1	19 MPG City / 23 MPG Hwy
0740	1	17 MPG City / 22 MPG Hwy
0741	1	19 MPG City / 23 MPG Hwy
0742	1	19 MPG City / 26 MPG Hwy
0743	1	19 MPG City / 25 MPG Hwy
0744	1	19 MPG City / 23 MPG Hwy
0745	1	18 MPG City / 24 MPG Hwy
0746	1	17 MPG City / 23 MPG Hwy
0747	1	19 MPG City / 25 MPG Hwy
0748	1	19 MPG City / 23 MPG Hwy
0749	1	19 MPG City / 23 MPG Hwy
0750	1	17 MPG City / 23 MPG Hwy
0751	1	20 MPG City / 29 MPG Hwy
0752	1	22 MPG City / 29 MPG Hwy
0753	1	23 MPG City / 30 MPG Hwy
0754	1	23 MPG City / 30 MPG Hwy
0755	1	20 MPG City / 29 MPG Hwy
0756	1	22 MPG City / 29 MPG Hwy
0757	1	23 MPG City / 30 MPG Hwy
0758	1	22 MPG City / 29 MPG Hwy
0759	1	23 MPG City / 30 MPG Hwy
0760	1	22 MPG City / 29 MPG Hwy
0761	1	22 MPG City / 29 MPG Hwy
0762	1	23 MPG City / 30 MPG Hwy
0763	1	20 MPG City / 29 MPG Hwy
0764	1	22 MPG City / 29 MPG Hwy
0765	1	23 MPG City / 30 MPG Hwy
0766	1	23 MPG City / 32 MPG Hwy
0767	1	25 MPG City / 32 MPG Hwy
0768	1	23 MPG City / 29 MPG Hwy
0769	1	25 MPG City / 32 MPG Hwy
0770	1	23 MPG City / 33 MPG Hwy
0771	1	25 MPG City / 32 MPG Hwy
0772	1	23 MPG City / 33 MPG Hwy
0773	1	22 MPG City / 30 MPG Hwy
0774	1	23 MPG City / 29 MPG Hwy
0775	1	23 MPG City / 32 MPG Hwy
0776	1	23 MPG City / 29 MPG Hwy
0777	1	23 MPG City / 30 MPG Hwy
0778	1	22 MPG City / 30 MPG Hwy
0779	1	23 MPG City / 33 MPG Hwy
0780	1	23 MPG City / 33 MPG Hwy
0781	1	23 MPG City / 29 MPG Hwy
0782	1	23 MPG City / 29 MPG Hwy
0783	1	18 MPG City / 28 MPG Hwy
0784	1	18 MPG City / 28 MPG Hwy
0785	1	18 MPG City / 28 MPG Hwy
0786	1	18 MPG City / 28 MPG Hwy
0787	1	18 MPG City / 28 MPG Hwy
0788	1	18 MPG City / 28 MPG Hwy
0789	1	20 MPG City / 28 MPG Hwy
0790	1	18 MPG City / 25 MPG Hwy
0791	1	17 MPG City / 25 MPG Hwy
0792	1	17 MPG City / 26 MPG Hwy
0793	1	17 MPG City / 26 MPG Hwy
0794	1	17 MPG City / 25 MPG Hwy
0795	1	17 MPG City / 25 MPG Hwy
0796	1	17 MPG City / 26 MPG Hwy
0797	1	17 MPG City / 25 MPG Hwy
0798	1	18 MPG City / 28 MPG Hwy
0799	1	17 MPG City / 25 MPG Hwy
0800	1	17 MPG City / 25 MPG Hwy
0801	1	17 MPG City / 26 MPG Hwy
0802	1	18 MPG City / 28 MPG Hwy
0803	1	19 MPG City / 26 MPG Hwy
0804	1	19 MPG City / 26 MPG Hwy
0805	1	19 MPG City / 28 MPG Hwy
0806	1	18 MPG City / 26 MPG Hwy
0807	1	19 MPG City / 28 MPG Hwy
0808	1	16 MPG City / 25 MPG Hwy
0809	1	16 MPG City / 25 MPG Hwy
0810	1	17 MPG City / 26 MPG Hwy
0811	1	17 MPG City / 26 MPG Hwy
0812	1	17 MPG City / 26 MPG Hwy
0813	1	23 MPG City / 36 MPG Hwy
0814	1	23 MPG City / 36 MPG Hwy
0815	1	22 MPG City / 32 MPG Hwy
0816	1	17 MPG City / 25 MPG Hwy
0817	1	19 MPG City / 29 MPG Hwy
0818	1	19 MPG City / 28 MPG Hwy
0819	1	16 MPG City / 25 MPG Hwy
0820	1	16 MPG City / 23 MPG Hwy
0821	1	17 MPG City / 26 MPG Hwy
0822	1	20 MPG City / 30 MPG Hwy
0823	1	15 MPG City / 22 MPG Hwy
0824	1	15 MPG City / 22 MPG Hwy
0825	1	15 MPG City / 22 MPG Hwy
0826	1	15 MPG City / 21 MPG Hwy
0827	1	15 MPG City / 21 MPG Hwy
0828	1	15 MPG City / 23 MPG Hwy
0829	1	15 MPG City / 23 MPG Hwy
0830	1	17 MPG City / 25 MPG Hwy
0831	1	17 MPG City / 25 MPG Hwy
0832	1	14 MPG City / 20 MPG Hwy
0833	1	14 MPG City / 21 MPG Hwy
0834	1	14 MPG City / 20 MPG Hwy
0835	1	15 MPG City / 22 MPG Hwy
0836	1	13 MPG City / 19 MPG Hwy
0837	1	17 MPG City / 26 MPG Hwy
0838	1	17 MPG City / 19 MPG Hwy
0839	1	14 MPG City / 20 MPG Hwy
0840	1	14 MPG City / 20 MPG Hwy
0841	1	14 MPG City / 22 MPG Hwy
0842	1	13 MPG City / 20 MPG Hwy
0843	1	11 MPG City / 17 MPG Hwy
0844	1	17 MPG City / 24 MPG Hwy
0845	1	17 MPG City / 25 MPG Hwy
0846	1	17 MPG City / 25 MPG Hwy
0847	1	14 MPG City / 20 MPG Hwy
0848	1	19 MPG City / 26 MPG Hwy
0849	1	14 MPG City / 20 MPG Hwy
0850	1	15 MPG City / 21 MPG Hwy
0851	1	13 MPG City / 18 MPG Hwy
0852	1	12 MPG City / 17 MPG Hwy
0853	1	18 MPG City / 28 MPG Hwy
0854	1	18 MPG City / 28 MPG Hwy
0855	1	18 MPG City / 25 MPG Hwy
0856	1	17 MPG City / 23 MPG Hwy
0857	1	17 MPG City / 23 MPG Hwy
0858	1	17 MPG City / 22 MPG Hwy
0859	1	17 MPG City / 22 MPG Hwy
0860	1	17 MPG City / 23 MPG Hwy
0861	1	17 MPG City / 22 MPG Hwy
0862	1	19 MPG City / 28 MPG Hwy
0863	1	22 MPG City / 33 MPG Hwy
0864	1	22 MPG City / 32 MPG Hwy
0865	1	20 MPG City / 29 MPG Hwy
0866	1	22 MPG City / 32 MPG Hwy
0867	1	20 MPG City / 29 MPG Hwy
0868	1	22 MPG City / 32 MPG Hwy
0869	1	20 MPG City / 29 MPG Hwy
0870	1	22 MPG City / 32 MPG Hwy
0871	1	22 MPG City / 33 MPG Hwy
0872	1	22 MPG City / 32 MPG Hwy
0873	1	19 MPG City / 28 MPG Hwy
0874	1	33 MPG City / 34 MPG Hwy
0875	1	26 MPG City / 35 MPG Hwy
0876	1	26 MPG City / 35 MPG Hwy
0877	1	26 MPG City / 34 MPG Hwy
0878	1	26 MPG City / 34 MPG Hwy
0879	1	26 MPG City / 34 MPG Hwy
0880	1	22 MPG City / 30 MPG Hwy
0881	1	22 MPG City / 30 MPG Hwy
0882	1	17 MPG City / 21 MPG Hwy
0883	1	17 MPG City / 22 MPG Hwy
0884	1	17 MPG City / 21 MPG Hwy
0885	1	15 MPG City / 19 MPG Hwy
0886	1	17 MPG City / 22 MPG Hwy
0887	1	20 MPG City / 25 MPG Hwy
0888	1	18 MPG City / 24 MPG Hwy
0889	1	17 MPG City / 22 MPG Hwy
0890	1	18 MPG City / 24 MPG Hwy
0891	1	20 MPG City / 27 MPG Hwy
0892	1	18 MPG City / 24 MPG Hwy
0893	1	17 MPG City / 23 MPG Hwy
0894	1	28 MPG City / 28 MPG Hwy
0895	1	27 MPG City / 25 MPG Hwy
0896	1	27 MPG City / 25 MPG Hwy
0897	1	25 MPG City / 31 MPG Hwy
0898	1	25 MPG City / 31 MPG Hwy
0899	1	51 MPG City / 48 MPG Hwy
0900	1	51 MPG City / 48 MPG Hwy
0901	1	51 MPG City / 48 MPG Hwy
0902	1	51 MPG City / 48 MPG Hwy
0903	1	51 MPG City / 48 MPG Hwy
0904	1	21 MPG City / 27 MPG Hwy
0905	1	21 MPG City / 27 MPG Hwy
0906	1	19 MPG City / 26 MPG Hwy
0907	1	21 MPG City / 27 MPG Hwy
0908	1	22 MPG City / 28 MPG Hwy
0909	1	19 MPG City / 27 MPG Hwy
0910	1	22 MPG City / 28 MPG Hwy
0911	1	19 MPG City / 26 MPG Hwy
0912	1	21 MPG City / 27 MPG Hwy
0913	1	22 MPG City / 28 MPG Hwy
0914	1	19 MPG City / 26 MPG Hwy
0915	1	21 MPG City / 27 MPG Hwy
0916	1	19 MPG City / 27 MPG Hwy
0917	1	13 MPG City / 18 MPG Hwy
0918	1	12 MPG City / 17 MPG Hwy
0919	1	14 MPG City / 20 MPG Hwy
0920	1	13 MPG City / 19 MPG Hwy
0921	1	14 MPG City / 18 MPG Hwy
0922	1	12 MPG City / 17 MPG Hwy
0923	1	13 MPG City / 18 MPG Hwy
0924	1	13 MPG City / 18 MPG Hwy
0925	1	14 MPG City / 19 MPG Hwy
0926	1	14 MPG City / 19 MPG Hwy
0927	1	13 MPG City / 18 MPG Hwy
0928	1	14 MPG City / 19 MPG Hwy
0929	1	19 MPG City / 24 MPG Hwy
0930	1	18 MPG City / 24 MPG Hwy
0931	1	16 MPG City / 22 MPG Hwy
0932	1	19 MPG City / 24 MPG Hwy
0933	1	18 MPG City / 24 MPG Hwy
0934	1	18 MPG City / 24 MPG Hwy
0935	1	18 MPG City / 24 MPG Hwy
0936	1	16 MPG City / 22 MPG Hwy
0937	1	17 MPG City / 23 MPG Hwy
0938	1	17 MPG City / 23 MPG Hwy
0939	1	17 MPG City / 23 MPG Hwy
0940	1	16 MPG City / 21 MPG Hwy
0941	1	19 MPG City / 25 MPG Hwy
0942	1	18 MPG City / 21 MPG Hwy
0943	1	18 MPG City / 21 MPG Hwy
0944	1	16 MPG City / 20 MPG Hwy
0945	1	21 MPG City / 25 MPG Hwy
0946	1	14 MPG City / 18 MPG Hwy
0947	1	17 MPG City / 21 MPG Hwy
0948	1	16 MPG City / 20 MPG Hwy
0949	1	19 MPG City / 25 MPG Hwy
0950	1	21 MPG City / 25 MPG Hwy
0951	1	19 MPG City / 25 MPG Hwy
0952	1	16 MPG City / 20 MPG Hwy
0953	1	14 MPG City / 18 MPG Hwy
0954	1	15 MPG City / 19 MPG Hwy
0955	1	16 MPG City / 20 MPG Hwy
0956	1	17 MPG City / 22 MPG Hwy
0957	1	14 MPG City / 18 MPG Hwy
0958	1	17 MPG City / 21 MPG Hwy
0959	1	17 MPG City / 21 MPG Hwy
0960	1	16 MPG City / 20 MPG Hwy
0961	1	20 MPG City / 26 MPG Hwy
0962	1	20 MPG City / 26 MPG Hwy
0963	1	15 MPG City / 18 MPG Hwy
0964	1	14 MPG City / 18 MPG Hwy
0965	1	15 MPG City / 18 MPG Hwy
0966	1	14 MPG City / 18 MPG Hwy
0967	1	13 MPG City / 17 MPG Hwy
0968	1	13 MPG City / 17 MPG Hwy
0969	1	13 MPG City / 17 MPG Hwy
0970	1	14 MPG City / 19 MPG Hwy
0971	1	15 MPG City / 20 MPG Hwy
0972	1	14 MPG City / 18 MPG Hwy
0973	1	13 MPG City / 17 MPG Hwy
0974	1	14 MPG City / 18 MPG Hwy
0975	1	13 MPG City / 17 MPG Hwy
0976	1	16 MPG City / 20 MPG Hwy
0977	1	13 MPG City / 17 MPG Hwy
0978	1	14 MPG City / 18 MPG Hwy
0979	1	13 MPG City / 17 MPG Hwy
0980	1	13 MPG City / 17 MPG Hwy
0981	1	13 MPG City / 17 MPG Hwy
0982	1	14 MPG City / 19 MPG Hwy
0983	1	14 MPG City / 19 MPG Hwy
0984	1	15 MPG City / 20 MPG Hwy
0985	1	15 MPG City / 20 MPG Hwy
0986	1	14 MPG City / 18 MPG Hwy
0987	1	13 MPG City / 17 MPG Hwy
0988	1	13 MPG City / 17 MPG Hwy
0989	1	13 MPG City / 17 MPG Hwy
0990	1	15 MPG City / 20 MPG Hwy
0991	1	14 MPG City / 19 MPG Hwy
0992	1	13 MPG City / 17 MPG Hwy
0993	1	14 MPG City / 18 MPG Hwy
0994	1	13 MPG City / 17 MPG Hwy
0995	1	15 MPG City / 20 MPG Hwy
0996	1	13 MPG City / 17 MPG Hwy
0997	1	13 MPG City / 17 MPG Hwy
0998	1	13 MPG City / 17 MPG Hwy
0999	1	15 MPG City / 19 MPG Hwy
1000	1	20 MPG City / 28 MPG Hwy
1001	1	21 MPG City / 29 MPG Hwy
1002	1	18 MPG City / 25 MPG Hwy
1003	1	29 MPG City / 35 MPG Hwy
1004	1	29 MPG City / 36 MPG Hwy
1005	1	29 MPG City / 36 MPG Hwy
1006	1	29 MPG City / 36 MPG Hwy
1007	1	29 MPG City / 35 MPG Hwy
1008	1	29 MPG City / 35 MPG Hwy
1009	1	29 MPG City / 36 MPG Hwy
1010	1	22 MPG City / 31 MPG Hwy
1011	1	22 MPG City / 31 MPG Hwy
1012	1	22 MPG City / 31 MPG Hwy
1013	1	21 MPG City / 31 MPG Hwy
1014	1	22 MPG City / 31 MPG Hwy
1015	1	22 MPG City / 31 MPG Hwy
1016	1	21 MPG City / 31 MPG Hwy
1017	1	22 MPG City / 31 MPG Hwy
1018	1	22 MPG City / 31 MPG Hwy
1019	1	21 MPG City / 31 MPG Hwy
1020	1	22 MPG City / 31 MPG Hwy
1021	1	22 MPG City / 31 MPG Hwy
1022	1	21 MPG City / 31 MPG Hwy
1023	1	22 MPG City / 31 MPG Hwy
1024	1	22 MPG City / 31 MPG Hwy
1025	1	22 MPG City / 31 MPG Hwy
1026	1	21 MPG City / 31 MPG Hwy
1027	1	22 MPG City / 30 MPG Hwy
1028	1	22 MPG City / 30 MPG Hwy
1029	1	22 MPG City / 30 MPG Hwy
1030	1	22 MPG City / 29 MPG Hwy
1031	1	21 MPG City / 31 MPG Hwy
1032	1	22 MPG City / 29 MPG Hwy
1033	1	22 MPG City / 29 MPG Hwy
1034	1	24 MPG City / 31 MPG Hwy
1035	1	23 MPG City / 33 MPG Hwy
1036	1	30 MPG City / 42 MPG Hwy
1037	1	30 MPG City / 42 MPG Hwy
1038	1	23 MPG City / 30 MPG Hwy
1039	1	22 MPG City / 30 MPG Hwy
1040	1	23 MPG City / 30 MPG Hwy
1041	1	23 MPG City / 30 MPG Hwy
1042	1	30 MPG City / 42 MPG Hwy
1043	1	30 MPG City / 42 MPG Hwy
1044	1	30 MPG City / 41 MPG Hwy
1045	1	30 MPG City / 41 MPG Hwy
1046	1	24 MPG City / 33 MPG Hwy
1047	1	21 MPG City / 31 MPG Hwy
1048	1	24 MPG City / 32 MPG Hwy
1049	1	21 MPG City / 31 MPG Hwy
1050	1	21 MPG City / 31 MPG Hwy
1051	1	21 MPG City / 31 MPG Hwy
1052	1	24 MPG City / 33 MPG Hwy
1053	1	21 MPG City / 31 MPG Hwy
1054	1	24 MPG City / 32 MPG Hwy
1055	1	21 MPG City / 31 MPG Hwy
1056	1	24 MPG City / 32 MPG Hwy
1057	1	21 MPG City / 31 MPG Hwy
1058	1	24 MPG City / 33 MPG Hwy
1059	1	24 MPG City / 32 MPG Hwy
1060	1	21 MPG City / 31 MPG Hwy
1061	1	21 MPG City / 31 MPG Hwy
1062	1	21 MPG City / 31 MPG Hwy
1063	1	21 MPG City / 31 MPG Hwy
1064	1	23 MPG City / 29 MPG Hwy
1065	1	24 MPG City / 34 MPG Hwy
1066	1	30 MPG City / 42 MPG Hwy
1067	1	30 MPG City / 42 MPG Hwy
1068	1	30 MPG City / 42 MPG Hwy
1069	1	23 MPG City / 33 MPG Hwy
1070	1	23 MPG City / 33 MPG Hwy
1071	1	24 MPG City / 31 MPG Hwy
1072	1	23 MPG City / 33 MPG Hwy
1073	1	24 MPG City / 31 MPG Hwy
1074	1	23 MPG City / 33 MPG Hwy
1075	1	23 MPG City / 33 MPG Hwy
1076	1	24 MPG City / 31 MPG Hwy
1077	1	23 MPG City / 33 MPG Hwy
1078	1	24 MPG City / 31 MPG Hwy
1079	1	23 MPG City / 33 MPG Hwy
1080	1	24 MPG City / 31 MPG Hwy
1081	1	23 MPG City / 33 MPG Hwy
1082	1	24 MPG City / 31 MPG Hwy
1083	1	23 MPG City / 33 MPG Hwy
1084	1	24 MPG City / 31 MPG Hwy
1085	1	23 MPG City / 33 MPG Hwy
1086	1	24 MPG City / 31 MPG Hwy
1087	1	23 MPG City / 33 MPG Hwy
1088	1	23 MPG City / 33 MPG Hwy
1089	1	24 MPG City / 31 MPG Hwy
1090	1	30 MPG City / 42 MPG Hwy
1091	1	20 MPG City / 29 MPG Hwy
1092	1	21 MPG City / 30 MPG Hwy
1093	1	21 MPG City / 30 MPG Hwy
1094	1	21 MPG City / 30 MPG Hwy
1095	1	20 MPG City / 29 MPG Hwy
1096	1	20 MPG City / 29 MPG Hwy
1097	1	29 MPG City / 40 MPG Hwy
1098	1	29 MPG City / 40 MPG Hwy
1099	1	30 MPG City / 41 MPG Hwy
1100	1	29 MPG City / 40 MPG Hwy
1101	1	30 MPG City / 41 MPG Hwy
1102	1	22 MPG City / 29 MPG Hwy
1103	1	21 MPG City / 31 MPG Hwy
1104	1	20 MPG City / 29 MPG Hwy
1105	1	20 MPG City / 28 MPG Hwy
1106	1	20 MPG City / 28 MPG Hwy
1107	1	20 MPG City / 29 MPG Hwy
1108	1	20 MPG City / 28 MPG Hwy
1109	1	20 MPG City / 28 MPG Hwy
1110	1	22 MPG City / 31 MPG Hwy
1111	1	22 MPG City / 31 MPG Hwy
1112	1	22 MPG City / 31 MPG Hwy
1113	1	22 MPG City / 31 MPG Hwy
1114	1	16 MPG City / 23 MPG Hwy
1115	1	16 MPG City / 23 MPG Hwy
1116	1	17 MPG City / 25 MPG Hwy
1117	1	17 MPG City / 25 MPG Hwy
1118	1	17 MPG City / 25 MPG Hwy
1119	1	17 MPG City / 25 MPG Hwy
1120	1	17 MPG City / 25 MPG Hwy
1121	1	21 MPG City / 30 MPG Hwy
1122	1	21 MPG City / 30 MPG Hwy
1123	1	20 MPG City / 29 MPG Hwy
1124	1	29 MPG City / 40 MPG Hwy
1125	1	20 MPG City / 25 MPG Hwy
1126	1	20 MPG City / 25 MPG Hwy
1127	1	19 MPG City / 25 MPG Hwy
1128	1	18 MPG City / 24 MPG Hwy
1129	1	18 MPG City / 24 MPG Hwy
1130	1	19 MPG City / 28 MPG Hwy
1131	1	16 MPG City / 23 MPG Hwy
1132	1	18 MPG City / 25 MPG Hwy
1133	1	14 MPG City / 20 MPG Hwy
1134	1	21 MPG City / 29 MPG Hwy
1135	1	21 MPG City / 29 MPG Hwy
1136	1	19 MPG City / 28 MPG Hwy
1137	1	20 MPG City / 28 MPG Hwy
1138	1	21 MPG City / 29 MPG Hwy
1139	1	20 MPG City / 27 MPG Hwy
1140	1	21 MPG City / 30 MPG Hwy
1141	1	18 MPG City / 26 MPG Hwy
1142	1	15 MPG City / 22 MPG Hwy
1143	1	21 MPG City / 30 MPG Hwy
1144	1	20 MPG City / 26 MPG Hwy
1145	1	18 MPG City / 24 MPG Hwy
1146	1	18 MPG City / 25 MPG Hwy
1147	1	17 MPG City / 22 MPG Hwy
1148	1	16 MPG City / 22 MPG Hwy
1149	1	16 MPG City / 21 MPG Hwy
1150	1	16 MPG City / 21 MPG Hwy
1151	1	18 MPG City / 24 MPG Hwy
1152	1	18 MPG City / 25 MPG Hwy
1153	1	17 MPG City / 22 MPG Hwy
1154	1	16 MPG City / 22 MPG Hwy
1155	1	16 MPG City / 22 MPG Hwy
1156	1	15 MPG City / 21 MPG Hwy
1157	1	15 MPG City / 21 MPG Hwy
1158	1	15 MPG City / 22 MPG Hwy
1159	1	15 MPG City / 22 MPG Hwy
1160	1	13 MPG City / 19 MPG Hwy
1161	1	17 MPG City / 24 MPG Hwy
1162	1	16 MPG City / 22 MPG Hwy
1163	1	17 MPG City / 24 MPG Hwy
1164	1	16 MPG City / 22 MPG Hwy
1165	1	19 MPG City / 30 MPG Hwy
1166	1	19 MPG City / 30 MPG Hwy
1167	1	19 MPG City / 30 MPG Hwy
1168	1	16 MPG City / 25 MPG Hwy
1169	1	17 MPG City / 26 MPG Hwy
1170	1	17 MPG City / 27 MPG Hwy
1171	1	17 MPG City / 27 MPG Hwy
1172	1	15 MPG City / 23 MPG Hwy
1173	1	17 MPG City / 26 MPG Hwy
1174	1	17 MPG City / 26 MPG Hwy
1175	1	17 MPG City / 26 MPG Hwy
1176	1	18 MPG City / 27 MPG Hwy
1177	1	18 MPG City / 27 MPG Hwy
1178	1	18 MPG City / 26 MPG Hwy
1179	1	16 MPG City / 26 MPG Hwy
1180	1	18 MPG City / 27 MPG Hwy
1181	1	18 MPG City / 26 MPG Hwy
1182	1	18 MPG City / 26 MPG Hwy
1183	1	18 MPG City / 27 MPG Hwy
1184	1	18 MPG City / 27 MPG Hwy
1185	1	18 MPG City / 27 MPG Hwy
1186	1	18 MPG City / 27 MPG Hwy
1187	1	18 MPG City / 27 MPG Hwy
1188	1	18 MPG City / 26 MPG Hwy
1189	1	18 MPG City / 27 MPG Hwy
1190	1	18 MPG City / 26 MPG Hwy
1191	1	18 MPG City / 27 MPG Hwy
1192	1	18 MPG City / 26 MPG Hwy
1193	1	14 MPG City / 19 MPG Hwy
1194	1	14 MPG City / 19 MPG Hwy
1195	1	15 MPG City / 23 MPG Hwy
1196	1	15 MPG City / 23 MPG Hwy
1197	1	15 MPG City / 23 MPG Hwy
1198	1	15 MPG City / 22 MPG Hwy
1199	1	13 MPG City / 18 MPG Hwy
1200	1	13 MPG City / 18 MPG Hwy
1201	1	14 MPG City / 18 MPG Hwy
1202	1	13 MPG City / 18 MPG Hwy
1203	1	14 MPG City / 20 MPG Hwy
1204	1	13 MPG City / 20 MPG Hwy
1205	1	14 MPG City / 20 MPG Hwy
1206	1	13 MPG City / 20 MPG Hwy
1207	1	14 MPG City / 20 MPG Hwy
1208	1	14 MPG City / 18 MPG Hwy
1209	1	13 MPG City / 18 MPG Hwy
1210	1	13 MPG City / 18 MPG Hwy
1211	1	14 MPG City / 18 MPG Hwy
1212	1	14 MPG City / 18 MPG Hwy
1213	0	<NULL>
1214	0	<NULL>
1215	1	14 MPG City / 20 MPG Hwy
1216	0	<NULL>
1217	1	13 MPG City / 18 MPG Hwy
1218	1	20 MPG City / 23 MPG Hwy
1219	1	20 MPG City / 23 MPG Hwy
