auto	yahoo	price
1396	1	$59,475
1397	1	$46,500
1398	1	$52,400
1399	1	$61,550
1400	1	$46,600
1401	1	$15,345
1402	1	$16,255
1403	1	$19,185
1404	1	$21,645
1405	1	$22,145
1406	1	$15,850
1407	1	$16,800
1408	1	$18,320
1409	1	$15,995
1410	1	$17,195
1411	1	$16,880
1412	1	$17,995
1413	1	$18,060
1414	1	$19,995
1415	1	$17,995
1416	1	$18,495
1417	1	$19,995
1418	1	$17,820
1419	1	$18,275
1420	1	$19,275
1421	1	$18,720
1422	1	$19,720
1423	1	$21,420
1424	1	$18,745
1425	1	$19,745
1426	1	$23,495
1427	1	$23,495
1428	1	$24,695
1429	1	$24,695
1430	1	$27,590
1431	1	$19,290
1432	1	$25,690
1433	1	$19,800
1434	1	$21,300
1435	1	$23,100
1436	1	$24,520
1437	1	$35,435
1438	1	$35,735
1439	1	$36,470
1440	1	$36,770
1441	1	$41,790
1442	1	$42,090
1443	1	$47,195
1444	1	$47,995
1445	1	$37,700
1446	1	$47,500
1447	1	$43,770
1448	1	$44,435
1449	1	$45,375
1450	1	$47,280
1451	1	$48,870
1452	1	$53,170
1453	1	$41,550
1454	1	$46,630
1455	1	$49,945
1456	1	$41,490
1457	1	$46,030
1458	1	$47,510
1459	1	$42,715
1460	1	$43,415
1461	1	$45,865
1462	1	$46,565
1463	1	$46,750
1464	1	$44,185
1465	1	$47,765
1466	1	$46,845
1467	1	$48,745
1468	1	$50,385
1469	1	$52,285
1470	1	$56,345
1471	1	$68,785
1472	1	$70,335
1473	1	$46,925
1474	1	$47,250
1475	1	$51,465
1476	1	$58,000
1477	1	$35,585
1478	1	$38,485
1479	1	$41,390
1480	1	$44,290
1481	1	$46,060
1482	1	$46,470
1483	1	$48,590
1484	1	$35,830
1485	1	$38,440
1486	1	$39,355
1487	1	$41,340
1488	1	$42,255
1489	1	$44,050
1490	1	$45,110
1491	1	$47,760
1492	1	$48,010
1493	1	$49,030
1494	1	$50,660
1495	1	$42,440
1496	1	$43,110
1497	1	$49,690
1498	1	$52,490
1499	1	$38,165
1500	1	$40,065
1501	1	$42,605
1502	1	$44,505
1503	1	$47,010
1504	1	$48,910
1505	1	$48,030
1506	1	$39,040
1507	1	$39,240
1508	1	$43,815
1509	1	$44,015
1510	1	$48,030
1511	1	$41,860
1512	1	$48,190
1513	1	$42,005
1514	1	$43,775
1515	1	$44,845
1516	1	$46,270
1517	1	$46,615
1518	1	$47,900
1519	1	$50,745
1520	1	$42,230
1521	1	$47,805
1522	1	$51,855
1523	1	$53,755
1524	1	$44,330
1525	1	$48,765
1526	1	$50,355
1527	1	$49,850
1528	1	$48,665
1529	1	$57,710
1530	1	$62,690
1531	1	$48,645
1532	1	$49,300
1533	1	$50,800
1534	1	$44,980
1535	1	$50,765
1536	1	$40,165
1537	1	$40,965
1538	1	$41,565
1539	1	$42,865
1540	1	$43,365
1541	1	$48,665
1542	1	$39,200
1543	1	$42,950
1544	1	$50,950
1545	1	$42,375
1546	1	$42,575
1547	1	$46,750
1548	1	$50,765
1549	1	$50,965
1550	1	$45,000
1551	1	$45,200
1552	1	$45,500
1553	1	$51,700
1554	1	$58,700
1555	1	$51,020
1556	1	$55,660
1557	1	$50,450
1558	1	$54,250
1559	1	$46,900
1560	1	$50,900
1561	1	$61,000
1562	1	$47,130
1563	1	$47,280
1564	1	$50,820
1565	1	$50,720
1566	1	$53,525
1567	1	$51,185
1568	1	$42,580
1569	1	$48,155
1570	1	$45,600
1571	1	$47,550
1572	1	$54,070
1573	1	$47,950
1574	1	$54,650
1575	1	$45,950
1576	1	$48,250
1577	1	$47,950
1578	1	$54,470
1579	1	$46,300
1580	1	$51,800
1581	1	$58,900
1582	1	$46,925
1583	1	$52,595
1584	1	$53,300
1585	1	$54,010
1586	1	$52,400
1587	1	$53,600
1588	1	$67,600
1589	1	$79,600
1590	1	$53,000
1591	1	$53,995
1592	1	$43,430
1593	1	$52,915
1594	1	$52,915
1595	1	$59,955
1596	1	$44,500
1597	1	$48,950
1598	1	$56,750
1599	1	$45,495
1600	1	$49,995
1601	1	$56,045
1602	1	$46,680
1603	1	$51,925
1604	1	$59,875
1605	1	$56,300
1606	1	$48,050
1607	1	$54,650
1608	1	$56,300
1609	1	$48,850
1610	1	$50,900
1611	1	$57,100
1612	1	$87,600
1613	1	$53,155
1614	1	$55,985
1615	1	$56,655
1616	1	$56,790
1617	1	$58,600
1618	1	$59,800
1619	1	$61,790
1620	1	$62,495
1621	1	$74,305
1622	1	$76,970
1623	1	$58,400
1624	1	$67,050
1625	1	$55,400
1626	1	$58,400
1627	1	$55,665
1628	1	$63,900
1629	1	$35,300
1630	1	$39,750
1631	1	$57,350
1632	1	$39,030
1633	1	$42,255
1634	1	$42,880
1635	1	$42,880
1636	1	$49,140
1637	1	$52,365
1638	1	$56,180
1639	1	$59,405
1640	1	$59,405
1641	1	$49,600
1642	1	$62,000
1643	1	$45,200
1644	1	$53,310
1645	1	$59,150
1646	1	$52,345
1647	1	$58,450
1648	1	$55,905
1649	1	$57,450
1650	1	$57,950
1651	1	$58,515
1652	1	$59,000
1653	1	$59,010
1654	1	$73,345
1655	1	$51,800
1656	1	$54,000
1657	1	$57,500
1658	1	$60,565
1659	1	$48,650
1660	1	$51,400
1661	1	$61,500
1662	1	$57,850
1663	1	$59,800
1664	1	$57,155
1665	1	$60,055
1666	1	$57,200
1667	1	$58,500
1668	1	$59,950
1669	1	$60,720
1670	1	$60,950
1671	1	$61,950
1672	1	$84,450
1673	1	$61,420
1674	1	$69,000
1675	1	$61,885
1676	1	$67,075
1677	1	$69,465
1678	1	$62,165
1679	1	$46,900
1680	1	$51,900
1681	1	$56,500
1682	1	$67,200
1683	1	$57,000
1684	1	$67,700
1685	1	$58,000
1686	1	$64,500
1687	1	$62,495
1688	1	$65,045
1689	1	$68,610
1690	1	$71,160
1691	1	$81,625
1692	1	$84,125
1693	1	$65,380
1694	1	$68,905
1695	1	$70,925
1696	1	$65,380
1697	1	$70,925
1698	1	$73,230
1699	1	$65,690
1700	1	$74,995
1701	1	$74,380
1702	1	$74,870
1703	1	$87,345
1704	1	$67,370
1705	1	$68,405
1706	1	$73,425
1707	1	$85,225
1708	1	$74,550
1709	1	$56,150
1710	1	$63,160
1711	1	$65,710
1712	1	$76,390
1713	1	$84,790
1714	1	$85,640
1715	1	$65,100
1716	1	$71,215
1717	1	$74,205
1718	1	$76,705
1719	1	$86,680
1720	1	$72,700
1721	1	$90,700
1722	1	$110,200
1723	1	$76,100
1724	1	$88,800
1725	1	$88,800
1726	1	$99,800
1727	1	$78,450
1728	1	$80,790
1729	1	$84,060
1730	1	$95,100
1731	1	$95,100
1732	1	$106,100
1733	1	$85,500
1734	1	$45,700
1735	1	$49,700
1736	1	$46,490
1737	1	$57,590
1738	1	$92,590
1739	1	$74,000
1740	1	$99,050
1741	1	$78,425
1742	1	$88,150
1743	1	$95,150
1744	1	$83,000
1745	1	$96,125
1746	1	$102,125
1747	1	$104,625
1748	1	$88,900
1749	1	$88,900
1750	1	$92,100
1751	1	$15,605
1752	1	$17,555
1753	1	$18,355
1754	1	$19,605
1755	1	$20,405
1756	1	$21,955
1757	1	$23,955
1758	1	$17,445
1759	1	$20,275
1760	1	$20,675
1761	1	$20,460
1762	1	$24,550
1763	1	$18,995
1764	1	$20,495
1765	1	$19,195
1766	1	$27,045
1767	1	$20,120
1768	1	$22,115
1769	1	$25,995
1770	1	$28,495
1771	1	$20,450
1772	1	$24,050
1773	1	$31,000
1774	1	$22,050
1775	1	$23,300
1776	1	$24,060
1777	1	$25,310
1778	1	$20,490
1779	1	$21,735
1780	1	$20,555
1781	1	$24,350
1782	1	$25,700
1783	1	$27,455
1784	1	$72,400
1785	1	$126,300
1786	1	$53,135
1787	1	$56,635
1788	1	$56,770
1789	1	$59,780
1790	1	$62,475
1791	1	$63,280
1792	1	$64,780
1793	1	$81,455
1794	1	$106,880
1795	1	$116,880
1796	1	$82,000
1797	1	$85,000
1798	1	$88,900
1799	1	$137,000
1800	1	$122,700
1801	1	$124,450
1802	1	$109,000
1803	1	$112,200
1804	1	$123,300
1805	1	$155,100
1806	1	$117,500
1807	1	$135,000
1808	1	Not Available
1809	1	$143,800
1810	1	$133,550
1811	1	$149,700
1812	1	$102,600
1813	1	$198,750
1814	1	$110,400
1815	1	$154,400
1816	1	$177,600
1817	1	$202,500
1818	1	$207,700
1819	1	$183,000
1820	1	$186,925
1821	1	$217,310
1822	1	$231,400
1823	1	$229,100
1824	1	$210,000
1825	1	$267,990
1826	1	$266,000
1827	1	$279,500
1828	1	$286,968
1829	1	$302,584
1830	1	$319,038
1831	1	$360,400
1832	1	$388,800
1833	1	$422,700
1834	1	$380,000
1835	1	$408,000
1836	1	$443,000
1837	1	$450,000
1838	1	$405,500
1839	1	$417,000
1840	1	Not Available
1841	1	Not Available
1842	1	Not Available
1843	1	Not Available
1844	1	Not Available
1845	1	Not Available
1846	1	$17,520
1847	1	$18,775
1848	1	$22,025
1849	1	$23,195
1850	1	$25,595
1851	1	$20,995
1852	1	$18,295
1853	1	$20,295
1854	1	$21,795
1855	1	$18,495
1856	1	$21,695
1857	1	$22,995
1858	1	$18,999
1859	1	$21,499
1860	1	$21,749
1861	1	$22,499
1862	1	$24,849
1863	1	$19,030
1864	1	$20,030
1865	1	$19,900
1866	1	$24,740
1867	1	$19,995
1868	1	$27,995
1869	1	$27,995
1870	1	$21,350
1871	1	$24,390
1872	1	$25,045
1873	1	$27,025
1874	1	$27,525
1875	1	$21,795
1876	1	$20,699
1877	1	$24,185
1878	1	$23,190
1879	1	$24,990
1880	1	$26,390
1881	1	$29,250
1882	1	$25,995
1883	1	$26,645
1884	1	$28,595
1885	1	$21,800
1886	1	$16,230
1887	1	$16,245
1888	1	$19,380
1889	1	$25,460
1890	1	$19,200
1891	1	$23,210
1892	1	$19,630
1893	1	$20,695
1894	1	$22,595
1895	1	$23,450
1896	1	$21,020
1897	1	$25,625
1898	1	$27,375
1899	1	$21,185
1900	1	$22,245
1901	1	$22,585
1902	1	$22,655
1903	1	$21,385
1904	1	$22,260
1905	1	$22,600
1906	1	$21,540
1907	1	$22,490
1908	1	$25,950
1909	1	$27,650
1910	1	$31,335
1911	1	$33,035
1912	1	$22,055
1913	1	$24,055
1914	1	$22,060
1915	1	$22,360
1916	1	$22,205
1917	1	$22,605
1918	1	$22,530
1919	1	$23,785
1920	1	$22,530
1921	1	$23,905
1922	1	$28,780
1923	1	$22,615
1924	1	$23,535
1925	1	$24,365
1926	1	$25,285
1927	1	$25,620
1928	1	$29,970
1929	1	$16,255
1930	1	$20,255
1931	1	$21,005
1932	1	$21,455
1933	1	$22,255
1934	1	$23,005
1935	1	$17,540
1936	1	$19,640
1937	1	$20,440
1938	1	$25,010
1939	1	$23,435
1940	1	$18,999
1941	1	$20,549
1942	1	$22,449
1943	1	$22,999
1944	1	$25,499
1945	1	$19,510
1946	1	$19,510
1947	1	$23,240
1948	1	$19,515
1949	1	$20,580
1950	1	$22,155
1951	1	$22,485
1952	1	$19,825
1953	1	$23,455
1954	1	$25,830
1955	1	$21,980
1956	1	$22,980
1957	1	$23,730
1958	1	$24,905
1959	1	$27,080
1960	1	$27,355
1961	1	$29,430
1962	1	$29,555
1963	1	$31,630
1964	1	$21,590
1965	1	$23,235
1966	1	$24,985
1967	1	$25,750
1968	1	$26,750
1969	1	$28,500
1970	1	$22,995
1971	1	$23,200
1972	1	$23,110
1973	1	$23,985
1974	1	$23,340
1975	1	$25,310
1976	1	$25,630
1977	1	$25,095
1978	1	$28,495
1979	1	$29,745
1980	1	$21,599
1981	1	$22,590
1982	1	$23,965
1983	1	$22,680
1984	1	$26,875
1985	1	$30,945
1986	1	$23,465
1987	1	$24,070
1988	1	$25,800
1989	1	$23,935
1990	1	$27,240
1991	1	$25,150
1992	1	$27,150
1993	1	$24,090
1994	1	$24,390
1995	1	$30,085
1996	1	$24,390
1997	1	$30,495
1998	1	$24,100
1999	1	$26,300
