auto	autoweb	engine
0540	1	3.8L 24V DOHC V6 Twin Turbo (VR38DETT)
0541	1	1.6L 16-Valve DOHC I4
0542	1	1.6L 16-Valve DOHC I4
0543	1	1.6L 16-Valve DOHC I4
0544	1	80kW AC Synchronous Electric Motor
0545	1	80kW AC Synchronous Electric Motor
0546	1	3.5L DOHC 24-Valve V6
0547	1	3.5L DOHC 24-Valve V6
0548	1	3.5L DOHC 24-Valve V6
0549	1	3.5L V6 DOHC 24-Valve
0550	1	3.5L V6 DOHC 24-Valve
0551	1	3.5L V6 DOHC 24-Valve
0552	1	3.5L V6 DOHC 24-Valve
0553	1	3.5L V6 DOHC 24-Valve
0554	1	3.5L V6 DOHC 24-Valve
0555	1	4.0L DOHC V6
0556	1	5.6L DOHC Endurance V8
0557	1	4.0L DOHC V6
0558	1	4.0L DOHC V6
0559	1	4.0L DOHC V6
0560	1	4.0L DOHC V6
0561	1	3.5L DOHC 24-Valve V6
0562	1	3.5L DOHC 24-Valve V6
0563	1	2.5L DOHC 16-Valve I4
0564	1	2.5L DOHC 16-Valve I4
0565	1	2.5L DOHC 16-Valve I4
0566	1	2.5L DOHC 16-Valve I4
0567	1	2.5L DOHC 16-Valve I4
0568	1	2.0L DOHC 16-Valve 4-Cylinder
0569	1	2.0L DOHC 16-Valve 4-Cylinder
0570	1	2.0L DOHC 16-Valve 4-Cylinder
0571	1	2.5L DOHC 4-Cylinder
0572	1	2.0L DOHC 16-Valve 4-Cylinder
0573	1	2.0L DOHC 16-Valve 4-Cylinder
0574	1	2.5L DOHC 4-Cylinder
0575	1	2.5L High Output DOHC 4-Cylinder
0576	1	Endurance 5.6L DOHC 32-Valve V8
0577	1	Endurance 5.6L DOHC 32-Valve V8
0578	1	Endurance 5.6L DOHC 32-Valve V8
0579	1	Endurance 5.6L DOHC 32-Valve V8
0580	1	Endurance 5.6L DOHC 32-Valve V8
0581	1	Endurance 5.6L DOHC 32-Valve V8
0582	1	Endurance 5.6L DOHC 32-Valve V8
0583	1	Endurance 5.6L DOHC 32-Valve V8
0584	1	Endurance 5.6L DOHC 32-Valve V8
0585	1	Endurance 5.6L DOHC 32-Valve V8
0586	1	Endurance 5.6L DOHC 32-Valve V8
0587	1	Endurance 5.6L DOHC 32-Valve V8
0588	1	Endurance 5.6L DOHC 32-Valve V8
0589	1	Endurance 5.6L DOHC 32-Valve V8
0590	1	1.6L DOHC 16 Valve 4-Cylinder
0591	1	1.8L DOHC 16 Valve 4-Cylinder
0592	1	1.8L DOHC 16 Valve 4-Cylinder
0593	1	1.6L DOHC 16 Valve 4-Cylinder
0594	1	1.8L DOHC 16 Valve 4-Cylinder
0595	1	1.8L DOHC 16 Valve 4-Cylinder
0596	1	1.8L DOHC 16 Valve 4-Cylinder
0597	1	4.0L DOHC 24-Valve V6
0598	1	4.0L DOHC 24-Valve V6
0599	1	4.0L DOHC 24-Valve V6
0600	1	4.0L DOHC 24-Valve V6
0601	1	4.0L DOHC 24-Valve V6
0602	1	4.0L DOHC 24-Valve V6
0603	1	4.0L DOHC 24-Valve V6
0604	1	4.0L DOHC 24-Valve V6
0605	1	4.0L DOHC 24-Valve V6
0606	1	4.0L DOHC 24-Valve V6
0607	1	4.0L V6 DOHC SMPI
0608	1	4.0L V6 DOHC SMPI
0609	1	4.0L V6 DOHC SMPI
0610	1	2.7L I-4 DOHC SMPI
0611	1	4.0L V6 DOHC SMPI
0612	1	4.0L V6 DOHC SMPI
0613	1	4.0L V6 DOHC SMPI
0614	1	3.5L DOHC 24-Valve Dual VVT-i V6
0615	1	2.5L I-4 DOHC SMPI
0616	1	2.5L I-4 DOHC SMPI
0617	1	3.5L V6 DOHC SMPI
0618	1	2.5L I-4 DOHC SMPI
0619	1	2.5L I-4 DOHC SMPI
0620	1	2.5L I-4 DOHC SMPI
0621	1	2.5L I-4 DOHC SMPI
0622	1	2.5L I-4 DOHC SMPI
0623	1	2.5L I-4 DOHC SMPI
0624	1	3.5L V6 DOHC SMPI
0625	1	2.5L I-4 DOHC SMPI
0626	1	2.5L I-4 DOHC SMPI
0627	1	2.4L I-4 Hybrid
0628	1	1.8L I-4 DOHC Dual VVT-i
0629	1	1.8L I-4 DOHC Dual VVT-i
0630	1	1.8L I-4 DOHC Dual VVT-i
0631	1	1.8L I-4 DOHC Dual VVT-i
0632	1	1.8L I-4 DOHC Dual VVT-i
0633	1	1.8L I-4 DOHC Dual VVT-i
0634	1	1.8L I-4 DOHC Dual VVT-i
0635	1	1.8L I-4 DOHC Dual VVT-i
0636	1	4.0L V6 DOHC 24V w/VVT-i
0637	1	4.0L V6 DOHC 24V w/VVT-i
0638	1	4.0L V6 DOHC 24V w/VVT-i
0639	1	4.0L V6 DOHC 24V w/VVT-i
0640	1	2.7L 4-Cylinder DOHC 16-Valve
0641	1	3.5L V6 DOHC SMPI
0642	1	3.5L V6 DOHC SMPI
0643	1	2.7L 4-Cylinder DOHC 16-Valve
0644	1	3.5L V6 DOHC SMPI
0645	1	2.7L 4-Cylinder DOHC 16-Valve
0646	1	3.5L V6 DOHC SMPI
0647	1	3.5L V6 DOHC SMPI
0648	1	3.5L V6 DOHC SMPI
0649	1	3.3L V6 DOHC MPI
0650	1	5.7L V8 DOHC SMPI
0651	1	2.4L I-4 DOHC SMPI
0652	1	1.8L I-4 DOHC SMPI
0653	1	1.8L I-4 DOHC SMPI
0654	1	2.4L I-4 DOHC SMPI
0655	1	1.8L I-4 DOHC SMPI
0656	1	2.4L I-4 DOHC SMPI
0657	1	2.4L I-4 DOHC SMPI
0658	1	1.8L 4-Cylinder DOHC 16V VVT-i
0659	1	1.8L 4-Cylinder DOHC 16V VVT-i
0660	1	1.8L 4-Cylinder DOHC 16V VVT-i
0661	1	1.8L 4-Cylinder DOHC 16V VVT-i
0662	1	1.8L 4-Cylinder DOHC 16V VVT-i
0663	1	2.5L DOHC 4-Cylinder w/Dual VVT-i
0664	1	2.5L DOHC 4-Cylinder w/Dual VVT-i
0665	1	3.5L DOHC V6 w/Dual VVT-i
0666	1	2.5L DOHC 4-Cylinder w/Dual VVT-i
0667	1	3.5L DOHC V6 w/Dual VVT-i
0668	1	3.5L DOHC V6 w/Dual VVT-i
0669	1	2.5L DOHC 4-Cylinder
0670	1	3.5L DOHC V6
0671	1	2.5L DOHC 4-Cylinder
0672	1	3.5L DOHC V6
0673	1	3.5L DOHC V6
0674	1	2.5L DOHC 4-Cylinder
0675	1	5.7L i-Force V8 DOHC EFI VVT-i
0676	1	5.7L i-Force V8 DOHC EFI VVT-I FFV
0677	1	4.6L i-Force V8 DOHC EFI VVT-i
0678	1	4.6L i-Force V8 DOHC EFI VVT-i
0679	1	5.7L i-Force V8 DOHC EFI VVT-i
0680	1	5.7L i-Force V8 DOHC EFI VVT-i
0681	1	5.7L V8 DOHC SMPI
0682	1	5.7L V8 DOHC SMPI FFV
0683	1	5.7L V8 DOHC SMPI
0684	1	5.7L V8 DOHC SMPI FFV
0685	1	4.6L V8 DOHC SMPI
0686	1	4.6L V8 DOHC SMPI
0687	1	5.7L V8 DOHC SMPI
0688	1	5.7L V8 DOHC SMPI
0689	1	5.7L V8 DOHC SMPI FFV
0690	1	3.5L DOHC V6 SMPI
0691	1	3.5L DOHC V6 SMPI
0692	1	3.5L DOHC V6 SMPI
0693	1	3.5L DOHC V6 SMPI
0694	1	3.5L DOHC V6 SMPI
0695	1	2.7L I-4 DOHC SMPI
0696	1	2.7L I-4 DOHC SMPI
0697	1	4.0L V6 DOHC SMPI
0698	1	2.7L I-4 DOHC SMPI
0699	1	2.7L I-4 DOHC SMPI
0700	1	4.0L V6 DOHC SMPI
0701	1	2.7L I-4 DOHC SMPI
0702	1	2.7L I-4 DOHC SMPI
0703	1	4.0L V6 DOHC SMPI
0704	1	4.0L V6 DOHC SMPI
0705	1	4.0L V6 DOHC SMPI
0706	1	4.0L V6 DOHC SMPI
0707	1	2.7L I-4 DOHC SMPI
0708	1	2.7L I-4 DOHC SMPI
0709	1	2.7L I-4 DOHC SMPI
0710	1	4.0L V6 DOHC SMPI
0711	1	4.0L V6 DOHC SMPI
0712	1	5.7L V8 DOHC w/i-Force
0713	1	5.7L V8 DOHC w/i-Force
0714	1	5.7L V8 DOHC w/i-Force
0715	1	5.7L V8 DOHC w/i-Force
0716	1	4.6L V8 DOHC 32V w/VVT - i
0717	1	5.7L V8 DOHC FFV w/i-Force
0718	1	5.7L V8 DOHC FFV w/i-Force
0719	1	5.7L V8 DOHC w/i-Force
0720	1	4.0L V6 DOHC 24V w/VVT - i
0721	1	4.0L V6 DOHC 24V w/VVT - i
0722	1	5.7L V8 DOHC FFV w/i-Force
0723	1	4.6L V8 DOHC 32V w/VVT - i
0724	1	4.6L V8 DOHC 32V w/VVT - i
0725	1	4.6L V8 DOHC 32V w/VVT - i
0726	1	5.7L V8 DOHC w/i-Force
0727	1	5.7L V8 DOHC w/i-Force
0728	1	5.7L V8 DOHC w/i-Force
0729	1	5.7L V8 DOHC w/i-Force
0730	1	5.7L V8 DOHC w/i-Force
0731	1	5.7L V8 DOHC FFV w/i-Force
0732	1	4.6L V8 DOHC 32V w/VVT - i
0733	1	4.6L V8 DOHC 32V w/VVT - i
0734	1	5.7L V8 DOHC w/i-Force
0735	1	5.7L V8 DOHC w/i-Force
0736	1	5.7L V8 DOHC w/i-Force
0737	1	5.7L V8 DOHC w/i-Force
0738	1	5.7L V8 DOHC FFV w/i-Force
0739	1	5.7L V8 DOHC FFV w/i-Force
0740	1	4.6L V8 DOHC 32V w/VVT - i
0741	1	4.6L V8 DOHC 32V w/VVT - i
0742	1	4.6L V8 DOHC 32V w/VVT - i
0743	1	5.7L V8 DOHC w/i-Force
0744	1	5.7L V8 DOHC w/i-Force
0745	1	5.7L V8 DOHC w/i-Force
0746	1	5.7L V8 DOHC w/i-Force
0747	1	5.7L V8 DOHC FFV w/i-Force
0748	1	2.7L I-4 DOHC SMPI
0749	1	3.5L V6 DOHC SMPI
0750	1	2.7L I-4 DOHC SMPI
0751	1	3.5L V6 DOHC SMPI
0752	1	1.5L I-4 DOHC 16-Valve VVT-i
0753	1	1.5L I-4 DOHC 16-Valve VVT-i
0754	1	1.5L I-4 DOHC 16-Valve VVT-i
0755	1	1.5L I-4 DOHC 16-Valve VVT-i
0756	1	1.5L I-4 DOHC 16-Valve VVT-i
0757	1	3.6L V6 VVT DI Direct Injection
0758	1	3.6L V6 VVT DI Direct Injection
0759	1	3.6L V6 VVT DI Direct Injection
0760	1	3.6L V6 VVT DI Direct Injection
0761	1	3.6L V6 VVT DI Direct Injection
0762	1	3.6L V6 VVT DI Direct Injection
0763	1	3.6L DOHC VVT V6 w/SIDI
0764	1	2.4L DOHC 4-Cylinder SIDI w/VVT
0765	1	3.6L DOHC VVT V6 w/SIDI
0766	1	3.0L V6 VVT DOHC SIDI
0767	1	3.6L V6 VVT DOHC SIDI
0768	1	3.9L V6 SFI FlexFuel
0769	1	Northstar 4.6L DOHC V8
0770	1	3.9L V6 SFI FlexFuel
0771	1	Northstar 4.6L DOHC V8
0772	1	1.6L CVVT DOHC 16-Valve I-4 MPI
0773	1	1.6L CVVT DOHC 16-Valve I-4 MPI
0774	1	1.6L CVVT DOHC 16-Valve I-4 MPI
0775	1	1.6L CVVT DOHC 16-Valve I-4 MPI
0776	1	1.6L CVVT DOHC 16-Valve I-4 MPI
0777	1	1.6L CVVT DOHC 16-Valve I-4 MPI
0778	1	1.6L CVVT DOHC 16-Valve I-4 MPI
0779	1	1.6L CVVT DOHC 16-Valve I-4 MPI
0780	1	1.6L CVVT DOHC 16-Valve I-4 MPI
0781	1	3.3L MPI-DOHC V6 Variable Intake System
0782	1	1.8L DOHC 4-Cylinder D-CVVT
0783	1	1.8L DOHC 4-Cylinder D-CVVT PZEV
0784	1	2.0L DOHC 4-Cylinder CVVT
0785	1	2.0L DOHC 4-Cylinder CVVT PZEV
0786	1	2.0L DOHC 4-Cylinder CVVT
0787	1	2.0L DOHC 4-Cylinder CVVT
0788	1	3.8L DOHC 24-Valve V6 w/Dual CVVT
0789	1	2.0L DOHC 16-Valve 4-Cylinder w/Dual CVVT
0790	1	2.0L DOHC 16-Valve 4-Cylinder w/Dual CVVT
0791	1	2.0L DOHC 16-Valve 4-Cylinder w/Dual CVVT
0792	1	2.0L DOHC 16-Valve 4-Cylinder w/Dual CVVT
0793	1	3.8L DOHC 24-Valve V6 w/Dual CVVT
0794	1	3.8L DOHC 24-Valve V6 w/Dual CVVT
0795	1	3.8L DOHC 24-Valve V6 w/Dual CVVT
0796	1	2.0L DOHC 16-Valve 4-Cylinder w/Dual CVVT
0797	1	2.0L DOHC 16-Valve 4-Cylinder w/Dual CVVT
0798	1	2.0L DOHC 16-Valve 4-Cylinder w/Dual CVVT
0799	1	2.0L DOHC 16-Valve 4-Cylinder w/Dual CVVT
0800	1	2.0L DOHC 16-Valve 4-Cylinder w/Dual CVVT
0801	1	3.8L DOHC 24-Valve V6 w/Dual CVVT
0802	1	3.8L DOHC 24-Valve V6 w/Dual CVVT
0803	1	3.8L DOHC 24-Valve V6 w/Dual CVVT
0804	1	2.4L DOHC 16-Valve 4-Cylinder
0805	1	2.4L DOHC 16-Valve 4-Cylinder
0806	1	2.4L DOHC 16-Valve 4-Cylinder
0807	1	3.5L DOHC 24-Valve V6
0808	1	3.5L DOHC 24-Valve V6
0809	1	3.5L DOHC 24-Valve V6
0810	1	2.4L DOHC 16-Valve 4-Cylinder
0811	1	3.5L DOHC 24-Valve V6
0812	1	3.5L DOHC 24-Valve V6
0813	1	2.4L GDI 4-Cylinder (198 HP)
0814	1	2.4L GDI 4-Cylinder PZEV
0815	1	2.4L GDI 4-Cylinder (200 HP)
0816	1	2.0L GDI Turbo 4-Cylinder
0817	1	2.4L DOHC 16V I4
0818	1	2.4L DOHC 16V I4
0819	1	3.3L DOHC 24V V6
0820	1	2.4L DOHC 16V I4 w/PZEV
0821	1	2.4L DOHC 16V I4 w/PZEV
0822	1	2.0L Theta 2 DOHC 16V I4 w/CVVT MPI
0823	1	2.0L Theta 2 DOHC 16V I4 w/CVVT MPI
0824	1	2.4L Theta 2 DOHC 16V I4 w/CVVT MPI
0825	1	2.4L Theta 2 DOHC 16V I4 w/CVVT MPI PZEV
0826	1	2.4L Theta 2 DOHC 16V I4 w/CVVT MPI
0827	1	2.4L Theta 2 DOHC 16V I4 w/CVVT MPI
0828	1	2.4L Theta 2 DOHC 16V I4 w/CVVT MPI
0829	1	2.4L Theta 2 DOHC 16V I4 w/CVVT MPI PZEV
0830	1	3.8L V6 DOHC w/CVVT
0831	1	3.8L V6 DOHC w/CVVT
0832	1	Supercharged 1.8L DOHC 16V I-4 VVTL-i
0833	1	3.6L H-6 DOHC (345 Horsepower)
0834	1	3.8L H-6 DOHC (385 Horsepower)
0835	1	3.6L H-6 DOHC (345 Horsepower)
0836	1	3.6L H-6 DOHC (345 Horsepower)
0837	1	3.8L H-6 DOHC SMPI
0838	1	3.8L H-6 DOHC SMPI
0839	1	3.6L V6-Valve DFI
0840	1	3.8L Turbo Charged 6 Cylinder
0841	1	3.8L Turbo Charged 6 Cylinder
0842	1	3.6L H-6 DOHC SMPI (345 Horsepower)
0843	1	3.6L H-6 DOHC (345 Horsepower)
0844	1	3.8L H-6 DOHC SMPI (385 Horsepower)
0845	1	3.8L H-6 DOHC (385 Horsepower)
0846	1	3.6L H-6 DOHC SMPI (345 Horsepower)
0847	1	3.6L H-6 DOHC Direct Fuel Injection
0848	1	3.8L Turbo Charged 6 Cylinder
0849	1	2.9L H-6 DOHC SMPI
0850	1	3.4L H-6 w/Direct Injection
0851	1	3.6L V6 24-Valve DOHC
0852	1	4.8L V8 32V
0853	1	4.8L V8 32V
0854	1	4.8L V8 32V
0855	1	4.8L V8 32V
0856	1	4.8L V8 32V
0857	1	2.9L H-6 DOHC SMPI
0858	1	2.9L H-6 DOHC SMPI
0859	1	3.4L H-6 DOHC SMPI
0860	1	3.6L V6
0861	1	3.6L V6
0862	1	4.8L V8 32V
0863	1	4.8L V8 32V w/Twin Turbochargers
0864	1	4.8L V8 32V
0865	1	4.8L V8 32V
0866	1	3.6L VR6
0867	1	2.0L Turbocharged TSI
0868	1	2.0L Turbocharged TSI
0869	1	2.0L Turbocharged TSI
0870	1	2.0L Turbocharged TSI
0871	1	3.6L VR6
0872	1	2.0L Turbocharged TSI
0873	1	2.0L Turbocharged TSI
0874	1	2.0L Turbocharged TSI
0875	1	2.0L Turbocharged TSI
0876	1	2.0L Turbocharged TSI
0877	1	2.0L Turbocharged TSI
0878	1	2.0L Turbocharged TSI
0879	1	2.0L 4 Cylinder In-Line Turbocharged TSI
0880	1	2.0L 4 Cylinder In-Line Turbocharged TSI
0881	1	2.0L 4 Cylinder In-Line Turbocharged TSI
0882	1	2.0L 4 Cylinder In-Line Turbocharged TSI
0883	1	2.0L TSI 200HP
0884	1	2.0L TSI 200HP
0885	1	2.0L TSI 200HP
0886	1	2.0L TSI 200HP
0887	1	2.0L TSI 200HP
0888	1	2.0L TSI 200HP
0889	1	2.5L 5 Cylinder In-Line DOHC
0890	1	2.5L 5 Cylinder In-Line DOHC
0891	1	2.5L 5 Cylinder In-Line DOHC
0892	1	2.5L 5 Cylinder In-Line DOHC
0893	1	2.5L 5 Cylinder In-Line DOHC
0894	1	2.5L 5 Cylinder In-Line DOHC
0895	1	2.0 TDI Clean Diesel 4 Cylinder 140HP
0896	1	2.5L 5 Cylinder In-Line DOHC
0897	1	2.5L 5 Cylinder In-Line DOHC
0898	1	2.0L 4-Cylinder In-line Turbocharged
0899	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0900	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0901	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0902	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0903	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0904	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0905	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0906	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0907	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0908	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0909	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0910	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0911	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0912	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0913	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0914	1	2.0L TSI 16-Valve DOHC I4 Turbocharged
0915	1	2.0L 4 Cylinder
0916	1	2.0L TDI Clean Diesel
0917	1	2.0L TDI Clean Diesel
0918	1	2.5L 5 Cylinder DOHC
0919	1	2.5L 5 Cylinder DOHC
0920	1	2.5L 5 Cylinder DOHC
0921	1	2.5L 5 Cylinder DOHC
0922	1	2.5L 5 Cylinder DOHC
0923	1	2.5L 5 Cylinder DOHC
0924	1	2.5L 5 Cylinder DOHC
0925	1	2.5L 5 Cylinder DOHC
0926	1	2.5L 5 Cylinder DOHC
0927	1	2.5L 5 Cylinder DOHC
0928	1	2.5L 5 Cylinder DOHC
0929	1	2.0L TDI Clean Diesel
0930	1	2.0L TDI Clean Diesel
0931	1	2.5L 170 HP
0932	1	2.5L 170 HP
0933	1	2.5L 170 HP
0934	1	2.5L 170 HP
0935	1	2.5L 170 HP
0936	1	2.5L 170 HP
0937	1	2.0L Turbo Diesel TDI
0938	1	2.0L Turbo Diesel TDI
0939	1	2.0L Turbo Diesel TDI
0940	1	2.0L 200 HP
0941	1	2.0L 200 HP
0942	1	2.5L 150 HP
0943	1	2.5L 150 HP
0944	1	2.5L 150 HP
0945	1	2.5L 150 HP
0946	1	2.5L 150 HP
0947	1	2.5L 150 HP
0948	1	2.5L 150 HP
0949	1	2.5L 150 HP
0950	1	2.0L 4 Cyl In-Line 4V Turbocharged TSI
0951	1	2.0L 4 Cyl In-Line 4V Turbocharged TSI
0952	1	3.6L V6 DOHC
0953	1	3.6L V6 DOHC
0954	1	3.8L 12V V6 OHV w/SMFI
0955	1	3.8L 12V V6 OHV w/SMFI
0956	1	3.8L 12V V6 OHV w/SMFI
0957	1	4.0L 24V V6 SOHC w/SMFI
0958	1	4.0L 24V V6 SOHC w/SMFI
0959	1	4.0L 24V V6 SOHC w/SMFI
0960	1	2.0L TSI
0961	1	2.0L TSI
0962	1	2.0L TSI
0963	1	2.0L TSI
0964	1	2.0L TSI
0965	1	2.0L TSI
0966	1	2.0L TSI
0967	1	2.0L TFSI 4 Cylinder
0968	1	2.0L TFSI 4 Cylinder
0969	1	2.0L TFSI 4 Cylinder
0970	1	2.0L TFSI 4 Cylinder
0971	1	2.0L TFSI 4 Cylinder
0972	1	3.6L V6 DOHC
0973	1	3.6L V6 DOHC
0974	1	3.6L V6 DOHC
0975	1	3.0L V6 TDI DOHC
0976	1	3.6L V6 DOHC
0977	1	3.0L V6 TDI DOHC
0978	1	AMG 6.3L V8 DOHC 32-Valve
0979	1	3.0L V6 DOHC 24-Valve
0980	1	AMG 6.3L V8
0981	1	3.0L V6 DOHC w/Dual Fuel
0982	1	3.0L V6 DOHC w/Dual Fuel
0983	1	3.0L V6 DOHC w/Dual Fuel
0984	1	5.5L SOHC 36-Valve Bi-Turbo V12
0985	1	5.5L Direct-Injection BiTurbo V8
0986	1	6.0L AMG SOHC 36-Valve Bi-Turbo V12
0987	1	5.5L SOHC 36-Valve Bi-Turbo V12
0988	1	6.3L AMG DOHC 32-Valve V8
0989	1	6.0L AMG SOHC 36-Valve Bi-Turbo V12
0990	1	6.3L AMG DOHC 32-Valve V8
0991	1	5.5L DOHC 32-Valve V8
0992	1	3.5L DOHC 24-Valve V6
0993	1	3.5L V6 DOHC SMPI
0994	1	3.0L V6 Turbocharged BlueTEC Diesel
0995	1	3.5L DOHC 24-Valve V6
0996	1	3.5L DOHC 24-Valve V6
0997	1	5.5L V8 DOHC SMPI
0998	1	5.5L DOHC 32-Valve V8
0999	1	6.3L AMG DOHC 32-Valve V8
1000	1	3.5L DOHC 24-Valve V6
1001	1	5.5L DOHC 32-Valve V-8
1002	1	5.5L DOHC 32-Valve V8
1003	1	5.5L DOHC 32-Valve V-8
1004	1	5.5L SOHC 24-Valve V8 Supercharged
1005	1	5.5L DOHC 32-Valve V8
1006	1	4.6L DOHC 32-Valve V8
1007	1	3.0L 24-Valve TurboCharged V6
1008	1	5.5L 32-Valve V8
1009	1	3.5L 24-Valve DOHC V6
1010	1	3.5L 24-Valve DOHC V6
1011	1	3.5L DOHC 24-Valve V6
1012	1	3.0L DOHC 24-Valve TurboCharged V6 Diesel
1013	1	3.5L DOHC 24-Valve V6 Hybrid
1014	1	5.5L DOHC 32-Valve V8
1015	1	3.0L 24-Valve TurboCharged V6 Diesel
1016	1	3.0L 24-Valve TurboCharged V6 Diesel
1017	1	5.5L DOHC 32-Valve V8
1018	1	5.5L DOHC 32-Valve V8
1019	1	5.5L SOHC Bi-Turbo 36-Valve V12
1020	1	6.0L SOHC Bi-Turbo 36-Valve V12
1021	1	3.5L DOHC 24V V6 Mild Hybrid
1022	1	5.5L DOHC 32-Valve V8
1023	1	5.5L Bi-Turbo 36-Valve V12
1024	1	5.5L DOHC 32-Valve V8
1025	1	3.0L DOHC 24-Valve V6
1026	1	3.5L DOHC 24-Valve V6
1027	1	3.0L DOHC 24V V6
1028	1	3.5L DOHC 24-Valve V6
1029	1	3.0L Turbo Diesel Bluetec
1030	1	3.0 Turbo Diesel Bluetec
1031	1	3.0L Turbo Diesel Bluetec
1032	1	3.0L Turbo Diesel Bluetec
1033	1	3.0L Turbo Diesel Bluetec
1034	1	3.0L Turbo Diesel Bluetec
1035	1	3.0L Turbo Diesel Bluetec
1036	1	3.0L Turbo Diesel Bluetec
1037	1	3.0L V6 VVT DOHC SIDI
1038	1	3.6L Variable Valve Timing V6 DI
1039	1	3.6L Variable Valve Timing V6 DI
1040	1	3.0L V6 VVT DOHC SIDI
1041	1	3.0L V6 VVT DOHC SIDI
1042	1	3.6L Variable Valve Timing V6 DI
1043	1	3.0L V6 VVT DOHC SIDI
1044	1	3.6L Variable Valve Timing V6 DI
1045	1	3.6L Variable Valve Timing V6 DI
1046	1	3.6L Variable Valve Timing V6 DI
1047	1	3.6L Variable Valve Timing V6 DI
1048	1	3.0L V6 VVT DOHC SIDI
1049	1	3.0L V6 VVT DOHC SIDI
1050	1	3.0L V6 VVT DOHC SIDI
1051	1	3.0L V6 VVT DOHC SIDI
1052	1	3.0L V6 VVT DOHC SIDI
1053	1	3.6L Variable Valve Timing V6 DI
1054	1	3.6L Variable Valve Timing V6 DI
1055	1	3.6L Variable Valve Timing V6 DI
1056	1	3.6L Variable Valve Timing V6 DI
1057	1	3.6L Variable Valve Timing V6 DI
1058	1	6.2L Supercharged V8
1059	1	6.2L Supercharged V8
1060	1	6.2L Supercharged V8
1061	1	Northstar 4.6L DOHC V8
1062	1	Northstar 4.6L DOHC V8
1063	1	Northstar 4.6L DOHC V8
1064	1	Northstar 4.6L DOHC V8
1065	1	Vortec 6.2L V8 SFI
1066	1	Vortec 6.2L V8 SFI
1067	1	Vortec 6.2L V8 SFI
1068	1	Vortec 6.2L V8 SFI
1069	1	Vortec 6.2L V8 SFI
1070	1	Vortec 6.2L V8 SFI
1071	1	Vortec 6.2L V8 SFI
1072	1	Vortec 6.2L V8 SFI
1073	1	Vortec 6.2L V8 SFI
1074	1	Vortec 6.2L V8 SFI
1075	1	Vortec 6.2L V8 SFI
1076	1	Vortec 6.2L V8 SFI
1077	1	Vortec 6.2L Variable Valve Timing V8 SFI
1078	1	Vortec 6.2L Variable Valve Timing V8 SFI
1079	1	Vortec 6.2L Variable Valve Timing V8 SFI
1080	1	Vortec 6.2L Variable Valve Timing V8 SFI
1081	1	Vortec 6.2L Variable Valve Timing V8 SFI
1082	1	Vortec 6.2L Variable Valve Timing V8 SFI
1083	1	Vortec 6.2L Variable Valve Timing V8 SFI
1084	1	Vortec 6.2L Variable Valve Timing V8 SFI
1085	1	Vortec 6.2L Variable Valve Timing V8 SFI
1086	1	Vortec 6.2L Variable Valve Timing V8 SFI
1087	1	Vortec 6.2L Variable Valve Timing V8 SFI
1088	1	Vortec 6.2L Variable Valve Timing V8 SFI
1089	1	Vortec 6.2L Variable Valve Timing V8 SFI
1090	1	Vortec 6.2L Variable Valve Timing V8 SFI
1091	1	Vortec 6.0L V8 SFI LIVC
1092	1	Vortec 6.0L V8 SFI LIVC
1093	1	Vortec 6.0L V8 SFI LIVC
1094	1	Vortec 6.0L V8 SFI LIVC
1095	1	3.0L V6 VVT DOHC SIDI
1096	1	3.0L V6 VVT DOHC SIDI
1097	1	3.0L V6 VVT DOHC SIDI
1098	1	2.8L V6 SFI DOHC TURBO HD
1099	1	3.0L V6 VVT DOHC SIDI
1100	1	3.0L V6 VVT DOHC SIDI
1101	1	3.0L V6 VVT DOHC SIDI
1102	1	2.8L V6 SFI DOHC TURBO HD
1103	1	3.6L V6 VVT DI Direct Injection
1104	1	3.6L V6 VVT DI Direct Injection
1105	1	3.6L V6 VVT DI Direct Injection
1106	1	3.6L V6 VVT DI Direct Injection
1107	1	3.6L V6 VVT DI Direct Injection
1108	1	3.5L V6 24-Valve DOHC
1109	1	3.5L V6 24-Valve DOHC
1110	1	3.5L V6 24-Valve DOHC
1111	1	3.5L V6
1112	1	3.5L V6
1113	1	3.5L V6
1114	1	3.5L V6
1115	1	3.5L V6
1116	1	2.5L DOHC 24V V6
1117	1	3.7L DOHC 24V V6
1118	1	3.7L DOHC 24V V6
1119	1	3.7L DOHC 24V V6
1120	1	3.7L DOHC 24V V6
1121	1	3.7L DOHC 24V V6
1122	1	3.7L DOHC 24V V6
