auto	yahoo	fuel_economy
0636	1	17 mpg city / 25 mpg hwy
0637	1	17 mpg city / 25 mpg hwy
0638	1	17 mpg city / 25 mpg hwy
0639	1	17 mpg city / 23 mpg hwy
0640	1	16 mpg city / 25 mpg hwy
0641	1	16 mpg city / 25 mpg hwy
0642	1	17 mpg city / 23 mpg hwy
0643	1	13 mpg city / 19 mpg hwy
0644	1	NA mpg city / NA mpg hwy
0645	1	14 mpg city / 19 mpg hwy
0646	1	14 mpg city / 19 mpg hwy
0647	1	14 mpg city / 19 mpg hwy
0648	1	14 mpg city / 20 mpg hwy
0649	1	NA mpg city / NA mpg hwy
0650	1	NA mpg city / NA mpg hwy
0651	1	14 mpg city / 19 mpg hwy
0652	1	14 mpg city / 19 mpg hwy
0653	1	15 mpg city / 22 mpg hwy
0654	1	15 mpg city / 21 mpg hwy
0655	1	14 mpg city / 20 mpg hwy
0656	1	34 mpg city / 31 mpg hwy
0657	1	29 mpg city / 27 mpg hwy
0658	1	34 mpg city / 31 mpg hwy
0659	1	NA mpg city / NA mpg hwy
0660	1	NA mpg city / NA mpg hwy
0661	1	NA mpg city / NA mpg hwy
0662	1	NA mpg city / NA mpg hwy
0663	1	NA mpg city / NA mpg hwy
0664	1	NA mpg city / NA mpg hwy
0665	1	13 mpg city / 19 mpg hwy
0666	1	13 mpg city / 19 mpg hwy
0667	1	13 mpg city / 19 mpg hwy
0668	1	13 mpg city / 19 mpg hwy
0669	1	15 mpg city / 19 mpg hwy
0670	1	16 mpg city / 22 mpg hwy
0671	1	16 mpg city / 22 mpg hwy
0672	1	16 mpg city / 22 mpg hwy
0673	1	19 mpg city / 28 mpg hwy
0674	1	NA mpg city / NA mpg hwy
0675	1	NA mpg city / NA mpg hwy
0676	1	NA mpg city / NA mpg hwy
0677	1	NA mpg city / NA mpg hwy
0678	1	NA mpg city / NA mpg hwy
0679	1	NA mpg city / NA mpg hwy
0680	1	NA mpg city / NA mpg hwy
0681	1	NA mpg city / NA mpg hwy
0682	1	NA mpg city / NA mpg hwy
0683	1	NA mpg city / NA mpg hwy
0684	1	NA mpg city / NA mpg hwy
0685	1	NA mpg city / NA mpg hwy
0686	1	NA mpg city / NA mpg hwy
0687	1	NA mpg city / NA mpg hwy
0688	1	18 mpg city / 25 mpg hwy
0689	1	NA mpg city / NA mpg hwy
0690	1	NA mpg city / NA mpg hwy
0691	1	NA mpg city / NA mpg hwy
0692	1	NA mpg city / NA mpg hwy
0693	1	NA mpg city / NA mpg hwy
0694	1	22 mpg city / 30 mpg hwy
0695	1	18 mpg city / 27 mpg hwy
0696	1	NA mpg city / NA mpg hwy
0697	1	NA mpg city / NA mpg hwy
0698	1	NA mpg city / NA mpg hwy
0699	1	NA mpg city / NA mpg hwy
0700	1	NA mpg city / NA mpg hwy
0701	1	NA mpg city / NA mpg hwy
0702	1	NA mpg city / NA mpg hwy
0703	1	NA mpg city / NA mpg hwy
0704	1	20 mpg city / 29 mpg hwy
0705	1	19 mpg city / 29 mpg hwy
0706	1	17 mpg city / 26 mpg hwy
0707	1	18 mpg city / 29 mpg hwy
0708	1	14 mpg city / 20 mpg hwy
0709	1	14 mpg city / 19 mpg hwy
0710	1	14 mpg city / 19 mpg hwy
0711	1	14 mpg city / 20 mpg hwy
0712	1	13 mpg city / 18 mpg hwy
0713	1	13 mpg city / 18 mpg hwy
0714	1	NL mpg city / NL mpg hwy
0715	1	NL mpg city / NL mpg hwy
0716	1	NL mpg city / NL mpg hwy
0717	1	NL mpg city / NL mpg hwy
0718	1	NL mpg city / NL mpg hwy
0719	1	19 mpg city / 26 mpg hwy
0720	1	16 mpg city / 24 mpg hwy
0721	1	14 mpg city / 18 mpg hwy
0722	1	14 mpg city / 18 mpg hwy
0723	1	21 mpg city / 30 mpg hwy
0724	1	21 mpg city / 30 mpg hwy
0725	1	13 mpg city / 18 mpg hwy
0726	1	13 mpg city / 18 mpg hwy
0727	1	13 mpg city / 18 mpg hwy
0728	1	17 mpg city / 26 mpg hwy
0729	1	17 mpg city / 26 mpg hwy
0730	1	17 mpg city / 26 mpg hwy
0731	1	17 mpg city / 26 mpg hwy
0732	1	17 mpg city / 26 mpg hwy
0733	1	17 mpg city / 26 mpg hwy
0734	1	17 mpg city / 26 mpg hwy
0735	1	14 mpg city / 19 mpg hwy
0736	1	15 mpg city / 21 mpg hwy
0737	1	17 mpg city / 27 mpg hwy
0738	1	15 mpg city / 23 mpg hwy
0739	1	NA mpg city / NA mpg hwy
0740	1	NL mpg city / NL mpg hwy
0741	1	NL mpg city / NL mpg hwy
0742	1	17 mpg city / 25 mpg hwy
0743	1	NA mpg city / NA mpg hwy
0744	1	NA mpg city / NA mpg hwy
0745	1	NA mpg city / NA mpg hwy
0746	1	NA mpg city / NA mpg hwy
0747	1	NA mpg city / NA mpg hwy
0748	1	16 mpg city / 23 mpg hwy
0749	1	17 mpg city / 25 mpg hwy
0750	1	17 mpg city / 25 mpg hwy
0751	1	17 mpg city / 25 mpg hwy
0752	1	17 mpg city / 25 mpg hwy
0753	1	16 mpg city / 23 mpg hwy
0754	1	16 mpg city / 23 mpg hwy
0755	1	16 mpg city / 23 mpg hwy
0756	1	17 mpg city / 25 mpg hwy
0757	1	17 mpg city / 25 mpg hwy
0758	1	17 mpg city / 25 mpg hwy
0759	1	17 mpg city / 25 mpg hwy
0760	1	19 mpg city / 30 mpg hwy
0761	1	19 mpg city / 30 mpg hwy
0762	1	17 mpg city / 27 mpg hwy
0763	1	18 mpg city / 23 mpg hwy
0764	1	18 mpg city / 23 mpg hwy
0765	1	18 mpg city / 23 mpg hwy
0766	1	18 mpg city / 23 mpg hwy
0767	1	18 mpg city / 23 mpg hwy
0768	1	18 mpg city / 23 mpg hwy
0769	1	18 mpg city / 23 mpg hwy
0770	1	18 mpg city / 23 mpg hwy
0771	1	NL mpg city / NL mpg hwy
0772	1	NL mpg city / NL mpg hwy
0773	1	NL mpg city / NL mpg hwy
0774	1	NL mpg city / NL mpg hwy
0775	1	NL mpg city / NL mpg hwy
0776	1	13 mpg city / 18 mpg hwy
0777	1	15 mpg city / 21 mpg hwy
0778	1	NA mpg city / NA mpg hwy
0779	1	NA mpg city / NA mpg hwy
0780	1	19 mpg city / 26 mpg hwy
0781	1	13 mpg city / 18 mpg hwy
0782	1	13 mpg city / 18 mpg hwy
0783	1	18 mpg city / 26 mpg hwy
0784	1	18 mpg city / 25 mpg hwy
0785	1	NA mpg city / NA mpg hwy
0786	1	NA mpg city / NA mpg hwy
0787	1	NA mpg city / NA mpg hwy
0788	1	NA mpg city / NA mpg hwy
0789	1	NA mpg city / NA mpg hwy
0790	1	NA mpg city / NA mpg hwy
0791	1	NA mpg city / NA mpg hwy
0792	1	NA mpg city / NA mpg hwy
0793	1	NA mpg city / NA mpg hwy
0794	1	NA mpg city / NA mpg hwy
0795	1	NA mpg city / NA mpg hwy
0796	1	NA mpg city / NA mpg hwy
0797	1	NA mpg city / NA mpg hwy
0798	1	NA mpg city / NA mpg hwy
0799	1	NA mpg city / NA mpg hwy
0800	1	NA mpg city / NA mpg hwy
0801	1	NA mpg city / NA mpg hwy
0802	1	NA mpg city / NA mpg hwy
0803	1	20 mpg city / 26 mpg hwy
0804	1	20 mpg city / 26 mpg hwy
0805	1	34 mpg city / 31 mpg hwy
0806	1	18 mpg city / 26 mpg hwy
0807	1	18 mpg city / 25 mpg hwy
0808	1	17 mpg city / 23 mpg hwy
0809	1	18 mpg city / 25 mpg hwy
0810	1	18 mpg city / 25 mpg hwy
0811	1	15 mpg city / 22 mpg hwy
0812	1	15 mpg city / 22 mpg hwy
0813	1	17 mpg city / 25 mpg hwy
0814	1	16 mpg city / 25 mpg hwy
0815	1	16 mpg city / 23 mpg hwy
0816	1	13 mpg city / 19 mpg hwy
0817	1	17 mpg city / 22 mpg hwy
0818	1	16 mpg city / 21 mpg hwy
0819	1	16 mpg city / 21 mpg hwy
0820	1	13 mpg city / 17 mpg hwy
0821	1	13 mpg city / 17 mpg hwy
0822	1	13 mpg city / 17 mpg hwy
0823	1	13 mpg city / 17 mpg hwy
0824	1	NL mpg city / NL mpg hwy
0825	1	13 mpg city / 16 mpg hwy
0826	1	13 mpg city / 16 mpg hwy
0827	1	NL mpg city / NL mpg hwy
0828	1	NL mpg city / NL mpg hwy
0829	1	NL mpg city / NL mpg hwy
0830	1	NL mpg city / NL mpg hwy
0831	1	11 mpg city / 17 mpg hwy
0832	1	NL mpg city / NL mpg hwy
0833	1	11 mpg city / 17 mpg hwy
0834	1	11 mpg city / 17 mpg hwy
0835	1	NL mpg city / NL mpg hwy
0836	1	NL mpg city / NL mpg hwy
0837	1	NL mpg city / NL mpg hwy
0838	1	NL mpg city / NL mpg hwy
0839	1	NL mpg city / NL mpg hwy
0840	1	18 mpg city / 25 mpg hwy
0841	1	17 mpg city / 26 mpg hwy
0842	1	17 mpg city / 24 mpg hwy
0843	1	16 mpg city / 23 mpg hwy
0844	1	17 mpg city / 24 mpg hwy
0845	1	16 mpg city / 23 mpg hwy
0846	1	17 mpg city / 24 mpg hwy
0847	1	16 mpg city / 23 mpg hwy
0848	1	16 mpg city / 23 mpg hwy
0849	1	NA mpg city / NA mpg hwy
0850	1	NA mpg city / NA mpg hwy
0851	1	NA mpg city / NA mpg hwy
0852	1	NA mpg city / NA mpg hwy
0853	1	17 mpg city / 24 mpg hwy
0854	1	16 mpg city / 23 mpg hwy
0855	1	16 mpg city / 23 mpg hwy
0856	1	17 mpg city / 24 mpg hwy
0857	1	17 mpg city / 24 mpg hwy
0858	1	16 mpg city / 23 mpg hwy
0859	1	NA mpg city / NA mpg hwy
0860	1	NA mpg city / NA mpg hwy
0861	1	NA mpg city / NA mpg hwy
0862	1	18 mpg city / 27 mpg hwy
0863	1	17 mpg city / 24 mpg hwy
0864	1	NL mpg city / NL mpg hwy
0865	1	NL mpg city / NL mpg hwy
0866	1	NL mpg city / NL mpg hwy
0867	1	NL mpg city / NL mpg hwy
0868	1	NL mpg city / NL mpg hwy
0869	1	NL mpg city / NL mpg hwy
0870	1	NA mpg city / NA mpg hwy
0871	1	13 mpg city / 16 mpg hwy
0872	1	NA mpg city / NA mpg hwy
0873	1	NA mpg city / NA mpg hwy
0874	1	NA mpg city / NA mpg hwy
0875	1	NA mpg city / NA mpg hwy
0876	1	20 mpg city / 28 mpg hwy
0877	1	18 mpg city / 27 mpg hwy
0878	1	18 mpg city / 27 mpg hwy
0879	1	18 mpg city / 28 mpg hwy
0880	1	18 mpg city / 28 mpg hwy
0881	1	NA mpg city / NA mpg hwy
0882	1	NA mpg city / NA mpg hwy
0883	1	NA mpg city / NA mpg hwy
0884	1	NA mpg city / NA mpg hwy
0885	1	NA mpg city / NA mpg hwy
0886	1	NA mpg city / NA mpg hwy
0887	1	NA mpg city / NA mpg hwy
0888	1	NA mpg city / NA mpg hwy
0889	1	NA mpg city / NA mpg hwy
0890	1	NA mpg city / NA mpg hwy
0891	1	19 mpg city / 24 mpg hwy
0892	1	19 mpg city / 24 mpg hwy
0893	1	13 mpg city / 18 mpg hwy
0894	1	13 mpg city / 18 mpg hwy
0895	1	15 mpg city / 21 mpg hwy
0896	1	13 mpg city / 18 mpg hwy
0897	1	13 mpg city / 18 mpg hwy
0898	1	13 mpg city / 18 mpg hwy
0899	1	19 mpg city / 28 mpg hwy
0900	1	18 mpg city / 26 mpg hwy
0901	1	18 mpg city / 26 mpg hwy
0902	1	NA mpg city / NA mpg hwy
0903	1	NA mpg city / NA mpg hwy
0904	1	NA mpg city / NA mpg hwy
0905	1	NA mpg city / NA mpg hwy
0906	1	NA mpg city / NA mpg hwy
0907	1	NA mpg city / NA mpg hwy
0908	1	NA mpg city / NA mpg hwy
0909	1	15 mpg city / 20 mpg hwy
0910	1	14 mpg city / 19 mpg hwy
0911	1	14 mpg city / 19 mpg hwy
0912	1	15 mpg city / 22 mpg hwy
0913	1	15 mpg city / 22 mpg hwy
0914	1	15 mpg city / 22 mpg hwy
0915	1	14 mpg city / 20 mpg hwy
0916	1	14 mpg city / 20 mpg hwy
0917	1	18 mpg city / 26 mpg hwy
0918	1	18 mpg city / 26 mpg hwy
0919	1	NA mpg city / NA mpg hwy
0920	1	NA mpg city / NA mpg hwy
0921	1	NA mpg city / NA mpg hwy
0922	1	20 mpg city / 29 mpg hwy
0923	1	19 mpg city / 27 mpg hwy
0924	1	18 mpg city / 25 mpg hwy
0925	1	19 mpg city / 27 mpg hwy
0926	1	17 mpg city / 25 mpg hwy
0927	1	18 mpg city / 25 mpg hwy
0928	1	17 mpg city / 24 mpg hwy
0929	1	17 mpg city / 24 mpg hwy
0930	1	NA mpg city / NA mpg hwy
0931	1	NA mpg city / NA mpg hwy
0932	1	NA mpg city / NA mpg hwy
0933	1	NA mpg city / NA mpg hwy
0934	1	15 mpg city / 22 mpg hwy
0935	1	16 mpg city / 22 mpg hwy
0936	1	16 mpg city / 22 mpg hwy
0937	1	17 mpg city / 24 mpg hwy
0938	1	17 mpg city / 24 mpg hwy
0939	1	16 mpg city / 23 mpg hwy
0940	1	16 mpg city / 23 mpg hwy
0941	1	17 mpg city / 25 mpg hwy
0942	1	17 mpg city / 25 mpg hwy
0943	1	NL mpg city / NL mpg hwy
0944	1	NL mpg city / NL mpg hwy
0945	1	NL mpg city / NL mpg hwy
0946	1	NL mpg city / NL mpg hwy
0947	1	17 mpg city / 23 mpg hwy
0948	1	16 mpg city / 22 mpg hwy
0949	1	14 mpg city / 18 mpg hwy
0950	1	14 mpg city / 18 mpg hwy
0951	1	14 mpg city / 20 mpg hwy
0952	1	14 mpg city / 20 mpg hwy
0953	1	16 mpg city / 21 mpg hwy
0954	1	16 mpg city / 21 mpg hwy
0955	1	16 mpg city / 21 mpg hwy
0956	1	16 mpg city / 21 mpg hwy
0957	1	16 mpg city / 21 mpg hwy
0958	1	14 mpg city / 18 mpg hwy
0959	1	14 mpg city / 18 mpg hwy
0960	1	23 mpg city / 30 mpg hwy
0961	1	22 mpg city / 30 mpg hwy
0962	1	21 mpg city / 27 mpg hwy
0963	1	21 mpg city / 27 mpg hwy
0964	1	NA mpg city / NA mpg hwy
0965	1	NA mpg city / NA mpg hwy
0966	1	NA mpg city / NA mpg hwy
0967	1	NA mpg city / NA mpg hwy
0968	1	NA mpg city / NA mpg hwy
0969	1	NA mpg city / NA mpg hwy
0970	1	19 mpg city / 24 mpg hwy
0971	1	17 mpg city / 22 mpg hwy
0972	1	21 mpg city / 31 mpg hwy
0973	1	22 mpg city / 30 mpg hwy
0974	1	NA mpg city / NA mpg hwy
0975	1	NA mpg city / NA mpg hwy
0976	1	NA mpg city / NA mpg hwy
0977	1	NA mpg city / NA mpg hwy
0978	1	NL mpg city / NL mpg hwy
0979	1	NL mpg city / NL mpg hwy
0980	1	NL mpg city / NL mpg hwy
0981	1	NL mpg city / NL mpg hwy
0982	1	NL mpg city / NL mpg hwy
0983	1	NL mpg city / NL mpg hwy
0984	1	NL mpg city / NL mpg hwy
0985	1	NL mpg city / NL mpg hwy
0986	1	NL mpg city / NL mpg hwy
0987	1	33 mpg city / 41 mpg hwy
0988	1	33 mpg city / 41 mpg hwy
0989	1	33 mpg city / 41 mpg hwy
0990	1	24 mpg city / 30 mpg hwy
0991	1	28 mpg city / 35 mpg hwy
0992	1	27 mpg city / 33 mpg hwy
0993	1	27 mpg city / 33 mpg hwy
0994	1	23 mpg city / 33 mpg hwy
0995	1	30 mpg city / 42 mpg hwy
0996	1	30 mpg city / 42 mpg hwy
0997	1	24 mpg city / 31 mpg hwy
0998	1	26 mpg city / 34 mpg hwy
0999	1	26 mpg city / 34 mpg hwy
1000	1	24 mpg city / 30 mpg hwy
1001	1	21 mpg city / 28 mpg hwy
1002	1	26 mpg city / 34 mpg hwy
1003	1	25 mpg city / 36 mpg hwy
1004	1	26 mpg city / 34 mpg hwy
1005	1	26 mpg city / 34 mpg hwy
1006	1	25 mpg city / 36 mpg hwy
1007	1	26 mpg city / 34 mpg hwy
1008	1	25 mpg city / 36 mpg hwy
1009	1	25 mpg city / 36 mpg hwy
1010	1	18 mpg city / 25 mpg hwy
1011	1	20 mpg city / 27 mpg hwy
1012	1	20 mpg city / 27 mpg hwy
1013	1	20 mpg city / 27 mpg hwy
1014	1	20 mpg city / 27 mpg hwy
1015	1	20 mpg city / 27 mpg hwy
1016	1	20 mpg city / 27 mpg hwy
1017	1	22 mpg city / 30 mpg hwy
1018	1	22 mpg city / 30 mpg hwy
1019	1	22 mpg city / 30 mpg hwy
1020	1	21 mpg city / 31 mpg hwy
1021	1	30 mpg city / 41 mpg hwy
1022	1	22 mpg city / 30 mpg hwy
1023	1	19 mpg city / 24 mpg hwy
1024	1	21 mpg city / 30 mpg hwy
1025	1	17 mpg city / 25 mpg hwy
1026	1	17 mpg city / 25 mpg hwy
1027	1	20 mpg city / 28 mpg hwy
1028	1	20 mpg city / 28 mpg hwy
1029	1	20 mpg city / 28 mpg hwy
1030	1	15 mpg city / 19 mpg hwy
1031	1	14 mpg city / 18 mpg hwy
1032	1	16 mpg city / 20 mpg hwy
1033	1	15 mpg city / 20 mpg hwy
1034	1	14 mpg city / 18 mpg hwy
1035	1	14 mpg city / 18 mpg hwy
1036	1	14 mpg city / 18 mpg hwy
1037	1	19 mpg city / 28 mpg hwy
1038	1	17 mpg city / 23 mpg hwy
1039	1	16 mpg city / 22 mpg hwy
1040	1	17 mpg city / 23 mpg hwy
1041	1	16 mpg city / 22 mpg hwy
1042	1	16 mpg city / 22 mpg hwy
1043	1	17 mpg city / 23 mpg hwy
1044	1	17 mpg city / 23 mpg hwy
1045	1	16 mpg city / 22 mpg hwy
1046	1	18 mpg city / 23 mpg hwy
1047	1	18 mpg city / 23 mpg hwy
1048	1	18 mpg city / 23 mpg hwy
1049	1	18 mpg city / 23 mpg hwy
1050	1	NA mpg city / NA mpg hwy
1051	1	NA mpg city / NA mpg hwy
1052	1	NA mpg city / NA mpg hwy
1053	1	NA mpg city / NA mpg hwy
1054	1	14 mpg city / 19 mpg hwy
1055	1	15 mpg city / 20 mpg hwy
1056	1	14 mpg city / 20 mpg hwy
1057	1	NA mpg city / NA mpg hwy
1058	1	NA mpg city / NA mpg hwy
1059	1	NL mpg city / NL mpg hwy
1060	1	NL mpg city / NL mpg hwy
1061	1	NL mpg city / NL mpg hwy
1062	1	NA mpg city / NA mpg hwy
1063	1	NA mpg city / NA mpg hwy
1064	1	NA mpg city / NA mpg hwy
1065	1	17 mpg city / 23 mpg hwy
1066	1	17 mpg city / 22 mpg hwy
1067	1	NA mpg city / NA mpg hwy
1068	1	NA mpg city / NA mpg hwy
1069	1	NA mpg city / NA mpg hwy
1070	1	NA mpg city / NA mpg hwy
1071	1	NA mpg city / NA mpg hwy
1072	1	NA mpg city / NA mpg hwy
1073	1	NA mpg city / NA mpg hwy
1074	1	NA mpg city / NA mpg hwy
1075	1	NA mpg city / NA mpg hwy
1076	1	NA mpg city / NA mpg hwy
1077	1	NA mpg city / NA mpg hwy
1078	1	NA mpg city / NA mpg hwy
1079	1	NA mpg city / NA mpg hwy
1080	1	NA mpg city / NA mpg hwy
1081	1	16 mpg city / 21 mpg hwy
1082	1	15 mpg city / 22 mpg hwy
1083	1	15 mpg city / 20 mpg hwy
1084	1	NA mpg city / NA mpg hwy
1085	1	NA mpg city / NA mpg hwy
1086	1	NA mpg city / NA mpg hwy
1087	1	14 mpg city / 18 mpg hwy
1088	1	14 mpg city / 18 mpg hwy
1089	1	18 mpg city / 27 mpg hwy
1090	1	35 mpg city / 34 mpg hwy
1091	1	17 mpg city / 24 mpg hwy
1092	1	16 mpg city / 22 mpg hwy
1093	1	17 mpg city / 24 mpg hwy
1094	1	16 mpg city / 22 mpg hwy
1095	1	16 mpg city / 22 mpg hwy
1096	1	17 mpg city / 26 mpg hwy
1097	1	19 mpg city / 27 mpg hwy
1098	1	19 mpg city / 27 mpg hwy
1099	1	17 mpg city / 25 mpg hwy
1100	1	17 mpg city / 26 mpg hwy
1101	1	18 mpg city / 25 mpg hwy
1102	1	18 mpg city / 26 mpg hwy
1103	1	12 mpg city / 18 mpg hwy
1104	1	12 mpg city / 18 mpg hwy
1105	1	NA mpg city / NA mpg hwy
1106	1	NA mpg city / NA mpg hwy
1107	1	NL mpg city / NL mpg hwy
1108	1	19 mpg city / 24 mpg hwy
1109	1	18 mpg city / 24 mpg hwy
1110	1	16 mpg city / 22 mpg hwy
1111	1	18 mpg city / 24 mpg hwy
1112	1	16 mpg city / 22 mpg hwy
1113	1	NL mpg city / NL mpg hwy
1114	1	NL mpg city / NL mpg hwy
1115	1	15 mpg city / 21 mpg hwy
1116	1	15 mpg city / 21 mpg hwy
1117	1	15 mpg city / 21 mpg hwy
1118	1	NA mpg city / NA mpg hwy
1119	1	NA mpg city / NA mpg hwy
1120	1	NA mpg city / NA mpg hwy
1121	1	NA mpg city / NA mpg hwy
1122	1	NA mpg city / NA mpg hwy
1123	1	NA mpg city / NA mpg hwy
1124	1	NA mpg city / NA mpg hwy
1125	1	NA mpg city / NA mpg hwy
1126	1	13 mpg city / 18 mpg hwy
1127	1	13 mpg city / 18 mpg hwy
1128	1	13 mpg city / 18 mpg hwy
1129	1	18 mpg city / 25 mpg hwy
1130	1	18 mpg city / 25 mpg hwy
1131	1	17 mpg city / 22 mpg hwy
1132	1	17 mpg city / 22 mpg hwy
1133	1	14 mpg city / 19 mpg hwy
1134	1	14 mpg city / 19 mpg hwy
1135	1	14 mpg city / 19 mpg hwy
1136	1	14 mpg city / 18 mpg hwy
1137	1	14 mpg city / 18 mpg hwy
1138	1	14 mpg city / 18 mpg hwy
1139	1	18 mpg city / 26 mpg hwy
1140	1	17 mpg city / 25 mpg hwy
1141	1	18 mpg city / 26 mpg hwy
1142	1	17 mpg city / 25 mpg hwy
1143	1	17 mpg city / 25 mpg hwy
1144	1	17 mpg city / 25 mpg hwy
1145	1	17 mpg city / 25 mpg hwy
1146	1	18 mpg city / 28 mpg hwy
1147	1	19 mpg city / 26 mpg hwy
1148	1	18 mpg city / 26 mpg hwy
1149	1	NA mpg city / NA mpg hwy
1150	1	NA mpg city / NA mpg hwy
1151	1	NA mpg city / NA mpg hwy
1152	1	20 mpg city / 23 mpg hwy
1153	1	20 mpg city / 23 mpg hwy
1154	1	17 mpg city / 24 mpg hwy
1155	1	17 mpg city / 24 mpg hwy
1156	1	16 mpg city / 22 mpg hwy
1157	1	15 mpg city / 20 mpg hwy
1158	1	13 mpg city / 17 mpg hwy
1159	1	13 mpg city / 17 mpg hwy
1160	1	13 mpg city / 17 mpg hwy
1161	1	13 mpg city / 18 mpg hwy
1162	1	15 mpg city / 21 mpg hwy
1163	1	17 mpg city / 23 mpg hwy
1164	1	17 mpg city / 22 mpg hwy
1165	1	17 mpg city / 23 mpg hwy
1166	1	17 mpg city / 22 mpg hwy
1167	1	NA mpg city / NA mpg hwy
1168	1	NA mpg city / NA mpg hwy
1169	1	NA mpg city / NA mpg hwy
1170	1	NA mpg city / NA mpg hwy
1171	1	NA mpg city / NA mpg hwy
1172	1	NA mpg city / NA mpg hwy
1173	1	NA mpg city / NA mpg hwy
1174	1	NA mpg city / NA mpg hwy
1175	1	NA mpg city / NA mpg hwy
1176	1	NA mpg city / NA mpg hwy
1177	1	NA mpg city / NA mpg hwy
1178	1	NA mpg city / NA mpg hwy
1179	1	NA mpg city / NA mpg hwy
1180	1	NA mpg city / NA mpg hwy
1181	1	NA mpg city / NA mpg hwy
1182	1	NA mpg city / NA mpg hwy
1183	1	NA mpg city / NA mpg hwy
1184	1	NA mpg city / NA mpg hwy
1185	1	NA mpg city / NA mpg hwy
1186	1	NA mpg city / NA mpg hwy
1187	1	18 mpg city / 24 mpg hwy
1188	1	17 mpg city / 24 mpg hwy
1189	1	21 mpg city / 30 mpg hwy
1190	1	20 mpg city / 27 mpg hwy
1191	1	21 mpg city / 31 mpg hwy
1192	1	19 mpg city / 29 mpg hwy
1193	1	19 mpg city / 29 mpg hwy
1194	1	17 mpg city / 25 mpg hwy
1195	1	NA mpg city / NA mpg hwy
1196	1	NA mpg city / NA mpg hwy
1197	1	NA mpg city / NA mpg hwy
1198	1	16 mpg city / 22 mpg hwy
1199	1	17 mpg city / 22 mpg hwy
1200	1	17 mpg city / 22 mpg hwy
1201	1	NA mpg city / NA mpg hwy
1202	1	NA mpg city / NA mpg hwy
1203	1	NA mpg city / NA mpg hwy
1204	1	NA mpg city / NA mpg hwy
1205	1	NA mpg city / NA mpg hwy
1206	1	NA mpg city / NA mpg hwy
1207	1	NA mpg city / NA mpg hwy
1208	1	NA mpg city / NA mpg hwy
1209	1	18 mpg city / 26 mpg hwy
1210	1	17 mpg city / 25 mpg hwy
1211	1	19 mpg city / 27 mpg hwy
1212	1	18 mpg city / 26 mpg hwy
1213	1	21 mpg city / 29 mpg hwy
1214	1	21 mpg city / 29 mpg hwy
1215	1	16 mpg city / 22 mpg hwy
1216	1	21 mpg city / 29 mpg hwy
1217	1	18 mpg city / 25 mpg hwy
1218	1	20 mpg city / 28 mpg hwy
1219	1	14 mpg city / 19 mpg hwy
1220	1	17 mpg city / 25 mpg hwy
1221	1	NL mpg city / NL mpg hwy
1222	1	NA mpg city / NA mpg hwy
1223	1	NA mpg city / NA mpg hwy
1224	1	NA mpg city / NA mpg hwy
1225	1	NA mpg city / NA mpg hwy
1226	1	NA mpg city / NA mpg hwy
1227	1	14 mpg city / 19 mpg hwy
1228	1	13 mpg city / 17 mpg hwy
1229	1	13 mpg city / 17 mpg hwy
1230	1	NA mpg city / NA mpg hwy
1231	1	NA mpg city / NA mpg hwy
1232	1	19 mpg city / 27 mpg hwy
1233	1	21 mpg city / 30 mpg hwy
1234	1	20 mpg city / 27 mpg hwy
1235	1	20 mpg city / 27 mpg hwy
1236	1	NA mpg city / NA mpg hwy
1237	1	NA mpg city / NA mpg hwy
1238	1	NA mpg city / NA mpg hwy
1239	1	NA mpg city / NA mpg hwy
1240	1	NL mpg city / NL mpg hwy
1241	1	NL mpg city / NL mpg hwy
1242	1	14 mpg city / 20 mpg hwy
1243	1	NA mpg city / NA mpg hwy
1244	1	NA mpg city / NA mpg hwy
1245	1	NA mpg city / NA mpg hwy
1246	1	NA mpg city / NA mpg hwy
1247	1	27 mpg city / 25 mpg hwy
1248	1	NL mpg city / NL mpg hwy
1249	1	NL mpg city / NL mpg hwy
1250	1	NL mpg city / NL mpg hwy
1251	1	19 mpg city / 26 mpg hwy
1252	1	17 mpg city / 23 mpg hwy
1253	1	17 mpg city / 24 mpg hwy
1254	1	17 mpg city / 24 mpg hwy
1255	1	16 mpg city / 22 mpg hwy
1256	1	17 mpg city / 24 mpg hwy
1257	1	17 mpg city / 24 mpg hwy
1258	1	16 mpg city / 22 mpg hwy
1259	1	16 mpg city / 23 mpg hwy
1260	1	16 mpg city / 23 mpg hwy
1261	1	16 mpg city / 22 mpg hwy
1262	1	16 mpg city / 22 mpg hwy
1263	1	15 mpg city / 20 mpg hwy
1264	1	13 mpg city / 17 mpg hwy
1265	1	13 mpg city / 17 mpg hwy
1266	1	NA mpg city / NA mpg hwy
1267	1	NA mpg city / NA mpg hwy
1268	1	NA mpg city / NA mpg hwy
1269	1	NA mpg city / NA mpg hwy
1270	1	18 mpg city / 28 mpg hwy
1271	1	17 mpg city / 25 mpg hwy
1272	1	17 mpg city / 26 mpg hwy
1273	1	23 mpg city / 36 mpg hwy
1274	1	NA mpg city / NA mpg hwy
1275	1	NA mpg city / NA mpg hwy
1276	1	NA mpg city / NA mpg hwy
1277	1	NA mpg city / NA mpg hwy
1278	1	NA mpg city / NA mpg hwy
1279	1	NA mpg city / NA mpg hwy
1280	1	NA mpg city / NA mpg hwy
1281	1	NA mpg city / NA mpg hwy
1282	1	NA mpg city / NA mpg hwy
