auto	kbb	fuel_economy
0616	1	19 mpg City / 23 mpg Hwy
0617	1	17 mpg City / 22 mpg Hwy
0618	1	19 mpg City / 23 mpg Hwy
0619	1	16 mpg City / 20 mpg Hwy
0620	1	15 mpg City / 20 mpg Hwy
0621	1	14 mpg City / 19 mpg Hwy
0622	1	15 mpg City / 20 mpg Hwy
0623	1	14 mpg City / 19 mpg Hwy
0624	1	15 mpg City / 20 mpg Hwy
0625	1	15 mpg City / 19 mpg Hwy
0626	1	14 mpg City / 19 mpg Hwy
0627	1	18 mpg City / 26 mpg Hwy
0628	1	17 mpg City / 25 mpg Hwy
0629	1	17 mpg City / 25 mpg Hwy
0630	1	17 mpg City / 25 mpg Hwy
0631	1	19 mpg City / 23 mpg Hwy
0632	1	17 mpg City / 22 mpg Hwy
0633	1	17 mpg City / 22 mpg Hwy
0634	1	15 mpg City / 20 mpg Hwy
0635	1	14 mpg City / 19 mpg Hwy
0636	1	15 mpg City / 20 mpg Hwy
0637	1	15 mpg City / 20 mpg Hwy
0638	1	14 mpg City / 19 mpg Hwy
0639	1	16 mpg City / 21 mpg Hwy
0640	1	15 mpg City / 21 mpg Hwy
0641	1	15 mpg City / 21 mpg Hwy
0642	1	27 mpg City / 32 mpg Hwy
0643	1	25 mpg City / 30 mpg Hwy
0644	1	24 mpg City / 31 mpg Hwy
0645	1	27 mpg City / 32 mpg Hwy
0646	1	27 mpg City / 32 mpg Hwy
0647	1	25 mpg City / 30 mpg Hwy
0648	1	-
0649	1	19 mpg City / 26 mpg Hwy
0650	1	19 mpg City / 26 mpg Hwy
0651	1	18 mpg City / 23 mpg Hwy
0652	1	18 mpg City / 23 mpg Hwy
0653	1	18 mpg City / 23 mpg Hwy
0654	1	18 mpg City / 23 mpg Hwy
0655	1	18 mpg City / 23 mpg Hwy
0656	1	18 mpg City / 23 mpg Hwy
0657	1	18 mpg City / 23 mpg Hwy
0658	1	18 mpg City / 23 mpg Hwy
0659	1	18 mpg City / 23 mpg Hwy
0660	1	18 mpg City / 23 mpg Hwy
0661	1	18 mpg City / 23 mpg Hwy
0662	1	18 mpg City / 23 mpg Hwy
0663	1	18 mpg City / 23 mpg Hwy
0664	1	18 mpg City / 26 mpg Hwy
0665	1	18 mpg City / 26 mpg Hwy
0666	1	17 mpg City / 25 mpg Hwy
0667	1	17 mpg City / 25 mpg Hwy
0668	1	17 mpg City / 25 mpg Hwy
0669	1	14 mpg City / 20 mpg Hwy
0670	1	15 mpg City / 22 mpg Hwy
0671	1	14 mpg City / 20 mpg Hwy
0672	1	15 mpg City / 22 mpg Hwy
0673	1	13 mpg City / 18 mpg Hwy
0674	1	15 mpg City / 22 mpg Hwy
0675	1	15 mpg City / 22 mpg Hwy
0676	1	14 mpg City / 20 mpg Hwy
0677	1	13 mpg City / 18 mpg Hwy
0678	1	16 mpg City / 24 mpg Hwy
0679	1	16 mpg City / 24 mpg Hwy
0680	1	16 mpg City / 24 mpg Hwy
0681	1	21 mpg City / 26 mpg Hwy
0682	1	22 mpg City / 27 mpg Hwy
0683	1	21 mpg City / 26 mpg Hwy
0684	1	22 mpg City / 28 mpg Hwy
0685	1	22 mpg City / 26 mpg Hwy
0686	1	22 mpg City / 28 mpg Hwy
0687	1	26 mpg City / 34 mpg Hwy
0688	1	26 mpg City / 34 mpg Hwy
0689	1	24 mpg City / 30 mpg Hwy
0690	1	24 mpg City / 31 mpg Hwy
0691	1	27 mpg City / 34 mpg Hwy
0692	1	27 mpg City / 34 mpg Hwy
0693	1	21 mpg City / 28 mpg Hwy
0694	1	13 mpg City / 18 mpg Hwy
0695	1	12 mpg City / 17 mpg Hwy
0696	1	12 mpg City / 17 mpg Hwy
0697	1	12 mpg City / 17 mpg Hwy
0698	1	12 mpg City / 17 mpg Hwy
0699	1	13 mpg City / 18 mpg Hwy
0700	1	12 mpg City / 17 mpg Hwy
0701	1	12 mpg City / 17 mpg Hwy
0702	1	13 mpg City / 18 mpg Hwy
0703	1	13 mpg City / 18 mpg Hwy
0704	1	12 mpg City / 17 mpg Hwy
0705	1	13 mpg City / 18 mpg Hwy
0706	1	12 mpg City / 17 mpg Hwy
0707	1	21 mpg City / 30 mpg Hwy
0708	1	18 mpg City / 27 mpg Hwy
0709	1	13 mpg City / 18 mpg Hwy
0710	1	13 mpg City / 18 mpg Hwy
0711	1	12 mpg City / 17 mpg Hwy
0712	1	24 mpg City / 32 mpg Hwy
0713	1	28 mpg City / 34 mpg Hwy
0714	1	26 mpg City / 34 mpg Hwy
0715	1	26 mpg City / 33 mpg Hwy
0716	1	26 mpg City / 31 mpg Hwy
0717	1	28 mpg City / 34 mpg Hwy
0718	1	24 mpg City / 32 mpg Hwy
0719	1	26 mpg City / 34 mpg Hwy
0720	1	26 mpg City / 34 mpg Hwy
0721	1	25 mpg City / 33 mpg Hwy
0722	1	26 mpg City / 31 mpg Hwy
0723	1	24 mpg City / 32 mpg Hwy
0724	1	16 mpg City / 20 mpg Hwy
0725	1	15 mpg City / 21 mpg Hwy
0726	1	15 mpg City / 20 mpg Hwy
0727	1	15 mpg City / 21 mpg Hwy
0728	1	15 mpg City / 20 mpg Hwy
0729	1	16 mpg City / 20 mpg Hwy
0730	1	15 mpg City / 20 mpg Hwy
0731	1	16 mpg City / 22 mpg Hwy
0732	1	16 mpg City / 20 mpg Hwy
0733	1	15 mpg City / 20 mpg Hwy
0734	1	16 mpg City / 20 mpg Hwy
0735	1	15 mpg City / 20 mpg Hwy
0736	1	15 mpg City / 21 mpg Hwy
0737	1	12 mpg City / 17 mpg Hwy
0738	1	14 mpg City / 20 mpg Hwy
0739	1	12 mpg City / 17 mpg Hwy
0740	1	18 mpg City / 28 mpg Hwy
0741	1	18 mpg City / 28 mpg Hwy
0742	1	17 mpg City / 24 mpg Hwy
0743	1	16 mpg City / 22 mpg Hwy
0744	1	22 mpg City / 31 mpg Hwy
0745	1	16 mpg City / 22 mpg Hwy
0746	1	17 mpg City / 24 mpg Hwy
0747	1	19 mpg City / 30 mpg Hwy
0748	1	16 mpg City / 25 mpg Hwy
0749	1	17 mpg City / 27 mpg Hwy
0750	1	19 mpg City / 30 mpg Hwy
0751	1	16 mpg City / 26 mpg Hwy
0752	1	17 mpg City / 27 mpg Hwy
0753	1	17 mpg City / 26 mpg Hwy
0754	1	17 mpg City / 26 mpg Hwy
0755	1	17 mpg City / 26 mpg Hwy
0756	1	15 mpg City / 22 mpg Hwy
0757	1	15 mpg City / 23 mpg Hwy
0758	1	19 mpg City / 30 mpg Hwy
0759	1	-
0760	1	18 mpg City / 26 mpg Hwy
0761	1	18 mpg City / 27 mpg Hwy
0762	1	14 mpg City / 19 mpg Hwy
0763	1	18 mpg City / 26 mpg Hwy
0764	1	18 mpg City / 26 mpg Hwy
0765	1	18 mpg City / 27 mpg Hwy
0766	1	18 mpg City / 27 mpg Hwy
0767	1	18 mpg City / 26 mpg Hwy
0768	1	18 mpg City / 27 mpg Hwy
0769	1	18 mpg City / 27 mpg Hwy
0770	1	18 mpg City / 27 mpg Hwy
0771	1	16 mpg City / 23 mpg Hwy
0772	1	16 mpg City / 23 mpg Hwy
0773	1	16 mpg City / 23 mpg Hwy
0774	1	21 mpg City / 22 mpg Hwy
0775	1	14 mpg City / 18 mpg Hwy
0776	1	13 mpg City / 18 mpg Hwy
0777	1	20 mpg City / 23 mpg Hwy
0778	1	20 mpg City / 23 mpg Hwy
0779	1	12 mpg City / 20 mpg Hwy
0780	1	13 mpg City / 18 mpg Hwy
0781	1	12 mpg City / 19 mpg Hwy
0782	1	18 mpg City / 25 mpg Hwy
0783	1	-
0784	1	18 mpg City / 27 mpg Hwy
0785	1	15 mpg City / 24 mpg Hwy
0786	1	18 mpg City / 27 mpg Hwy
0787	1	18 mpg City / 25 mpg Hwy
0788	1	18 mpg City / 25 mpg Hwy
0789	1	18 mpg City / 25 mpg Hwy
0790	1	18 mpg City / 25 mpg Hwy
0791	1	-
0792	1	18 mpg City / 25 mpg Hwy
0793	1	13 mpg City / 19 mpg Hwy
0794	1	12 mpg City / 19 mpg Hwy
0795	1	19 mpg City / 26 mpg Hwy
0796	1	-
0797	1	-
0798	1	13 mpg City / 18 mpg Hwy
0799	1	14 mpg City / 20 mpg Hwy
0800	1	14 mpg City / 20 mpg Hwy
0801	1	13 mpg City / 19 mpg Hwy
0802	1	13 mpg City / 18 mpg Hwy
0803	1	14 mpg City / 19 mpg Hwy
0804	1	13 mpg City / 19 mpg Hwy
0805	1	14 mpg City / 20 mpg Hwy
0806	1	14 mpg City / 20 mpg Hwy
0807	1	13 mpg City / 18 mpg Hwy
0808	1	14 mpg City / 19 mpg Hwy
0809	1	14 mpg City / 19 mpg Hwy
0810	1	-
0811	1	-
0812	1	-
0813	1	-
0814	1	-
0815	1	-
0816	1	-
0817	1	-
0818	1	-
0819	1	-
0820	1	22 mpg City / 28 mpg Hwy
0821	1	30 mpg City / 42 mpg Hwy
0822	1	-
0823	1	-
0824	1	-
0825	1	-
0826	1	-
0827	1	-
0828	1	-
0829	1	-
0830	1	-
0831	1	-
0832	1	-
0833	1	-
0834	1	-
0835	1	-
0836	1	14 mpg City / 18 mpg Hwy
0837	1	14 mpg City / 18 mpg Hwy
0838	1	13 mpg City / 20 mpg Hwy
0839	1	11 mpg City / 18 mpg Hwy
0840	1	11 mpg City / 18 mpg Hwy
0841	1	11 mpg City / 18 mpg Hwy
0842	1	20 mpg City / 29 mpg Hwy
0843	1	19 mpg City / 27 mpg Hwy
0844	1	21 mpg City / 31 mpg Hwy
0845	1	17 mpg City / 27 mpg Hwy
0846	1	19 mpg City / 27 mpg Hwy
0847	1	16 mpg City / 27 mpg Hwy
0848	1	-
0849	1	16 mpg City / 27 mpg Hwy
0850	1	16 mpg City / 27 mpg Hwy
0851	1	20 mpg City / 27 mpg Hwy
0852	1	21 mpg City / 29 mpg Hwy
0853	1	23 mpg City / 31 mpg Hwy
0854	1	23 mpg City / 31 mpg Hwy
0855	1	22 mpg City / 28 mpg Hwy
0856	1	22 mpg City / 28 mpg Hwy
0857	1	22 mpg City / 28 mpg Hwy
0858	1	22 mpg City / 28 mpg Hwy
0859	1	22 mpg City / 28 mpg Hwy
0860	1	27 mpg City / 33 mpg Hwy
0861	1	26 mpg City / 32 mpg Hwy
0862	1	33 mpg City / 41 mpg Hwy
0863	1	20 mpg City / 26 mpg Hwy
0864	1	20 mpg City / 26 mpg Hwy
0865	1	19 mpg City / 24 mpg Hwy
0866	1	21 mpg City / 27 mpg Hwy
0867	1	21 mpg City / 27 mpg Hwy
0868	1	21 mpg City / 27 mpg Hwy
0869	1	19 mpg City / 24 mpg Hwy
0870	1	18 mpg City / 25 mpg Hwy
0871	1	18 mpg City / 25 mpg Hwy
0872	1	19 mpg City / 24 mpg Hwy
0873	1	20 mpg City / 27 mpg Hwy
0874	1	20 mpg City / 27 mpg Hwy
0875	1	18 mpg City / 25 mpg Hwy
0876	1	19 mpg City / 24 mpg Hwy
0877	1	17 mpg City / 23 mpg Hwy
0878	1	22 mpg City / 30 mpg Hwy
0879	1	21 mpg City / 29 mpg Hwy
0880	1	20 mpg City / 27 mpg Hwy
0881	1	17 mpg City / 23 mpg Hwy
0882	1	20 mpg City / 27 mpg Hwy
0883	1	20 mpg City / 27 mpg Hwy
0884	1	19 mpg City / 25 mpg Hwy
0885	1	19 mpg City / 25 mpg Hwy
0886	1	19 mpg City / 27 mpg Hwy
0887	1	19 mpg City / 27 mpg Hwy
0888	1	18 mpg City / 25 mpg Hwy
0889	1	19 mpg City / 27 mpg Hwy
0890	1	18 mpg City / 25 mpg Hwy
0891	1	19 mpg City / 27 mpg Hwy
0892	1	19 mpg City / 27 mpg Hwy
0893	1	18 mpg City / 25 mpg Hwy
0894	1	19 mpg City / 27 mpg Hwy
0895	1	19 mpg City / 27 mpg Hwy
0896	1	18 mpg City / 25 mpg Hwy
0897	1	22 mpg City / 29 mpg Hwy
0898	1	18 mpg City / 25 mpg Hwy
0899	1	18 mpg City / 25 mpg Hwy
0900	1	16 mpg City / 21 mpg Hwy
0901	1	16 mpg City / 21 mpg Hwy
0902	1	16 mpg City / 21 mpg Hwy
0903	1	15 mpg City / 19 mpg Hwy
0904	1	15 mpg City / 19 mpg Hwy
0905	1	15 mpg City / 19 mpg Hwy
0906	1	15 mpg City / 19 mpg Hwy
0907	1	15 mpg City / 19 mpg Hwy
0908	1	22 mpg City / 30 mpg Hwy
0909	1	21 mpg City / 26 mpg Hwy
0910	1	18 mpg City / 27 mpg Hwy
0911	1	23 mpg City / 30 mpg Hwy
0912	1	17 mpg City / 22 mpg Hwy
0913	1	19 mpg City / 26 mpg Hwy
0914	1	19 mpg City / 25 mpg Hwy
0915	1	19 mpg City / 25 mpg Hwy
0916	1	19 mpg City / 25 mpg Hwy
0917	1	-
0918	1	19 mpg City / 23 mpg Hwy
0919	1	19 mpg City / 25 mpg Hwy
0920	1	19 mpg City / 23 mpg Hwy
0921	1	23 mpg City / 31 mpg Hwy
0922	1	23 mpg City / 30 mpg Hwy
0923	1	23 mpg City / 30 mpg Hwy
0924	1	23 mpg City / 30 mpg Hwy
0925	1	20 mpg City / 29 mpg Hwy
0926	1	20 mpg City / 29 mpg Hwy
0927	1	22 mpg City / 29 mpg Hwy
0928	1	22 mpg City / 30 mpg Hwy
0929	1	22 mpg City / 30 mpg Hwy
0930	1	23 mpg City / 29 mpg Hwy
0931	1	23 mpg City / 29 mpg Hwy
0932	1	23 mpg City / 30 mpg Hwy
0933	1	23 mpg City / 33 mpg Hwy
0934	1	23 mpg City / 30 mpg Hwy
0935	1	23 mpg City / 32 mpg Hwy
0936	1	23 mpg City / 30 mpg Hwy
0937	1	17 mpg City / 22 mpg Hwy
0938	1	17 mpg City / 22 mpg Hwy
0939	1	17 mpg City / 23 mpg Hwy
0940	1	17 mpg City / 22 mpg Hwy
0941	1	17 mpg City / 22 mpg Hwy
0942	1	17 mpg City / 23 mpg Hwy
0943	1	17 mpg City / 22 mpg Hwy
0944	1	21 mpg City / 31 mpg Hwy
0945	1	21 mpg City / 29 mpg Hwy
0946	1	22 mpg City / 30 mpg Hwy
0947	1	20 mpg City / 29 mpg Hwy
0948	1	22 mpg City / 32 mpg Hwy
0949	1	22 mpg City / 32 mpg Hwy
0950	1	19 mpg City / 28 mpg Hwy
0951	1	22 mpg City / 32 mpg Hwy
0952	1	19 mpg City / 28 mpg Hwy
0953	1	22 mpg City / 33 mpg Hwy
0954	1	22 mpg City / 32 mpg Hwy
0955	1	20 mpg City / 29 mpg Hwy
0956	1	31 mpg City / 35 mpg Hwy
0957	1	26 mpg City / 34 mpg Hwy
0958	1	22 mpg City / 30 mpg Hwy
0959	1	22 mpg City / 30 mpg Hwy
0960	1	17 mpg City / 21 mpg Hwy
0961	1	20 mpg City / 27 mpg Hwy
0962	1	18 mpg City / 24 mpg Hwy
0963	1	17 mpg City / 23 mpg Hwy
0964	1	27 mpg City / 25 mpg Hwy
0965	1	27 mpg City / 25 mpg Hwy
0966	1	20 mpg City / 25 mpg Hwy
0967	1	18 mpg City / 25 mpg Hwy
0968	1	20 mpg City / 25 mpg Hwy
0969	1	18 mpg City / 25 mpg Hwy
0970	1	17 mpg City / 24 mpg Hwy
0971	1	18 mpg City / 25 mpg Hwy
0972	1	18 mpg City / 28 mpg Hwy
0973	1	18 mpg City / 26 mpg Hwy
0974	1	26 mpg City / 32 mpg Hwy
0975	1	21 mpg City / 28 mpg Hwy
0976	1	21 mpg City / 29 mpg Hwy
0977	1	21 mpg City / 29 mpg Hwy
0978	1	51 mpg City / 48 mpg Hwy
0979	1	21 mpg City / 27 mpg Hwy
0980	1	19 mpg City / 27 mpg Hwy
0981	1	19 mpg City / 27 mpg Hwy
0982	1	19 mpg City / 26 mpg Hwy
0983	1	22 mpg City / 28 mpg Hwy
0984	1	21 mpg City / 27 mpg Hwy
0985	1	22 mpg City / 28 mpg Hwy
0986	1	21 mpg City / 27 mpg Hwy
0987	1	19 mpg City / 26 mpg Hwy
0988	1	22 mpg City / 28 mpg Hwy
0989	1	21 mpg City / 27 mpg Hwy
0990	1	19 mpg City / 26 mpg Hwy
0991	1	14 mpg City / 19 mpg Hwy
0992	1	13 mpg City / 18 mpg Hwy
0993	1	14 mpg City / 19 mpg Hwy
0994	1	14 mpg City / 18 mpg Hwy
0995	1	14 mpg City / 19 mpg Hwy
0996	1	12 mpg City / 17 mpg Hwy
0997	1	14 mpg City / 18 mpg Hwy
0998	1	12 mpg City / 17 mpg Hwy
0999	1	13 mpg City / 18 mpg Hwy
1000	1	14 mpg City / 18 mpg Hwy
1001	1	12 mpg City / 17 mpg Hwy
1002	1	17 mpg City / 23 mpg Hwy
1003	1	16 mpg City / 21 mpg Hwy
1004	1	17 mpg City / 23 mpg Hwy
1005	1	16 mpg City / 21 mpg Hwy
1006	1	19 mpg City / 24 mpg Hwy
1007	1	18 mpg City / 24 mpg Hwy
1008	1	19 mpg City / 25 mpg Hwy
1009	1	17 mpg City / 22 mpg Hwy
1010	1	14 mpg City / 18 mpg Hwy
1011	1	16 mpg City / 20 mpg Hwy
1012	1	20 mpg City / 26 mpg Hwy
1013	1	17 mpg City / 21 mpg Hwy
1014	1	19 mpg City / 25 mpg Hwy
1015	1	15 mpg City / 19 mpg Hwy
1016	1	18 mpg City / 26 mpg Hwy
1017	1	16 mpg City / 24 mpg Hwy
1018	1	18 mpg City / 26 mpg Hwy
1019	1	17 mpg City / 21 mpg Hwy
1020	1	16 mpg City / 20 mpg Hwy
1021	1	14 mpg City / 18 mpg Hwy
1022	1	16 mpg City / 20 mpg Hwy
1023	1	17 mpg City / 21 mpg Hwy
1024	1	20 mpg City / 26 mpg Hwy
1025	1	20 mpg City / 26 mpg Hwy
1026	1	19 mpg City / 25 mpg Hwy
1027	1	18 mpg City / 20 mpg Hwy
1028	1	18 mpg City / 21 mpg Hwy
1029	1	13 mpg City / 17 mpg Hwy
1030	1	13 mpg City / 17 mpg Hwy
1031	1	14 mpg City / 18 mpg Hwy
1032	1	13 mpg City / 17 mpg Hwy
1033	1	13 mpg City / 17 mpg Hwy
1034	1	14 mpg City / 18 mpg Hwy
1035	1	13 mpg City / 17 mpg Hwy
1036	1	15 mpg City / 20 mpg Hwy
1037	1	15 mpg City / 20 mpg Hwy
1038	1	14 mpg City / 18 mpg Hwy
1039	1	14 mpg City / 18 mpg Hwy
1040	1	14 mpg City / 19 mpg Hwy
1041	1	13 mpg City / 17 mpg Hwy
1042	1	14 mpg City / 18 mpg Hwy
1043	1	-
1044	1	15 mpg City / 20 mpg Hwy
1045	1	14 mpg City / 18 mpg Hwy
1046	1	13 mpg City / 17 mpg Hwy
1047	1	14 mpg City / 18 mpg Hwy
1048	1	13 mpg City / 17 mpg Hwy
1049	1	13 mpg City / 17 mpg Hwy
1050	1	15 mpg City / 19 mpg Hwy
1051	1	15 mpg City / 20 mpg Hwy
1052	1	14 mpg City / 18 mpg Hwy
1053	1	13 mpg City / 17 mpg Hwy
1054	1	13 mpg City / 17 mpg Hwy
1055	1	13 mpg City / 17 mpg Hwy
1056	1	-
1057	1	14 mpg City / 18 mpg Hwy
1058	1	13 mpg City / 17 mpg Hwy
1059	1	13 mpg City / 17 mpg Hwy
1060	1	13 mpg City / 17 mpg Hwy
1061	1	16 mpg City / 23 mpg Hwy
1062	1	20 mpg City / 28 mpg Hwy
1063	1	18 mpg City / 25 mpg Hwy
1064	1	20 mpg City / 25 mpg Hwy
1065	1	18 mpg City / 25 mpg Hwy
1066	1	29 mpg City / 36 mpg Hwy
1067	1	29 mpg City / 36 mpg Hwy
1068	1	29 mpg City / 36 mpg Hwy
1069	1	29 mpg City / 36 mpg Hwy
1070	1	21 mpg City / 31 mpg Hwy
1071	1	22 mpg City / 31 mpg Hwy
1072	1	18 mpg City / 27 mpg Hwy
1073	1	17 mpg City / 25 mpg Hwy
1074	1	21 mpg City / 31 mpg Hwy
1075	1	22 mpg City / 31 mpg Hwy
1076	1	21 mpg City / 31 mpg Hwy
1077	1	22 mpg City / 31 mpg Hwy
1078	1	22 mpg City / 31 mpg Hwy
1079	1	22 mpg City / 31 mpg Hwy
1080	1	22 mpg City / 31 mpg Hwy
1081	1	22 mpg City / 29 mpg Hwy
1082	1	22 mpg City / 30 mpg Hwy
1083	1	22 mpg City / 30 mpg Hwy
1084	1	22 mpg City / 30 mpg Hwy
1085	1	23 mpg City / 30 mpg Hwy
1086	1	23 mpg City / 30 mpg Hwy
1087	1	30 mpg City / 42 mpg Hwy
1088	1	24 mpg City / 31 mpg Hwy
1089	1	30 mpg City / 42 mpg Hwy
1090	1	30 mpg City / 42 mpg Hwy
1091	1	17 mpg City / 27 mpg Hwy
1092	1	21 mpg City / 31 mpg Hwy
1093	1	24 mpg City / 32 mpg Hwy
1094	1	24 mpg City / 32 mpg Hwy
1095	1	24 mpg City / 33 mpg Hwy
1096	1	24 mpg City / 33 mpg Hwy
1097	1	21 mpg City / 31 mpg Hwy
1098	1	21 mpg City / 31 mpg Hwy
1099	1	24 mpg City / 33 mpg Hwy
1100	1	24 mpg City / 33 mpg Hwy
1101	1	24 mpg City / 33 mpg Hwy
1102	1	24 mpg City / 33 mpg Hwy
1103	1	22 mpg City / 30 mpg Hwy
1104	1	22 mpg City / 30 mpg Hwy
1105	1	23 mpg City / 30 mpg Hwy
1106	1	24 mpg City / 32 mpg Hwy
1107	1	30 mpg City / 42 mpg Hwy
1108	1	30 mpg City / 41 mpg Hwy
1109	1	30 mpg City / 42 mpg Hwy
1110	1	23 mpg City / 30 mpg Hwy
1111	1	23 mpg City / 30 mpg Hwy
1112	1	30 mpg City / 41 mpg Hwy
1113	1	30 mpg City / 42 mpg Hwy
1114	1	24 mpg City / 34 mpg Hwy
1115	1	23 mpg City / 33 mpg Hwy
1116	1	24 mpg City / 31 mpg Hwy
1117	1	-
1118	1	23 mpg City / 33 mpg Hwy
1119	1	24 mpg City / 31 mpg Hwy
1120	1	-
1121	1	30 mpg City / 42 mpg Hwy
1122	1	20 mpg City / 29 mpg Hwy
1123	1	20 mpg City / 28 mpg Hwy
1124	1	22 mpg City / 31 mpg Hwy
1125	1	16 mpg City / 23 mpg Hwy
1126	1	16 mpg City / 23 mpg Hwy
1127	1	17 mpg City / 25 mpg Hwy
1128	1	17 mpg City / 25 mpg Hwy
1129	1	19 mpg City / 26 mpg Hwy
1130	1	18 mpg City / 24 mpg Hwy
1131	1	18 mpg City / 24 mpg Hwy
1132	1	18 mpg City / 24 mpg Hwy
1133	1	18 mpg City / 24 mpg Hwy
1134	1	20 mpg City / 25 mpg Hwy
1135	1	20 mpg City / 25 mpg Hwy
1136	1	20 mpg City / 25 mpg Hwy
1137	1	20 mpg City / 25 mpg Hwy
1138	1	20 mpg City / 25 mpg Hwy
1139	1	20 mpg City / 25 mpg Hwy
1140	1	14 mpg City / 19 mpg Hwy
1141	1	18 mpg City / 23 mpg Hwy
1142	1	21 mpg City / 29 mpg Hwy
1143	1	19 mpg City / 28 mpg Hwy
1144	1	21 mpg City / 29 mpg Hwy
1145	1	21 mpg City / 30 mpg Hwy
1146	1	21 mpg City / 30 mpg Hwy
1147	1	18 mpg City / 26 mpg Hwy
1148	1	-
1149	1	15 mpg City / 22 mpg Hwy
1150	1	19 mpg City / 27 mpg Hwy
1151	1	20 mpg City / 27 mpg Hwy
1152	1	21 mpg City / 30 mpg Hwy
1153	1	21 mpg City / 30 mpg Hwy
1154	1	18 mpg City / 27 mpg Hwy
1155	1	18 mpg City / 27 mpg Hwy
1156	1	16 mpg City / 21 mpg Hwy
1157	1	18 mpg City / 25 mpg Hwy
1158	1	18 mpg City / 25 mpg Hwy
1159	1	16 mpg City / 22 mpg Hwy
1160	1	18 mpg City / 25 mpg Hwy
1161	1	17 mpg City / 22 mpg Hwy
1162	1	16 mpg City / 22 mpg Hwy
1163	1	-
1164	1	-
1165	1	17 mpg City / 25 mpg Hwy
1166	1	13 mpg City / 18 mpg Hwy
1167	1	15 mpg City / 21 mpg Hwy
1168	1	15 mpg City / 21 mpg Hwy
1169	1	15 mpg City / 21 mpg Hwy
1170	1	27 mpg City / 35 mpg Hwy
1171	1	27 mpg City / 35 mpg Hwy
1172	1	27 mpg City / 35 mpg Hwy
1173	1	27 mpg City / 35 mpg Hwy
1174	1	16 mpg City / 24 mpg Hwy
1175	1	17 mpg City / 29 mpg Hwy
1176	1	16 mpg City / 24 mpg Hwy
1177	1	25 mpg City / 37 mpg Hwy
1178	1	24 mpg City / 33 mpg Hwy
1179	1	25 mpg City / 37 mpg Hwy
1180	1	25 mpg City / 37 mpg Hwy
1181	1	24 mpg City / 33 mpg Hwy
1182	1	18 mpg City / 25 mpg Hwy
1183	1	16 mpg City / 21 mpg Hwy
1184	1	18 mpg City / 25 mpg Hwy
1185	1	18 mpg City / 25 mpg Hwy
1186	1	18 mpg City / 24 mpg Hwy
1187	1	18 mpg City / 24 mpg Hwy
1188	1	16 mpg City / 22 mpg Hwy
1189	1	16 mpg City / 22 mpg Hwy
1190	1	17 mpg City / 25 mpg Hwy
1191	1	18 mpg City / 25 mpg Hwy
1192	1	18 mpg City / 24 mpg Hwy
1193	1	18 mpg City / 24 mpg Hwy
1194	1	16 mpg City / 26 mpg Hwy
1195	1	16 mpg City / 26 mpg Hwy
1196	1	14 mpg City / 20 mpg Hwy
1197	1	16 mpg City / 26 mpg Hwy
1198	1	16 mpg City / 26 mpg Hwy
1199	1	16 mpg City / 26 mpg Hwy
1200	1	15 mpg City / 24 mpg Hwy
1201	1	16 mpg City / 26 mpg Hwy
1202	1	16 mpg City / 26 mpg Hwy
1203	1	22 mpg City / 35 mpg Hwy
1204	1	24 mpg City / 36 mpg Hwy
1205	1	24 mpg City / 36 mpg Hwy
1206	1	22 mpg City / 32 mpg Hwy
1207	1	20 mpg City / 29 mpg Hwy
1208	1	22 mpg City / 32 mpg Hwy
1209	1	20 mpg City / 29 mpg Hwy
1210	1	22 mpg City / 32 mpg Hwy
1211	1	20 mpg City / 29 mpg Hwy
1212	1	22 mpg City / 32 mpg Hwy
1213	1	20 mpg City / 29 mpg Hwy
1214	1	22 mpg City / 32 mpg Hwy
1215	1	15 mpg City / 20 mpg Hwy
1216	1	13 mpg City / 17 mpg Hwy
1217	1	13 mpg City / 17 mpg Hwy
1218	1	12 mpg City / 19 mpg Hwy
1219	1	13 mpg City / 18 mpg Hwy
1220	1	13 mpg City / 20 mpg Hwy
1221	1	13 mpg City / 17 mpg Hwy
1222	1	13 mpg City / 17 mpg Hwy
1223	1	13 mpg City / 17 mpg Hwy
1224	1	13 mpg City / 17 mpg Hwy
1225	1	-
1226	1	-
1227	1	-
1228	1	-
1229	1	-
1230	1	-
1231	1	-
1232	1	-
1233	1	-
1234	1	-
1235	1	-
1236	1	-
1237	1	-
1238	1	-
1239	1	-
1240	1	-
1241	1	22 mpg City / 32 mpg Hwy
1242	1	21 mpg City / 29 mpg Hwy
1243	1	13 mpg City / 19 mpg Hwy
1244	1	13 mpg City / 19 mpg Hwy
1245	1	22 mpg City / 32 mpg Hwy
1246	1	22 mpg City / 32 mpg Hwy
1247	1	17 mpg City / 27 mpg Hwy
1248	1	19 mpg City / 29 mpg Hwy
1249	1	19 mpg City / 29 mpg Hwy
1250	1	17 mpg City / 27 mpg Hwy
1251	1	22 mpg City / 30 mpg Hwy
1252	1	22 mpg City / 33 mpg Hwy
1253	1	22 mpg City / 33 mpg Hwy
1254	1	-
1255	1	14 mpg City / 19 mpg Hwy
1256	1	-
1257	1	14 mpg City / 19 mpg Hwy
1258	1	-
1259	1	21 mpg City / 22 mpg Hwy
1260	1	13 mpg City / 18 mpg Hwy
1261	1	14 mpg City / 19 mpg Hwy
1262	1	13 mpg City / 18 mpg Hwy
1263	1	14 mpg City / 19 mpg Hwy
